"DATES" "FL894104005.Q" "FL384104005.Q" "FL154104005.Q" "FL104104005.Q" "FL114104005.Q" "FL134104005.Q" "FL214104005.Q" "FL314104005.Q" "FL264104005.Q" "FL794104005.Q" "FL764104005.Q" "FL724104005.Q" "FL753169600.Q" "FL734104005.Q" "FL444104005.Q" "FL473169333.Q" "FL543169333.Q" "FL404104005.Q" "FL413065005.Q" "FL674190005.Q" "FL614104005.Q" "FL644104005.Q" "FL664104005.Q" "FL504104005.Q" "FL894104005.Q" "FL384004005.Q" "FL154004005.Q" "FL104004005.Q" "FL114004005.Q" "FL214004005.Q" "FL314004005.Q" "FL264004005.Q" "FL794004005.Q" "FL714004005.Q" "FL764004005.Q" "FL724004005.Q" "FL754004005.Q" "FL734004005.Q" "FL744004005.Q" "FL444004005.Q" "FL474004005.Q" "FL514004005.Q" "FL544004005.Q" "FL574004005.Q" "FL224004005.Q" "FL344004005.Q" "FL634004005.Q" "FL654004005.Q" "FL554004005.Q" "FL564004005.Q" "FL404004005.Q" "FL413065005.Q" "FL674004005.Q" "FL614004005.Q" "FL644004005.Q" "FL664004005.Q" "FL504004005.Q"
"197002" 1536063 1361209 442878 349017 95127 47420 143570 283198 50300 124554 16707 6919 1207 8581 10577 0 0 35822 3713 0 55990 1745 0 0 1536063 378905 247300 32530 4578 37480 57017 28189 1128969 57836 426029 409836 6850 8083 1260 226966 14453 28586 171364 34988 47491 0 0 6938 2173 0 40616 3713 0 61806 2743 2351 916
"197003" 1561774 1387689 449003 354504 99568 47720 146348 290546 50854 123231 13688 6835 1181 5672 10822 0 0 37415 4132 0 55360 1814 0 0 1561774 375552 243874 32375 4830 36675 57798 31204 1155018 60142 436087 421360 8210 5228 1289 231843 14966 29642 173491 35890 48805 0 0 6207 1941 0 42009 4132 0 60976 3152 3850 1885
"197004" 1600014 1420197 457086 362101 103606 47588 150317 299499 52054 127763 12713 7838 1426 3449 11038 0 0 38879 4755 0 58199 2179 0 0 1600014 374847 242426 33932 5229 35069 58191 34960 1190207 62199 455336 441557 9499 2954 1326 236778 15156 30870 174605 36642 49602 0 0 5729 1842 0 43912 4755 0 61475 3904 6003 1399
"197101" 1619033 1439043 459528 368037 106716 48741 154655 301366 52962 127028 13606 8346 1449 3811 9937 0 0 37848 5957 0 57095 2585 0 0 1619033 369249 237097 35050 5181 33281 58640 40441 1209343 64133 457777 444701 8780 2858 1438 245516 15242 31821 176999 35851 50627 0 0 5468 1936 0 44705 5957 0 63251 4322 4520 1218
"197102" 1657295 1475315 472820 377343 112321 50987 158807 303037 53954 128026 14210 8815 1544 3851 7901 0 0 36924 7572 0 58408 3011 0 0 1657295 368416 233836 36904 5616 32553 59507 47676 1241203 64930 475420 462322 8510 3058 1530 255364 15980 32769 178611 34863 51536 0 0 5311 2097 0 42250 7572 0 65035 4975 3394 1096
"197103" 1698278 1511863 484509 383772 117193 51498 162965 311926 55415 131000 15046 9358 1646 4042 8402 0 0 38635 8369 0 57093 3455 0 0 1698278 374126 238348 37181 5942 32641 60014 58158 1265994 66802 483295 469664 9069 2960 1602 264060 16655 33714 180887 34293 52183 0 0 4937 2287 0 43008 8369 0 65383 5515 3579 1027
"197104" 1750655 1555228 499394 390563 122586 51564 166747 324374 56576 138851 15169 9364 1594 4211 9021 0 0 40021 9516 0 61013 4111 0 0 1750655 375360 233202 41971 6487 33371 60329 62847 1312448 69561 506505 492505 9523 2840 1637 271710 17203 34647 182759 35003 52876 0 0 5523 2410 0 44991 9516 0 67597 6203 4642 1302
"197201" 1781202 1582653 504838 399233 126139 52897 171129 328417 58007 140542 16394 9938 1613 4843 6741 0 0 40451 10542 0 61117 5297 0 0 1781202 376852 234590 40127 6496 34501 61138 66068 1338282 69748 511807 497035 10345 2772 1655 282457 17484 35592 185579 35529 53957 0 0 5834 2562 0 45994 10542 0 69400 7135 3316 1346
"197202" 1822303 1618428 522722 409795 134163 55162 174210 322377 57958 145917 15942 9335 1428 5179 7239 0 0 41885 11748 0 62740 6363 0 0 1822303 375937 232225 39706 6857 35891 61258 67100 1379266 71845 528828 514818 10085 2296 1629 293007 18767 36557 187159 36961 54965 0 0 5750 2601 0 46438 11748 0 71896 8219 3303 1222
"197203" 1863993 1654697 537598 415686 140509 55860 177747 327296 59116 150180 16534 9094 1334 6106 8029 0 0 42553 12815 0 63113 7136 0 0 1863993 378583 231196 40469 7146 37645 62127 71577 1413833 69708 541893 526748 11038 2264 1843 304124 19421 37490 190390 39160 56125 0 0 6171 2636 0 47313 12815 0 72756 8921 3569 1341
"197204" 1935097 1711184 555405 429866 149004 56813 180710 339386 61123 162790 17883 9701 1393 6789 9501 0 0 43542 14404 0 68710 8750 0 0 1935097 384509 229977 44551 7730 40089 62162 73178 1477410 71189 575730 558585 12623 2598 1924 314506 20071 38331 192463 40546 57428 0 0 6025 2704 0 48950 14404 0 77536 10396 5958 1173
"197301" 1990433 1758673 567949 442967 157050 59097 184043 347568 63001 168759 18903 9601 1386 7916 9918 0 0 45546 15160 0 69303 9929 0 0 1990433 388899 233636 42017 7594 42486 63166 81503 1520031 75247 590341 571626 13711 3161 1843 325192 20693 39196 196391 42500 58817 0 0 6466 2897 0 50931 15160 0 79365 11269 3920 1646
"197302" 2053672 1804323 588505 459845 165952 62261 186850 340910 65142 184207 20224 9806 1462 8956 12807 0 0 50584 16615 0 72733 11244 0 0 2053672 395569 237488 42781 7834 44907 62559 79160 1578943 76437 617020 596990 14749 3520 1761 336741 22005 40003 198647 43663 60292 0 0 6590 3053 0 55224 16615 0 83310 12955 4587 1801
"197303" 2110503 1847620 607155 476608 169308 64041 190725 339783 64931 197952 22280 10542 1650 10088 16191 0 0 56671 17057 0 73193 12560 0 0 2110503 408466 248452 40284 7774 47311 64645 78665 1623372 76916 635712 613219 15960 4637 1896 343120 23077 40838 202034 45695 61833 0 0 6823 3192 0 60906 17057 0 84384 14909 4897 1979
"197304" 2172701 1895501 624890 495610 168482 65410 194779 346330 67419 209781 23075 11320 1796 9959 17068 0 0 59837 18040 0 78066 13695 0 0 2172701 420193 254696 42911 7905 49820 64861 74698 1677810 80463 662361 638563 17465 4300 2033 348036 23658 41777 204767 46759 63111 0 0 6643 3252 0 64360 18040 0 89430 15956 7526 1671
"197401" 2212410 1928492 629187 507951 175756 67176 198757 349666 69068 214850 25843 12414 2054 11375 16582 0 0 59877 19709 0 78454 14385 0 0 2212410 429747 264253 42611 7674 51927 63282 74359 1708304 79906 674332 648916 18457 4904 2055 354454 23679 42835 209185 48002 64512 0 187 7132 3331 0 66317 19709 0 90979 16700 5287 1757
"197402" 2283599 1978581 649843 527545 184288 70642 202564 343699 75411 229607 30177 14955 2661 12561 19505 0 0 65391 20132 0 80615 13787 0 0 2283599 437887 268053 43591 7786 53743 64714 77864 1767848 83216 707358 677592 22216 5372 2178 360718 24657 44000 211618 49519 66238 0 358 7068 3228 0 72408 20132 0 92729 16638 6092 1871
"197403" 2348243 2024122 667468 537087 192514 72562 206553 347938 77207 246914 35002 17256 3239 14507 22984 0 0 73158 20537 0 81340 13893 0 0 2348243 466490 289057 46922 7684 55300 67527 77721 1804032 84377 718116 687430 23315 4914 2457 365377 25919 45200 214526 52529 68181 0 598 7212 3111 0 79730 20537 0 93763 16342 6822 1692
"197404" 2409478 2069945 680286 551556 198352 73319 208213 358219 81237 258296 37351 19225 3734 14392 23276 0 0 77134 21458 0 85108 13969 0 0 2409478 483520 299524 47762 7714 56358 72162 79798 1846160 85339 737528 703535 26594 4901 2498 369719 26380 46371 217713 55648 69386 0 757 7398 3044 0 85308 21458 0 94810 16145 7750 1406
"197501" 2436351 2099328 679289 555004 201744 75608 209744 377939 83546 253477 38286 19454 3783 15049 19067 0 0 77025 24420 0 81439 13240 0 0 2436351 491412 300752 51144 7151 57634 74731 86407 1858532 87706 725471 692608 25612 4677 2574 377595 26764 48057 222307 60147 71197 0 1294 7453 3107 0 86678 24420 0 93275 13894 7625 1542
"197502" 2485632 2146134 693044 560965 205149 79606 212670 394700 87409 252089 36938 18681 3583 14674 17864 0 0 77269 25603 0 82816 11599 0 0 2485632 498002 297855 54759 7081 59014 79293 86728 1900902 89077 741153 707580 26267 4667 2639 393734 28129 49564 225392 63945 73682 0 1079 7619 3106 0 86796 25603 0 91340 11643 7695 1345
"197503" 2536829 2196637 711518 563070 208258 81127 214487 418177 91083 249109 36019 17996 3392 14631 18778 0 0 78364 26785 0 79293 9870 0 0 2536829 516678 309865 54992 6965 61388 83468 85634 1934517 92563 745761 712207 26305 4496 2753 404643 30399 51336 230123 67818 75623 0 1334 8030 3119 0 87483 26785 0 92561 9000 6863 1076
"197504" 2619091 2261759 734343 571327 210729 82136 219359 443865 96888 260444 42047 19610 3783 18654 19080 0 0 80340 28511 0 81727 8739 0 0 2619091 540418 320691 61654 7194 63770 87109 88317 1990356 93530 768797 733186 27848 4900 2863 415193 31746 53708 234649 71222 78256 0 1455 8029 3133 0 89824 28511 0 95047 7140 8775 1341
"197601" 2671859 2309878 742450 574053 217243 83952 224015 468166 101108 260873 42667 19922 3818 18927 16707 0 0 80563 31152 0 81826 7958 0 0 2671859 553030 320742 65925 6914 68882 90567 91099 2027730 94440 765914 729673 28134 5100 3007 433632 32772 57490 240611 74283 80599 0 1915 7672 3258 0 90536 31152 0 96784 6510 9284 878
"197602" 2744472 2372868 767172 587620 221537 87667 231469 477403 105591 266013 43890 20886 3996 19008 16139 0 0 81090 34026 0 83267 7601 0 0 2744472 561854 326412 67357 7098 72027 88960 93566 2089052 97741 787378 749581 29388 5300 3109 448235 35012 59738 245547 77282 84310 0 1669 7624 3333 0 91583 34026 0 99892 5880 8972 830
"197603" 2814864 2435138 791770 595491 225980 90777 235612 495509 108519 271207 44689 20836 3959 19894 16902 0 0 82361 36984 0 82850 7421 0 0 2814864 573692 329766 67005 7349 76236 93336 98426 2142746 101262 796248 757781 29689 5500 3278 465213 37150 63033 252064 77432 86593 0 1746 7795 3385 0 93909 36984 0 101260 5250 12754 668
"197604" 2904877 2505286 818922 612073 231227 92180 237830 513055 115656 283935 48607 23359 4550 20698 16819 0 0 82413 40693 0 88528 6875 0 0 2904877 588128 331258 73021 8147 82006 93696 99394 2217355 100258 833225 791002 32895 5836 3492 477492 38394 66217 258315 77760 87691 0 2093 8405 3355 0 94528 40693 0 106597 4620 16584 1128
"197701" 2971564 2567085 834870 628081 238411 95853 239122 530748 115502 288977 49596 23547 4584 21465 15702 0 0 82528 45418 0 89477 6256 0 0 2971564 605575 341273 72148 8168 88877 95109 106574 2259415 102391 839513 798326 31648 6000 3539 495739 39501 70579 265271 78637 89143 0 1866 9243 3230 0 94549 45418 0 110055 4310 8715 1255
"197702" 3065724 2642753 871947 647005 245675 101842 246590 529694 118646 304325 51797 24332 4735 22730 17862 0 0 85101 47980 0 95983 5602 0 0 3065724 610722 342652 68122 8493 95546 95909 112561 2342441 105629 867486 824924 32547 6400 3615 513373 42000 74826 272028 82642 92404 0 1725 10838 2998 0 96748 47980 0 116145 4000 10183 1436
"197703" 3168104 2729510 909973 660636 252367 105298 252133 549103 124238 314356 52815 24390 4710 23715 19098 0 0 86532 52412 0 98289 5210 0 0 3168104 630343 348140 68819 8928 103922 100534 122493 2415268 109779 890848 845252 35086 6800 3710 532528 44199 79439 279067 84052 95417 0 1671 11807 2770 0 98153 52412 0 120006 3690 7849 1581
"197704" 3292975 2826570 946713 687089 261290 105939 256165 569374 128630 337775 56140 26444 5182 24514 22720 0 0 88712 56803 0 108373 5027 0 0 3292975 653451 358421 70931 9918 110601 103580 135436 2504088 108922 924639 875249 38426 7159 3805 548116 45588 83708 285849 88172 99216 0 1947 12290 2654 0 101382 56803 0 128569 3380 11274 1579
"197801" 3385603 2905281 967150 705984 270382 107773 264139 589853 133605 346717 55889 25258 4885 25746 23923 0 0 93211 59512 0 109695 4487 0 0 3385603 675344 367423 68997 10221 120922 107781 149938 2560321 107819 938167 885948 41403 7000 3816 563963 46769 88034 294998 89213 102546 0 2625 13090 2720 0 104689 59512 0 131784 3298 9026 2068
"197802" 3512937 3006021 1013666 729863 280317 114988 274834 592353 137344 369572 58175 25442 4906 27827 28447 0 0 99969 62611 0 116017 4353 0 0 3512937 699772 378057 69346 10911 130745 110713 146417 2666748 116027 978518 922964 44835 6900 3819 580676 49826 91225 302496 94054 107196 0 3569 13025 2811 0 113105 62611 0 138050 3215 8350 1994
"197803" 3629437 3104540 1059927 740445 292198 119998 284847 607125 141694 383203 57034 23595 4434 29005 33821 0 0 106013 65755 0 116170 4410 0 0 3629437 725262 387898 68869 11619 139702 117174 150331 2753844 120977 1007580 948314 48534 6800 3932 599421 51208 95804 311934 96700 110812 0 4043 12593 2923 0 120382 65755 0 142180 3100 6745 1687
"197804" 3779409 3211224 1105353 761395 304822 122194 295601 621859 155669 412516 63161 26182 4930 32049 37756 0 0 112181 70407 0 124632 4379 0 0 3779409 761545 406651 74003 12756 147526 120609 161291 2856573 117374 1052600 984122 57739 6693 4046 614360 52036 100222 318909 98730 115995 0 5138 12508 2974 0 128067 70407 0 154249 3050 7564 2390
"197901" 3872851 3291509 1134020 783761 313185 126806 301844 631894 154239 427103 64000 26475 4990 32535 35261 0 0 118384 75627 0 129448 4383 0 0 3872851 793454 425627 73100 13114 157178 124435 156172 2923225 116724 1066706 996234 59594 7000 3878 626802 52382 104092 328913 102047 118168 0 9899 13179 3061 0 132832 75627 0 159809 3018 7847 2119
"197902" 4003971 3390789 1179411 808159 329920 136381 309535 627383 159374 453808 69154 28648 5550 34956 39341 0 0 123699 80506 0 136704 4404 0 0 4003971 825849 441903 77283 13781 161791 131091 145133 3032989 114193 1106789 1030814 64824 7400 3751 640943 53264 106125 337260 108191 122770 0 14505 14194 3035 0 142031 80506 0 170056 2985 13996 2146
"197903" 4146931 3499228 1228001 826823 345449 142065 317129 639761 172121 475582 74945 32190 6440 36315 43806 0 0 128251 87309 0 137196 4075 0 0 4146931 845428 454804 72690 14182 168003 135749 154078 3147425 122820 1154247 1067472 75081 7800 3894 658891 54407 109982 346029 115146 124047 0 17780 14585 3001 0 148148 87309 0 175643 2953 10125 2312
"197904" 4276379 3602957 1276063 843773 357532 145723 322216 657650 168516 504906 76351 33459 6750 36142 47907 0 0 137027 94778 0 144701 4142 0 0 4276379 893808 486129 76417 14689 175178 141395 149673 3232898 124507 1181845 1095567 74291 7952 4035 671877 53772 113656 351956 120780 126559 0 24939 14545 2985 0 158073 94778 0 183380 2920 3946 2380
"198001" 4389297 3693492 1304575 866655 369898 151103 326092 675170 169671 526134 81984 36032 7450 38502 50101 0 0 146080 99954 0 144009 4006 0 0 4389297 924316 505773 79977 13823 176401 148342 151759 3313222 123945 1194321 1105676 76603 7900 4142 680086 52923 116352 362605 127916 132451 0 37719 14211 2989 0 168212 99954 0 186265 2870 8109 2294
"198002" 4464454 3747966 1323979 872195 379764 157960 332508 681560 177467 539021 86310 39283 8103 38924 47898 0 0 151056 104016 0 133099 3943 0 12699 4464454 919281 494166 78353 13501 178285 154976 159408 3385765 132933 1200250 1109279 78715 7800 4456 687395 51339 117878 370217 136333 140167 0 49323 16506 3013 0 171221 104016 0 188098 2820 12163 2093
"198003" 4581134 3843321 1357686 883460 392654 160795 339435 709291 184631 553182 88043 39487 8894 39662 50694 0 0 153089 109691 0 134484 3763 0 13418 4581134 945501 501617 84089 13921 185738 160136 165991 3469642 128200 1238744 1139996 86174 7800 4774 703497 52242 120597 379040 144082 144238 0 47961 17136 3029 0 175962 109691 0 188717 2770 10689 3047
"198004" 4725056 3953526 1395999 910212 406403 161477 344434 735001 193448 578082 91350 39855 8649 42846 55375 0 0 162646 113959 0 138474 3755 0 12523 4725056 986044 521019 91191 14931 193404 165499 169693 3569319 128038 1289880 1183171 94136 7607 4966 722711 52966 123524 385110 151389 147174 0 42048 17057 3010 0 184493 113959 0 195824 2720 6554 2862
"198101" 4828364 4040405 1408749 926296 420224 166550 349480 769106 196625 591334 95138 43380 9291 42467 55375 0 0 166778 117260 0 138898 3797 0 14088 4828364 1000487 524031 85907 16709 200641 173199 184721 3643156 126388 1292851 1187123 94212 6400 5116 729950 53323 126284 396087 157390 150643 0 70044 17830 3182 0 186885 117260 0 197379 2700 19065 -4105
"198102" 4970389 4139520 1445222 965610 431322 175280 355332 766754 204781 626088 101338 44491 10248 46599 62191 0 0 176798 120851 0 146813 3730 0 14367 4970389 1028044 525243 92888 18681 210676 180556 186310 3756035 128711 1328960 1221603 95368 6810 5179 738766 54552 127931 404907 163944 157861 0 75683 18888 3064 0 199778 120851 0 207682 2680 16750 5027
"198103" 5125707 4249350 1477254 1001746 441963 178969 364627 784791 210696 665661 108236 46294 10633 51309 71347 0 0 191019 124370 0 149662 3758 0 17269 5125707 1064854 539659 99151 21039 219653 185352 187702 3873151 132991 1364568 1248790 103158 7350 5270 745652 55131 130490 414041 169786 162146 0 96446 19102 2952 0 213800 124370 0 211588 2660 14043 13385
"198104" 5258005 4361689 1507184 1027333 456848 177791 372054 820479 213961 682355 112980 48272 11865 52843 71377 0 0 195031 128986 0 153439 3729 0 16813 5258005 1095168 546591 109464 23662 225580 189871 196956 3965881 136863 1398222 1278136 106634 7952 5500 748725 55010 132048 419761 178648 168968 0 107489 20184 2898 0 217705 128986 0 218578 2640 20949 8207
"198201" 5335748 4450433 1512839 1057711 467909 179013 380108 852854 186342 698973 116920 49663 12423 54834 72587 0 0 197214 137628 0 153015 3681 0 17928 5335748 1122335 571012 101113 24973 232219 193018 201149 4012264 133005 1385289 1293203 79719 6400 5967 753652 54823 133607 431612 192379 175425 0 116826 20866 3187 0 220871 137628 0 219011 2680 21481 9922
"198202" 5470078 4544943 1536994 1087368 480683 185364 392635 861900 189863 735272 124081 52104 13356 58621 75698 0 0 206009 146951 0 158771 3704 0 20058 5470078 1158458 596058 97554 26192 240543 198111 207868 4103752 136007 1410987 1320266 79254 4832 6635 755721 55570 135194 440814 204557 181800 0 122838 21916 3254 0 229469 146951 0 224761 2720 18862 12331
"198203" 5606817 4659767 1546456 1107213 495458 188171 403231 919238 196845 750205 121991 52645 12661 56685 74217 0 0 212102 160231 0 155585 3724 0 22355 5606817 1191458 615257 100486 27266 244919 203530 219063 4196296 139540 1437277 1342547 82094 5300 7336 750341 56237 137076 450509 214314 187950 0 140457 23773 3332 0 236188 160231 0 224882 2760 17758 13671
"198204" 5769638 4783435 1576437 1117416 509531 184493 413774 981784 208127 778076 131932 58388 13415 60129 72488 0 0 210373 178519 0 158294 3714 0 22756 5769638 1209836 612208 113492 28205 250110 205821 239950 4319852 144544 1482863 1386123 83087 5753 7900 756696 57301 139627 463238 225379 190692 0 137553 25360 3370 0 233710 178519 0 228850 2800 36187 13163
"198301" 5886466 4888279 1569816 1146506 528891 183787 421714 1037565 213093 785094 128187 54214 12492 61481 66642 0 0 207193 196517 0 160939 3709 46 21861 5886466 1237024 624467 117323 29496 258324 207414 249021 4400421 145566 1493975 1397374 82887 5350 8364 783143 57533 141767 477014 235481 194049 0 133936 28234 3082 0 229628 196517 0 231654 2770 19159 26913
"198302" 6067441 5038878 1616742 1169155 542103 188138 438394 1084346 216881 811682 132948 56732 12432 63784 65753 0 0 207669 213061 220 165489 3614 74 22854 6067441 1287399 650821 125932 30985 268569 211092 257530 4522512 149401 1529962 1434599 81592 5013 8758 813059 63597 142683 488488 243156 198629 0 122464 31653 3100 0 231514 213061 0 238458 2740 19032 31515
"198303" 6257370 5193514 1672335 1192131 558674 189329 449996 1131049 219376 844480 142308 59097 14553 68658 65268 0 0 208580 231538 2229 168227 3544 122 22664 6257370 1330699 688379 122885 32960 272847 213628 259306 4667365 154908 1567034 1466626 85235 6050 9123 846812 68209 144718 501423 258618 196966 0 119983 32722 3142 0 233311 231538 1789 241887 2710 25032 36563
"198304" 6466054 5359243 1731996 1230430 580326 188389 461109 1166993 224139 882672 152092 62970 15652 73470 66786 0 0 211780 244807 3655 173769 3457 377 25949 6466054 1376995 703808 140193 35328 282399 215267 263331 4825728 159203 1626148 1522670 86760 7218 9500 879479 69446 147558 513800 267536 198821 0 119697 34910 3149 0 236438 244807 2995 254008 2680 25539 39514
"198401" 6651987 5516851 1758139 1276014 607656 187504 471540 1215998 227575 907561 149019 60277 16358 72384 69348 0 0 217323 255930 5630 179434 4121 128 26628 6651987 1406418 706331 152806 37911 291969 217401 274779 4970790 159372 1658895 1555206 87425 6400 9864 913254 73793 150256 527441 273264 205455 0 131615 42620 3126 0 240271 255930 4750 272960 3592 19493 34703
"198402" 6915188 5716496 1818609 1333802 638665 190784 488008 1246628 241404 957288 169267 68126 18510 82631 78506 0 0 226368 263344 7600 186328 4860 337 20678 6915188 1488077 770181 155123 40407 302273 220093 291251 5135860 161360 1707995 1602615 89356 5844 10180 957422 79190 154165 541104 266837 216287 0 133699 45953 3133 0 252480 263344 6500 282697 4503 14695 44496
"198403" 7146164 5912368 1876931 1371055 666999 192434 504998 1299951 232548 1001248 167974 62109 21840 84025 86104 0 0 238824 275538 9570 189310 5587 515 27826 7146164 1540086 809200 152867 42685 311825 223509 304487 5301591 163511 1741119 1630037 93552 7000 10530 995460 83020 158387 555750 284388 224130 0 139779 51208 2815 0 265687 275538 8250 287048 5411 27278 32812
"198404" 7431452 6146190 1943280 1438310 698825 187947 513634 1364195 232823 1052439 175914 63467 22921 89526 90348 0 0 242210 288987 21339 199169 6289 1071 27112 7431452 1568953 808705 163835 44792 318981 232640 340379 5522120 167612 1800112 1681356 99624 8142 10990 1018642 85032 161975 570101 305913 233167 0 164147 53852 2672 0 265935 288987 19799 302548 6080 54122 21424
"198501" 7653642 6338220 2015759 1465732 727033 185745 537245 1406706 231206 1084216 177962 61819 22505 93638 90545 0 0 246132 304033 25928 202500 6568 382 30166 7653642 1670208 891749 151142 46477 342064 238776 345963 5637471 169355 1816543 1697280 98965 8700 11598 1041642 87912 166558 587390 306304 232553 0 174572 66289 2943 0 272567 304033 24168 306455 6187 26648 45352
"198502" 7914004 6552007 2086959 1506210 755520 187147 563616 1452554 230114 1131883 178959 58974 23159 96826 96490 0 0 254936 321090 29733 212772 6909 548 30446 7914004 1738381 911441 173986 47981 362879 242094 364974 5810649 177413 1857603 1734061 101726 9443 12373 1045221 92094 172675 605393 314095 238139 0 187972 80736 3071 0 282239 321090 27753 320496 6341 34157 44161
"198503" 8189442 6758557 2177553 1536358 772840 183205 589238 1499362 233493 1197392 182037 58468 23012 100557 106088 0 0 258832 343332 33294 230170 7292 622 35725 8189442 1781394 940601 164595 49035 375500 251663 383545 6024503 177929 1906730 1773697 109302 10600 13131 1080516 96141 182304 624492 315297 246633 0 182606 96890 3557 0 293319 343332 31094 336180 6504 39456 61523
"198504" 8622899 7123092 2277781 1617784 798035 161678 677931 1589884 242493 1257314 188338 57766 24416 106156 111351 0 0 263880 367864 37174 241024 7636 1342 38705 8622899 1904575 967372 180687 49737 455565 251214 419942 6298382 186025 1989488 1846916 117052 11837 13683 1097646 98420 191821 646612 328993 252363 0 178191 129935 4070 0 290993 367864 34754 353208 8690 58195 81114
"198601" 8798364 7246090 2299276 1660490 822611 156213 680083 1627417 243418 1308856 181677 55007 24309 102361 110135 0 0 262753 394587 45700 253962 8076 990 50976 8798364 1879344 944035 165321 53243 463389 253356 442006 6477014 184807 1989547 1847314 117365 10800 14068 1110590 99575 201880 667751 344426 258496 0 199678 164323 4542 0 289104 394587 43060 363291 10166 72666 78525
"198602" 9123749 7476084 2367988 1716285 846898 155085 711122 1678707 246202 1401463 190335 54117 24954 111264 119815 0 0 267790 429072 53248 275039 8892 1696 55576 9123749 1934482 959300 176025 55099 489208 254850 481176 6708091 191986 2033476 1883438 125666 10057 14315 1141450 103518 211826 687109 342323 265727 0 203013 193638 5337 0 297980 429072 50388 384181 11715 71529 83823
"198603" 9434242 7695540 2453026 1760610 867260 151369 727112 1736163 248927 1489775 194342 53761 27909 112672 127376 0 0 273279 475896 59601 290290 9733 1322 57936 9434242 1953144 968127 172629 56789 498421 257178 511937 6969161 192484 2090527 1928583 136504 10960 14480 1168805 109048 222991 710005 350169 278682 0 218314 229503 6132 0 299762 475896 56521 399919 13060 70014 77329
"198604" 9811696 7966260 2537309 1840006 886036 144914 752130 1805865 251862 1593574 195918 51865 27240 116813 135659 0 0 278730 531591 74723 301542 13329 3397 58685 9811696 2015286 1000956 175080 55447 525810 257993 536351 7260059 205454 2187581 2009448 152009 11508 14616 1191031 113885 234585 734480 333632 297085 0 213096 259858 6986 0 307558 531591 71423 409943 13660 66254 81957
"198701" 10008921 8089884 2542728 1885581 908028 139192 780422 1833933 251602 1667435 206528 52725 27218 126585 136330 0 0 273376 575435 93201 303341 14118 2952 62154 10008921 2054078 1029884 170584 53670 547992 251948 551444 7403399 204128 2171592 1983350 160808 12735 14699 1210729 115724 244851 755446 337054 308431 0 215426 297863 7587 0 303617 575435 89525 411437 15516 51374 87664
"198702" 10300995 8288435 2633315 1931956 922373 138867 795998 1865927 250790 1761770 216475 52266 32669 131540 144229 0 0 280741 615142 104156 310998 16628 3340 70061 10300995 2105753 1082676 166953 50803 556655 248666 572386 7622856 217931 2222595 2024109 170525 13275 14686 1248431 122065 255377 775209 337287 314410 390 210051 307962 7933 0 306101 615142 100060 424173 17106 36325 104308
"198703" 10545505 8461707 2706700 1969144 940324 136457 820948 1888134 252768 1831030 216397 50304 32394 133699 150371 0 0 288695 647084 116076 319401 18925 4022 70059 10545505 2169426 1140010 170133 48323 568156 242804 580988 7795091 219564 2261777 2058123 176193 12798 14663 1283566 128032 265372 801923 343606 318881 727 210729 306077 8956 0 314829 647084 111512 425300 19055 30299 97802
"198704" 10824585 8670067 2755136 2033849 956302 132440 842576 1949764 259005 1895513 217414 52505 33830 131079 164357 0 0 308184 669394 118309 313552 21312 3248 79743 10824585 2224885 1176378 174323 47708 583643 242833 586522 8013178 226459 2322961 2108621 186174 13464 14702 1310297 131347 274641 823111 347234 328766 1086 214956 291133 10967 0 330912 669394 113225 448327 21160 39779 107423
"198801" 11021558 8833721 2795128 2090603 978154 127865 851013 1990959 260901 1926936 212686 48123 32744 131819 161410 0 0 318489 677841 130381 304862 22009 3498 95760 11021558 2229542 1173927 172961 49981 591317 241356 636513 8155503 224895 2338333 2121077 188396 14040 14820 1327900 132997 283170 850149 342083 332938 1434 235347 304385 14134 0 334936 677841 124914 460152 22095 42765 105035
"198802" 11296047 9031377 2879203 2148724 1002208 129451 861342 2010450 262952 2001718 218148 47883 33269 136996 168064 0 0 322852 695315 138970 323365 22854 5327 106823 11296047 2293549 1228505 177092 53613 594042 240297 654859 8347639 229718 2393074 2163521 200886 13698 14969 1360022 138353 290904 874941 344989 341240 1844 222752 301383 19708 0 339806 695315 133091 481401 22768 34283 122047
"198803" 11539898 9219838 2956638 2179299 1028367 128621 876662 2050252 263655 2056405 217153 48338 32532 136283 174485 0 0 333457 721137 145774 319849 22941 5511 116098 11539898 2369483 1300153 180193 57157 600816 231164 671833 8498582 230764 2432209 2202667 200476 13899 15167 1379906 144755 298348 899657 363519 346439 2268 215818 304124 24682 0 347992 721137 139453 477437 23943 33693 112438
"198804" 11866214 9450688 3043603 2233392 1054199 121620 892989 2104885 269776 2145750 219378 48777 34360 136241 185992 0 0 353067 745287 154382 337507 24840 7517 117780 11866214 2469813 1382396 193299 58164 618591 217363 689055 8707346 240628 2479454 2234984 215594 13400 15476 1409258 148849 306009 927193 369218 350537 2730 225452 304468 28834 0 364169 745287 147585 493292 25410 23518 115455
"198901" 12123474 9606477 3082819 2292995 1065080 121047 901944 2142592 270312 2246685 217685 47157 30500 140028 196104 0 0 369286 770459 194139 335309 26353 9649 127701 12123474 2528377 1433963 199858 57286 624413 212857 729105 8865992 235422 2492380 2248696 212986 14881 15817 1408699 149729 313438 951408 372993 360635 3217 244755 304977 31464 0 375943 770459 187042 487258 25361 37374 113438
