"DATES" "FL764090005.Q" "FL723025000.Q" "FL763013005.Q" "FL743020003.Q" "FL764005005.Q" "FL763069175.Q" "FL763061105.Q" "FL763061705.Q" "FL763062005.Q" "FL763063005.Q" "FL763068005.Q" "FL763065005.Q" "FL723066000.Q" "FL763067005.Q" "FL763064105.Q" "FL723064203.Q" "FL763069705.Q" "FL763090005.Q" "FL764190005.Q" "FL764110005.Q" "FL714010005.Q" "FL904010005.Q" "FL764116005.Q" "FL763127005.Q" "FL723123005.Q" "FL763122605.Q" "FL763129205.Q" "FL763131005.Q" "FL763135005.Q" "FL762150005.Q" "FL764104005.Q" "FL763169175.Q" "FL763163005.Q" "FL723169305.Q" "FL723178003.Q" "FL763190005.Q" "FL764004005.Q" "FL723066303.Q"
"197904" 1355195 18488 29792 2441 1169663 14059 95599 52045 135583 9715 411467 245187 185725 20154 129 0 32465 102346 1288650 6977 8221 -10713 9469 338014 14475 22660 300879 433888 225581 94304 76351 54475 21876 0 1394 112142 1181845 0
"198001" 1367452 15333 32270 2531 1175283 12634 96303 53475 136339 9776 417255 249236 183415 16719 131 0 35888 106147 1298658 11860 6184 -10248 15924 308292 8099 22243 277950 448560 232013 97232 81984 59993 21991 0 1336 117382 1194321 0
"198002" 1384627 16029 33612 2621 1178085 14767 98518 56423 140035 10011 411691 252016 177822 16681 121 0 38967 115313 1314548 -14232 4382 -11161 -7453 325565 13026 25290 287249 460470 226190 106539 86310 63679 22631 0 1176 122531 1200250 0
"198003" 1418793 17307 28146 2711 1215467 15657 105481 58121 145163 10334 427995 256695 179789 16107 125 0 39509 115653 1347421 -20771 4174 -12905 -12040 337359 19090 22066 296203 468810 236373 111818 88043 65104 22939 0 990 124799 1238744 0
"198004" 1481739 19807 27456 2800 1271131 15753 111541 61774 148782 10844 458520 262661 180215 20924 117 0 39790 120755 1408718 -25064 6276 -14221 -17119 347752 11917 22919 312916 479875 272338 114827 91350 68166 23184 0 848 126792 1289880 0
"198101" 1485974 17288 26164 2754 1268351 15483 115129 63894 147747 10952 453181 265822 176465 19586 92 0 44178 127239 1413561 -32405 3917 -13416 -22906 330146 10219 20667 299260 488478 276057 121292 95138 72253 22885 0 740 134116 1292851 0
"198102" 1528993 18549 23626 2775 1306269 17063 115043 65443 148803 10921 474273 272694 179065 22884 80 0 45655 132119 1460421 -32214 3516 -12705 -23025 339830 17006 22707 300117 493716 292210 122337 101338 77426 23912 0 641 142563 1328960 0
"198103" 1572235 19185 27243 2833 1339063 16050 112127 69474 151479 10392 495774 278859 182849 21977 82 0 47564 136347 1507551 -30137 5297 -14482 -20952 340108 19560 23088 297460 502368 312799 125144 108236 83462 24774 0 556 148477 1364568 0
"198104" 1618732 18623 25228 2900 1373413 16497 113769 71576 154015 10713 512159 284216 184193 26209 66 0 51084 147484 1560819 -69636 3363 -17245 -55754 356499 10803 18993 326703 521939 324259 129709 112980 86915 26065 0 484 184585 1398222 0
"198201" 1607421 16612 26357 2999 1353881 18794 117300 72872 153285 9713 489794 288774 182922 20354 73 0 51835 155737 1554905 -69039 4528 -18031 -55536 334968 12869 15625 306474 544553 322742 134225 116920 90567 26353 0 435 170102 1385289 0
"198202" 1629417 20097 20198 3145 1377389 16256 114672 75030 152246 9292 508875 294234 185223 21491 70 0 55159 153429 1576317 -85193 4183 -17176 -72200 335680 11355 16542 307783 556367 338476 135147 124081 97220 26861 0 407 171352 1410987 0
"198203" 1670081 19198 20318 3294 1405097 17052 117268 76945 152179 10481 521991 298194 188072 22843 72 0 55095 167079 1614671 -99899 1673 -17364 -84208 349771 20841 14906 314024 571366 348753 137501 121991 92546 29445 0 388 184800 1437277 0
"198204" 1731316 19532 26489 3400 1450335 16810 134040 78832 158330 11073 532755 301272 190932 26215 76 0 58819 172741 1698712 -76849 3452 -17850 -62451 375794 16864 15582 343348 620995 329883 137936 131932 99565 32367 0 363 178658 1482863 0
"198301" 1727046 18286 23419 3470 1463106 14096 152143 81457 153436 12488 535496 303947 186947 23011 85 0 53965 164800 1696576 -96073 3294 -21270 -78097 360969 14563 15913 330493 692336 280309 142898 128187 94297 33565 325 344 187607 1493975 0
"198302" 1765685 20451 18004 3503 1498762 14463 167355 81432 154685 13853 538534 311121 190915 26318 86 0 57604 167361 1728558 -90748 4630 -19805 -75573 381253 22160 16930 342163 710397 275962 138332 132948 97090 35003 855 330 180085 1529962 0
"198303" 1818065 17410 20697 3536 1529741 14617 173292 81341 156639 15094 542665 321244 200673 24093 83 0 61469 185212 1785033 -84397 1565 -22155 -63807 377136 22836 15966 338334 726916 278752 148779 142308 102550 38357 1401 308 195232 1567034 0
"198304" 1888508 20996 21446 3600 1589214 14340 179509 79951 162076 16247 564169 330521 213663 28661 77 0 65672 187580 1853734 -75648 2481 -27831 -50298 390786 11521 17138 362127 751074 283332 153474 152092 108287 42031 1774 294 198330 1626148 0
"198401" 1950353 17333 21497 3699 1621966 13415 188122 78435 161474 18054 570929 343888 219840 27730 79 0 64738 221120 1872538 -69645 1683 -22478 -48850 384656 13040 17009 354607 764115 284043 163275 149019 109664 37357 1998 3589 193487 1658895 0
"198402" 1993997 18073 19085 3825 1662912 13117 180647 78503 161158 18489 591806 356489 236045 26579 79 0 71741 218361 1918784 -64972 4105 -21397 -47680 387266 12040 17374 357852 783316 304158 155486 169267 121859 45310 2098 3761 180502 1707995 0
"198403" 2045576 18345 22283 3958 1698460 14044 180075 79520 166653 20588 594234 367853 248051 27367 75 0 70101 232429 1967783 -57593 6922 -22722 -41793 388775 24718 16914 347143 795505 313919 157577 167974 116947 48863 2164 3746 197881 1741119 0
"198404" 2127618 24238 20192 4075 1765139 12553 181512 78884 174601 21896 621011 381379 258844 34455 4 0 69432 244542 2046244 -66117 4432 -23054 -47495 419526 15546 19277 384703 826021 321114 155183 175914 118117 55513 2284 3584 211019 1800112 0
"198501" 2146996 18058 25185 4194 1781370 9143 192649 78507 169850 23081 619860 390072 267381 30758 69 0 66000 252189 2064619 -60624 2880 -24219 -39285 390286 13639 17805 358842 851225 321939 161695 177962 115888 59632 2442 3545 218591 1816543 0
"198502" 2200280 18857 25255 4325 1832908 10154 195594 81027 171905 27222 629761 402706 276513 37952 74 0 62721 256214 2115036 -67543 1600 -22849 -46294 418274 24004 19066 375204 875503 311830 164798 178959 112854 63487 2618 3019 230197 1857603 0
"198503" 2261868 21070 25004 4438 1883401 9304 196161 77320 182731 29758 645144 417224 286728 38946 85 0 62360 265595 2173263 -60761 2589 -23192 -40158 435098 16652 20287 398159 889010 323289 174552 182037 111324 67917 2796 3070 226969 1906730 0
"198504" 2377582 25537 26046 4500 1975044 9696 189387 77461 231749 31103 661659 431234 297227 45438 90 0 59972 286483 2280556 -43827 4048 -17009 -30866 473707 25797 20651 427259 907891 332078 186405 188338 110997 74382 2959 3161 232804 1989488 0
"198601" 2392763 21251 28221 4529 1981299 9437 194260 81347 214109 33088 660224 443166 296270 49299 99 0 57646 299817 2295109 -42505 1378 -25603 -18280 449794 11948 19943 417903 921560 330677 196444 181677 99274 79301 3102 3188 254274 1989547 0
"198602" 2434035 22221 28953 4533 2023180 8922 194448 90079 208868 39134 673949 458258 304100 45342 80 0 55718 299430 2333825 -48422 1235 -24299 -25358 491777 25224 21379 445174 941696 319739 194213 190335 101459 85654 3222 3411 241077 2033476 0
"198603" 2502841 22609 33350 4498 2074164 7573 194805 103549 217587 46590 675298 476780 311443 40454 85 0 56902 311318 2399055 -43519 1728 -20965 -24282 491334 28211 21051 442072 960318 327390 209318 194342 101332 89658 3352 3527 256346 2090527 0
"198604" 2621085 25652 43940 4406 2172907 8575 197711 115064 203363 53344 730248 504687 320187 39631 97 0 54402 319778 2520859 -32041 2826 -19686 -15181 568246 27480 23451 517315 982330 333559 205431 195918 101885 90508 3525 3245 264172 2187581 0
"198701" 2594543 22493 37717 4248 2152954 7839 193561 124979 192574 61449 703340 522903 309795 36409 105 0 55152 321979 2499777 -19381 6828 -18402 -7807 496476 8649 21532 466295 985312 335213 210071 206528 107838 95032 3658 3139 282420 2171592 0
"198702" 2632736 23950 31531 4002 2200893 8015 192520 130342 185615 67858 714424 547675 316822 37512 110 0 59324 313036 2560122 -23331 2551 -20619 -5263 533487 30924 22253 480310 989102 350019 208019 216475 113640 98568 4267 1471 284880 2222595 0
"198703" 2703754 24422 34331 3751 2244456 7024 198422 135641 180032 70548 716275 570016 325602 40795 101 0 58217 338577 2636801 6526 2189 -18447 22784 531068 32975 20447 477646 993858 356842 214771 216397 110412 101633 4352 1380 315960 2261777 0
"198704" 2774355 24858 36729 3571 2297517 11219 194393 144511 174258 78096 731770 594796 334090 34377 7 0 59828 351852 2691538 8681 4626 -25241 29296 548498 21644 22157 504697 1010120 374953 215693 217414 108937 103964 4513 1197 314982 2322961 0
"198801" 2784711 23110 33754 3405 2322180 7980 195642 151256 166997 83823 732635 611363 333855 38623 6 0 54782 347480 2703548 -7923 2609 -23691 13159 529703 23520 21239 484944 1034629 380238 245077 212686 104063 104146 4477 868 308270 2338333 0
"198802" 2848900 25565 30126 3257 2373175 7968 190801 157123 161609 86318 756006 635952 341529 35855 14 0 55768 361009 2783673 4298 2723 -23140 24715 552969 32559 22542 497868 1051125 379546 248784 218148 106368 107328 4452 231 328572 2393074 0
"198803" 2892754 22093 33378 3123 2412246 9463 191472 165401 158628 86937 755844 657575 351421 35491 14 0 55468 366446 2822870 -7426 3353 -27128 16349 539916 34154 21094 484668 1063895 403835 253520 217153 104221 108594 4338 421 351557 2432209 0
"198804" 2952118 27561 33943 2997 2455865 10069 185276 175325 151589 88994 772981 676905 360816 33904 6 0 57499 374253 2890403 10423 3456 -28237 35204 565611 28979 21562 515070 1083939 416758 236608 219378 106000 109064 4314 1428 356259 2479454 0
"198901" 2987697 22203 32422 2888 2482600 9467 192397 185763 147880 78528 773548 696826 355578 35555 4750 2308 52393 395191 2918322 1393 3011 -23720 22102 514164 13513 21749 478902 1105317 435840 260660 217685 104334 109003 4348 1053 382210 2492380 0
"198902" 3079755 22775 32450 2791 2531074 9009 178393 200639 143306 78899 789085 722776 363704 38358 4647 2258 53984 436681 3009997 -3618 638 -26926 22670 539537 34390 20618 484529 1120979 439238 276575 221011 106177 110733 4101 1496 414779 2539795 0
"198903" 3181906 23122 27576 2708 2581216 8643 166936 217397 140020 79563 801481 749832 371715 38781 4579 2269 54668 492616 3099768 -6465 1099 -29045 21481 525835 30278 21165 474392 1146510 443952 285951 225282 107243 113731 4308 1029 477674 2590255 0
"198904" 3234334 28671 33758 2637 2637115 9875 165284 230482 133802 84093 814516 770704 383309 38183 4694 2173 55361 476792 3150840 -553 1612 -29818 27653 562218 25582 21498 515138 1184700 445690 274437 224564 106126 113733 4705 229 459556 2647426 0
"199001" 3260422 23251 31811 2598 2665691 9479 178809 251347 130131 85866 802171 791978 372789 36986 4191 1944 49763 487308 3182248 6077 2539 -26166 29704 524251 16719 20236 487296 1210329 443881 294126 220269 103139 112041 5089 609 482707 2672333 0
"199002" 3235637 24294 31909 2599 2709939 10200 177292 264833 124282 84728 813464 820141 372319 36470 4250 1960 47272 419624 3164090 4778 1242 -26409 29945 547768 32072 20035 495661 1249063 438098 294910 211560 94645 111289 5626 721 417192 2714531 0
"199003" 3287107 24752 29742 2589 2741898 9726 180016 274174 122844 84371 812727 836875 379467 35638 4069 1991 45383 442743 3209256 23183 2382 -29087 49888 545285 36595 21731 486959 1278702 431783 279162 199901 87222 106396 6283 542 450698 2745583 0
"199004" 3337780 32590 34974 2509 2767216 12665 172064 284806 117428 88699 819980 849346 381982 36194 2150 1902 45527 454964 3251468 24438 2412 -31267 53293 583954 30919 21405 531630 1307657 423618 248401 197737 82155 108925 6657 326 465338 2772497 0
"199101" 3349662 24707 21783 2359 2787417 13346 187545 299335 113316 90316 808222 862157 370499 36244 3951 2486 38354 475042 3272283 37242 2826 -16338 50754 546021 26325 20114 499582 1342277 435854 239909 189265 71510 110989 6766 -541 482256 2783090 0
"199102" 3333215 25627 19670 2126 2807500 11427 196246 308117 108682 90839 798756 877260 368385 41254 3878 2656 36880 441412 3253341 13184 1921 -11677 22940 565626 36038 18640 510948 1359450 425384 239263 186464 67476 111757 7231 -394 464365 2796592 0
"199103" 3392063 28757 24815 1898 2832547 9976 217546 317598 105622 93224 794351 876093 366312 44366 3980 3479 37108 466938 3305857 32249 547 -4708 36410 584834 38534 19584 526716 1382583 418740 229801 182777 64635 110498 7644 -12 474885 2817830 0
"199104" 3443397 33603 26653 1759 2872341 10620 232457 335722 103212 96345 788164 881291 370176 46790 3824 3740 35320 473721 3360825 32971 949 -4619 36641 621562 36414 19409 565739 1386507 399587 227533 184574 62098 113151 9325 -1312 509403 2853307 0
"199201" 3492019 29338 26553 1677 2909216 10522 255882 345876 100720 94508 778518 886396 357166 71620 3551 4457 31709 493526 3375346 37531 564 -665 37632 604840 16693 18976 569171 1397329 387596 266172 185867 59653 116177 10037 -1198 497210 2861297 0
"199202" 3536864 29693 20061 1577 2932536 10067 266954 357935 98852 93097 779568 890833 355981 71919 3340 3990 31415 521582 3420991 48510 1193 -5073 52390 637610 36104 20771 580735 1390533 361910 271121 186015 56479 117906 11630 -1262 526554 2884702 0
"199203" 3611052 30194 24978 1464 2982776 9100 287474 371321 98964 96323 777235 897224 357300 80634 2848 4353 30704 540936 3489548 72059 382 -4982 76659 657182 38203 21991 596988 1387935 354711 266461 190177 55024 122651 12502 -1487 562511 2925645 0
"199204" 3656682 31870 29111 1297 3011752 9182 294375 378493 97511 94744 779242 900521 362901 87993 3434 3356 31675 550977 3526138 74239 3928 -9545 79856 714324 30552 21664 662108 1389167 332763 265757 194551 54359 127646 12546 -1723 557061 2948644 0
"199301" 3683119 30561 31689 1166 3014507 8613 310164 398425 95865 98512 758333 898903 358900 79605 3445 3742 28862 576334 3544146 82821 1090 -5139 86870 674632 18750 21191 634691 1390448 332970 288497 199083 53378 131372 14333 -5780 581475 2956577 0
"199302" 3744436 32210 24568 1016 3067170 7126 307206 408588 96646 97677 769128 918256 366632 89290 3254 3367 27510 591962 3596076 90589 1755 -5998 94832 718169 36516 21123 660530 1385059 323118 287730 202643 52457 133346 16840 -5780 594549 2998769 0
"199303" 3803839 31735 26729 934 3105463 6464 313867 417076 99176 99051 765430 929671 379364 88384 3229 3751 26307 612671 3653789 112312 3865 -8126 116573 732439 38426 24943 669070 1378277 311677 305337 203927 49997 134186 19744 -5678 615498 3036406 0
"199304" 3894291 32671 31566 1000 3174396 7270 322191 423206 99166 98201 771996 947828 395704 100657 4288 3889 25257 629401 3733601 121046 1003 -5387 125430 788418 42633 21247 724538 1377196 311712 297664 207951 51894 134875 21182 -4577 634192 3090819 0
"199401" 3966971 31439 32527 912 3197943 5680 344430 425794 99665 97182 779380 945649 397802 95923 3450 2988 24255 679895 3820735 154939 907 -8295 162327 764288 39780 22190 702318 1384396 303612 324740 207912 51775 134539 21598 -5894 686742 3119837 0
"199402" 4024951 34426 30052 942 3228047 5389 330132 429475 99321 98592 790837 964863 413413 90503 3192 2330 23892 707592 3876945 169039 1567 -8681 176153 760667 42889 22557 695221 1378051 301268 344659 213481 53525 135048 24908 -6524 716304 3155914 0
"199403" 4069418 31155 27026 1072 3268235 5141 313330 429059 98650 100723 808037 989704 434560 83988 3007 2036 24715 717215 3925321 186973 692 -5268 191549 734670 30383 23162 681125 1376802 323387 347056 222257 57335 136181 28741 -5853 740029 3203919 0
"199404" 4163114 38129 27970 1449 3331231 5765 290407 428741 97576 102479 834913 1012711 458777 94941 2914 2007 22882 741453 4021747 209471 -493 -8189 218153 756739 23751 23204 709784 1376209 332970 366314 228096 54974 142619 30503 -6235 758183 3254251 0
"199501" 4257154 31291 27507 1231 3395935 4523 308059 433871 95342 100941 867482 1033937 459689 87214 2752 2125 23969 777221 4088450 209748 141 -4408 214015 706837 15634 22646 668557 1389903 354127 390548 232716 55497 147359 29860 -5975 810546 3327813 0
"199502" 4342073 33596 22313 1487 3487197 5676 298357 447482 94386 102535 903315 1062399 471591 95978 3031 2447 24330 773150 4140418 205956 509 -4158 209605 731495 39731 22144 669620 1421973 360834 398127 242761 55303 154165 33293 -4334 783606 3410071 0
"199503" 4417130 33072 20857 1173 3550647 5438 289373 462100 93311 108592 922642 1082184 485920 93941 4566 2580 23679 787702 4213090 209128 494 -1459 210093 694002 30307 23559 640136 1455932 385731 410356 252370 58203 159817 34350 -3342 808913 3473239 0
"199504" 4498522 40562 26995 1599 3604614 5675 278673 467464 93375 110521 949569 1090189 502328 99491 5006 2323 22326 802426 4296961 218313 242 -11207 229278 710841 19003 24118 667720 1490098 387781 388132 250579 52783 161119 36677 -1621 852839 3520120 0
"199601" 4514518 34386 22138 1405 3623489 6090 284028 471288 92966 109293 966934 1097597 490807 96833 5190 2463 22594 810506 4297953 205440 71 -4639 210008 659301 16832 23218 619251 1548674 402440 398055 241818 53430 155948 32440 -3143 845369 3541597 0
"199602" 4575512 35677 22013 1495 3668651 4926 280203 473704 92655 109922 993667 1109930 503766 91945 5622 2311 22068 825608 4371593 187206 446 -10452 197212 673195 31360 27160 614675 1557909 420089 417076 253026 56665 161571 34790 -2638 865730 3590841 0
"199603" 4617489 38227 18674 1429 3714243 4361 274983 475855 92717 110157 1025022 1123239 513906 85669 6108 2226 23068 821848 4404958 164419 2294 -13796 175921 672288 37794 25308 609186 1575215 458763 417210 256825 56512 164244 36069 -946 861184 3643308 0
"199604" 4716497 45186 22265 1413 3794500 6472 261821 495653 94236 111602 1041669 1145389 527463 100806 6779 2610 23355 829778 4505948 167067 4381 -14627 177313 676272 28684 26927 620661 1612157 493068 426821 263558 55650 168903 39005 907 866098 3707660 0
"199701" 4798307 37151 19800 1383 3868229 3219 282454 510435 94018 117893 1078598 1160137 505158 106967 2265 7085 23805 847939 4594423 149884 3479 -3931 150336 641973 24028 26823 591122 1665622 505026 440352 266926 56093 171841 38992 904 923736 3775717 0
"199702" 4922137 38407 21319 1435 3957359 3110 265923 523012 94332 121257 1115802 1196460 512017 115274 1868 8304 24897 878720 4708939 134522 2355 -9428 141595 661114 34243 29424 597447 1683311 543648 454404 286218 59771 180062 46385 3376 942346 3856810 0
"199703" 5003018 38531 19926 1402 4010493 3132 261780 537902 96160 130264 1123087 1227131 509663 111580 1872 7922 23760 908906 4790557 125705 50 -25059 150714 626786 33511 28213 565062 1714959 589957 467170 294008 58549 184171 51288 4462 967510 3912879 0
"199704" 5182474 45004 29110 1361 4144547 2698 270072 571159 96651 140549 1169848 1245314 515064 122456 2610 8126 20576 941876 4993322 141300 2754 -34434 172980 656444 27779 31714 596951 1760429 600972 495865 309223 58493 192648 58082 5663 1023426 4031931 0
"199801" 5254161 37784 22711 1328 4220158 1079 278474 593108 95779 150887 1192823 1270826 493846 131376 4856 7104 16839 955341 5058537 114376 1531 -24269 137114 616775 21691 31492 563592 1813649 645276 512465 329944 58890 204967 66087 5792 1020260 4093661 0
"199802" 5342064 38413 21832 1516 4275531 1119 263784 588647 98306 154031 1242285 1281723 493317 139699 5620 7000 14212 990560 5135724 125853 2379 -19707 143181 650616 48510 30404 571702 1831023 634413 511411 350160 62334 209198 78628 6293 1025956 4137424 0
"199803" 5496013 39198 23911 1382 4338944 945 219824 621709 101464 161430 1281467 1295424 499624 146464 3565 7029 14144 1078434 5300297 130542 -175 -18919 149636 608991 30036 28117 550838 1867839 652536 541428 365694 64210 214409 87075 7758 1125509 4196031 0
"199804" 5638665 42057 24487 1993 4483604 1100 214101 663170 104849 176222 1316370 1336996 512007 142803 6838 9147 11312 1075212 5397200 116953 1653 -30623 145923 622921 13157 28640 581124 1944087 673055 535792 382105 56946 220221 104938 7933 1114354 4336127 0
"199901" 5639724 38555 20719 1609 4477750 932 224698 674784 106480 156892 1329533 1337118 499258 129655 8340 10060 10232 1090859 5380700 116646 -636 -15538 132820 589280 16418 26964 545898 1956476 672274 564762 390016 56813 229015 104188 6984 1084263 4339927 0
"199902" 5708147 40551 20312 1260 4527893 795 217475 676734 107576 179549 1346867 1361328 484471 132842 9246 11010 8947 1109184 5447420 141878 492 -13135 154521 607177 42043 27493 537641 1971680 671354 554679 408148 58349 230575 119224 5578 1086927 4383742 0
"199903" 5812582 41020 19874 1652 4623665 1072 219976 695299 109425 189414 1368651 1419148 480406 122081 8081 10112 7912 1118459 5502706 143046 545 -17645 160146 588075 46016 27341 514718 2004284 699124 562690 435982 53855 241334 140793 7321 1062185 4491303 0
"199904" 5998151 66555 22452 2248 4788495 1350 228922 699553 110763 210077 1386218 1495420 507763 124785 11257 12387 8235 1110166 5689064 112829 -4 -27422 140255 626358 49561 28664 548133 2016043 792618 605558 449270 63089 240605 145576 10907 1075482 4648301 0
"200001" 6261088 35187 16756 1917 4898976 1444 218421 717400 111927 203373 1425049 1547344 505673 143344 11345 13656 8705 1299547 5587625 66229 23 -17147 83353 574406 37503 28723 508180 2076973 816107 624361 463593 59745 248891 154957 12597 953359 4739336 0
"200002" 6409996 36992 16839 2079 5027192 1364 204187 720565 112395 207833 1476195 1614400 514964 150477 11323 13489 8997 1317897 5724828 134599 500 -16180 150279 573783 48693 29890 495200 2099476 832735 654337 494675 61717 258408 174550 12242 922981 4860900 0
"200003" 6569902 34494 15983 1417 5118269 1340 203129 712802 113491 241580 1480917 1648507 531032 158993 12648 13830 8429 1391310 5894457 146323 744 -25200 170779 536561 39333 31500 465728 2156099 863844 656628 502037 62857 266583 172597 15516 1017449 4941227 0
"200004" 6708611 44391 17419 1708 5214382 1502 184541 721824 114126 266076 1513113 1660054 551074 175152 11876 15044 7487 1423224 6026099 151968 1011 -10128 161085 540895 16384 30692 493819 2227659 885409 645127 509257 63645 273198 172414 20098 1045686 5019797 0
"200101" 6797041 36000 16226 1865 5238634 588 172003 715253 112541 279382 1511387 1687713 542799 191492 8433 17043 7448 1496868 6084115 98757 202 -2934 101489 517183 23878 28472 464833 2308431 899151 643275 540297 71151 293073 176073 21880 1055141 5029114 0
"200102" 6848958 37171 16653 1721 5249679 0 174028 700189 116233 308401 1478537 1722375 550374 172664 9627 17251 6558 1537176 6135610 99929 -224 910 99243 536183 37699 29563 468921 2341305 901532 608925 543739 69428 295314 178997 21837 1082160 5056695 0
"200103" 7039421 36657 22403 2520 5302794 0 176120 735698 118119 326936 1472516 1736630 546509 167069 7184 16012 4849 1670198 6309902 106736 -461 -1568 108765 541768 36353 29001 476414 2394721 894527 595120 554099 67519 302141 184439 29225 1193706 5117377 0
"200104" 7123522 47330 15224 2771 5426781 0 162654 777417 120185 363062 1439835 1789819 568437 175176 8854 21342 4595 1626820 6392799 122603 11 7084 115508 628847 47459 25840 555548 2477057 918082 591349 562122 55367 310158 196597 22917 1069822 5226004 0
"200201" 7101704 34918 20096 1684 5431571 0 165945 808301 118659 359672 1427762 1800341 561548 158548 8456 22339 4497 1608938 6361629 102083 -456 18937 83602 523049 9510 24173 489366 2559500 960681 570893 564785 60934 304847 199004 21138 1059501 5246725 0
"200202" 7291913 36549 19965 2727 5536925 0 183786 856841 118318 343488 1396902 1873064 566783 174574 4922 18247 4831 1690915 6570954 72487 -54 17439 55102 536462 37122 24144 475196 2596972 966660 594740 574366 48374 313819 212173 28789 1200479 5344013 0
"200203" 7509263 37850 20576 2707 5676963 0 192046 889865 121180 351961 1381834 1961965 589192 175325 0 13595 4758 1766409 6769952 85833 573 12689 72571 563164 54582 23774 484808 2682967 956747 614463 590555 51464 317367 221724 32342 1243882 5492801 0
"200204" 7683222 47818 19709 2484 5827227 0 205841 917879 121716 359886 1360033 2058307 602570 177942 3457 19596 4554 1781429 6959506 133820 458 13644 119718 571505 31065 25187 515253 2746498 915330 676305 611842 52910 332182 226750 33783 1270424 5630786 0
"200301" 7796235 38532 24025 3049 5940555 0 136790 961165 123255 449191 1361180 2099219 593231 200704 2029 13791 4801 1785273 7008012 68612 -1167 16411 53368 540180 8528 1835 529817 2831924 942949 697480 627923 49370 352939 225614 33588 1265356 5728832 0
"200302" 8039765 39540 24589 2995 6105696 0 126776 1035319 127191 450174 1346264 2192844 603684 200129 6670 16645 4548 1862397 7187756 39930 243 6358 33329 588777 26680 2802 559295 2912282 934362 728874 640138 44153 359703 236282 33454 1309939 5886800 0
"200303" 8070367 40361 25732 2397 6094780 0 126361 967981 131970 452899 1312829 2263752 614124 200589 9664 14611 4267 1902830 7226957 87125 -322 18961 68486 567944 29839 2256 535849 2934589 931298 685983 638699 45162 361217 232320 32481 1348839 5874183 0
"200304" 8229726 47951 19694 2468 6239562 0 132067 1000286 132692 481243 1335068 2255798 669386 200932 14984 17106 4365 1915686 7379447 119349 -257 10029 109577 607216 30154 4071 572991 2978186 928108 714289 660355 46648 378400 235307 35069 1336876 6010905 0
"200401" 8450671 40957 21744 3184 6448038 0 144120 1094258 133857 499943 1328542 2329524 658036 227402 16005 16351 3864 1932884 7579171 45820 -525 15695 30650 603218 17524 7074 578620 3078039 987585 773909 678491 60984 388955 228552 38302 1373808 6192144 0
"200402" 8642724 43347 26264 2730 6596944 0 140501 1110587 137134 491160 1358436 2435840 660571 230628 15730 16357 4408 1969031 7760867 91381 486 24853 66042 627327 40545 8302 578480 3147341 1031001 803275 710121 56154 402649 251318 23710 1326712 6338637 0
"200403" 8856190 42019 21194 3083 6680803 0 122061 1055972 139057 530043 1366052 2517315 676319 242720 15727 15537 3985 2105106 7923436 99354 2075 18366 78913 609967 32254 8353 569360 3204286 1070888 794939 728339 56103 417997 254239 31568 1384096 6410804 0
"200404" 9057752 41528 20790 3505 6851482 0 107765 1095072 140763 563614 1410145 2595605 704270 195847 20273 18129 4010 2136437 8096841 144210 968 24900 118342 646732 26919 13238 606575 3258739 1120615 727424 738731 57200 437439 244092 33628 1426762 6621244 0
"200501" 9295473 42128 22054 3620 7074272 0 125865 1120356 145374 623938 1433946 2690522 683112 215812 19468 15879 4022 2149377 8291833 128083 -1361 34342 95102 622422 20235 14895 587292 3337045 1175524 762755 776462 63892 457278 255292 29105 1460437 6827135 0
"200502" 9505676 45314 20131 3798 7237492 0 109487 1104550 147873 670330 1476123 2791831 683951 217522 20918 14907 4098 2194843 8489309 132023 -742 16183 116582 631079 30598 18629 581852 3360161 1229530 808646 792442 62057 464974 265411 30420 1505009 6988243 0
"200503" 9748814 41161 19046 3278 7433724 0 108729 1090628 153704 698650 1505071 2896832 708230 231809 23538 16533 4322 2247283 8597723 133328 599 19694 113035 587939 32975 20375 534589 3459863 1320850 833304 810546 67694 474516 268336 27313 1424581 7166166 0
"200504" 9843692 50081 16318 3044 7546568 0 97048 1089645 157673 686972 1577939 2958042 707039 230676 24150 17384 4020 2223661 8685246 128277 957 21274 106046 610326 33886 19654 556786 3527078 1363726 817675 823857 61241 494111 268505 25778 1388530 7278378 0
"200601" 10071979 40018 18517 2697 7754035 0 96878 1128335 160262 707838 1627447 3033208 697480 257434 28202 16951 738 2255974 8872593 116911 -290 23864 93337 583560 4234 18665 560661 3586190 1448392 855451 837020 59465 505910 271645 24383 1420687 7452186 0
"200602" 10328898 42622 18503 2630 7969457 0 101430 1169043 161692 734522 1663613 3140433 694749 258510 26987 18478 701 2294985 9075308 73354 -746 24344 49756 604997 41495 23888 539614 3613305 1523270 899718 889579 71388 528553 289638 20938 1450147 7666183 0
"200603" 10424538 40074 15060 2459 8050420 0 97790 1107245 168753 749734 1702141 3181295 710502 282152 29436 21371 664 2315861 9168997 87089 -777 38410 49456 571787 48309 24951 498527 3650405 1595399 924897 900339 72691 539817 287831 29268 1409814 7718124 0
"200604" 10821023 51712 16694 2911 8402055 0 94925 1135557 180243 780309 1704762 3403052 741200 302170 35290 24547 446 2347205 9463581 115729 -266 19332 96663 574403 28025 28822 517556 3814662 1627708 888151 997963 79303 570146 348514 24710 1420256 8040494 0
