"DATES" "FL104090005.Q" "FL103091003.Q" "FL103020003.Q" "FL103030003.Q" "FL103034003.Q" "FL102050003.Q" "FL104004005.Q" "FL103069100.Q" "FL103061103.Q" "FL103061703.Q" "FL103062003.Q" "FL103065003.Q" "FL103066005.Q" "FL103064203.Q" "FL103070005.Q" "FL103090005.Q" "FL103092005.Q" "FL103076003.Q" "FL103092403.Q" "FL103094105.Q" "FL103093005.Q" "FL104190005.Q" "FL104104005.Q" "FL103169100.Q" "FL103162005.Q" "FL103163003.Q" "FL103168005.Q" "FL103169005.Q" "FL103165005.Q" "FL103170005.Q" "FL103178000.Q" "FL103190005.Q" "FL103192005.Q" "FL573074005.Q" "FL103193005.Q" "FL103075005.Q" "FL103164103.Q" "FL104120005.Q" "FL104140005.Q" "FL104150005.Q" "FL104001005.Q"
"197701" 880840 3897 58578 27955 31 1701 72148 10494 22381 2789 4104 11160 21220 941 325485 390104 213519 24428 0 3250 148907 1224064 628081 12083 11928 282016 142559 62955 116541 196568 29197 370218 43776 4140 322301 128917 856996 410485 217596 443361 132871
"197702" 901352 4744 60714 29290 74 1848 68122 9442 17508 2682 4396 11961 22133 895 338436 397229 216971 25491 0 3500 151267 1248168 647005 12914 14079 285712 148358 66651 119291 204530 23478 373155 44599 4284 324272 133906 881959 419082 227923 455931 131593
"197703" 929547 4914 60460 29897 130 2167 68819 8984 17055 2375 5068 12772 22565 841 355283 407036 219060 26623 0 3750 157603 1288659 660636 13175 15713 291816 149852 66803 123277 210061 26812 391150 45481 4348 341321 145222 845194 430806 229830 466703 131891
"197704" 964177 5686 66717 35456 200 2115 70931 9390 16556 2672 4370 13582 24361 790 346406 435876 235712 27833 0 4000 168331 1335343 687089 12808 17377 299491 154918 73262 129234 227047 29134 392073 50246 4459 337367 119359 819054 446102 240988 497169 143952
"197801" 992345 7097 59929 35080 255 2376 68997 10332 14993 2897 3635 14065 23075 738 366132 451741 240120 29138 0 4500 177983 1385065 705984 13719 18702 303936 163447 73899 132281 229719 32136 417226 51473 4551 361202 136413 773767 454919 251065 512920 137332
"197802" 1017112 7450 62348 35386 268 2272 69346 9330 13970 3358 4429 14552 23707 667 389338 450037 243580 30554 0 4775 171128 1423624 729863 14419 20838 310353 170289 77204 136760 241512 27075 425174 53550 4845 366778 147826 833089 467951 261912 530499 139478
"197803" 1054607 6457 63256 34266 349 2038 68869 9061 12692 2779 4976 15046 24315 615 415102 463655 245214 32005 0 5050 181386 1467734 740445 14992 23017 315522 169403 78180 139330 247814 30596 448879 55937 5214 387728 167288 895681 477869 262576 540986 136489
"197804" 1098865 8317 73015 38182 610 2509 74003 9512 15070 2773 4611 15539 26498 618 407281 494330 272921 33415 0 5325 182669 1532276 761395 15499 25041 320607 175120 84079 141049 271823 34055 465003 62898 5270 396835 135458 856213 486697 274698 580576 155217
"197901" 1143069 12524 70571 36026 1028 3434 73100 8896 14519 3364 4885 16344 25092 680 438034 507672 278507 34813 0 5600 188752 1599377 783761 17665 27366 324975 181699 88410 143645 275152 38940 501525 64018 5571 431935 162882 910760 495986 287775 601867 155927
"197902" 1175640 11273 68771 33981 1581 2949 77283 8604 17689 3430 4620 17158 25782 800 459209 519793 285589 36229 0 5875 192100 1648259 808159 20564 29681 330267 190790 93630 143226 289137 34071 516893 66667 5772 444454 170072 920994 503174 304984 628192 153698
"197903" 1239113 9777 68762 37659 2246 2685 72690 7732 13855 2570 4003 17980 26550 939 490540 553815 292149 37621 0 6150 217895 1724136 826823 23828 32325 334133 198334 94588 143615 305384 38687 553242 69345 6095 477802 185156 980996 510073 316750 660821 150228
"197904" 1277586 10080 79073 40414 3000 3116 76417 9586 13472 1800 4458 18803 28298 1060 479655 584771 323562 38949 0 6425 215835 1789349 843773 24518 35028 337915 204270 100837 141206 327378 40986 577212 79675 6196 491340 152277 1014625 514149 329625 697989 166059
"198001" 1302075 9174 76665 38748 3757 2334 79977 10176 14300 1933 7715 20939 24914 1177 511553 578690 329488 40199 0 6700 202303 1861029 866655 31052 37147 343860 212237 104150 138210 328407 46024 619943 82242 6240 531461 183146 956763 519217 347439 721870 165979
"198002" 1316807 8564 78363 36770 4432 3023 78353 9757 9914 1969 7878 23075 25760 1304 510604 595394 332458 41398 0 6975 214563 1886011 872195 36334 40024 355030 200926 106537 133344 321601 39592 652623 87028 6761 558834 189003 1076420 528398 343797 704990 161974
"198003" 1399559 8670 78961 37399 5389 3443 84089 9264 13704 1679 7319 25235 26888 1421 530436 649751 336240 42540 0 7250 263721 1958845 883460 32189 42743 362374 211339 104407 130408 328719 42354 704312 90347 7241 606723 201717 1213806 535525 347935 719008 167249
"198004" 1444610 9696 78660 45022 6993 3887 91191 9132 13697 2205 9362 27394 29401 1507 529353 678301 376110 43619 0 7525 251047 2011204 910212 28026 45892 365570 230332 109569 130824 356520 43864 700608 111406 7566 581636 172833 1346332 542286 367927 768311 180161
"198101" 1565553 9384 73026 51034 9437 3459 85907 8799 12593 2243 5021 29493 27758 1541 572031 759734 378620 44635 0 7800 328679 2155182 926296 31837 48925 371608 226833 116185 130908 374568 46958 807360 114656 7697 685006 197463 1350793 551441 374856 796382 176537
"198102" 1591496 9411 68773 50593 12915 2925 92888 8163 17272 3864 3199 31615 28775 1504 588802 763685 384088 45592 0 8075 325930 2194040 965610 37819 52894 379240 236741 122067 136849 381680 41488 805262 118760 7753 678749 207122 1315628 568983 396627 819795 178619
"198103" 1613344 10495 64426 49315 16288 1514 99151 8021 19985 4475 3986 33761 28923 1498 603446 767211 385587 46487 0 8350 326787 2262582 1001746 44081 56029 383712 249891 126130 141903 378052 44008 838776 123032 7600 708144 225394 1135956 581644 420102 842162 180003
"198104" 1638196 12386 57674 54971 18416 1784 109464 8199 18652 5779 10606 35906 30322 1624 574123 807754 398245 47320 0 8625 353564 2293519 1027333 42722 59323 390331 261678 136195 137084 383423 39864 842899 144946 7953 690000 190700 1225445 586738 440595 863882 190091
"198201" 1655861 10066 53891 54405 19547 1820 101113 7908 16030 3809 8858 36483 28025 1882 580813 832324 403482 48051 0 8900 371891 2357566 1057711 49836 62963 398241 273213 138052 135406 372047 39220 888588 146763 8215 733611 208766 1090243 596610 461101 872368 178216
"198202" 1661822 11310 53690 50577 19930 2452 97554 8236 12805 3837 6708 37066 28902 2265 587005 837039 407713 48640 0 9175 371511 2384180 1087368 51741 66287 403341 293170 140886 131944 374910 33080 888822 148927 8534 731361 212095 1073469 601572 485796 893786 171810
"198203" 1714548 8268 54252 58000 19711 3305 100486 7731 15150 2506 8272 37656 29171 2689 598450 869387 409625 49247 0 9450 401065 2438528 1107213 49726 70589 411321 308505 142297 124775 377195 34754 919366 151070 9410 758885 221255 1172612 606685 500528 912477 179884
"198204" 1748865 10063 68019 63573 19031 2435 113492 7948 21011 3322 12178 38246 30787 3070 569115 900067 380636 50030 0 9725 459676 2453726 1117416 37614 74466 420997 318498 142970 122872 394163 35585 906562 161264 9871 735427 174952 1386269 618335 499082 928830 210650
"198301" 1793670 11580 61905 63337 17526 3278 117323 8071 24404 2830 14440 38689 28889 3409 581521 933791 382353 50810 0 10000 490628 2485865 1146506 41187 76920 427194 319132 144086 137987 376759 41447 921153 162214 10730 748209 204762 1533575 642101 504405 922611 210780
"198302" 1858954 11545 68535 67829 14825 3899 125932 9343 26870 3753 16085 39136 30745 3707 602729 959953 386003 51606 0 10275 512069 2523109 1169155 38849 79803 438317 318104 152253 141828 380096 37404 936454 165151 11738 759565 222633 1736437 659948 509207 926707 226391
"198303" 1891630 13176 73516 66597 12259 3847 122885 9943 24105 3141 14241 39589 31866 4044 630051 965255 391381 52481 0 10550 510843 2567319 1192131 40547 81876 442938 322815 157175 146781 376903 41038 957247 167842 11868 777537 253148 1709243 671595 520537 938478 224869
"198304" 1926503 14393 89573 69974 11153 3248 140193 12188 30144 4187 18268 40041 35365 4501 626517 966951 365247 53493 0 10825 537386 2609588 1230430 36775 83897 446980 340892 169086 152799 401994 38646 938518 167638 12011 758869 224523 1630197 683676 546753 987393 257629
"198401" 2002778 15541 102485 67460 11509 4127 152806 12632 38101 2548 23572 42877 33076 5034 662415 981401 369538 54596 0 11100 546167 2719251 1276014 42518 85897 455202 355632 180156 156609 410679 43234 989324 170828 11629 806867 251736 1527519 697708 578306 1032219 283009
"198402" 2084381 16503 97238 65810 13318 5917 155123 11246 37282 3291 23026 45712 34566 5604 693100 1031768 374468 55929 0 11375 589996 2819878 1333802 53463 88116 463644 371567 193414 163598 429080 39561 1017435 178889 11259 827287 264020 1455724 715358 618444 1087085 279235
"198403" 2174984 12418 96723 61132 15272 3928 152867 11189 33740 3715 20664 48579 34980 6295 717799 1108550 378413 57314 0 11650 661173 2906386 1371055 60349 90480 477439 373015 202337 167434 428203 40087 1067041 181888 12189 872964 289596 1542913 735353 635702 1103992 265076
"198404" 2200774 13284 102698 69124 16062 3919 163835 9742 36467 5319 22483 51446 38378 7193 694120 1130539 359846 58635 0 11925 700133 2928516 1438310 58490 104439 495058 391134 219760 169429 436676 42167 1011364 191554 12913 806897 257444 1553280 768926 669384 1148227 286291
"198501" 2265069 12568 90366 73050 15820 8081 151142 10202 30156 4183 18276 52819 35506 8651 724675 1180716 363074 59800 0 12223 745619 3033747 1465732 62972 106139 513558 398522 225549 158993 433874 42555 1091586 196224 13761 881601 290801 1671084 778690 687043 1163472 271353
"198502" 2311784 11895 96506 66808 14675 4225 173986 9798 42730 3502 26658 54207 37091 10112 736169 1197408 367132 61202 0 14237 754837 3105822 1506210 68886 110639 535693 399473 229519 162000 437622 38470 1123520 200539 14718 908263 298547 1743624 808332 697878 1173970 286909
"198503" 2359260 12514 107016 68688 14413 4794 164595 9326 35913 3533 22113 55610 38100 10393 746326 1230521 370268 62228 0 13999 784026 3185077 1536358 69036 116039 554766 407305 231767 157445 434607 41296 1172816 204215 14545 954055 311719 1641750 828250 708108 1184011 288703
"198504" 2471020 16023 125710 69301 14520 3374 180687 10478 41102 4017 25572 57013 42505 10799 739342 1311264 377132 62822 0 16657 854653 3308203 1617784 72207 127039 578234 424083 248397 167824 479653 39009 1171758 210869 18707 942181 259689 1916908 873097 744687 1263349 320896
"198601" 2474720 17734 118317 74757 13091 3349 165321 11646 33539 4167 20530 55321 40118 12589 724905 1344657 384101 67224 0 14908 878424 3308690 1660490 69514 124039 614192 427557 256228 168960 444559 40329 1163312 223178 18707 921426 280346 2136797 907191 753300 1238188 309719
"198602" 2513347 18854 116057 80427 13282 2900 176025 10268 40715 4518 25314 53610 41600 13947 739512 1352343 389411 71315 0 19259 872358 3344201 1716285 68654 120767 653462 433714 268031 171657 439233 39574 1149109 229913 18707 900490 300279 2244577 945886 770399 1249206 326282
"198603" 2586058 18104 108568 92218 13588 3742 172629 9378 38961 5750 24145 51880 42515 14709 759201 1403299 394218 75959 0 18493 914629 3441160 1760610 72779 119531 681794 434114 276836 175556 445482 41274 1193794 237363 18712 937719 313719 2031804 976881 783729 1270485 329163
"198604" 2639947 19201 127220 85530 14895 5073 175080 10173 40325 2360 25055 50150 47017 15676 741486 1455786 402295 81633 0 18726 953132 3498215 1840006 62865 117138 705350 481105 289595 183954 477971 42784 1137454 254068 18742 864644 263515 2240835 1006442 833565 1354320 345508
"198701" 2739061 16826 127413 81118 16353 5556 170584 12384 37705 2274 23308 50490 44423 16057 772240 1532914 408388 86325 0 19050 1019151 3573196 1885581 63593 117349 730491 465939 293473 214736 477734 43947 1165934 272792 19042 874100 294506 2708148 1062576 823005 1344686 338994
"198702" 2788551 15896 132349 81792 15225 5532 166953 13815 32734 3006 19994 50833 46571 15039 788985 1566780 415943 93300 0 14500 1043037 3624500 1931956 67916 116146 748212 470842 304220 224620 473369 46928 1172247 282836 19492 869920 315616 2783592 1088978 842978 1363275 335382
"198703" 2853812 15081 132527 80483 15262 5601 170133 16886 31671 3036 19285 51180 48075 14628 811164 1608933 423432 100320 0 13750 1071431 3673779 1969144 68108 116097 768763 470389 310608 235178 482992 47763 1173880 303201 20142 850538 328172 2944431 1120038 849105 1379860 334460
"198704" 2870743 16262 136764 85943 15827 3362 174323 14966 31790 2648 19364 51527 54028 12817 805346 1620099 462526 105050 0 12500 1040023 3773980 2033849 73768 116224 784115 485101 322589 252053 522356 47866 1169909 316746 20250 832913 282990 2286653 1152392 881458 1451680 339743
"198801" 2940161 18334 133874 81972 14509 3658 172961 12295 31319 3702 19051 55681 50913 12167 841376 1661310 465210 111001 0 12167 1072932 3863671 2090603 73507 115753 809612 491720 344751 255260 524786 48823 1199459 327058 19750 852652 316590 2419233 1180625 909978 1483587 330881
"198802" 3002431 25398 140365 74680 12760 3075 177092 15348 26880 6107 16091 59836 52830 11478 877010 1680573 468782 115545 0 11635 1084611 3931617 2148724 77847 116168 840675 507241 350728 256065 534527 46307 1202059 347813 19050 835197 342483 2514872 1212908 935816 1516650 332182
"198803" 3046462 26273 138996 78949 11295 3695 180193 13725 26761 5918 16012 63990 53787 10912 890081 1706068 476373 118120 0 10726 1100849 3981763 2179299 80303 115932 865654 506460 359598 251352 531229 45149 1226087 364067 17800 844219 358852 2459275 1232938 946361 1522739 332536
"198804" 3250025 21554 150715 82273 10339 4981 193299 13648 27933 6022 16794 68145 60757 10627 895916 1880321 484692 120042 0 9489 1266098 4191650 2233392 85676 116409 887232 517876 372896 253303 576096 44371 1337791 394345 19012 924434 319820 2558076 1256944 976448 1596915 344886
"198901" 3390548 18622 144897 74379 9761 3744 199858 14686 37140 7692 22931 64756 52653 10876 927042 2001369 497065 124332 0 11132 1368840 4373886 2292995 96147 115626 901803 523494 392234 263692 577312 49134 1454445 409791 20696 1023958 349730 2669423 1281121 1011875 1638321 344728
"198902" 3431921 17113 146995 80721 9607 3524 204700 17526 39716 7090 24648 61328 54392 11643 955263 2002355 500895 127580 0 10874 1363006 4428494 2353461 110059 115090 923201 531118 408901 265092 581921 43378 1449734 422616 22555 1004564 373342 2835812 1303383 1050078 1675377 358583
"198903" 3461362 13992 148486 73203 9871 2449 207291 14351 44739 6564 27997 57864 55776 12045 964676 2029349 506735 130043 0 9936 1382635 4482220 2369972 113273 114688 939038 536597 403966 262409 577571 42076 1492601 437177 24454 1030971 387105 3056089 1316135 1053836 1673483 353697
"198904" 3478347 14705 159770 80610 10379 2783 225472 14291 51432 9170 32351 54399 63829 11709 937992 2034927 497898 134245 0 9922 1392862 4532736 2409388 107112 115490 961079 542788 427858 255062 597901 38289 1487158 454631 26280 1006247 340091 3138600 1331631 1077757 1713947 387200
"199001" 3483444 15669 152184 69847 11833 2036 199892 11574 44125 7046 24637 53998 58512 11097 943706 2077180 510759 133198 0 16611 1416612 4582524 2464342 126034 114943 967962 540273 448763 266367 588308 42256 1487618 474935 28004 984679 355398 3005478 1349272 1115071 1745635 350048
"199002" 3495443 15551 149299 70925 16065 1800 200627 12555 45692 5292 23911 53592 59585 11261 979042 2050873 517408 140036 0 15672 1377757 4597267 2503876 128659 115278 984418 544607 461690 269224 593497 37130 1462764 487978 29268 945518 385545 3134877 1368920 1134956 1765583 352351
"199003" 3536133 14509 145884 72369 17207 2792 190577 12016 36616 2886 25802 53182 60075 9296 1012945 2070554 533247 143745 0 19338 1374224 4689360 2527999 131811 115026 991867 538862 474787 275647 616321 40934 1504106 507141 30642 966323 396624 2653601 1382540 1145460 1802715 339377
"199004" 3586265 14717 165841 74564 19655 2137 199354 13836 37649 3285 24671 52772 67141 9723 967178 2133096 556172 147463 0 15463 1413998 4729421 2542511 116852 115153 1008167 545460 481613 275267 626310 38302 1522298 513266 32331 976701 340868 2955814 1398587 1143925 1808537 366078
"199101" 3618956 15349 134911 77964 21669 1324 190187 13845 34502 2873 25480 54301 59186 11775 950905 2214872 567453 150074 0 16894 1480451 4752528 2532310 119851 114860 1027331 539239 456418 274611 587704 34609 1597905 518461 35015 1044430 363201 3396441 1416802 1115508 1737821 339692
"199102" 3648962 12599 140775 81294 22499 1430 194234 15866 34726 4955 25455 55847 57385 12357 980610 2203164 574663 149799 0 17769 1460933 4769951 2538159 119437 115537 1051467 524927 450012 276779 600650 27402 1603740 519556 38479 1045705 379960 3354319 1443783 1094376 1722428 351956
"199103" 3707088 13578 153127 84043 23290 1635 211183 14318 42221 3350 36642 57409 57243 13606 995877 2210749 583997 149371 0 19040 1458341 4830993 2522932 107016 115277 1071876 516438 438505 273820 616179 31379 1660503 515630 41713 1103160 379698 3536308 1460973 1061958 1709516 385810
"199104" 3711582 16435 172695 77581 24131 1620 230011 14695 43426 5112 44818 58972 62988 14828 961380 2212901 580288 149525 0 17603 1465485 4829771 2487183 98477 113984 1086935 507701 418137 261950 649415 28892 1664281 511257 44403 1108621 311965 3998481 1462869 1024315 1702622 415341
"199201" 3826981 14978 165313 74167 27185 3211 212327 13853 42011 7872 33322 59237 56032 16197 977573 2336030 594535 152115 0 18785 1570595 5058119 2504663 110434 114334 1106050 501202 418794 253849 627620 34543 1891293 521964 46813 1322517 349953 3908353 1474233 1030430 1692593 398109
"199202" 3832782 14987 162765 73250 31417 3872 236712 14122 57611 7727 40878 59501 56873 17119 1019494 2273166 605677 155995 0 18382 1493112 5065846 2511676 111996 115097 1125491 491231 416263 251598 646811 31419 1875940 528810 49189 1297941 372683 3870341 1492186 1019490 1697720 423748
"199203" 3843127 15639 160377 74612 35656 3194 233107 14757 52292 8462 39984 59769 57843 18891 1031412 2270239 614858 160017 0 16626 1478738 5083058 2506669 108216 116104 1140928 485951 415263 240207 655379 35418 1885592 528186 51659 1305747 376033 3966349 1497239 1009430 1700227 423864
"199204" 3874168 15791 168398 75991 37619 5057 257808 17044 60589 8585 45813 60036 65741 21148 988942 2303414 586397 163037 0 19573 1534407 5109733 2511751 107106 118285 1154504 488448 419581 223827 682817 35344 1879821 523630 54321 1301870 306125 4361179 1496616 1015135 1733296 456035
"199301" 3963618 13489 161189 82120 38515 3905 239939 15860 42943 15167 44494 58124 63351 23483 1025995 2374983 592857 165199 0 15154 1601773 5210385 2520216 113900 119327 1175932 483471 413330 214256 666438 41686 1982045 533755 56975 1391316 359557 4481787 1509515 1010701 1718825 441165
"199302" 4042858 13667 167310 85412 36676 3071 245351 18076 47830 11620 47081 56191 64553 25215 1057388 2408768 607448 166647 0 15558 1619115 5266220 2534754 124025 120705 1194857 483635 405617 205916 668865 38333 2024268 539478 59829 1424961 388523 4502439 1521478 1013277 1720475 455958
"199303" 4117187 15278 164342 81130 34391 1963 263995 16698 53078 17224 56150 54237 66608 27899 1082549 2445640 622359 167950 0 15369 1639962 5314480 2538755 123232 122697 1212857 476080 398167 205721 678048 41382 2056295 537164 62933 1456199 404501 4628385 1541275 997480 1716910 468153
"199304" 4222072 14502 188883 91982 33947 2506 271529 19411 48839 19059 54708 52283 77229 29776 1035046 2553901 607125 169677 0 14409 1762690 5388621 2553584 117829 124864 1229707 480455 393698 207030 719258 40725 2075054 545294 66636 1463124 315788 4842338 1561601 991983 1751966 503613
"199401" 4248603 15730 188114 87310 34162 2579 273514 16511 57537 22414 52060 53287 71705 29526 1064540 2553128 635465 171035 0 13265 1733363 5426412 2602867 129885 126947 1238257 487284 418135 202359 701141 45468 2076936 560920 69970 1446045 363399 4630536 1567563 1035304 1781913 505943
"199402" 4308891 16080 187194 90287 35607 2514 273459 17880 53152 24901 49969 54301 73256 29114 1111514 2563122 651040 172417 0 14486 1725179 5483635 2634746 135680 129467 1247607 497850 419984 204158 728065 41256 2079568 563880 73062 1442627 383449 4541826 1581232 1053514 1822835 506698
"199403" 4365769 12638 190806 90528 35778 2696 273615 17818 60794 14900 50035 55327 74741 30922 1125020 2603766 669271 173800 0 16379 1744316 5522329 2656832 138683 130445 1251457 508658 420908 206681 742957 42676 2079864 584508 75948 1419409 382063 4800739 1588583 1068249 1853882 506915
"199404" 4491634 15664 200620 96369 37104 2178 289201 18826 50820 19875 56706 56353 86621 31061 1106979 2712458 685575 175375 0 16594 1834914 5627385 2688524 139238 131689 1253007 527215 431077 206297 796530 40315 2102016 598073 78325 1425618 310449 4796829 1590993 1097531 1934376 529223
"199501" 4546982 13850 184072 82205 37283 3707 264381 18211 41270 21042 47372 56739 79747 34725 1131862 2794897 705300 178935 0 18797 1891865 5694632 2764854 149799 131748 1270165 556409 447912 208821 786451 49454 2093873 616300 79682 1397891 345411 5167983 1610734 1154120 1990025 483737
"199502" 4666411 14454 174351 91827 49460 9019 290649 17386 47962 24306 63360 57130 80505 38408 1156199 2842044 720107 182446 0 20760 1918731 5777195 2844075 162887 132761 1306093 576596 455408 210330 799388 40898 2092834 631522 81041 1380271 356811 5594356 1649184 1194891 2035177 530533
"199503" 4794291 15856 182891 93237 52128 3771 258525 18004 43647 20783 40286 57525 78280 42323 1205810 2939750 741314 181538 0 21230 1995668 5877018 2879053 163268 133510 1329673 585985 455269 211348 832922 42359 2122684 648613 82398 1391673 372888 6024123 1674531 1204522 2079803 512926
"199504" 4970723 17403 205085 99688 59963 2440 280430 20142 57098 23421 36787 57921 85061 45668 1184941 3075105 778673 183593 0 22454 2090385 6009523 2941550 157351 134758 1357204 601756 477176 213305 877498 40309 2150166 651294 83757 1415115 307443 6406754 1705267 1236283 2154090 567695
"199601" 5104229 20387 180759 95849 63098 2428 257372 17436 57356 20853 28016 57033 76678 50177 1222302 3211857 803286 184660 0 21321 2202590 6120036 3009201 174174 134937 1390652 610788 485136 213514 863816 49331 2197688 674134 85114 1438440 358486 6683652 1739103 1270098 2183245 536359
"199602" 5224063 19844 186804 103832 62684 4322 266513 20928 63106 22880 31437 56145 72017 54306 1269179 3256579 817571 185231 0 23746 2230031 6203068 3074236 181726 137110 1422668 618456 493310 220967 889439 45602 2193791 699056 86471 1408264 379740 6988156 1780745 1293492 2228533 570143
"199603" 5333574 20922 200848 112984 63655 4674 258928 23488 52144 25926 33603 55247 68520 57743 1295612 3318208 838647 187289 0 23206 2269066 6290747 3110170 172999 137084 1447454 633363 500457 218813 876673 49068 2254836 709732 87829 1457275 418939 7047824 1803351 1306819 2232560 595987
"199604" 5467512 28208 214349 129670 67636 3904 270221 31534 47095 28480 31017 54350 77745 63000 1273063 3417461 866486 186185 0 23012 2341778 6378563 3140278 156405 137851 1485179 642125 496117 222601 927011 49872 2261402 704789 89185 1467428 346052 6804309 1845631 1294647 2271530 644893
"199701" 5529522 28968 218156 132912 73674 3732 261451 26721 54405 19272 30361 60735 69957 61539 1311149 3437941 894784 187141 0 32217 2323799 6447246 3212515 168747 138652 1515565 659820 503500 226231 905003 62141 2267587 734399 91610 1441577 406146 6790317 1880448 1332068 2299212 649740
"199702" 5626824 33462 209617 146321 77069 3249 249160 25733 40178 11823 36262 67191 67973 70039 1365473 3472434 917176 187677 0 29107 2338474 6488537 3290218 179286 139800 1558686 671780 504597 236069 917933 57173 2223213 753906 93059 1376248 447540 7940529 1934555 1355663 2330769 653753
"199703" 5754444 33251 214453 141792 82917 4004 249339 28351 36848 8394 33371 73718 68657 74979 1388629 3565080 938316 189853 0 33106 2403805 6575428 3360881 176649 141682 1613799 677284 513760 237707 938196 64368 2211983 756740 94508 1360735 450433 8672223 1993188 1367693 2370257 658360
"199704" 5813010 23139 206931 164374 87820 4562 262996 36145 26846 7971 27380 80245 84409 75000 1361106 3627082 933123 188080 0 27959 2477920 6628782 3471581 168598 142002 1666280 692715 548035 253952 992089 59214 2105898 756443 97572 1251883 369017 8674513 2062234 1409347 2460650 660168
"199801" 6003503 27115 225405 205028 92659 3717 245880 32204 21850 7283 29203 77043 78297 86329 1395370 3722000 980303 189652 0 20175 2531870 6787129 3580951 193105 143842 1731059 700750 564031 248165 1003982 69045 2133151 781632 101929 1249590 391388 9908785 2123066 1457886 2530913 730793
"199802" 6170040 20577 217437 202999 106397 2491 232265 28870 19024 7036 26479 73806 77050 89396 1432830 3865648 1019151 190103 0 18232 2638162 6946989 3692018 202491 145492 1805492 727240 567639 243664 1000609 59915 2194447 795968 106429 1292050 432221 10128661 2194648 1497370 2557894 720706
"199803" 6224388 18385 218731 201597 116198 3252 231909 31301 20292 8288 25803 70534 75691 80035 1480470 3873811 1040238 191437 0 17039 2625097 7061398 3767557 216872 147009 1844767 748276 573789 236844 1022821 68559 2202461 804411 110976 1287074 457649 9008385 2228620 1538937 2630317 723882
"199804" 6816877 30518 194964 192588 126436 4208 246015 39433 23615 10609 25748 67261 79349 98000 1448432 4475716 1041048 189763 0 17965 3226940 7457590 3853443 192958 147763 1881222 768839 608809 253853 1049696 64058 2490393 817754 110453 1562186 398736 10962270 2282838 1570606 2684360 746119
"199901" 7094889 36235 193039 195635 130887 4775 235655 40493 22992 11324 24734 60842 75270 103226 1501928 4693509 1104151 189949 0 13368 3386041 7696876 3997367 223886 149143 1944045 777647 643719 258928 1052365 69320 2577824 829768 107339 1640717 449563 11278324 2352116 1645252 2766937 763340
"199902" 7435647 32343 210949 210997 130593 3434 230134 47355 21103 11363 21096 54351 74866 112798 1582779 4921620 1149511 191113 0 13155 3567841 7914623 4081854 232365 150297 2012906 780338 631541 274407 1094026 70936 2667807 915497 103373 1648937 488753 12270299 2437610 1644244 2809206 802031
"199903" 7640567 33490 215797 214705 138401 6089 232331 47618 21191 12445 29423 47789 73865 106850 1659489 5033415 1208995 192700 0 17793 3613927 8164427 4204773 239280 151977 2071138 793375 633986 315017 1163247 73587 2722820 940951 98336 1683533 496242 11706737 2538132 1666641 2903475 826009
"199904" 8082607 31460 230973 236877 154857 5793 221789 47604 19420 12416 25002 41227 76120 127000 1657593 5416265 1250747 190759 0 28553 3946206 8407257 4270468 230326 152826 2106669 808841 642294 329512 1228170 71032 2837587 912461 92083 1833043 429423 14476846 2589007 1681461 2980663 891402
"200001" 8364220 35750 225329 234409 155553 7995 224994 46046 21881 15205 28229 41804 71829 134391 1740248 5605551 1282845 191135 0 28141 4103430 8682269 4405476 260797 153262 2154917 820520 680700 335280 1276515 82756 2917522 948471 90069 1878982 463733 15409517 2643459 1762017 3121288 904788
"200002" 8684612 29742 234831 249797 155067 5943 240087 49284 23978 18089 32062 42381 74293 130598 1851019 5787528 1331822 192549 0 26302 4236855 9022267 4525495 296844 153380 2190494 841894 700767 342116 1359541 80244 3056987 1036809 83290 1936888 491478 14621966 2685990 1839505 3279290 929391
"200003" 9023864 13998 252986 265311 167397 5763 245499 58245 23141 18933 26918 42958 75304 131531 1932418 6008961 1365433 193281 0 28243 4422004 9353054 4570075 307039 153937 2229437 844923 691053 343686 1447654 80356 3254969 1103584 77999 2073386 484764 14382670 2727060 1843015 3371025 964223
"200004" 9746648 24029 246429 272343 191367 4204 248256 57765 18105 15423 31938 43535 81490 121870 1939233 6698917 1351617 190438 0 29421 5127441 9611350 4632838 278402 154187 2270337 852688 726006 351218 1541422 77992 3359098 1179966 72991 2106141 397811 12444477 2775742 1857096 3476510 983473
"200101" 9727051 16928 178046 254457 229099 3349 231433 54671 16108 14284 26641 44300 75429 109720 1947028 6756991 1388979 191259 0 10230 5166523 9720814 4694972 235619 154669 2378732 840024 729532 356397 1506208 82860 3436774 1224001 70761 2142011 440820 10743969 2889798 1805175 3394243 903303
"200102" 9835478 17093 166443 250584 258836 3196 229029 56427 16063 14828 23426 45073 73212 116082 1951662 6842553 1418849 193914 0 10436 5219354 9797620 4774554 206256 155816 2491176 801556 753426 366324 1479788 77568 3465710 1277731 64343 2123636 471874 11604373 3013315 1761238 3318594 922978
"200103" 9778260 14369 176651 251814 271791 3496 231621 56538 16864 16203 26337 45855 69824 102499 1909069 6816950 1452412 200528 0 10608 5153402 9811821 4805891 189571 156406 2537110 776651 754004 392149 1451015 103125 3451790 1297276 57207 2097307 458054 9514985 3085665 1720226 3274366 936562
