"DATES" "FL754090005.Q" "FL753013003.Q" "FL754005005.Q" "FL753069603.Q" "FL753061103.Q" "FL753061703.Q" "FL753062003.Q" "FL753063003.Q" "FL753068005.Q" "FL753065005.Q" "FL753067000.Q" "FL753064103.Q" "FL293169750.Q" "FL753093005.Q" "FL754190005.Q" "FL754110005.Q" "FL754116005.Q" "FL754112005.Q" "FL753127005.Q" "FL753131005.Q" "FL753135005.Q" "FL752150000.Q" "FL753169600.Q" "FL753190005.Q" "FL753192003.Q" "FL753194503.Q" "FL753193005.Q" "FL754004005.Q"
"199201" 446000 791 308621 4239 18662 11720 0 20758 184303 54208 14720 11 19458 117130 453953 106120 56500 49620 8037 10433 106197 36586 23137 163443 25488 47688 90267 313348
"199202" 481731 490 325991 4463 23598 13532 0 20697 191796 54391 17503 11 19700 135550 489843 117698 74016 43682 8109 11158 102000 51806 22045 177027 25985 51548 99494 328177
"199203" 496292 1227 335153 3166 25342 13759 0 22258 192770 53517 24329 12 18114 141798 504566 121694 89463 32231 8399 10453 107675 37050 20142 199153 26162 51706 121285 328926
"199204" 510906 652 347352 3287 29591 14084 0 22358 195725 51605 30699 3 19125 143777 519341 134299 103500 30799 8320 11224 108207 39000 21155 197136 21238 51104 124794 335775
"199301" 511266 1174 332708 2074 31813 17036 0 23120 184731 50235 23696 3 17646 159738 519859 133734 103289 30445 8340 11296 112251 33147 19304 201787 21341 41999 138447 326655
"199302" 521313 854 340637 2045 31673 17988 0 22739 186628 48999 30408 157 17008 162814 530065 141460 111753 29707 8534 11974 111516 36065 18173 202343 22569 38059 141715 327080
"199303" 528028 1482 334614 1537 31927 19021 0 23647 182514 47801 28149 18 15813 176119 536941 151336 130309 21027 9192 9886 103745 30581 16490 215711 22589 44070 149052 322260
"199304" 544600 981 350154 2405 36113 21481 0 23789 182016 45060 39287 3 15115 178350 553675 151151 132701 18450 8347 10406 107403 34683 16027 225658 24035 44541 157082 325979
"199401" 547879 614 350855 1772 39220 25089 0 23786 184688 43536 32762 2 13681 182729 557111 171325 149171 22154 8805 10159 99008 32828 14372 220614 24462 43630 152522 331772
"199402" 560936 760 349398 1915 39562 24794 0 26009 182476 42514 32126 2 13542 197236 570328 164251 149626 14625 8605 10644 96686 37012 14163 238967 24658 46560 167749 330812
"199403" 568022 645 350868 1830 37341 23970 0 27993 189032 41424 29276 2 13942 202567 577575 162391 150888 11503 8701 9158 111623 32660 14652 238390 25539 41396 171455 335532
"199404" 593082 952 362269 2170 32656 23030 0 28863 197163 40261 38124 2 12987 216874 602796 162335 158461 3874 8768 9273 109985 41376 13439 257620 26261 44072 187287 337130
"199501" 625248 419 392132 1190 53242 31240 0 30366 206162 38826 31102 4 12531 220166 635120 172061 152967 19094 8135 8689 112222 35530 13041 285442 27851 50226 207365 373557
"199502" 644363 760 417041 1817 59959 36110 0 31319 216463 37658 33707 8 12640 213922 654395 176812 153950 22862 7933 9150 113853 43845 12876 289926 28083 52251 209592 395966
"199503" 654016 473 424420 1519 58937 36165 0 33706 222778 36829 34484 2 11167 217956 664209 173133 156650 16483 8138 8860 129033 38787 11643 294615 30943 51329 212343 401101
"199504" 670938 848 436928 1745 62276 37288 0 33477 232598 35123 34414 7 10056 223106 681292 181047 173596 7451 8659 8541 121017 43158 10356 308514 32662 50734 225118 412563
"199601" 678885 454 446157 1975 67778 39111 0 32619 237676 33204 33787 7 9787 222487 689399 190169 167565 22604 8564 8250 125439 41506 10033 305438 32726 52693 220019 422150
"199602" 687125 586 461119 1484 72038 40505 0 32826 249359 32310 32590 7 8612 216808 697798 179839 162352 17487 8727 7653 130164 53409 8780 309226 30752 52851 225623 437134
"199603" 693135 649 473838 1399 71857 43387 0 34908 261783 32228 28271 5 8611 210037 703969 178971 159134 19837 7988 7613 151776 46907 8898 301816 31394 59431 210991 454173
"199604" 720860 1119 506965 2259 80714 49722 0 36628 264847 32223 40569 3 9443 203333 731856 178554 162083 16471 7998 8676 176597 55141 9643 295247 30266 64468 200513 475836
"199701" 737827 653 531260 543 93987 54772 0 38808 271289 30765 41093 3 9314 196600 748980 165316 133988 31328 8001 19439 180660 58956 9738 306870 31648 79358 195864 499478
"199702" 768567 1019 544151 486 85764 57467 0 38645 281244 28277 52265 3 9891 213506 779880 144666 119129 25537 8857 16773 204624 65291 10347 329322 34970 74288 220064 501774
"199703" 774456 590 538105 428 90508 60320 0 39628 273449 27611 46161 0 9015 226746 785930 144684 127781 16903 8255 13104 218865 61014 9249 330759 36685 82895 211179 500959
"199704" 819140 2910 567189 382 95073 62196 0 41343 284049 26097 58049 0 6911 242130 830775 148188 144436 3752 8817 13078 221293 80694 7215 351490 38765 78803 233922 516051
"199801" 802288 876 572730 289 99679 67245 0 43530 278246 23957 59784 0 5243 223439 814081 116062 97996 18066 8303 12301 244468 89345 5511 338091 38740 87532 211819 518189
"199802" 806593 1693 590239 375 103805 70462 0 40548 284525 23026 67498 0 3861 210800 818546 122667 102831 19836 8842 14613 240830 103469 3996 324129 38940 79295 205894 526602
"199803" 854066 772 580739 247 86352 65883 0 42410 289173 22840 73834 0 3390 269165 866180 100577 84043 16534 8323 9692 255995 112609 3541 375443 43539 89468 242436 510295
"199804" 816478 998 568704 283 84795 67436 0 46919 282385 20396 66490 0 2244 244532 828753 93189 92743 446 8584 9358 257580 100381 2406 357255 46133 90559 220563 504458
"199901" 789472 543 546110 245 85984 70019 0 41737 270627 18362 59136 0 1995 240824 801905 82912 73070 9842 8882 7884 255734 97871 2132 346490 45841 89790 210859 488969
"199902" 772377 1208 522199 251 83161 64669 0 41147 257634 17147 58190 0 1570 247400 784969 70862 62435 8427 7865 6892 250679 101381 2100 345190 60372 88473 196345 465579
"199903" 760149 493 532500 417 92495 69718 0 38907 257322 16871 56770 0 1398 225758 772903 76242 61702 14540 8148 7294 258480 85828 1821 335090 60815 102479 171796 477128
"199904" 763455 1436 543020 636 94503 72350 0 42356 260000 15940 57235 0 1630 217369 776370 48199 41524 6675 9138 7524 314773 82526 2003 312207 61972 93031 157204 487415
"200001" 724226 457 548153 767 89739 71690 0 43220 259246 16652 66839 0 1644 173972 737300 -14249 -22792 8543 8250 7200 323242 83204 1959 327694 62962 114567 150165 482958
"200002" 743159 617 557274 785 84355 70440 0 43044 261423 17204 80023 0 1730 183538 756393 12993 3636 9357 9321 7451 308192 104920 2029 311487 63215 114542 133730 478981
"200003" 782295 432 575881 695 91203 70789 0 43678 261057 17004 91455 0 1627 204355 795690 240 -4346 4586 8039 6464 320176 120947 1940 337884 64604 119921 153359 486053
"200004" 804818 477 610179 569 94029 72703 0 50686 274583 17128 100481 0 1606 192556 818374 7383 -15534 22917 8740 7159 318221 134843 1962 340066 64236 138669 137161 511304
"200101" 777738 556 624431 588 97915 75316 0 47759 276428 17111 109314 0 1476 151275 791452 -17160 -34061 16901 8235 7572 337541 140555 1819 312890 63950 134244 114696 516593
"200102" 769220 460 588966 0 102192 56905 0 65330 258928 16739 88872 0 1222 178572 783094 -16595 -57185 40590 8072 13412 335277 116578 1353 324997 67988 126241 130768 501316
"200103" 768738 628 582863 0 108594 56271 0 67395 258265 17889 74449 0 910 184337 782773 -1805 -34211 32406 8503 9033 327144 107209 1030 331659 68312 109261 154086 509324
"200104" 810659 627 603000 0 103830 50682 0 81292 256059 17867 93270 0 1010 206022 824855 -9293 -50875 41582 9095 11638 371525 123856 1089 316945 67207 108718 141020 510740
"200201" 789207 563 584513 0 94055 51681 0 76807 265860 18252 77858 0 996 203135 803561 -13318 -58728 45410 8094 8464 417743 96144 966 285468 68268 102208 114992 507651
"200202" 811839 980 601443 0 105714 55258 0 76983 255205 18593 89690 0 850 208566 826352 -54498 -97933 43435 7456 9735 419073 121385 939 322262 68928 123404 129930 512603
"200203" 824001 942 610625 0 114976 61487 0 79899 244858 19016 90389 0 983 211451 838676 -29150 -69508 40358 7543 8276 385437 139336 1066 326168 69141 116654 140373 521219
"200204" 822958 1232 615027 0 116699 61559 0 81589 237468 18989 98723 0 624 206075 837794 -52233 -83128 30895 8444 9387 346395 163373 655 361773 73305 127291 161177 516928
"200301" 809171 1126 631750 0 44507 60338 0 163276 235965 19000 108664 0 531 175764 824165 -56164 -88326 32162 7951 8907 357264 191089 538 314580 77126 127473 109981 523617
"200302" 787265 1145 616744 0 44497 63426 0 166494 226891 19543 95893 0 440 168936 802418 -65732 -89389 23657 9599 9086 345797 197052 458 306158 77000 126110 103048 521291
"200303" 763771 2424 592119 0 39872 55002 0 161443 210399 24189 101214 0 484 168744 779086 -64472 -91384 26912 9086 9790 344867 167160 470 312185 76854 122928 112403 491389
"200304" 776961 854 599212 0 33412 53263 0 159777 225749 17502 109509 0 614 176281 792437 -68905 -95348 26443 9541 10180 354930 157700 592 328399 85195 134697 108507 490317
"200401" 789610 1114 628694 0 36540 50463 0 169672 222889 17782 131348 0 527 159275 805245 -110651 -149024 38373 9027 11184 394858 165623 550 334654 85516 158950 90188 497873
"200402" 766382 866 622022 0 33488 53519 0 161120 224904 15063 133928 0 552 142942 782177 -131364 -182439 51075 8569 10430 416802 187091 576 290073 86702 136478 66893 488646
"200403" 717263 1052 623506 0 34385 50170 0 166032 218000 15606 139313 0 629 92076 733219 -151899 -185334 33435 8755 9317 422468 187168 651 256759 98728 151060 6971 484822
"200404" 664148 713 606285 0 27725 51839 0 182210 233968 16866 93677 0 710 56440 680265 -135749 -167913 32164 8722 9496 430322 157508 736 209230 122674 167746 -81190 513318
"200501" 748741 691 685132 0 32173 50923 0 218526 250975 17811 114724 0 619 62299 765016 -108010 -165407 57397 11295 10822 447129 146440 641 256699 128107 169130 -40538 571027
"200502" 803987 1141 727334 0 27352 57916 0 233342 262791 18466 127467 0 745 74767 820422 -112932 -138637 25705 8318 10213 462933 160778 759 290353 130229 184756 -24632 600612
"200503" 860253 890 773525 0 27529 51132 0 263545 273386 21624 136309 0 768 85070 876849 -133436 -176353 42917 8833 10008 495217 169635 780 325812 131083 189781 4948 637984
"200504" 818064 895 792141 0 27843 50944 0 262765 294685 20848 135056 0 761 24267 834821 -141703 -176695 34992 9264 10041 501704 190928 770 263817 130184 188781 -55148 657846
"200601" 845464 926 830998 0 24043 44290 0 273000 312564 21519 155582 0 738 12802 862379 -141559 -182068 40509 8939 11724 552406 179944 756 250169 136580 212905 -99316 676154
"200602" 872930 906 875699 0 26992 51678 0 283228 325484 23165 165152 0 701 -4376 890004 -171172 -198748 27576 9291 11066 566256 192984 717 280862 137864 214981 -71983 711248
"200603" 845772 668 907361 0 29877 51905 0 284178 346317 23306 171778 0 664 -62921 863008 -187546 -231972 44426 8259 17152 615865 217331 700 191247 142367 211805 -162925 736247
"200604" 828188 604 946767 0 26795 55099 0 292526 361792 24925 185630 0 446 -119629 844582 -213028 -255254 42226 9260 18595 634518 239915 491 154831 135391 197338 -177898 761583
"200701" 839346 739 1003454 0 31250 54393 0 315147 377076 27669 197919 0 320 -165167 860220 -287703 -352035 64332 10452 20540 727006 245974 336 143615 139260 231086 -226731 805855
"200702" 910844 996 1036129 0 23261 56526 0 348501 396631 29990 181220 0 392 -126673 929578 -304012 -344884 40872 12802 23042 761262 240472 411 195601 143022 240738 -188159 855301
"200703" 1042187 787 1099411 0 30131 58065 0 352571 438516 35219 184909 0 277 -58288 1061945 -341800 -352973 11173 9787 25118 852182 235923 290 280445 155544 225287 -100386 914779
"200704" 1047987 978 1151397 0 30403 57135 0 369498 466764 38993 188604 0 493 -104881 1067497 -404108 -424617 20509 11829 25499 907902 226279 511 299585 107242 241003 -48660 963286
"200801" 1146566 1115 1140239 0 37893 54358 0 384441 484940 39853 138753 1 348 4864 1159523 -447830 -496050 48220 14888 31595 954203 214737 369 391561 117121 240432 34008 1001833
"200802" 1149684 690 1100549 0 35019 53932 0 360390 486927 41047 123233 1 311 48134 1160389 -504489 -541968 37479 14109 29416 983596 196858 332 440567 122606 237281 80680 977626
"200803" 1220575 34090 1085756 0 30815 44714 0 356623 506345 41721 105538 0 0 100729 1236597 -429666 -431577 1911 12341 22066 937230 179943 0 514683 124222 192610 197851 980218
"200804" 1624785 238954 1125998 0 35496 50497 0 401603 531910 44163 62329 0 0 259833 1639580 -163658 -179901 16243 13538 25575 784693 129986 0 849446 92565 276634 480247 1063669
"200901" 1505386 213623 1070648 0 44742 45573 0 352323 506314 44235 77461 0 0 221115 1520252 -233349 -250745 17396 13786 26193 761505 134316 0 817801 91210 269335 457256 993187
"200902" 1300221 145466 963424 0 33190 38705 0 304278 470885 43106 73260 0 0 191331 1316284 -404300 -439262 34962 14976 24124 829197 172386 0 679901 92074 224457 363370 890164
"200903" 1308511 229403 919449 0 56446 35187 0 289772 432564 40510 64970 0 0 159659 1325397 -359381 -386929 27548 14829 26976 893930 178533 0 570510 95984 199120 275406 854479
"200904" 1267810 284089 844248 0 61423 32051 0 244865 406523 37808 61578 0 0 139473 1283985 -322393 -356098 33705 16126 29928 958619 170255 0 431450 111913 200911 118626 782670
"201001" 1307371 331433 845176 0 63053 31435 0 236588 403890 37876 72334 0 0 130762 1323176 -257493 -305515 48022 16371 30239 904742 195258 0 434059 115526 186867 131666 772842
"201002" 1368676 299051 843592 0 58712 30384 0 252400 387256 36209 78631 0 0 226033 1384236 -250951 -307244 56293 16429 31569 836571 216056 0 534562 118601 150402 265559 764961
"201003" 1493919 315035 987184 0 73408 30192 0 362532 386556 35311 99185 0 0 191700 1511329 -306228 -359349 53121 18537 50751 886468 231673 0 630128 120894 177067 332167 887999
