"DATES" "FL174090005.Q" "FL153091003.Q" "FL173020005.Q" "FL173030005.Q" "FL173034005.Q" "FL174023005.Q" "FL163069103.Q" "FL313161400.Q" "FL173061105.Q" "FL153061705.Q" "FL173062005.Q" "FL153063005.Q" "FL153064105.Q" "FL153064205.Q" "FL543140003.Q" "FL543150005.Q" "FL573150005.Q" "FL363154005.Q" "FL173099005.Q" "FL174190005.Q" "FL173165105.Q" "FL173165005.Q" "FL153166000.Q" "FL153169405.Q" "FL153167005.Q" "FL173199005.Q"
"199003" 11435892 12949 516702 2536888 387616 3726885 77207 123909 358289 108422 643630 187632 1737290 490507 362304 552419 1596903 1055646 687579 5133738 2555449 904474 812302 61624 36722 763167
"199004" 11956175 13427 517052 2540620 396075 4085715 93658 126213 390282 117318 647709 237642 1961368 511525 368144 569775 1658457 1105708 701202 5191553 2595740 905784 824391 62538 38809 764291
"199101" 12581587 13959 535802 2560124 447431 4414857 75825 129706 392212 98701 651357 253842 2232734 580480 376281 593001 1783108 1155011 702014 5201670 2631682 914161 802207 65783 36867 750970
"199102" 12607765 13957 535278 2529042 420709 4437428 57457 133178 401231 104443 673978 266326 2206652 594163 384117 605784 1800090 1173933 707428 5269898 2691226 916786 801306 66360 37562 756658
"199103" 12920183 14409 539040 2496349 411729 4635736 61527 135368 404924 106302 689596 251694 2345580 640745 388952 619070 1875632 1219363 719903 5300442 2713912 899703 802500 67641 45059 771627
"199104" 13555779 14565 571193 2464600 415114 5098691 58500 138122 409602 115486 701809 270941 2759193 645038 393787 621189 1959655 1274538 742447 5374568 2766273 899248 815581 67327 55066 771073
"199201" 13526373 14566 584987 2457304 435044 5067340 40842 142020 428379 110202 707243 272137 2695898 670619 401250 632897 1927328 1273774 731883 5391357 2806225 897786 793353 67866 51227 774900
"199202" 13559872 14953 598721 2423050 418934 5062388 44466 145359 432389 96135 702540 277295 2639308 724897 405250 652436 1955146 1298375 730619 5434806 2838060 890413 792332 68934 56332 788735
"199203" 13808799 15504 629343 2391853 392115 5204924 44152 150327 446476 104137 702734 264706 2743378 749014 414750 670045 1992961 1345188 752116 5495673 2891786 886378 801933 70378 55840 789358
"199204" 14441958 15600 687958 2363892 375267 5656307 52676 157267 483057 114358 672194 283158 3094169 799428 421481 693365 2062805 1409479 755804 5570113 2935309 878781 824769 72980 53474 804799
"199301" 14746912 15445 666298 2328314 385096 5824359 55508 163628 500808 110278 671146 284450 3170379 868162 429999 715826 2172007 1436322 773246 5570094 2946203 878291 807262 73787 59775 804775
"199302" 14883722 15352 688383 2302583 375499 5878477 58666 166536 499375 75952 674850 285381 3177242 940475 438953 740380 2200635 1465155 778305 5639505 3000476 874693 818662 74758 59048 811868
"199303" 15199740 14697 712117 2286404 365815 6030650 60315 169089 473682 57936 663392 281174 3302446 1022616 448223 763366 2262381 1517183 798904 5726902 3052558 866896 842668 76600 67376 820805
"199304" 15601535 15757 739764 2254479 374343 6308087 65040 171925 514907 58275 642318 320614 3436996 1098012 457191 775115 2308312 1561687 806801 5824006 3094668 863903 886169 78609 76123 824534
"199401" 15502223 15716 713478 2261568 377979 6228163 65532 175000 537924 98772 634931 324956 3269034 1122014 463500 787578 2282755 1546029 825457 5858698 3126146 857870 883876 80150 77033 833623
"199402" 15560347 16847 714312 2231247 365516 6239410 66953 177135 577130 118988 623658 337066 3199440 1139040 469000 785322 2337240 1564216 837237 5954314 3173330 854437 918580 82625 76103 849240
"199403" 15897750 17357 709239 2239959 354632 6392666 69017 178623 618959 137895 614630 335247 3258306 1179990 486000 795600 2446378 1611286 844633 6056659 3223371 849825 959953 84528 72568 866414
"199404" 16127573 18847 722189 2231395 388225 6492459 69716 179923 709381 187587 595739 359350 3294200 1096563 491458 796640 2473306 1657214 855840 6190260 3270633 843305 1021168 86379 75051 893724
"199501" 16685520 20324 705835 2275273 412741 6754200 70219 181366 717242 159889 591275 371974 3543551 1118684 504400 821383 2596849 1714441 880074 6235697 3298945 844579 1024546 87931 69850 909847
"199502" 17288384 22461 712048 2310664 442264 7025750 70724 182559 706756 153714 562281 384518 3794049 1171150 518500 850846 2719421 1790139 896290 6341910 3348716 846056 1063126 89625 68742 925645
"199503" 17994799 22103 680672 2350863 461551 7452292 71227 183527 705129 184409 557059 431084 4088196 1231661 527025 874241 2847092 1869891 909070 6472857 3405118 848514 1109599 91958 77352 940317
"199504" 18623781 23356 683320 2371148 489470 7829045 71731 184994 666645 216440 535566 466523 4434150 1252996 536279 890646 2939418 1924990 936109 6585675 3438212 849369 1168160 96871 78593 954470
"199601" 19211878 26021 670256 2445485 534533 8116286 72476 185839 671298 212140 525229 481529 4617247 1350528 540800 901701 3033236 1979517 964043 6679774 3487548 856886 1162207 98725 89110 985298
"199602" 19687355 27693 660094 2457101 516411 8448368 73776 186496 668400 267157 525531 519145 4766016 1441847 548300 911067 3101906 2039060 977355 6813933 3546457 861504 1196579 99928 89851 1019614
"199603" 19993838 31693 645890 2493964 527342 8542365 74799 186784 691983 304123 502714 518659 4782959 1480344 563400 924215 3176808 2084084 1004077 6944459 3610355 865858 1229847 102883 86937 1048579
"199604" 20381046 35469 635342 2515662 547152 8609946 75821 187007 730416 332767 495586 514632 4712249 1561468 580120 974046 3268476 2174671 1040162 7084501 3660131 877904 1273878 101411 94411 1076766
"199701" 20517074 34112 608503 2557920 582803 8620240 76144 186503 752141 320821 476074 482643 4721776 1604138 592800 1004676 3255460 2189430 1071130 7166859 3705980 878277 1254175 102888 101354 1124185
"199702" 22125493 34459 614788 2585719 569643 9636514 76467 186338 692512 334056 486976 493442 5580189 1786534 607850 1054480 3563786 2343153 1115101 7315949 3759864 886677 1278038 104612 110390 1176368
"199703" 23255254 36014 583941 2645990 598522 10277183 76792 186167 666068 337219 487220 512017 6067867 1943833 623850 1095115 3784602 2465715 1144322 7488362 3852151 903588 1305805 105359 127447 1194012
"199704" 23571553 37179 611259 2662998 625238 10417555 77115 186496 643586 389740 500817 526900 6144148 1948753 632700 1116330 3759877 2516779 1191638 7628511 3893973 909821 1344165 104623 131172 1244756
"199801" 25236189 36817 568248 2699390 686003 11446347 77877 186179 652283 354576 501778 551749 6944659 2177246 644834 1185202 4067274 2652540 1249534 7758913 3960964 935069 1324043 104820 140059 1293959
"199802" 25673467 37785 587445 2704838 667853 11760816 78639 185967 634751 388724 520576 603696 7084547 2263916 657504 1223418 4034310 2696442 1303056 7982789 4052383 962208 1367744 105769 151513 1343172
"199803" 24233727 39500 577650 2726975 713910 10665291 79401 185888 614567 437973 507876 593324 6167920 2078342 660423 1197652 3702153 2568927 1381247 8172518 4142551 991173 1400718 106270 149053 1382753
"199804" 26860376 37725 633324 2799423 739182 12247910 80163 186627 584411 441686 501537 590516 7511125 2351845 684707 1288399 4198089 2812459 1419158 8393045 4249051 1015361 1441272 104725 152761 1429875
"199901" 27380857 39368 619774 2804489 795279 12533264 81337 186532 552937 449591 508466 656212 7682424 2415765 702201 1321284 4261751 2862092 1441355 8547695 4338081 1041217 1442398 100558 160646 1464796
"199902" 28644466 40486 589502 2816268 759950 13448545 82511 186482 517660 482971 526195 653217 8410058 2589450 715415 1373487 4432283 2987652 1480878 8778850 4446451 1060087 1471581 99856 183825 1517051
"199903" 27986845 41170 574313 2891337 774290 12927358 83685 186220 498160 514989 521701 647322 7971449 2503832 721725 1349430 4247021 2922794 1537408 9024025 4578319 1087084 1511895 100181 185837 1560708
"199904" 31272633 40659 592581 2954510 856805 15172195 84859 186449 660889 541791 530778 502640 9769854 2894935 748903 1478439 4651464 3169190 1607887 9283663 4670862 1116451 1553622 99960 227926 1614841
"200001" 32341267 45150 564178 3039640 937425 15672359 90471 185263 600141 536743 529815 476846 10170665 3082416 765726 1532659 4852777 3235878 1695475 9491401 4741311 1141842 1553765 99642 286471 1668370
"200002" 31498417 45841 543013 3121314 904031 14873049 91082 184634 490150 564203 551369 518484 9493427 2979700 770615 1532740 4751012 3221538 1735264 9742288 4864041 1171829 1601771 100545 270234 1733869
"200003" 31603460 44509 507400 3191293 937351 14730980 91693 184339 429111 588946 544528 535768 9375631 2980965 782748 1568741 4770800 3278345 1791293 9997198 4988385 1198209 1667073 101999 273873 1767659
"200004" 29958874 48271 518577 3280467 1009190 13246895 97305 184753 434480 594014 533670 551171 8147325 2704178 782702 1526331 4508058 3173319 1865064 10223659 5092459 1225691 1741267 102797 235134 1826311
"200101" 28271543 50790 549723 3416937 1097718 11837478 96160 184753 389829 462069 553432 716962 6979964 2454308 786487 1499469 4109532 3028175 1895234 10327882 5188817 1250127 1749724 103783 195785 1839645
"200102" 29384357 48459 541409 3468304 1064427 12530511 88365 185455 307457 481264 585228 759372 7459004 2664366 803147 1558118 4274123 3153773 1942086 10587753 5359549 1275749 1784249 103926 195977 1868303
"200103" 27221368 48388 542745 3548270 1118321 10749312 86237 186403 307335 513442 575200 707697 6019246 2353752 806827 1522098 3844144 2970762 2070501 10890648 5521870 1296521 1814351 105269 258064 1894573
"200104" 28812148 48676 591817 3561375 1172207 11730992 88154 190329 286548 407301 584275 730318 6829434 2614633 842223 1558530 4095861 3147729 2062738 11077376 5642323 1329592 1891827 104985 196359 1912290
"200201" 29211191 47771 561667 3734068 1140677 11844152 84417 191902 266188 398360 611640 784334 6872227 2635084 856445 1569497 4212449 3187919 2056546 11259499 5789714 1355054 1883516 105239 191989 1933987
"200202" 27594590 48219 551913 3744977 1080956 10723039 80618 192710 202371 352188 656348 851175 5937506 2450122 862440 1564381 3906917 3051971 2059777 11506611 5977338 1382630 1917644 105172 170555 1953271
"200203" 25579614 49781 548099 3861240 1089055 9172030 80157 193252 183591 292171 651033 829872 4811042 2130912 864194 1554868 3553844 2798286 2088217 11760983 6184730 1415852 1951608 105631 149624 1953538
"200204" 26709583 49937 602125 3886247 1133030 9792705 82218 194872 111674 247630 681731 1093594 5161157 2219830 881561 1604920 3717343 2906676 2135038 12078436 6396317 1434783 1997008 105961 148201 1996166
"200301" 26465272 51395 571888 4075063 1136943 9358025 81246 196870 141234 183286 683510 1044987 4799621 2227272 896898 1631908 3710077 2855138 2177937 12285540 6568450 1453554 1989123 105464 159526 2009424
"200302" 28466038 53223 589024 4139805 1085505 10510002 79421 199120 218903 121259 710984 1031459 5620488 2528367 919860 1710275 4125100 3051946 2281299 12692549 6810200 1486418 2021930 105723 248456 2019822
"200303" 29151315 50563 555030 4198998 1000252 10994499 77481 201501 191029 297763 697791 934486 5933509 2660939 933108 1747226 4214360 3162900 2294379 12974006 7037752 1522898 2059675 105185 227610 2020886
"200304" 31289958 52095 592475 4251694 1023788 12344306 77314 203801 249088 383916 706418 1025270 6787539 2910960 972672 1803200 4561326 3394893 2293509 13214173 7221091 1543318 2102932 105221 182500 2059110
"200401" 31967237 54254 588311 4421373 1018336 12540527 79498 204405 237549 240690 709216 1037218 6916695 3115256 982000 1870446 4637550 3447397 2407043 13497498 7421505 1566178 2096472 105154 200782 2107407
"200402" 32358651 54641 586210 4542786 987534 12636644 77999 204570 252712 303329 727220 1040994 6890852 3138968 991000 1910530 4667523 3476546 2505237 13907974 7713452 1609405 2114539 105602 216509 2148467
"200403" 32341579 55440 583427 4623694 927969 12523272 78358 204140 214912 372245 731146 1036727 6715441 3170303 997200 1950559 4621582 3475090 2583346 14271501 7975706 1651704 2164875 106398 209852 2162966
"200404" 34650604 57487 645501 4727421 970602 13825264 83702 204395 338391 399753 746703 1140661 7483920 3427739 1018786 2027879 4963011 3686146 2728507 14740221 8244731 1702129 2220119 106791 264019 2202432
"200501" 34750487 62997 643557 4876255 936090 13791409 86133 204188 309863 359215 764057 1162265 7464790 3440898 1017848 2048915 4927627 3633089 2812700 15082700 8473011 1744005 2204974 106401 266078 2288231
"200502" 35475348 59807 631256 4989201 930399 14073352 89692 204167 259103 424134 796879 1190776 7644124 3464477 1025210 2096533 5059222 3695842 2914526 15545913 8773478 1766596 2232389 107110 263518 2402823
"200503" 36564930 62582 568526 5168266 950417 14567335 93413 203585 269129 430818 805218 1138282 8011837 3615053 1035629 2147199 5267866 3782249 3014861 16014594 9078785 1797588 2278385 106808 258013 2495015
"200504" 37573238 59936 595292 5237970 1018231 14998205 98406 205103 315358 493367 825382 1298474 8092976 3669139 1039897 2197371 5427756 3877640 3120940 16444654 9351278 1822728 2320555 107555 232447 2610092
"200601" 39494027 63043 605729 5427355 1022458 16154804 101857 205917 431976 430500 827653 1370357 8853615 3932929 1059568 2252759 5653893 4000280 3254138 16902452 9671496 1877737 2292280 108250 249478 2703211
"200602" 39457991 67494 619315 5513795 1058805 15889819 105854 205169 396703 367207 870177 1453979 8597532 3893197 1066786 2249171 5582173 4002035 3408598 17403827 9997760 1934137 2314858 109790 243845 2803437
"200603" 40460036 66478 613085 5647513 1081726 16243299 111879 203599 352223 404310 870983 1435730 8896885 3967691 1090002 2282581 5778639 4135651 3521062 17867061 10251259 1993763 2364788 111130 254532 2891588
"200604" 42411950 65169 626745 5744784 1186611 17233085 117451 202376 248057 403563 877811 1552038 9643686 4188104 1119526 2332445 6120492 4341848 3641245 18294748 10416203 2060014 2415971 110882 292099 2999578
"200701" 43649855 69486 643895 5957775 1178205 17923984 120202 200278 252972 453301 893347 1654914 10008867 4340104 1128566 2361805 6227563 4376923 3781653 18612531 10629383 2127117 2396722 111518 278962 3068829
"200702" 45010621 74943 612895 6005523 1232422 18491770 126564 198591 207708 517918 918501 1565424 10349106 4607958 1146392 2429824 6533181 4524025 3959646 19073636 10843955 2201285 2430204 112698 334032 3151462
"200703" 45787446 78776 551479 6136031 1313450 18842205 111438 197070 272564 635005 905639 1734959 10281666 4703865 1154814 2466539 6601454 4558872 4083826 19434185 11001665 2280395 2501408 114250 296520 3239947
"200704" 45488208 80591 611330 6247854 1421010 18225729 107286 196395 123330 670087 901261 2005377 9625641 4596353 1156130 2450796 6444810 4540530 4309428 19809295 11124605 2360868 2555304 114486 325534 3328497
"200801" 44111450 74051 614262 6422070 1534044 17152015 94552 195325 193723 625149 876992 1945995 8873109 4347170 1141919 2386316 5993348 4289993 4503432 20046579 11197706 2400460 2533509 115677 365327 3433901
"200802" 43713372 67462 614256 6330720 1471034 16908516 62383 194903 249472 638898 884381 1911347 8543834 4423298 1150546 2386952 5945119 4269267 4569500 20070348 11181392 2445289 2555964 116773 291465 3479465
"200803" 41865084 60066 598100 6497289 1524840 15537420 20790 194153 281306 809327 881450 1866712 7510966 3972716 1152003 2326222 5445721 4081748 4641675 20304407 11132480 2484525 2588551 117870 402323 3578657
"200804" 37968788 56464 817357 6440893 1660962 12986531 5958 193975 112555 718799 908119 1945116 5776086 3325922 1133445 2184599 4588025 3682247 4418265 20044818 11038833 2512184 2594109 120385 164838 3614468
"200901" 36779193 52796 794794 6462382 1633301 12465801 5558 193876 342711 506508 938774 2349182 5004159 3125033 1136626 2153647 4283071 3495573 4301202 19883041 11035805 2514844 2517938 120772 134275 3559406
"200902" 38538352 49187 812348 6387347 1560268 13639621 15058 193492 336250 208147 970101 2309675 6049676 3557222 1157649 2216692 4766518 3719709 4229013 19765282 10987035 2508501 2487876 121279 147666 3512925
"200903" 40805840 47624 762588 6378722 1432773 15235251 24858 192352 476728 208599 987990 2231964 7145020 3967740 1180391 2302276 5306561 3985958 4173696 19651380 10902953 2495264 2496673 120421 173767 3462302
"200904" 41489731 46170 769463 6502743 1385364 15502288 34608 191199 630828 94092 1023430 2051963 7301040 4175127 1194540 2322978 5507389 4143744 4115052 19517353 10840679 2450976 2478855 121087 202985 3422772
"201001" 42446208 46705 650818 6637631 1268964 16211000 44552 190194 773557 19932 1061035 2044085 7726241 4351404 1216240 2372617 5745041 4234180 4063012 19343336 10729517 2432145 2406877 121710 196375 3456712
"201002" 40561231 50958 614049 6634227 1208604 15162027 54180 189565 945817 22022 1069413 1952522 6883802 4044706 1217811 2303686 5352389 3999296 4018184 19227995 10668874 2402566 2386491 122420 216997 3430647
"201003" 42467126 58779 595888 6680026 1193895 16375128 63974 188698 948261 36579 1063555 1828509 7822956 4422597 1252196 2410561 5697932 4201177 4001544 19164791 10597167 2374784 2408848 123651 234613 3425727
