"DATES" "FL154090005.Q" "FL154000025.Q" "FL153091003.Q" "FL153020005.Q" "FL153030005.Q" "FL153034005.Q" "FL154004005.Q" "FL163069103.Q" "FL153061505.Q" "FL313161400.Q" "FL153061105.Q" "FL153061705.Q" "FL153062005.Q" "FL153063005.Q" "FL153069803.Q" "FL153065005.Q" "FL153064105.Q" "FL153064205.Q" "FL153067005.Q" "FL153040005.Q" "FL153050005.Q" "FL152090205.Q" "FL153090005.Q" "FL154190005.Q" "FL154104005.Q" "FL153165105.Q" "FL153166000.Q" "FL163162005.Q" "FL153168005.Q" "FL153169005.Q" "FL163165505.Q" "FL153167005.Q" "FL163170003.Q" "FL543077003.Q"
"198003" 6276231 1488623 0 222763 1195857 70003 501617 49723 160847 73043 87804 16815 128669 58756 0 86807 909931 49129 14808 217872 933258 2083297 77696 1403648 1357686 901344 350336 15820 24423 50820 14943 19972 13403 12587
"198004" 6561249 1534193 0 227203 1242624 64366 521019 52267 173872 72528 101344 18601 130055 59009 0 87215 1010388 52060 16236 220559 969655 2157711 79428 1447481 1395999 926486 358044 16700 27837 52095 14836 24737 13806 12939
"198101" 6680509 1575119 0 231672 1244925 98522 524031 55275 165674 70355 95319 14219 143008 56516 0 89339 1014877 52359 15884 222852 988771 2205158 81458 1457883 1408749 940550 353902 17634 26982 54254 15427 21807 13969 13358
"198102" 6759471 1610927 0 238019 1264344 108564 525243 47140 160231 69223 91008 14202 151242 56842 0 95586 992885 53153 14709 225503 1007881 2245624 83546 1495521 1445222 964104 361610 18563 29160 56391 15394 22179 14261 13859
"198103" 6715088 1671738 0 247319 1287021 137398 539659 40112 170671 68299 102372 13479 160075 55714 0 99608 836797 48742 13300 227711 1017402 2274203 85536 1527097 1477254 981819 371928 19660 29219 58834 15795 21068 14430 14345
"198104" 6952662 1736870 0 270997 1311263 154610 546591 42000 168756 68190 100566 14225 160273 59970 0 101367 905159 52640 14729 230141 1063520 2315580 87432 1559705 1507184 998221 377882 21100 33480 60964 15537 23023 14776 14722
"198201" 6933033 1762226 0 265086 1332255 164885 571012 46011 173112 67495 105617 13754 172579 59709 0 105847 775114 49981 14632 232060 1092816 2346276 88916 1562017 1512839 1007880 373537 22860 29731 62458 16373 19250 14927 15001
"198202" 7017763 1793825 0 263846 1354598 175381 596058 52849 177719 67442 110277 13602 189638 53537 0 108713 745220 50031 15378 234096 1133894 2358993 90268 1586373 1536994 1019231 380887 24914 31083 64332 16546 19099 15086 15194
"198203" 7242896 1845149 0 274298 1369487 201364 615257 45611 195440 67589 127851 13570 199590 56546 0 104500 796029 55666 17579 235743 1231916 2353701 91856 1597910 1546456 1017708 386815 27186 31708 66035 17004 20798 15307 15349
"198204" 7538371 1893560 2427 286706 1417715 186712 612208 48718 185125 68346 116779 13425 201055 53025 0 110860 966342 65110 17838 237958 1289101 2360157 96097 1633350 1576437 1031147 396718 29600 35081 66825 17066 25791 15607 15515
"198301" 7828308 1948669 2536 290920 1490884 164329 624467 47958 192879 68821 124058 12563 212507 48864 0 109696 1058391 76160 21354 239874 1369991 2390164 99238 1628410 1569816 1026230 391910 32309 32225 67443 19699 26743 16186 15665
"198302" 8129671 1976363 2490 297896 1525323 150654 650821 42190 209601 69697 139904 12367 230733 44600 0 111330 1179666 92057 22345 242244 1475057 2388072 103046 1682030 1616742 1053724 403838 35463 34104 67875 21739 32758 16720 15810
"198303" 8240401 2033455 2601 297712 1582229 150913 688379 36474 227834 70565 157269 14074 245180 54235 0 110582 1146214 95017 21581 244290 1507791 2395966 107708 1739390 1672335 1087478 420612 38535 33418 68372 23919 33781 17324 15950
"198304" 8309105 2082523 6937 294081 1631561 149944 703808 43780 230677 71485 159192 14519 246654 57022 0 111156 1088573 98040 20557 246737 1535809 2420553 112505 1800320 1731996 1116227 444878 41000 35609 68776 25507 34177 18048 16099
"198401" 8291663 2141788 7190 279908 1691884 162806 706331 43994 247092 72249 174843 15898 254590 33983 0 110774 1022881 101128 18376 247998 1520601 2425123 107437 1824540 1758139 1143886 452010 43368 22227 68821 27827 31723 18729 15949
"198402" 8357203 2216074 7280 289162 1754131 165501 770181 52361 273395 72937 200458 17083 274778 40464 0 112100 957625 102156 18946 249521 1517385 2415224 110091 1886417 1818609 1177372 479799 45649 17177 69136 29476 32657 19551 15600
"198403" 8621510 2266947 7026 287417 1806074 166430 809200 55652 290670 73698 216972 19919 290218 38462 0 114279 1007386 113704 18395 250880 1628658 2413773 112567 1942891 1876931 1211109 501839 48212 14993 69703 31076 30415 20290 15255
"198404" 8817882 2366013 6902 308624 1857519 192968 808705 65640 277732 74515 203217 27693 290436 44659 0 102545 1008673 117502 21573 252787 1707455 2419804 115370 2011413 1943280 1242830 526584 51171 21996 69810 30889 31834 21191 15108
"198501" 9116855 2403128 7017 305258 1890642 200211 891749 58800 298516 75443 223073 26868 317683 66696 0 123186 1068300 134497 20994 254900 1806270 2419543 117474 2083256 2015759 1304441 536023 53635 19281 70670 31708 30614 21812 15071
"198502" 9339353 2448080 6812 312894 1922599 205775 911441 56106 282562 76697 205865 40239 330920 76487 0 125127 1133264 156371 25030 257747 1876115 2407021 124284 2161694 2086959 1342664 559592 56013 28231 68945 31515 36878 22677 15180
"198503" 9377902 2492049 7207 326491 1956235 202116 940601 58388 298559 78248 220311 35400 347651 79269 0 121334 1052253 174872 24919 260564 1873283 2424585 134776 2255546 2177553 1401415 585905 57850 25628 73816 32940 38968 23746 15279
"198504" 9951754 2517335 7791 323710 1989517 196317 967372 56471 282236 79777 202459 23404 395065 94710 0 115486 1229495 213770 35051 264336 2088568 2489135 146692 2368006 2277781 1449561 610574 81334 31026 72220 33066 50699 24317 15209
"198601" 10376255 2571261 7952 333698 2014490 215121 944035 46010 254918 81423 173495 18462 399332 110943 0 114370 1393399 269019 40976 268266 2206609 2531770 150920 2392129 2299276 1476207 606799 78698 29768 72950 34854 52848 25037 14968
"198602" 10633185 2630008 8126 367329 2029486 225067 959300 46360 235648 83821 151827 22620 412498 127477 0 114697 1455508 305378 39027 272862 2263942 2551373 155787 2460984 2367988 1525219 627891 78393 23678 73599 39208 52842 25606 14548
"198603" 10607766 2689399 8447 388696 2051351 240905 968127 59181 257829 87769 170060 22966 398687 117132 0 112332 1316843 338735 37033 277435 2233391 2584975 161828 2548657 2453026 1587390 649888 79199 19920 74234 42395 55521 25981 14129
"198604" 11069755 2762994 8753 439581 2079530 235130 1000956 56132 270915 93332 177583 23316 410850 127826 0 111917 1494043 378721 44015 282599 2326777 2612210 167440 2635212 2537309 1648339 666355 78372 30977 74987 38279 57429 26589 13885
"198701" 11684262 2759686 8687 408252 2097638 245109 1029884 51388 253412 94672 158740 24067 436079 147459 0 117479 1771119 447407 42661 289604 2543685 2625148 175068 2639560 2542728 1680759 644317 78339 26438 72456 40419 53567 29412 13853
"198702" 11892351 2789123 8525 422779 2117051 240768 1082676 50753 270274 96803 173471 21386 462468 160195 0 117600 1748697 477400 41590 295990 2630110 2644548 182217 2734429 2633315 1751936 660313 78188 27676 72659 42543 56889 30032 14193
"198703" 12237465 2832690 8400 431580 2148346 244364 1140010 45110 285732 98533 187199 25553 489320 176799 0 117496 1825297 487440 41350 303304 2755131 2663300 188943 2810734 2706700 1802170 679637 77948 33449 72320 41177 59395 30136 14503
"198704" 11726076 2909757 9759 443169 2200868 255961 1176378 55346 308191 101103 207088 32109 516598 144646 0 119488 1462599 424538 39103 309540 2504830 2703552 195779 2843298 2755136 1827851 698640 78073 31852 74323 44397 41797 31272 15093
"198801" 12062389 2999016 9724 431371 2274765 283156 1173927 54134 307672 104023 203649 27148 521748 143772 0 119453 1559348 450895 40208 315686 2571298 2751507 200504 2882597 2795128 1874842 693732 78178 28641 73683 46052 40625 31881 14963
"198802" 12337224 3017464 10130 435873 2308884 262577 1228505 63158 338854 106167 232687 24126 539156 143383 0 119828 1638890 447700 41222 322107 2648161 2788279 204896 2967947 2879203 1941422 710128 78285 27719 74220 47428 41231 32490 15023
"198803" 12512052 3056287 10318 429482 2351608 264879 1300153 79925 365350 107781 257569 28969 563250 142258 0 120401 1651531 441184 38871 327582 2671332 2814744 210368 3047054 2956638 1998908 725838 78989 29103 74985 48814 42131 33098 15187
"198804" 12859113 3105036 10708 441350 2380019 272959 1382396 93557 393500 109556 283944 52357 586008 135149 0 121825 1757115 439144 40886 335651 2738343 2843805 216737 3143922 3043603 2054156 745206 79564 29991 75686 59000 43506 41271 15542
"198901" 13165875 3140027 11153 425235 2403709 299930 1433963 100226 410285 112167 298118 48854 586659 165417 0 122522 1836454 442485 41744 339423 2825225 2886267 220288 3182523 3082819 2088198 753193 79271 28048 71421 62687 39338 44916 15450
"198902" 13494457 3159194 11032 421157 2409595 317410 1435670 88499 426148 114020 312128 38751 590059 167169 0 125044 1937048 467746 48302 348088 2953830 2920439 224139 3269372 3159888 2145823 769617 79517 26976 72545 65410 44641 49278 15565
"198903" 13926602 3223069 11268 417489 2445223 349089 1466579 85995 430215 115706 314509 49875 600130 172760 0 127604 2090221 493683 44675 353884 3090321 2935156 229015 3352448 3238781 2210008 784207 80471 19892 73434 70769 44294 53680 15693
"198904" 14184391 3265621 11874 443516 2459123 351108 1479640 87881 394897 117725 277172 74766 613331 178050 0 130716 2147477 513038 53190 365250 3168958 2957364 233853 3435358 3319003 2259465 809285 82715 20413 74317 72807 42540 57444 16371
"199001" 14122687 3303279 11755 427299 2486378 377847 1515776 73155 417115 119881 297234 84423 629655 177651 0 133777 2027978 499992 51058 371326 3164838 2945912 242529 3497376 3378984 2334293 792320 82882 12036 78973 78480 41977 60404 16011
"199002" 14392077 3291264 12312 436643 2483006 359303 1556481 69568 424536 121866 302670 98450 642618 185142 0 136166 2098220 529398 50939 379254 3283840 2958450 244231 3570815 3451357 2394843 798712 83695 11709 81995 80403 40022 63414 16022
"199003" 14017438 3311518 12949 432322 2485439 380808 1625361 77207 469746 123909 345837 108422 643630 187632 0 138724 1737290 490507 55220 385289 3181983 2981128 249142 3638846 3520377 2446207 812302 84265 18170 80330 79103 36722 65775 15972
"199004" 14549539 3325262 13427 432824 2489601 389410 1741222 93658 503983 126213 377770 117318 647709 237642 0 140912 1961368 511525 62425 391738 3310346 2991848 253804 3702945 3580889 2488755 824391 85694 17853 81663 82532 38809 66788 16459
"199101" 15180792 3415832 13959 450756 2510039 441078 1731166 75825 509421 129706 379715 98701 651357 253842 0 142021 2232734 580480 59418 399936 3507465 2998110 255650 3719989 3597650 2528685 802207 85495 5191 84912 91160 36867 69141 16331
"199102" 15189365 3354490 13957 448941 2477667 413925 1768080 57457 522036 133178 388858 104443 673978 266326 0 143841 2206652 594163 58708 408344 3555580 2985324 258023 3788931 3663770 2589665 801306 86925 8376 85486 92012 37562 71495 16104
"199103" 15482033 3316595 14409 453434 2444099 404653 1781640 61527 528038 135368 392670 106302 689596 251694 0 144483 2345580 640745 68628 413070 3689947 2965399 260429 3836418 3701636 2613566 802500 89027 18576 88101 89866 45059 73848 15875
"199104" 16105985 3318399 14565 484750 2411372 407712 1824932 58500 535475 138122 397353 115486 701809 270941 0 142721 2759193 645038 87013 418577 3830592 2957716 264525 3916691 3769686 2666968 815581 89511 13088 89077 95461 55066 76202 15737
"199201" 16071336 3338316 14566 496244 2400918 426588 1829962 40842 558043 142020 416023 110202 707243 272137 0 141495 2695898 670619 71756 425924 3809325 2960843 268694 3933001 3788432 2707363 793353 90587 7722 89564 99843 51227 77669 15673
"199202" 16078388 3298934 14953 508796 2365197 409988 1825776 44466 565188 145359 419829 96135 702540 277295 0 140153 2639308 724897 65079 430537 3880670 2939747 273440 3979138 3828016 2740355 792332 91820 13909 90933 98668 56332 79138 15652
"199203" 16325215 3268075 15504 537521 2332098 382952 1838267 44152 583763 150327 433436 104137 702734 264706 0 138775 2743378 749014 77997 440204 3982740 2947117 278423 4045969 3893844 2794997 801933 91436 10174 92698 102607 55840 80605 15680
"199204" 16949853 3280891 15600 596054 2303697 365540 1886536 52676 627348 157267 470081 114358 672194 283158 0 136802 3094169 799428 76230 447710 4139420 2942674 282796 4121737 3970428 2840032 824769 91891 17595 95279 100863 53474 82073 15762
"199301" 17283546 3230499 15445 572993 2266414 375647 1907521 55508 651148 163628 487520 110278 671146 284450 0 134991 3170379 868162 86800 456231 4297923 2979578 286453 4129370 3970135 2853841 807262 92579 16493 96030 103930 59775 83571 15889
"199302" 17448906 3215429 15352 594448 2240149 365480 1880511 58666 652525 166536 485989 75952 674850 285381 0 133137 3177242 940475 86946 465825 4379298 3013644 289537 4200755 4040624 2907458 818662 93812 17412 96736 106544 59048 85068 16015
"199303" 17795951 3211576 14697 617658 2224133 355088 1823373 60315 629318 169089 460229 57936 663392 281174 0 131238 3302446 1022616 99749 475164 4515989 3051232 293805 4293212 4123129 2957608 842668 93740 25009 98188 105916 67376 86566 16141
"199304" 18225739 3214605 15757 644496 2190874 363478 1887355 65040 673232 171925 501307 58275 640834 320614 0 129361 3436996 1098012 102269 484813 4617492 3088100 296097 4390775 4210321 2998729 886169 92952 27369 96574 108528 76123 88063 16268
"199401" 18176678 3193769 15716 614394 2196833 366826 1951833 65532 701800 175000 526800 98772 633415 324956 0 127358 3269034 1122014 110756 491128 4588734 3149724 299686 4421937 4239149 3029010 883876 93617 29041 96155 107451 77033 89355 16400
"199402" 18280391 3147706 16847 612738 2165702 352419 2009089 66953 738758 177135 561623 118988 622109 337066 0 125215 3199440 1139040 112484 497307 4658471 3214467 302387 4506308 4323013 3074087 918580 94724 31494 98076 106053 76103 90659 16533
"199403" 18638304 3135593 17357 603483 2173447 341306 2059719 69017 781456 178623 602833 137895 613049 335247 0 123056 3258306 1179990 107321 514405 4824859 3250993 307118 4596391 4415183 3120451 959953 95193 34981 100546 104060 72568 91975 16665
"199404" 18901150 3170659 18847 614476 2164219 373117 2202269 69716 870974 179923 691051 187587 594125 359350 0 120517 3294200 1096563 108971 520348 4898270 3299119 310751 4716896 4531818 3165254 1021168 96138 40044 107704 101510 75051 93230 16797
"199501" 19474623 3217416 20324 593001 2206473 397618 2188527 70219 878270 181366 696904 159889 589512 371974 0 118663 3543551 1118684 113459 533340 5103733 3338113 317800 4744948 4563128 3191197 1024546 96515 41571 108986 100313 69850 94993 16977
"199502" 20098673 3286543 22461 596835 2241132 426115 2154178 70724 868071 182559 685512 153714 560368 384518 0 116783 3794049 1171150 113128 547871 5331035 3375917 324802 4835055 4652353 3237406 1063126 97003 45476 111148 98195 68742 96804 17156
"199503" 20841051 3309138 22103 561706 2280152 445177 2222554 71227 865955 183527 682428 184409 554997 431084 0 114883 4088196 1231661 114850 556470 5561779 3431929 324473 4946528 4753177 3288838 1109599 96364 48511 113324 96541 77352 98663 17336
"199504" 21501466 3357405 23356 561925 2299689 472435 2229482 71731 828013 184994 643019 216440 533354 466523 133 113288 4434150 1252996 127569 566188 5725145 3480204 328327 5038378 4841180 3318894 1168160 96359 57421 108414 91932 78593 101090 17515
"199601" 22104448 3461793 26021 544508 2373495 517769 2232756 72476 832080 185839 646241 212140 522914 481529 119 111498 4617247 1350528 140925 570801 5884453 3516054 329891 5100603 4890684 3364208 1162207 97616 52344 118728 95581 89110 103096 17713
"199602" 22618913 3438058 27693 527624 2384146 498595 2320707 73776 827804 186496 641308 267157 523112 519145 104 109609 4766016 1441847 136822 578909 6021424 3583490 331640 5198171 4985306 3417498 1196579 99207 59650 119148 93224 89851 105103 17911
"199603" 22952575 3470458 31693 509501 2420017 509247 2356537 74799 850992 186784 664208 304123 500191 518659 89 107684 4782959 1480344 145158 594048 6154459 3632959 335653 5294157 5082003 3474567 1229847 100371 59915 122890 94413 86937 107109 18108
"199604" 23396999 3498714 35469 494673 2440657 527915 2410890 75821 888873 187007 701866 332767 492959 514632 75 105763 4712249 1561468 162859 610646 6386667 3714625 338882 5398817 5176984 3523783 1273878 102440 57968 122306 96610 94411 109116 18306
"199701" 23571670 3539540 34112 463341 2479618 562469 2365446 76144 908530 186503 722027 320821 473310 482643 103 103895 4721776 1604138 171999 624036 6418330 3784074 342331 5435124 5204042 3565634 1254175 103523 64793 121841 94077 101354 111338 18390
"199702" 25200259 3550948 34459 463398 2504399 548692 2338508 76467 848127 186338 661789 334056 484075 493442 132 102209 5580189 1786534 188656 639637 6929632 3840249 345906 5531129 5288705 3616782 1278038 106529 73061 123406 90889 110390 113561 18473
"199703" 26352078 3602073 36014 427356 2562195 576508 2331649 76792 820661 186167 634494 337219 484181 512017 161 100618 6067867 1943833 192808 655613 7313669 3893086 351480 5654011 5392222 3701783 1305805 107244 51168 123797 102425 127447 115785 18557
"199704" 26706238 3664925 37179 448131 2577283 602332 2388092 77115 797847 186496 611351 389740 497641 526900 189 98660 6144148 1948753 215452 664963 7360723 3967636 351547 5745387 5477566 3739252 1344165 109571 66470 122959 95149 131172 118008 18641
"199801" 28378623 3706907 36817 404770 2603989 661331 2383978 77877 804292 186179 618113 354576 498690 551749 182 96612 6944659 2177246 233305 677277 7872573 4027946 354731 5802226 5523366 3793131 1324043 113584 72481 123798 96329 140059 120194 18607
"199802" 28849936 3701472 37785 423114 2600251 640322 2468167 78639 784864 185967 598897 388724 517575 603696 171 94498 7084547 2263916 248350 690600 7921074 4116046 355764 5947558 5654773 3872739 1367744 117536 74894 123773 98087 151513 122380 18892
"199803" 27406003 3746416 39500 410959 2611703 684254 2471755 79401 763416 185888 577528 437973 504963 593324 163 92515 6167920 2078342 277833 693522 7435633 4174927 359656 6057172 5765173 3948557 1400718 118674 68656 124372 104196 149053 124567 18379
"199804" 30039377 3881074 37725 463775 2672965 706609 2438619 80163 733064 186627 546437 441686 498712 590516 155 94323 7511125 2351845 276675 718262 8265392 4235597 360788 6200126 5903385 4040620 1441272 121329 71978 122570 105617 152761 126753 17227
"199901" 30565840 3916804 39368 451402 2665268 760766 2491511 81337 702194 186532 515662 449591 505673 656212 214 96290 7682424 2415765 262335 735925 8411403 4287463 362210 6286355 5979386 4119265 1442398 123350 66727 118499 109147 160646 127800 18523
"199902" 31845918 3850800 40486 421056 2664035 725223 2507736 82511 667316 186482 480834 482971 523433 653217 371 97917 8410058 2589450 270394 749813 8759024 4344346 364296 6440394 6109165 4216101 1471581 126171 69044 117434 108835 183825 128800 18604
"199903" 31181382 3908054 41170 403290 2725341 738253 2512813 83685 647502 186220 461282 514989 518971 647322 495 99850 7971449 2503832 285143 756180 8484790 4387584 371537 6604246 6269864 4334700 1511895 128874 63861 118152 112382 185837 129900 18645
"199904" 34475853 4049488 40659 417731 2775001 816097 2569690 84859 810159 186449 623710 541791 528080 502640 589 101572 9769854 2894935 323880 783859 9264137 4447417 372593 6774243 6395987 4416260 1553622 131742 62867 117776 113720 227926 130895 19435
"200001" 35585098 4165675 45150 382174 2842113 896238 2482016 90471 747729 185263 562466 536743 527180 476846 967 102080 10170665 3082416 371239 800974 9586066 4552208 373840 6899646 6463823 4478236 1553765 132517 65554 117821 115931 286471 130650 18702
"200002" 34796987 4170034 45841 356355 2905269 862569 2463319 91082 636863 184634 452229 564203 548797 518484 1345 102545 9493427 2979700 359464 806519 9469386 4677908 377230 7050905 6629771 4589689 1601771 135917 63742 117890 120762 270234 132004 18896
"200003" 34949279 4217184 44509 321088 2959230 892357 2437570 91693 574533 184339 390194 588946 542019 535768 1639 102972 9375631 2980965 372945 818706 9581928 4783308 381043 7235411 6809431 4703285 1667073 136330 57416 118459 126869 273873 133357 18750
"200004" 33344673 4376065 48271 335110 3032887 959797 2458108 97305 579071 184753 394318 594014 531224 551171 1900 103423 8147325 2704178 412434 819098 9171312 4877428 378726 7376658 6987253 4798350 1741267 137501 63558 119117 127460 235134 134711 19560
"200101" 31677283 4623949 50790 360985 3166822 1045352 2466125 96160 533253 184753 348500 462069 550721 716962 2113 104846 6979964 2454308 412029 823042 8600621 4940615 376631 7429911 7081157 4883306 1749724 138656 52514 119748 137210 195785 134246 18723
"200102" 32782440 4623453 48459 348648 3215905 1010441 2470442 88365 450666 185455 265211 481264 582252 759372 2369 106154 7459004 2664366 412906 840295 8948866 4977650 385458 7627661 7279441 5043464 1784249 142324 47074 119296 143034 195977 133782 18461
"200103" 30632122 4757842 48388 352210 3294587 1062657 2440710 86237 451326 186403 264923 513442 571960 707697 2507 107540 6019246 2353752 494787 843982 8299849 5023712 398243 7880629 7469984 5194817 1814351 144462 54706 120420 141228 258064 133317 19264
"200104" 32203145 4875816 48676 407257 3306657 1113226 2351902 88154 434048 190329 243719 407301 580770 730318 2607 108704 6829434 2614633 454329 880004 8764339 5034913 397775 8007604 7659276 5305406 1891827 151328 41547 120018 149150 196359 132852 19117
"200201" 32615190 4982292 47771 376338 3475737 1082446 2404289 84417 415259 191902 223357 398360 608169 784334 2639 111111 6872227 2635084 427497 894158 8932152 5064993 402498 8142118 7793064 5442779 1883516 153440 39588 119936 153805 191989 137629 19436
"200202" 31043802 4918780 48219 365814 3483032 1021716 2404443 80618 352248 192710 159538 352188 652911 851175 2678 112625 5937506 2450122 400494 901153 8484556 5131569 415178 8335096 8002829 5619419 1917644 156625 29286 119821 160034 170555 142406 19306
"200203" 29088239 5038152 49781 361228 3595682 1031460 2301151 80157 334008 193252 140756 292171 647630 829872 2705 114608 4811042 2130912 401309 902878 7868314 5209281 425201 8537906 8221071 5812764 1951608 158059 3588 120101 174951 149624 147183 20028
"200204" 30227787 5153199 49937 414482 3617075 1071705 2484877 82218 263709 194872 68837 247630 678362 1093594 2764 116600 5161157 2219830 412699 920915 8189585 5240611 444914 8804425 8484261 6009938 1997008 163897 17303 120171 175944 148201 151960 20003
"200301" 30100706 5303795 51395 382632 3794723 1075045 2405252 81246 294753 196870 97883 183286 680311 1044987 2840 117829 4799621 2227272 429641 936271 8157750 5385183 455922 8992675 8659284 6185778 1989123 167987 21794 119465 175137 159526 153170 20695
"200302" 32211485 5322708 53223 398153 3848298 1023034 2436251 79421 374157 199120 175037 121259 707955 1031459 2914 119086 5620488 2528367 515135 959653 8847528 5516238 465116 9382321 8958489 6444187 2021930 171757 25401 119707 175507 248456 154380 20996
"200303" 33044338 5246636 50563 362543 3896323 937207 2475387 77481 348150 201501 146649 297763 694932 934486 2986 119589 5933509 2660939 503443 973038 9084556 5684337 482494 9644037 9239819 6687106 2059675 174523 18660 119039 180817 227610 155590 21018
"200304" 35326093 5348488 52095 398371 3937852 960170 2722243 77314 407994 203801 204193 383916 703729 1025270 3103 120917 6787539 2910960 475360 1013152 9718939 5848115 501297 9865182 9504962 6894441 2102932 177703 49757 118691 161439 182500 156800 20920
"200401" 36112362 5486451 54254 363564 4114533 954100 2586141 79498 395734 204405 191329 240690 706112 1037218 3540 123349 6916695 3115256 512899 1022468 9914925 6049066 508461 10056066 9673408 7064892 2096472 181037 47374 118451 165182 200782 160913 20963
"200402" 36649741 5551087 54641 335897 4238019 922530 2686020 77999 409737 204570 205167 303329 723701 1040994 4379 125882 6890852 3138968 533917 1031940 10013659 6287805 515492 10376851 9973593 7336967 2114539 185627 47866 118522 170073 216509 165026 21723
"200403" 36754769 5546184 55440 307546 4321001 862197 2718103 78358 370182 204140 166042 372245 727212 1036727 5111 128269 6715441 3170303 524341 1038194 10006237 6503537 532428 10651611 10250588 7578813 2164875 186021 27374 118968 174538 209852 169139 22032
"200404" 39203759 5732400 57487 344051 4426801 904061 2996347 83702 492591 204395 288196 399753 742354 1140661 5937 131349 7483920 3427739 578316 1060352 10635470 6735453 553762 11029302 10569558 7835313 2220119 189134 26749 118999 179244 264019 173251 22474
"200501" 39566795 5824563 62997 322867 4569761 868938 2970641 86133 462362 204188 258174 359215 759683 1162265 6518 134465 7464790 3440898 569369 1059415 10568064 7108493 560562 11239403 10774072 8050015 2204974 193551 17346 118459 189727 266078 176510 22743
"200502" 40592250 5890601 59807 291326 4676832 862636 3051598 89692 410086 204167 205919 424134 792481 1190776 7217 137212 7644124 3464477 583167 1067195 10809612 7518696 562780 11562752 11096010 8331650 2232389 197701 29074 119043 186153 263518 179770 23454
"200503" 42118976 6004000 62582 209352 4850023 882043 3028120 93413 418035 203585 214450 430818 800795 1138282 7781 138996 8011837 3615053 578366 1077684 11155259 8065522 583135 11895501 11431775 8619054 2278385 199846 25872 118593 190025 258013 183029 22684
"200504" 43288017 6139910 59936 216875 4913853 949246 3323550 98406 464287 205103 259184 493367 820935 1298474 8664 139417 8092976 3669139 575308 1082599 11460065 8335799 608671 12183999 11742895 8874297 2320555 205166 36445 119039 187393 232447 186288 22369
"200601" 45369802 6322402 63043 208514 5098166 952679 3452999 101857 581680 205917 375763 430500 822877 1370357 8742 136986 8853615 3932929 598590 1102346 11864154 8627980 614787 12495217 12033532 9171961 2292280 207303 48275 119890 193823 249478 189605 22602
"200602" 45163151 6438555 67494 203295 5179534 988232 3479018 105854 545620 205169 340451 367207 865071 1453979 8847 132440 8597532 3893197 646293 1110119 11790046 8587642 620748 12847365 12387821 9476861 2314858 214980 58966 121714 200442 243845 192982 22717
"200603" 46082025 6563273 66478 178256 5308180 1010359 3452057 111879 499531 203599 295932 404310 865548 1435730 8927 126132 8896885 3967691 654780 1133472 12153401 8634920 625547 13164640 12691009 9712165 2364788 216790 66521 123634 207111 254532 196418 22681
"200604" 48064254 6753104 65169 173105 5400379 1114451 3470384 117451 394104 202376 191728 403563 872047 1552038 9084 122097 9643686 4188104 655663 1163730 12750581 8792921 646082 13444360 12929505 9865043 2415971 224052 86371 123794 214274 292099 199916 22840
"200701" 49158471 6958033 69486 173404 5609641 1105502 3642286 120202 396168 200278 195890 453301 887705 1654914 11628 118368 10008867 4340104 690136 1172739 12922118 8771630 652559 13614252 13108403 10063936 2396722 228500 76354 124442 218449 278962 203476 23411
"200702" 50558211 7013326 74943 125547 5653659 1159177 3599981 126564 348465 198591 149874 517918 912982 1565424 14334 114294 10349106 4607958 745313 1191134 13442288 8931197 677908 13925828 13361286 10267685 2430204 233786 77829 125570 226212 334032 207099 23411
"200703" 51220723 7146146 78776 47270 5780438 1239662 3920214 111438 411047 197070 213977 635005 900242 1734959 16005 111518 10281666 4703865 757822 1199551 13582128 8937235 692097 14141404 13610288 10419094 2501408 235533 92933 126937 234383 296520 210787 23809
"200704" 50625233 7406062 80591 90259 5888532 1346680 4065756 107286 260386 196395 63991 670087 895987 2005377 17561 109072 9625641 4596353 866424 1201518 13390748 8760522 712210 14366799 13802872 10539517 2555304 241193 99734 126992 240132 325534 214541 23852
"200801" 48905872 7666533 74051 82739 6051866 1457877 3993458 94552 328242 195325 132917 625149 871587 1945995 20681 107252 8873109 4347170 984530 1187232 12624344 8504834 724662 14474911 13866071 10612869 2533509 242308 104877 128002 244506 365327 218361 25152
"200802" 48128935 7490323 67462 76998 5952199 1393664 4011980 62383 382608 194903 187705 638898 878891 1911347 23230 114623 8543834 4423298 992080 1196350 12555534 8183300 732236 14417533 13878275 10607961 2555964 247176 89198 129737 248239 291465 222249 25544
"200803" 45973216 7670143 60066 54675 6109275 1446127 4127033 20790 412620 194153 218467 809327 875864 1866712 29307 112413 7510966 3972716 998551 1197701 11807993 7938585 749528 14565029 13911167 10570855 2588551 247530 121418 130723 252090 402323 226207 25332
"200804" 41434603 7959757 56464 270750 6050737 1581806 3956138 5958 243337 193975 49362 718799 902502 1945116 29735 110691 5776086 3325922 742660 1179835 10408481 7319346 766378 14265806 13843729 10497890 2594109 249257 117692 133193 251588 164838 230232 27007
"200901" 39859513 7941363 52796 255550 6077733 1555284 4404908 5558 474303 193876 280427 506508 933238 2349182 27381 108738 5004159 3125033 666349 1182970 9885947 6885679 763105 14153092 13760479 10502377 2517938 251540 104040 133537 251047 134275 231827 26511
"200902" 41464468 7829043 49187 284617 6011224 1484015 4098545 15058 468866 193492 275374 208147 964691 2309675 25570 106538 6049676 3557222 657287 1204511 10656057 6647151 764976 14118329 13712027 10464034 2487876 257979 118317 133970 249851 147666 233802 24833
