"DATES" "FL893065603.Q" "FL893065603.Q" "FL153065605.Q" "FL113065603.Q" "FL213065603.Q" "FL313065605.Q" "FL763065633.Q" "FL443065605.Q" "FL543065633.Q" "FL223065603.Q" "FL403065605.Q" "FL413065605.Q"
"198803" 72081 72081 11482 684 1521 9919 12965 681 8322 0 26466 41
"198804" 70829 70829 10842 691 1519 9815 13135 676 8226 0 25885 40
"198901" 70320 70320 10538 698 1518 9717 13396 679 8231 0 25505 38
"198902" 69804 69804 10204 705 1515 9657 13661 670 8237 0 25119 36
"198903" 69283 69283 10011 712 1513 9430 13928 682 8242 0 24730 35
"198904" 68761 68761 9811 719 1508 9257 14195 650 8247 0 24341 33
"199001" 68483 68483 9828 670 1505 8997 14330 619 8379 0 24124 31
"199002" 68202 68202 9730 653 1502 8835 14466 568 8513 0 23905 30
"199003" 67917 67917 9578 640 1499 8708 14603 530 8647 0 23683 29
"199004" 67633 67633 9425 621 1494 8582 14741 500 8782 0 23462 26
"199101" 67588 67588 9666 592 1491 8350 14971 467 8735 0 23292 24
"199102" 67542 67542 9747 565 1488 8261 15204 448 8687 0 23121 21
"199103" 67496 67496 9871 539 1489 8149 15439 402 8639 0 22948 20
"199104" 67450 67450 9829 520 1484 8171 15675 388 8591 0 22775 17
"199201" 67557 67557 10105 507 1480 7902 15975 358 8417 0 22798 16
"199202" 67663 67663 10242 495 1477 7751 16275 345 8242 0 22821 15
"199203" 67771 67771 10321 497 1474 7643 16578 334 8065 0 22844 14
"199204" 67879 67879 10403 503 1470 7529 16881 324 7889 0 22867 13
"199301" 68016 68016 10590 470 1468 7387 17067 332 7937 0 22754 11
"199302" 68154 68154 10759 460 1465 7255 17255 322 7987 0 22640 11
"199303" 68293 68293 10907 453 1463 7132 17445 320 8037 0 22525 10
"199304" 68433 68433 11078 437 1460 7012 17635 305 8087 0 22410 10
"199401" 68797 68797 11339 417 1457 6875 17965 297 8096 0 22342 9
"199402" 69166 69166 11483 453 1454 6792 18298 299 8105 0 22274 8
"199403" 69539 69539 11637 458 1451 6741 18634 291 8114 0 22206 7
"199404" 69912 69912 11410 476 1447 6694 18971 289 8123 0 22137 365
"199501" 70358 70358 11565 460 1444 6589 19262 288 8148 0 22222 380
"199502" 70810 70810 11717 453 1444 6481 19556 282 8173 0 22307 397
"199503" 71266 71266 11877 442 1442 6354 19854 291 8199 0 22394 414
"199504" 71723 71723 12054 435 1438 6221 20151 288 8225 0 22480 431
"199601" 72394 72394 12337 427 1362 6075 20415 302 8325 0 22722 429
"199602" 73065 73065 12521 416 1363 5954 20680 315 8426 0 22963 427
"199603" 73744 73744 12669 412 1365 5869 20947 320 8527 0 23211 424
"199604" 74422 74422 12821 408 1365 5768 21214 331 8629 0 23463 423
"199701" 75431 75431 13027 394 1365 5649 21707 336 8701 0 23823 429
"199702" 76451 76451 13414 388 1365 5321 22206 338 8774 0 24210 435
"199703" 77482 77482 13898 381 1365 4916 22711 346 8847 0 24577 441
"199704" 78514 78514 14013 375 1364 4852 23215 354 8921 0 24972 448
"199801" 79645 79645 13980 413 1364 4729 23703 367 9173 0 25445 471
"199802" 80788 80788 13882 450 1363 4644 24196 383 9428 0 25946 496
"199803" 81944 81944 13912 488 1231 4579 24695 396 9686 0 26436 521
"199804" 83100 83100 13732 526 1274 4513 25193 415 9944 0 26956 547
"199901" 84113 84113 13721 517 1285 4413 25781 432 10114 0 27115 735
"199902" 85136 85136 13369 505 1289 4435 26376 440 10286 0 27510 926
"199903" 86171 86171 13324 494 1292 4308 26978 454 10460 0 27747 1114
"199904" 87206 87206 13067 482 1318 4268 27579 470 10634 0 28084 1304
"200001" 86589 86589 11372 478 1322 4202 28120 488 10738 0 28483 1386
"200002" 85972 85972 9635 475 1314 4179 28662 514 10842 0 28883 1468
"200003" 85348 85348 7861 472 1316 4167 29209 526 10948 0 29300 1549
"200004" 84724 84724 6110 469 1305 4148 29757 529 11053 0 29722 1631
"200101" 85665 85665 5927 486 1299 4093 30084 564 11091 0 30484 1637
"200102" 86617 86617 5629 502 1311 4072 30414 578 11129 0 31339 1643
"200103" 87579 87579 5415 519 1290 4023 30748 569 11167 0 32199 1649
"200104" 88541 88541 5225 536 1297 3952 31082 531 11205 0 33057 1656
"200201" 90238 90238 5468 533 1282 3855 31570 549 11259 0 34388 1334
"200202" 91954 91954 5250 530 1266 3817 32063 552 11312 0 36152 1012
"200203" 93688 93688 5529 527 1244 3766 32561 560 11367 0 37444 690
"200204" 95423 95423 5750 523 1244 3700 33060 577 11421 0 38781 367
"200301" 92406 92406 5288 524 1243 3590 32069 587 11077 0 37690 338
"200302" 89355 89355 4759 525 1281 3525 31067 595 10729 0 36535 339
"200303" 86271 86271 3464 525 1293 3554 30054 626 10378 0 35348 1029
"200304" 83187 83187 2994 526 1329 3439 29041 632 10026 0 34197 1003
"200401" 86286 86286 3620 548 1350 3387 30431 635 10200 0 35149 966
"200402" 89386 89386 4328 571 1358 3260 31820 632 10374 0 36076 967
"200403" 92519 92519 4877 594 1381 3294 33225 629 10550 0 37005 964
"200404" 95653 95653 5532 616 1412 3235 34630 599 10726 0 37965 938
"200501" 97901 97901 5825 643 1440 3255 35437 597 10869 0 38953 882
"200502" 100173 100173 6106 670 1466 3237 36254 604 11014 0 39947 875
"200503" 102471 102471 6377 697 1497 3247 37079 605 11161 0 40973 835
"200504" 104768 104768 6661 723 1519 3217 37904 616 11307 0 41977 844
"200601" 105577 105577 5684 716 1552 3193 38458 677 11478 0 42521 1298
"200602" 106395 106395 4630 708 1590 3200 39017 698 11651 0 43088 1813
"200603" 107221 107221 2781 700 1627 3186 39583 766 11826 0 43645 3107
"200604" 108048 108048 2181 692 1664 3212 40149 740 12001 0 44226 3183
"200701" 109191 109191 1622 730 1687 3186 40577 780 12186 0 45021 3402
"200702" 110346 110346 -83 767 1731 3204 41009 806 12372 0 45861 4679
"200703" 111514 111514 -401 804 1743 3204 41447 846 12561 0 46692 4618
"200704" 112682 112682 -802 841 1757 3266 41884 882 12750 0 47561 4543
"200801" 117878 117878 -959 862 1759 3228 43829 910 13244 0 50552 4453
"200802" 123075 123075 -275 875 1759 3271 45773 913 13738 0 52714 4307
"200803" 128328 128328 -582 890 1749 3460 47739 891 14237 0 55221 4723
"200804" 133582 133582 -453 895 1707 3490 49705 919 14736 0 57910 4673
"200901" 133812 133812 -352 882 1710 3454 49861 910 14615 0 58115 4617
"200902" 134044 134044 -445 862 1739 3478 50019 910 14493 0 58419 4569
"200903" 134279 134279 -855 838 1779 3733 50178 904 14370 0 58828 4504
"200904" 134514 134514 -1120 816 1803 3878 50338 884 14246 0 59183 4486
"201001" 133958 133958 -200 795 1841 3959 50130 868 14187 0 59031 3347
"201002" 133397 133397 -853 775 1825 3961 49920 871 14128 0 58943 3827
"201003" 132829 132829 -1196 761 1872 4179 49707 875 14068 0 58761 3802
