"DATES" "FL893065505.Q" "FL163165505.Q" "FL103165505.Q" "FL113165505.Q" "FL643165503.Q" "FL893065505.Q" "FL153065505.Q" "FL103065503.Q" "FL113065503.Q" "FL213065503.Q" "FL313065505.Q" "FL763065505.Q" "FL443065505.Q" "FL513065503.Q" "FL543065505.Q" "FL573065505.Q" "FL223065505.Q" "FL413065505.Q" "FL673065505.Q" "FL613065503.Q" "FL643065503.Q"
"200403" 1613629 174538 492704 849163 97225 1613629 12492 25396 8185 11046 41535 833819 93023 2350 209489 6558 5875 0 306758 44420 12683
"200404" 1668238 179244 502497 880044 106453 1668238 12917 25636 8493 11293 42377 860670 95052 2430 214085 6446 5125 0 321774 48364 13576
"200501" 1709960 189727 509668 899016 111549 1709960 13240 25793 8853 11517 42566 885394 94421 2473 215405 6394 4695 0 337623 47387 14199
"200502" 1768335 186153 557445 906934 117804 1768335 13706 25951 9214 11727 42963 915416 96357 2534 218065 6387 3962 0 359952 46710 15391
"200503" 1834620 190025 606358 917265 120972 1834620 14219 26112 9575 11978 44177 956875 97591 2660 220005 6373 6074 0 377490 46153 15338
"200504" 1916476 187393 685408 922976 120699 1916476 14856 26272 9936 12154 45218 989372 99951 2730 224258 6320 5575 0 417104 45950 16780
"200601" 1985531 193823 708348 958614 124746 1985531 15402 25472 9832 12420 45958 1023606 106990 2746 226093 6294 5015 0 440073 47094 18536
"200602" 2051148 200442 720643 1001157 128906 2051148 15910 24662 9728 12724 47501 1059285 107449 2855 231033 6232 4521 0 460905 49474 18869
"200603" 2121044 207111 737656 1047050 129227 2121044 16451 23844 9623 13013 48398 1090869 113584 2912 234090 6178 4781 0 484664 50261 22376
"200604" 2191342 214274 758292 1091809 126967 2191342 17016 23026 9519 13313 48947 1123210 112399 3454 235402 6168 4911 0 515796 51101 27080
"200701" 2234031 218449 752353 1140080 123150 2234031 17346 21235 10022 13499 49929 1132251 110442 3558 237338 6024 4421 0 547844 47647 32475
"200702" 2313423 226212 774701 1185572 126939 2313423 17977 19424 10524 13850 50568 1164551 113127 4056 241754 6134 4441 0 584594 48424 33999
"200703" 2396993 234383 797188 1233617 131805 2396993 18632 17592 11026 13942 50760 1191407 116679 4299 245452 6327 3520 0 628803 52407 36147
"200704" 2455790 240132 801893 1279786 133979 2455790 19087 15762 11529 14059 50999 1223569 121464 4770 252193 6838 3296 0 641239 54030 36955
"200801" 2500467 244506 821537 1296567 137857 2500467 19424 15187 11814 14072 51557 1249585 132032 4865 256611 6825 3291 0 635705 62302 37197
"200802" 2538586 248239 836433 1316665 137249 2538586 19711 14448 12000 14072 53822 1281624 133740 5011 261752 6987 3259 0 629928 65160 37072
"200803" 2552340 252090 828380 1333694 138176 2552340 19808 13700 12208 13988 56646 1305559 126369 4660 265962 6854 3208 0 619560 66726 37092
"200804" 2572699 251588 831552 1351126 138434 2572699 19957 12953 12277 13653 61413 1328516 128130 4954 267106 7352 3208 0 611285 66618 35277
"200901" 2567114 251047 829423 1347408 139237 2567114 19903 12209 12100 13681 62504 1333564 128207 4992 264067 7538 3181 0 604871 66160 34137
"200902" 2554827 249851 828202 1336689 140085 2554827 19796 11466 11826 13911 65414 1330493 128835 5032 261250 7846 3193 0 597660 65245 32860
"200903" 2528303 247264 818144 1323226 139669 2528303 19578 10722 11496 14230 69026 1315626 126855 4790 259270 8313 3181 0 590035 65140 30041
"200904" 2479274 242476 806226 1290521 140051 2479274 19220 9979 11189 14422 67781 1296007 123913 4446 257721 8869 3165 0 568145 64591 29826
"201001" 2446066 241664 789732 1274655 140015 2446066 18777 9236 10900 14725 65435 1278885 123584 4267 254000 9539 3173 0 558117 65177 30251
"201002" 2399594 241476 766340 1251282 140497 2399594 18198 8492 10631 14598 66010 1251093 121089 4248 251232 10293 3169 0 546186 63250 31106
"201003" 2355539 236656 751735 1226629 140519 2355539 17519 7749 10442 14979 64472 1223727 120556 4229 251340 9404 3211 0 536482 61516 29913
