"DATES" "FL893065105.Q" "FL153165105.Q" "FL103165105.Q" "FL113165105.Q" "FL893065105.Q" "FL153065103.Q" "FL103065105.Q" "FL113065103.Q" "FL213065103.Q" "FL313065105.Q" "FL763065105.Q" "FL443065105.Q" "FL473065105.Q" "FL543065105.Q" "FL573065103.Q" "FL223065103.Q" "FL403065105.Q" "FL413065105.Q" "FL673065105.Q" "FL613065105.Q" "FL643065103.Q" "FL893065125.Q" "FL763065125.Q" "FL443065125.Q" "FL473065125.Q" "FL673065123.Q" "FL613065123.Q"
"198901" 2196252 2088198 9534 98520 2196252 109165 17623 19503 53775 21045 332898 642276 40753 12631 3698 2924 108372 747328 36027 47813 421 " NA" " NA" " NA" " NA" " NA" 29979
"198902" 2254708 2145823 9595 99290 2254708 111794 20751 17263 55285 21242 346778 647922 42912 12878 4005 3088 109892 769788 36869 53825 417 " NA" " NA" " NA" " NA" " NA" 31388
"198903" 2320949 2210008 9868 101073 2320949 114311 24065 14689 56470 21329 362706 643509 44352 13153 4898 3236 112360 801394 33685 70383 410 " NA" " NA" " NA" " NA" " NA" 31951
"198904" 2368907 2259465 9423 100019 2368907 117379 27760 12079 57312 21319 375890 630975 26964 13588 5456 3429 114121 843800 43325 75092 418 " NA" " NA" " NA" " NA" " NA" 16135
"199001" 2449529 2334293 10439 104797 2449529 120603 29496 9987 57934 25179 388627 658405 27613 13926 5128 3457 116565 878320 38165 75710 414 " NA" " NA" " NA" " NA" " NA" 17159
"199002" 2516583 2394843 11607 110133 2516583 123256 31590 9761 58676 31009 413380 642110 29117 14302 5319 3512 114468 917021 42863 79786 412 " NA" " NA" " NA" " NA" " NA" 17930
"199003" 2566695 2446207 11246 109242 2566695 126129 32442 9780 59667 35345 425743 626297 31183 14731 5415 3473 115825 951547 47260 81446 411 " NA" " NA" " NA" " NA" " NA" 18729
"199004" 2606304 2488755 10564 106985 2606304 128643 33404 9527 60900 37940 432823 600154 32747 14979 5478 3508 119462 991084 55029 80211 415 214685 115148 60153 20147 68 19169
"199101" 2641093 2528685 9411 102997 2641093 129531 34304 9089 61796 39443 435462 583692 32733 14003 5146 3664 122760 1023310 59430 86370 359 216610 116962 60539 20499 110 18500
"199102" 2700090 2589665 8863 101562 2700090 131312 35731 8592 62038 41300 446396 570015 34456 13777 4703 3592 125485 1058760 72495 91055 383 220573 121686 58892 20919 179 18897
"199103" 2722396 2613566 8484 100346 2722396 131856 36389 9025 62580 44224 448177 547799 36624 13314 4398 3856 125887 1097340 84444 76119 364 222130 123234 58566 21109 261 18960
"199104" 2774317 2666968 8044 99305 2774317 130107 36440 8876 62901 37087 455215 538358 36914 12080 4009 3730 130700 1130351 96732 90455 362 221994 122812 58784 21374 359 18665
"199201" 2813985 2707363 7759 98863 2813985 128382 36625 8550 62710 38389 462447 524536 35619 13247 3793 3344 138227 1154063 106805 96906 341 219229 121043 57457 21310 462 18957
"199202" 2845446 2740355 7386 97705 2845446 126680 36760 8313 62340 37982 465622 508545 38762 12871 3536 3662 142379 1193954 116694 86823 523 218756 122032 56016 21140 578 18990
"199203" 2898760 2794997 6974 96789 2898760 125000 36539 8719 62574 35660 474969 501604 38344 12838 3393 3508 148618 1219206 132056 94919 813 219991 123626 54785 21326 736 19518
"199204" 2941747 2840032 6437 95278 2941747 122723 36129 9444 62293 36576 481799 489622 39838 12534 3200 3428 161047 1248186 142265 91534 1128 217107 122680 53606 20525 883 19413
"199301" 2951835 2853841 5632 92362 2951835 120496 34842 8816 62154 35349 482708 480437 40555 11247 3224 3391 166021 1276567 145921 78729 1378 215572 122405 52434 20438 995 19300
"199302" 3006096 2907458 5621 93017 3006096 118244 33490 8621 58629 32830 503196 480737 41038 11229 3153 3456 183355 1278722 153845 93807 1744 215442 123923 51457 20144 1145 18773
"199303" 3058474 2957608 5917 94949 3058474 115967 32161 8486 57715 31382 515077 478483 41277 10869 3262 3445 193292 1308202 164005 92799 2052 214378 123858 50700 19992 1324 18504
"199304" 3100671 2998729 6003 95939 3100671 113690 30947 8194 56328 32978 535448 470000 41782 9876 3186 3487 201093 1334286 167899 89239 2239 210376 121290 49856 19268 1461 18501
"199401" 3132193 3029010 6048 97135 3132193 111462 31309 7811 55550 30913 534089 458054 43112 9823 3310 3553 206572 1376967 179616 77180 2872 208700 120157 49418 19018 1676 18431
"199402" 3179662 3074087 6332 99243 3179662 109210 31761 8488 55422 30495 550458 462214 44088 9851 3534 3699 206827 1410106 181026 68672 3810 214092 124773 49357 19438 1805 18719
"199403" 3230338 3120451 6967 102920 3230338 106933 32242 8584 56320 30567 573523 466768 45502 9872 3753 3802 206185 1432867 182173 66469 4778 219102 128058 49296 20448 1936 19364
"199404" 3277919 3165254 7286 105379 3277919 104656 32697 8925 57283 29106 593530 477626 47025 9977 3720 3915 204067 1449589 183002 67739 5062 221795 129716 49423 20861 2062 19733
"199501" 3306006 3191197 7061 107748 3306006 102429 32974 8633 58466 28367 607490 483749 48591 10113 3886 4044 202815 1457651 185999 65016 5782 224620 130887 49450 21852 2214 20217
"199502" 3355735 3237406 7019 111310 3355735 100177 33257 8501 59347 26422 631642 481974 48830 10269 4052 4166 203073 1475137 189046 73588 6254 232082 137189 49673 22059 2370 20791
"199503" 3412469 3288838 7351 116280 3412469 97900 33531 8289 59789 25689 647251 488869 50146 10574 4218 4295 207233 1501933 189468 76394 6890 236441 139276 50299 22947 2499 21420
"199504" 3445383 3318894 7171 119318 3445383 95909 33824 8155 60498 24229 650224 482353 50986 10322 4385 4429 209497 1543402 193759 66496 6915 237465 140033 50513 22870 2678 21371
"199601" 3494882 3364208 7334 123340 3494882 93678 30011 8006 60793 22587 653974 489634 52367 9947 4551 4563 204128 1571858 201074 80523 7188 237781 140100 49697 23181 2899 21904
"199602" 3554388 3417498 7931 128959 3554388 91447 28366 7796 61190 22099 659932 498044 55575 9571 4717 4702 204200 1614335 208206 77050 7158 248020 147416 50287 23557 3131 23629
"199603" 3619197 3474567 8842 135788 3619197 89216 26474 7725 62035 21240 668031 513620 57147 8842 4883 4844 203072 1648231 213851 82829 7157 253915 149691 51554 23398 3348 25924
"199604" 3668416 3523783 8284 136349 3668416 86985 24484 7645 62808 21195 681272 513712 59885 8468 4957 4990 202918 1678786 215357 86950 8004 262553 153836 52257 25476 3499 27485
"199701" 3713620 3565634 7639 140347 3713620 84754 25695 7383 63381 19875 692340 513393 60876 8462 5157 5141 199191 1706181 224576 88485 8730 268787 156646 53129 26449 3775 28788
"199702" 3767909 3616782 8045 143082 3767909 82523 27001 7281 64094 19839 719093 516521 63673 8621 5369 5296 197408 1726919 229072 84974 10225 280835 166471 53070 27202 4007 30085
"199703" 3860493 3701783 8341 150369 3860493 80292 28378 7139 65021 19141 738384 519564 67460 8553 5600 5456 196864 1754275 243766 109259 11341 290615 171431 54711 28186 4418 31869
"199704" 3902568 3739252 8594 154722 3902568 78061 29755 7028 65763 19145 749281 520672 69350 8738 5733 5622 198229 1788052 253804 89365 13970 296982 173959 55452 29002 4798 33771
"199801" 3969751 3793131 8787 167833 3969751 75830 29094 7708 66577 18936 767983 526917 69811 8419 5778 5975 199413 1808089 268984 94633 15604 298023 173423 55247 29264 5239 34850
"199802" 4061457 3872739 9074 179644 4061457 73599 28417 8388 67426 18767 774118 521831 74978 8230 5831 6618 199675 1868500 287717 99082 18280 301718 175643 55736 29485 5819 35035
"199803" 4152221 3948557 9670 193994 4152221 71370 27746 9068 62783 18660 773992 525563 76722 7919 5980 6880 199440 1931146 307746 109204 18002 305882 175747 56276 29896 6399 37564
"199804" 4259017 4040620 9966 208431 4259017 73143 27074 9748 64952 18809 800848 533501 79974 8170 5838 7171 203861 1970167 321869 119122 14770 309933 176855 55938 29741 6900 40499
"199901" 4348396 4119265 10315 218816 4348396 74916 25447 9535 65524 18547 786250 534478 81127 8551 6016 7294 198401 2061639 334008 123361 13302 311110 176010 56616 30286 7358 40840
"199902" 4457254 4216101 10803 230350 4457254 76689 23748 9322 65730 18315 794219 544551 86422 8967 6194 7670 196222 2129994 345311 130913 12987 313676 174860 58968 30527 7818 41503
"199903" 4589842 4334700 11523 243619 4589842 78462 21978 9109 65906 18630 831757 559784 91673 9161 6372 7634 195029 2191289 348527 141426 13105 326274 182177 59589 32568 8113 43827
"199904" 4682964 4416260 12101 254603 4682964 80235 20208 8896 67221 18389 883843 548222 92607 8287 6550 8220 193454 2234749 353744 147157 11182 334344 189535 59679 33423 8410 43297
"200001" 4753908 4478236 12597 263075 4753908 82008 20517 8837 67417 18326 909229 559266 95165 7821 6814 7765 193464 2263011 354234 152237 7797 349283 199617 62202 35742 8068 43654
"200002" 4877182 4589689 13141 274352 4877182 83781 20826 8778 67034 18286 953739 577677 99185 7767 7076 7949 201549 2294135 355282 166700 7418 370267 212854 64867 37675 9309 45562
"200003" 5002178 4703285 13793 285100 5002178 85554 21135 8719 67111 16563 972702 594622 102302 7663 7379 7014 204646 2351365 369762 178400 7241 389137 223686 68288 39994 9713 47456
"200004" 5106537 4798350 14078 294109 5106537 87327 21444 8661 66573 16466 969917 594221 104357 7450 7666 7128 209580 2425624 385465 186901 7757 407917 234986 72779 40720 10474 48958
"200101" 5203764 4883306 14947 305511 5203764 89100 21819 8963 66274 16360 981742 607324 107534 7324 6775 7078 210690 2464924 402463 197400 7994 411442 235579 73225 41406 11493 49739
"200102" 5375157 5043464 15608 316085 5375157 90873 22206 9266 66854 16203 1001896 616002 110441 7548 5923 6654 217118 2561686 420262 214500 7725 428513 245705 76820 42201 12157 51630
"200103" 5537868 5194817 15998 327053 5537868 92640 22597 9569 65765 15953 992309 620390 120897 7722 5209 6816 221119 2681500 442000 225001 8381 440937 252155 78017 45300 12785 52680
"200104" 5658501 5305406 16178 336917 5658501 94162 22989 9871 66151 15867 1028267 620403 120259 7809 4614 6863 231241 2748518 463247 209701 8539 438918 258633 77897 44935 12421 45032
"200201" 5805850 5442779 16136 346935 5805850 95684 23460 9815 65389 15703 1022923 605002 124777 7764 4055 6852 235721 2870618 494028 215201 8858 452179 268725 78810 44223 14639 45782
"200202" 5993665 5619419 16327 357919 5993665 97206 23936 9758 64572 15313 1075415 599155 129622 7938 3556 6820 243980 2954972 520601 230000 10821 477664 289218 79351 46686 14843 47566
"200203" 6201544 5812764 16814 371966 6201544 98728 24417 9701 63433 15174 1149171 625184 131420 7953 3174 7534 256993 2996036 542312 256200 14114 497986 301383 81406 48127 15909 51161
"200204" 6413185 6009938 16868 386378 6413185 100250 24899 9645 63429 14955 1227112 631056 136391 6742 2780 7595 276813 3063698 543566 285600 18654 500673 303289 78485 47951 14977 55971
"200301" 6585682 6185778 17232 382671 6585682 101772 25191 9656 63389 14705 1251301 662438 139212 6671 2408 7667 299877 3131919 569460 282800 17216 516685 314695 83477 47390 15196 55927
"200302" 6827860 6444187 17660 366013 6827860 103294 25488 9666 65347 14448 1329155 675611 144013 6183 2082 8207 331377 3190784 584447 313800 23958 536396 328695 83021 48444 15062 61174
"200303" 7055862 6687106 18110 350645 7055862 104816 25792 9677 65961 14241 1379324 689595 152788 6500 1846 7723 366451 3264639 615772 320500 30237 559519 343255 87773 49385 15431 63675
"200304" 7239892 6894441 18801 326650 7239892 106338 26096 9687 67765 14096 1359683 702823 159644 8416 1658 7344 519127 3233511 666416 320200 37088 593384 365973 95627 51673 16131 63980
"200401" 7441335 7064892 19830 356612 7441335 107860 29536 10097 68828 13963 1407229 752383 162665 8462 1462 6860 518086 3241227 737278 333000 42399 618867 389958 90563 53461 18126 66759
"200402" 7734282 7336967 20830 376485 7734282 109382 32975 10507 69257 13817 1486728 788056 172620 8408 1453 6392 514961 3258248 830758 378300 52420 674393 423205 99629 57146 19959 74454
"200403" 7997931 7578813 22225 396892 7997931 110900 36456 10916 70418 13708 1535748 828794 181449 8382 1454 6220 511066 3273410 949768 393200 66042 729879 457839 112221 61494 20540 77785
"200404" 8268227 7835313 23496 409417 8268227 112900 39936 11326 71995 13622 1581595 874199 188337 8060 1429 5427 508610 3277346 1048569 422000 102876 775598 483527 121237 63865 23275 83694
"200501" 8498011 8050015 25000 422996 8498011 115400 40180 11807 73422 13501 1647643 882982 193288 8014 1411 4970 498023 3301814 1166926 428800 109830 804900 501039 126188 65579 26749 85345
"200502" 8800527 8331650 27049 441827 8800527 117400 40427 12288 74759 13444 1712097 921144 202721 8099 1400 4195 485593 3338254 1309223 438800 120683 853856 530849 135522 69331 30625 87529
"200503" 9107733 8619054 28948 459730 9107733 118400 40677 12769 76363 13293 1768515 946199 210286 8115 1390 6432 470659 3382026 1468405 454099 130105 884110 540548 143899 73304 35561 90798
"200504" 9382405 8874297 31127 476980 9382405 117900 40927 13251 77484 13192 1792064 953819 219673 7458 1380 5902 453866 3446357 1621906 489800 127426 914841 549018 151641 75872 40350 97960
"200601" 9705201 9171961 33705 499535 9705201 115900 39680 13112 79176 13178 1826795 988624 223602 7845 1372 5309 454842 3527445 1765487 507883 134951 945738 555196 159743 77914 51308 101577
"200602" 10033705 9476861 35945 520899 10033705 111900 38419 12973 81114 13395 1896457 1012007 235899 8542 1362 4787 456117 3594720 1911547 517418 137048 997989 582257 169871 81821 60556 103484
"200603" 10289198 9712165 37939 539094 10289198 106900 37144 12834 82959 13371 1903153 1033744 243943 9071 1353 5063 456652 3673577 2039527 536329 133578 1034850 588567 183813 85918 69286 107266
"200604" 10455561 9865043 39358 551160 10455561 102900 35869 12695 84873 13345 2082138 867831 249735 10319 1327 5200 457587 3749120 2140788 538131 103703 1066100 653631 137551 86888 80404 107626
"200701" 10670378 10063936 40995 565446 10670378 99400 33184 13364 86054 13299 2053875 911458 252768 9889 1293 4682 455227 3866021 2232531 527334 109999 1077173 637949 159646 86972 87139 105467
"200702" 10885055 10267685 41100 576270 10885055 96400 30470 14034 88291 13379 2104924 905278 263051 9709 1279 4702 453856 3987383 2303264 509967 99068 1099050 655778 167362 88927 84990 101993
"200703" 11043598 10419094 41933 582571 11043598 93287 27726 14704 88882 13439 2127281 933511 271113 9461 1284 3727 456689 4162092 2247981 503191 89230 1121211 676923 174192 92175 77283 100638
"200704" 11166834 10539517 42229 585088 11166834 90787 24981 15374 89624 13666 2210542 878958 281521 9393 1219 3491 447861 4371759 2175741 472741 79176 1130865 692253 180467 94129 69468 94548
"200801" 11239191 10612869 41485 584836 11239191 88787 23658 15755 89708 13778 2218166 884834 289985 9147 1259 3486 450505 4509951 2116258 457990 65924 1127854 697986 180532 94510 63228 91598
"200802" 11220205 10607961 38813 573431 11220205 95187 22507 16003 89711 14446 2157200 884534 301021 8951 1288 3452 450673 4665549 2028884 420468 60331 1127448 711128 180339 95319 56569 84093
"200803" 11168826 10570855 36346 561625 11168826 93187 21343 16281 89176 14458 2285344 691595 309006 8683 1371 3397 434097 4799492 1951015 395239 55142 1116809 769754 119747 97175 51085 79048
"200804" 11071550 10497890 32717 540943 11071550 91187 20178 16373 87039 16395 2248056 666338 314694 8831 1331 3395 455873 4863990 1865768 375429 36673 1114295 776054 119469 98685 45001 75086
"200901" 11065823 10502377 30018 533428 11065823 89187 19020 16137 87217 16354 2253135 654938 316250 8689 1739 3368 472893 4943534 1781275 368435 33652 1096549 769673 115961 97011 40217 73687
"200902" 11013811 10464034 26776 523001 11013811 87187 17861 15772 88683 18898 2300340 556632 319025 8567 1811 3381 455604 5068631 1682581 356054 32784 1074656 781230 90002 96088 36125 71211
"200903" 10926272 10397080 23319 505873 10926272 85187 16704 15332 90718 22792 2212604 534489 317689 8518 1919 3367 448590 5192139 1599602 345138 31484 1051368 766752 87908 94958 32722 69028
"200904" 10861005 10336736 20326 503942 10861005 83187 15546 14923 91942 22061 2261287 448633 317908 5627 2047 3351 444123 5266500 1528662 327661 27547 1032094 761745 79954 94571 30292 65532
"201001" 10747915 10237529 18398 491988 10747915 81187 14387 14538 93874 23223 2222577 444536 320114 5400 2074 3360 4795690 942322 1442268 316976 25389 1013353 751461 78395 92704 27398 63395
"201002" 10684813 10189085 15938 479789 10684813 79187 13229 14179 93060 23885 2198632 438677 322643 5247 2142 3356 4776257 1004632 1383628 303304 22755 995598 741290 76575 91798 25274 60661
"201003" 10611955 10124685 14788 472482 10611955 77187 12071 13928 95492 23583 2196578 436955 326440 5316 2136 3400 4725708 1051049 1325398 295263 21451 975336 726883 75492 90241 23667 59053
