"DATES" "FL893163005.Q" "FL103163003.Q" "FL263163003.Q" "FL793163005.Q" "FL763163005.Q" "FL443163053.Q" "FL673163005.Q" "FL613163003.Q" "FL643163003.Q" "FL663163003.Q" "FL503163005.Q" "FL893163005.Q" "FL153063005.Q" "FL213063003.Q" "FL313063763.Q" "FL263063005.Q" "FL763063005.Q" "FL443063005.Q" "FL473063003.Q" "FL513063003.Q" "FL543063005.Q" "FL573063005.Q" "FL223063005.Q" "FL343063005.Q" "FL633063003.Q" "FL653063005.Q" "FL553063003.Q" "FL563063003.Q" "FL403063005.Q" "FL613063003.Q" "FL643063003.Q" "FL663063005.Q" "FL503063005.Q"
"198903" 1559998 939038 108768 512192 113731 19639 184205 158267 18265 10128 7957 1559998 172760 14564 0 196310 79563 96873 0 76139 498894 132825 149978 13 3884 52607 16978 0 0 37252 0 31358 0
"198904" 1603483 961079 116949 525455 113733 18264 194110 162688 18020 13783 4857 1603483 178050 15000 0 207783 84093 90960 0 79311 511045 137758 152597 18 3731 54624 16660 0 0 38981 0 32872 0
"199001" 1626041 967962 125507 532572 112041 17482 201446 164666 17772 12289 6876 1626041 177651 15313 0 208943 85866 92748 0 82105 524257 140647 155216 27 4128 55021 18324 0 0 38818 0 26977 0
"199002" 1664703 984418 130414 549871 111289 14331 214323 170880 18243 10825 9980 1664703 185142 15501 0 212688 84728 86815 0 84606 540634 148387 153595 37 5346 58316 17234 0 0 40978 0 30696 0
"199003" 1677305 991867 130904 554534 106396 13186 223626 171573 17389 14312 8052 1677305 187632 15689 0 212781 84371 81550 0 86930 555518 153299 148832 46 2758 58033 16594 0 0 42534 0 30738 0
"199004" 1732840 1008167 144717 579956 108925 12706 237786 179451 18078 15289 7721 1732840 237642 16000 0 208657 88699 75622 0 89192 566879 157547 142136 92 1983 59321 15741 0 0 44427 0 28902 0
"199101" 1772143 1027331 147846 596966 110989 11626 246900 183487 18554 16421 8989 1772143 253842 16422 0 213477 90316 69296 0 91871 577500 164854 136287 117 2390 64925 15133 0 0 46522 0 29191 0
"199102" 1818815 1051467 150597 616751 111757 11172 258999 186467 18246 18154 11956 1818815 266326 16938 0 219068 90839 63352 0 94093 593167 167694 134043 130 3248 72431 15017 0 0 48812 0 33657 0
"199103" 1856182 1071876 154508 629798 110498 8826 274206 187118 17780 18212 13158 1856182 251694 17485 0 222860 93224 70966 0 95859 598840 174633 141610 142 2848 79986 14431 0 0 54108 0 37496 0
"199104" 1915615 1086935 176774 651906 113151 8626 284230 194283 17946 19000 14670 1915615 270941 18000 0 236011 96345 72682 0 97168 595082 178737 144711 157 3830 87699 14102 0 0 59266 0 40884 0
"199201" 1958973 1106050 177773 675150 116177 7153 298343 196335 19077 19686 18379 1958973 272137 18453 0 240061 94508 71827 0 97836 607791 185406 150253 178 3830 97794 15405 0 0 58637 151 44706 0
"199202" 2004000 1125491 182760 695749 117906 6570 311255 199431 17917 23104 19566 2004000 277295 19312 0 246024 93097 69920 0 97678 624795 190298 154222 195 5107 106199 15976 0 0 55935 352 47595 0
"199203" 2045316 1140928 186673 717715 122651 5910 325499 199862 17888 22706 23199 2045316 264706 20165 0 251151 96323 72998 0 97435 638765 199792 149372 220 5563 114189 16702 0 0 59092 654 58189 0
"199204" 2096542 1154504 200817 741221 127646 5476 338675 203140 18229 21694 26361 2096542 283158 20900 0 245958 94744 80003 0 97846 653943 206503 156882 241 6295 118683 18342 0 0 61171 1015 50858 0
"199301" 2163791 1175932 220691 767168 131372 5000 353742 204860 18329 19323 34542 2163791 284450 22116 0 240080 98512 81679 0 98854 674533 214648 160697 262 7454 132808 19802 0 1000 64966 1079 59851 1000
"199302" 2220222 1194857 236841 788524 133346 4347 368474 205663 17169 22754 36771 2220222 285381 23613 0 247310 97677 83310 0 100394 688168 218103 165381 293 8844 146000 21262 0 3000 67343 1143 61000 2000
"199303" 2307361 1212857 268207 826297 134186 4192 391708 213185 16696 26419 39911 2307361 281174 25104 0 254263 99051 88029 0 101975 706550 230599 175780 332 10546 156928 22722 0 7000 71449 1109 71750 3000
"199304" 2400816 1229707 309666 861443 134875 3935 416476 215641 16821 33734 39961 2400816 320614 26500 0 261425 98201 89114 0 103106 719476 233742 179017 360 11737 169287 24182 0 11053 74787 1170 73045 4000
"199401" 2448585 1238257 310000 900328 134539 3825 439455 222049 16550 31258 52652 2448585 324956 27850 0 269307 97182 97354 0 104863 738368 229616 173379 394 13968 176150 23090 0 13100 75602 1408 76998 5000
"199402" 2483562 1247607 309248 926707 135048 3506 453487 230588 15800 31324 56954 2483562 337066 29200 0 280025 98592 96657 0 106620 747619 230089 169514 403 13922 177960 21998 0 15200 77603 1645 67449 12000
"199403" 2519673 1251457 315553 952663 136181 3236 464488 239951 15950 29419 63438 2519673 335247 30550 0 290761 100723 92668 0 108376 763872 229809 177620 414 14558 176715 20906 0 17300 79283 1883 66488 12500
"199404" 2540347 1253007 310391 976949 142619 3099 474346 247383 15265 34255 59982 2540347 359350 31900 0 273458 102479 86739 0 110133 779367 227112 179142 413 15162 172442 19814 0 19989 82376 2120 64351 14000
"199501" 2600475 1270165 314250 1016060 147359 3081 482851 267460 15284 26870 73155 2600475 371974 33542 0 285510 100941 84873 0 113500 800306 232331 183707 422 15136 172652 21170 0 23238 87339 2152 57682 14000
"199502" 2695179 1306093 329339 1059747 154165 3120 503514 278093 15328 26844 78683 2695179 384518 35730 0 296279 102535 86542 0 116700 829356 235869 187618 437 16738 180125 22526 0 26318 89347 2184 66357 16000
"199503" 2789417 1329673 346029 1113715 159817 3132 538738 286516 15353 27368 82791 2789417 431084 37293 0 309322 108592 84830 0 120001 838370 237286 189288 455 18802 187014 23882 0 24145 90055 2215 66783 20000
"199504" 2929010 1357204 413310 1158496 161119 3063 565119 300024 15492 29300 84379 2929010 466523 38979 0 355287 110521 78535 0 123290 867005 241144 189245 483 21513 185531 25238 0 29920 95345 2887 73814 23750
"199601" 3006208 1390652 427339 1188217 155948 2872 582732 307509 15631 21360 102165 3006208 481529 42719 0 371124 109293 79861 0 125684 876485 246393 197582 515 24617 195134 25704 0 29401 96890 3558 72438 27281
"199602" 3099046 1422668 432793 1243585 161571 3077 613888 319009 15827 24649 105564 3099046 519145 45872 0 386902 109922 78075 0 134599 882438 250256 202478 517 25022 205046 26170 0 26976 98291 4230 72107 31000
"199603" 3165438 1447454 454062 1263922 164244 2736 621575 324439 16060 26068 108800 3165438 518659 48229 0 407717 110157 76260 0 140405 906615 246964 205112 535 24550 209421 26636 0 26554 102407 4873 75031 35313
"199604" 3266984 1485179 481411 1300394 168903 2708 634317 336794 16791 27281 113600 3266984 514632 49680 0 432118 111602 68597 0 141583 946164 244461 211425 540 23908 218503 27102 0 38064 110801 4326 86930 36548
"199701" 3306195 1515565 486734 1303896 171841 2643 628623 330937 18263 26567 125022 3306195 482643 47269 0 449098 117893 67869 0 143616 963210 253389 221805 544 26363 223616 27093 0 38017 110934 4897 93380 34559
"199702" 3415285 1558686 499509 1357090 180062 2591 640613 354025 20204 35301 124294 3415285 493442 49753 0 467523 121257 67166 0 148507 997281 260701 229672 550 27741 234560 27084 0 39215 117766 6033 91459 35575
"199703" 3497572 1613799 531920 1351853 184171 2827 634686 333280 26140 33583 137166 3497572 512017 50000 0 487852 130264 58460 0 153786 1007819 268987 233301 560 32666 248400 27075 0 34690 111370 6008 99173 35144
"199704" 3619970 1666280 543396 1410294 192648 2827 662198 341480 31637 35340 144164 3619970 526900 51000 0 498221 140549 58714 0 159500 1041739 278468 244545 584 36387 259437 27066 0 44102 120521 6465 92645 33127
"199801" 3763111 1731059 555945 1476107 204967 2572 678484 353112 39799 35082 162091 3763111 551749 52500 0 521027 150887 57980 0 163821 1068648 280342 254681 609 44867 281389 28237 0 43180 127383 8048 98163 29600
"199802" 3957185 1805492 585721 1565972 209198 2737 730718 367312 47662 40084 168261 3957185 603696 56434 0 557757 154031 65313 0 166214 1087325 279919 264221 624 68268 298641 29408 0 48611 130668 8420 101105 36530
"199803" 4024794 1844767 579194 1600833 214409 2611 760740 357968 50149 39435 175521 4024794 593324 58302 0 576830 161430 73570 0 168165 1105157 284635 274628 665 77040 304223 30579 0 57154 121165 7678 91261 38988
"199804" 4132763 1881222 594400 1657141 220221 2582 794631 365643 53377 42533 178154 4132763 590516 62434 0 589714 176222 88639 0 171065 1124376 298850 279600 717 82203 321966 31750 0 68721 127605 6070 74720 37595
"199901" 4298336 1944045 596669 1757622 229015 2810 822493 394718 59636 34756 214194 4298336 656212 65180 0 619995 156892 104386 0 172497 1147489 304721 286981 735 89418 331494 31859 0 74764 137978 5602 82383 29750
"199902" 4421770 2012906 595286 1813578 230575 2676 853098 413684 58091 30182 225272 4421770 653217 67653 0 648872 179549 109924 0 177806 1160325 315655 288017 741 96629 343076 32742 0 76379 141965 5548 86463 37209
"199903" 4525900 2071138 604673 1850089 241334 3030 859431 428899 58879 34623 223893 4525900 647322 70172 0 695771 189414 106281 0 179610 1167143 322752 310694 731 112896 348259 32574 0 84426 140434 5242 82332 29847
"199904" 4460622 2106669 548233 1805720 240605 2732 809478 430317 61744 25309 235535 4460622 502640 74029 0 673083 210077 111945 0 181106 1166868 341938 310038 704 124781 348246 33537 0 97518 154573 9169 86599 33771
"200001" 4555619 2154917 561984 1838718 248891 2727 809502 447137 62902 36416 231143 4555619 476846 76783 0 713314 203373 115694 0 182270 1185788 333628 325300 668 171921 342312 33964 0 101009 157329 9063 102574 23783
"200002" 4635804 2190494 552931 1892379 258408 2737 809612 484002 64283 36247 237090 4635804 518484 78947 0 751484 207833 110570 0 183258 1191258 317990 310008 660 179872 338141 33456 0 112890 159425 9316 101083 31129
"200003" 4738929 2229437 568715 1940777 266583 3385 819991 508183 65365 42588 234682 4738929 535768 81721 0 793780 241580 107251 0 186232 1204975 296614 310917 672 179338 339606 32289 0 120608 167189 8361 108109 23919
"200004" 4826447 2270337 572692 1983418 273198 6251 857691 503255 64602 40944 237477 4826447 551171 83811 0 841774 266076 109414 0 187526 1214814 265651 314225 731 180182 337677 30872 0 131133 173357 9354 103760 24919
"200101" 5154462 2378732 576501 2199229 293073 6088 1013005 535716 67455 35007 248885 5154462 716962 86255 0 905411 279382 95947 0 189118 1246943 266901 296633 997 201211 354712 29154 0 139852 177258 8439 114687 44600
"200102" 5333175 2491176 570994 2271005 295314 6383 1060488 544301 65151 43913 255455 5333175 759372 89948 0 968126 308401 93198 0 189117 1277518 257166 278142 1080 204753 373447 27661 0 155864 170048 7862 122200 49272
"200103" 5422715 2537110 548466 2337139 302141 6075 1101800 558826 67025 47064 254208 5422715 707697 91469 0 1000062 326936 88115 0 192395 1312948 251979 282050 1431 207685 382830 25545 0 165466 176461 7824 141662 60160
"200104" 5577887 2613695 557062 2407130 310158 3639 1150752 571319 69242 42343 259677 5577887 730318 95108 0 1018665 363062 83863 0 196443 1334347 242504 279658 1610 222488 403077 27073 0 155735 192367 9778 151023 70768
"200201" 5752738 2680216 568073 2504449 304847 3453 1225831 579901 69900 38425 282092 5752738 784334 97186 0 1060854 359672 83342 0 196936 1367198 250845 277666 1588 212069 424297 30343 0 168159 188175 9573 158181 82320
"200202" 5912905 2728068 569801 2615036 313819 2945 1295787 604567 74425 42805 280688 5912905 851175 99212 0 1118217 343488 85215 0 197200 1389128 266489 262475 1697 200143 442154 29074 0 178512 192700 11130 174895 70001
"200203" 5960179 2722383 577742 2660054 317367 2880 1340457 592315 79714 46614 280707 5960179 829872 100758 0 1131597 351961 85826 0 196118 1422003 266208 239673 2066 214002 448934 26830 1648 188586 201971 12514 172343 67269
"200204" 6255746 2747060 702742 2805944 332182 3439 1421006 635288 83260 40624 290145 6255746 1093594 104168 0 1123036 359886 79857 22083 198875 1440045 254075 217265 2818 228129 453437 27146 1753 189268 210467 10351 183078 56415
"200301" 6453875 2789400 701169 2963306 352939 4780 1523952 652051 86800 50232 292552 6453875 1044987 104101 0 1176233 449191 81875 24871 202998 1496253 257814 193842 3892 232217 474866 32577 1916 198970 219026 15067 170490 72689
"200302" 6652641 2861677 715198 3075766 359703 4843 1595813 678261 91084 46175 299887 6652641 1031459 107316 0 1235049 450174 75390 27473 206524 1548927 262184 171488 3905 253459 503629 47193 2280 200724 235140 14264 191988 84075
"200303" 6730767 2883987 704078 3142702 361217 4996 1625547 703846 97806 48640 300650 6730767 934486 108324 0 1286243 452899 68558 23616 211668 1578971 268777 190290 3553 254664 515174 55406 2179 205168 253769 17055 201843 98124
"200304" 7047185 2899001 868948 3279236 378400 5124 1692880 743228 107089 46991 305524 7047185 1025270 111287 0 1330015 481243 71870 24349 218854 1610451 275348 207406 3234 258665 531953 58767 2383 222812 263751 18881 219299 111347
"200401" 7238035 2927917 888109 3422009 388955 5976 1785248 753330 117683 59978 310839 7238035 1037218 113033 0 1374039 499943 63903 26841 228230 1656159 278507 222756 3119 252717 557159 60360 2766 258966 258880 24536 214940 103963
"200402" 7388317 2928447 892559 3567311 402649 5037 1904939 759260 126407 60596 308423 7388317 1040994 113738 0 1428386 491160 58907 24799 234085 1692960 275137 237429 2985 261449 562650 63730 2909 297503 248908 27583 229721 93284
"200403" 7609623 2940608 928633 3740382 417997 5954 2031023 766945 144705 68897 304861 7609623 1036727 115644 0 1515211 530043 57517 21754 240664 1728691 271364 229066 3044 253341 578098 64097 3104 338358 253082 33113 238203 98502
"200404" 7921784 2974452 984978 3962354 437439 7618 2136113 817353 183846 62237 317748 7921784 1140661 118235 0 1558882 563614 59162 24966 245254 1756344 267803 213450 2972 260986 596808 67630 3349 414801 256037 35992 237991 96847
"200501" 8158566 2981089 998487 4178990 457278 7514 2282348 849465 195883 65026 321476 8158566 1162265 120579 0 1615750 623938 62366 27004 251691 1791424 270743 218032 2937 249730 612510 69484 3942 424456 248228 38465 256096 108926
"200502" 8387898 2988891 1025781 4373226 464974 7690 2429949 865142 212281 63720 329470 8387898 1190776 122773 0 1695499 670330 64203 24561 254553 1805507 277821 223141 2980 233111 633377 69405 4283 444882 252567 44024 277761 96344
"200503" 8485958 3013262 1040743 4431953 474516 7549 2576906 753761 219506 70720 328995 8485958 1138282 125408 0 1788422 698650 74877 19839 262364 1823983 284733 213545 2998 245900 652722 69879 4921 462936 204224 49655 279551 83069
"200504" 8693546 3031122 1011554 4650870 494111 8650 2717250 806478 216679 62361 345341 8693546 1298474 127249 0 1762901 686972 80200 23477 262751 1824815 289990 227913 2949 263183 662676 69332 5287 465676 203548 52977 315704 67472
"200601" 9013999 3082413 1044790 4886796 505910 8456 2915389 810930 227550 71136 347425 9013999 1370357 130027 0 1865513 707838 91765 27709 267458 1848880 292132 238325 2895 278500 691020 72384 5695 473144 200501 55100 319756 75000
"200602" 9312383 3133190 1103135 5076058 528553 9630 3048076 832620 230081 72769 354329 9312383 1453979 133210 0 1976094 734522 95515 25541 271101 1855766 301209 257143 2857 294871 708520 75603 6210 479124 189849 58720 327412 65137
"200603" 9580258 3167183 1166636 5246439 539817 10488 3208000 824020 233615 74011 356488 9580258 1435730 136241 0 2134160 749734 92811 25123 273331 1857244 315193 271714 2917 340874 732578 74297 6642 476660 183508 59958 340123 71420
"200604" 9981107 3246691 1275515 5458901 570146 10695 3362071 849666 230581 68788 366954 9981107 1552038 139383 0 2320511 780309 92721 30629 276987 1819530 317647 283401 2928 368276 766984 75074 7646 481737 184833 64611 355486 60376
"200701" 10454199 3318258 1346316 5789625 591368 11021 3530063 963584 246113 83652 363824 10454199 1654914 141324 0 2500956 804038 110469 36606 279758 1837375 325026 276049 2947 385694 799181 75604 8541 493010 189133 63727 400261 69586
"200702" 10740229 3413635 1419229 5907365 625153 11002 3611550 959819 242353 93615 363873 10740229 1565424 145441 0 2679310 848457 125997 35934 282557 1849326 334892 278056 2916 426030 839633 79835 10268 501240 191967 65590 418032 59324
"200703" 11132877 3468680 1468738 6195459 655001 10218 3834447 983875 237637 86273 388008 11132877 1734959 145967 0 2678075 922542 138184 36197 285384 1867999 343900 289077 2970 414184 867683 76921 11571 480572 195949 38588 416966 185189
"200704" 11425115 3557872 1587089 6280154 688745 10405 3892294 974097 231327 64803 418483 11425115 2005377 147185 0 2719131 978219 142188 34551 282900 1862595 357438 296972 3025 376808 889942 74047 13815 464350 189350 34430 382792 170000
"200801" 11507551 3603123 1581055 6323373 723922 10712 3884792 1004507 207735 80369 411336 11507551 1945995 147324 0 2718071 992020 143999 32881 279296 1866565 362337 302736 3552 398174 914361 70900 16819 460816 198352 23428 362689 267236
"200802" 11559273 3691837 1573336 6294100 781159 10941 3805766 989288 206822 84481 415643 11559273 1911347 147328 0 2786162 964648 143749 32297 276248 1867035 376732 312403 3419 381742 961591 67731 20438 437606 197768 21568 264958 384503
"200803" 11375346 3714943 1481549 6178854 732603 2438 3759910 980544 194816 76926 431617 11375346 1866712 146449 0 2722149 956022 118403 29738 271016 1844943 385806 311439 3378 286045 963606 61850 23115 404635 195057 20066 208208 556709
"200804" 11006111 3762457 1237284 6006370 818024 2436 3568258 924456 176234 97067 419895 11006111 1945116 142941 0 2353984 979941 108485 25654 267503 1817047 400112 312860 2941 228027 959881 49519 27693 386606 192364 14394 123788 667255
"200901" 11425706 3907252 1267137 6251317 1210978 1950 3437896 906840 168272 82039 443342 11425706 2349182 143233 0 2317057 957388 112821 17611 272507 1847249 413928 310533 2838 217819 1004794 48520 34304 367447 199695 13658 102227 692895
"200902" 11414915 4006379 1318724 6089812 1216447 2179 3319721 856633 161032 97137 436663 11414915 2309675 145640 372 2268060 939002 108637 17969 280722 1865370 424085 310248 2823 198141 1040935 51208 40955 384273 204739 15392 120561 686108
"200903" 11415439 4073890 1339458 6002091 1225367 2349 3218309 854287 159560 104025 438194 11415439 2231964 148983 546 2241523 949384 105830 17865 289005 1890512 433968 307678 2952 168081 1071178 53496 47799 385128 199890 17050 152257 700350
"200904" 11413611 4144077 1493585 5775949 1182477 2283 3051818 837488 151245 92851 457787 11413611 2051963 150993 560 2474428 867672 85149 18647 298304 1914682 442892 310142 2991 169915 1106086 55313 55328 310800 198615 17600 171282 710249
"201001" 11406112 4252187 1528945 5624980 1411666 3192 2635193 858223 157649 92252 466805 11406112 2044085 154165 581 2447392 787638 81738 18489 298540 1946735 452516 310252 3032 175591 1155733 56939 60379 324750 185636 19518 170807 711596
"201002" 11326243 4309434 1527452 5489357 1393319 2992 2530632 834560 160378 100907 466569 11326243 1952522 152828 652 2428048 768929 81499 18381 297678 1962864 462058 311264 3105 168567 1179410 54876 65466 313009 188721 20098 166100 730168
"201003" 11427816 4431128 1559880 5436808 1442869 2762 2425717 825925 163640 106012 469883 11427816 1828509 156823 757 2441564 904105 76792 11539 299703 2004218 469238 311079 3446 159492 1224246 56550 73893 308285 182331 21743 188843 704661
