"DATES" "FL893170005.Q" "FL163170003.Q" "FL103170005.Q" "FL113170003.Q" "FL133170005.Q" "FL213170003.Q" "FL313170005.Q" "FL263170003.Q" "FL663170003.Q" "FL893070005.Q" "FL103070005.Q" "FL113070003.Q" "FL213070003.Q" "FL313070000.Q" "FL263070005.Q" "FL513070003.Q" "FL673070003.Q" "FL903070005.Q"
"197002" 195790 6100 146363 5658 4786 21328 5692 5263 600 225032 189675 7860 10184 6971 6215 4127 0 -29242
"197003" 198420 6300 148279 5554 4857 21884 5572 5374 600 228049 192568 7418 10351 6809 6657 4246 0 -29629
"197004" 203610 6460 153602 4802 4753 22451 5351 5581 610 226956 191389 6623 10630 6556 7388 4370 0 -23346
"197101" 204224 6650 151671 6236 4985 23028 5349 5685 620 230047 193247 8333 10701 6120 7203 4443 0 -25823
"197102" 206310 6800 153719 5428 5300 23619 4956 5858 630 232391 196592 8152 10839 5260 7077 4471 0 -26081
"197103" 210370 7120 156998 5151 5419 24212 4877 5943 650 237947 201971 8530 11062 5024 6839 4521 0 -27577
"197104" 220192 7340 167228 4377 5419 24823 4228 6107 670 240105 203801 8123 11559 4852 7109 4661 0 -19913
"197201" 219724 7500 166069 4742 5271 25443 3945 6064 690 247066 210218 8636 11582 4856 6879 4895 0 -27342
"197202" 223439 7670 168842 4958 5604 26058 3512 6085 710 253462 215549 8824 11785 4866 7209 5229 0 -30023
"197203" 233713 7850 177323 5624 5642 26684 3754 6106 730 262329 222993 9386 12291 4693 7392 5574 0 -28616
"197204" 248611 8180 190373 5080 5891 27334 4429 6574 750 269910 230207 8770 13013 4033 8045 5842 0 -21299
"197301" 253680 8220 191868 8044 5879 27998 4183 6728 760 281281 240370 9240 13297 4143 8181 6050 0 -27601
"197302" 269489 8520 203022 11079 6265 28670 4250 6913 770 294501 251373 9753 14058 4476 8623 6218 0 -25012
"197303" 283073 8700 211491 14293 6506 29360 4491 7452 780 309120 264071 10376 14726 4378 9210 6359 0 -26047
"197304" 306260 8910 228428 17653 6728 30081 5219 8451 790 316776 269317 11086 15840 4307 9741 6485 0 -10516
"197401" 310755 9170 228286 19491 7180 30845 4918 10055 810 331845 281929 12540 16116 4516 10105 6639 0 -21090
"197402" 325090 9600 238995 20842 7482 31662 5039 10640 830 349798 297374 13632 16846 4740 10442 6764 0 -24708
"197403" 337000 9780 248794 20979 7505 32508 5567 11017 850 359601 305285 13821 17457 5097 11056 6885 0 -22601
"197404" 254755 10060 165205 20145 7398 33375 6165 11537 870 296779 245519 13288 13802 5305 11845 7020 0 -42024
"197501" 247751 10107 153059 20326 7594 34302 10140 11333 890 314988 262584 13693 13581 5402 12546 7182 0 -67237
"197502" 250412 10210 153416 20476 7914 35217 10737 11532 910 323174 269070 14062 13772 5924 12987 7359 0 -72762
"197503" 263522 10391 163619 20547 8257 36161 11616 12001 930 340875 285011 14341 14447 6315 13235 7526 0 -77353
"197504" 277958 10555 176372 20559 8382 37147 11791 12202 950 329152 271441 14551 15191 6495 13806 7668 0 -51194
"197601" 273021 10693 167962 20872 8722 38163 13581 12058 970 349464 290075 14542 15055 6499 15368 7925 0 -76443
"197602" 284762 10635 176210 21231 9354 39153 14615 12574 990 366357 305080 14666 15648 6882 15849 8232 0 -81595
"197603" 294477 10723 182625 21703 9649 40131 16469 12167 1010 382090 317988 15123 16158 6984 17278 8559 0 -87613
"197604" 310530 10717 195180 22267 9789 41108 17920 12519 1030 369936 302449 15849 16917 6949 18894 8878 0 -59406
"197701" 315884 10824 196568 22654 11052 42121 19245 12370 1050 393723 325485 15878 17252 6768 19147 9193 0 -77839
"197702" 326934 10864 204530 23042 11958 43163 20144 12163 1070 408509 338436 16826 17845 6583 19309 9510 0 -81575
"197703" 334707 10902 210061 23432 12265 44208 21142 11607 1090 428958 355283 18221 18278 7037 20303 9836 0 -94251
"197704" 354468 11092 227047 23823 11999 45264 21125 13018 1100 422773 346406 19976 19261 6187 20767 10176 0 -68305
"197801" 361432 11306 229719 23794 12614 46325 22185 14369 1120 447032 366132 21559 19667 7376 21768 10530 0 -85600
"197802" 377853 11570 241512 23950 13418 47485 22795 15983 1140 473706 389338 23113 20539 7836 21983 10897 0 -95853
"197803" 389172 11724 247814 24568 13948 48684 23801 17473 1160 503424 415102 24594 21163 8077 23214 11274 0 -114252
"197804" 417960 11879 271823 25555 14011 49920 25537 18045 1190 501335 407281 26018 22572 8912 24896 11656 0 -83375
"197901" 425397 12119 275152 26802 14751 51131 26425 17777 1240 534541 438034 27421 23021 9151 24807 12107 0 -109144
"197902" 444584 12262 289137 28168 15634 52417 27429 18267 1270 560569 459209 28676 24027 9892 26160 12605 0 -115985
"197903" 466635 12298 305384 29833 16177 53763 28642 19238 1300 595106 490540 29563 25158 10224 26508 13113 0 -128471
"197904" 492599 12627 327378 31737 16278 55163 27820 20256 1340 587399 479655 30154 26463 11313 26223 13591 0 -94800
"198001" 498881 12885 328407 33021 16785 56618 28929 20836 1400 622500 511553 30642 26878 12838 26508 14081 0 -123619
"198002" 496573 13058 321601 34262 17088 58070 29272 21722 1500 630224 510604 31168 26900 13316 33655 14581 0 -133651
"198003" 509856 13403 328719 35397 17385 59521 29905 23926 1600 653327 530436 31791 27613 14443 33964 15080 0 -143471
"198004" 542623 13806 356520 36446 17367 61004 30090 25690 1700 656763 529353 32492 29217 15091 35035 15575 0 -114140
"198101" 567661 13969 374568 37819 17531 62575 31748 27651 1800 701835 572031 33031 30482 15733 34369 16189 0 -134174
"198102" 577913 14261 381680 39154 18545 64119 32152 26102 1900 721478 588802 33808 31017 16495 34477 16879 0 -143565
"198103" 576949 14430 378052 40394 18761 65670 31906 25736 2000 737885 603446 35180 31069 17133 33474 17583 0 -160936
"198104" 582763 14776 383423 41560 18404 67268 30629 24603 2100 711506 574123 37028 31551 17633 33054 18117 0 -128743
"198201" 571902 14927 372047 42964 17629 68871 31930 21334 2200 720075 580813 38721 31190 18712 31965 18674 0 -148173
"198202" 580691 15086 374910 44182 18947 70507 33893 20866 2300 731219 587005 40591 31687 19968 32762 19206 0 -150528
"198203" 587454 15307 377195 44937 19601 72174 35475 20315 2450 744575 598450 42703 32091 19852 31754 19725 0 -157121
"198204" 605521 15607 394163 45322 19139 73883 35388 19419 2600 723339 569115 45009 32899 22425 33649 20242 0 -117818
"198301" 588857 16186 376759 45244 17382 75605 35729 19260 2692 735853 581521 46965 32231 23698 30685 20753 0 -146996
"198302" 596814 16720 380096 45244 18370 77337 37706 18120 3221 760486 602729 48878 32688 24780 29937 21254 220 -163672
"198303" 598091 17324 376903 45438 18649 79124 39459 18111 3083 793796 630051 50683 32866 25071 32934 21751 440 -195705
"198304" 629117 18048 401994 45786 18566 80925 40389 18323 5086 794978 626517 52404 34398 26191 32569 22239 660 -165861
"198401" 642143 18729 410679 46719 17488 82787 42895 18819 4027 836340 662415 54394 35090 27510 33180 22871 880 -194197
"198402" 668457 19551 429080 47849 18277 84700 45666 19201 4133 874553 693100 56277 36415 29795 34263 23603 1100 -206096
"198403" 673225 20290 428203 49470 18403 86673 47579 17880 4727 902787 717799 57892 36765 31057 33633 24321 1320 -229562
"198404" 686361 21191 436676 51483 17640 88686 47521 17699 5465 882105 694120 59293 37508 31273 33371 25000 1540 -195744
"198501" 687063 21812 433874 52858 16265 90755 50484 16816 4199 916380 724675 60657 37683 33352 32609 25644 1760 -229317
"198502" 699950 22677 437622 54220 17033 92916 53327 16875 5280 931532 736169 61926 38424 35083 31697 26253 1980 -231582
"198503" 703229 23746 434607 55551 16600 95138 55834 16054 5699 945202 746326 62957 38725 36123 32112 26759 2200 -241973
"198504" 752405 24317 479653 56858 10477 97421 58161 17520 7998 942576 739342 63798 41283 34952 33591 27190 2420 -190171
"198601" 706522 25037 444559 44195 10802 99811 60025 15348 6745 931676 724905 69046 39252 34455 32921 28457 2640 -225154
"198602" 705518 25606 439233 44445 6732 102242 64805 15161 7294 951675 739512 71303 39528 35161 33762 29549 2860 -246157
"198603" 720166 25981 445482 44819 5194 104719 70542 16352 7077 975637 759201 73364 40386 34213 34388 31005 3080 -255471
"198604" 760848 26589 477971 45531 6394 107196 72774 16761 7632 961526 741486 74822 42216 32630 35010 32062 3300 -200678
"198701" 774723 29412 477734 46631 8960 109713 74779 18707 8787 999719 772240 75513 42807 37905 34481 33097 3676 -224996
"198702" 773889 30032 473369 48170 6093 112239 76115 19447 8424 1018490 788985 75274 43037 39389 33867 33842 4096 -244601
"198703" 790755 30136 482992 49732 5276 114798 78554 20375 8892 1044375 811164 75167 43964 40469 34440 34607 4564 -253620
"198704" 834347 31272 522356 50899 6068 117382 80251 19291 6828 1044033 805346 76252 45983 40608 35109 35651 5084 -209686
"198801" 849757 31881 524786 51681 9308 120013 83074 20714 8300 1085896 841376 78516 46643 41759 34998 37137 5467 -236139
"198802" 862774 32490 534527 52088 6386 122725 85995 19150 9413 1128768 877010 81939 47514 41875 35483 39068 5879 -265994
"198803" 866287 33098 531229 52498 5867 125469 87205 21909 9012 1147795 890081 85529 47804 40550 36514 40996 6321 -281508
"198804" 934232 41271 576096 53288 11518 128273 88217 27021 8548 1162115 895916 88294 50757 40682 37209 42460 6797 -227883
"198901" 948612 44916 577312 54479 11572 131129 91114 29627 8463 1200414 927042 90464 51488 42390 38444 43489 7097 -251802
"198902" 964457 49278 581921 56089 9578 134059 94818 30182 8532 1234575 955263 92268 52449 43782 39245 44171 7397 -270118
"198903" 970704 53680 577571 57663 9417 137021 96253 30883 8216 1245844 964676 93781 52866 43963 38160 44701 7697 -275140
"198904" 997171 57444 597901 58747 8367 140070 96849 29788 8005 1225012 937992 95080 54242 43876 39824 45276 8722 -227841
"199001" 986124 60404 588308 59413 9119 143226 94290 25269 6095 1236245 943706 96140 53795 46080 40319 45835 10370 -250121
"199002" 998280 63414 593497 59733 8172 146388 95584 25626 5866 1276913 979042 96941 54533 47088 40663 46317 12329 -278633
"199003" 1024408 65775 616321 59873 5865 149611 94726 26517 5720 1318311 1012945 97495 55975 46090 44379 46769 14658 -293903
"199004" 1038776 66788 626310 59997 6971 152966 91054 28587 6103 1274626 967178 97817 56691 42141 46134 47238 17427 -235850
"199101" 1008227 69141 587704 59929 10826 156318 88670 29865 5774 1256631 950905 97716 55161 41281 45470 47734 18364 -248404
"199102" 1025638 71495 600650 59489 8167 159692 89418 30258 6469 1287225 980610 97500 56201 40363 44909 48290 19352 -261587
"199103" 1044941 73848 616179 59226 6969 163129 89480 29908 6202 1303315 995877 96420 57271 39797 44771 48786 20393 -258374
"199104" 1084657 76202 649415 59686 8777 166624 85530 31638 6785 1269660 961380 96724 59091 37508 44365 49102 21490 -185003
"199201" 1069346 77669 627620 60918 10801 170197 84944 31195 6002 1288542 977573 97908 58386 38176 44923 49210 22366 -219196
"199202" 1093823 79138 646811 62964 7426 173782 86055 31215 6432 1331812 1019494 99961 59795 35602 45592 49085 22283 -237989
"199203" 1108172 80605 655379 64350 6556 177377 85154 32197 6554 1344703 1031412 102668 60597 32351 45590 48953 23132 -236531
"199204" 1143751 82073 682817 66602 8130 180995 82730 33015 7389 1306637 988942 103812 62201 30831 46036 49040 25775 -162886
"199301" 1139911 83571 666438 66714 11616 184669 83749 35053 8101 1345873 1025995 106272 61958 30550 45761 49327 26010 -205962
"199302" 1148399 85068 668865 66875 9107 188427 85270 34856 9931 1377621 1057388 107041 62638 28921 45291 49790 26552 -229222
"199303" 1163176 86566 678048 67000 7741 192213 87214 33957 10437 1404791 1082549 107576 63516 29103 46531 50291 25225 -241615
"199304" 1212533 88063 719258 67301 9008 196046 85680 37108 10069 1364121 1035046 108731 65802 28443 47049 50693 28357 -151588
"199401" 1206411 89355 701141 68726 11592 199915 86002 37424 12256 1398253 1064540 112710 65516 27736 47543 51253 28955 -191842
"199402" 1237955 90659 728065 70670 7882 203855 86878 39957 9989 1449969 1111514 116549 67321 26966 47903 51812 27904 -212014
"199403" 1258151 91975 742957 71901 7408 207918 86277 39458 10257 1472137 1125020 121182 68439 26560 47347 52372 31217 -213986
"199404" 1321025 93230 796530 73780 10082 212041 85461 40752 9149 1464610 1106979 125024 71244 24664 48598 52931 35170 -143585
"199501" 1321245 94993 786451 77015 13104 216249 83426 40986 9021 1497785 1131862 130824 71266 25058 46600 54023 38152 -176540
"199502" 1342772 96804 799388 78758 10702 220554 82645 44591 9330 1529250 1156199 133440 72562 23833 46893 55115 41208 -186478
"199503" 1384004 98663 832922 82367 9172 224871 82573 43439 9997 1586583 1205810 137647 74635 22561 47440 56206 42284 -202579
"199504" 1443428 101090 877498 86225 11608 229231 80998 46517 10261 1583234 1184941 140320 77310 23073 49345 57298 50947 -139806
"199601" 1445096 103096 863816 92952 14764 233622 81463 43770 11613 1631286 1222302 146401 77378 23879 50045 58390 52891 -186190
"199602" 1485555 105103 889439 103347 10978 238105 82989 42568 13026 1690271 1269179 156103 79590 22697 50876 59474 52352 -204716
"199603" 1486745 107109 876673 108545 10907 242678 83754 42618 14461 1728944 1295612 162696 79785 23291 53056 59609 54895 -242199
"199604" 1554582 109116 927011 116800 13045 247405 82100 44823 14282 1721974 1273063 169841 82902 23992 54890 57192 60094 -167392
"199701" 1552296 111338 905003 125889 13194 252261 80767 46181 17663 1773653 1311149 177235 82877 24778 55286 61276 61052 -221357
"199702" 1579434 113561 917933 135604 12837 257127 79783 46233 16356 1838503 1365473 188027 84326 25403 54198 61821 59255 -259069
"199703" 1620552 115785 938196 142499 13113 262012 77279 48039 23629 1878728 1388629 193636 86328 21918 54940 61860 71417 -258176
"199704" 1682785 118008 992089 147826 14114 266948 73824 50038 19938 1872706 1361106 204925 89245 20752 55782 59925 80971 -189921
"199801" 1705947 120194 1003982 155896 12372 271911 72225 49835 19532 1920969 1395370 212329 90449 22456 54379 62611 83375 -215022
"199802" 1712670 122380 1000609 160752 13290 277031 70876 46863 20869 1961969 1432830 216784 90879 22279 52761 63389 83047 -249299
"199803" 1754233 124567 1022821 172888 12617 282328 70110 47120 21782 2025469 1480470 227918 91882 24305 53122 64037 83735 -271236
"199804" 1787793 126753 1049696 178582 13720 287717 66253 46140 18932 1995860 1448432 233142 96255 22254 49266 61540 84971 -208067
"199901" 1803626 127800 1052365 185585 13492 293233 66972 44750 19429 2054041 1501928 241091 98344 23847 45158 63692 79981 -250415
"199902" 1874932 128800 1094026 194684 13903 298862 69516 43602 31539 2143410 1582779 251419 99936 24520 44255 65459 75042 -268478
"199903" 1965679 129900 1163247 205175 12862 304610 70719 49144 30022 2231663 1659489 263327 101526 25668 44512 66130 71011 -265984
"199904" 2049731 130895 1228170 213305 13532 310539 72070 50361 30859 2238438 1657593 272556 104942 22859 49746 63560 67182 -188707
"200001" 2122535 130650 1276515 224106 12718 316656 78325 49799 33766 2346366 1740248 288726 106684 25429 48711 66050 70518 -223831
"200002" 2236195 132004 1359541 238559 11336 322812 79705 52833 39405 2482469 1851019 310127 107549 26889 50016 67173 69696 -246274
"200003" 2337013 133357 1447654 249948 10079 329088 81318 49657 35912 2589637 1932418 327177 109189 27667 50307 68700 74179 -252624
"200004" 2444195 134711 1541422 259948 7782 335511 77733 51173 35915 2616648 1939233 342148 109867 28146 49366 64577 83311 -172453
"200101" 2410379 134246 1506208 260051 7228 342109 80881 44317 35339 2626069 1947028 342111 110969 31652 48297 67592 78420 -215690
"200102" 2392415 133782 1479788 258539 6980 348924 81906 49175 33321 2636875 1951662 342653 113602 33828 47485 69849 77796 -244460
"200103" 2368608 133317 1451015 255824 8192 355590 84415 44119 36136 2607255 1909069 343626 113441 37647 46963 72712 83797 -238647
"200104" 2359765 132852 1437691 255006 8100 362430 80952 43523 39211 2518389 1817916 343919 115862 35470 46217 69882 89123 -158624
"200201" 2376704 137629 1440835 261382 7526 369404 82385 41196 36347 2566713 1855375 348578 116322 35898 48502 73358 88680 -190009
"200202" 2388324 142406 1441265 267913 6808 376444 83991 38915 30582 2592346 1875524 353327 116701 34660 47583 77752 86799 -204022
"200203" 2409658 147183 1441937 274445 7333 383551 84181 39261 31767 2549099 1832497 358077 116507 32480 47394 77740 84404 -139441
"200204" 2446598 151960 1457412 280976 7555 390729 81960 38588 37418 2440223 1719643 362826 118433 32197 48812 74813 83499 6375
"200301" 2428937 153170 1417649 274546 11065 397990 104436 41580 28501 2532061 1799988 356544 118357 45581 48656 79291 83644 -103124
"200302" 2433214 154380 1395469 268116 8368 405155 122393 44080 35253 2532351 1797983 350261 122012 48735 48168 81630 83562 -99137
"200303" 2443067 155590 1391531 261686 7255 412424 140739 41374 32468 2510955 1783515 343979 123159 48424 47160 82268 82450 -67888
"200304" 2468090 156800 1402680 255256 7119 419694 153636 44687 28218 2439072 1701822 337696 126527 51277 50076 79345 92329 29018
"200401" 2538025 160913 1436135 260796 12236 427062 162347 43937 34599 2559601 1805232 344356 128512 57635 50229 82370 91267 -21576
"200402" 2561720 165026 1443397 266337 9522 434565 167885 42911 32077 2638992 1860977 351016 129314 60967 51793 85290 99635 -77272
"200403" 2614242 169139 1471093 271877 8054 442151 171369 46323 34236 2671679 1883098 357675 131481 59836 49467 86434 103688 -57437
"200404" 2662785 173251 1499936 277417 9067 449868 169030 48176 36040 2622425 1830643 364335 134426 61768 49014 79627 102612 40360
"200501" 2736683 176510 1536003 290421 14537 457648 179887 46705 34972 2757428 1944055 380986 137091 62466 52117 82218 98495 -20745
"200502" 2824432 179770 1589494 303425 11186 465566 190192 49750 35049 2874267 2031068 397638 139586 67175 55630 84973 98197 -49835
"200503" 2932298 183029 1655679 316429 7821 473669 200154 50290 45227 2976727 2108390 414289 142581 69305 57342 84933 99887 -44429
"200504" 3003598 186288 1699382 329433 6257 482015 202692 54452 43079 2993592 2108248 430941 144675 70992 56892 82074 99770 10006
"200601" 3031170 189605 1708719 334434 8434 490376 206180 57520 35902 3083787 2165247 440929 147833 69468 60748 84102 115460 -52617
"200602" 3120733 192982 1760837 339435 4019 498987 213382 62153 48938 3163623 2231800 450917 151453 71816 65101 86015 106521 -42890
"200603" 3145558 196418 1777183 344436 1925 507687 214031 60550 43328 3151266 2213319 460905 154898 71108 64052 85155 101829 -5708
"200604" 3195918 199916 1812989 349438 -706 516437 208896 60669 48279 3036710 2089950 470893 158470 59397 62752 86976 108272 159208
"200701" 3244871 203476 1825123 356765 827 525446 218482 63100 51652 3142678 2172413 484579 160677 61231 65276 86976 111526 102193
"200702" 3330977 207099 1859504 364092 -1189 534656 232621 68721 65473 3265800 2258198 498264 171043 63511 76451 89585 108748 65177
"200703" 3367129 210787 1864257 371419 -2447 543958 239221 77805 62129 3313949 2295134 511950 165957 66496 81139 88689 104584 53180
"200704" 3397966 214541 1898892 378746 -4801 553472 238216 73058 45842 3287273 2253029 525635 167341 60593 83599 85425 111651 110693
"200801" 3407474 218361 1856758 386372 11419 563188 257430 70452 43494 3353006 2286052 538628 167499 61938 94248 86279 118362 54468
"200802" 3403198 222249 1817609 391366 6921 573188 283463 69315 39087 3376567 2304360 547137 167504 65025 100153 87142 105246 26631
"200803" 3356078 226207 1745659 396941 17013 583345 284940 67611 34362 3310261 2235523 556635 166505 67438 102366 87142 94652 45817
