"DATES" "FL894104005.Q" "FL893111005.Q" "FL713014003.Q" "FL313112003.Q" "FL263191003.Q" "FL774110005.Q" "FL793120005.Q" "FL793131005.Q" "FL793135005.Q" "FL634000005.Q" "FL792150005.Q" "FL654090005.Q" "FL893167005.Q" "FL153040005.Q" "FL153050005.Q" "FL893170005.Q" "FL893178005.Q" "FL893190005.Q" "FL894190005.Q" "FL883011203.Q" "FL893064105.Q" "FL152090205.Q" "FL903012005.Q" "FL903091005.Q" "FL904010005.Q" "FL902050005.Q" "FL903078005.Q" "FL903090005.Q" "FL903028003.Q" "FL903023005.Q" "FL903029200.Q" "FL903070005.Q" "FL894090005.Q"
"200604" 45351370 62224 2200 28064 1084987 186140 1507259 4945083 2050763 2312139 2147928 7068292 1249932 1163730 12750581 3195918 237010 15659214 101002833 11041 24339292 8792921 -10142 886336 19332 856877 -48136 -6572913 0 57 7407 159208 138848062
"200701" 46523391 62909 2200 28166 1156945 48982 1486306 5086042 2122894 2372322 2355094 7328692 1288976 1172739 12922118 3244871 225734 15860112 103288492 11041 25036145 8771630 -10205 960759 31520 939003 -72963 -7068173 0 1308 6056 102193 142217809
"200702" 47542086 62512 2200 27835 1247892 63912 1482710 5123572 2149468 2466334 2393733 7805235 1379506 1191134 13442288 3330977 205277 16232750 106149421 11041 26420986 8931197 -10686 1047251 18359 979418 -109550 -7505240 0 -839 6444 65177 147022311
"200703" 48879947 65657 2200 27484 1311783 109282 1482763 5178047 2284756 2779512 2376392 7989334 1374518 1199551 13582128 3367129 195127 16398802 108604411 11041 26679292 8937235 -11155 1073711 17609 940624 -134223 -7908081 0 761 6235 53180 150193318
"200704" 50041559 67266 2200 27383 1342026 88593 1532933 5224513 2382210 3033062 2156517 7828984 1526416 1201518 13390748 3397966 167747 17474212 110885853 11041 25576011 8760522 -11298 1083878 21125 620792 -174783 -7228997 0 2775 7259 110693 150801982
"200801" 50802468 72780 2200 27156 1233022 35443 1521725 5383688 2461217 3382546 2159920 7336357 1647051 1187232 12624344 3407474 173185 18528153 111985960 11041 23302336 8504834 -11523 960088 16376 717849 -183329 -6901132 0 5947 7086 54468 149138342
"200802" 51249696 72703 2200 27039 1123211 143250 1533984 5416210 2418576 3318248 1888013 7412256 1564903 1196350 12555534 3403198 131623 18793420 112250413 11041 22787709 8183300 -11638 877523 10088 496751 -240152 -6527857 0 1678 6786 26631 148592653
"200803" 52066107 68424 2200 26742 999941 562041 1941907 5534675 2387632 3355284 1653101 6614282 1685174 1197701 11807993 3356078 124980 20277189 113661451 11041 20150482 7938585 -11933 762322 -11622 307111 -259493 -5371137 0 2052 5843 45817 146292599
"200804" 52435410 74154 2200 26551 939912 1890529 2101314 5749320 2191599 3757259 1261068 5435286 1128468 1179835 10408481 3255851 40135 19655454 111532825 11041 15678309 7319346 -12123 729441 51676 27730 -349117 -5098966 0 1159 5276 115595 139070850
"200901" 52744456 71242 2200 26550 878771 1633204 1966697 5918674 2154514 3738663 1060951 5107780 1017204 1182970 9885947 3204270 42643 19990561 110627297 11041 13741444 6885679 -15711 720010 58296 -55632 -355159 -5387829 0 -232 4920 102743 136194054
"200902" 52496645 78052 2200 26549 818626 1131546 2082298 5936974 2151009 3584578 1273002 5856859 999082 1204511 10656057 3210996 32084 19073637 110614705 11041 16318826 6647151 -15878 654695 93200 265252 -371956 -5779730 0 1194 4763 81326 138658857
"200903" 52320831 179208 5200 26299 792572 1294102 2060006 6131129 2025170 3362986 1339522 6625356 1067511 1227299 11547887 3238839 59341 18765524 112068780 11041 19205788 6603895 -16265 613764 65983 343140 -357838 -5869316 0 2500 3817 109732 142993987
"200904" 52253027 175083 5200 26199 768334 1282595 2093410 6326496 1989792 3258599 1446253 6961579 1091181 1242054 11926597 3271088 39442 19915292 114072221 11041 20002958 6374502 -16492 591755 86110 406987 -376621 -5200257 0 2035 4246 232847 144730111
"201001" 51935115 170097 5200 26199 777256 1201294 2067070 6459421 1887769 2930749 1452201 7295032 1108758 1263669 12304409 3325468 50846 19926520 114187072 11041 21084652 6456198 -16546 597168 58923 460872 -370045 -5078198 0 1379 3305 182069 145900036
"201002" 51955387 165701 5200 26198 848139 1143994 2173052 6443417 1799292 2760411 1313263 6764196 1146077 1265420 11607762 3402961 46073 20747100 113613642 11041 18655863 6614913 -17007 653262 72855 434339 -383820 -4830923 0 -583 3425 186306 142777604
"201003" 52280475 177015 5200 25923 899328 1031367 2181077 6541784 1835015 2746132 1313443 7376226 1176070 1299980 12261885 3445417 62835 20181460 114840632 11041 20986458 6513325 -17488 674364 67489 389999 -379585 -5490709 0 1551 3494 210064 146892278
