"DATES" "FL894104005.Q" "FL893111005.Q" "FL713014003.Q" "FL313112003.Q" "FL263191003.Q" "FL774110005.Q" "FL793120005.Q" "FL793131005.Q" "FL793135005.Q" "FL634000005.Q" "FL792150005.Q" "FL654090005.Q" "FL893167005.Q" "FL153040005.Q" "FL153050005.Q" "FL893170005.Q" "FL893178005.Q" "FL893190005.Q" "FL894190005.Q" "FL883011203.Q" "FL893064105.Q" "FL152090205.Q" "FL903012005.Q" "FL903091005.Q" "FL904010005.Q" "FL902050005.Q" "FL903078005.Q" "FL903090005.Q" "FL903028003.Q" "FL903023005.Q" "FL903029200.Q" "FL903070005.Q" "FL894090005.Q"
"197801" 3385603 10311 1250 9045 10041 18376 359949 967727 186342 5620 64798 44493 44018 190464 602112 361432 45206 1067664 7374451 11718 875995 1479831 -2396 2689 -3348 38404 20501 186172 5237 -441 17209 -85600 9563568
"197802" 3512937 10001 1250 9142 10192 24007 386993 982203 196857 6959 69174 46687 49788 193533 635742 377853 40627 1096372 7650316 11706 943712 1537712 -2423 2597 -5831 40398 15014 205494 5252 -162 20432 -95853 9958528
"197803" 3629437 10121 1300 9271 9613 31649 393217 999872 209116 8407 73227 48619 52282 196398 678666 389172 44793 1149275 7934434 11668 1017253 1589892 -2412 2855 -7324 42910 18897 220285 5221 -219 13646 -114252 10373640
"197804" 3779409 9968 1300 9383 17131 35237 418994 1009558 228076 10808 76103 46050 46691 199369 691400 417960 48845 1212670 8258952 11671 969619 1651070 -2448 8344 -9189 45265 22347 217371 5166 -141 26044 -83375 10661928
"197901" 3872851 14256 1300 9659 22361 46352 387756 1034764 231509 18020 91384 47697 44025 202002 720298 425397 54409 1270785 8494825 11479 1031598 1721238 -2499 8675 -8811 50340 25146 258820 5114 -162 16837 -109144 11014824
"197902" 4003971 14035 1800 9982 21989 50727 415798 1047656 227620 25915 104319 48943 52252 204897 746076 444584 50247 1306473 8777284 11323 1051694 1787061 -2543 8418 -8789 56653 19974 262114 5085 -889 19524 -115985 11383800
"197903" 4146931 11504 1800 10262 27282 53609 430624 1061951 245684 34194 104436 51166 53342 207494 785257 466635 55674 1371836 9119680 11228 1121034 1853943 -2563 13649 -10855 56038 24752 279876 5074 -393 13030 -128471 11855748
"197904" 4276379 11957 1800 10493 26913 55257 455847 1070184 257408 45214 92729 51789 47966 210305 801128 492599 58767 1445015 9411749 11172 1147253 1916264 -2598 11724 -10713 43140 27177 291923 5086 -139 26072 -94800 12189566
"198001" 4389297 15377 2968 10709 30071 59463 425256 1087310 267797 61292 102235 47052 47117 212764 819642 498881 64925 1510887 9653042 11172 1070027 1962819 -2643 14581 -10248 51897 34504 351725 5102 -604 17425 -123619 12358940
"198002" 4464454 16124 3018 10849 31804 35409 447430 1108616 265121 77827 114600 52395 47936 215454 875484 496573 59540 1570821 9893454 11172 1217285 2020264 -2674 16184 -11161 54313 28736 370141 5107 -674 20772 -133651 12795082
"198003" 4581134 17131 3268 10925 29447 24682 462181 1130072 278200 79901 119016 58226 50887 217872 933258 509856 62876 1640807 10209739 11168 1361379 2083297 -2728 12120 -12905 55736 31328 366490 5114 -1457 13628 -143471 13341728
"198004" 4725056 20751 2518 11057 31392 22199 477541 1153968 316914 76415 116224 61809 61897 220559 969655 542623 64413 1690595 10565586 11160 1494924 2157711 -2775 14927 -14221 52206 32571 328843 5125 -760 28330 -114140 13899275
"198101" 4828364 25275 2818 11167 37927 11047 462806 1167800 322964 114223 133793 62207 57277 222852 988771 567661 67037 1811311 10895299 11154 1507474 2205158 -2837 17789 -13416 70749 45780 350549 5136 -6068 22960 -134174 14262617
"198102" 4970389 24066 3068 11266 39125 9961 477261 1169189 341572 129871 133201 62444 59772 225503 1007881 577913 61003 1844089 11147574 11154 1481228 2245624 -2892 15540 -12705 68789 40172 365554 5142 2687 23162 -143565 14523696
"198103" 5125707 24172 3318 11374 39943 16291 479389 1173929 365555 164470 131907 56895 56345 227711 1017402 576949 62864 1919234 11453455 11152 1279659 2274203 -2939 12376 -14482 62357 42360 395106 5145 -441 16038 -160936 14663885
"198104" 5258005 24627 3318 11502 41811 -25785 505568 1203985 378591 186305 144739 59842 63961 230141 1063520 582763 58072 1968315 11759280 11151 1382028 2315580 -2980 10579 -17245 67510 38582 359771 5147 -1819 32404 -128743 15104833
"198201" 5335748 24248 3568 11606 47174 -26070 482742 1235505 380905 198732 152330 57582 54236 232060 1092816 571902 57367 2053546 11965996 11150 1238257 2346276 -3031 14642 -18031 74698 39961 405155 5150 -2691 26873 -148173 15167126
"198202" 5470078 24873 3818 11693 48286 -44898 488633 1250507 398141 209680 150446 58968 55968 234096 1133894 580691 51431 2085703 12212008 11149 1209151 2358993 -3084 13772 -17176 69762 33352 413632 5156 -1216 26328 -150528 15401303
"198203" 5606817 25099 4218 11764 41159 -60383 513289 1274188 410809 235246 151694 66340 61220 235743 1231916 587454 53810 2151178 12601561 11148 1326070 2353701 -3148 10072 -17364 59422 35016 413774 5145 -2645 21667 -157121 15927662
"198204" 5769638 28215 4618 11859 49522 -30828 543333 1345347 395825 219928 175790 76852 69844 237958 1289101 605521 55676 2127914 12976113 11148 1562485 2360157 -3184 13273 -17850 79647 36390 344482 5174 -2187 30549 -117818 16541427
"198301" 5886466 28408 4618 11971 51747 -54368 532312 1454966 345303 197336 159555 88829 71108 239874 1369991 588857 62042 2181946 13220960 11138 1728634 2390164 -3242 18449 -21270 65840 40883 344093 5201 -2036 25817 -146996 17024157
"198302" 6067441 27979 4618 12104 50818 -52293 564983 1487817 351067 180893 157634 105428 81421 242244 1475057 596814 58334 2218589 13630947 11131 1946581 2388072 -3288 17139 -19805 58031 35378 338837 5217 -1721 25697 -163672 17684918
"198303" 6257370 27116 4618 12241 53082 -46290 574415 1517615 369618 179590 181046 108621 79455 244290 1507791 598091 62354 2292060 14023082 11128 1914447 2395966 -3327 17415 -22155 60008 38446 362677 5233 -1900 22837 -195705 18061094
"198304" 6466054 27756 4618 12327 141573 -33206 582798 1560403 384570 179467 188439 112121 83395 246737 1535809 629117 60353 2277627 14459958 11121 1855966 2420553 -3405 98332 -27831 76978 36234 274390 5236 -799 33112 -165861 18421212
"198401" 6651987 29078 4618 12501 146438 -30145 578304 1597879 398659 193976 198870 115625 77829 247998 1520601 642143 68022 2323053 14777435 11111 1749244 2425123 -3388 100083 -22478 76359 37832 269288 5245 -1154 27443 -194197 18667880
"198402" 6915188 28499 4618 12656 147963 -26647 590336 1632582 431952 198879 194281 116949 78182 249521 1517385 668457 64588 2369936 15195325 11100 1654360 2415224 -3457 101366 -21397 68824 33446 253459 5259 -1676 30464 -206096 19015817
"198403" 7146164 28104 4618 12739 142799 -15636 597152 1659716 452070 204049 212285 130023 76177 250880 1628658 673225 65680 2469049 15737751 11097 1769217 2413773 -3498 99862 -22722 77300 34829 224450 5267 -824 23857 -229562 19722879
"198404" 7431452 28641 4618 12880 139968 -20060 629721 1710609 471437 232204 224107 135610 87862 252787 1707455 686361 68097 2426950 16230699 11096 1789165 2419804 -3538 98721 -23054 69288 37109 112924 5274 -453 31219 -195744 20319018
"198501" 7653642 29257 4618 13157 141748 -15569 602308 1758885 474554 239622 202239 155269 82366 254900 1806270 687063 69268 2566996 16726593 11093 1936090 2419543 -3431 101362 -24219 43623 34175 178126 5281 -123 27940 -229317 20959902
"198502" 7914004 29888 4618 13175 136231 -21450 640436 1798331 466576 245746 204268 179853 99860 257747 1876115 699950 65697 2644037 17255081 11090 2044553 2407021 -3608 99060 -22849 37673 29305 194715 5289 187 28569 -231582 21580986
"198503" 8189442 32395 4618 13255 141303 -12529 660642 1825468 478160 241990 216380 198848 102833 260564 1873283 703229 69970 2761649 17761499 11090 1923657 2424585 -3669 102730 -23192 41440 32041 224474 5297 343 25942 -241973 21957398
"198504" 8622899 37483 4718 13267 148461 10341 713479 1852303 488537 242408 250573 245911 131188 264336 2088568 752405 69436 2982394 18918706 11090 2270405 2489135 -3785 105764 -17009 51651 31078 128787 5305 1725 31958 -190171 23544033
"198601" 8798364 39406 4718 13478 152917 9528 685385 1882784 492193 264343 273288 308737 143123 268266 2206609 706522 71213 3011263 19332137 11090 2572390 2531770 -3729 108199 -25603 67993 25692 99985 5313 894 25139 -225154 24368658
"198602" 9123749 41321 4818 13571 159332 5739 738507 1914741 481874 276639 277989 348453 137211 272862 2263942 705518 71284 3020373 19857922 11084 2685845 2551373 -3759 110467 -24299 62076 24557 82328 5320 2251 25883 -246157 25067557
"198603" 9434242 42948 5018 13647 168938 15884 747563 1946056 489896 293572 293286 382028 133008 277435 2233391 720166 74018 3094325 20365420 11084 2454216 2584975 -3791 119926 -20965 57543 26705 55726 5327 2632 17134 -255471 25410929
"198604" 9811696 43446 5018 13756 179874 41718 838882 1978288 492124 290581 298540 426494 141075 282599 2326777 760848 76337 3129565 21137617 11064 2682199 2612210 -3811 129932 -19686 63714 28198 -61647 5333 2655 23016 -200678 26476064
"198701" 10008921 44042 5018 13884 180965 45085 763926 1990829 488099 302686 295669 500753 132637 289604 2543685 774723 77849 3192541 21650915 11081 3227855 2625148 -3851 128598 -18402 54702 29737 -119214 5339 2719 14491 -224996 27645876
"198702" 10300995 40333 5018 13991 181371 36721 821170 2001113 501653 299557 301777 534895 135991 295990 2630110 773889 78928 3255454 22208956 11069 3298585 2644548 -3898 133258 -20619 53435 29591 -116843 5344 2702 17115 -244601 28307674
"198703" 10545505 40265 5018 14105 182604 69975 815533 2013544 514147 304166 303743 548617 141540 303304 2755131 790755 79776 3321237 22748963 11075 3470639 2663300 -3901 136644 -18447 59200 29875 -198065 5349 5129 10761 -253620 29121052
"198704" 10824585 41673 5018 14225 213270 75323 842856 2048021 541903 313776 292574 480185 115277 309540 2504830 834347 80019 3433202 22970624 11078 2710300 2703552 -3952 165867 -25241 50682 30515 -203837 5353 5993 23430 -209686 28556429
"198801" 11021558 38920 5018 14354 211387 53964 820392 2122006 549561 342271 323019 508509 119456 315686 2571298 849757 81289 3461023 23409467 11063 2882377 2751507 -3985 161456 -23691 71731 26337 -238880 0 5406 18444 -236139 29273736
"198802" 11296047 36386 5018 14454 220222 65544 861244 2149198 551052 324932 332065 507531 118308 322107 2648161 862774 79059 3530578 23924680 11063 3005328 2788279 -4047 162826 -23140 72624 22553 -251312 0 3239 20591 -265994 29992011
"198803" 11539898 43048 5018 14574 224302 53705 856140 2167910 580818 323868 342586 500342 116493 327582 2671332 866287 79333 3597623 24310858 11062 2972099 2814744 -4063 165476 -27128 74207 21642 -271150 0 2760 16365 -281508 30412162
"198804" 11866214 43338 5018 14736 228720 77331 885122 2187212 595079 335020 318668 500525 118296 335651 2738343 934232 80792 3856273 25120569 11057 3075619 2843805 -4063 167129 -28237 61519 22408 -320445 0 5912 24267 -227883 31350443
"198901" 12123474 45473 5368 14876 242447 60990 827511 2199396 614383 360736 352661 508503 116637 339423 2825225 948612 86163 3958518 25630396 11061 3226081 2886267 -4160 183990 -23720 75742 27916 -328320 0 4860 17255 -251802 32052044
"198902" 12340483 55892 8518 15056 245142 56538 864682 2218805 620336 381312 392692 537282 131301 348088 2953830 964457 82519 4062726 26279658 11063 3441756 2920439 -4197 194920 -26926 82548 22827 -312810 0 4080 21541 -270118 32941051
"198903" 12547615 63969 8518 15166 250390 48910 852261 2251053 620280 411818 392514 567209 127750 353884 3090321 970704 82435 4201405 26856201 11065 3736453 2935156 -4259 196110 -29045 79165 21384 -309368 0 7423 14099 -275140 33838506
"198904" 12839227 69989 8518 15303 266828 66445 892152 2285172 612951 424736 396442 589561 133913 365250 3168958 997171 78726 4259371 27470713 11059 3812955 2957364 -4324 214168 -29818 70419 17514 -369951 0 6684 22082 -227841 34553157
"199001" 13072987 71616 8518 15453 261211 65457 853528 2316623 598327 459847 383010 578579 130021 371326 3164838 986124 84056 4375885 27797406 11060 3613254 2945912 -4388 207052 -26166 53619 23797 -274825 0 6962 19041 -250121 34612660
"199002" 13293153 72719 8518 15614 273580 65408 886964 2321088 580349 449501 383256 618068 127431 379254 3283840 998280 79251 4300260 28136533 11065 3779525 2958450 -4452 217986 -26409 52957 18540 -291742 0 7009 23904 -278633 35166413
"199003" 13505351 75784 8518 15713 287725 81769 889638 2329589 565402 479566 356301 577048 127580 385289 3181983 1024408 83339 4434478 28409481 11063 3177324 2981128 -4508 228877 -29087 24490 22419 -282505 0 11371 19723 -293903 34882120
"199004" 13766802 79228 10018 16256 297926 95686 934740 2349060 546885 493319 371875 608355 137428 391738 3310346 1038776 80869 4426010 28955317 11058 3531306 2991848 -4146 243084 -31267 14969 21294 -370780 0 15023 30540 -235850 35806662
"199101" 13870089 73540 10018 15958 296995 86016 906410 2380444 549942 547259 340285 668086 132529 399936 3507465 1008227 77090 4519850 29390138 11058 4073363 2998110 -4616 235372 -16338 -15809 23365 -380550 0 5198 28283 -248404 36846169
"199102" 14017424 70319 10018 16070 284823 61012 934262 2376331 529088 527633 345092 688938 137524 408344 3555580 1025638 70528 4560217 29618841 11062 4048446 2985324 -4679 231563 -11677 -15529 16502 -362397 0 8250 31552 -261587 37031675
"199103" 14185497 70372 10018 16170 282524 88410 948302 2365742 512778 528125 359126 753266 158053 413070 3689947 1044941 75770 4650144 30152255 11062 4306115 2965399 -4716 230797 -4708 -13136 21451 -390899 0 19837 27711 -258374 37806868
"199104" 14421326 73670 10018 16296 273526 95987 1022519 2350691 488414 534967 353811 769485 188869 418577 3830592 1084657 72959 4776252 30782615 11057 4847773 2957716 -4718 221080 -4619 -24096 19548 -399195 0 3831 35067 -185003 38937267
"199201" 14582841 70321 10018 16314 264833 96349 993288 2347950 475259 567172 365502 810091 194603 425924 3809325 1069346 79119 5052998 31231252 11057 4758842 2960843 -4821 215192 -665 -33522 13261 -233751 0 859 33588 -219196 39191049
"199202" 14781579 73045 10018 16386 267007 100943 1034709 2329471 444198 552575 390957 876790 193330 430537 3880670 1093823 76062 5064164 31616264 11059 4757228 2939747 -4867 220539 -5073 -17708 18438 -225916 0 1375 36769 -237989 39538730
"199203" 15004336 74684 10018 16433 271987 129918 1073175 2304783 438825 549826 414429 915815 214471 440204 3982740 1108172 80176 5163057 32193047 11059 4900311 2947117 -4905 219594 -4982 -9998 23834 -208856 0 4007 27414 -236531 40241957
"199204" 15212974 67004 8018 16516 267711 138188 1134667 2293448 415222 539471 393616 992537 217697 447710 4139420 1143751 80227 5192428 32700604 11056 5421969 2942674 -4931 216069 -9545 -18801 25802 -259690 0 6811 36643 -162886 41246831
"199301" 15339230 70172 8018 16588 265061 147915 1089339 2275622 410616 553540 457583 1080846 226180 456231 4297923 1139911 83614 5245608 33163997 11054 5670046 2979578 -4985 217492 -5139 34604 15209 -306307 0 3356 31356 -205962 42045050
"199302" 15573957 69788 8018 16678 263474 150523 1168153 2254890 401065 546540 454704 1172808 235284 465825 4379298 1148399 80700 5334725 33724828 11057 5758436 3013644 -5027 215442 -5998 34431 23871 -320140 0 3500 36211 -229222 42754897
"199303" 15856039 71727 8018 16784 252269 173981 1182084 2236506 389379 544651 471810 1278067 255509 475164 4515989 1163176 85049 5430931 34407132 11057 6024464 3051232 -5082 208464 -8126 55535 26470 -325947 0 2207 28336 -241615 43753644
"199304" 16180610 69119 8018 16962 271821 188668 1251981 2223110 391684 559649 455217 1375386 279049 484813 4617492 1212533 86015 5680780 35352906 11053 6296866 3088100 -5133 231603 -5387 23889 27975 -302956 0 5631 35373 -151588 44889518
"199401" 16408466 72678 8018 17126 271120 222111 1220704 2233785 382693 575608 470058 1414213 283712 491128 4588734 1206411 90248 5757159 35713972 11052 6087940 3149724 -5192 228381 -8295 32313 20387 -328573 0 349 30888 -191842 45184272
"199402" 16623245 71776 8018 17285 290447 236823 1229478 2214840 379296 569198 501989 1445412 279090 497307 4658471 1237955 85682 5780423 36126734 11052 6051196 3214467 -5243 248704 -8681 58765 31550 -402557 0 914 33380 -212014 45658632
"199403" 16878166 72667 8018 17477 299169 248182 1205718 2198531 402616 575955 524656 1515754 263877 514405 4824859 1258151 88370 5863284 36759855 11054 6309778 3250993 -5302 260786 -5268 66221 32715 -416724 0 1200 25230 -213986 46586808
"199404" 17207809 70437 8018 17648 373929 278389 1240202 2185755 411242 600127 523992 1477349 278963 520348 4898270 1321025 86191 5972805 37472499 11051 6317493 3299119 -5346 323746 -8189 85625 33571 -523948 0 3428 32619 -143585 47302241
"199501" 17457651 83354 8018 17832 382087 271048 1191644 2202528 441177 631178 578143 1553285 270523 533340 5103733 1321245 96501 6033406 38176693 11053 6800246 3338113 -5394 332984 -4408 122286 22686 -606962 0 4210 27905 -176540 48609338
"199502" 17779757 86695 8018 18002 410073 264498 1239798 2229064 456321 675419 600485 1661009 277848 547871 5331035 1342772 90436 6071203 39090304 11054 7346130 3375917 -5488 357867 -4158 112288 37093 -677542 0 2000 30306 -186478 50157518
"199503" 18071826 83481 10168 18199 403948 265632 1188685 2267586 477525 699256 624571 1782014 286143 556470 5561779 1384004 94474 6135882 39911643 11051 7956397 3431929 -5561 344902 -1459 138467 41623 -796558 0 560 21965 -202579 51769660
"199504" 18468612 82065 10168 18326 418824 288486 1211356 2298386 476870 741294 625985 1852752 305653 566188 5725145 1443428 94832 6356902 40985271 11050 8481326 3480204 -5677 358381 -11207 110549 49651 -924594 0 3079 28787 -139806 53488687
"199601" 18766646 80315 10168 18325 444015 264566 1158169 2367618 493629 812363 635866 1996986 326868 570801 5884453 1445096 103323 6460275 41839481 11053 8910299 3516054 -5944 376389 -4639 101825 32947 -1006532 0 -12 24190 -186190 54944853
"199602" 19110013 79411 10168 18280 444762 247477 1181293 2371311 511109 804814 659111 2129932 318618 578909 6021424 1485555 101074 6497826 42571086 11050 9278694 3583490 -6240 383093 -10452 106971 48760 -1105758 0 -3422 26460 -204716 56209625
"199603" 19427547 71511 9718 18866 474734 223643 1183701 2395064 557183 833574 653382 2211611 317764 594048 6154459 1486745 106892 6638521 43358963 11050 9475398 3632959 -5878 404610 -13796 93819 56706 -1147831 0 -1699 17771 -242199 57316868
"199604" 19804543 71086 9718 18865 521682 236777 1200366 2421088 590891 886653 665082 2342369 358076 610646 6386667 1554582 110843 6852056 44641990 11049 9748132 3714625 -6101 434905 -14627 108172 -5458 -1225017 0 -1639 24760 -167392 58968193
"199701" 20061769 62967 9200 18974 567770 208880 1167428 2478523 605960 945874 682421 2410631 380320 624036 6418330 1552296 125029 6999233 45319641 11050 9784993 3784074 -6183 484051 -3931 83197 8916 -1228449 0 -9677 20187 -221357 59773004
"199702" 20377866 63564 9200 19013 573814 196148 1204302 2491963 646747 947209 723929 2717543 414320 639637 6929632 1579434 124119 6890153 46548593 11050 11432059 3840249 -6261 485653 -9428 114071 7434 -1458195 0 -6804 22518 -259069 62942032
"199703" 20726365 62787 9200 19326 599233 186027 1163917 2507785 696083 998999 748732 2973616 431835 655613 7313669 1620552 134304 7047303 47895345 11050 12505437 3893086 -6076 506956 -25059 121321 17087 -1511922 0 -7849 14180 -258176 65454456
"199704" 21235907 65518 9200 19325 618473 217142 1209189 2550576 713412 1042527 766082 2989385 469080 664963 7360723 1682785 117068 7230431 48961787 11050 12621763 3967636 -6218 534982 -34434 150899 1820 -1754379 0 -8134 20866 -189921 66846754
"199801" 21700371 64849 9200 19405 612437 176605 1172525 2610591 760939 1125867 818122 3339314 504740 677277 7872573 1705947 128573 7316538 50615873 11049 14337594 4027946 -6259 520217 -24269 172064 14453 -1837268 0 -10411 16079 -215022 70362879
"199802" 22219292 66638 9200 19461 628576 187917 1224691 2625406 753994 1149644 813985 3438423 539562 690600 7921074 1712670 119539 7500875 51621546 11047 14584986 4116046 -6325 548360 -19707 151533 6251 -1920161 0 -16074 18792 -249299 71820255
"199803" 22679264 71351 9200 19886 657156 195446 1176771 2657676 777197 1242892 875271 3137280 573350 693522 7435633 1754233 132515 7861540 51950184 11044 12698222 4174927 -6105 572726 -18919 204048 20820 -1930062 0 -11973 10341 -271236 70264738
"199804" 23327732 77614 9200 19885 627575 185316 1220288 2739875 805253 1327915 810381 3613143 572239 718262 8265392 1787793 130290 8178008 54416161 11041 15354010 4235597 -6385 529248 -30623 172703 20183 -2263410 0 -3858 17772 -208067 75789246
"199901" 23902361 69963 8200 19885 654952 177742 1185829 2759943 805513 1411755 877477 3759243 552636 735925 8411403 1803626 135225 8297066 55568743 11049 15821088 4287463 -6753 540086 -15538 236829 25657 -2370539 0 -7218 13499 -250415 77522735
"199902" 24301549 67188 8200 20402 673591 204585 1218494 2777652 808022 1393448 837663 4044234 587061 749813 8759024 1874932 141152 8555016 57022025 11046 17167958 4344346 -6602 556290 -13135 208008 30771 -2515670 0 -12353 16692 -268478 80549852
"199903" 24904027 69166 7200 20902 684991 205750 1209667 2808985 837723 1444297 859879 3932396 593061 756180 8484790 1965679 146512 8716868 57648072 11047 16191303 4387584 -6555 556366 -17645 226883 34607 -2709417 0 -10166 9083 -265984 80420833
"199904" 25388849 67193 6200 20901 676469 203411 1332283 2823714 936392 1579593 938349 4538494 676591 783859 9264137 2049731 150535 9199712 60636412 11048 19400965 4447417 -7112 563261 -27422 155936 36736 -2791522 0 -9849 16971 -188707 86747550
"200001" 25787020 66340 6200 21441 751326 119612 1228081 2891126 966226 1665165 983304 4824055 801054 800974 9586066 2122535 170589 9272097 62063211 11048 20461166 4552208 -7562 618130 -17147 296883 53602 -3278665 0 -6453 12870 -223831 89639805
"200002" 26156700 63461 4200 22124 762844 190104 1234690 2912201 986462 1627916 1001860 4718300 780175 806519 9469386 2236195 170017 9604969 62748123 11046 19554515 4677908 -7855 612765 -16180 298798 48395 -3354876 0 -5185 16128 -246274 89645876
"200003" 26573922 61569 3200 23181 740645 198441 1199808 2975602 1025135 1696557 1057434 4780828 805811 818706 9581928 2337013 172612 10146369 64198761 11046 19578677 4783308 -7630 609761 -25200 342944 45990 -3308634 0 -7759 8608 -252624 91166336
"200004" 27137549 62985 2200 23180 803348 215404 1218787 3054702 1052571 1812133 1012761 4433065 822720 819098 9171312 2444195 179397 10194364 64459770 11046 17574998 4877428 -8463 643839 -10128 282839 50513 -4147571 0 -2288 16653 -172453 90270302
"200101" 27764075 59353 2200 23578 845324 152585 1200749 3168022 1076869 1994732 997024 3987136 799306 823042 8600621 2410379 186348 10638273 64729616 11046 15401621 4940615 -8693 671153 -2934 360422 54269 -4345361 0 -653 12479 -215690 88557906
"200102" 28107349 59906 2200 23904 806479 155747 1231239 3209596 1087235 2014678 1012791 4257992 781547 840295 8948866 2392415 181621 10853497 65967357 11044 16557453 4977650 -8766 637627 910 382592 48209 -4413824 0 -3620 15602 -244460 91099234
"200103" 28676079 66234 2200 24462 805295 168330 1256533 3276818 1094127 2115434 1054685 3753210 919920 843982 8299849 2368608 217892 11272072 66215729 11044 13860022 5023712 -8495 635122 -1568 396825 84330 -4272117 0 -3991 8106 -238647 88510942
"200104" 29318753 63766 2200 24462 810100 187411 1360842 3369310 1121049 2240583 1022941 4135365 825864 880004 8764339 2359765 191202 10926936 67604892 11045 15628575 5034913 -8555 630930 7084 347876 57088 -4408895 0 -12323 16201 -158624 91808643
"200201" 29816213 62639 2200 24696 795025 159416 1263853 3489658 1178779 2203347 1060888 4244779 778034 894158 8932152 2376704 190814 10994151 68467504 11044 15803639 5064993 -8934 615524 18937 397191 55469 -4474947 0 -9598 11896 -190009 92931652
"200202" 30361963 70171 2200 24846 802487 131360 1302036 3525382 1188600 2151237 1128005 3925081 745623 901153 8484556 2388324 198220 11309823 68641066 11044 13930555 5131569 -9149 622753 17439 482288 59037 -4451335 0 -7869 15067 -204022 91190025
"200203" 30914651 71299 2200 25450 828523 146851 1327591 3619086 1199693 2114795 1083623 3450716 726258 902878 7868314 2409658 211963 11764400 68667948 11042 11509569 5209281 -8865 644679 12689 408030 66592 -4320022 0 -14810 7453 -139441 88741535
"200204" 31831442 74624 2200 25450 831130 204179 1352951 3694692 1171012 2223890 1128531 3638375 738842 920915 8189585 2446598 200645 11559877 70234937 11043 12438276 5240611 -9147 652474 13644 419733 50456 -4338022 0 -11684 15489 6375 91125550
"200301" 32437266 75737 2200 25591 855431 133931 1336025 3805892 1214099 2156115 1142507 3588246 789871 936271 8157750 2428937 208803 11575196 70869867 11043 11949387 5385183 -9207 685519 16411 424846 53166 -4363396 0 -7699 11377 -103124 91507588
"200302" 33205128 77480 2200 25992 885900 107190 1393787 3893987 1221728 2120138 1211078 4072412 963720 959653 8847528 2433214 208704 11539437 73169276 11044 14028007 5516238 -9073 717521 6358 503716 46584 -4423420 0 -7868 14716 -99137 95975168
"200303" 33844507 80393 2200 26015 841564 156627 1376408 3936068 1221329 2058004 1230804 4244497 931642 973038 9084556 2443067 213251 11654288 74318256 11043 14707262 5684337 -9258 679759 18961 533912 47585 -4402288 0 -15888 7298 -67888 97928705
"200304" 34646277 82176 2200 26014 867094 190358 1437425 4002087 1226797 2016368 1345376 4654181 858792 1013152 9718939 2468090 198752 11828673 76582749 11043 16638537 5848115 -9454 705315 10029 575635 31533 -4602182 0 -17926 15476 29018 102343000
"200401" 35311421 81401 2200 26210 903080 111732 1434584 4096286 1326817 1968946 1398286 4912118 941083 1022468 9914925 2538025 220602 12143332 78353515 11045 17164708 6049066 -9551 739032 15695 577791 48817 -4622946 0 1099 5728 -21576 104844245
"200402" 36039135 78792 2200 26499 909536 164356 1473961 4172698 1377550 1916455 1330420 4966333 981054 1031940 10013659 2561720 205897 12323888 79576092 11045 17281110 6287805 -9540 723077 24853 496950 28385 -4629390 0 35 6034 -77272 106592919
"200403" 36790112 78732 2200 26673 922858 166037 1463134 4233305 1436196 1866414 1436603 4983326 976913 1038194 10006237 2614242 222608 12608111 80871894 11043 17024162 6503537 -9606 747027 18366 606050 39071 -4815179 0 3127 5855 -57437 107873362
"200404" 37816167 83388 2200 26703 956974 209781 1522783 4283685 1505078 1879849 1428483 5436259 1038182 1060352 10635470 2662785 219221 13290928 84058288 11045 18940078 6735453 -9731 767245 24900 577092 28359 -5065488 0 11171 5766 40360 113365189
"200501" 38617117 75303 2200 26902 1048804 195195 1499555 4374577 1573164 1840970 1542005 5471613 1051259 1059415 10568064 2736683 236073 13447684 85366583 11041 18775260 7108493 -9643 845101 34342 656492 35945 -5156318 0 4932 5986 -20745 114865285
"200502" 39451018 72690 2200 27172 995632 200445 1514557 4401130 1645137 1831499 1658506 5595743 1064207 1067195 10809612 2824432 233733 13716269 87111176 11041 19217906 7518696 -9443 785780 16183 768745 22664 -5276560 0 1741 6516 -49835 117593029
"200503" 40179267 67334 2200 27401 1041876 196416 1481772 4517411 1746200 1876688 1724190 5874407 1068188 1077684 11155259 2932298 225901 13590764 88785255 11041 20174872 8065522 -9028 823622 19694 761904 5302 -5722615 0 2809 6708 -44429 121192722
"200504" 41276385 61088 2200 27482 997784 197401 1527205 4598126 1789524 2006863 1744520 6048853 1038431 1082599 11460065 3003598 214516 14270562 91347201 11043 20636127 8335799 -9058 779542 21274 683346 -18121 -5328507 0 1829 7420 10006 124182439
"200601" 42357554 61371 2200 27626 1049564 177951 1507823 4691764 1887697 2014121 1862983 6463849 1105502 1102346 11864154 3031170 237475 14273251 93718400 11044 22194603 8627980 -10253 847225 23864 652557 -7316 -5700308 0 1514 6533 -52617 128790828
"200602" 43361512 64142 2200 27815 1123746 136939 1536882 4732866 1965561 2067431 1945704 6419311 1148648 1110119 11790046 3120733 227977 14463157 95244789 11041 21702311 8587642 -10175 923593 24344 718795 -30621 -6153747 0 1520 7037 -42890 130107927
"200603" 44277850 62410 2200 28065 1106807 144493 1491113 4790969 2055870 2168152 2096401 6627904 1191464 1133472 12153401 3145558 241321 14720341 97437790 11041 22534526 8634920 -10019 926092 38410 809792 -30893 -6454920 0 2693 6581 -5708 133336249
