"DATES" "FL263192005.Q" "FL103092005.Q" "FL723092000.Q" "FL513092003.Q" "FL543092003.Q" "FL613092003.Q" "FL663092003.Q" "FL103192005.Q" "FL115114005.Q" "FL753192003.Q" "FL513192003.Q" "FL543192003.Q" "FL613192003.Q" "FL663192003.Q" "FL503192003.Q" "FL263092001.Q" "FL313092803.Q" "FL313092803.Q" "FL713164003.Q" "FL713164003.Q" "FL403192405.Q" "FL103092403.Q" "FL113092403.Q" "FL133092403.Q" "FL313092403.Q" "FL723092403.Q" "FL443092405.Q" "FL473092403.Q" "FL543092403.Q" "FL723194733.Q" "FL443194733.Q" "FL543194733.Q" "FL613194733.Q" "FL663194735.Q" "FL733094705.Q" "FL103094105.Q" "FL103094105.Q" "FL753194503.Q" "FL663194505.Q" "FL503094505.Q" "FL503194305.Q" "FL153094305.Q" "FL313094303.Q"
"198303" 419775 391381 12321 10252 1761 2899 1161 167842 6301 8556 4291 4008 661 2073 0 193732 11050 11050 1446 1446 11276 0 841 4180 0 0 6255 0 0 108700 4852 0 21082 0 134634 10550 10550 16609 6055 22664 0 0 0
"198304" 393163 365247 12638 9859 1725 2922 772 167638 6440 8697 4657 4007 19 2250 0 193708 11261 11261 1465 1465 11453 0 841 4217 0 0 6395 0 0 117550 5296 0 22759 0 145605 10825 10825 19257 6692 25949 0 0 0
"198401" 398033 369538 12886 9846 1698 3479 586 170828 6304 8919 4699 3841 1257 2660 0 198508 11041 11041 1499 1499 11679 0 840 4225 0 0 6614 0 0 114000 5192 0 23345 0 142537 11100 11100 19167 7461 26628 0 0 0
"198402" 403563 374468 13612 10020 1704 3021 738 178889 6586 9269 4706 3821 1355 2804 0 207430 11352 11352 1541 1541 11896 0 839 4236 0 0 6821 0 0 111935 5041 0 25011 0 141987 11375 11375 14786 5892 20678 0 0 0
"198403" 407961 378413 13629 10217 1737 3330 635 181888 6669 10018 4540 3720 2241 2847 0 211923 11831 11831 1597 1597 12055 0 845 4270 0 0 6940 0 0 124100 5923 0 29429 0 159452 11650 11650 20041 7785 27826 0 0 0
"198404" 389543 359846 13774 9906 1928 3396 693 191554 7104 10326 4044 4878 1916 3716 0 223538 12356 12356 1626 1626 12340 0 861 4279 0 0 7200 0 0 136446 6462 0 31053 0 173961 11925 11925 19592 7520 27112 0 0 0
"198501" 392719 363074 14199 9472 1873 3407 694 196224 7638 10555 3977 4736 1816 3461 0 228407 12756 12756 1687 1687 12704 0 870 4290 0 0 7544 0 0 137000 6787 0 32990 0 176777 12223 12223 21362 8804 30166 0 0 0
"198502" 397420 367132 14530 9725 1964 3378 691 200539 7548 10710 3897 4835 2116 3436 0 233081 13272 13272 1721 1721 12916 0 843 4189 0 0 7884 0 0 138945 7228 0 37285 0 183458 14237 14237 21025 9421 30446 0 0 0
"198503" 400736 370268 14130 10078 1979 3552 729 204215 7588 11499 4183 5276 1792 3446 0 237999 13608 13608 1753 1753 13016 0 832 4087 0 0 8097 0 0 145500 7105 0 43396 0 196001 13999 13999 20436 15289 35725 0 0 0
"198504" 407815 377132 14810 10032 1575 3389 877 210869 7955 11377 4545 7260 1369 3848 0 247223 13898 13898 1781 1781 13141 0 833 3995 0 0 8313 0 0 152083 7196 0 43897 0 203176 16657 16657 22679 16026 38705 0 0 0
"198601" 416821 384101 15235 10400 1520 4663 902 223178 7201 11698 4454 6862 1269 3958 -8045 250575 14106 14106 1821 1821 13299 0 826 3786 0 0 8687 0 0 156650 7682 0 48410 0 212742 14908 14908 25592 17339 42931 0 0 0
"198602" 423279 389411 15568 10764 1175 5470 891 229913 7389 11967 4476 7024 1200 4056 -9613 256412 14500 14500 1807 1807 13544 0 806 3830 0 0 8908 0 0 160739 7343 0 47648 0 215730 19259 19259 18861 27102 45963 0 0 0
"198603" 427555 394218 15248 11256 1251 4647 935 237363 7521 12669 4516 8521 1769 4124 -11201 265282 15215 15215 1849 1849 13604 0 790 3637 0 0 9177 0 0 163585 6056 0 51951 0 221592 18493 18493 24477 22258 46735 0 0 0
"198604" 437492 402295 15028 11848 1460 5655 1206 254068 8104 12394 5982 9363 3614 3624 -12448 284701 15380 15380 1874 1874 13672 0 771 3416 0 0 9485 0 0 168818 7347 0 52177 0 228342 18726 18726 26850 19387 46237 0 0 0
"198701" 444664 408388 15493 12655 1471 5426 1231 272792 3272 12793 5912 9887 3052 4809 -15043 297474 15569 15569 1916 1916 14085 0 757 3208 0 0 10120 0 0 174746 6500 0 52200 0 233446 19050 19050 27370 19741 47111 0 0 0
"198702" 452122 415943 14596 13087 1483 5787 1226 282836 3435 12227 6439 10281 4651 5413 -18724 306558 15851 15851 1961 1961 14383 0 742 3124 0 0 10517 0 0 162430 6500 0 57972 0 226902 14500 14500 30929 20408 51337 0 0 0
"198703" 460331 423432 14911 13343 1517 5899 1229 303201 3544 13158 6696 10414 3471 5754 -18682 327556 16258 16258 2009 2009 14508 0 740 2970 0 0 10798 0 0 169127 6490 0 50514 5551 231682 13750 13750 32855 18522 51377 0 0 0
"198704" 506624 462526 18652 15512 1889 5210 2835 316746 3084 14354 10508 7204 3451 3130 -23924 334552 16591 16591 2047 2047 14966 0 733 2952 0 0 11281 0 0 172575 6480 0 46893 14971 240919 12500 12500 34073 21746 55819 0 0 0
"198801" 511409 465210 19052 16496 1994 6186 2471 327058 5714 15522 10673 7454 4211 3774 -31681 342724 16870 16870 2095 2095 15481 0 725 2877 0 0 11879 0 0 173403 6470 0 34972 25567 240412 12167 12167 38721 25358 64079 0 0 0
"198802" 515165 468782 18695 16962 1935 6517 2274 347813 5888 15784 10817 7146 4279 2094 -36954 356866 17168 17168 2110 2110 15819 0 726 2888 0 0 12205 0 0 181300 6460 0 33446 25743 246949 11635 11635 42946 26923 69869 0 0 0
"198803" 523797 476373 18618 17537 2028 7055 2186 364067 6037 15685 11008 7608 3860 3921 -41260 370926 17493 17493 2097 2097 16360 0 726 2998 0 0 12636 0 0 189004 6450 0 30830 25026 251310 10726 10726 45603 29235 74838 0 0 0
"198804" 535920 484692 20239 18863 2118 7300 2708 394345 6467 16906 11729 7263 2668 4795 -42407 401766 17905 17905 2113 2113 16930 0 733 3020 0 0 13177 0 0 193849 6440 0 27274 32164 259727 9489 9489 46871 28502 75373 0 0 0
"198901" 550582 497065 20944 19396 2019 8402 2756 409791 8029 17901 12015 8169 5854 4363 -46103 420019 18166 18166 2131 2131 17118 0 725 2658 0 0 13735 0 0 198831 6430 0 28413 25810 259484 11132 11132 50758 30840 81598 0 0 0
"198902" 559202 500895 21110 19839 1921 12930 2507 422616 8546 17976 12377 8123 9448 4787 -48111 435762 18423 18423 2145 2145 16755 0 725 2229 0 0 13801 0 0 203980 6420 0 27754 32855 271009 10874 10874 49358 31713 81071 0 0 0
"198903" 568983 506735 21273 20403 1744 16320 2508 437177 8628 18544 13099 8537 5404 4718 -48526 447581 18738 18738 2198 2198 16709 0 720 2161 0 0 13828 0 0 202057 6410 0 25362 40913 274742 9936 9936 47152 32118 79270 0 0 0
"198904" 570655 497898 22571 22371 2398 23127 2290 454631 8717 18638 14188 8552 9336 6266 -52442 467886 19079 19079 2243 2243 16335 0 800 2150 0 0 13385 0 0 202444 6405 0 25326 44242 278417 9922 9922 49482 28349 77831 0 0 0
"199001" 581726 510759 23429 23047 2478 19614 2399 474935 3517 19312 14492 8956 8488 6325 -52501 483524 19403 19403 2313 2313 14963 0 650 2100 0 7 12206 0 0 208689 6400 0 22760 41281 279130 16611 16611 46650 29861 76511 0 0 0
"199002" 587541 517408 23487 22855 2464 18907 2420 487978 3828 20121 14719 8760 9370 6471 -53079 498168 19710 19710 2344 2344 14447 0 625 2050 0 7 11765 0 0 209675 6300 0 21475 40082 277532 15672 15672 44250 32904 77154 0 0 0
"199003" 606804 533247 23074 23364 2859 21735 2525 507141 3913 20278 15019 8775 6828 6536 -61166 507324 20171 20171 2399 2399 13966 0 600 2000 0 25 11340 1 0 210250 6200 0 26498 35194 278142 19338 19338 50083 30791 80874 0 0 0
"199004" 629804 556172 24905 24822 2709 18677 2519 513266 3843 18442 17253 9868 4575 3774 -65675 505346 20383 20383 2423 2423 13679 0 575 2000 0 86 11015 2 1 207837 6000 0 21187 27996 263020 15463 15463 47640 33790 81430 0 0 0
"199101" 647666 567453 25651 25054 2860 24069 2579 518461 3924 18890 19585 10145 1774 5179 -68765 509193 20666 20666 2501 2501 13355 0 550 1950 0 193 10658 3 1 211534 5750 0 14184 31552 263020 16894 16894 46732 35216 81948 0 0 0
"199102" 650263 574663 24902 25092 2849 20078 2679 519556 3932 18728 19787 10252 10973 5591 -65651 523168 21091 21091 2545 2545 13263 0 563 2000 0 343 10352 4 1 213493 5500 0 14919 26939 260851 17769 17769 42634 37105 79739 0 0 0
"199103" 660498 583997 25105 24786 2686 21065 2859 515630 3964 18976 20385 11547 5177 5888 -59197 522370 21432 21432 2565 2565 13260 0 576 2050 0 513 10114 6 1 220580 5250 0 15986 24968 266784 19040 19040 44470 40633 85103 0 0 0
"199104" 657717 580288 25370 23730 3683 21188 3458 511257 3937 24876 24708 8633 5622 5770 -51399 533404 21887 21887 2652 2652 12974 0 618 2156 0 680 9511 8 1 227224 5000 0 14779 21154 268157 17603 17603 47233 44487 91720 0 0 0
"199201" 678421 594535 26013 24225 3857 26134 3657 521964 4541 25488 24810 8951 6296 5955 -62819 535186 22201 22201 2745 2745 12823 0 600 2100 0 852 9253 10 8 222994 4750 0 14166 17464 259374 18785 18785 47688 49692 97380 0 0 0
"199202" 689270 605677 26502 24505 4043 24623 3920 528810 4612 25985 24991 9428 6712 6109 -65082 541565 22507 22507 2832 2832 12497 0 600 2000 0 1046 8815 12 24 235783 4500 0 13861 20504 274648 18382 18382 51548 52789 104337 0 0 0
"199203" 694990 614858 27026 20713 4006 24413 3974 528186 4644 26162 24930 9253 7434 6130 -61627 545112 22888 22888 2977 2977 12818 0 608 2092 0 1255 8824 15 24 244025 4250 0 12537 25618 286430 16626 16626 51706 59071 110777 0 0 0
"199204" 674386 586397 29905 24000 4021 24642 5421 523630 4376 21238 25662 9681 4194 5297 -53808 540270 23314 23314 3054 3054 12802 0 608 2092 0 1416 8642 20 24 254976 4000 0 14759 24476 298211 19573 19573 51104 63663 114767 0 0 0
"199301" 679807 592857 30343 24784 4107 22067 5649 533755 5264 21341 25917 8611 2226 9433 -58464 548083 23537 23537 3187 3187 13110 0 650 2158 0 1657 8590 25 30 263214 4000 0 22253 11978 301445 15154 15154 41999 69870 111869 0 0 0
"199302" 704180 607448 30724 25308 3864 30492 6344 539478 5199 22569 25965 9269 5042 13569 -61210 559881 23817 23817 3288 3288 13509 0 660 2210 0 2007 8549 50 33 270866 4000 0 22848 20475 318189 15558 15558 38059 76004 114063 0 0 0
"199303" 718351 622359 31517 25921 3819 28384 6351 537164 5252 22589 26119 9603 6183 17705 -52585 572030 24064 24064 3331 3331 14088 0 721 2217 0 2350 8712 54 34 279096 4188 0 22571 18817 324672 15369 15369 44070 79243 123313 0 0 0
"199304" 723526 607125 33827 28826 4864 44588 4296 545294 5206 24035 26678 13134 10153 23690 -54877 593313 24457 24457 3401 3401 14447 0 780 2217 0 2697 8657 59 37 286615 4446 0 21160 30674 342895 14409 14409 44541 80841 125382 0 0 0
"199401" 754599 635465 34608 28128 4963 47085 4350 560920 4984 24462 27197 13635 9921 23914 -66248 598785 24679 24679 3445 3445 14718 0 840 2237 0 3047 8480 66 48 290594 4400 0 20131 29707 344832 13265 13265 43630 90827 134457 0 0 0
"199402" 770722 651040 35521 28205 5223 46274 4459 563880 4970 24658 27539 13663 10413 24138 -64450 604811 25041 25041 3523 3523 15420 0 888 2253 0 3602 8552 75 50 292967 4400 0 21984 20716 340067 14486 14486 46560 90918 137478 0 0 0
"199403" 789980 669271 36365 28555 5106 46165 4518 584508 4929 25539 28031 13952 10525 24362 -72412 619434 25437 25437 3608 3608 15858 0 910 2298 0 3903 8607 89 51 300410 4400 0 24858 24757 354425 16379 16379 41396 95866 137262 0 0 0
"199404" 786565 685575 35626 32199 4752 25853 2560 598073 4834 26261 27892 10941 6014 14032 -70065 617982 25888 25888 3683 3683 16273 0 943 2235 0 4293 8612 104 86 304156 4400 0 25183 26851 360590 16594 16594 44072 96903 140975 0 0 0
"199501" 808249 705300 35862 32771 4777 27137 2402 616300 2914 27851 28026 11166 4910 14513 -78259 627421 26200 26200 3786 3786 16643 0 960 2190 0 4753 8556 102 82 317104 4417 0 23942 30204 375667 18797 18797 50226 105299 155525 0 0 0
"199502" 824282 720107 36516 32745 5038 27412 2464 631522 2881 28083 29409 11342 4467 14994 -83079 639619 26477 26477 3815 3815 17097 0 960 2161 0 5212 8560 121 83 325930 4432 0 26443 33722 390527 20760 20760 52251 108086 160337 0 0 0
"199503" 847305 741314 37185 33746 4921 27534 2605 648613 2872 30943 29755 11711 5456 15475 -87346 657479 26880 26880 3915 3915 17756 0 960 2137 0 5506 8933 136 84 337367 4460 0 27043 32048 400918 21230 21230 51329 115408 166737 0 0 0
"199504" 885506 778673 37850 37759 5611 22783 2830 651294 2818 32662 36837 13810 7450 17382 -82187 680066 27406 27406 3966 3966 18256 0 960 2163 0 5846 9051 161 75 344278 4491 0 28600 31564 408933 22454 22454 50734 114752 165486 0 0 0
"199601" 912238 803286 38823 38303 5829 24195 1802 674134 3653 32726 37887 14004 8169 18280 -80654 708199 27844 27844 4037 4037 18382 0 960 2135 0 6042 8982 153 110 348443 4531 0 29226 34420 416620 21321 21321 52693 126609 179302 0 0 0
"199602" 929066 817571 39179 38937 6012 25359 2008 699056 3598 30752 38671 14110 9240 19178 -89708 724897 28221 28221 4138 4138 18932 0 960 2153 0 6186 9351 161 121 361939 4577 0 32552 33879 432947 23746 23746 52851 137759 190610 0 0 0
"199603" 953869 838647 40322 39770 6265 26198 2667 709732 3619 31394 39124 14545 7511 20076 -84508 741493 28654 28654 4535 4535 19242 0 960 2144 0 6304 9539 172 123 365275 4630 0 31812 32608 434325 23206 23206 59431 144807 204238 0 0 0
"199604" 989810 866486 42839 33646 6553 27854 12432 704789 4021 30266 38496 17628 8899 20765 -79245 745619 29240 29240 4602 4602 19706 0 1651 1515 0 6671 9526 177 166 372883 4690 0 31545 28677 437795 23012 23012 64468 166258 230726 0 0 0
"199701" 1022479 894784 43894 35404 7292 28277 12828 734399 3594 31648 38697 18473 10845 22230 -85598 774288 29667 29667 4762 4762 20352 0 1660 1510 0 7110 9720 184 168 387062 4757 0 40523 27576 459918 32217 32217 79358 180427 259785 0 0 0
"199702" 1049864 917176 45194 37043 7415 29954 13082 753906 3612 34970 39578 22165 10039 23695 -89890 798075 30078 30078 5050 5050 20827 0 1610 1563 0 7625 9661 195 173 399290 4831 0 36612 33914 474647 29107 29107 74288 182146 256434 0 0 0
"199703" 1073233 938316 45849 38749 7265 30418 12636 756740 3847 36685 42595 23167 6327 25160 -77352 817169 30493 30493 5227 5227 21244 0 1583 1611 0 8000 9250 400 400 410009 4912 0 41642 34616 491179 33106 33106 82895 193492 276387 0 0 0
"199704" 1068063 933123 44233 42769 8642 35134 4162 756443 3854 38765 46157 25170 5522 29388 -81163 824136 30829 30829 5433 5433 21468 0 1651 1515 0 7982 9921 220 179 413622 5000 0 35167 49717 503506 27959 27959 78803 201278 280081 0 0 0
"199801" 1113320 980303 45744 42391 9284 30869 4729 781632 3324 38740 46732 25426 4699 29242 -85599 844196 31214 31214 5471 5471 22807 0 1607 1598 0 8488 10717 222 175 430270 6176 0 40463 52560 529469 20175 20175 87532 224147 311679 0 0 0
"199802" 1160205 1019151 46616 44530 10178 34743 4987 795968 3326 38940 47115 26174 6671 29096 -82047 865243 31658 31658 5791 5791 23385 0 1777 1723 0 8669 10802 253 161 445856 7010 0 36569 73323 562758 18232 18232 79295 228461 307756 0 0 0
"199803" 1183163 1040238 45579 45755 9475 36740 5376 804411 3245 43539 47455 26452 5540 28950 -69225 890367 32071 32071 5910 5910 24201 0 1699 1801 0 9170 11056 294 181 459233 7158 0 34175 80530 581096 17039 17039 89468 235709 325177 0 0 0
"199804" 1196021 1041048 31187 46954 11149 57992 7691 817754 3373 46133 47313 27268 8008 29723 -59528 920044 32409 32409 5952 5952 25521 0 1581 1650 0 10017 11757 309 207 468964 8164 0 36033 89792 602953 17965 17965 90559 236763 327322 0 0 0
"199901" 1268257 1104151 32402 49523 11517 60896 9768 829768 3637 45841 48290 27991 3382 31024 -42230 947703 32803 32803 6122 6122 26966 0 1621 1590 0 10609 12479 400 267 476405 8675 0 39282 104554 628916 13368 13368 89790 274923 364713 0 0 0
"199902" 1320516 1149511 33229 50537 12007 63290 11942 915497 3641 60372 52149 37795 7610 32325 -17698 1091691 33259 33259 6282 6282 27824 0 1557 1670 0 11094 12750 452 301 473851 9279 0 38658 118843 640631 13155 13155 88473 280832 369305 0 0 0
"199903" 1387281 1208995 33927 53302 12663 64556 13838 940951 3680 60815 58415 38116 10009 33626 -1977 1143635 33588 33588 6330 6330 29561 0 1531 1695 0 12188 13305 486 356 475558 9043 0 52285 99872 636758 17793 17793 102479 282818 385297 0 0 0
"199904" 1414355 1250747 36046 47768 9369 20524 49901 912461 3566 61972 51475 32123 9925 38680 -8493 1101709 33860 33860 6432 6432 31583 0 1615 1608 0 13001 14483 534 342 471859 9257 0 83904 58124 623144 28553 28553 93031 302697 395728 0 0 0
"200001" 1452865 1282845 37800 48498 10187 21002 52533 948471 3140 62962 52651 34088 6920 39459 5483 1153174 34203 34203 6744 6744 32610 0 1706 1524 0 13432 15124 565 259 492055 9485 0 104410 51140 657090 28141 28141 114567 300231 414798 0 0 0
"200002" 1508272 1331822 38975 50929 10617 20545 55384 1036809 3137 63215 54382 37292 7346 40238 5708 1248127 34613 34613 6865 6865 32747 0 1622 1591 0 13389 15296 590 259 501038 9607 0 97589 61645 669879 26302 26302 114542 306820 421362 0 0 0
"200003" 1550984 1365433 43668 52119 11053 21104 57607 1103584 3146 64604 56700 48637 6626 41017 5937 1330251 34948 34948 6933 6933 33111 0 1597 1634 0 13393 15513 610 364 514763 10457 0 104790 66084 696094 28243 28243 119921 303077 422998 0 0 0
"200004" 1531607 1351617 44486 47887 10426 16221 60970 1179966 3251 64236 60875 42886 9273 53973 6557 1421017 35360 35360 6997 6997 33812 0 1641 1634 0 13789 15736 647 365 525439 11099 0 109161 69440 715139 29421 29421 138669 303755 442424 0 0 0
"200101" 1571516 1388979 45126 48629 11042 16541 61199 1224001 3798 63950 65040 45378 14698 55362 7481 1479708 35881 35881 7029 7029 34589 0 1623 1603 0 14114 16201 704 344 541824 13265 17013 127635 69413 769150 10230 10230 134244 350524 484768 0 0 0
"200102" 1601926 1418849 45980 48343 11031 16865 60858 1277731 3832 67988 62806 47923 16092 56751 7621 1540744 36379 36379 7143 7143 35479 0 1800 1954 0 14243 16510 736 236 552191 14005 17038 130210 75707 789151 10436 10436 126241 327713 453954 0 0 0
"200103" 1649296 1452412 46561 48338 11237 16590 74158 1297276 3848 68312 64082 49220 8721 58140 7721 1557320 36738 36738 7266 7266 36221 0 1777 2003 0 14418 16935 826 262 577793 14184 17004 132357 81727 823065 10608 10608 109261 317702 426963 0 0 0
"200104" 1693131 1489756 50601 49282 8551 11902 83039 1266207 3312 67207 66368 38784 12853 56065 7677 1518473 37065 37065 7373 7373 37088 0 1773 2026 0 15171 16971 871 276 586102 13039 15633 144901 45904 805579 11614 11614 108718 327737 436455 0 0 0
"200201" 1744877 1530629 51434 54244 8692 12623 87255 1288718 4221 68268 66667 40314 12416 55165 7789 1543558 37511 37511 7648 7648 37806 0 1801 1998 0 15715 17023 967 302 593786 13223 15109 127825 66751 816694 14693 14693 102208 345538 447746 0 0 0
"200202" 1784532 1563833 51908 55816 10650 12476 89849 1294566 4402 68928 69560 40782 12258 54265 7704 1552465 37879 37879 8330 8330 38092 0 1756 2076 0 16884 15941 1072 363 609837 12908 17097 135426 52925 828193 15568 15568 123404 339852 463256 0 0 0
"200203" 1821287 1596951 52611 55594 11047 12593 92491 1307448 4382 69141 69691 41538 14545 53365 7748 1567858 38243 38243 8264 8264 38697 0 1775 2091 0 17116 16207 1111 397 630395 12231 18089 145565 33124 839404 16733 16733 116654 335971 452625 0 0 0
"200204" 1867043 1611894 51025 79000 12201 12425 100498 1252522 3980 73305 63302 49618 14497 35401 7327 1499952 38551 38551 8380 8380 39080 0 1789 2104 0 17519 16011 1162 495 639245 13202 19587 161055 25457 858546 18514 18514 127291 347912 475203 0 0 0
"200301" 1894714 1634043 53009 79962 12177 12042 103481 1269882 3830 77126 61173 49625 32454 36119 7471 1537680 38929 38929 8505 8505 40293 0 1864 2071 0 17974 16573 1235 576 650050 13543 20254 160390 34242 878479 18517 18517 127473 355993 483466 0 0 0
"200302" 1944240 1676988 54427 82447 12543 12458 105377 1266675 3873 77000 62344 47890 32457 36837 7446 1534522 39334 39334 8657 8657 40859 0 1787 2195 0 18409 16379 1321 768 667018 14664 21842 179879 32067 915470 20767 20767 126110 352075 478185 0 0 0
"200303" 1987316 1714404 55108 84497 12740 12956 107611 1266876 3613 76854 61920 47402 33257 37555 7450 1534927 39691 39691 8746 8746 41695 0 1768 2298 0 18569 16658 1392 1010 679639 15025 22201 177885 40716 935466 20537 20537 122928 348947 471875 0 0 0
"200304" 2054464 1745058 57478 84606 14394 15663 137265 1302021 3275 85195 68233 46603 30668 37447 7552 1580994 39985 39985 8847 8847 42283 0 2073 2508 0 18709 16439 1407 1147 689759 15566 23408 181837 44202 954772 20993 20993 134697 358656 493353 0 0 0
"200401" 2137473 1807089 60269 90691 14212 16236 148976 1322636 3038 85516 68996 46671 34633 38219 7710 1607419 40327 40327 8978 8978 44099 0 2248 2418 0 19086 17601 1540 1206 708111 17047 24615 192410 58315 1000498 19379 19379 158950 366539 525489 0 0 0
"200402" 2215269 1872058 63295 93804 15160 17173 153779 1339083 3023 86702 67734 60535 37986 38991 7700 1641754 40840 40840 9226 9226 45233 0 2113 2598 0 19252 18443 1597 1230 738592 17398 23927 213171 48340 1041428 21470 21470 136478 358929 495407 0 0 0
"200403" 2273264 1923622 64205 96936 16047 17583 154871 1357113 3139 98728 66247 64468 40294 39763 7699 1677451 41689 41689 10502 10502 45260 0 1979 2759 0 19580 18088 1618 1236 819413 18291 25455 221738 63618 1148515 22332 22332 151060 353266 504326 0 0 0
"200404" 2498494 2094695 93458 89910 16568 14687 189176 1409774 3023 122674 61425 66596 21786 49610 7828 1742716 41978 41978 11914 11914 44788 0 1952 2744 0 19333 17401 1654 1704 856983 18960 25879 234115 62301 1198238 23579 23579 167746 367090 534836 0 0 0
"200501" 2561802 2151198 93796 90944 16932 14766 194166 1436157 3396 128107 64296 67128 25785 48960 8002 1781831 42341 42341 12560 12560 45138 0 2095 2634 0 19999 17106 1650 1654 853312 19319 25764 159049 121901 1179345 95348 95348 169130 377798 546928 0 0 0
"200502" 2605684 2184743 93619 98333 17525 17043 194421 1428905 3478 130229 61851 68228 27277 48310 8049 1776327 42696 42696 12937 12937 45905 0 1906 2627 0 20028 18059 1688 1597 876272 20156 25944 162547 125784 1210703 97446 97446 184756 397033 581789 0 0 0
"200503" 2602572 2174867 94436 100737 19064 19110 194358 1468204 3373 131083 59477 69474 28477 47660 8053 1815801 42990 42990 13307 13307 46715 0 1824 2821 0 20218 18486 1771 1595 878020 21417 34010 169433 139910 1242790 101574 101574 189781 395624 585405 0 0 0
"200504" 2651721 2205709 104867 103250 19067 17691 201137 1549444 3315 130184 60083 65840 38753 49947 8413 1905979 43242 43242 13536 13536 46697 0 1805 2849 0 20181 18514 1768 1580 896970 22666 35627 195213 130490 1280966 117028 117028 188781 413970 602751 0 0 0
"200601" 2718695 2262060 106437 104736 18480 19922 207060 1584147 3003 136580 64467 67480 40354 45101 8689 1949821 44544 44544 13759 13759 47271 0 1802 2867 0 20488 18729 1808 1577 914533 21458 35260 187002 108274 1266527 132005 132005 212905 421404 634309 0 0 0
"200602" 2756118 2297629 105857 104627 18393 20724 208888 1639462 3057 137864 64996 77472 41856 44371 8838 2017916 44706 44706 14970 14970 47306 0 1804 2895 0 20636 18702 1789 1480 929733 22219 34772 191948 114077 1292749 135497 135497 214981 429637 644618 0 0 0
"200603" 2835853 2372427 103941 107550 19209 21920 210806 1688512 3082 142367 67607 80625 42657 43097 8844 2076791 45042 45042 15069 15069 47405 0 1848 2965 0 19983 19267 1850 1492 963020 23074 38598 197369 113015 1335076 139323 139323 211805 427204 639009 0 0 0
"200604" 2948172 2440731 95902 105468 19976 41993 244102 1722710 3576 135391 99896 71336 51113 61018 9022 2154062 45266 45266 15325 15325 46878 0 1861 3016 0 22878 15593 1925 1605 1006940 24734 38325 198450 145062 1413511 140086 140086 197338 437264 634602 0 0 0
"200701" 3057183 2522062 105930 109672 21543 47181 250795 1800578 3253 139260 78977 70994 44130 60590 9172 2206954 45550 45550 15846 15846 46873 0 1974 3222 0 22361 15916 1738 1662 1017932 23927 39483 244088 74685 1400115 82932 82932 231086 452495 683581 0 0 0
"200702" 3151499 2574887 113806 114316 22647 60950 264893 1869656 3362 143022 85171 73537 44571 61084 9322 2289725 46734 46734 16102 16102 46980 0 2105 3448 0 22424 15332 1881 1790 1040210 25301 41425 257099 68602 1432637 87353 87353 240738 454337 695075 0 0 0
"200703" 3241785 2647341 121418 117121 24257 65467 266181 1942373 3431 155544 92230 73087 42323 62657 9472 2381117 46824 46824 17274 17274 53821 0 2132 3513 0 25264 18475 2341 2096 1086407 26519 41878 244675 76055 1475534 83132 83132 225287 475820 701107 0 0 0
"200704" 3552902 2892704 150306 121095 25589 177893 185315 2014476 3458 107242 79339 69957 62721 63705 9622 2410520 46917 46917 18450 18450 55971 0 2160 3558 0 26670 18846 2500 2237 1133057 25287 43658 239918 34714 1476634 81515 81515 241003 510471 751474 0 0 0
"200801" 3659137 2979385 152022 122757 27232 186516 191225 2063533 3082 117121 79667 74455 72851 68995 9772 2489476 47020 47020 19549 19549 58190 0 3158 2459 0 27948 19935 2345 2345 1158434 26210 42974 244195 39191 1511004 84467 84467 240432 502903 743335 0 0 0
"200802" 3758574 3066460 151202 125169 27994 192151 195598 2136097 3118 122606 86460 74393 75490 74678 9922 2582764 48087 48087 19874 19874 58967 0 3251 2468 0 28138 19932 2638 2540 1148484 28772 42277 237696 69566 1526795 82218 82218 237281 499658 736939 0 0 0
"200803" 3829882 3121633 153892 127920 29605 197112 199720 2172988 3194 124222 88931 76282 83455 83683 10072 2642827 48216 48216 20312 20312 59722 0 3910 2125 0 28493 19514 2840 2840 1157217 27821 36965 241345 92046 1555394 83481 83481 192610 501017 693627 0 0 0
"200804" 3742835 3006267 192267 106552 25111 226212 186426 2176522 3170 92565 61350 59601 57703 60220 10222 2521353 48301 48301 21076 21076 55660 0 4061 2048 0 25621 17969 2758 3203 1181286 31626 31165 232593 91990 1568660 80453 80453 276634 516903 793537 0 0 0
"200901" 3793652 3057894 191098 108285 24310 225672 186393 2185364 3439 91210 53123 62204 61059 58521 10372 2525292 48439 48439 22558 22558 53478 0 4069 2163 0 24661 16960 2423 3202 1245398 24026 29710 226232 707777 2233143 76946 76946 269335 532991 802326 0 0 0
"200902" 3861101 3124746 184896 109940 26563 227327 187629 2205290 3466 92074 54948 65882 65459 61463 10522 2559104 49736 49736 24246 24246 55284 0 4264 2054 0 27173 16053 2511 3229 1260832 24296 33868 212692 709841 2241529 72341 72341 224457 513151 737608 0 0 0
"200903" 3946974 3195721 189154 115385 27242 229670 189802 2250999 3507 95984 59666 68235 66741 61438 10672 2617242 49814 49814 24918 24918 54588 0 4611 1866 0 26788 15678 2509 3136 1320845 23921 40850 208387 660943 2254946 70878 70878 199120 502063 701183 0 0 0
