"DATES" "FL263192005.Q" "FL103092005.Q" "FL723092000.Q" "FL513092003.Q" "FL543092003.Q" "FL613092003.Q" "FL663092003.Q" "FL103192005.Q" "FL115114005.Q" "FL753192003.Q" "FL513192003.Q" "FL543192003.Q" "FL613192003.Q" "FL663192003.Q" "FL503192003.Q" "FL263092001.Q" "FL313092803.Q" "FL313092803.Q" "FL713164003.Q" "FL713164003.Q" "FL403192405.Q" "FL103092403.Q" "FL113092403.Q" "FL133092403.Q" "FL313092403.Q" "FL723092403.Q" "FL443092405.Q" "FL473092403.Q" "FL543092403.Q" "FL723194733.Q" "FL443194733.Q" "FL543194733.Q" "FL613194733.Q" "FL663194735.Q" "FL733094705.Q" "FL103094105.Q" "FL103094105.Q" "FL753194503.Q" "FL663194505.Q" "FL503094505.Q" "FL503194305.Q" "FL153094305.Q" "FL313094303.Q"
"195802" 26385 25469 137 149 199 202 229 4408 127 256 450 390 30 237 0 5898 670 670 353 353 1348 36 24 176 364 0 748 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195803" 26777 25837 140 152 202 209 237 4497 129 257 450 390 30 237 0 5990 670 670 357 357 1361 37 31 179 358 0 756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195804" 27409 26443 144 154 206 217 245 4504 131 282 498 432 33 235 0 6115 670 670 363 363 1379 38 32 182 358 0 769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195901" 27971 26979 147 157 210 224 254 4630 134 283 498 432 33 234 0 6244 670 670 374 374 1446 39 33 186 361 0 827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195902" 28769 27750 151 160 213 232 263 4783 137 286 499 433 34 236 0 6408 670 670 380 380 1471 42 30 191 364 0 844 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195903" 29295 28249 154 163 217 240 272 4899 139 289 500 434 35 238 0 6534 670 670 383 383 1488 46 39 194 357 0 852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195904" 29827 28752 158 166 221 249 281 4923 142 294 520 451 35 239 0 6604 670 670 387 387 1514 51 40 198 359 0 866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196001" 30416 29312 162 169 225 257 291 5014 144 297 521 452 36 243 0 6707 670 670 395 395 1613 57 42 202 359 0 953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196002" 30773 29641 165 171 229 266 301 5069 145 302 523 454 38 251 0 6782 750 750 400 400 1634 64 38 205 361 0 966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196003" 31138 29976 169 174 233 275 311 5149 147 307 525 456 40 259 0 6883 750 750 403 403 1663 69 47 208 365 0 974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196004" 31865 30670 173 178 237 285 322 5169 149 308 543 471 36 249 0 6925 824 824 409 409 1690 72 48 211 370 0 989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196101" 32620 31393 177 181 241 295 333 5244 151 313 545 473 38 256 0 7020 824 824 423 423 1788 75 49 215 370 0 1079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196102" 33340 32389 182 184 245 305 35 5347 154 316 546 474 39 258 0 7134 824 824 425 425 1807 76 45 220 374 0 1092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196103" 34141 32846 186 187 249 316 357 5400 157 319 547 475 40 260 0 7198 824 824 432 432 1820 77 57 223 363 0 1100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196104" 34717 33387 190 190 254 327 369 5286 160 344 608 527 41 287 0 7253 995 995 445 445 1835 80 57 227 364 0 1107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196201" 35221 33854 195 194 258 338 382 5330 161 347 609 528 42 292 0 7309 995 995 453 453 1849 83 58 231 365 0 1112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196202" 35929 34525 199 197 263 350 395 5418 161 350 610 529 43 296 0 7407 995 995 458 458 1860 87 55 235 367 0 1116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196203" 36577 35133 204 201 268 362 409 5473 163 353 611 530 44 299 0 7473 995 995 462 462 1868 88 68 238 356 0 1118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196204" 37276 35793 209 204 272 375 423 5673 164 330 583 505 39 261 0 7555 1117 1117 467 467 1884 90 69 241 358 0 1126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196301" 38210 36685 214 208 277 388 438 5733 166 333 584 506 40 264 0 7626 1117 1117 478 478 1895 90 70 245 360 0 1130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196302" 39143 37577 219 211 282 401 453 5868 167 333 584 506 40 263 0 7761 1117 1117 481 481 1910 89 66 249 369 0 1137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196303" 39793 38183 224 215 287 415 469 5990 169 333 584 506 40 261 0 7883 1117 1117 487 487 1932 89 81 253 356 0 1153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196304" 40736 39081 229 219 292 430 485 5852 172 348 614 532 41 276 0 7835 1179 1179 497 497 1902 90 82 256 303 0 1171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196401" 41523 39821 235 223 297 445 502 5938 174 348 614 532 41 274 0 7921 1179 1179 508 508 1912 90 83 261 289 0 1189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196402" 42522 40774 240 227 302 460 519 6045 176 350 615 533 42 276 0 8037 1229 1229 513 513 1927 91 78 267 290 0 1201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196403" 43482 41684 246 231 308 476 537 6098 178 352 616 534 43 278 0 8099 1229 1229 518 518 1915 91 93 273 246 0 1212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196404" 44480 42632 251 235 313 493 556 6033 180 371 654 567 44 298 0 8147 1229 1229 524 524 1930 91 95 279 238 0 1227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196501" 46064 44164 257 239 319 510 575 6206 183 373 655 568 45 300 0 8329 1290 1290 536 536 1960 92 96 287 238 0 1247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196502" 47531 45578 263 243 324 528 595 6208 185 370 654 567 44 291 0 8319 1290 1290 541 541 1991 94 97 307 233 0 1260 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196503" 48536 46527 270 247 330 546 616 6370 188 367 653 566 43 281 0 8468 1290 1290 544 544 2012 94 107 313 228 0 1270 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196504" 55410 53344 276 252 336 565 637 6433 191 369 651 564 43 281 0 8532 1290 1290 551 551 2029 97 108 319 228 0 1277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196601" 56434 54309 283 256 342 585 659 6571 191 366 650 563 42 274 0 8657 1290 1290 560 560 2127 104 110 330 280 0 1303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196602" 57979 55794 289 261 348 605 682 6669 193 370 652 565 43 281 0 8773 1290 1290 562 562 2223 111 104 351 318 0 1339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196603" 59176 56929 296 265 354 626 706 6633 194 374 654 567 44 288 0 8754 1290 1290 566 566 2270 115 115 358 322 0 1360 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196604" 59042 56731 303 270 360 648 730 6947 196 352 622 539 41 250 0 8947 1290 1290 570 570 2293 120 117 365 322 0 1369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196701" 60425 58053 322 289 368 655 738 7141 200 356 624 541 42 253 0 9157 1223 1223 578 578 2325 121 120 375 322 0 1387 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196702" 61317 58881 341 309 377 662 747 7355 205 358 625 542 43 249 0 9377 1264 1264 585 585 2331 122 124 396 297 0 1392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196703" 62556 60053 362 330 386 670 755 7492 210 360 626 543 44 245 0 9520 1333 1333 589 589 2352 128 125 405 300 0 1394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196704" 65610 63037 385 353 394 677 764 7595 215 373 658 570 44 253 0 9708 1373 1373 598 598 2371 134 128 414 300 0 1395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196801" 66795 64147 408 378 404 685 773 7945 220 375 659 571 45 250 0 10065 1422 1422 612 612 2414 141 130 424 302 0 1417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196802" 68156 65433 433 404 413 692 781 8078 224 379 660 573 46 252 0 10212 1466 1466 617 617 2473 148 135 453 311 0 1426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196803" 69837 67032 460 432 423 700 790 8195 229 383 661 575 47 262 0 10352 1483 1483 619 619 2301 156 137 459 148 0 1401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196804" 73669 70780 488 462 432 708 799 8250 234 392 692 599 46 255 0 10468 1510 1510 630 630 2218 160 139 516 0 0 1403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196901" 75296 72317 518 494 442 716 809 8558 239 396 693 601 47 256 0 10790 1531 1531 641 641 2281 169 142 528 0 0 1442 0 0 1000 0 0 0 0 1000 0 0 0 0 0 0 0 0
"196902" 77224 74151 550 528 453 724 818 8774 245 402 695 604 49 260 0 11029 1587 1587 659 659 2332 181 146 554 0 0 1451 0 0 2000 0 0 0 0 2000 0 0 0 0 0 0 0 0
"196903" 78952 75781 584 565 463 732 827 9017 250 408 697 607 51 263 0 11293 1637 1637 666 666 2357 203 148 562 0 0 1444 0 0 3000 0 0 0 0 3000 0 0 0 0 0 0 0 0
"196904" 83073 79799 619 604 474 740 837 9590 256 372 657 569 44 196 0 11684 1694 1694 669 669 2426 225 152 571 0 0 1478 0 0 4000 0 0 0 0 4000 0 0 0 0 0 0 0 0
"197001" 85303 81920 658 646 485 748 846 10179 264 378 659 572 46 196 0 12294 1761 1761 681 681 2295 0 157 580 0 0 1558 0 0 5000 0 0 0 0 5000 0 0 0 0 0 0 0 0
"197002" 87920 84423 698 691 496 756 856 10400 272 383 661 574 48 194 0 12532 1810 1810 685 685 2342 0 163 593 0 0 1586 0 0 6000 0 0 0 0 6000 0 0 0 0 0 0 0 0
"197003" 89675 86057 741 739 507 765 866 10763 280 388 663 576 50 192 0 12912 1859 1859 691 691 2362 0 165 598 0 0 1599 0 0 8000 0 0 0 0 8000 0 0 0 0 0 0 0 0
"197004" 94349 90606 786 790 519 773 875 11074 288 384 677 587 45 169 0 13224 1929 1929 702 702 2396 0 167 622 0 0 1607 0 0 10000 0 0 0 0 10000 0 0 0 0 0 0 0 0
"197101" 93028 89150 835 845 531 782 885 11280 291 389 679 589 47 174 0 13449 1963 1963 717 717 2436 0 171 636 0 0 1629 0 0 11000 0 0 69 0 11069 0 0 0 0 0 0 0 0
"197102" 95439 91419 886 904 543 791 896 11431 295 395 681 592 49 181 0 13624 2012 2012 729 729 2430 0 177 651 0 0 1602 0 0 12000 0 0 134 0 12134 0 0 0 0 0 0 0 0
"197103" 97825 93658 940 966 556 799 906 11115 299 401 683 595 51 188 0 13332 2119 2119 734 734 2434 0 179 655 0 0 1600 0 0 14000 0 0 273 0 14273 0 0 0 0 0 0 0 0
"197104" 103902 99578 998 1033 569 808 916 11181 302 434 766 664 51 224 0 13622 2181 2181 742 742 2490 0 180 692 0 0 1618 0 0 15000 0 0 565 0 15565 0 0 0 0 0 0 0 0
"197201" 101047 96557 1059 1105 582 817 927 10949 307 440 768 667 53 229 0 13413 2218 2218 761 761 2591 0 183 699 0 0 1709 0 0 16000 0 0 1035 0 17035 0 0 0 0 0 0 0 0
"197202" 102790 98126 1124 1182 595 826 937 11187 312 445 770 669 55 232 0 13670 2289 2289 772 772 2639 0 190 728 0 0 1721 0 0 17000 0 0 1707 0 18707 0 0 0 0 0 0 0 0
"197203" 104982 100132 1193 1264 609 836 948 11558 318 450 772 671 57 235 0 14061 2336 2336 778 778 2654 0 192 733 0 0 1729 0 0 19000 0 0 2404 0 21404 0 0 0 0 0 0 0 0
"197204" 125510 120465 1266 1352 623 845 959 11946 323 495 873 757 58 285 0 14737 2451 2451 793 793 2730 0 192 782 0 0 1756 0 0 21000 0 0 2950 0 23950 0 0 0 0 0 0 0 0
"197301" 109828 104576 1344 1446 638 854 970 12891 349 500 875 759 60 260 0 15694 2528 2528 807 807 2946 0 197 806 0 0 1943 0 0 22000 0 0 3385 0 25385 0 0 0 0 0 0 0 0
"197302" 112746 107275 1427 1546 653 864 981 14031 388 518 882 767 66 243 0 16895 2609 2609 820 820 3076 0 205 863 0 0 2008 0 0 23000 0 0 3499 250 26749 0 0 0 0 0 0 0 0
"197303" 114821 109121 1514 1653 668 873 992 14501 419 536 889 775 72 236 0 17428 2611 2611 829 829 3213 0 210 914 0 0 2089 0 0 24000 0 0 3559 500 28059 0 0 0 0 0 0 0 0
"197304" 126246 120302 1607 1768 683 883 1003 14587 438 581 1029 888 68 254 0 17845 2799 2799 844 844 3276 0 212 942 0 0 2122 0 0 25000 0 0 3584 750 29334 0 0 0 0 0 0 0 0
"197401" 125396 119192 1706 1891 699 893 1015 16394 476 599 952 896 74 238 0 19629 2913 2913 872 872 3484 0 219 959 0 0 2306 0 0 27000 0 0 3514 1000 31514 0 0 0 0 0 0 0 0
"197402" 127524 121047 1811 2022 715 903 1026 16904 514 670 875 830 73 302 0 20168 3146 3146 878 878 3701 0 241 1047 0 0 2413 0 0 29000 0 0 3292 1250 33542 0 0 0 0 0 0 0 0
"197403" 131984 125217 1922 2162 732 913 1038 18485 553 741 798 764 72 365 0 21778 3229 3229 886 886 3883 0 245 1095 0 0 2543 0 0 31000 0 0 3133 1500 35633 0 0 0 0 0 0 0 0
"197404" 135298 128224 2040 2312 749 923 1050 19295 588 848 701 597 56 521 0 22606 3445 3445 897 897 4018 0 246 1148 0 0 2624 0 0 32000 0 0 3251 1750 37001 0 0 0 0 0 0 0 0
"197501" 139407 132008 2165 2473 766 933 1062 19409 583 919 746 636 55 536 0 22884 3596 3596 902 902 4113 0 246 1190 0 0 2677 0 0 34000 0 0 3590 2000 39590 500 500 0 0 0 0 0 0
"197502" 143681 135936 2298 2645 784 944 1074 20178 578 925 791 675 56 551 0 23754 3747 3747 909 909 4123 0 248 1222 0 0 2653 0 0 36000 0 0 3842 2500 42342 1000 1000 0 0 0 0 0 0
"197503" 145176 137066 2440 2828 802 954 1086 20163 573 931 836 714 57 566 0 23840 3937 3937 914 914 4184 0 250 1255 0 0 2679 0 0 38000 268 0 7003 0 45271 1500 1500 0 0 0 0 0 0
"197504" 149542 141045 2589 3024 820 965 1099 21490 567 872 883 752 61 584 0 25209 4119 4119 929 929 4376 0 287 1384 0 0 2705 0 0 39000 887 0 9913 0 49800 2000 2000 0 0 0 0 0 0
"197601" 153575 144667 2748 3234 839 976 1111 22848 572 878 928 807 62 586 0 26681 4256 4256 945 945 4561 0 300 1434 0 0 2827 0 0 40000 1363 0 10437 0 51800 2250 2250 0 0 0 0 0 0
"197602" 155902 146557 2917 3459 859 986 1124 23733 576 910 993 862 64 629 0 27767 4658 4658 959 959 4635 0 325 1471 0 0 2839 0 0 41000 1374 0 11326 0 53700 2500 2500 0 0 0 0 0 0
"197603" 159203 149422 3069 3699 879 997 1137 24531 580 942 1058 917 66 672 0 28766 4994 4994 965 965 4698 0 340 1494 0 0 2864 0 0 42000 1498 0 12202 0 55700 2750 2750 0 0 0 0 0 0
"197604" 222283 211984 3286 3956 899 1008 1150 43001 583 999 1142 972 71 760 0 47528 5207 5207 983 983 4857 0 360 1608 0 0 2889 0 0 43640 1489 0 13232 0 58361 3000 3000 0 0 0 0 0 0
"197701" 224340 213519 3488 4230 920 1020 1163 43776 579 1031 1207 1027 73 815 0 48508 5391 5391 990 990 5224 0 390 1659 0 0 3175 0 0 45000 1546 0 13054 0 59600 3250 3250 0 0 0 0 0 0
"197702" 228345 216971 3702 4524 941 1031 1176 44599 575 1065 1235 1050 74 875 0 49473 5571 5571 1000 1000 5302 0 397 1707 0 0 3198 0 0 46000 1970 0 13530 0 61500 3500 3500 0 0 0 0 0 0
"197703" 231022 219060 3930 4838 963 1042 1189 45481 570 1099 1263 1073 75 935 0 50496 5741 5741 1016 1016 5350 0 400 1724 0 0 3226 0 0 47000 2196 0 14304 0 63500 3750 3750 0 0 0 0 0 0
"197704" 248299 235712 4171 5174 985 1054 1203 50246 623 1170 1252 1066 77 979 0 55413 5956 5956 1029 1029 5554 0 404 1855 0 0 3295 0 0 50148 2640 0 13653 0 66441 4000 4000 0 0 0 0 0 0
"197801" 253173 240120 4408 5351 1019 1098 1177 51473 656 1204 1280 1089 78 988 0 56768 6249 6249 1048 1048 6083 0 415 1930 0 0 3738 0 0 51000 3200 0 13600 0 67800 4500 4500 0 0 0 0 0 0
"197802" 257120 243580 4658 5534 1054 1143 1151 53550 696 1248 1353 1151 83 1000 0 59081 6400 6400 1056 1056 6283 0 481 1984 0 0 3818 0 0 52000 3536 0 15726 0 71262 4775 4775 0 0 0 0 0 0
"197803" 259267 245214 4922 5724 1090 1191 1126 55937 744 1292 1426 1213 88 1001 0 61701 6581 6581 1062 1062 6490 0 510 2055 0 0 3925 0 0 53000 3622 0 16102 0 72724 5050 5050 0 0 0 0 0 0
"197804" 287511 272921 5201 5920 1128 1240 1101 62898 848 1375 1497 1276 97 985 0 68976 6581 6581 1078 1078 6777 0 531 2126 0 0 4120 0 0 54934 3793 0 16924 0 75651 5325 5325 0 0 0 0 0 0
"197901" 293661 278507 5497 6122 1166 1292 1077 64018 955 1524 1687 1338 102 905 0 70529 7012 7012 1113 1113 7195 0 550 2175 0 0 4470 0 0 56200 4322 0 16358 0 76880 5600 5600 0 0 0 0 0 0
"197902" 301333 285589 5808 6332 1206 1345 1053 66667 1062 1673 1877 1500 114 989 0 73882 7200 7200 1126 1126 7455 0 571 2287 0 0 4597 0 0 57400 4284 0 16402 0 78086 5875 5875 0 0 0 0 0 0
"197903" 308514 292149 6138 6549 1247 1401 1030 69345 1169 1822 2067 1662 126 1073 0 77264 7350 7350 1135 1135 7720 0 600 2353 0 0 4767 0 0 58700 4043 0 18210 0 80953 6150 6150 0 0 0 0 0 0
"197904" 340578 323562 6486 6773 1290 1459 1008 79675 1329 1994 2240 1908 149 1284 0 88579 7529 7529 1145 1145 8328 0 643 2536 0 0 5149 0 0 60364 4809 0 19293 0 84466 6425 6425 0 0 0 0 0 0
"198001" 347187 329488 6854 7005 1334 1520 986 82242 1377 2409 2430 2070 43 1329 0 91900 7616 7616 1159 1159 8162 0 660 2675 0 0 4827 0 0 62000 5378 0 18599 0 85977 6700 6700 0 0 0 0 0 0
"198002" 350873 332458 7243 7245 1380 1583 964 87028 1643 2614 2528 2324 148 1371 0 97656 7720 7720 1169 1169 8444 0 680 2789 0 0 4975 0 0 64000 5784 0 19411 0 89195 6975 6975 4024 8675 12699 0 0 0
"198003" 355406 336240 7654 7493 1427 1649 943 90347 1963 2888 2614 2458 407 1692 0 102369 8074 8074 1184 1184 8600 0 690 2875 0 0 5035 0 0 66000 5315 0 20143 0 91458 7250 7250 4563 8855 13418 0 0 0
"198004" 396064 376110 8089 7750 1476 1717 922 111406 3672 4617 3297 2794 433 886 0 127105 8250 8250 1203 1203 9010 0 755 3095 0 0 5160 0 0 67223 5480 0 21425 0 94128 7525 7525 3892 8631 12523 0 0 0
"198101" 399401 378620 8548 8015 1527 1789 902 114656 3688 4844 3376 2832 34 821 0 130251 8384 8384 1227 1227 9308 0 770 3190 0 0 5348 0 0 70200 6028 0 15571 0 91799 7800 7800 4566 9522 14088 0 0 0
"198102" 405735 384088 9033 8290 1579 1863 882 118760 4013 5403 3468 2965 61 875 0 135545 8700 8700 1246 1246 9697 0 785 3344 0 0 5568 0 0 75381 5876 0 14111 0 95368 8075 8075 2775 11592 14367 0 0 0
"198103" 408141 385587 9545 8573 1633 1940 863 123032 4369 5795 3626 3076 218 934 0 141050 9030 9030 1257 1257 9977 0 800 3495 0 0 5682 0 0 80600 5703 0 11250 0 97553 8350 8350 2952 14317 17269 0 0 0
"198104" 421753 398245 10087 8867 1689 2021 844 144946 4930 6553 3505 3580 37 1072 0 164623 9300 9300 1278 1278 10391 0 836 3728 0 0 5827 0 0 85938 5910 0 12478 0 104326 8625 8625 12610 4203 16813 0 0 0
"198201" 428539 403482 10817 9307 1740 2236 957 146763 4618 6780 3556 3692 100 1250 0 166759 9550 9550 1298 1298 10652 0 870 3900 0 0 5882 0 0 86500 5881 0 11657 0 104038 8900 8900 13446 4482 17928 0 0 0
"198202" 433434 407713 11018 9478 1748 2404 1073 148927 4874 7178 3539 3949 159 1408 0 170034 10150 10150 1327 1327 10829 0 836 3891 0 0 6102 0 0 87672 5714 0 9229 0 102615 9175 9175 15043 5015 20058 0 0 0
"198203" 435887 409625 11314 9681 1737 2645 885 151070 5233 7518 3492 3912 93 1629 0 172947 10200 10200 1341 1341 10914 0 850 3970 0 0 6094 0 0 94900 5685 0 15852 0 116437 9450 9450 16766 5589 22355 0 0 0
"198204" 406633 380636 11399 9521 1686 2383 1008 161264 5645 7846 3979 3949 360 1799 0 184842 10574 10574 1359 1359 11249 0 865 4115 0 0 6269 0 0 102092 5286 0 18684 0 126062 9725 9725 17067 5689 22756 0 0 0
"198301" 409434 382353 11818 9589 1671 2940 1063 162214 5683 8068 3943 3970 236 1936 0 186050 10626 10626 1393 1393 11226 0 875 4130 0 0 6221 0 0 100000 4999 0 19588 0 124587 10000 10000 16273 5588 21861 0 0 0
"198302" 413713 386003 12039 9962 1722 2887 1100 165151 5962 8135 3971 3988 423 1998 0 189628 10985 10985 1421 1421 11301 0 841 4142 0 0 6318 0 0 99864 4730 0 20300 0 124894 10275 10275 16866 5988 22854 0 0 0
