"DATES" "FL544090005.Q" "FL543020003.Q" "FL543034003.Q" "FL544004005.Q" "FL543069100.Q" "FL543061103.Q" "FL543061703.Q" "FL543062003.Q" "FL543063005.Q" "FL543069005.Q" "FL543065000.Q" "FL543064105.Q" "FL543064203.Q" "FL543090005.Q" "FL544190005.Q" "FL542150005.Q" "FL543169333.Q" "FL543140003.Q" "FL543150005.Q" "FL543178003.Q" "FL543190005.Q"
"195604" 93194 1281 0 85615 0 7555 0 2273 39279 3519 32989 3503 0 2795 87397 0 0 66626 12500 262 8009
"195701" 94264 1074 0 86949 0 7478 0 2289 39908 3595 33679 3378 0 2863 88620 0 0 67324 12868 261 8167
"195702" 95874 1142 0 88032 0 7348 0 2322 40503 3678 34181 3773 0 2927 89812 0 0 67969 13279 185 8379
"195703" 97013 1150 0 89305 0 7289 0 2348 41207 3766 34695 3570 0 2988 91020 0 0 68606 13700 224 8490
"195704" 98190 1292 0 90461 0 7029 0 2376 41951 3869 35236 3391 0 3046 92289 0 0 69277 14100 264 8648
"195801" 99511 1170 0 91762 0 7087 0 2460 42552 3970 35693 3479 0 3100 93596 0 0 69991 14475 387 8743
"195802" 100834 1210 0 92853 0 7075 0 2534 43157 4058 36029 3626 0 3145 94948 0 0 70755 14826 300 9067
"195803" 102424 1217 0 94182 0 7295 0 2613 43711 4125 36438 3831 0 3194 96268 0 0 71533 15189 335 9211
"195804" 104266 1366 0 95533 17 7183 50 2681 44352 4188 37062 4109 0 3258 97497 0 0 72294 15600 348 9255
"195901" 105475 1218 0 96785 124 7212 61 2828 44826 4273 37461 4133 0 3339 98755 0 0 73063 16068 380 9244
"195902" 107121 1206 0 98104 215 7228 74 2991 45380 4367 37849 4375 0 3436 100073 0 0 73834 16602 339 9298
"195903" 108266 1158 0 99262 200 7183 82 3148 45762 4474 38413 4309 0 3537 101516 0 0 74667 17129 418 9302
"195904" 109999 1309 0 100501 118 6868 72 3200 46428 4618 39197 4561 0 3628 103111 0 0 75606 17575 434 9496
"196001" 111045 1127 0 101839 137 6828 73 3284 46826 4786 39905 4368 0 3711 104654 0 0 76524 17946 376 9808
"196002" 112582 1188 0 102965 176 6574 100 3357 47274 4966 40518 4642 0 3787 106060 0 0 77383 18248 337 10092
"196003" 113742 1183 0 104240 249 6577 105 3510 47611 5112 41076 4456 0 3863 107323 0 0 78133 18532 383 10275
"196004" 115811 1330 0 105557 294 6427 101 3588 48145 5231 41771 4981 0 3943 108485 0 0 78758 18850 418 10459
"196101" 117811 1232 0 106929 360 6543 91 3693 48548 5373 42321 5621 0 4029 109728 0 0 79425 19191 424 10688
"196102" 119209 1270 0 108226 324 6408 81 3728 49221 5523 42941 5593 0 4120 111135 0 0 80196 19544 357 11038
"196103" 120753 1309 0 109505 332 6428 103 3808 49819 5634 43381 5729 0 4210 112652 0 0 81095 19900 379 11278
"196104" 122809 1392 0 110868 193 6134 110 3888 50607 5733 44203 6258 0 4291 114198 0 0 82112 20250 386 11450
"196201" 124284 1219 0 112406 513 6307 121 4039 50972 5848 44606 6290 4 4365 115718 0 0 83115 20591 495 11517
"196202" 124401 1213 0 113730 521 6279 115 4024 51677 5995 45119 5017 11 4430 117195 0 0 84072 20920 429 11774
"196203" 126516 1289 0 115195 643 6331 142 4073 52212 6124 45670 5520 18 4494 118688 0 0 84951 21258 471 12008
"196204" 129184 1457 0 116858 347 6170 105 4026 53074 6234 46902 6280 22 4567 120259 0 0 85754 21625 440 12440
"196301" 130989 1230 0 118446 599 6022 100 4029 53821 6348 47527 6642 22 4649 121779 0 0 86678 22016 613 12472
"196302" 132679 1246 0 119834 487 5746 118 3939 54759 6472 48313 6843 17 4739 123349 0 0 87667 22427 452 12803
"196303" 134632 1350 0 121477 619 5841 121 3876 55247 6567 49206 6960 14 4831 125007 0 0 88729 22856 443 12979
"196304" 136802 1466 0 123282 380 5813 139 3852 55899 6655 50544 7118 17 4919 126776 0 0 89860 23300 434 13182
"196401" 138773 1294 0 125010 506 5788 121 3843 56520 6777 51455 7433 33 5003 128509 0 0 90916 23764 538 13291
"196402" 140593 1279 0 126590 297 5715 136 3802 57240 6911 52489 7581 60 5083 130282 0 0 91979 24250 474 13579
"196403" 142626 1314 0 128312 373 5840 139 3822 57585 7029 53524 7747 87 5166 132100 0 0 93062 24748 556 13734
"196404" 144942 1488 0 130255 248 5594 129 3774 58218 7140 55152 7834 104 5261 133966 0 0 94172 25250 552 13992
"196501" 147055 1286 0 132304 474 5639 136 3746 58723 7269 56317 7985 113 5367 135901 0 0 95239 25837 566 14259
"196502" 148567 1279 0 133910 579 5358 151 3674 59382 7419 57347 7778 116 5484 137926 0 0 96438 26341 483 14664
"196503" 151504 1296 0 135888 741 5298 179 3595 60101 7561 58413 8597 117 5606 139951 0 0 97677 26818 534 14922
"196504" 154203 1503 0 137843 293 5119 167 3530 61043 7678 60013 9006 120 5731 141888 0 0 98863 27325 532 15168
"196601" 156377 1073 0 140513 286 5171 191 3539 62233 7861 61232 8977 124 5690 143555 0 0 100008 27846 636 15065
"196602" 157927 1097 0 142227 219 4921 232 3366 62807 8173 62509 8799 128 5676 145674 0 0 101122 28367 537 15648
"196603" 159163 1159 0 144105 298 4852 241 3320 63172 8657 63565 8109 133 5657 147972 0 0 102253 28892 566 16261
"196604" 162287 1547 0 145941 380 4921 236 3260 63418 9117 64609 8692 140 5967 149852 0 0 103450 29425 592 16385
"196701" 166102 1308 0 148019 553 4855 237 3217 64292 9396 65469 9935 150 6690 152013 0 0 104691 29976 803 16543
"196702" 168069 1384 0 149735 865 4690 242 3157 64985 9670 66126 10051 163 6736 154176 0 0 105904 30617 481 17174
"196703" 170761 1431 0 151709 1138 4717 238 3129 65980 9860 66647 10671 177 6773 156587 0 0 107126 31276 512 17673
"196704" 172645 1576 0 153341 480 4683 230 3145 67228 10059 67516 10687 190 6851 158959 0 0 108335 31939 481 18204
"196801" 173891 1164 0 155500 676 4678 266 3175 68396 10336 67973 10053 199 6975 161204 0 0 109535 32612 643 18414
"196802" 177236 1225 0 156972 670 4447 252 3173 69312 10697 68421 11713 201 7125 163415 0 0 110727 33300 553 18835
"196803" 180017 1434 0 158695 801 4528 263 3169 69985 11042 68907 12385 211 7292 165494 0 0 111924 33797 629 19144
"196804" 183067 1682 0 160687 526 4456 294 3194 70936 11306 69975 12986 244 7468 168139 0 0 113138 34696 643 19662
"196901" 185064 1347 0 162836 854 4339 317 3230 71989 11725 70382 12893 301 7687 170346 0 0 114364 35300 806 19876
"196902" 186592 1217 0 164117 698 4129 345 3224 72502 12361 70858 12966 382 7910 172647 0 0 115597 36003 636 20411
"196903" 188662 1279 0 166079 1019 4088 382 3224 72816 13182 71368 12751 470 8083 174974 0 0 116844 36718 723 20689
"196904" 191296 1634 0 167625 1365 4124 390 3221 72673 13825 72027 13157 550 8330 177462 0 0 118110 37561 698 21093
"197001" 193695 1477 0 169881 1715 4080 448 3235 73186 14544 72673 13164 634 8539 179894 0 0 119382 38343 884 21285
"197002" 192857 1381 0 171364 1655 4014 445 3229 73603 15191 73227 10634 734 8744 182304 0 0 120646 39123 686 21849
"197003" 197560 1430 0 173491 2519 4147 488 3272 73780 15703 73582 12875 817 8947 184847 0 0 121951 39971 785 22140
"197004" 200934 1758 0 174605 2142 4042 532 3306 74144 16064 74375 14571 849 9151 187682 0 0 123345 40960 823 22554
"197101" 205643 1549 0 176999 3018 4004 539 3314 75295 16296 74533 16889 831 9375 190743 0 0 124827 42102 948 22866
"197102" 207892 1482 0 178611 3679 3722 539 3339 76292 16531 74509 17425 763 9611 194037 0 0 126393 43385 815 23444
"197103" 211457 1507 0 180887 4078 3751 613 3366 77516 16812 74751 18539 677 9847 197487 0 0 128005 44749 895 23838
"197104" 215198 1763 0 182759 2770 3828 627 3363 79610 17065 75496 20007 600 10069 201018 0 0 129626 46131 796 24465
"197201" 219707 1164 0 185579 3952 3990 716 3351 80905 17267 75398 22123 526 10315 204755 0 0 131265 47585 940 24965
"197202" 222267 1328 0 187159 3564 3722 699 3351 82897 17522 75404 22773 435 10572 208798 0 0 132932 49169 739 25958
"197203" 226847 1422 0 190390 4799 3875 750 3362 84245 17771 75588 23848 357 10830 212782 0 0 134626 50718 835 26603
"197204" 232365 1981 0 192463 2981 3827 735 3367 86602 18003 76948 26528 317 11076 216334 0 0 136349 52063 811 27111
"197301" 235349 1524 0 196391 5237 3824 764 3332 87784 18284 77166 25801 321 11312 220128 0 0 138110 53212 993 27813
"197302" 236853 1502 0 198647 4479 3572 815 3374 89712 18713 77982 24798 366 11540 223461 0 0 139918 54172 786 28585
"197303" 243615 1436 0 202034 4100 3466 909 3396 91379 19597 79187 27956 425 11764 226664 0 0 141735 55084 873 28972
"197304" 244750 2071 0 204767 3004 3444 884 3412 92455 20199 81369 25449 470 11993 230065 0 0 143522 56089 847 29607
"197401" 250381 1494 0 209185 4414 3596 932 3485 93935 20643 82180 26890 512 12300 233374 0 0 145272 57019 1024 30059
"197402" 251347 1452 0 211618 3882 3349 937 3577 95343 21305 83225 25074 560 12643 236406 0 0 146977 57733 809 30887
"197403" 248506 1503 0 214526 3874 3327 989 3618 96116 22175 84427 18864 603 13010 239730 0 0 148706 58695 885 31444
"197404" 255018 1999 0 217713 4070 3372 1065 3667 96443 22862 86234 21292 628 13386 243920 0 0 150528 60372 835 32185
"197501" 264130 1614 0 222307 4682 3585 1110 3696 98662 23326 87246 25779 635 13795 248863 0 0 152431 62694 990 32748
"197502" 271546 1547 0 225392 4768 3712 1179 3783 100275 23708 87967 29723 626 14258 254443 0 0 154402 65593 757 33691
"197503" 272572 1295 0 230123 6394 3821 1282 4165 102031 24099 88331 25843 611 14700 260544 0 0 156422 68877 812 34433
"197504" 279674 1925 0 234649 4813 4736 1419 4508 105538 24467 89168 27451 600 15049 267046 0 0 158474 72349 745 35478
"197601" 289625 1451 0 240611 5247 5072 1642 5014 109446 24763 89427 31542 594 15427 273872 0 0 160562 76120 938 36252
"197602" 295543 1510 0 245547 6053 4956 1648 5196 112852 25136 89706 32125 587 15774 281316 0 0 162688 80343 735 37550
"197603" 302782 1181 0 252064 6264 5419 2090 5406 117189 25494 90202 32834 581 16122 288877 0 0 164857 84666 863 38491
"197604" 311079 2003 0 258315 5224 5368 2318 5594 122422 25834 91555 33686 576 16499 296055 0 0 167073 88740 878 39364
"197701" 316213 1423 24 265271 6724 5542 2547 5712 126654 26248 91844 31836 578 17081 303169 0 0 169321 92446 956 40446
"197702" 324615 1390 59 272028 6985 5337 2685 5805 131573 26709 92934 32879 584 17675 310065 0 0 171587 95847 1060 41571
"197703" 331321 1455 102 279067 7927 5719 3040 6030 135040 27141 94170 31840 592 18265 317148 0 0 173924 99313 1171 42740
"197704" 339856 2130 150 285849 4896 5315 4002 6051 141180 27556 96849 32300 600 18827 324826 0 0 176386 103217 1268 43955
"197801" 347713 1405 200 294998 7784 5075 4605 6002 145603 28007 97922 31191 605 19314 332940 0 0 178989 107458 1360 45133
"197802" 358695 1466 249 302496 7462 4924 4895 5943 150794 28616 99862 34052 606 19826 341483 0 0 181752 111959 1457 46315
"197803" 371864 1438 312 311934 9027 5113 5831 6073 154471 29250 102169 37209 613 20358 350304 0 0 184550 116692 1541 47521
"197804" 378342 2367 403 318909 6349 4822 6543 6402 158480 30146 106167 35063 637 20963 359249 0 0 187257 121630 1597 48765
"197901" 390222 1149 521 328913 8080 5357 7121 6090 162773 31165 108327 37318 679 21642 368351 0 0 189908 126736 1630 50077
"197902" 400274 1516 663 337260 9041 5204 7988 6089 165829 32139 110970 37700 739 22396 377632 0 0 192540 131964 1645 51483
"197903" 412306 1233 824 346029 10126 5150 9023 6240 168320 33061 114109 40249 805 23166 387135 0 0 195135 137504 1638 52858
"197904" 419276 2670 1000 351956 7957 4888 9381 6428 170055 34825 118422 38892 865 23893 396902 0 0 197675 143546 1600 54081
"198001" 426920 1425 1150 362605 7302 4917 9870 6462 174764 36895 122395 36241 919 24580 406957 0 0 200166 150151 1676 54964
"198002" 440154 2122 1235 370217 8196 5135 9739 6338 175868 39377 125564 40389 967 25224 417327 0 0 202612 157384 1805 55526
"198003" 453220 2095 1417 379040 10978 5338 10303 6466 177687 40206 128062 43759 1021 25888 427865 0 0 205012 164801 1930 56122
"198004" 464178 3210 1858 385110 10142 5838 11144 6701 178793 41411 131081 46273 1093 26634 438426 0 0 207364 171960 1996 57106
"198101" 476516 2185 2602 396087 12795 7206 12256 6832 180870 43211 132917 47057 1168 27417 448628 0 0 209689 178243 2002 58694
"198102" 487514 2546 3694 404907 14088 6952 13667 6956 183646 44939 134659 46960 1231 28176 458349 0 0 212006 183634 1951 60758
"198103" 495359 3118 4793 414041 17278 7192 14322 7044 185127 47042 136036 43009 1329 29069 468973 0 0 214238 189900 1894 62941
"198104" 507525 4279 5558 419761 17564 8167 14293 7151 186133 48706 137747 46163 1507 30257 482870 0 0 216308 199792 1882 64888
"198201" 515636 1902 6081 431612 19084 11071 15157 7501 189956 50013 138830 42512 1791 31738 496043 0 0 218192 209369 1915 66567
"198202" 527021 3265 6453 440814 20631 10952 16274 7876 194039 51370 139672 40771 2208 33510 510383 0 0 219864 220367 1988 68164
"198203" 544267 3615 6650 450509 22359 12705 17307 8241 196997 52423 140477 45467 2607 35419 526726 0 0 221501 233354 2062 69809
"198204" 567539 4612 6650 463238 21735 16529 18634 9047 202343 52961 141989 52893 2837 37309 539981 0 0 223279 242900 2099 71703
"198301" 585275 3049 6347 477014 24737 19715 19319 9219 207268 53427 143329 57381 2904 38580 553435 0 0 225167 252335 2100 73833
"198302" 604732 3113 5636 488488 25122 22088 20265 9852 212725 53711 144725 63878 2816 40801 570670 0 0 227132 265284 2069 76185
"198303" 619332 2673 4961 501423 26722 24513 22151 10022 216799 53860 147356 63871 2697 43707 582126 0 0 229126 272354 2033 78613
"198304" 632714 3964 4762 513800 25162 28636 25863 9986 219091 54063 150999 62197 2671 45320 595742 0 0 231100 281650 2017 80975
"198401" 642635 2792 5027 527441 28696 30886 28094 9014 225266 54184 151301 59290 2683 45402 606492 0 0 232275 287889 2017 84311
"198402" 656255 2798 5735 541104 30312 31752 30538 8712 231934 54325 153531 56950 2673 46995 619445 0 0 233344 295754 2019 88328
"198403" 677298 2682 6515 555750 31871 35035 33223 8444 237366 54439 155372 61538 2749 48064 639486 0 0 234650 310503 2036 92297
"198404" 697212 4631 6994 570101 29306 41204 36870 8713 242804 54505 156699 60316 3019 52151 662056 0 0 236066 328343 2078 95569
"198501" 718807 2743 7227 587390 31975 42665 39898 8891 251011 54480 158470 65353 3526 52568 680235 0 0 238143 340677 2146 99269
"198502" 743233 3238 7266 605393 31560 45019 42861 8914 260497 54428 162114 68628 3979 54729 702633 0 0 240521 356665 2236 103211
"198503" 759590 3712 7270 624492 32737 46615 47568 9044 269417 54351 164760 64164 4171 55781 714805 0 0 243282 363585 2345 105593
"198504" 796086 5130 9074 646612 29063 51700 49368 9708 280607 54369 171797 73989 3514 57767 750807 0 0 246507 260441 2470 241389
"198601" 824354 3501 9568 667751 28699 53627 53500 10023 292538 54368 174996 79521 6894 57119 776884 0 0 250407 273503 2624 250350
"198602" 853426 4171 9733 687109 29451 52798 55885 10791 303319 54369 180496 83293 9525 59595 805657 0 0 254507 295200 2818 253132
"198603" 873209 4159 10033 710005 33428 55032 56720 11648 312852 54345 185980 75641 11032 62339 822337 0 0 259007 305194 3007 255129
"198604" 905925 5781 10015 734480 34484 59033 59976 11659 321431 54055 193842 76393 14460 64796 855896 0 0 263728 327864 3145 261159
"198701" 945849 4835 8525 755446 35168 61253 62756 10658 336157 53711 195743 95625 13587 67831 893279 0 0 270606 341692 3233 277748
"198702" 972207 4039 8140 775209 33215 57641 64744 10944 354748 53535 200382 100365 13018 71436 917241 0 0 276503 349692 3271 287775
"198703" 1010850 4116 7964 801923 36511 57246 67654 10208 372364 53677 204263 108914 12078 75855 952842 0 0 282786 362976 3303 303777
"198704" 1005265 4891 6912 823111 34039 57078 67010 10681 388302 53626 212375 80469 12099 77783 947294 0 0 289464 348628 3370 305832
"198801" 1042480 3902 6692 850149 36653 57077 68656 10565 407973 53142 216083 86763 13100 81874 982964 0 0 295589 376195 3459 307721
"198802" 1073741 4090 6792 874941 38054 58298 71151 10035 423349 53652 220402 90659 15098 82161 1011641 0 0 301490 393820 3556 312775
"198803" 1099973 3729 6965 899657 40964 58515 72709 9511 438942 53965 225051 88144 17191 84287 1034830 0 0 306928 413447 3674 310781
"198804" 1125026 4575 6963 927193 39170 58564 75730 9136 457494 54236 232863 81426 18474 86395 1068667 0 0 314402 435495 3829 314941
"198901" 1150248 3813 6642 951408 42648 57021 81530 8842 469576 55014 236777 81198 18916 88271 1091505 0 0 318152 445524 4031 323798
"198902" 1185365 4210 5852 979433 39833 55028 89474 8830 488548 55959 241761 85298 18483 92089 1125394 0 0 326290 465443 4290 329371
"198903" 1213296 4428 5431 1000027 39911 52741 95855 8982 498894 56609 247035 90723 18212 94475 1150396 0 0 332094 476863 4550 336889
"198904" 1245524 5027 6212 1028257 42770 52917 100844 9028 511045 57439 254214 91754 19137 95137 1185859 0 0 342844 495495 4755 342765
"199001" 1272644 4916 8267 1060434 41409 59182 104874 9322 524257 61108 260282 87068 21105 90854 1211063 0 0 348924 512988 4904 344247
"199002" 1317146 4920 8302 1093542 46200 58980 108755 10963 540634 63144 264866 95541 23956 90885 1255104 0 0 356304 548008 4994 345798
"199003" 1327291 4904 8337 1117919 48721 59934 115224 11818 555518 60641 266063 78304 27285 90542 1264808 0 0 362304 552419 5090 344995
"199004" 1351440 4925 8372 1134528 45718 59151 121049 12308 566879 61562 267861 81929 30689 90997 1291276 0 0 368144 569775 5255 348102
"199101" 1403803 5069 8406 1168779 51468 63000 129000 14000 577500 64812 268999 120805 6879 93865 1335896 0 0 376281 593001 5479 361135
"199102" 1441384 5165 8441 1205750 53504 65104 145581 11329 593167 65391 271674 119141 7113 95774 1369150 0 0 384117 605784 5750 373499
"199103" 1472533 5437 8476 1224989 56337 72274 148864 11909 598840 66671 270094 124669 7731 101231 1395601 0 0 388952 619070 6049 381530
"199104" 1479468 5451 8511 1218878 45760 77751 164184 10228 595082 66364 259509 135819 8629 102180 1409597 0 0 393787 621189 6358 388263
"199201" 1505597 5423 8546 1243514 48233 80317 171663 10138 607791 66907 258465 139329 8977 99808 1435191 0 1 401250 632897 6680 394363
"199202" 1532846 5309 8580 1265450 48707 82362 176868 10281 624795 67987 254450 146601 7291 99615 1462267 0 4 405250 652436 7022 397555
"199203" 1562074 5089 8615 1287050 46964 86254 185766 10743 638765 69441 249117 149936 11998 99386 1493146 0 49 414750 670045 7381 400921
"199204" 1586988 4828 8650 1304370 43213 88778 193006 11375 653943 72058 241997 151600 18157 99383 1525094 0 7 421481 693365 7754 402487
"199301" 1636686 4927 8685 1340384 46387 96075 199330 11501 674533 72875 239683 162773 19209 100708 1567078 0 39 429999 715826 8154 413060
"199302" 1683283 5027 8719 1372567 49617 101624 209211 12545 688168 73857 237545 173205 19635 104130 1607038 0 184 438953 740380 8597 418924
"199303" 1725864 5126 8754 1402449 47794 108703 216867 13898 706550 75707 232930 186459 20705 102371 1647020 0 149 448223 763366 9027 426255
"199304" 1754880 5225 8789 1415450 46859 109980 222812 14726 719476 77725 223872 205792 21284 98340 1677819 0 246 457191 775115 9389 435878
"199401" 1792607 5331 8824 1438003 49366 106761 228816 14604 738368 79269 220819 208496 21399 110554 1704149 0 255 463500 787578 9677 443139
"199402" 1801265 5436 8858 1447070 49404 109342 227119 13025 747619 81746 218815 214805 21868 103228 1715227 0 261 469000 785322 9886 450758
"199403" 1845982 5541 8893 1470304 52626 112854 227953 12598 763872 83648 216753 227345 23624 110275 1750244 0 269 486000 795600 10093 458282
"199404" 1862888 5646 8928 1487495 52806 107084 234129 12837 779367 85499 215773 231352 24367 105100 1773534 0 592 491458 796640 10378 474466
"199501" 1921919 5532 8963 1523579 55528 111163 242145 11736 800306 87038 215663 247294 26591 109960 1825519 0 585 504400 821383 10741 488410
"199502" 1981489 5417 8997 1557537 54746 111774 243972 13159 829356 88719 215811 267988 29156 112394 1880867 0 622 518500 850846 11154 499745
"199503" 2026657 5303 9032 1575304 56222 111837 247446 12706 838370 91039 217684 292211 31762 113045 1920315 0 609 527025 874241 11590 506850
"199504" 2063613 5188 9068 1587493 45487 108102 242864 11894 867005 99003 213138 309571 33479 118814 1953924 0 512 536279 890646 11975 514512
"199601" 2097906 4970 9102 1601774 54218 105818 239102 12333 876485 100860 212958 328554 35366 118140 1975940 0 1143 540800 901701 12090 520206
"199602" 2123803 4856 9137 1601258 56586 100672 234608 12111 882438 102067 212776 348853 37352 122347 1999813 0 1213 548300 911067 12200 527033
"199603" 2175150 4741 9172 1631219 54641 101802 242394 12382 906615 105025 208360 367667 39367 122984 2040728 0 1112 563400 924215 12350 539651
"199604" 2246289 4316 9207 1657047 48434 93226 244134 13371 946164 103556 208162 406853 42495 126371 2115640 0 1600 580120 974046 12471 547403
"199701" 2289572 3470 9241 1680570 55343 93218 243051 13517 963210 105312 206919 420600 43893 131798 2156197 0 1788 592800 1004676 12741 544192
"199702" 2400957 4040 9276 1723723 58095 93841 245763 13735 997281 107315 207693 474607 50210 139101 2249947 0 1822 607850 1054480 13041 572754
"199703" 2488991 3680 9311 1746701 64613 96737 249310 14115 1007819 108340 205767 525976 55672 147651 2323049 0 1867 623850 1095115 13364 588853
"199704" 2514802 8128 9346 1751134 65905 85454 226662 16651 1041739 107883 206840 539749 57240 149205 2359706 0 1783 632700 1116330 -1617 610510
"199801" 2629760 3549 9380 1777262 68282 82542 225659 17174 1068648 108478 206479 612673 64527 162369 2466537 0 1785 644834 1185202 -1230 635946
"199802" 2678481 4824 9415 1793154 68558 78986 222915 17573 1087325 110065 207732 638293 67037 165758 2511601 0 1632 657504 1223418 -842 629889
"199803" 2640563 4415 9450 1810579 74012 75227 219892 17956 1105157 110976 207359 579513 62687 173919 2475702 0 2037 660423 1197652 -455 616045
"199804" 2769522 5405 9485 1828037 73426 71341 217032 18364 1124376 109858 213640 683240 73237 170118 2599677 0 2475 684707 1288399 -68 624164
"199901" 2839153 2694 9519 1853538 70731 70280 221319 19010 1147489 105734 218975 727538 77458 168406 2665365 0 3288 702201 1321284 65 638527
"199902" 2923132 4001 9554 1869586 68578 67986 223523 19485 1160325 105141 224548 790591 84735 164665 2743844 0 4033 715415 1373487 198 650711
"199903" 2915605 3919 9589 1880385 71730 65346 224561 19861 1167143 105554 226190 764452 84154 173106 2737532 0 4307 721725 1349430 331 661739
"199904" 3067922 5451 9624 1886006 75755 62751 224368 20077 1166868 105400 230787 909036 98732 159073 2882756 0 3200 748903 1478439 464 651750
"200001" 3155494 4047 9659 1902241 71980 61741 228007 19960 1185788 105395 229370 970911 104476 164160 2963531 0 3016 765726 1532659 372 661758
"200002" 3153027 5644 9694 1914148 73729 60490 229826 19620 1191258 106610 232615 954116 102324 167101 2958779 0 2746 770615 1532740 280 652398
"200003" 3203906 3658 9729 1935094 75183 59466 233028 19400 1204975 108307 234735 970739 103724 180962 3003070 0 2659 782748 1568741 188 648734
"200004" 3135664 4958 9764 1943882 71227 58108 235359 19111 1214814 109322 235941 891899 97034 188127 2942848 0 2481 782702 1526331 96 631238
"200101" 3104306 17844 9798 1969558 60378 57217 240372 19082 1246943 110516 235050 805315 87104 214687 2900835 1304 1884 786487 1499469 0 611691
"200102" 3201246 24272 9833 2004799 58882 56180 245062 19005 1277518 110906 237246 860369 91748 210225 2991766 -385 1908 803147 1558118 -96 629074
"200103" 3137409 29893 9868 2054803 65532 55205 250515 18974 1312948 112386 239243 751711 80688 210446 2937796 1247 2773 806827 1522098 -192 605043
"200104" 3225879 36848 9903 2071506 51748 57966 253503 18715 1334347 112206 243021 811274 88288 208060 3033452 -33 3119 842223 1558530 -288 629901
"200201" 3315101 35072 11370 2132025 50765 65867 272996 19102 1367198 112704 243393 826387 89165 221082 3112446 9168 3716 856445 1569497 -2139 675759
"200202" 3296169 34609 12334 2183097 51709 73664 291213 19335 1389128 112930 245118 759082 82286 224761 3095637 8665 4025 862440 1564381 -3991 660117
"200203" 3271863 43672 13583 2249256 53234 82605 312161 19721 1422003 113593 245939 666959 72929 225464 3069863 4134 4518 864194 1554868 -5842 647991
"200204" 3339724 35255 12332 2300315 55746 89335 330910 19900 1440045 114360 250019 708878 76592 206352 3135751 9190 5142 881561 1604920 -7694 642632
"200301" 3432794 43799 14934 2359848 48673 89716 338419 21583 1496253 114006 251198 704654 74571 234988 3208169 7657 6250 896898 1631908 -7216 672672
"200302" 3600803 44403 15185 2419179 45405 87821 345002 23271 1548927 114403 254350 805960 82524 233552 3364200 10173 6619 919860 1710275 -6739 724012
"200303" 3672992 46758 17676 2454040 45710 86569 346865 24652 1578971 114001 257272 837565 85370 231583 3430822 14452 7405 933108 1747226 -6262 734893
"200304" 3774976 47263 12636 2478757 37907 80195 348927 26086 1610451 114247 260944 919271 91742 225307 3537198 12501 8030 972672 1803200 -5785 746580
