"DATES" "FL774110005.Q" "FL714110005.Q" "FL713113003.Q" "FL723025000.Q" "FL764110005.Q" "FL714010005.Q" "FL764116005.Q" "FL764116205.Q" "FL724116205.Q" "FL723192603.Q" "FL723092605.Q" "FL754116205.Q" "FL753192603.Q" "FL753092605.Q" "FL734116205.Q" "FL733192603.Q" "FL733092603.Q" "FL764016205.Q" "FL724016203.Q" "FL754016203.Q" "FL904010005.Q" "FL724112005.Q" "FL724112205.Q" "FL754012205.Q" "FL733030003.Q" "FL904010005.Q" "FL724012205.Q" "FL754112205.Q" "FL734112205.Q" "FL754112005.Q" "FL754112205.Q" "FL754012205.Q" "FL734112005.Q" "FL734112205.Q" "FL733030003.Q" "FL894010005.Q" "FL764116005.Q" "FL774010005.Q" "FL714010005.Q" "FL713022003.Q" "FL713068705.Q" "FL764010005.Q" "FL763013005.Q" "FL723025000.Q" "FL443013053.Q" "FL473013003.Q" "FL904010005.Q"
"197501" 40913 40999 30437 10562 -86 2976 -5565 -3052 -6298 2643 8941 7246 13423 6177 -4000 0 4000 2513 1485 1028 2503 -3553 11690 9187 0 2503 15243 14243 1000 5056 14243 9187 1000 1000 0 38410 -5565 43975 2976 2163 813 40999 30437 10562 0 0 2503
"197502" 27595 36060 25976 10084 -8465 2352 -9695 -6693 -9939 2344 12283 7246 13524 6278 -4000 0 4000 3002 1835 1167 -1122 -6365 10309 11431 0 -1122 16674 15374 1300 3943 15374 11431 1300 1300 0 28717 -9695 38412 2352 1791 561 36060 25976 10084 0 0 -1122
"197503" 39270 40531 29363 11168 -1261 3808 -5580 -3445 -7758 3268 11026 8313 15138 6825 -4000 0 4000 2135 1181 954 511 -3560 10879 10368 0 511 14439 12839 1600 2471 12839 10368 1600 1600 0 38759 -5580 44339 3808 2406 1402 40531 29363 11168 0 0 511
"197504" 29633 38304 26052 12252 -8671 3917 -9497 -5385 -8484 3665 12149 6599 14841 8242 -3500 700 4200 4112 2607 1505 -3091 -6277 10384 11975 1500 -3091 16661 15361 1300 3386 15361 11975 -200 1300 1500 32724 -9497 42221 3917 3688 229 38304 26052 12252 0 0 -3091
"197601" 30983 39407 28150 11257 -8424 2164 -10148 -7805 -11770 3525 15295 7465 15120 7655 -3500 700 4200 2343 1374 969 -440 -2612 13668 12408 1700 -440 16280 14880 1400 2472 14880 12408 -300 1400 1700 31423 -10148 41571 2164 2110 54 39407 28150 11257 0 0 -440
"197602" 27961 39441 27460 11981 -11480 3891 -13964 -9221 -13230 3272 16502 7609 16484 8875 -3600 700 4300 4743 3624 1119 -1407 -4287 12458 11965 1900 -1407 16745 15245 1500 3280 15245 11965 -400 1500 1900 29368 -13964 43332 3891 3577 314 39441 27460 11981 0 0 -1407
"197603" 31598 42003 29716 12287 -10405 3137 -11932 -9422 -15763 3247 19010 9841 17671 7830 -3500 800 4300 2510 1518 992 -1610 -1860 15023 14533 2100 -1610 16883 15383 1500 850 15383 14533 -600 1500 2100 33208 -11932 45140 3137 2811 326 42003 29716 12287 0 0 -1610
"197604" 20506 37279 25158 12121 -16773 2626 -15447 -9518 -15450 4323 19773 9532 18814 9282 -3600 800 4400 5929 4526 1403 -3952 -5411 14108 15500 2560 -3952 19519 17987 1532 2487 17987 15500 -1028 1532 2560 24458 -15447 39905 2626 2601 25 37279 25158 12121 0 0 -3952
"197701" 21230 39007 26883 12124 -17777 3062 -16516 -10740 -17395 3622 21017 10255 17667 7412 -3600 800 4400 5776 4463 1313 -4323 -3382 15723 17246 2800 -4323 19105 17605 1500 359 17605 17246 -1300 1500 2800 25553 -16516 42069 3062 2913 149 39007 26883 12124 0 0 -4323
"197702" 20917 37287 24562 12725 -16370 3864 -17292 -11965 -19209 3612 22821 10844 19284 8440 -3600 900 4500 5327 3801 1526 -2942 -1251 19062 18804 3200 -2942 20313 18813 1500 9 18813 18804 -1700 1500 3200 23859 -17292 41151 3864 3604 260 37287 24562 12725 0 0 -2942
"197703" 20786 35279 23953 11326 -14493 3248 -11243 -4432 -11842 8231 20073 11010 20447 9437 -3600 900 4500 6811 4056 2755 -6498 -5405 16941 19839 3600 -6498 22346 20746 1600 907 20746 19839 -2000 1600 3600 27284 -11243 38527 3248 1956 1292 35279 23953 11326 0 0 -6498
"197704" 19126 40792 26870 13922 -21666 4075 -16367 -8411 -16736 7806 24542 12025 24398 12373 -3700 900 4600 7956 4934 3022 -9374 -7735 16438 21742 4070 -9374 24173 22487 1686 745 22487 21742 -2384 1686 4070 28500 -16367 44867 4075 3810 265 40792 26870 13922 0 0 -9374
"197801" 18376 39522 27900 11622 -21146 3064 -20862 -13686 -20942 6708 27650 11056 24098 13042 -3800 900 4700 7176 4385 2791 -3348 -5289 20375 19123 4600 -3348 25664 23964 1700 4841 23964 19123 -2900 1700 4600 21724 -20862 42586 3064 2732 332 39522 27900 11622 0 0 -3348
"197802" 24007 39808 27920 11888 -15801 4746 -14716 -8216 -18449 6750 25199 12743 25542 12799 -2510 228 2738 6500 3590 2910 -5831 -8068 20011 20642 5200 -5831 28079 25607 2472 4965 25607 20642 -2728 2472 5200 29838 -14716 44554 4746 3318 1428 39808 27920 11888 0 0 -5831
"197803" 31649 38971 26830 12141 -7322 5084 -5082 1127 -12237 10693 22930 15910 30115 14205 -2546 230 2776 6209 3299 2910 -7324 -7049 23254 24578 6000 -7324 30303 27633 2670 3055 27633 24578 -3330 2670 6000 38973 -5082 44055 5084 3719 1365 38971 26830 12141 0 0 -7324
"197804" 35237 46693 31223 15470 -11456 7688 -9955 -2471 -15521 12161 27682 15761 31472 15711 -2711 234 2945 7484 4081 3403 -9189 -13333 24604 27058 6735 -9189 37937 34891 3046 7833 34891 27058 -3689 3046 6735 44426 -9955 54381 7688 6516 1172 46693 31223 15470 0 0 -9189
"197901" 46352 44059 31714 12345 2293 5300 5804 13594 -4572 17314 21886 21551 37520 15969 -3385 235 3620 7790 3381 4409 -8811 -9593 27119 29030 6900 -8811 36712 32747 3965 3717 32747 29030 -2935 3965 6900 55163 5804 49359 5300 4337 963 44059 31714 12345 0 0 -8811
"197902" 50727 43679 30407 13272 7048 5482 10355 19126 1380 22641 21261 21908 41001 19093 -4162 252 4414 8771 3337 5434 -8789 -13845 27317 29006 7100 -8789 41162 36314 4848 7308 36314 29006 -2252 4848 7100 59516 10355 49161 5482 3924 1558 43679 30407 13272 0 0 -8789
"197903" 53609 42698 29089 13609 10911 3810 17956 27567 5842 29931 24089 25038 45391 20353 -3313 734 4047 9611 4739 4872 -10855 -20266 29792 33347 7300 -10855 50058 44792 5266 11445 44792 33347 -2034 5266 7300 64464 17956 46508 3810 2654 1156 42698 29089 13609 0 0 -10855
"197904" 55257 48280 29792 18488 6977 8221 9469 16764 -2860 25925 28785 21524 46942 25418 -1900 1045 2945 7295 3916 3379 -10713 -21344 32999 36115 7597 -10713 54343 48744 5599 12629 48744 36115 -1998 5599 7597 65970 9469 56501 8221 6767 1454 48280 29792 18488 0 0 -10713
"198001" 59463 47603 32270 15333 11860 6184 15924 21957 3158 28224 25066 21641 49348 27707 -2842 1181 4023 6033 3957 2076 -10248 -23611 34007 36255 8000 -10248 57618 51499 6119 15244 51499 36255 -1881 6119 8000 69711 15924 53787 6184 3682 2502 47603 32270 15333 0 0 -10248
"198002" 35409 49641 33612 16029 -14232 4382 -7453 2072 -14076 18565 32641 18642 50097 31455 -2494 1311 3805 9525 4953 4572 -11161 -31208 30468 33129 8500 -11161 61676 54987 6689 21858 54987 33129 -1811 6689 8500 46570 -7453 54023 4382 4167 215 49641 33612 16029 0 0 -11161
"198003" 24682 45453 28146 17307 -20771 4174 -12040 -2056 -22507 19685 42192 23352 55491 32139 -2901 1641 4542 9984 5685 4299 -12905 -28789 33133 37038 9000 -12905 61922 54863 7059 17825 54863 37038 -1941 7059 9000 37587 -12040 49627 4174 3192 982 45453 28146 17307 0 0 -12905
"198004" 22199 47263 27456 19807 -25064 6276 -17119 -4412 -23083 20202 43285 22687 60398 37711 -4016 1840 5856 12707 7319 5388 -14221 -35573 35603 40455 9369 -14221 71176 63754 7422 23299 63754 40455 -1947 7422 9369 36420 -17119 53539 6276 4467 1809 47263 27456 19807 0 0 -14221
"198101" 11047 43452 26164 17288 -32405 3917 -22906 -11225 -26826 18641 45467 19721 55529 35808 -4120 2081 6201 11681 8119 3562 -13416 -33337 40346 45162 8600 -13416 73683 68964 4719 23802 68964 45162 -3881 4719 8600 24463 -22906 47369 3917 3261 656 43452 26164 17288 0 0 -13416
"198102" 9961 42175 23626 18549 -32214 3516 -23025 -9857 -24807 24311 49118 21334 60889 39555 -6384 2308 8692 13168 9360 3808 -12705 -32495 59347 61632 10420 -12705 91842 86297 5545 24665 86297 61632 -4875 5545 10420 22666 -23025 45691 3516 2506 1010 42175 23626 18549 0 0 -12705
"198103" 16291 46428 27243 19185 -30137 5297 -20952 -5820 -21101 32272 53373 25223 68352 43129 -9942 2505 12447 15132 10838 4294 -14482 -37567 59473 61755 12200 -14482 97040 90745 6295 28990 90745 61755 -5905 6295 12200 30773 -20952 51725 5297 2811 2486 46428 27243 19185 0 0 -14482
"198104" -25785 43851 25228 18623 -69636 3363 -55754 -40042 -24853 25905 50758 -5031 37456 42487 -10158 2876 13034 15712 10702 5010 -17245 -46425 37675 40919 14001 -17245 84100 77171 6929 36252 77171 40919 -7072 6929 14001 -8540 -55754 47214 3363 1762 1601 43851 25228 18623 0 0 -17245
"198201" -26070 42969 26357 16612 -69039 4528 -55536 -38289 -22883 27658 50541 -2813 34495 37308 -12593 2869 15462 17247 14243 3004 -18031 -43819 33307 35138 16200 -18031 77126 70595 6531 35457 70595 35138 -9669 6531 16200 -8039 -55536 47497 4528 1882 2646 42969 26357 16612 0 0 -18031
"198202" -44898 40295 20198 20097 -85193 4183 -72200 -50943 -26646 27394 54040 -6787 35525 42312 -17510 1876 19386 21257 18148 3109 -17176 -42297 34761 33453 18484 -17176 77058 69886 7172 36433 69886 33453 -11312 7172 18484 -27722 -72200 44478 4183 2545 1638 40295 20198 20097 0 0 -17176
"198203" -60383 39516 20318 19198 -99899 1673 -84208 -62528 -36699 25746 62445 -13439 33038 46477 -12390 3173 15563 21680 18910 2770 -17364 -48108 35807 36071 17100 -17364 83915 77488 6427 41417 77488 36071 -10673 6427 17100 -43019 -84208 41189 1673 550 1123 39516 20318 19198 0 0 -17364
"198204" -30828 46021 26489 19532 -76849 3452 -62451 -38940 -11719 23176 34895 -14886 31176 46062 -12335 3158 15493 23511 20525 2986 -17850 -47898 31618 33745 15723 -17850 79516 72377 7139 38632 72377 33745 -8584 7139 15723 -12978 -62451 49473 3452 2735 717 46021 26489 19532 0 0 -17850
"198301" -54368 41705 23419 18286 -96073 3294 -78097 -53907 -21569 23297 44866 -17813 34231 52044 -14525 2888 17413 24190 20866 3324 -21270 -51523 29813 32883 18200 -21270 81336 73424 7912 40541 73424 32883 -10288 7912 18200 -33098 -78097 44999 3294 486 2808 41705 23419 18286 0 0 -21270
"198302" -52293 38455 18004 20451 -90748 4630 -75573 -52386 -23351 20943 44294 -14145 31594 45739 -14890 2936 17826 23187 20941 2246 -19805 -46455 30806 31116 19495 -19805 77261 68904 8357 37788 68904 31116 -11138 8357 19495 -32488 -75573 43085 4630 1020 3610 38455 18004 20451 0 0 -19805
"198303" -46290 38107 20697 17410 -84397 1565 -63807 -42661 -16156 21744 37900 -11394 31402 42796 -15111 3255 18366 21146 18777 2369 -22155 -47198 31428 32583 21000 -22155 78626 70981 7645 38398 70981 32583 -13355 7645 21000 -24135 -63807 39672 1565 -60 1625 38107 20697 17410 0 0 -22155
"198304" -33206 42442 21446 20996 -75648 2481 -50298 -28623 -5277 31646 36923 -7874 36446 44320 -15472 3852 19324 21675 19261 2414 -27831 -47039 26643 32075 22399 -27831 73682 66940 6742 34865 66940 32075 -15657 6742 22399 -5375 -50298 44923 2481 1563 918 42442 21446 20996 0 0 -27831
"198401" -30145 39500 22167 17333 -69645 1683 -48850 -27924 -2875 32287 35162 -7399 29976 37375 -17650 3813 21463 20926 18808 2118 -22478 -38976 34665 34143 23000 -22478 73641 68454 5187 34311 68454 34143 -17813 5187 23000 -7667 -48850 41183 1683 787 896 38830 21497 17333 670 0 -22478
"198402" -26647 38325 20252 18073 -64972 4105 -47680 -27141 -647 38484 39131 -6304 34420 40724 -20190 3646 23836 20539 18079 2460 -21397 -36091 35601 33669 23329 -21397 71692 66777 4915 33108 66777 33669 -18414 4915 23329 -5250 -47680 42430 4105 -655 4760 37158 19085 18073 1167 0 -21397
"198403" -15636 41957 23612 18345 -57593 6922 -41793 -25310 -5819 34560 40379 -4190 34624 38814 -15301 5247 20548 16483 14480 2003 -22722 -37416 31491 32413 21800 -22722 68907 64154 4753 31741 64154 32413 -17047 4753 21800 7086 -41793 48879 6922 289 6633 40628 22283 18345 1329 0 -22722
"198404" -20060 46057 21819 24238 -66117 4432 -47495 -28766 -11122 32511 43633 -1586 35583 37169 -16058 4632 20690 18729 14625 4104 -23054 -43214 25839 28944 19949 -23054 69053 62290 6763 33346 62290 28944 -13186 6763 19949 2994 -47495 50489 4432 855 3577 44430 20192 24238 1627 0 -23054
"198501" -15569 45055 26997 18058 -60624 2880 -39285 -21438 -705 36922 37627 -3636 32638 36274 -17097 5126 22223 17847 14875 2972 -24219 -40725 26889 31058 20050 -24219 67614 61740 5874 30682 61740 31058 -14176 5874 20050 8650 -39285 47935 2880 298 2582 43243 25185 18058 1812 0 -24219
"198502" -21450 46093 27236 18857 -67543 1600 -46294 -29251 -4643 40760 45403 -8199 33333 41532 -16409 4671 21080 17043 13936 3107 -22849 -46111 29320 32026 20143 -22849 75431 69446 5985 37420 69446 32026 -14158 5985 20143 1399 -46294 47693 1600 262 1338 44112 25255 18857 1981 0 -22849
"198503" -12529 48232 27162 21070 -60761 2589 -40158 -22575 -5504 41203 46707 -3469 36247 39716 -13602 3897 17499 17583 14311 3272 -23192 -47381 30326 33368 20150 -23192 77707 70004 7703 36636 70004 33368 -12447 7703 20150 10663 -40158 50821 2589 69 2520 46074 25004 21070 2158 0 -23192
"198504" 10341 54168 28631 25537 -43827 4048 -30866 -16853 -2624 42842 45466 2333 42966 40633 -16562 3506 20068 14013 12607 1406 -17009 -44151 33450 30240 20219 -17009 77601 68599 9002 38359 68599 30240 -11217 9002 20219 27350 -30866 58216 4048 988 3060 51583 26046 25537 2585 0 -17009
"198601" 9528 52033 30782 21251 -42505 1378 -18280 -5936 117 39386 39269 5282 46317 41035 -11335 3923 15258 12344 11144 1200 -25603 -48397 25278 31881 19000 -25603 73675 65498 8177 33617 65498 31881 -10823 8177 19000 35131 -18280 53411 1378 560 818 49472 28221 21251 2561 0 -25603
"198602" 5739 54161 31940 22221 -48422 1235 -25358 -13389 -10411 34749 45160 9538 53106 43568 -12516 4026 16542 11969 10560 1409 -24299 -48335 28096 32655 19740 -24299 76431 68718 7713 36063 68718 32655 -12027 7713 19740 30038 -25358 55396 1235 283 952 51174 28953 22221 2987 0 -24299
"198603" 15884 59403 36794 22609 -43519 1728 -24282 -12387 -7540 40587 48127 9229 53409 44180 -14076 4043 18119 11895 10498 1397 -20965 -49159 34269 35077 20157 -20965 83428 73942 9486 38865 73942 35077 -10671 9486 20157 36849 -24282 61131 1728 849 879 55959 33350 22609 3444 0 -20965
"198604" 41718 73759 48107 25652 -32041 2826 -15181 -2239 -6203 37786 43989 19248 61646 42398 -15284 4709 19993 12942 11600 1342 -19686 -44901 38277 37519 20444 -19686 83178 74669 8509 37150 74669 37519 -11935 8509 20444 61404 -15181 76585 2826 1261 1565 69592 43940 25652 4167 0 -19686
"198701" 45085 64466 41973 22493 -19381 6828 -7807 4457 3873 37761 33888 19062 61376 42314 -18478 4582 23060 12264 11070 1194 -18402 -36035 50204 45809 22797 -18402 86239 77221 9018 31412 77221 45809 -13779 9018 22797 63487 -7807 71294 6828 5241 1587 60210 37717 22493 4256 0 -18402
"198702" 36721 60052 36102 23950 -23331 2551 -5263 5591 7940 44673 36733 13141 59060 45919 -15490 4029 19519 10854 9964 890 -20619 -48890 43168 42023 21764 -20619 92058 82792 9266 40769 82792 42023 -12498 9266 21764 57340 -5263 62603 2551 1579 972 55481 31531 23950 4571 0 -20619
"198703" 69975 63449 39027 24422 6526 2189 22784 32290 18829 54215 35386 32197 62204 30007 -18736 4776 23512 9506 8455 1051 -18447 -36470 50064 44049 24462 -18447 86534 77487 9047 33438 77487 44049 -15415 9047 24462 88422 22784 65638 2189 248 1941 58753 34331 24422 4696 0 -18447
"198704" 75323 66642 41784 24858 8681 4626 29296 40226 10037 49791 39754 42008 74664 32656 -11819 5589 17408 10930 9739 1191 -25241 -44307 39875 46614 18502 -25241 84182 75840 8342 29226 75840 46614 -10160 8342 18502 100564 29296 71268 4626 811 3815 61587 36729 24858 5055 0 -25241
"198801" 53964 61887 38777 23110 -7923 2609 13159 22200 6909 45473 38564 29105 71811 42706 -13814 5037 18851 9041 7777 1264 -23691 -58238 38135 42777 19049 -23691 96373 86864 9509 44087 86864 42777 -9540 9509 19049 77655 13159 64496 2609 298 2311 56864 33754 23110 5023 0 -23691
"198802" 65544 61246 35681 25565 4298 2723 24715 35357 18766 51021 32255 30476 75644 45168 -13885 7411 21296 10642 9828 814 -23140 -57343 41997 44630 20507 -23140 99340 92333 7007 47703 92333 44630 -13500 7007 20507 88684 24715 63969 2723 259 2464 55691 30126 25565 5555 0 -23140
"198803" 53705 61131 39038 22093 -7426 3353 16349 27571 14583 57134 42551 26909 72902 45993 -13921 9393 23314 11222 10442 780 -27128 -52486 40263 45347 22044 -27128 92749 88524 4225 43177 88524 45347 -17819 4225 22044 80833 16349 64484 3353 1199 2154 55471 33378 22093 5660 0 -27128
"198804" 77331 66908 39347 27561 10423 3456 35204 45725 12260 61876 49616 43541 74971 31430 -10076 10311 20387 10521 9556 965 -28237 -44199 44201 53589 18849 -28237 88400 85089 3311 31500 85089 53589 -15538 3311 18849 105568 35204 70364 3456 1286 2170 61504 33943 27561 5404 0 -28237
"198901" 60990 59597 37394 22203 1393 3011 22102 31628 9675 59117 49442 37312 70466 33154 -15359 9601 24960 9526 8790 736 -23720 -44839 46833 46286 24267 -23720 91672 87009 4663 40723 87009 46286 -19604 4663 24267 84710 22102 62608 3011 557 2454 54625 32422 22203 4972 0 -23720
"198902" 56538 60156 37381 22775 -3618 638 22670 31763 11840 54598 42758 31762 61301 29539 -11839 9225 21064 9093 8091 1002 -26926 -57910 46460 52135 21251 -26926 104370 99936 4434 47801 99936 52135 -16817 4434 21251 83464 22670 60794 638 -203 841 55225 32450 22775 4931 0 -26926
"198903" 48910 55375 32253 23122 -6465 1099 21481 29953 11993 49500 37507 27394 60000 32606 -9434 8638 18072 8472 7318 1154 -29045 -57261 46531 55261 20315 -29045 103792 99287 4505 44026 99287 55261 -15810 4505 20315 77955 21481 56474 1099 501 598 50698 27576 23122 4677 0 -29045
"198904" 66445 66998 38327 28671 -553 1612 27653 36295 4278 52196 47918 40300 61766 21466 -8283 8092 16375 8642 7245 1397 -29818 -55395 50572 61468 18922 -29818 105967 101370 4597 39902 101370 61468 -14325 4597 18922 96263 27653 68610 1612 1131 481 62429 33758 28671 4569 0 -29818
"199001" 65457 59380 36129 23251 6077 2539 29704 38147 19618 42397 22779 26669 58036 31367 -8140 8478 16618 8443 6211 2232 -26166 -60030 51969 59837 18298 -26166 111999 107766 4233 47929 107766 59837 -14065 4233 18298 91623 29704 61919 2539 376 2163 55062 31811 23251 4318 0 -26166
"199002" 65408 60630 36336 24294 4778 1242 29945 37426 28923 45735 16812 15222 57169 41947 -6719 8369 15088 7481 5792 1689 -26409 -76334 50761 59082 18088 -26409 127095 123594 3501 64512 123594 59082 -14587 3501 18088 91817 29945 61872 1242 656 586 56203 31909 24294 4427 0 -26409
"199003" 81769 58586 33834 24752 23183 2382 49888 57349 30384 52594 22210 32666 65955 33289 -5701 8220 13921 7461 5878 1583 -29087 -70205 45089 67315 6861 -29087 115294 113088 2206 45773 113088 67315 -4655 2206 6861 110856 49888 60968 2382 1877 505 54494 29742 24752 4092 0 -29087
"199004" 95686 71248 38658 32590 24438 2412 53293 61479 20987 67113 46126 48354 69624 21270 -7862 8597 16459 8186 6535 1651 -31267 -68250 40003 66707 4563 -31267 108253 107054 1199 40347 107054 66707 -3364 1199 4563 126953 53293 73660 2412 2222 190 67564 34974 32590 3684 0 -31267
"199101" 86016 48774 24067 24707 37242 2826 50754 59010 24347 68939 44592 39767 64089 24322 -5104 9527 14631 8256 6627 1629 -16338 -64515 36114 49009 3443 -16338 100629 101289 -660 52280 101289 49009 -4103 -660 3443 102354 50754 51600 2826 2582 244 46490 21783 24707 2284 0 -16338
"199102" 61012 47828 22201 25627 13184 1921 22940 31908 26075 75795 49720 12307 67335 55028 -6474 9668 16142 8968 6961 2007 -11677 -64490 39555 47480 3752 -11677 104045 105515 -1470 58035 105515 47480 -5222 -1470 3752 72689 22940 49749 1921 442 1479 45297 19670 25627 2531 0 -11677
"199103" 88410 56161 27404 28757 32249 547 36410 45697 20318 74955 54637 32390 69481 37091 -7011 8403 15414 9287 6971 2316 -4708 -54536 48058 49799 2967 -4708 102594 103281 -687 53482 103281 49799 -3654 -687 2967 93118 36410 56708 547 232 315 53572 24815 28757 2589 0 -4708
"199104" 95987 63016 29413 33603 32971 949 36641 47646 15282 74492 59210 42655 75066 32411 -10291 7852 18143 11005 9412 1593 -4619 -48378 48901 51151 2369 -4619 97279 98966 -1687 47815 98966 51151 -4056 -1687 2369 100606 36641 63965 949 731 218 60256 26653 33603 2760 0 -4619
"199201" 96349 58818 29480 29338 37531 564 37632 48876 5796 108026 102230 57925 77545 19620 -14845 7617 22462 11244 9819 1425 -665 -44586 48997 45923 3739 -665 93583 95543 -1960 49620 95543 45923 -5699 -1960 3739 97014 37632 59382 564 512 52 55891 26553 29338 2927 0 -665
"199202" 100943 52433 22740 29693 48510 1193 52390 62456 -2777 102260 105037 75834 81165 5331 -10601 8077 18678 10066 8248 1818 -5073 -43139 48645 50889 2829 -5073 91784 94571 -2787 43682 94571 50889 -5616 -2787 2829 106016 52390 53626 1193 -166 1359 49754 20061 29693 2679 0 -5073
"199203" 129918 57859 27665 30194 72059 382 76659 86466 3234 89226 85992 91679 80615 -11064 -8447 8379 16826 9807 7591 2216 -4982 -31614 49369 51981 2370 -4982 80983 84212 -3229 32231 84212 51981 -5599 -3229 2370 134900 76659 58241 382 -227 609 55172 24978 30194 2687 0 -4982
"199204" 138188 63949 32079 31870 74239 3928 79856 89158 -11451 84177 95628 105073 84620 -20453 -4464 8889 13353 9302 7729 1573 -9545 -33820 38255 46367 1433 -9545 72075 77166 -5091 30799 77166 46367 -6524 -5091 1433 147733 79856 67877 3928 3253 675 60981 29111 31870 2968 0 -9545
"199301" 147915 65094 34533 30561 82821 1090 86870 95259 431 89912 89481 105182 79230 -25952 -10354 8827 19181 8389 6496 1893 -5139 -29525 40698 44847 990 -5139 70223 75292 -5069 30445 75292 44847 -6059 -5069 990 153054 86870 66184 1090 337 753 62250 31689 30561 2844 0 -5139
"199302" 150523 59934 27724 32210 90589 1755 94832 103384 -4593 88915 93508 113836 79289 -34547 -5859 7435 13294 8552 6469 2083 -5998 -30811 42812 47485 1325 -5998 73623 77192 -3569 29707 77192 47485 -4894 -3569 1325 156521 94832 61689 1755 221 1534 56778 24568 32210 3156 0 -5998
"199303" 173981 61669 29934 31735 112312 3865 116573 125007 1312 89185 87873 131517 82838 -48679 -7822 7169 14991 8434 7226 1208 -8126 -24238 41301 47385 2042 -8126 65539 68412 -2873 21027 68412 47385 -4915 -2873 2042 182107 116573 65534 3865 947 2918 58464 26729 31735 3205 0 -8126
"199304" 188668 67622 34951 32671 121046 1003 125430 135432 7891 90755 82864 134303 82959 -51344 -6762 6580 13342 10002 8400 1602 -5387 -20556 44179 48221 1345 -5387 64735 66671 -1936 18450 66671 48221 -3281 -1936 1345 194055 125430 68625 1003 909 94 64237 31566 32671 3385 0 -5387
"199401" 222111 67172 35733 31439 154939 907 162327 172175 28307 102218 73911 150553 95554 -54999 -6685 7416 14101 9848 8466 1382 -8295 -26783 35531 42864 962 -8295 62314 65018 -2704 22154 65018 42864 -3666 -2704 962 230406 162327 68079 907 444 463 63966 32527 31439 3206 0 -8295
"199402" 236823 67784 33358 34426 169039 1567 176153 184968 45926 116767 70841 152004 90498 -61506 -12962 6932 19894 8815 6437 2378 -8681 -21597 42597 50258 1020 -8681 64194 64883 -689 14625 64883 50258 -1709 -689 1020 245504 176153 69351 1567 866 701 64478 30052 34426 3306 0 -8681
"199403" 248182 61209 30054 31155 186973 692 191549 200044 58673 120432 61759 152170 88007 -64163 -10799 5900 16699 8495 7213 1282 -5268 -16404 44489 48696 1061 -5268 60893 60199 694 11503 60199 48696 -367 694 1061 253450 191549 61901 692 188 504 58181 27026 31155 3028 0 -5268
"199404" 278389 68918 30789 38129 209471 -493 218153 228978 82253 143382 61129 161333 84342 -76991 -14608 4075 18683 10825 7953 2872 -8189 -14975 49028 56303 914 -8189 64003 60177 3826 3874 60177 56303 2912 3826 914 286578 218153 68425 -493 -716 223 66099 27970 38129 2819 0 -8189
"199501" 271048 61300 30009 31291 209748 141 214015 225201 84993 148451 63458 156195 88304 -67891 -15987 3892 19879 11186 7958 3228 -4408 -26352 40238 43678 968 -4408 66590 62772 3818 19094 62772 43678 2850 3818 968 275456 214015 61441 141 57 84 58798 27507 31291 2502 0 -4408
"199502" 264498 58542 24946 33596 205956 509 209605 219663 79266 143407 64141 157214 95457 -61757 -16817 2651 19468 10058 6794 3264 -4158 -29502 41331 44575 914 -4158 70833 67437 3396 22862 67437 44575 2482 3396 914 268656 209605 59051 509 292 217 55909 22313 33596 2633 0 -4158
"199503" 265632 56504 23432 33072 209128 494 210093 223003 81039 131345 50306 161119 95672 -65447 -19155 3894 23049 12910 8441 4469 -1459 -19768 49325 49884 900 -1459 69093 66367 2726 16483 66367 49884 1826 2726 900 267091 210093 56998 494 73 421 53929 20857 33072 2575 0 -1459
"199504" 288486 70173 29611 40562 218313 242 229278 239712 79572 128711 49139 178597 99870 -78727 -18457 2952 21409 10434 5433 5001 -11207 -22195 41062 51450 819 -11207 63257 58901 4356 7451 58901 51450 3537 4356 819 299693 229278 70415 242 107 135 67557 26995 40562 2616 0 -11207
"199601" 264566 59126 24740 34386 205440 71 210008 223271 69455 113296 43841 173382 95450 -77932 -19566 2475 22041 13263 7446 5817 -4639 -41881 38248 42075 812 -4639 80129 64679 15450 22604 64679 42075 14638 15450 812 269205 210008 59197 71 28 43 56524 22138 34386 2602 0 -4639
"199602" 247477 60271 24594 35677 187206 446 197212 209462 59602 110921 51319 166427 94931 -71496 -16567 2972 19539 12250 8175 4075 -10452 -40941 35665 45334 783 -10452 76606 62821 13785 17487 62821 45334 13002 13785 783 257929 197212 60717 446 -190 636 57690 22013 35677 2581 0 -10452
"199603" 223643 59224 20997 38227 164419 2294 175921 191322 45712 115523 69811 163636 93661 -69975 -18026 2525 20551 15401 10899 4502 -13796 -46377 28957 41752 1001 -13796 75334 61589 13745 19837 61589 41752 12744 13745 1001 237439 175921 61518 2294 640 1654 56901 18674 38227 2323 0 -13796
"199604" 236777 69710 24524 45186 167067 4381 177313 192936 48459 126809 78350 167080 110448 -56632 -22603 2727 25330 15623 10626 4997 -14627 -45813 34328 48447 508 -14627 80141 64918 15223 16471 64918 48447 14715 15223 508 251404 177313 74091 4381 4296 85 67451 22265 45186 2259 0 -14627
"199701" 208880 58996 21845 37151 149884 3479 150336 174730 52172 133570 81398 139785 110357 -29428 -17227 2393 19620 24394 18597 5797 -3931 -46066 41079 43728 1282 -3931 87145 75056 12089 31328 75056 43728 10807 12089 1282 212811 150336 62475 3479 -519 3998 56951 19800 37151 2045 0 -3931
