"DATES" "FL893065005.Q" "FL893065105.Q" "FL893065405.Q" "FL893065505.Q" "FL893065603.Q" "FL893065005.Q" "FL153165005.Q" "FL143165005.Q" "FL103165005.Q" "FL113165003.Q" "FL893065603.Q" "FL313165403.Q" "FL643165005.Q" "FL893065005.Q" "FL153065005.Q" "FL103065003.Q" "FL113065005.Q" "FL213065005.Q" "FL313065005.Q" "FL763065005.Q" "FL443065005.Q" "FL473065105.Q" "FL513065503.Q" "FL543065000.Q" "FL573065005.Q" "FL223065003.Q" "FL403065005.Q" "FL413065005.Q" "FL673065005.Q" "FL613065000.Q" "FL643065005.Q"
"198701" 2736830 1769685 245492 639606 82047 2736830 1721178 1012744 214736 715961 82047 27 2881 2736830 117479 50490 42950 89436 54067 522903 796767 22046 4444 195743 10096 15333 144011 575435 20275 69185 6170
"198702" 2829075 1843183 250241 655668 79983 2829075 1794479 1031686 224620 727083 79983 25 2885 2829075 117600 50833 40438 92299 54020 547675 813126 24928 4750 200382 9308 15228 140414 615142 24032 72755 6145
"198703" 2898715 1897901 254693 668225 77896 2898715 1843347 1052424 235178 739350 77896 22 2922 2898715 117496 51180 38352 93273 48766 570016 829251 27623 4868 204263 8725 15408 140290 647084 30074 65567 6479
"198704" 2955928 1927700 258355 694063 75810 2955928 1872248 1080550 252053 752687 75810 21 3110 2955928 119488 51527 37909 94697 49068 594796 824325 29872 4994 212375 8205 15331 139459 669394 31454 66065 6969
"198801" 3024940 1974163 268334 707871 74572 3024940 1920894 1100928 255260 771096 74572 21 3097 3024940 119453 55681 40185 96036 49170 611363 847732 31520 5139 216083 9614 15448 142285 677841 33194 66925 7271
"198802" 3113328 2044276 265969 729750 73333 3113328 1988850 1121341 256065 791943 73333 22 3115 3113328 119828 59836 43716 96714 48482 635952 860599 34063 5269 220402 11269 15637 144704 695315 34999 79232 7311
"198803" 3186804 2105234 269277 740212 72081 3186804 2047722 1135971 251352 812538 72081 20 3091 3186804 120401 63990 47078 96968 47566 657575 871602 36377 5406 225051 13983 15586 143781 721137 37510 74940 7853
"198804" 3273413 2162113 274544 765927 70829 3273413 2113156 1156858 253303 832726 70829 16 3383 3273413 121825 68145 47846 98647 48017 676905 888023 38060 5574 232863 16666 15603 144457 745287 40455 76353 8687
"198901" 3328783 2196252 279826 782385 70320 3328783 2150886 1174452 263692 840440 70320 15 3431 3328783 122522 64756 46631 100224 48003 696826 896039 40753 5779 236777 17630 15132 143720 770459 42058 73054 8420
"198902" 3398758 2254708 284991 789255 69804 3398758 2211233 1184060 265092 849164 69804 14 3451 3398758 125044 61328 43064 102096 47159 722776 900148 42912 6027 241761 19272 15118 145345 794482 43671 80201 8354
"198903" 3475018 2320949 285815 798971 69283 3475018 2280777 1190648 262409 858956 69283 13 3580 3475018 127604 57864 39090 103383 47164 749832 893246 44352 6270 247035 21079 15295 147965 827012 41645 97981 8201
"198904" 3525955 2368907 287001 801286 68761 3525955 2332273 1189960 255062 866137 68761 13 3710 3525955 130716 54399 35146 104961 47285 770704 872521 26964 6460 254214 23294 15299 150491 869549 52647 102938 8367
"199001" 3619827 2449529 290563 811252 68483 3619827 2412773 1203200 266367 868350 68483 14 3840 3619827 133777 53998 33520 106189 54645 791978 891921 27613 6615 260282 23310 15181 152793 905165 48490 106060 8290
"199002" 3684164 2516583 284579 814801 68202 3684164 2475246 1204938 269224 867512 68202 11 3970 3684164 136166 53592 32654 107423 65388 820141 860903 29117 6752 264866 24179 15243 150461 944198 53076 111746 8259
"199003" 3739779 2566695 286904 818264 67917 3739779 2525310 1210260 275647 866696 67917 10 4200 3739779 138724 53182 32004 108599 79028 836875 836047 31183 6849 266063 24614 15311 152202 978533 57664 114666 8236
"199004" 3781130 2606304 287424 819769 67633 3781130 2571288 1205503 275267 862603 67633 10 4330 3781130 140912 52772 31052 110215 82859 849346 801628 32747 6885 267861 24901 16061 156143 1019861 66046 114134 7707
"199101" 3824865 2641093 288957 827227 67588 3824865 2619845 1200609 274611 858410 67588 11 4400 3824865 142021 54301 29581 111575 92520 862157 776492 32733 6859 268999 23391 16562 159163 1050307 71048 119752 7405
"199102" 3889283 2700090 290203 831448 67542 3889283 2681677 1203114 276779 858793 67542 10 4482 3889283 143841 55847 28256 112113 101190 877260 755403 34456 6766 271674 21380 16322 161994 1085984 85021 124401 7376
"199103" 3892023 2722396 282656 819475 67496 3892023 2703432 1184003 273820 842687 67496 10 4578 3892023 144483 57409 26934 112955 103706 876093 719679 36624 6640 270094 19993 16675 162324 1123313 98380 109497 7225
"199104" 3932273 2774317 284108 806399 67450 3932273 2762429 1165042 261950 835642 67450 10 4793 3932273 142721 58972 26024 113723 98288 881291 705368 36914 6511 259509 18226 16886 167673 1156489 113098 123590 6990
"199201" 3962878 2813985 283928 797409 67557 3962878 2807205 1150655 253849 829249 67557 10 5008 3962878 141495 59237 25359 113714 102487 886396 682338 35619 6388 258465 17243 16173 175727 1179728 125358 130328 6824
"199202" 3985108 2845446 280081 791919 67663 3985108 2839022 1141049 251598 821788 67663 8 5029 3985108 140153 59501 24769 113895 97755 890833 659625 38762 6267 254450 16074 17066 180157 1218988 138529 120811 7473
"199203" 4023518 2898760 276591 780395 67771 4023518 2897604 1120767 240207 812789 67771 8 5139 4023518 138775 59769 24858 113757 90565 897224 648178 38344 6113 249117 15422 16306 186746 1243647 157480 129822 7394
"199204" 4043280 2941747 270935 762720 67879 4043280 2940894 1097023 223827 805317 67879 8 5355 4043280 136802 60036 25169 113679 86350 900521 627972 39838 5889 241997 14546 16453 199742 1272047 167916 126267 8056
"199301" 4044458 2951835 268831 755776 68016 4044458 2957771 1080979 214256 798707 68016 8 5700 4044458 134991 58124 23509 113677 81932 898903 617222 40555 5588 239683 14654 15645 204935 1299796 173846 113292 8106
"199302" 4087130 3006096 265988 746891 68154 4087130 3014002 1067082 205916 793012 68154 8 6038 4087130 133137 56191 22990 110636 76409 918256 612533 41038 5192 237545 14330 14506 222373 1301300 184610 127779 8305
"199303" 4132762 3058474 264685 741309 68293 4132762 3063524 1061650 205721 787636 68293 7 7580 4132762 131238 54237 22629 109450 73189 929671 609772 41277 4792 232930 14824 15055 232709 1330555 195409 126473 8551
"199304" 4174551 3100671 267689 737758 68433 4174551 3107257 1058344 207030 782881 68433 6 8944 4174551 129361 52283 21850 108285 85019 947828 598435 41782 4472 223872 12984 14529 241020 1356766 204327 123130 8610
"199401" 4197781 3132193 267548 729243 68797 4197781 3136461 1049914 202359 778758 68797 6 11400 4197781 127358 53287 20829 107810 79509 945649 584526 43112 4303 220819 12547 14637 246877 1399296 215990 110974 10258
"199402" 4246431 3179662 268641 728961 69166 4246431 3180139 1051785 204158 778461 69166 6 14500 4246431 125215 54301 22635 107866 77866 964863 585660 44088 4134 218815 12563 14941 247264 1432417 219028 102867 11907
"199403" 4297383 3230338 268475 729031 69539 4297383 3224511 1055366 206681 779146 69539 6 17500 4297383 123056 55327 22891 109147 76693 989704 587536 45502 3964 216753 12561 15024 246636 1454933 222823 101560 13273
"199404" 4338967 3277919 268212 722924 69912 4338967 3266764 1053471 206297 777262 69912 6 18726 4338967 120517 56353 23800 110507 71000 1012711 596191 47025 3795 215773 7795 15199 244580 1472405 224653 103343 13320
"199501" 4371918 3306006 267138 728416 70358 4371918 3291510 1060835 208821 781656 70358 6 19567 4371918 118663 56739 23022 111787 68824 1033937 601823 48591 3550 215663 7991 15397 243207 1480246 227335 101375 13767
"199502" 4426637 3355735 269246 730846 70810 4426637 3335600 1069501 210330 788361 70810 6 21529 4426637 116783 57130 22669 112906 64517 1062399 599706 48830 3306 215811 8188 15558 243507 1499398 230908 110807 14214
"199503" 4487636 3412469 270358 733543 71266 4487636 3385379 1079601 211348 796987 71266 6 22650 4487636 114883 57525 22104 113034 61300 1082184 604585 50146 3050 217684 8384 15746 247915 1527030 232641 114765 14660
"199504" 4524943 3445383 273850 733987 71723 4524943 3410826 1090060 213305 805032 71723 6 24051 4524943 113288 57921 21747 113809 57489 1090189 596763 50986 2816 213138 8581 15938 250443 1570731 241502 105491 14111
"199601" 4583407 3494882 274711 741420 72394 4583407 3459789 1098159 213514 812251 72394 6 25453 4583407 111498 57033 21349 114312 55589 1097597 602594 52367 2571 212958 8776 16126 245489 1600095 251233 120257 13563
"199602" 4656348 3554388 277944 750951 73065 4656348 3510722 1118206 220967 824174 73065 5 27415 4656348 109609 56145 20789 114862 54617 1109930 611502 55575 2567 212776 8971 16324 245397 1643705 260904 119661 13014
"199603" 4724785 3619197 280374 751470 73744 4724785 3568980 1126046 218813 833489 73744 4 29756 4724785 107684 55247 20600 115932 52230 1123239 627810 57147 2539 208360 9169 16526 244274 1679364 268182 123847 12635
"199604" 4792546 3668416 286110 763598 74422 4792546 3620393 1140243 222601 843220 74422 2 31908 4792546 105763 54350 20386 117627 50274 1145389 628336 59885 2394 208162 9297 16734 244083 1711708 277597 126724 13837
"199701" 4846545 3713620 286350 771144 75431 4846545 3659711 1150777 226231 849115 75431 0 36057 4846545 103895 60735 19688 118288 48038 1160137 626381 60876 2480 206919 9560 16946 240344 1740359 288314 128558 15027
"199702" 4922720 3767909 290383 787977 76451 4922720 3707671 1174939 236069 862419 76451 0 40110 4922720 102209 67191 19416 119369 47423 1196460 629061 63673 2370 207693 9835 17160 238410 1762521 297285 125282 17362
"199703" 5035228 3860493 292563 804690 77482 5035228 3804208 1189239 237707 874050 77482 0 41781 5035228 100618 73718 19037 120293 46268 1227131 631445 67460 2366 205767 10140 17382 237933 1791088 316476 149090 19016
"199704" 5104562 3902568 297848 825632 78514 5104562 3834401 1223345 253952 890879 78514 0 46816 5104562 98660 80245 18743 121307 45738 1245314 631821 69350 2230 206840 10094 17607 239416 1826294 339370 128629 22904
"199801" 5193288 3969751 304306 839586 79645 5193288 3889460 1254738 248165 926928 79645 0 49091 5193288 96612 77043 20632 122337 45450 1270826 637148 69811 2203 206479 10125 18673 240297 1847555 369202 133161 25734
"199802" 5312309 4061457 311350 858714 80788 5312309 3970826 1287429 243664 962977 80788 0 54054 5312309 94498 73806 22521 123349 45114 1281723 632363 74978 2160 207732 10170 20681 240847 1909389 406870 137098 29010
"199803" 5434527 4152221 319732 880630 81944 5434527 4052753 1317815 236844 999027 81944 0 63959 5434527 92515 70534 24411 123104 44800 1295424 634250 76722 1903 207359 10312 21499 241288 1976247 434560 149901 29698
"199804" 5589870 4259017 331472 916281 83100 5589870 4146236 1372029 253853 1035076 83100 0 71605 5589870 94323 67261 26299 127358 44894 1336996 643956 79974 1954 213640 9887 22410 246992 2018969 467789 160890 26278
"199901" 5714861 4348396 341576 940776 84113 5714861 4228412 1409814 258928 1066773 84113 0 76636 5714861 96290 60842 25863 128478 44549 1337118 646509 81127 1908 218975 10340 22793 242665 2113010 492437 166579 25378
"199902" 5854515 4457254 348059 964066 85136 5854515 4324935 1456009 274407 1096466 85136 0 73571 5854515 97917 54351 25271 128883 44453 1361328 656518 86422 1937 224548 10794 23968 242425 2183642 511518 175630 24910
"199903" 6056333 4589842 358647 1021673 86171 6056333 4447082 1533338 315017 1132150 86171 0 75913 6056333 99850 47789 24679 129227 77763 1419148 675773 91673 1989 226190 11247 23855 242639 2247217 524704 187786 24804
"199904" 6195651 4682964 372481 1053000 87206 6195651 4529980 1586846 329512 1170128 87206 0 78825 6195651 101572 41227 24087 131805 77741 1495420 668064 92607 1921 230787 11700 25687 242035 2293531 538734 195304 23429
"200001" 6299399 4753908 379196 1079706 86589 6299399 4594166 1624266 335280 1202397 86589 0 80967 6299399 102080 41804 23924 132190 76798 1547344 680358 95165 2549 229370 11913 24300 243696 2323499 544708 200092 19609
"200002" 6460585 4877182 387997 1109434 85972 6460585 4710451 1667535 342116 1239447 85972 0 82600 6460585 102545 42381 23760 131439 76821 1614400 701372 99185 1848 232615 12002 24741 252740 2356632 553562 215452 19090
"200003" 6612277 5002178 393288 1131463 85348 6612277 4830154 1700126 343686 1271092 85348 0 81998 6612277 102972 42958 23597 131590 75266 1648507 720996 102302 1676 234735 12046 21781 257009 2415896 574504 228449 17993
"200004" 6752918 5106537 402055 1159602 84724 6752918 4925810 1743558 351218 1307616 84724 0 83550 6752918 103423 43535 23434 130535 75654 1660054 722973 104357 1634 235941 11934 22122 264253 2493244 604486 237899 17440
"200101" 6879229 5203764 410164 1179636 85665 6879229 5020516 1774826 356397 1332764 85665 0 83888 6879229 104846 44300 24276 129948 75064 1687713 740479 107534 1642 235050 10245 21862 267937 2535825 626693 248467 17348
"200102" 7087837 5375157 420527 1205536 86617 7087837 5186498 1815124 366324 1362183 86617 0 86216 7087837 106154 45073 25115 131086 74928 1722375 751643 110441 1674 237246 10082 20503 277238 2637391 655334 265087 16467
"200103" 7294495 5537868 431239 1237809 87579 7294495 5336045 1874495 392149 1394767 87579 0 83955 7294495 107540 45855 25956 128952 74082 1736630 758342 120897 1706 239243 9949 20944 283950 2760457 687524 275416 17052
"200104" 7460554 5658501 444110 1269402 88541 7460554 5454556 1920239 402880 1428818 88541 0 85759 7460554 108704 46637 26797 129708 74538 1789819 758037 120259 1877 243021 9750 20984 297476 2831784 725136 258189 17838
"200201" 7633073 5805850 450259 1286726 90238 7633073 5596584 1948755 400571 1457946 90238 0 87734 7633073 111111 47358 26639 128214 74509 1800341 745836 124777 1879 243393 10346 20925 305120 2956420 759846 258857 17502
"200202" 7859083 5993665 459624 1313840 91954 7859083 5779453 1986137 405621 1488562 91954 0 93493 7859083 112625 48087 26482 126612 74246 1873064 742470 129622 1896 245118 10320 20766 316662 3042612 793615 275051 19835
"200203" 8099327 6201544 466658 1337437 93688 8099327 5987715 2016715 403848 1519179 93688 0 94897 8099327 114608 48824 26326 124378 73796 1961965 773395 131420 1899 245939 10386 20927 333009 3085197 822916 301005 23337
"200204" 8361284 6413185 483081 1369595 95423 8361284 6185882 2078442 433224 1549795 95423 0 96960 8361284 116600 49561 26167 124372 75056 2058307 780987 136391 1979 250019 10337 21098 357278 3158604 836042 330480 28006
"200301" 8564013 6585682 494603 1391322 92406 8564013 6360915 2107300 446212 1568682 92406 0 95798 8564013 117829 50103 26196 124292 72710 2099219 815362 139212 1984 251198 10267 21297 382396 3230475 867365 327715 26393
"200302" 8855670 6827860 512961 1425494 89355 8855670 6619694 2138334 461410 1587569 89355 0 97642 8855670 119086 50650 26226 128130 72765 2192844 833117 144013 1925 254350 10097 22796 416408 3292961 897713 359118 33471
"200303" 9132627 7055862 529286 1461208 86271 9132627 6867923 2163758 471031 1606456 86271 0 100946 9132627 119589 51204 26256 129335 72384 2263752 851475 152788 1917 257272 10132 21453 451559 3375161 940661 367209 40480
"200304" 9377148 7239892 557279 1496790 83187 9377148 7055880 2215413 506883 1625343 83187 0 105855 9377148 120917 51758 26284 132873 72583 2255798 870557 159644 2081 260944 10249 20399 621521 3343251 1009456 370157 48676
"200401" 9626420 7441335 565688 1533111 86286 9626420 7230074 2284890 527282 1671322 86286 0 111456 9626420 123349 55448 27422 134956 74589 2329524 926446 162665 2140 262236 10182 19055 625062 3346388 1088829 382525 55604
"200402" 9976146 7734282 580263 1572215 89386 9976146 7507040 2351499 535682 1726431 89386 0 117607 9976146 125882 59137 28561 135798 73091 2435840 965538 172620 2218 264148 10137 17755 626560 3366532 1199040 426711 66578
"200403" 10295799 7997931 591720 1613629 92519 10295799 7753351 2420884 546825 1781540 92519 0 121564 10295799 128269 62868 29698 138075 73275 2517315 1008250 181449 2350 267885 10204 17278 627631 3380765 1326853 443319 80315
"200404" 10636632 8268227 604514 1668238 95653 10636632 8014557 2490718 558416 1836649 95653 0 131357 10636632 131349 66598 30836 141167 74186 2595605 1057395 188337 2430 273324 10030 15075 629026 3384018 1443223 475953 118080
"200501" 10921035 8498011 615163 1709960 97901 10921035 8239742 2544862 567588 1879373 97901 0 136431 10921035 134465 67005 32172 143965 74450 2690522 1068408 193288 2473 274993 9943 13807 621773 3407181 1579134 481756 125700
"200502" 11300566 8800527 631531 1768335 100173 11300566 8517803 2640191 617920 1922098 100173 0 142572 11300566 137212 67417 33509 146586 74602 2791831 1113292 202721 2534 278391 9922 11653 611723 3442350 1748064 491055 137704
"200503" 11691948 9107733 647124 1834620 102471 11691948 8809079 2736521 669227 1964823 102471 0 146348 11691948 138996 67834 34846 149730 75563 2896832 1141289 210286 2660 280866 9894 17866 599805 3484951 1927491 505792 147247
"200504" 12070449 9382405 666800 1916476 104768 12070449 9061690 2863292 750977 2007547 104768 0 145467 12070449 139417 68250 36182 151929 76571 2958042 1152738 219673 2730 285463 9813 16396 588803 3548483 2128458 541364 146137
"200601" 12475875 9705201 679566 1985531 105577 12475875 9365784 2960480 777030 2077873 105577 0 149611 12475875 136986 66171 35797 155247 77012 3033208 1196614 223602 2746 288546 9758 14748 593579 3627218 2298255 560591 155797
"200602" 12877538 10033705 686290 2051148 106395 12877538 9677303 3046706 792111 2148200 106395 0 153529 12877538 132440 64068 35411 159047 78735 3140433 1222590 235899 2855 295692 9671 13297 598052 3691812 2467355 572036 158145
"200603" 13211546 10289198 694083 2121044 107221 13211546 9919276 3137393 811646 2218526 107221 0 154877 13211546 126132 61942 35024 162665 79637 3181295 1251834 243943 2912 300408 9590 14063 601509 3768725 2621671 591633 158563
"200604" 13462458 10455561 707507 2191342 108048 13462458 10079317 3231091 834191 2288852 108048 0 152050 13462458 122097 59817 34638 166417 80277 3403052 1076762 249735 3454 303800 9510 14445 607177 3841119 2759984 594372 135802
"200701" 13734864 10670378 721264 2234031 109191 13734864 10282385 3304455 830340 2364924 109191 0 148024 13734864 118368 55269 36499 168734 81092 3386400 1116307 252768 3558 306448 9325 13005 611523 3956458 2891182 579815 148113
"200702" 14049686 10885055 740862 2313423 110346 14049686 10493897 3404565 853222 2440997 110346 0 151224 14049686 114294 50671 38359 173120 81898 3472132 1111781 263051 4056 312337 9458 13061 619103 4077824 3006463 563172 138906
"200703" 14313452 11043598 761347 2396993 111514 14313452 10653477 3505556 876973 2517069 111514 0 154419 14313452 111518 46022 40220 174278 81879 3525100 1145809 271113 4299 317320 9720 10353 629608 4252616 3002419 560390 130788
"200704" 14524581 11166834 789275 2455790 112682 14524581 10779649 3588204 882380 2593142 112682 0 156728 14524581 109072 41374 42081 175733 82360 3644402 1094009 281521 4770 326173 10166 9696 643096 4464418 2942535 531857 121318
"200801" 14661650 11239191 804114 2500467 117878 14661650 10857375 3642441 901651 2622912 117878 0 161834 14661650 107252 39453 43123 175898 82875 3684522 1112364 289985 4865 330902 10427 9682 659012 4602238 2874936 525830 108286
"200802" 14702071 11220205 820205 2538586 123075 14702071 10856200 3684688 914207 2647406 123075 0 161183 14702071 114623 37533 43802 175903 85855 3660742 1116111 301021 5011 336391 10710 9588 671622 4760244 2778899 491585 102431
"200803" 14683714 11168826 834220 2552340 128328 14683714 10822945 3698113 904053 2665732 128328 0 162656 14683714 112413 35591 44562 174855 88869 3853357 884057 309006 4660 340882 10921 9436 669039 4892653 2688200 468617 96596
"200804" 14618474 11071550 840643 2572699 133582 14618474 10749478 3705489 903949 2667958 133582 0 163507 14618474 110691 33649 44813 170665 95829 3841395 860586 314694 4954 342428 11088 9432 701438 4961428 2591630 447886 75868
"200901" 14614996 11065823 848247 2567114 133812 14614996 10753424 3696675 899449 2663414 133812 0 164897 14614996 108738 31718 44167 171014 96733 3853327 849773 316250 4992 338553 11596 9356 725942 5041969 2499169 440237 71462
"200902" 14558059 11013811 855377 2554827 134044 14558059 10713885 3676914 895263 2647607 134044 0 167260 14558059 106538 29786 43168 173888 102177 3897642 752220 319025 5032 334961 12071 9392 713150 5170747 2392510 426841 68911
"200903" 14447045 10926272 858191 2528303 134279 14447045 10644344 3635795 881922 2619594 134279 0 166906 14447045 103910 27855 41964 177879 109950 3795413 725762 317689 4790 332435 12790 9354 710460 5297548 2300151 415611 63484
"200904" 14325968 10861005 851175 2479274 134514 14325968 10579212 3579879 867437 2577928 134514 0 166877 14325968 101287 25924 40845 180278 108387 3818667 633327 317908 4446 326101 13645 9309 707684 5376395 2205173 397357 59235
"201001" 14178310 10747915 850371 2446066 133958 14178310 10479193 3532030 849561 2548511 133958 0 167087 14178310 99764 23993 39791 184066 107077 3761281 629293 320114 4267 321394 14614 9333 5104412 1006866 2107770 386863 57412
"201002" 14062445 10684813 844641 2399594 133397 14062445 10430560 3464319 823439 2507483 133397 0 167565 14062445 96532 22061 38808 182471 108374 3706795 619322 322643 4248 317893 15734 9322 5084409 1071640 2035477 371051 55665
"201003" 13947310 10611955 846987 2355539 132829 13947310 10361341 3417793 807183 2477781 132829 0 168176 13947310 93510 20130 38120 187239 106564 3674354 617910 326440 4229 318030 15221 9444 5035802 1120724 1965342 361178 53073
