,Mkt-RF,SMB,HML,RF,Mom,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
1929Q4,-0.1827447645900001,-0.1306788782499999,0.07031843388800008,0.012148564399999895,0.10113001855999992,-0.26851559506720457,-0.23612700922929497,-0.24428357248257082,-0.2202467337019791,-0.08684956021254608,-0.10233815311353811
1930Q1,-0.06804176689600006,-0.016264628080000065,0.03822429821000006,0.008824069166000204,-0.023897199054000007,-0.11936819441024438,-0.04114072545657488,-0.04564351648391174,-0.04962314025217085,-0.06946561734052936,-0.038277146340427004
1930Q2,0.07517021374999988,0.033166137780000104,0.0020869089199997415,0.008624172049999768,0.008721419614999837,0.02744278148246182,0.11113056242388253,0.11714170914463695,0.07878233946438673,0.08514632180708803,-0.004930353576303226
1930Q3,-0.14072962566399994,-0.05869450553000011,-0.0008567807999998456,0.007317634039999854,0.027878538176000056,-0.15790773176650863,-0.15743425057352134,-0.19438737660156769,-0.13211926770726323,-0.12129859920186914,-0.08494459463984616
1930Q4,-0.20226677846000007,-0.04708908111999999,-0.06678384337900001,0.004004771781999761,0.23175998019099997,-0.25743364398343116,-0.2260373790660538,-0.29554078364940484,-0.19937929143560407,-0.18016682104955017,-0.27861458487502844
1931Q1,-0.05077372000000002,0.010644445946000003,-0.018081475863999996,0.004205872730000282,-0.013252103040000018,-0.013980707306897822,-0.036152187652247925,-0.06952016163416497,-0.03954261964728256,-0.05228587129958484,-0.04097869374154772
1931Q2,-0.06544791999999999,0.01888498802999994,-0.05881920472000002,0.0025018804159999686,0.05250226640000011,-0.05730790212019321,-0.06854110404928004,-0.11171791140452103,-0.02394671821696437,-0.14464955270372715,-0.1002051118333247
1931Q3,-0.07760988008900005,0.01437710322199992,0.02349391940000012,0.0023017404319998214,-0.024340163199999987,-0.08924937462113947,-0.10383852373617886,-0.013042590546772703,-0.05010706207452775,-0.12839331358485495,-0.12112231400419082
1931Q4,-0.22738511303999986,-0.033501634047999995,-0.05972007904000021,0.0016006900899996346,0.09024792514400004,-0.2586519515451172,-0.24926299367334925,-0.32651343313453474,-0.20421972259371524,-0.2716748471203837,-0.27461058287023643
1932Q1,-0.226579109296,0.08055704852000001,-0.05517194998600017,0.005208714692000127,0.09799557938000003,-0.18468996623699907,-0.19586086808843606,-0.22263205214318205,-0.19867717337856095,-0.31226602254640545,-0.27748020153729014
1932Q2,-0.23245876509999996,0.004925057941000288,-0.016429595620000126,0.005007974048000241,0.20200749174799992,-0.30042314282105265,-0.2553359836404774,-0.23982639182331578,-0.2135460454850604,-0.3096608637871008,-0.29527327578455165
1932Q3,0.05388798264700001,0.001383485639999904,0.3759524486400001,0.0010002800239998777,-0.377633632832,0.11466466641539208,0.08624566791764954,0.3657316801890773,0.016559907633167503,0.0939792675206399,0.35857811417770513
1932Q4,0.15587511632000006,0.08145176201000015,0.11294259538000007,0.0008002100179997917,-0.492009283172,0.21134527360133482,0.19195253409393076,0.21793494084309484,0.16043713957318628,0.16313329463233006,0.1846445324067134
1933Q1,-0.0050122271040000665,-0.05940229796999985,-0.14550385620400008,0.0004000500020000519,0.011067508735999931,-0.027644958882589332,-0.1063049953928974,-0.16312994257188662,0.03877086248062689,-0.05296247387768549,-0.12224639891919786
1933Q2,0.21184081100599994,0.03921754664000021,0.24859529372,0.0010999798799999905,-0.09894005839999986,0.24221925313338466,0.3379294764903533,0.43326834787222057,0.14704529596079308,0.396280893734569,0.38852722616127533
1933Q3,0.24098011387999985,0.4615470227599998,0.20565537207999984,0.0008002000159998968,-0.01936001497999995,0.8173727274835341,0.7347805265955805,0.8961435060920546,0.18816243738530813,0.26940684114683444,0.5712694892753614
1933Q4,-0.08261267064,-0.057760749496000074,-0.16741598540500002,0.0006001100060000208,0.06856496192599981,-0.06586960590927116,-0.16590558238534603,-0.2628936937952837,-0.059138178799381214,-0.09309853558532777,-0.21184859704920767
1934Q1,0.2607985720399999,0.06380117682800002,0.16472868973999977,0.0009002400199997762,0.0699542815280001,0.333016056742683,0.4086061339134741,0.4786574043859442,0.23190690171152273,0.3370518657077679,0.4459482580955265
1934Q2,-0.04168900563900013,0.10561852692500007,-0.045783699358000085,0.0005000800039998143,-0.05362675995700017,0.07503981790613423,0.014506876288522319,0.030495904405117624,-0.04145825295297634,-0.0538549325279043,-0.08827461510150003
1934Q3,-0.1516745198760001,-0.09426435169600011,-0.18418442940000002,0.00030003000099987354,0.053607025280000054,-0.21258871591264872,-0.2976970730693693,-0.3524985864107737,-0.11945978008890479,-0.17359247380998966,-0.31663217205357197
1934Q4,0.035781863072000375,0.05245541025000011,-0.059899541499999986,0.00030003000099987354,0.09550358323199992,0.08875007827098935,0.07760313001001795,0.033920554327060426,0.05360811359116813,0.014937706631773073,-0.0212715909647494
1935Q1,0.049582764152000136,0.11153406208000005,-0.06909762944800002,0.00030003000099987354,0.11833375210999986,0.1637599680969819,0.1409132379640028,0.11067028972915716,0.07741239693979884,0.024894854398294974,-0.016185030433777836
1935Q2,0.02955602069599994,-0.04651664579199988,-0.08294001137199991,0.0004000500020000519,0.11606998655000011,-0.033612602747348896,-0.03524720604478959,-0.08178456549394442,0.03915788875375892,0.044994849214199384,-0.09496854228076268
1935Q3,0.17858654421199982,-0.03743150608000001,0.07531503608000012,0.00030003000099987354,-0.05747295226600002,0.13022843429001862,0.22781439061105258,0.16367300053348477,0.17585949155882097,0.17149030479965655,0.3092071792007407
1935Q4,0.12744791929,0.10527494238500013,-0.004636708516000176,0.00030003000099987354,0.03157073766799989,0.2094715901549562,0.2644696914050466,0.2307370773512596,0.14161591890127,0.11095202305239527,0.11430479105094182
1936Q1,0.17195890206500009,0.10609859359999985,0.2551913296999997,0.0004000500020000519,-0.06434625888,0.251497318481803,0.3099255683346678,0.5066745147121463,0.09595546562259272,0.2240467268322235,0.39733119795640914
1936Q2,-0.04948871785599995,-0.045461981804000184,0.0033025071159997754,0.0005000800040000364,-0.03790996031299998,-0.11935533191425074,-0.06284803325616817,-0.09977643683779303,-0.02889124518361219,-0.05736401572103422,-0.049672318267330984
1936Q3,0.1490989260800002,-0.013138956406000157,0.03893295271499997,0.0006001100060000208,0.05640542599999998,0.13720381539128734,0.13165159785878644,0.17556186775045046,0.15323622924842395,0.14049350426084217,0.19817436211967188
1936Q4,0.0920944481299999,0.013109297480000004,0.07395243212600011,0.0005000800040000364,0.027121855280000107,0.06701242989974476,0.14563485653407482,0.1594752828792816,0.07577632384821209,0.10818960835876568,0.13835866553060794
1937Q1,0.0693264842000001,0.17976200380999985,0.05697153350000028,0.0002000099999999172,0.021396043051999936,0.21399586568790263,0.2127112107575444,0.3283121129203834,0.05139873389979677,0.07008592338102093,0.06898128001357073
1937Q2,-0.06602953331200012,-0.04315010399999997,0.07759214604800002,0.0006001100060000208,0.024231745628000123,-0.09973699986999218,-0.10217093840237856,-0.060925377019233395,-0.08637726479041263,-0.05584672736681884,0.012422893324153028
1937Q3,0.03437391211899987,-0.03733263584800006,-0.057144715887999964,0.0012004500539999352,0.008983509930000189,0.020113873126598403,-0.004120144060649644,-0.05044023811176157,0.04919402561784558,0.042783117943715254,-0.0036032037591620103
1937Q4,-0.257149345104,-0.061611167500000064,-0.08115821099999998,0.0008002000159998968,-0.098786013236,-0.32716201290507096,-0.32645926509816203,-0.34450298281050873,-0.24621544351045888,-0.22767714672453754,-0.3619808800258104
1938Q1,-0.11841503686400012,-0.06900033523199989,-0.017771931798000073,0.00019999999999997797,0.01675974509000011,-0.20437788866555529,-0.16734138410613397,-0.19905236245890257,-0.11443300771112963,-0.10702401719778099,-0.14948055700560847
1938Q2,-0.07796359827999988,0.022422816800000023,-0.051033672005000086,-1.0000000050247593e-08,0.014114009720000098,-0.07628034918638227,-0.09595858937905222,-0.11880045639693804,-0.0749913388388519,-0.0660195072860521,-0.14726082310139732
1938Q3,0.2783845111180001,0.08445867745399993,0.024120557535999954,-9.999999999998899e-05,-0.2506725080979999,0.37707764252536813,0.38057399745743004,0.3930188114560711,0.2949218780394509,0.2509033099989251,0.3355715368765051
1938Q4,0.05781720968000004,0.004205295583999957,-0.016812364959999937,0.00030002000000006745,-0.01958215526500018,0.06949357500553033,0.06172995475432508,0.02968682821493185,0.07938331767625484,0.013499612945939043,0.07216262310394206
1939Q1,-0.03762536675199979,-0.057874117869999964,-0.045603539839999985,-0.0006999400000000655,0.02597826262400016,-0.07575662194223465,-0.08044348240866295,-0.14155828399587878,-0.032923346591837044,-0.039893197768156474,-0.05898145772124974
1939Q2,-0.09106156944599997,-0.02568596882500007,-0.05874709548000012,-1.0000000050247593e-08,0.039244540376,-0.15050928306659273,-0.14282369705439746,-0.16386367279233116,-0.06876169973283064,-0.11113591647192844,-0.18648880090795916
1939Q3,0.11451187159400011,0.059296822640000135,-0.04711101260799988,0.0002000099999999172,0.050680682824999934,0.20005260277809356,0.17163333383604518,0.11487015629683905,0.1375442393610884,0.06978297985372994,0.10420619589075808
1939Q4,0.08503614735600018,0.14943808330399988,0.13064281908800002,-1.0000000050247593e-08,-0.2260678950999998,0.21925725820973496,0.2190126213668271,0.28603555200591013,0.06434115485256009,0.0907378694116987,0.20046546324231307
1940Q1,-0.03217015625499986,-0.04026872339199994,-0.10917289569,0.0,0.0683601619880001,-0.06645642310588196,-0.08682131707802498,-0.15910156920244756,-0.013534682656545338,-0.04147504877940644,-0.13413898211059105
1940Q2,0.03747262944000007,0.07932518795200005,-0.018418520584000064,0.0,0.04508534897000005,0.1434814648767786,0.10830603136386396,0.09812945176243426,0.035204225175205606,0.029429842366659464,0.04051051919827908
1940Q3,-0.14143783059999993,-0.07883401518400002,0.002211255199999984,-0.00010001999999997846,0.011741072794000162,-0.2132169591212747,-0.20340050320712688,-0.24623768813259073,-0.1547680369704213,-0.11753229562117373,-0.1404730729229663
1940Q4,0.07823799415700017,0.03354186992000008,0.04026003445000015,-9.999999999998899e-05,-0.07511846208000006,0.12069420517926721,0.13907855261711655,0.13921634934097216,0.06391672930118286,0.09584337009607213,0.13065437047198203
1941Q1,-0.05110781106999995,0.007962406352000073,0.03070562460799997,-9.999999999998899e-05,0.0028093354400002823,-0.04297499357246759,-0.03487289292633766,-0.02417760381273526,-0.06348167847326514,-0.042272962977491724,-0.020636854486690615
1941Q2,-0.06029142144799993,-0.031168315532000168,0.07512424644499993,-0.00010000999900006136,0.0669352648399999,-0.10311422518416191,-0.060098024918570525,-0.04478837650793566,-0.07486252200259524,-0.04851794716503188,0.008832729201519562
1941Q3,0.13577199427699993,0.06439592758400003,0.08552318400399983,0.00029999999999996696,0.0014359870239999406,0.16992479552073947,0.17947867075164425,0.30521954623492964,0.11167613075001226,0.17250622014319772,0.1615756576783478
1941Q4,-0.062533526896,-0.034466862298,0.002406874110000068,0.0002000099999999172,0.03417907761999994,-0.09835154682270641,-0.1000161311611395,-0.0826000400916449,-0.05460666213122156,-0.062439714086504394,-0.06454562325867241
1942Q1,-0.059980452359999825,0.032496591559999954,0.029386996399999976,0.00030002000000006745,0.008232241520000017,-0.0017215186936205829,-0.025165058817128827,-0.028405667278808555,-0.08543654003538148,-0.03700608089100321,-0.014466392325998667
1942Q2,-0.12878813132,0.03186510832800016,0.0030037761349999137,0.00030003000099987354,-0.018000095376000003,-0.1018824169373228,-0.07738035559019307,-0.10766801555906336,-0.122323195476289,-0.1420512240303825,-0.10983559904076023
1942Q3,0.12618598452799978,-0.04582381440000005,0.001042583078999959,0.0008002100180000138,-0.053329844368000034,0.06373880225612139,0.06983731484791877,0.09161666190802209,0.13714735367930864,0.12310623176864155,0.11220978942340798
1942Q4,0.11591820312000012,0.022897147411999885,0.10464527618899999,0.0009002700269997721,-0.05142673328199998,0.13158540508601813,0.1354877878966887,0.24394113617671365,0.09946735090207093,0.12884417827933392,0.20897432191188337
1943Q1,0.12782909426599987,0.044912166170000045,0.04221956290499995,0.0009002700269997721,0.017697460780000007,0.1335569217990875,0.15713534211698654,0.21923756640146852,0.11712465621416435,0.1471333169662561,0.11105983099670946
1943Q2,0.13473195728800014,0.12521854302799995,0.1895270975279999,0.0009002700269997721,0.09049629550399985,0.21871656988289212,0.254588593545791,0.46149878997782623,0.09055797642090924,0.16113428646635586,0.2668650687278431
1943Q3,0.02527801730000001,0.010469136547999858,0.0021952957999999967,0.0008002100180000138,-0.0021092561200001247,0.029806712472658425,0.02762280842816134,0.03638465604992103,0.021932744363871937,0.03829241325871968,0.012736599091002887
1943Q4,0.02538291199999998,0.01255590080000002,0.02639173876799994,0.0009002700269997721,0.019373155670000086,0.02586771888242545,0.02767293263238435,0.07025048240941589,0.022431549511889637,0.03083771286404735,0.03213251441323006
1944Q1,0.018033423066000198,0.04129992712999986,0.010566792409999692,0.0009002700269997721,0.01963515614999989,0.04623638368553862,0.06581852480840289,0.052376345415177994,0.014662451558525635,0.015041011475307897,0.020251258661846183
1944Q2,0.011011211761999817,0.002381302919999939,0.031236531650000066,0.0008002100180000138,0.034839642574000296,0.01339673381031048,0.016861652963197082,0.0397540261595668,0.008317955522802567,0.01435215935549028,0.04264484557128889
1944Q3,0.09217946370799979,0.06473030478399999,0.025071212385999964,0.0009002700269997721,-0.035900948320000015,0.16028698879171976,0.16503376473411002,0.16823875466437865,0.07974324821197376,0.08848736580581162,0.12313189461136242
1944Q4,0.017428404991999935,0.02696797798399997,-0.029732782080000075,0.0008002100180000138,0.020131883699999964,0.06430684070221959,0.04879787615165543,0.011581274209570447,0.016360687862602363,0.018455193923925917,0.008091094663084553
1945Q1,0.07946047588400007,0.05101206222499988,0.09126756000799996,0.0008002100180000138,0.04746430504799992,0.12826637977651667,0.15583873710655172,0.19376510687899762,0.04485877958979878,0.1013071855891392,0.17069298019253587
1945Q2,0.10038366746000005,0.004127869183999877,0.05987231963899986,0.0007001600119997953,0.04743255895999998,0.09721793817194069,0.1115119161089575,0.141957738691755,0.08665726035249754,0.09655802621388787,0.16100408616987694
1945Q3,-0.0007958225620000592,0.03199630391000019,0.01768268658600003,0.0008002100180000138,0.015010715720000123,0.026999743300610834,0.01055898029786806,0.05138240978653674,-0.006570869074169261,-0.0008093730432254809,0.0027081215208011322
1945Q4,0.15615746396600017,0.05807321024000012,-0.019049891360000015,0.0009002700269997721,0.002222787230000023,0.21942461332361107,0.22819727453727134,0.19733133544506898,0.16256929533072606,0.14456017174864133,0.14534150134482826
1946Q1,0.13309485824,0.1066621346240002,0.04167679680000003,0.0008002100180000138,0.09573869590100004,0.2480300499791963,0.23214361687399587,0.2737943312232787,0.11086712627491857,0.12292660395880683,0.17409129839920068
1946Q2,0.03913774518400004,0.019789056519999848,-0.01182823384600018,0.0009002700269997721,0.04308824255999988,0.04244895823974826,0.06620185192770944,0.0435506564982191,0.026968370193485303,0.06979912863974991,-0.00024316047206196512
1946Q3,-0.027904881445999896,-0.02001164846000003,0.006144520849999946,0.0009002700269997721,-0.028133557334000026,-0.03178714445490449,-0.03659181237709086,-0.0560368126379458,-0.04057633116038328,-0.015057559277636745,-0.00513434950966174
1946Q4,-0.17192225843199993,-0.05990715442000005,0.0202050721,0.0009002700269997721,0.01565561815000005,-0.23798690314338544,-0.21401470932834932,-0.21487804291809287,-0.17620341135555528,-0.1566871111579693,-0.16975518527817968
1947Q1,0.06260868575000011,0.018218599999999974,-0.006423013597999905,0.0009002700269997721,-0.05973147926400024,0.08761650466425719,0.06465294064775917,0.09140950647782509,0.07327898022835955,0.055028978667938544,0.0583576589297683
1947Q2,-0.07419606976000015,-0.048450253600000104,0.01607236259000011,0.0009002700269997721,0.09183150949999996,-0.13512791866719964,-0.11611093042344478,-0.09540009134422733,-0.06790235998907812,-0.059348733110349716,-0.07840445583438205
1947Q3,0.08596260655999988,-0.021719703723000028,0.024290634752000217,0.0009002700269997721,-0.019616261296000026,0.04060873250562258,0.07568889977009241,0.08310407707817458,0.09002323837350579,0.08436272912110021,0.09798316584220568
1947Q4,0.0014331208119999772,0.02485513799200012,0.01613556094400015,0.0015007201079999533,0.051180530400000146,0.020245378258660685,0.02085485610595761,0.043899633594195464,-0.0034341369929361543,0.008119109264664415,0.0056211484146808655
1948Q1,-0.030076309693000125,-0.017020370764000092,0.06296948248400014,0.002101460335999672,0.03527556818400002,-0.059886583024500006,-0.043946625068647105,0.0018280184540797606,-0.04676346352692984,-0.0216737792713525,0.011507581847565618
1948Q2,0.07147961543000014,-0.031960945439999944,0.08880637111999978,0.002401910503999627,0.05364584360000002,0.01361275554752206,0.04364905243935557,0.10676228673834598,0.05176390438406453,0.08294225773570774,0.133789416841942
1948Q3,0.017560890416000063,-0.01301969153200011,0.016456193252000206,0.0025020805759998765,0.04690220984000004,0.008409617494020694,0.013049368605512424,0.020716363219833944,0.024437212560916688,0.011529057225845518,0.04898282199754811
1948Q4,0.030384963104000073,-0.038303413948000076,-0.009137467714000147,0.0017008801439999388,0.015355377439999929,-0.0028183095454175078,-0.0037573185176017487,-0.007807431675727949,0.044204899412265686,0.030358666712629878,0.028707651833515202
1949Q1,-0.06169168313200013,-0.017914837165000086,-0.04844313437500003,0.0018009601599997538,0.02193230782400013,-0.07359762830873529,-0.0821236273590994,-0.10281435523576377,-0.03327398559353245,-0.07252231998470748,-0.10291175713446532
1949Q2,-0.008873899645000183,-0.0036156134080000957,-0.007162324192000025,0.0028026108099998837,0.018753173261000233,-0.010336620154950404,-0.016369465013752582,-0.01315384818063603,-0.004644336227442425,-0.0007554990976300635,-0.01843344132344127
1949Q3,0.024973029079999653,-0.010922751060000069,-0.03626167203499997,0.0029028008999996135,0.002350872677999938,0.009847874813131652,0.019916840558488857,-0.008099953928943138,0.044072744085662086,0.027171243486382002,-0.014324470939402256
1949Q4,0.09080895973400005,0.022337421409999836,-0.008495863507000045,0.002702430728999561,0.0017791157600000052,0.14409138577718927,0.11625640429832385,0.10554933001047595,0.08880090795385986,0.09730297123463316,0.10849763179276373
1950Q1,0.08862765577999987,0.044978709632000013,0.009656516450000208,0.002602250647999682,-0.01950156099999989,0.15222422616357378,0.12584001079370566,0.1415639656953136,0.09373773185617118,0.05977004101197103,0.12456425048404873
1950Q2,0.06807338731199986,0.005615082799999893,-0.022652269053999974,0.0028026108099998837,0.03127575361399981,0.10163179917793896,0.06238341177005036,0.05983368490914098,0.08023261299478346,0.05509247481187085,0.0725415739022588
1950Q3,-0.005534673664000067,-0.039729058017999974,0.1332197069029999,0.0030030009999995055,-0.017394218075999945,-0.04877088653345074,-0.02086449015435532,0.04489332419215386,-0.045026900699380645,0.027589637390972976,0.11875519208253493
1950Q4,0.09705414921200006,0.006655591844000108,-0.011283170480000049,0.0032034011999997336,0.04610285936799996,0.10128713094288289,0.10470005745877398,0.1048739397246381,0.12024936416846721,0.07597878646384904,0.09429322476293844
1951Q1,0.14644987226000006,0.023068435960999834,0.14887136502700016,0.003504071573000145,0.1115419420160002,0.12638630006867646,0.17320586083232836,0.30611407173728855,0.11235549039255077,0.16294682933219384,0.2529095135589232
1951Q2,0.040313543359999926,-0.019932143248000078,-0.03897101359600008,0.003403831430000004,0.008687276730000137,0.024247780744288017,0.017153043295934367,0.002891618096343862,0.059950840898687296,0.04745393597155112,-0.0020924922693085213
1951Q3,0.016795767260000316,-0.04046644144,-0.03450353680000007,0.0037045618720001894,0.03550370735999997,-0.0066505820003660565,-0.02551782456042262,-0.045890422757767224,0.019160361009971982,0.03951582490610028,-0.016180018536814722
1951Q4,0.02363023240999973,0.025911663589999856,0.006297541028000175,0.004105562496000248,0.010412608226000097,0.06272608163891658,0.0667527466980864,0.04186670512720836,0.0085720751383771,0.042530877895699204,0.042037872944993504
1952Q1,0.054362890529999985,-0.0319595104799999,-0.0017286564799999793,0.0038047719800002877,0.03628751682500009,0.03328177930522469,0.032212484369013916,0.02344454662700146,0.055268609892577425,0.06972287754759177,0.06251192236941794
1952Q2,-0.03370850364800004,-0.016657567005000096,0.01565695147800006,0.0035040815840001738,-0.010704914780000019,-0.05595249273306868,-0.04586921159738089,-0.026569477895703852,-0.026572385330062898,-0.03141202705597279,-0.027817032538733133
1952Q3,0.08138062208000019,-0.030129838299999934,0.009362152063999929,0.00430615292500014,0.014970231079999952,0.050272314698059484,0.06647509729816914,0.05963272245280482,0.09098395997775488,0.07980838366924847,0.10102182287293981
1952Q4,-0.034358496728000065,0.011993338894999983,-0.018739559710000075,0.004506743360000343,0.04862553578600037,-0.005456025004870413,-0.01504657350428884,-0.03770136886859077,-0.032635508556903337,-0.023763486548819657,-0.03748995977867686
1953Q1,0.0869380826480004,0.012423148687999985,0.0250745080639998,0.004205762560000048,0.026596450256000104,0.11606168283872509,0.11242164812728173,0.12034356002301583,0.08493501205028076,0.08610250839503486,0.1342112186231057
1953Q2,-0.044878290304000035,0.022705518787999868,0.006466315100000175,0.00480764403200018,0.0279843660800001,-0.03518914534571749,-0.01807090543474743,-0.013547792226028532,-0.043371088989058504,-0.037427981593959436,-0.05161069104666993
1953Q3,0.009770096640000059,-0.029588888279999948,-0.005006218749999958,0.0050083145900001735,0.005366329999999975,-0.016972788950479156,-0.009620809226156934,-0.018905078640147788,0.02180148409700533,0.00968840068775334,0.013480858706980348
1953Q4,0.0003988350400001561,-0.018365742279999986,-0.06052951187199995,0.004607013536000126,0.053441836999999826,-0.002224329636780986,-0.02666342692465018,-0.055299421895122824,0.01774965428820008,0.004030667831756762,-0.0535254746580498
1954Q1,0.0813731513839997,-0.01649644750000001,0.0037158145250000274,0.003203351143999944,0.010074244256000231,0.06611827571851325,0.07571491852952161,0.06627290921595597,0.08551838359248376,0.08537863457176953,0.09067517042877915
1954Q2,0.0989132290939998,-0.04125535229999999,-0.020797354855000005,0.002401910503999627,0.08434313321600007,0.03494136041432605,0.07085993798778456,0.04039187829275903,0.11606205655158952,0.0939070250312064,0.06638302087613779
1954Q3,0.09424154000000007,0.018295825610000094,0.06712768286000004,0.0016008501499997774,0.01894560647000021,0.10388172190498435,0.1346753190153429,0.1627674104859662,0.09252771282689243,0.07620616159993676,0.17492553346035278
1954Q4,0.021644766799999937,0.006617054911999931,-0.0011445379840001602,0.0021014303149997637,0.019078836775999974,0.03389837594458278,0.037267710649100616,0.02985117863815856,0.013512583477312212,0.04497823216718411,0.014419788380989784
1955Q1,0.16109108653999993,-0.0028903664799999618,0.12700797959999988,0.0022016003839997467,0.019203441539999755,0.16990101995027307,0.20759820315247413,0.25022002115286024,0.14385486667451408,0.15412405399057172,0.3414227628793598
1955Q2,0.06064586117000004,-0.00875648687499997,0.033209112975000066,0.0029028008999998356,0.019997830016000195,0.04644200971369261,0.06304502078791252,0.08152939541711257,0.06976226914572248,0.045045779017258925,0.10412107568846274
1955Q3,0.09584294673000016,-0.059902932999999936,0.012656417359999894,0.0034038013999997396,0.04073414737600012,0.00915820878344853,0.0495318678153438,0.05298484926330094,0.11523448648945944,0.08762978554648249,0.09496673443229708
1955Q4,-0.02816787266200005,0.012962638519999903,-0.0037728066750000178,0.005008324608000159,0.03083372518399985,-0.023569424096569702,-0.006513883068376192,-0.013822834710673804,-0.02422622907311278,-0.017458751046163457,-0.04149536518104402
1956Q1,0.053432586512,0.0023512219999999306,-0.00981616096600002,0.005710766731999994,-0.002617115319999974,0.07040999537356263,0.050551032493998393,0.061123990078579826,0.06451334501775752,0.05040726647580063,0.05333007832437198
1956Q2,0.10980870777599994,-0.031084151982999964,-0.01106229606400011,0.0053093154150001265,0.08420292078399982,0.06680233645903288,0.08679433407889392,0.0773849201652217,0.13140977503731,0.10050948593312858,0.09733506719136242
1956Q3,0.028153991143999857,-0.0174205514500001,-0.024737961640000083,0.006514070119999937,0.03583270183999998,0.00805796994409036,0.01665643783019144,0.0004836513859374225,0.039952078974779814,0.03614154828926841,-0.0036844830788834715
1956Q4,-0.07688497376799996,0.03396015711999989,0.009365199425000137,0.00601181765000014,0.009002455040000079,-0.025220912433395193,-0.03064356650594746,-0.038271829803726565,-0.08628162643256454,-0.052225775999163004,-0.05467331226867511
1957Q1,-0.0017464184199998956,0.03142269419600008,0.023900521280000087,0.007116692959999726,0.04055025689199998,0.031742863459546244,0.024566131415185932,0.06578850417852578,-0.012089087928898068,0.029955985745573566,0.005877256411354059
1957Q2,0.04276586723400011,-0.01985842142499994,-0.026390604206000035,0.007217283799999752,0.010699004743999874,0.015587737505637023,0.01698196144070141,0.017610369051761054,0.06797369161416378,0.03163105531411481,0.011665318339596498
1957Q3,0.03361764730000005,-0.012924010240000006,-0.015691861056000067,0.008021258719999924,0.008309146480999896,0.022726500167930652,0.008451446216510172,0.029406550200107073,0.059668235277152704,0.018537409238736258,0.021660000463507245
1957Q4,-0.146566089216,-0.023429168856000104,-0.013935946299999946,0.008021308849999853,0.031042277519999883,-0.18820973943799935,-0.1417176093596042,-0.17419250469658554,-0.14794432949551606,-0.10586448914787605,-0.18649044052789499
1958Q1,0.02891785814999981,0.03754324843999979,-0.004792392255999922,0.008021298815999778,0.0077045117720000444,0.10580668872186161,0.06822798707042144,0.0648967489061425,0.024383380134001653,0.0559464574753763,0.049243115916679514
1958Q2,0.04832189042099988,0.007452032924999852,0.008244721484000017,0.002902760863999987,0.03946783779999974,0.0665720478307934,0.050707282985851476,0.07026844828193601,0.04904598593367848,0.051569974846996436,0.06281785191237566
