"DATES" "FL384104005.Q" "FL384104005.Q" "FL103169100.Q" "FL313161505.Q" "FL313161705.Q" "FL253162005.Q" "FL103163003.Q" "FL193168005.Q" "FL383169005.Q" "FL383165005.Q" "FL193165105.Q" "FL383165405.Q" "FL193165505.Q" "FL893065603.Q" "FL153166000.Q" "FL384104005.Q" "FL154104005.Q" "FL144104005.Q" "FL104104005.Q" "FL114104005.Q" "FL134104005.Q" "FL214104005.Q" "FL314104005.Q" "FL264104005.Q" "FL263169105.Q" "FL263163003.Q" "FL263168005.Q" "FL263169005.Q" "FL394104005.Q"
"198603" 7695540 7695540 72779 1732564 3559 898843 681794 589215 492284 2574614 1682917 227887 577201 86609 649888 7695540 2453026 2779239 1760610 867260 151369 727112 1736163 248927 39908 79120 26184 103715 7944467
"198604" 7966260 7966260 62865 1802221 3608 920383 705350 646400 506973 2652105 1729444 238473 600100 84088 666355 7966260 2537309 2870957 1840006 886036 144914 752130 1805865 251862 37407 85724 26915 101816 8218122
"198701" 8089884 8089884 63593 1829312 4594 949044 730491 626452 508132 2733949 1769685 244541 637676 82047 644317 8089884 2542728 2932801 1885581 908028 139192 780422 1833933 251602 37278 86110 25930 102284 8341486
"198702" 8288435 8288435 67916 1861775 4127 965157 748212 637114 517631 2826190 1843183 249289 653735 79983 660313 8288435 2633315 2993195 1931956 922373 138867 795998 1865927 250790 35587 85712 25441 104050 8539225
"198703" 8461707 8461707 68108 1884211 3901 989645 768763 645690 525959 2895793 1897901 253729 666267 77896 679637 8461707 2706700 3045925 1969144 940324 136457 820948 1888134 252768 40610 87143 24129 100886 8714475
"198704" 8670067 8670067 73768 1944599 5144 1011975 784115 659831 539177 2952818 1927700 257329 691979 75810 698640 8670067 2755136 3122592 2033849 956302 132440 842576 1949764 259005 41245 93889 23309 100562 8929072
"198801" 8833721 8833721 73507 1985917 5021 1020754 809612 664558 558777 3021843 1974163 267312 705796 74572 693732 8833721 2795128 3196621 2090603 978154 127865 851013 1990959 260901 42544 97661 22713 97983 9094622
"198802" 9031377 9031377 77847 2003476 6952 1032495 840675 683305 566286 3110213 2044276 264941 727663 73333 710128 9031377 2879203 3280382 2148724 1002208 129451 861342 2010450 262952 44037 97531 22506 98878 9294329
"198803" 9219838 9219838 80303 2038056 12176 1056583 865654 686387 571128 3183713 2105234 268257 738141 72081 725838 9219838 2956638 3336286 2179299 1028367 128621 876662 2050252 263655 46432 98838 22635 95750 9483493
"198804" 9450688 9450688 85676 2082291 22578 1079962 887232 700107 577606 3270030 2162113 273428 763660 70829 745206 9450688 3043603 3409211 2233392 1054199 121620 892989 2104885 269776 49943 104187 21509 94137 9720464
"198901" 9606477 9606477 96147 2120293 22284 1087465 901803 705125 594815 3325352 2196252 278694 780086 70320 753193 9606477 3082819 3479122 2292995 1065080 121047 901944 2142592 270312 54395 105490 21624 88803 9876789
"198902" 9776884 9776884 110059 2129014 23567 1094584 923201 717186 614349 3395307 2254708 283852 786943 69804 769617 9776884 3159888 3555021 2353461 1079045 122515 909380 2152595 269476 52733 107185 21526 88032 10046360
"198903" 9938549 9938549 113273 2164969 25342 1112503 939038 719542 608237 3471438 2320949 284634 796572 69283 784207 9938549 3238781 3583299 2369972 1091183 122145 926145 2190324 275578 57498 108768 22572 86740 10214127
"198904" 10152083 10152083 107112 2227025 24197 1129798 961079 728299 643043 3522245 2368907 285777 798800 68761 809285 10152083 3319003 3641482 2409388 1109431 122663 940363 2251235 287876 63022 116949 21367 86538 10439959
"199001" 10345928 10345928 126034 2278412 31590 1147494 967962 717312 668817 3615987 2449529 289296 808679 68483 792320 10345928 3378984 3698239 2464342 1111965 121932 958689 2310016 287947 59292 125507 18946 84202 10633875
"199002" 10506639 10506639 128659 2314409 32933 1159783 984418 724393 683138 3680194 2516583 283269 812141 68202 798712 10506639 3451357 3737950 2503876 1111173 122901 969980 2347353 299016 65062 130414 19279 84261 10805655
"199003" 10671837 10671837 131811 2377818 32603 1170082 991867 726530 693245 3735579 2566695 285518 815450 67917 812302 10671837 3520377 3760668 2527999 1107440 125229 980361 2410431 305496 71453 130904 19791 83348 10977333
"199004" 10834912 10834912 116852 2465769 32350 1178619 1008167 732596 699368 3776800 2606304 285996 816868 67633 824391 10834912 3580889 3768474 2542511 1101818 124145 987420 2498129 318246 75346 144717 18502 79681 11153158
"199101" 10894936 10894936 119851 2522435 26350 1191778 1027331 712644 671875 3820465 2641093 287505 824279 67588 802207 10894936 3597650 3747487 2532310 1094700 120477 1001003 2548796 332140 87378 147846 20536 76380 11227076
"199102" 11029888 11029888 119437 2567118 24800 1211966 1051467 703413 665580 3884801 2700090 288724 828445 67542 801306 11029888 3663770 3755283 2538159 1093801 123324 1018907 2591928 318486 74289 150597 19656 73944 11348374
"199103" 11158685 11158685 107016 2669630 17602 1242263 1071876 705615 654738 3887445 2722396 281145 816408 67496 802500 11158685 3701636 3722047 2522932 1074403 124713 1047760 2687242 323140 78336 154508 19995 70301 11481825
"199104" 11301351 11301351 98477 2757798 18556 1272079 1086935 690326 634119 3927480 2774317 282526 803187 67450 815581 11301351 3769686 3676707 2487183 1066428 123096 1078595 2776364 350371 82101 176774 21609 69887 11651722
"199201" 11415943 11415943 110434 2843971 15765 1275453 1106050 677182 635865 3957870 2813985 282275 794054 67557 793353 11415943 3788432 3687184 2504663 1061525 120996 1080582 2859746 340488 71338 177773 21972 69405 11756431
"199202" 11530662 11530662 111996 2907447 15862 1287091 1125491 676608 633756 3980079 2845446 278422 788549 67663 792332 11530662 3828016 3689155 2511676 1053185 124294 1090174 2923317 356022 78277 182760 25497 69488 11886684
"199203" 11671678 11671678 108216 2980723 18119 1301309 1140928 669103 632969 4018379 2898760 274895 776952 67771 801933 11671678 3893844 3675265 2506669 1043509 125087 1103719 2998850 363034 81505 186673 26478 68378 12034712
"199204" 11816454 11816454 107106 3061551 18786 1295401 1154504 678361 638051 4037925 2941747 269167 759132 67879 824769 11816454 3970428 3670585 2511751 1035400 123435 1095095 3080345 372435 78407 200817 23907 69304 12188889
"199301" 11889012 11889012 113900 3120602 19576 1314788 1175932 667650 630544 4038758 2951835 266950 751957 68016 807262 11889012 3970135 3666059 2520216 1025216 120627 1112632 3140186 384046 72539 220691 24293 66523 12273058
"199302" 12060244 12060244 124025 3180635 20596 1343078 1194857 674081 623218 4081092 3006096 263996 742846 68154 818662 12060244 4040624 3680207 2534754 1021631 123821 1138174 3201239 401067 72457 236841 25933 65836 12461311
"199303" 12202977 12202977 123232 3222623 24654 1360066 1212857 674580 617115 4125182 3058474 262184 736230 68293 842668 12202977 4123129 3679496 2538755 1014864 125878 1153067 3247284 430552 72013 268207 26175 64157 12633529
"199304" 12391374 12391374 117829 3309878 26585 1361698 1229707 684797 609104 4165607 3100671 264738 731765 68433 886169 12391374 4210321 3691545 2553584 1012657 125304 1153040 3336469 468239 68802 309666 24609 65162 12859613
"199401" 12516101 12516101 129885 3361433 26259 1361402 1238257 695077 633531 4186381 3132193 263786 721605 68797 883876 12516101 4239149 3739261 2602867 1012536 123858 1149992 3387698 444801 44255 310000 26222 64324 12960902
"199402" 12634473 12634473 135680 3367981 27438 1352276 1247607 715100 637880 4231931 3179662 263856 719246 69166 918580 12634473 4323013 3778709 2634746 1015244 128719 1137325 3395425 440710 43105 309248 25092 63265 13075183
"199403" 12779870 12779870 138683 3404123 28162 1341280 1251457 734440 641889 4279883 3230338 262700 717306 69539 959953 12779870 4415183 3807070 2656832 1019882 130357 1125325 3432291 445855 41279 315553 26255 62768 13225725
"199404" 12973597 12973597 139238 3465570 26743 1325770 1253007 759881 661979 4320241 3277919 262033 710378 69912 1021168 12973597 4531818 3841964 2688524 1024593 128847 1107497 3492319 443088 42669 310391 26138 63890 13416685
"199501" 13141695 13141695 149799 3531482 26436 1311393 1270165 792937 682586 4352351 3306006 260681 715306 70358 1024546 13141695 4563128 3927850 2764854 1036171 126825 1092793 3557924 458448 51870 314250 28161 64167 13600143
"199502" 13340268 13340268 162887 3556655 26838 1304195 1306093 822935 692432 4405108 3355735 262141 716421 70810 1063126 13340268 4652353 4020359 2844075 1046045 130239 1084057 3583499 471868 49097 329339 29561 63871 13812136
"199503" 13484578 13484578 163268 3576467 26940 1278456 1329673 838726 696463 4464986 3412469 262883 718367 71266 1109599 13484578 4753177 4069191 2879053 1057348 132790 1058797 3603413 497865 56833 346029 31608 63395 13982443
"199504" 13667471 13667471 157351 3608518 28223 1268157 1357204 863594 715372 4500892 3445383 265913 717873 71723 1168160 13667471 4841180 4142812 2941550 1069885 131377 1046732 3636747 567627 56160 413310 34589 63568 14235098
"199601" 13873799 13873799 174174 3689566 27643 1264843 1390652 870980 735781 4557954 3494882 266312 724366 72394 1162207 13873799 4890684 4223786 3009201 1084975 129610 1042115 3717215 580438 52464 427339 36752 63883 14454237
"199602" 14033881 14033881 181726 3665547 28205 1269829 1422668 894692 745702 4628933 3554388 268897 732583 73065 1196579 14033881 4985306 4310921 3074236 1101899 134786 1043896 3693757 592296 54502 432793 40539 64462 14626177
"199603" 14207957 14207957 172999 3705583 27437 1251696 1447454 923178 754734 4695029 3619197 270555 731533 73744 1229847 14207957 5082003 4368053 3110170 1121621 136262 1024878 3733024 626133 65816 454062 41706 64549 14834090
"199604" 14399827 14399827 156405 3755076 26613 1261631 1485179 934006 746402 4760638 3668416 275580 742220 74422 1273878 14399827 5176984 4414963 3140278 1139157 135528 1026189 3781691 657242 67476 481411 43654 64701 15057069
"199701" 14576195 14576195 168747 3803456 26258 1266301 1515565 970786 760420 4810488 3713620 274451 746986 75431 1254175 14576195 5204042 4508073 3212515 1161349 134209 1034366 3829714 664211 69321 486734 43486 64670 15240406
"199702" 14710320 14710320 179286 3734198 26319 1283206 1558686 1005485 762492 4882610 3767909 277147 761103 76451 1278038 14710320 5288705 4614205 3290218 1183552 140435 1046893 3760517 682223 71337 499509 46356 65021 15392543
"199703" 14931082 14931082 176649 3745046 26089 1294019 1613799 997356 778872 4993447 3860493 278775 776697 77482 1305805 14931082 5392222 4712095 3360881 1207932 143282 1055630 3771135 708164 64349 531920 48183 63712 15639246
"199704" 15210825 15210825 168598 3778273 26526 1318530 1666280 1040414 810294 5057746 3902568 282399 794265 78514 1344165 15210825 5477566 4851514 3471581 1237138 142795 1076946 3804799 723639 65084 543396 52114 63045 15934464
"199801" 15452635 15452635 193105 3804776 25918 1344209 1731059 1055334 829994 5144197 3969751 288106 806695 79645 1324043 15452635 5523366 5001819 3580951 1277648 143219 1096757 3830694 747037 76706 555945 53381 61005 16199672
"199802" 15689013 15689013 202491 3723334 25558 1373908 1805492 1096843 835388 5258255 4061457 293512 822498 80788 1367744 15689013 5654773 5164386 3692018 1324341 148027 1120962 3748892 772499 71372 585721 55527 59879 16461512
"199803" 15896063 15896063 216872 3694644 25455 1380576 1844767 1119330 843133 5370568 4152221 298626 837777 81944 1400718 15896063 5765173 5285552 3767557 1366479 151516 1125239 3720099 768425 73981 579194 56382 58868 16664488
"199804" 16216365 16216365 192958 3723674 28501 1402728 1881222 1148012 879733 5518265 4259017 307842 868306 83100 1441272 16216365 5903385 5417052 3853443 1412700 150908 1143753 3752175 783172 72878 594400 58716 57178 16999537
"199901" 16508354 16508354 223886 3731513 28118 1425161 1944045 1162480 912528 5638225 4348396 316286 889430 84113 1442398 16508354 5979386 5606553 3997367 1460507 148678 1162785 3759631 789403 77249 596669 59001 56484 17297757
"199902" 16668125 16668125 232365 3623358 28268 1441525 2012906 1175266 901912 5780944 4457254 323781 914773 85136 1471581 16668125 6109165 5732078 4081854 1497415 152809 1175256 3651626 781604 70105 595286 60465 55748 17449729
"199903" 16987639 16987639 239280 3605020 28276 1447418 2071138 1197997 906195 5980420 4589842 333596 970811 86171 1511895 16987639 6269864 5907749 4204773 1547682 155294 1176730 3633296 799982 81753 604673 58592 54964 17787621
"199904" 17291217 17291217 230326 3652683 28284 1457089 2106669 1228686 917032 6116826 4682964 357920 988736 87206 1553622 17291217 6395987 6033254 4270468 1608620 154166 1181009 3680967 748228 89171 548233 59176 51648 18039445
"200001" 17514439 17514439 260797 3625686 27768 1461603 2154917 1251508 959963 6218432 4753908 363855 1014080 86589 1553765 17514439 6463823 6212813 4405476 1656488 150849 1184349 3653454 778259 101623 561984 62993 51659 18292698
"200002" 17682746 17682746 296844 3435675 28227 1472014 2190494 1295942 983794 6377985 4877182 372035 1042796 85972 1601771 17682746 6629771 6397773 4525495 1717345 154933 1191301 3463902 770906 101245 552931 64625 52105 18453652
"200003" 17886177 17886177 307039 3382498 27621 1466923 2229437 1298382 976925 6530279 5002178 376720 1066033 85348 1667073 17886177 6809431 6481153 4570075 1755387 155691 1185474 3410119 797226 109756 568715 67537 51218 18683403
"200004" 18165271 18165271 278402 3357764 27326 1480713 2270337 1324381 1015713 6669368 5106537 384432 1093675 84724 1741267 18165271 6987253 6595036 4632838 1806049 156149 1197892 3385090 814504 120919 572692 70536 50357 18979775
"200101" 18409264 18409264 235619 3381989 26767 1509604 2378732 1312584 1018904 6795341 5203764 392231 1113681 85665 1749724 18409264 7081157 6694131 4694972 1844093 155065 1225220 3408756 870174 172028 576501 74107 47538 19279438
"200102" 18613645 18613645 206256 3224266 27048 1548605 2491176 1282516 1047908 7001621 5375157 402374 1137473 86617 1784249 18613645 7279441 6823454 4774554 1888433 160468 1259436 3251314 871987 186978 570994 66247 47768 19485632
"200103" 18945662 18945662 189571 3292988 26960 1557291 2537110 1274120 1042731 7210540 5537868 413781 1171312 87579 1814351 18945662 7469984 6890415 4805891 1923213 161311 1265315 3319948 852199 189339 548466 67308 47086 19797861
"200104" 19297445 19297445 177726 3352690 26777 1603449 2613695 1237433 1019053 7374795 5658501 424988 1202765 88541 1891827 19297445 7659276 6955300 4824979 1967758 162564 1303401 3379467 865383 198475 557062 63239 46607 20162828
"200201" 19569782 19569782 162983 3403908 26328 1627145 2680216 1224038 1016309 7545339 5805850 430326 1218925 90238 1883516 19569782 7793064 7021039 4855249 2004551 161239 1325442 3430236 896010 215169 568073 66726 46042 20465792
"200202" 19895311 19895311 141454 3424548 26775 1681196 2728068 1173932 1036104 7765590 5993665 439750 1240221 91954 1917644 19895311 8002829 7065583 4856573 2042126 166884 1375576 3451323 913114 225519 569801 72221 45573 20808425
"200203" 20244766 20244766 136423 3513649 27170 1706687 2722383 1133386 1049030 8004430 6201544 446257 1262941 93688 1951608 20244766 8221071 7083917 4835304 2080115 168499 1398958 3540819 918757 226571 577742 69292 45152 21163523
"200204" 20716089 20716089 119813 3609754 27275 1762872 2747060 1129189 1058794 8264324 6413185 462263 1293453 95423 1997008 20716089 8484261 7146848 4858572 2118606 169670 1447951 3637029 1072842 257228 702742 68577 44295 21788931
"200301" 21027228 21027228 119825 3673689 26880 1793929 2789400 1108010 1058157 8468215 6585682 474002 1316125 92406 1989123 21027228 8659284 7192556 4888077 2141532 162948 1474818 3700569 1079641 262588 701169 72025 43859 22106869
"200302" 21553425 21553425 100995 3779890 27009 1853666 2861677 1087442 1062788 8758028 6827860 492005 1348808 89355 2021930 21553425 8958489 7258398 4933190 2162810 162398 1529639 3806899 1122959 300306 715198 64368 43087 22676384
"200303" 21973578 21973578 103978 3887460 27023 1865887 2883987 1058810 1055077 9031681 7055862 508461 1381087 86271 2059675 21973578 9239819 7280720 4933688 2186803 160229 1538555 3914483 1090773 278843 704078 65652 42200 23064351
"200304" 22443642 22443642 82481 4008203 24866 1900427 2899001 1085300 1069139 9271293 7239892 535954 1412260 83187 2102932 22443642 9504962 7337124 4969885 2210156 157083 1568486 4033069 1253295 276105 868948 66075 42167 23696937
"200401" 22886365 22886365 91623 4143790 25132 1942663 2927917 1068974 1074830 9514964 7441335 542920 1444423 86286 2096472 22886365 9673408 7437351 5007374 2273608 156370 1606683 4168922 1290444 296518 888109 64828 40989 24176809
"200402" 23348044 23348044 98673 4185391 24221 1976278 2928447 1072257 1089699 9858539 7734282 556515 1478356 89386 2114539 23348044 9973593 7530248 5032671 2334087 163490 1634590 4209612 1293089 292628 892559 67199 40703 24641133
"200403" 23832765 23832765 105121 4268734 24183 1995995 2940608 1064494 1094520 10174235 7997931 567381 1516404 92519 2164875 23832765 10250588 7636566 5073689 2393467 169410 1652693 4292917 1324704 291908 928633 64803 39360 25157469
"200404" 24441810 24441810 97782 4370722 24261 2030927 2974452 1090508 1127764 10505275 8268227 579610 1561785 95653 2220119 24441810 10569558 7794711 5166524 2455336 172851 1682557 4394983 1438797 345342 984978 69896 38581 25880607
"200501" 24987352 24987352 112002 4535574 24076 2085751 2981089 1110015 1149267 10784604 8498011 590281 1598411 97901 2204974 24987352 10774072 7921753 5217877 2532929 170947 1731877 4559650 1456170 346188 998487 73841 37654 26443522
"200502" 25490665 25490665 110680 4493119 23730 2134340 2988891 1161280 1188242 11157994 8800527 606763 1650531 100173 2232389 25490665 11096010 8103187 5307025 2618260 177902 1774619 4516849 1482898 348149 1025781 72572 36396 26973563
"200503" 26091110 26091110 116494 4565983 23636 2176260 3013262 1172553 1198937 11545600 9107733 621748 1713648 102471 2278385 26091110 11431775 8256562 5371846 2699804 184912 1813154 4589619 1518603 369103 1040743 74033 34724 27609713
"200504" 26766554 26766554 90072 4678033 23835 2225888 3031122 1224966 1247101 11924982 9382405 642032 1795777 104768 2320555 26766554 11742895 8467267 5490215 2786933 190120 1854523 4701868 1513871 383952 1011554 84406 33959 28280425
"200601" 27453009 27453009 96496 4834414 23582 2254336 3082413 1271379 1271845 12326264 9705201 654701 1860785 105577 2292280 27453009 12033532 8681074 5602711 2888643 189720 1880407 4857996 1567363 405250 1044790 85714 31609 29020372
"200602" 28012669 28012669 111673 4759583 23639 2305745 3133190 1302237 1337735 12724009 10033705 661667 1922242 106395 2314858 28012669 12387821 8919306 5730759 2992616 195931 1922320 4783222 1611236 385022 1103135 93414 29665 29623905
"200603" 28541057 28541057 110581 4803196 23385 2332698 3167183 1345795 1336762 13056669 10289198 668433 1991817 107221 2364788 28541057 12691009 9076604 5783436 3093328 199840 1946863 4826581 1761033 476338 1166636 90363 27696 30302090
"200604" 29178067 29178067 112519 4861747 23509 2403265 3246691 1400279 1403678 13310408 10455561 682424 2064375 108048 2415971 29178067 12929505 9355094 5955229 3195578 204287 2008211 4885256 1882640 482321 1275515 98254 26550 31060707
"200701" 29814075 29814075 126170 5014264 23180 2465711 3318258 1418276 1464654 13586840 10670378 696390 2110881 109191 2396722 29814075 13108403 9602508 6087706 3309463 205339 2065720 5037444 1923416 476568 1346316 74746 25786 31737491
"200702" 30361505 30361505 154348 4904015 23156 2533954 3413635 1452166 1551565 13898462 10885055 716577 2186484 110346 2430204 30361505 13361286 9947309 6312816 3424525 209968 2125739 4927171 2003501 473982 1419229 84910 25380 32365006
"200703" 31059583 31059583 131417 5009960 22953 2561142 3468680 1562092 1642898 14159033 11043598 738733 2265188 111514 2501408 31059583 13610288 10266351 6517439 3535043 213869 2150030 5032913 2011051 426200 1468738 91487 24626 33070634
"200704" 31707710 31707710 123815 5099199 23139 2618883 3557872 1646933 1714712 14367853 11166834 766526 2321811 112682 2555304 31707710 13802872 10583245 6714036 3650344 218865 2199254 5122338 2126310 413007 1587089 102806 23408 33834020
"200801" 32201255 32201255 139958 5299107 23458 2645989 3603123 1710512 1745783 14499816 11239191 780137 2362610 117878 2533509 32201255 13866071 10787484 6838597 3739128 209759 2225134 5322565 2175950 460326 1581055 111657 22912 34377205
"200802" 32389443 32389443 139829 5250624 23521 2666470 3691837 1735082 1785228 14540888 11220205 796271 2401337 123075 2555964 32389443 13878275 10997001 6985405 3790225 221372 2240021 5274145 2175714 470574 1573336 109409 22395 34565157
"200803" 33075630 33075630 146540 5777537 23098 2670174 3714943 1821404 1812325 14521058 11168826 809740 2414164 128328 2588551 33075630 13911167 11120138 7059919 3841748 218472 2243689 5800635 2019301 401087 1481549 114788 21877 35094931
"200804" 33613890 33613890 131479 6338184 23346 2680203 3762457 1839526 1789619 14454967 11071550 815570 2434265 133582 2594109 33613890 13843729 11157838 7073268 3861702 222868 2250793 6361530 1708780 341972 1237284 107947 21577 35322670
"200901" 34015742 34015742 106923 6804397 22548 2712271 3907252 1760111 1734203 14450099 11065823 822587 2427877 133812 2517938 34015742 13760479 11148027 7109247 3818522 220258 2280291 6826945 1736229 344792 1267137 103105 21195 35751971
"200902" 34271842 34271842 86182 7143060 22274 2749703 4006379 1689202 1696367 14390799 11013811 828202 2414742 134044 2487876 34271842 13712027 11084549 7116178 3747234 221138 2309931 7165334 1787432 345680 1318724 101615 21413 36059274
"200903" 34503236 34503236 73033 7520786 23202 2770946 4073890 1613352 1651215 14280139 10926272 830954 2388634 134279 2496673 34503236 13671917 10960818 7084558 3656411 219849 2326512 7543988 1856674 396630 1339458 99169 21417 36359910
"200904" 34646644 34646644 59109 7781929 23495 2811062 4144077 1553436 1635590 14159091 10861005 824349 2339223 134514 2478855 34646644 13603722 10875423 7083546 3571027 220851 2362074 7805424 2012024 399785 1493585 96775 21879 36658668
"201001" 35069328 35069328 74600 8259584 23581 2844314 4252187 1573451 1623511 14011223 10747915 823299 2306051 133958 2406877 35069328 13512730 10880265 7171666 3492306 216293 2393167 8283165 2032994 384657 1528945 97150 22242 37102322
"201002" 35334379 35334379 82182 8603804 23850 2841139 4309434 1549501 1643098 13894880 10684813 817573 2259097 133397 2386491 35334379 13456177 10862103 7220555 3425152 216396 2388445 8627654 2028283 378273 1527452 100596 21962 37362662
"201003" 35777939 35777939 98053 8993793 23971 2856616 4431128 1549232 1637164 13779134 10611955 819330 2215020 132829 2408848 35777939 13430322 10927620 7323123 3383972 220525 2402233 9017764 2067225 377977 1559880 107502 21866 37845164
