"DATES" "FL893169175.Q" "FL893169105.Q" "FL103169100.Q" "FL263169105.Q" "FL263169110.Q" "FL263169123.Q" "FL793169100.Q" "FL763169105.Q" "FL673169105.Q" "FL613169100.Q" "FL643169103.Q" "FL503169105.Q" "FL763169605.Q" "FL893169175.Q" "FL163069103.Q" "FL103069100.Q" "FL213069103.Q" "FL263069103.Q" "FL713069603.Q" "FL763069175.Q" "FL443069105.Q" "FL473069103.Q" "FL513069103.Q" "FL543069100.Q" "FL573069105.Q" "FL223069103.Q" "FL633069175.Q" "FL653069100.Q" "FL403069105.Q" "FL663069103.Q" "FL503069105.Q"
"198804" 513359 451762 85676 49943 11959 37984 316143 44403 6797 152056 1290 111597 61597 513359 93557 13648 687 11838 0 10069 5093 868 13958 39170 27547 10183 127499 28619 395 14773 115455
"198901" 543026 486783 96147 54395 13542 40853 336241 48091 8382 157160 1283 121325 56243 543026 100226 14686 796 13715 0 9467 3205 1270 14055 42648 27771 10320 147525 28168 400 15336 113438
"198902" 562198 504371 110059 52733 13937 38796 341579 48350 10335 159133 1174 122587 57827 562198 88499 17526 1000 14404 0 9009 3940 1476 13944 39833 27189 10353 158967 30208 800 15736 129314
"198903" 569591 511881 113273 57498 12810 44688 341110 49533 12745 157855 1138 119839 57710 569591 85995 14351 1266 14444 0 8643 3530 1046 13831 39911 27731 10526 171745 30030 1397 14202 130943
"198904" 579222 521856 107112 63022 16291 46731 351722 48760 15715 160709 1122 125416 57366 579222 87881 14291 1563 12683 0 9875 4711 1125 13921 42770 26859 9703 184504 28022 3251 17811 120252
"199001" 594386 540732 126034 59292 16150 43142 355406 49485 18684 164271 830 122136 53654 594386 73155 11574 1954 11371 0 9479 725 1198 14253 41409 26970 9969 201494 27904 3027 17097 142807
"199002" 593977 542543 128659 65062 16235 48827 348822 43211 22214 162365 779 120253 51434 593977 69568 12555 2500 11894 0 10200 699 1426 14865 46200 26705 11410 187244 27787 2315 14484 154125
"199003" 612854 561773 131811 71453 19828 51625 358509 36141 26411 161165 804 133988 51081 612854 77207 12016 3180 11164 0 9726 932 1580 15399 48721 26719 11820 206282 28716 2246 14150 142996
"199004" 609879 557811 116852 75346 20561 54785 365613 30087 31400 163822 920 139384 52068 609879 93658 13836 3969 10708 0 12665 747 2300 15497 45718 26414 12233 203988 28485 3765 18393 117503
"199101" 607807 564040 119851 87378 26369 61009 356811 27743 33089 153375 880 141724 43767 607807 75825 13845 4899 10355 0 13346 850 2498 15197 51468 25895 13785 213353 28061 1314 17322 119794
"199102" 583624 542267 119437 74289 25314 48975 348541 26119 34868 153204 916 133434 41357 583624 57457 15866 6000 9995 0 11427 948 2980 14407 53504 26502 16515 208484 27207 1206 14620 116506
"199103" 572015 532108 107016 78336 24800 53536 346756 24728 36744 153222 920 131142 39907 572015 61527 14318 7336 9669 0 9976 1061 2906 13656 56337 27917 20870 195499 26238 7627 14795 102283
"199104" 565918 528125 98477 82101 26092 56009 347547 24305 38720 155173 900 128449 37793 565918 58500 14695 8969 11314 0 10620 1295 2596 13469 45760 29668 18868 190583 12193 10859 13958 122571
"199201" 574110 538493 110434 71338 25888 45450 356721 24036 40665 149339 861 141820 35617 574110 40842 13853 10617 10400 0 10522 750 2590 13843 48233 29429 19299 200914 20105 8153 13573 130987
"199202" 579920 545940 111996 78277 27695 50582 355667 22499 40514 141936 865 149853 33980 579920 44466 14122 12000 10897 0 10067 486 3183 14772 48707 29464 20685 193396 23515 8953 16668 128539
"199203" 583561 550643 108216 81505 29086 52419 360922 22106 42059 146679 873 149205 32918 583561 44152 14757 13156 12125 0 9100 518 3263 15751 46964 29565 23573 184985 26781 12175 16195 130501
"199204" 579048 545137 107106 78407 30567 47840 359624 20448 46863 149213 886 142214 33911 579048 52676 17044 14125 12902 0 9182 592 2962 16276 43213 29465 24680 173556 21899 13526 15200 131750
"199301" 565470 534811 113900 72539 28656 43883 348372 22719 47290 141893 679 135791 30659 565470 55508 15860 15031 12864 0 8613 606 3152 16395 46387 30309 25219 175292 29014 9488 15752 105980
"199302" 572048 543152 124025 72457 28856 43601 346670 23561 48276 135790 541 138502 28896 572048 58666 18076 16000 19831 0 7126 275 2808 16155 49617 30759 26344 172025 30383 10042 15267 98674
"199303" 568184 541072 123232 72013 31271 40742 345827 22885 45864 140527 564 135987 27112 568184 60315 16698 16966 20072 0 6464 208 2391 15870 47794 30010 19887 159941 31473 13355 14642 112098
"199304" 580012 553759 117829 68802 27475 41327 367128 25641 51558 149067 564 140298 26253 580012 65040 19411 17864 18817 0 7270 315 2224 15850 46859 30183 20449 164414 38698 11866 14868 105884
"199401" 582087 557058 129885 44255 16067 28188 382918 26746 52645 155049 425 148053 25029 582087 65532 16511 18830 22860 0 5680 363 1723 15500 49366 29028 20399 166432 45438 10237 11372 102816
"199402" 587978 563412 135680 43105 14854 28251 384627 28959 50735 159669 290 144974 24566 587978 66953 17880 20000 22990 0 5389 402 2154 15250 49404 27685 22909 176415 46744 13591 18676 81536
"199403" 599158 573706 138683 41279 14160 27119 393744 31883 56759 158716 150 146236 25452 599158 69017 17818 21458 19969 0 5141 168 2095 15000 52626 25734 25093 178396 52893 19984 12164 81602
"199404" 623463 600066 139238 42669 15198 27471 418159 31577 63945 171566 13 151058 23397 623463 69716 18826 22288 24850 0 5765 130 2139 14710 52806 23986 27825 187158 43138 26302 11207 92617
"199501" 654723 630226 149799 51870 18568 33302 428557 31000 69368 167550 10 160629 24497 654723 70219 18211 24019 28833 0 4523 131 1658 15724 55528 24394 29519 204882 44059 25307 16822 90894
"199502" 673805 649274 162887 49097 16910 32187 437290 30772 74923 166858 4 164733 24531 673805 70724 17386 26180 33084 0 5676 269 1289 16739 54746 24781 31257 224675 42584 22080 17480 84855
"199503" 692724 668587 163268 56833 19958 36875 448486 34066 80293 162830 5 171292 24137 692724 71227 18004 34914 37617 0 5438 203 696 17753 56222 24810 29383 219180 43098 28058 22130 83991
"199504" 700379 677740 157351 56160 20555 35605 464229 30144 101241 168617 6 164221 22639 700379 71731 20142 39366 43441 0 5675 168 557 18767 45487 24823 31477 235520 50234 25470 22065 65456
"199601" 717560 694683 174174 52464 16486 35978 468045 30553 110227 168174 7 159084 22877 717560 72476 17436 41773 30965 0 6090 186 338 19782 54218 26526 26428 247967 49409 24506 16766 82694
"199602" 753577 731349 181726 54502 15142 39360 495121 34437 114695 169568 8 176413 22228 753577 73776 20928 50436 42316 0 4926 190 255 16903 56586 28180 28179 262775 49810 23583 19921 74813
"199603" 777382 754035 172999 65816 18313 47503 515220 33165 126761 173311 10 181973 23347 777382 74799 23488 54114 47544 0 4361 155 177 18401 54641 29016 27573 265195 56144 24588 18072 79114
"199604" 802977 779365 156405 67476 18675 48801 555484 32038 146690 177984 9 198763 23612 802977 75821 31534 59682 57864 0 6472 306 291 17721 48434 30786 28222 273917 47152 35095 23686 65994
"199701" 861087 836842 168747 69321 15873 53448 598774 31848 158050 185857 8 223011 24245 861087 76144 26721 65371 52073 0 3219 17 190 19051 55343 30949 27395 302688 53296 40565 25226 82839
"199702" 893081 867667 179286 71337 15724 55613 617044 34357 163285 194460 5 224937 25414 893081 76467 25733 67053 66414 0 3110 0 404 18277 58095 32031 32233 308901 58687 42182 25935 77559
"199703" 925714 901695 176649 64349 19788 44561 660697 34530 210358 190475 29 225305 24019 925714 76792 28351 71236 75321 0 3132 0 157 18754 64613 31624 32149 323599 59404 29341 24340 86901
"199704" 979423 958524 168598 65084 20044 45040 724842 37594 256146 202613 33 228456 20899 979423 77115 36145 74000 77763 0 2698 0 191 17615 65905 32314 28616 336012 57801 27635 24258 121355
"199801" 1074753 1057674 193105 76706 19813 56893 787863 41811 284823 212935 70 248224 17079 1074753 77877 32204 79269 79680 0 1079 0 144 18099 68282 32758 36927 371166 51916 60082 25079 140191
"199802" 1112723 1098379 202491 71372 20462 50910 824516 47990 308341 227355 29 240801 14344 1112723 78639 28870 77849 91025 0 1119 3 462 18559 68558 33190 35839 395469 66922 47582 28296 140341
"199803" 1165059 1150802 216872 73981 22617 51364 859949 49953 340461 228577 206 240752 14257 1165059 79401 31301 80743 111741 0 945 0 1108 21073 74012 34084 38309 403138 80276 52493 33417 123018
"199804" 1172560 1161023 192958 72878 18452 54426 895187 45409 381797 233340 207 234434 11537 1172560 80163 39433 86795 111404 0 1100 0 397 21335 73426 35465 37532 415145 70912 56210 28031 115212
"199901" 1227578 1217184 223886 77249 18591 58658 916049 46419 401575 224929 212 242914 10394 1227578 81337 40493 90942 105532 0 932 0 348 21473 70731 36646 41037 472456 73026 29116 28801 134708
"199902" 1243339 1233847 232365 70105 17188 52917 931377 48857 426914 233158 210 222238 9492 1243339 82511 47355 94720 99655 0 795 0 848 16343 68578 38301 40909 468879 75607 21783 28785 158270
"199903" 1284463 1276170 239280 81753 24090 57663 955137 45562 465986 207705 186 235698 8293 1284463 83685 47618 98575 104419 0 1072 0 848 17293 71730 39107 39259 491082 74871 28271 29344 157289
"199904" 1402444 1393845 230326 89171 26677 62494 1074348 54490 520790 230422 0 268646 8599 1402444 84859 47604 104326 105047 0 1350 0 1866 14132 75755 41419 40375 525300 80837 23851 25987 229736
"200001" 1478128 1469148 260797 101623 33840 67783 1106728 50765 546648 232963 0 276352 8980 1478128 90471 46046 108539 101584 0 1444 0 848 17395 71980 38795 45400 573945 82619 27978 30206 240878
"200002" 1534260 1524986 296844 101245 35370 65875 1126897 52443 571280 224256 0 278918 9274 1534260 91082 49284 111927 100012 0 1364 0 348 17635 73729 37898 47652 562785 95505 24296 38226 282517
"200003" 1570845 1562121 307039 109756 38665 71091 1145326 54133 598215 219399 0 273579 8724 1570845 91693 58245 116187 97319 0 1340 0 1248 17884 75183 36969 46805 595846 102292 26220 45430 258184
"200004" 1613994 1606064 278402 120919 37605 83314 1206743 55715 645825 240092 0 265111 7930 1613994 97305 57765 119484 114302 0 1502 0 1246 19132 71227 35264 47257 620394 99620 31100 39210 259186
"200101" 1610471 1602670 235619 172028 26227 145801 1195023 63350 542350 182768 0 406555 7801 1610471 96160 54671 123292 106559 0 588 0 1149 11806 60378 31271 45909 637009 83282 21292 44637 292468
"200102" 1479518 1472743 206256 186978 20865 166113 1079509 62653 543724 184100 0 289032 6775 1479518 88365 56427 128896 113311 0 0 0 1611 10948 58882 30887 51061 635206 77736 24370 44830 156988
"200103" 1442404 1437288 189571 189339 17980 171359 1058378 62403 567874 174125 0 253976 5116 1442404 86237 56538 131395 113168 0 0 0 1335 14368 65532 30379 51214 643760 76206 22829 50792 98651
"200104" 1473993 1469228 177726 198475 19539 178936 1093027 50602 607818 162368 0 272239 4765 1473993 88154 60169 136944 108449 0 0 0 2400 12731 51748 27017 51266 623747 70744 33829 48160 158635
"200201" 1411428 1406951 162983 215169 18633 196536 1028799 56457 577178 141382 0 253782 4477 1411428 84417 54667 140253 116024 0 0 0 2314 10425 50765 27555 52218 616473 79251 19619 47646 109801
"200202" 1348556 1343625 141454 225519 20941 204578 976652 43443 560674 135880 0 236655 4931 1348556 80618 55218 143491 125691 0 0 0 3365 10165 51709 27685 50970 594488 59866 20183 50808 74299
"200203" 1340821 1335945 136423 226571 19099 207472 972951 46588 556554 148753 0 221056 4876 1340821 80157 60256 146037 125451 0 0 0 2698 13611 53234 27817 50310 541853 56177 10113 44347 128760
"200204" 1374897 1370293 119813 257228 19310 237918 993252 48306 566075 147805 0 231066 4604 1374897 82218 64789 151289 126555 0 0 0 1511 15682 55746 30715 48036 585168 63076 10353 43495 96264
"200301" 1358915 1354095 119825 262588 18494 244094 971682 44550 539121 134247 0 253764 4820 1358915 81246 61894 151192 178657 0 0 0 1209 13035 48673 31152 45820 538418 62976 11088 46693 86862
"200302" 1328251 1323675 100995 300306 20393 279913 922374 39577 521201 152843 0 208753 4576 1328251 79421 70005 155861 179971 0 0 0 1413 14288 45405 26829 44629 519774 64199 9132 41865 75459
"200303" 1295613 1291345 103978 278843 16859 261984 908524 40894 533303 141138 0 193189 4268 1295613 77481 80487 157326 185978 0 0 0 861 13972 45710 26740 42640 475574 65715 8385 46074 68670
"200304" 1292938 1288571 82481 276105 15547 260558 929985 42281 530036 145140 0 212528 4367 1292938 77314 75679 161629 192752 0 0 0 683 13701 37907 27495 41628 459924 76213 6687 49356 71970
"200401" 1328861 1324964 91623 296518 15237 281281 936823 57087 508861 148076 0 222799 3897 1328861 79498 78983 164164 195312 0 0 0 950 12065 36966 27353 40675 434584 71933 7983 49519 128876
"200402" 1304433 1299990 98673 292628 15276 277352 908689 51711 503435 151519 0 202024 4443 1304433 77999 78886 165188 226159 0 0 0 762 10150 33536 26798 37921 407381 72473 7759 49956 109465
"200403" 1309997 1305972 105121 291908 13397 278511 908943 52078 498168 165076 0 193621 4025 1309997 78358 85624 167957 223572 0 0 0 684 10504 33028 26320 32661 393643 86697 6602 49876 114471
"200404" 1399128 1395035 97782 345342 13303 332039 951911 53107 526113 175322 0 197369 4093 1399128 83702 95023 171719 229769 0 0 0 788 12313 27371 28513 35171 405822 94221 5814 48015 160887
"200501" 1439635 1435548 112002 346188 14049 332139 977358 59805 531088 161177 0 225288 4087 1439635 86133 90942 175123 231323 0 0 0 849 13205 22214 30716 37269 408288 105561 7895 50399 179718
"200502" 1499013 1494868 110680 348149 11870 336279 1036039 57912 559042 148832 0 270253 4145 1499013 89692 90215 178310 232273 0 0 0 499 13051 21447 31387 40627 430598 101361 10221 62476 196856
"200503" 1561277 1556888 116494 369103 14767 354336 1071291 63305 595435 146034 0 266517 4389 1561277 93413 99352 182136 239599 0 0 0 449 14904 23546 32986 32252 441325 96878 10923 63811 229703
"200504" 1644201 1640099 90072 383952 28979 354973 1166075 57139 674422 159997 0 274517 4102 1644201 98406 110974 184810 239626 0 0 0 784 15817 24384 31516 35238 492167 97136 13813 60246 239284
"200601" 1698367 1697611 96496 405250 25457 379793 1195865 58709 690269 150971 0 295916 756 1698367 101857 105397 188845 244925 0 0 0 1077 15229 26166 30456 39075 489791 108748 17856 66698 262247
"200602" 1764946 1764229 111673 385022 23816 361206 1267534 70671 742948 152685 0 301230 717 1764946 105854 118946 193468 269705 0 0 0 645 13989 26701 30747 40948 507892 115299 22954 67615 250183
"200603" 1865345 1864645 110581 476338 23945 452393 1277726 71991 758859 164014 0 282862 700 1865345 111879 118689 197869 289392 0 0 0 1180 13643 28197 31298 42575 556197 120550 25666 73995 254215
"200604" 1958007 1957516 112519 482321 27037 455284 1362676 78812 837356 165267 0 281241 491 1958007 117451 122669 202433 286339 0 0 0 958 16396 28676 31725 42839 608258 114524 32352 64305 289082
"200701" 2003709 2003373 126170 476568 25757 450811 1400635 82641 830830 132480 0 354684 336 2003709 120202 109057 205252 299163 0 0 0 1582 16038 31891 35738 53128 629263 107669 17779 77128 299819
"200702" 2109803 2109392 154348 473982 26251 447731 1481062 87076 905095 127034 0 361857 411 2109803 126564 114501 200494 296217 0 0 0 1732 13172 34568 36516 53028 637434 110580 30088 79874 375035
"200703" 1857582 1857292 131417 426200 27284 398916 1299675 98475 730195 119756 0 351249 290 1857582 111438 79935 201996 281793 0 0 0 1043 12179 36450 30168 40474 639200 110637 14155 86029 212085
"200704" 1788603 1788092 123815 413007 28992 384015 1251270 116670 643121 123528 0 367951 511 1788603 107286 69462 193765 278064 0 0 0 426 13280 41731 26943 38449 674562 114093 27655 87115 115772
"200801" 1784561 1784192 139958 460326 20651 439675 1183908 115720 588378 113543 0 366267 369 1784561 94552 52866 178966 280808 0 0 0 2739 18624 44650 28559 38654 662321 117678 39788 107489 116867
"200802" 1748378 1748046 139829 470574 28470 442104 1137643 130294 558898 112391 0 336060 332 1748378 62383 58271 168972 276815 0 0 0 745 17647 44259 28980 38456 642161 131165 9346 102908 166270
"200803" 1554830 1554830 146540 401087 31268 369819 1007203 115822 510520 103261 0 277600 0 1554830 20790 56981 152696 253290 0 100037 0 0 16748 38503 20853 34095 494843 89034 6837 153941 116182
"200804" 1599300 1599300 131479 341972 49654 292318 1125849 77667 559264 100885 0 388033 0 1599300 5958 57286 127600 232919 0 15685 0 0 19103 38291 37185 25934 618502 51588 6791 65701 296757
"200901" 1423918 1423918 106923 344792 42775 302017 972203 56110 484665 72834 0 358594 0 1423918 5558 34956 108025 219977 0 4452 0 0 17462 41577 37593 25715 578743 31772 11237 49879 256972
"200902" 1278799 1278799 86182 345680 44319 301361 846937 51856 422362 66766 0 305953 0 1278799 15058 41142 86521 200947 0 9841 0 0 12143 46620 38081 23874 527149 49283 12044 61262 154834
"200903" 1169289 1169289 73033 396630 35958 360672 699626 55592 329588 58972 0 255474 0 1169289 24858 34548 81376 196934 0 52 0 0 9228 47304 31465 23896 513551 63921 9675 49532 82949
"200904" 1138003 1138003 59109 399785 34488 365297 679109 60753 292539 62074 0 263743 0 1138003 34608 42056 74295 191536 0 0 0 0 9825 49800 26664 22780 510655 80192 9741 41538 44313
"201001" 1082736 1082736 74600 384657 34760 349897 623479 206480 124481 63987 0 228531 0 1082736 44552 43127 68902 194082 0 0 0 0 7771 43923 21731 22647 448486 77418 8611 38495 62991
"201002" 1028000 1028000 82182 378273 33384 344889 567545 199479 112012 63082 0 192972 0 1028000 54180 48607 56960 185915 0 0 0 0 7446 42307 18189 22783 385905 55854 10441 33091 106322
"201003" 1050531 1050531 98053 377977 29447 348530 574501 193563 119219 58374 0 203345 0 1050531 63974 52584 52762 192546 0 0 0 0 8248 36255 17114 21871 386396 66924 8573 37591 105693
