"DATES" "FL714090005.Q" "FL713011005.Q" "FL713014003.Q" "FL713012003.Q" "FL713022003.Q" "FL713068705.Q" "FL713068703.Q" "FL723069143.Q" "FL712050000.Q" "FL714004005.Q" "FL713069603.Q" "FL713061100.Q" "FL713061705.Q" "FL713068005.Q" "FL713068303.Q" "FL713068473.Q" "FL663168005.Q" "FL713068513.Q" "FL713068523.Q" "FL713068533.Q" "FL713068543.Q" "FL713068553.Q" "FL713064103.Q" "FL713090005.Q" "FL713091103.Q" "FL713093005.Q" "FL714190005.Q" "FL713113003.Q" "FL723025000.Q" "FL713120005.Q" "FL713123005.Q" "FL713123023.Q" "FL713123030.Q" "FL713123043.Q" "FL713122605.Q" "FL713124003.Q" "FL713125005.Q" "FL712150003.Q" "FL713190005.Q" "FL713164003.Q" "FL713193005.Q"
"198101" 169085 18170 2818 14004 3261 656 656 0 732 126388 0 117666 8722 0 0 0 0 0 0 0 0 0 0 3056 0 3056 167409 26164 17288 120695 3526 494 3032 0 528 0 116641 0 3262 1227 2035
"198102" 171143 17541 3068 14158 2506 1010 1010 0 0 128711 0 120017 8694 0 0 0 0 0 0 0 0 0 0 4149 0 4149 169446 23626 18549 123395 3401 478 2923 0 468 0 119526 0 3876 1246 2630
"198103" 176190 16679 3318 14313 2811 2486 2486 0 0 132991 0 124330 8661 0 0 0 0 0 0 0 0 0 0 3592 0 3592 174508 27243 19185 123802 3977 457 3520 0 501 0 119324 0 4278 1257 3021
"198104" 181901 16241 3318 14482 1762 1601 1601 0 3680 136863 0 127738 9125 0 0 0 0 0 0 0 0 0 0 3954 0 3954 180623 25228 18623 132376 4745 444 4301 0 684 0 126947 0 4396 1278 3118
"198201" 177889 16063 3568 14637 1882 2646 2646 0 2167 133005 0 123992 9013 0 0 0 0 0 0 0 0 0 0 3921 0 3921 176387 26357 16612 129867 3350 484 2866 0 552 0 125965 0 3551 1298 2253
"198202" 178545 15889 3818 14777 2545 1638 1638 0 0 136007 0 127005 9002 0 0 0 0 0 0 0 0 0 0 3871 0 3871 177114 20198 20097 133326 4559 460 4099 0 731 0 128036 0 3493 1327 2166
"198203" 186578 16233 4218 14912 550 1123 1123 0 5616 139540 0 130591 8949 0 0 0 0 0 0 0 0 0 0 4386 0 4386 184899 20318 19198 141943 11398 423 10975 0 512 0 130033 0 3440 1341 2099
"198204" 194259 16882 4618 15043 2735 717 717 0 5773 144544 0 135607 8937 0 0 0 0 0 0 0 0 0 0 3947 0 3947 192900 26489 19532 142529 5462 429 5033 0 435 0 136632 0 4350 1359 2991
"198301" 188815 16088 4618 15213 486 2808 2808 0 0 145566 0 136651 8915 0 0 0 0 0 0 0 0 0 0 4036 0 4036 187126 23419 18286 142103 4070 498 3572 0 587 0 137446 0 3318 1393 1925
"198302" 194943 15417 4618 15392 1020 3610 3610 0 1580 149401 0 140511 8890 0 0 0 0 0 0 0 0 0 0 3905 0 3905 193274 18004 20451 151276 9297 533 8764 0 379 0 141600 0 3543 1421 2122
"198303" 206823 14811 4618 15568 -60 1625 1625 0 10925 154908 0 146171 8737 0 0 0 0 0 0 0 0 0 0 4428 0 4428 204935 20697 17410 162925 17025 468 16557 0 487 0 145413 0 3903 1446 2457
"198304" 203665 14761 4618 15732 1563 918 918 0 2010 159203 0 150558 8645 0 0 0 0 0 0 0 0 0 0 4860 0 4860 202200 21446 20996 155524 4124 463 3661 0 461 0 150939 0 4234 1465 2769
"198401" 201531 15087 4618 15889 787 896 896 0 0 159372 0 150814 8558 0 0 0 0 0 0 0 0 0 0 4882 0 4882 199545 22167 17333 156100 4187 503 3684 0 509 0 151404 0 3945 1499 2446
"198402" 206609 14783 4618 16113 -655 4760 4760 0 0 161360 0 152859 8501 0 0 0 0 0 0 0 0 0 0 5630 0 5630 204707 20252 18073 162329 4920 523 4397 0 412 0 156997 0 4053 1541 2512
"198403" 214321 14572 4618 16237 289 6633 6633 0 0 163511 0 155018 8493 0 0 0 0 0 0 0 0 0 0 8461 0 8461 212438 23612 18345 166360 8979 465 8514 0 386 0 156995 0 4121 1597 2524
"198404" 218245 14627 4618 16418 855 3577 3577 0 2015 167612 0 159223 8389 0 0 0 0 0 0 0 0 0 0 8523 0 8523 216619 21819 24238 165809 5829 513 5316 0 422 0 159558 0 4753 1626 3127
"198501" 216737 15024 4618 16588 298 2582 2582 0 0 169355 0 160983 8372 0 0 0 0 0 0 0 0 0 0 8272 0 8272 214269 26997 18058 165149 3617 554 3063 0 394 0 161138 0 4065 1687 2378
"198502" 223645 15190 4618 16783 262 1338 1338 0 0 177413 0 169110 8303 0 0 0 0 0 0 0 0 0 0 8041 0 8041 221390 27236 18857 171357 3876 588 3288 0 439 0 167042 0 3940 1721 2219
"198503" 226487 16005 4618 16924 69 2520 2520 0 0 177929 0 169702 8227 0 0 0 0 0 0 0 0 0 0 8422 0 8422 223982 27162 21070 171710 4720 546 4174 0 724 0 166266 0 4040 1753 2287
"198504" 243163 18062 4718 17052 988 3060 3060 0 5223 186025 0 177798 8227 0 0 0 0 0 0 0 0 0 0 8035 0 8035 241382 28631 25537 182369 9901 550 9351 0 540 0 171928 0 4845 1781 3064
"198601" 234540 18723 4718 17207 560 818 818 0 0 184807 0 176620 8187 0 0 0 0 0 0 0 0 0 0 7707 0 7707 232383 30782 21251 176704 3897 617 3280 0 338 511 171958 0 3646 1821 1825
"198602" 241940 19230 4818 17330 283 952 952 0 0 191986 0 183849 8137 0 0 0 0 0 0 0 0 0 0 7341 0 7341 239453 31940 22221 181624 3744 601 3143 0 370 450 177060 0 3668 1807 1861
"198603" 252585 20159 5018 17438 849 879 879 0 8123 192484 0 184437 8047 0 0 0 0 0 0 0 0 0 0 7635 0 7635 250164 36794 22609 187072 8006 492 7514 0 382 663 178021 0 3689 1849 1840
"198604" 275083 20479 5018 17567 1261 1565 1565 0 16005 205454 0 197625 7829 0 0 0 0 0 0 0 0 0 0 7734 0 7734 273209 48107 25652 195701 8015 427 7588 0 424 917 186345 0 3749 1874 1875
"198701" 261087 20486 5018 17735 5241 1587 1587 0 0 204128 0 196409 7719 0 0 0 0 0 0 0 0 0 0 6892 0 6892 258540 41973 22493 190443 4094 518 3576 0 466 577 185306 0 3631 1916 1715
"198702" 272864 20178 5018 17889 1579 972 972 0 3054 217931 0 210248 7683 0 0 0 0 0 0 0 0 0 0 6243 0 6243 270333 36102 23950 206282 14266 492 13774 0 346 458 191212 0 3999 1961 2038
"198703" 272602 18112 5018 18006 248 1941 1941 0 0 219564 0 211941 7623 0 0 0 0 0 0 0 0 0 0 9713 0 9713 270334 39027 24422 202869 9580 460 9120 0 507 419 192363 0 4016 2009 2007
"198704" 285836 16688 5018 18177 811 3815 3815 0 4961 226459 0 218906 7553 0 0 0 0 0 0 0 0 0 0 9907 0 9907 283789 41784 24858 212432 5759 446 5313 0 313 1027 205333 0 4715 2047 2668
"198801" 276642 17653 5018 18339 298 2311 2311 0 0 224895 0 217496 7399 0 0 0 0 0 0 0 0 0 0 8128 0 8128 274110 38777 23110 207930 2882 479 2403 0 649 436 203963 0 4293 2095 2198
"198802" 288906 17229 5018 18501 259 2464 2464 0 7426 229718 0 222450 7268 0 0 0 0 0 0 0 0 0 0 8291 0 8291 286737 35681 25565 220898 10194 432 9762 0 443 351 209910 0 4593 2110 2483
"198803" 296238 20524 5018 18637 1199 2154 2154 0 9490 230764 0 223573 7191 0 0 0 0 0 0 0 0 0 0 8452 0 8452 293713 39038 22093 227590 13412 389 13023 0 392 358 213428 0 4992 2097 2895
"198804" 304294 20131 5018 18799 1286 2170 2170 0 6861 240628 0 233662 6966 0 0 0 0 0 0 0 0 0 0 9401 0 9401 302181 39347 27561 230061 9051 395 8656 0 374 548 220088 0 5212 2113 3099
"198901" 292581 21475 5368 19036 557 2454 2454 0 0 235422 0 228643 6779 0 0 0 0 0 0 0 0 0 0 8269 0 8269 290295 37394 22203 226332 4919 457 4462 0 415 246 220752 0 4366 2131 2235
"198902" 306775 30216 8518 19253 -203 841 841 0 0 238421 0 231767 6654 0 0 0 0 0 0 0 0 0 0 9729 0 9729 304014 37381 22775 239477 12627 474 12153 0 288 156 226406 0 4381 2145 2236
"198903" 302034 37408 8518 19425 501 598 598 0 0 227606 0 221051 6555 0 0 0 0 0 0 0 0 0 0 7978 0 7978 298536 32253 23122 238925 13892 440 13452 0 366 209 224458 0 4236 2198 2038
"198904" 314704 42334 8518 19627 1131 481 481 0 2117 233300 0 226775 6525 0 0 0 0 0 0 0 0 0 0 7196 0 7196 312461 38327 28671 240285 6672 455 6217 0 607 1222 231784 0 5178 2243 2935
"199001" 307102 44451 8518 19841 376 2163 2163 0 1933 224423 0 217899 6524 0 0 0 0 0 0 0 0 0 0 5397 0 5397 304929 36129 23251 240341 5372 540 4832 0 302 241 234426 0 5208 2313 2895
"199002" 317837 45231 8518 20066 656 586 586 0 0 237829 0 231383 6446 0 0 0 0 0 0 0 0 0 0 4951 0 4951 314979 36336 24294 249320 6050 580 5470 0 382 183 242705 0 5029 2344 2685
"199003" 323020 45456 8518 20221 1877 505 505 0 0 240750 0 234373 6377 0 0 0 0 0 0 0 0 0 0 5693 0 5693 319834 33834 24752 255984 8165 527 7638 0 437 235 247147 0 5264 2399 2865
"199004" 342296 43632 10018 20402 2222 190 190 0 18354 241432 0 235090 6342 0 0 0 0 0 0 0 0 0 0 6046 0 6046 339873 38658 32590 264446 9521 561 8960 0 390 162 254373 0 4179 2423 1756
"199101" 327141 41098 10018 20574 2582 244 244 0 0 247307 0 240965 6342 0 0 0 0 0 0 0 0 0 0 5318 0 5318 326519 24067 24707 273881 11545 623 10922 0 236 124 261976 0 3864 2501 1363
"199102" 332550 39682 10018 20749 442 1479 1479 0 1439 253697 0 247484 6213 0 0 0 0 0 0 0 0 0 0 5044 0 5044 330405 22201 25627 278743 12435 613 11822 0 234 141 265933 0 3834 2545 1289
"199103" 338233 36938 10018 20886 232 315 315 0 0 264708 0 258554 6154 0 0 0 0 0 0 0 0 0 0 5136 0 5136 334178 27404 28757 273892 8535 607 7928 0 392 213 264752 0 4125 2565 1560
"199104" 364603 38622 10018 21014 731 218 218 0 15898 272530 0 266486 6044 0 0 0 0 0 0 0 0 0 0 5572 0 5572 361952 29413 33603 295097 18333 636 17697 0 985 1626 274153 0 3839 2652 1187
"199201" 347421 37050 10018 21135 512 52 52 0 1805 271756 0 265796 5960 0 0 0 0 0 0 0 0 0 0 5093 0 5093 344294 29480 29338 281986 7557 711 6846 0 384 175 273870 0 3490 2745 745
"199202" 355688 35477 10018 21253 -166 1359 1359 0 0 282593 0 276883 5710 0 0 0 0 0 0 0 0 0 0 5154 0 5154 351012 22740 29693 295878 14242 612 13630 0 233 165 281238 0 2701 2832 -131
"199203" 377609 35418 10018 21338 -227 609 609 0 18160 285246 0 279712 5534 0 0 0 0 0 0 0 0 0 0 7047 0 7047 374403 27665 30194 313607 25113 527 24586 0 554 216 287724 0 2937 2977 -40
"199204" 381738 32476 8018 21447 3253 675 675 0 8094 300424 0 295011 5413 0 0 0 0 0 0 0 0 0 0 7351 0 7351 378685 32079 31870 311315 8000 508 7492 0 237 247 302831 0 3421 3054 367
"199301" 382567 33289 8018 21573 337 753 753 0 7323 303584 0 298461 5123 0 0 0 0 0 0 0 0 0 0 7690 0 7690 379160 34533 30561 310062 7267 515 6752 0 327 212 302256 0 4004 3187 817
"199302" 408148 33286 8018 21705 221 1534 1534 0 16005 318175 0 313143 5032 0 0 0 0 0 0 0 0 0 0 9204 0 9204 404960 27724 32210 341203 28818 432 28386 0 294 183 311908 0 3823 3288 535
"199303" 408930 34230 8018 21866 947 2918 2918 0 8442 324161 0 319357 4804 0 0 0 0 0 0 0 0 0 0 8348 0 8348 404988 29934 31735 338171 17673 384 17289 0 508 200 319790 0 5148 3331 1817
"199304" 423836 33291 8018 22095 909 94 94 0 13212 336653 0 332015 4638 0 0 0 0 0 0 0 0 0 0 9564 0 9564 420434 34951 32671 348467 15186 377 14809 0 396 285 332600 0 4345 3401 944
"199401" 421002 34250 8018 22318 444 463 463 0 5450 341487 0 337260 4227 0 0 0 0 0 0 0 0 0 0 8572 0 8572 416513 35733 31439 344814 6551 370 6181 0 460 210 337593 0 4527 3445 1082
"199402" 436542 33361 8018 22528 866 701 701 0 10639 351564 0 347644 3920 0 0 0 0 0 0 0 0 0 0 8865 0 8865 431866 33358 34426 358228 9709 353 9356 0 615 177 347727 0 5854 3523 2331
"199403" 433704 34153 8018 22779 188 504 504 0 2510 356816 0 353010 3806 0 0 0 0 0 0 0 0 0 0 8736 0 8736 429131 30054 31155 362183 7211 363 6848 0 347 215 354410 0 5739 3608 2131
"199404" 452082 32984 8018 22994 -716 223 223 0 10590 368156 0 364519 3637 0 0 0 0 0 0 0 0 0 0 9833 0 9833 448398 30789 38129 374238 7496 335 7161 0 256 772 365714 0 5242 3683 1559
"199501" 450064 36242 8018 23226 57 84 84 0 6698 367115 0 363707 3408 0 0 0 0 0 0 0 0 0 0 8624 0 8624 443980 30009 31291 375906 4904 361 4543 0 380 290 370332 0 6774 3786 2988
"199502" 468884 34918 8018 23490 292 217 217 0 16785 375737 0 372641 3096 0 0 0 0 0 0 0 0 0 0 9427 0 9427 464199 24946 33596 398487 21296 319 20977 0 182 131 376878 0 7170 3815 3355
"199503" 453413 32608 10168 23760 73 421 421 0 6520 370564 0 367669 2895 0 0 0 0 0 0 0 0 0 0 9299 0 9299 448857 23432 33072 385573 8942 322 8620 0 219 218 376194 0 6780 3915 2865
"199504" 471896 32053 10168 24003 107 135 135 0 13862 380831 0 378197 2634 0 0 0 0 0 0 0 0 0 0 10737 0 10737 467929 29611 40562 391153 6249 270 5979 0 404 818 383682 0 6603 3966 2637
"199601" 459741 30943 10168 24269 28 43 43 0 4896 379582 0 377056 2526 0 0 0 0 0 0 0 0 0 0 9812 0 9812 455325 24740 34386 389673 7335 314 7021 0 210 234 381894 0 6526 4037 2489
"199602" 469234 30509 10168 24520 -190 636 636 0 7086 386302 0 383914 2388 0 0 0 0 0 0 0 0 0 0 10203 0 10203 464462 24594 35677 397507 7981 280 7701 0 191 223 389112 0 6684 4138 2546
"199603" 471922 30440 9718 24744 640 1654 1654 0 8352 386219 0 383910 2309 0 0 0 0 0 0 0 0 0 0 10155 0 10155 467228 20997 38227 400670 7986 286 7700 0 270 269 392145 0 7334 4535 2799
"199604" 495199 30218 9718 24966 4296 85 85 0 21583 393132 0 390907 2225 0 0 0 0 0 0 0 0 0 0 11201 0 11201 490704 24524 45186 414419 7991 249 7742 0 181 785 405462 0 6575 4602 1973
"199701" 485952 28907 9200 25157 -519 3998 3998 0 11581 397070 0 395076 1994 0 0 0 0 0 0 0 0 0 0 10558 0 10558 480559 21845 37151 414807 6258 313 5945 0 926 247 407376 0 6756 4762 1994
"199702" 507522 28927 9200 25274 461 1894 1894 0 16573 412410 0 410914 1496 0 0 0 0 0 0 0 0 0 0 12783 0 12783 502084 23219 38407 432273 16711 343 16368 0 195 211 415156 0 8185 5050 3135
"199703" 502182 28549 9200 25402 -263 313 313 0 13918 412747 0 411822 925 0 0 0 0 0 0 0 0 0 0 12316 0 12316 495821 21791 38531 428099 7947 255 7692 0 193 288 419671 0 7400 5227 2173
"199704" 533975 28000 9200 25543 719 2035 2035 0 23840 431421 0 430736 685 0 0 0 0 0 0 0 0 0 0 13217 0 13217 528754 30838 45004 444255 5669 225 5444 0 464 799 437323 0 8657 5433 3224
"199801" 519595 27671 9200 25664 1502 29 29 0 8296 433807 0 433182 625 0 0 0 0 0 0 0 0 0 0 13426 0 13426 513959 24445 37784 443370 5755 265 5490 0 177 255 437183 0 8360 5471 2889
"199802" 541164 28325 9200 25786 1416 963 963 0 20546 440299 0 439773 526 0 0 0 0 0 0 0 0 0 0 14629 0 14629 534732 23651 38413 464140 18344 204 18140 0 211 198 445387 0 8528 5791 2737
"199803" 540495 29407 9200 25991 -1230 1055 1055 0 14234 446450 0 446047 403 0 0 0 0 0 0 0 0 0 0 15388 0 15388 533389 25706 39198 460698 5044 92 4952 0 357 254 455043 0 7787 5910 1877
"199804" 566836 30719 9200 26270 1636 17 17 0 30376 452479 0 452141 338 0 0 0 0 0 0 0 0 0 0 16139 0 16139 560884 26306 42057 483276 6171 85 6086 0 177 1501 475427 0 9245 5952 3293
"199901" 560268 26097 8200 26638 -882 246 246 0 18336 465997 0 465686 311 0 0 0 0 0 0 0 0 0 0 15636 0 15636 553913 22541 38555 485022 5509 135 5374 0 180 98 479235 0 7795 6122 1673
"199902" 577221 25715 8200 27004 272 220 220 0 14279 485125 0 484866 259 0 0 0 0 0 0 0 0 0 0 16406 0 16406 570495 22156 40551 498806 6810 90 6720 0 425 96 491475 0 8982 6282 2700
"199903" 589946 27036 7200 27457 65 480 480 0 22063 489275 0 489037 238 0 0 0 0 0 0 0 0 0 0 16370 0 16370 582495 21684 41020 510133 6734 93 6641 0 256 62 503081 0 9658 6330 3328
"199904" 696855 27064 6200 28013 -237 233 233 0 140640 478144 0 477963 181 0 0 0 0 0 0 0 0 0 0 16798 0 16798 690423 24027 66555 591523 28511 109 28402 0 85 1123 561804 0 8318 6432 1886
"200001" 604060 26737 6200 29003 -213 236 236 0 23745 501858 0 501708 150 0 0 0 0 0 0 0 0 0 0 16494 0 16494 596068 18196 35187 532743 4531 174 4357 0 138 61 528013 0 9942 6744 3198
"200002" 609745 26482 4200 29979 -12 512 512 0 26930 505090 0 504950 140 0 0 0 0 0 0 0 0 0 0 16564 0 16564 605671 18513 36992 540601 6284 76 6208 0 118 76 534123 0 9565 6865 2700
"200003" 608520 26574 3200 30811 372 372 372 0 17320 511543 0 511413 130 0 0 0 0 0 0 0 0 0 0 18328 0 18328 604657 17624 34494 542964 8643 184 8459 0 152 51 534118 0 9575 6933 2642
"200004" 635935 26596 2200 31643 901 110 110 0 43375 511833 0 511703 130 0 0 0 0 0 0 0 0 0 0 19277 0 19277 629140 19045 44391 556380 5599 450 5149 0 229 1249 549303 0 9324 6997 2327
"200101" 625275 25481 2200 32271 180 22 22 0 21995 523872 0 523862 10 0 0 0 0 0 0 0 0 0 0 19254 0 19254 618721 17828 36000 556187 6135 478 5657 0 83 116 549853 0 8706 7029 1677
"200102" 638536 25352 2200 32670 -374 150 150 0 23250 535120 0 535110 10 0 0 0 0 0 0 0 0 0 0 20168 0 20168 631236 18647 37171 567388 7632 444 7188 0 115 138 559503 0 8030 7143 887
"200103" 663462 26296 2200 32957 -549 88 88 0 47880 534146 0 534136 10 0 0 0 0 0 0 0 0 0 0 20444 0 20444 655824 24937 36657 586259 10218 422 9796 0 622 63 575356 0 7971 7266 705
"200104" 682958 25490 2200 33017 -23 34 34 0 50250 551685 0 551675 10 0 0 0 0 0 0 0 0 0 0 20305 0 20305 675647 17478 47330 603808 7070 425 6645 0 74 693 595971 0 7031 7373 -342
"200201" 686740 25327 2200 33630 -476 20 20 0 29500 575366 0 575356 10 0 0 0 0 0 0 0 0 0 0 21173 0 21173 678661 22415 34918 613400 6104 412 5692 0 267 74 606955 0 7928 7648 280
"200202" 706930 27090 2200 33995 -238 184 184 0 32000 590693 0 590683 10 0 0 0 0 0 0 0 0 0 0 21006 0 21006 697428 22324 36549 630049 8511 395 8116 0 103 84 621351 0 8506 8330 176
"200203" 710178 27045 2200 34315 396 177 177 0 21750 604201 0 604191 10 0 0 0 0 0 0 0 0 0 0 20094 0 20094 701145 23168 37850 630739 8259 380 7879 0 164 84 622232 0 9388 8264 1124
"200204" 753649 27862 2200 34597 418 40 40 0 39500 629416 0 629406 10 0 0 0 0 0 0 0 0 0 0 19616 0 19616 745269 22541 47818 645685 4787 367 4420 0 146 1052 639700 21091 8134 8380 -246
"200301" 756668 28304 2200 34798 -1197 30 30 0 31750 641474 0 641464 10 0 0 0 0 0 0 0 0 0 0 19309 0 19309 747175 26787 38532 654726 7119 373 6746 0 267 81 647259 19418 7712 8505 -793
"200302" 768964 28726 2200 35065 -525 768 768 0 31750 652128 0 652118 10 0 0 0 0 0 0 0 0 0 0 18852 0 18852 759951 27720 39540 662063 7304 365 6939 0 917 67 653775 22080 8548 8657 -109
"200303" 778839 29552 2200 35273 -496 174 174 0 37500 656126 0 656116 10 0 0 0 0 0 0 0 0 0 0 18510 0 18510 768647 29141 40361 665510 7565 341 7224 0 96 87 657762 24983 8652 8746 -94
"200304" 796839 30782 2200 35468 -319 62 62 0 43750 666665 0 666665 0 0 0 0 0 0 0 0 0 0 0 18231 0 18231 787992 23058 47951 683034 6044 321 5723 0 176 578 676236 25652 8297 8847 -550
"200401" 787969 30832 2200 35761 -589 64 64 0 27500 674084 0 674084 0 0 0 0 0 0 0 0 0 0 0 18117 0 18117 778286 24955 40957 681621 6250 366 5884 0 97 95 675179 21701 9052 8978 74
"200402" 807844 30371 2200 36039 163 323 323 0 33500 687391 0 687391 0 0 0 0 0 0 0 0 0 0 0 17857 0 17857 798138 29628 43347 696564 6335 303 6032 0 293 100 689836 19228 9371 9226 145
"200403" 818428 30576 2200 36279 1839 236 236 0 29250 700341 0 700341 0 0 0 0 0 0 0 0 0 0 0 17707 0 17707 808302 24664 42019 702876 6278 291 5987 0 142 103 696353 25693 13050 10502 2548
"200404" 841276 32280 2200 36434 925 43 43 0 33000 717819 0 717819 0 0 0 0 0 0 0 0 0 0 0 18575 0 18575 829645 24043 41528 720768 6182 270 5912 0 95 1142 713349 30783 12523 11914 609
"200501" 834707 31446 2200 36545 -1413 52 52 0 31000 717326 0 717326 0 0 0 0 0 0 0 0 0 0 0 17551 0 17551 822705 24984 42128 718255 5503 284 5219 0 153 90 712509 24106 13232 12560 672
"200502" 845630 30437 2200 36615 -977 235 235 0 34500 724722 0 724722 0 0 0 0 0 0 0 0 0 0 0 17898 0 17898 832778 23108 45314 724237 4610 237 4373 0 117 111 719399 26183 13936 12937 999
"200503" 848910 30248 2200 36429 -311 910 910 0 25750 736360 0 736360 0 0 0 0 0 0 0 0 0 0 0 17324 0 17324 835149 21927 41161 730161 4618 237 4381 0 115 107 725321 26920 14980 13307 1673
"200504" 878659 29854 2200 36540 885 72 72 0 46750 744215 0 744215 0 0 0 0 0 0 0 0 0 0 0 18143 0 18143 865743 19043 50081 750822 4775 202 4573 0 95 2019 743933 30505 15292 13536 1756
"200601" 872782 30217 2200 37879 -856 566 566 0 26750 758542 0 758542 0 0 0 0 0 0 0 0 0 0 0 17484 0 17484 858405 21022 40018 754589 5664 209 5455 0 98 76 748751 26540 16236 13759 2477
"200602" 885822 31105 2200 37990 -1037 291 291 0 31250 766364 0 766364 0 0 0 0 0 0 0 0 0 0 0 17659 0 17659 870791 20963 42622 760477 5699 174 5525 0 156 87 754535 29164 17565 14970 2595
"200603" 878586 30870 2200 38084 -1099 322 322 0 21500 768924 0 768924 0 0 0 0 0 0 0 0 0 0 0 17785 0 17785 863236 17330 40074 756315 5601 150 5451 0 112 94 750508 31155 18362 15069 3293
"200604" 908219 31388 2200 38206 -333 67 67 0 40750 778915 0 778915 0 0 0 0 0 0 0 0 0 0 0 17026 0 17026 892894 18699 51712 774349 4960 252 4708 0 113 812 768464 29615 18519 15325 3194
"200701" 902434 31783 2200 38371 -870 27 27 0 33250 780901 0 780901 0 0 0 0 0 0 0 0 0 0 0 16772 0 16772 885319 18328 41179 769145 4546 301 4245 0 104 88 764407 37283 19384 15846 3538
"200702" 904460 31676 2200 38521 -1301 204 204 0 25250 790522 0 790522 0 0 0 0 0 0 0 0 0 0 0 17388 0 17388 886951 17293 43452 774585 4955 306 4649 0 211 77 769342 32349 19272 16102 3170
"200703" 914454 33038 2200 38639 -722 202 202 0 44750 779632 0 779632 0 0 0 0 0 0 0 0 0 0 0 16715 0 16715 896052 23014 41482 775214 5875 336 5539 0 128 86 769125 35689 20653 17274 3379
"200704" 951284 34201 2200 38681 -19 48636 48636 0 46500 740611 0 740611 0 0 0 0 0 0 0 0 0 0 0 40474 24000 16474 932835 20767 54997 792115 16379 259 16120 0 111 1684 773941 43985 20971 18450 2521
"200801" 932361 36508 2200 38679 -555 111292 111292 0 76000 630977 0 591234 0 39743 0 0 39743 0 0 0 0 0 0 37260 21000 16260 910583 24162 45430 775879 5883 331 5552 0 113 94 769789 44101 21011 19549 1462
"200802" 951963 36709 2200 38677 -638 174189 174189 0 114500 509124 0 478841 0 30283 0 0 1455 28828 0 0 0 0 0 77202 62000 15202 930658 33497 45710 786274 5257 279 4978 0 226 139 780652 43822 21355 19874 1481
"200803" 1541401 34255 2200 38675 -954 300057 200020 100037 83000 780932 0 476627 14500 289805 0 0 199734 28991 61080 0 0 0 0 303236 288263 14973 1519515 222059 47985 1149333 332749 270 32988 299491 131 26185 790268 77937 22201 20312 1889
"200804" 2270630 35708 2200 38674 -1494 559695 544010 15685 80000 986040 0 475921 19708 490411 0 0 45484 29087 38914 19522 24384 333020 0 569807 553728 16079 2249554 860000 57725 1220333 365707 259 106123 259325 1380 21073 832173 88352 23144 21076 2068
"200901" 2117345 34522 2200 42261 -3075 540810 536358 4452 0 1168115 0 492323 287029 388763 4692 0 20409 29123 45966 18638 24168 245767 0 332512 309917 22595 2093436 805213 50305 1142833 267395 310 67151 199934 1154 20874 853410 70590 24495 22558 1937
"200902" 2038269 35487 2200 42427 -2831 328511 318670 9841 0 1469451 0 656466 559051 253934 25112 0 5070 29159 43457 17712 22614 110810 0 163024 114585 48439 2013920 660537 51142 1196561 316241 318 115984 199939 1764 19973 858583 72669 33011 24246 8765
"200903" 2180011 36961 5200 42564 -2535 207232 207180 52 0 1776621 0 769160 823541 183920 42709 0 27 29196 38743 16801 19855 36589 0 113968 56756 57212 2153824 848085 50745 1154381 273562 293 108324 164945 1918 15855 863046 68913 31700 24918 6782
"200904" 2267222 36176 5200 42691 -2097 96618 96618 0 0 1987670 0 776588 1068250 142832 47532 0 0 29233 22184 16005 18499 9379 25106 75858 10272 65586 2241581 976988 54922 1102739 191872 239 186632 5001 2425 35115 873327 77732 29200 25640 3560
"201001" 2338676 35358 5200 42745 -1625 11523 11523 0 0 2151816 0 776705 1237685 137426 47221 0 0 29277 25377 15283 17324 2944 25416 68243 0 68243 2312692 1053876 51802 1120506 216721 223 91519 124979 1683 19315 882787 57766 28742 26255 2487
"201002" 2363444 34693 5200 43205 -1948 673 673 0 0 2187329 0 776989 1282889 127451 42477 0 0 29332 24676 14672 16294 0 25733 68559 1245 67314 2333862 972337 53787 1207754 287813 233 87615 199965 1229 27368 891344 67223 32761 26620 6141
"201003" 2327742 36846 5200 43411 -1574 296 296 0 0 2150311 0 811669 1232644 105998 29699 0 0 28206 18891 14064 15138 0 26057 67195 61 67134 2297379 932435 50605 1218723 308087 237 107888 199962 2487 4005 904144 63810 31806 26686 5120
