"DATES" "FL724090005.Q" "FL723020005.Q" "FL724005005.Q" "FL723069175.Q" "FL723061100.Q" "FL723061705.Q" "FL723061753.Q" "FL723061763.Q" "FL723061795.Q" "FL723062000.Q" "FL723063005.Q" "FL723065773.Q" "FL723063663.Q" "FL723063095.Q" "FL723068005.Q" "FL723065005.Q" "FL723066000.Q" "FL723067003.Q" "FL723064105.Q" "FL723064203.Q" "FL293169723.Q" "FL723090005.Q" "FL724190005.Q" "FL724110005.Q" "FL713022003.Q" "FL713068705.Q" "FL724112005.Q" "FL724116005.Q" "FL723127005.Q" "FL723123005.Q" "FL723122605.Q" "FL723129205.Q" "FL723131005.Q" "FL723135005.Q" "FL722150005.Q" "FL723169175.Q" "FL723163003.Q" "FL723169305.Q" "FL723178003.Q" "FL723190005.Q" "FL723194733.Q" "FL723193005.Q" "FL724004005.Q" "FL723066303.Q"
"197501" 754114 40999 689223 5675 59183 33106 0 0 33106 99708 6833 0 0 6833 242543 130151 100425 11599 0 0 14984 8908 742691 -8360 2163 813 -3553 -7783 209558 3945 9117 196496 274177 155745 30747 15134 4320 0 1115 60255 34000 26255 692608 0
"197502" 764137 36060 705710 5105 68064 33730 0 0 33730 101439 7445 0 0 7445 244959 131097 101549 12322 0 0 14192 8175 753020 -15787 1791 561 -6365 -11774 222066 3110 9895 209061 286136 146813 32317 14334 4347 0 615 62179 36000 26179 707580 0
"197503" 773708 40531 708775 5864 75183 33898 0 0 33898 101462 7719 0 0 7719 238022 132601 104026 10000 0 0 13432 10970 764595 -8691 2406 1402 -3560 -8939 217727 3175 9677 204875 294493 144288 33680 13566 4430 0 615 64487 38000 26487 712207 0
"197504" 792680 38304 732803 7687 83874 34238 0 0 34238 102003 7983 0 0 7983 242051 134313 106055 14599 0 0 14982 6591 784927 -13451 3688 229 -6277 -11091 236537 3112 10178 223247 303497 144070 29930 15131 4479 0 615 64119 39000 25119 733186 0
"197601" 791816 39407 727951 6690 89183 34424 0 0 34424 100133 7804 0 0 7804 232955 137752 105611 13399 0 0 15121 9337 782285 -13592 2110 54 -2612 -13144 219247 2378 9721 207148 320985 134788 32740 15272 4650 0 615 67580 40000 27580 729673 0
"197602" 811414 39441 747755 6683 91160 34093 0 0 34093 102971 7625 0 0 7625 239344 141802 110077 14000 0 0 15826 8392 801951 -17250 3577 314 -4287 -16854 229736 4626 9892 215218 328982 133674 37969 15985 4901 0 615 67339 41000 26339 749581 0
"197603" 823939 42003 756301 7417 93093 34966 0 0 34966 103315 7490 0 0 7490 235240 145948 114633 14199 0 0 15679 9956 814967 -16004 2811 326 -1860 -17281 225169 5678 10630 208861 340190 128177 46839 15836 5000 0 615 69145 42000 27145 757781 0
"197604" 853300 37279 793771 10458 101954 35713 0 0 35713 104606 7342 0 0 7342 245358 149510 118043 20787 0 0 18018 4232 844983 -22761 2601 25 -5411 -19976 247535 3023 11857 232655 357988 128428 43820 18198 5161 0 615 65999 43640 22359 791002 0
"197701" 864277 39007 798270 7659 104163 34780 0 0 34780 105871 7188 0 0 7188 247325 153343 119842 18099 0 0 18155 8845 856474 -22178 2913 149 -3382 -21858 233691 3426 11159 219106 375100 127079 47615 18337 5210 0 648 70972 45000 25972 798326 0
"197702" 890522 37287 824793 7887 101198 35742 0 0 35742 110094 7060 0 0 7060 255401 161174 127616 18621 0 0 18752 9690 882604 -20397 3604 260 -1251 -23010 240773 2820 11425 226528 381037 128323 53199 18939 5393 0 700 74637 46000 28637 824924 0
"197703" 909915 35279 847489 7897 99186 35594 0 0 35594 113229 6939 0 0 6939 260069 169315 134369 20891 0 0 18654 8493 901650 -18055 1956 1292 -5405 -15898 240175 5294 11215 223666 385580 136017 55330 18840 5550 0 756 77457 47000 30457 845252 0
"197704" 944609 40792 877290 10577 99801 36599 0 0 36599 113819 7038 0 0 7038 269474 177116 140302 22564 0 0 20523 6004 938860 -25330 3810 265 -7735 -21670 268987 7315 13533 248139 386098 152191 54381 20729 5715 0 800 75289 50148 25141 875249 0
"197801" 952309 39322 885223 7492 98753 37927 0 0 37927 114192 6839 0 0 6839 275280 182829 143291 18620 0 0 19345 8419 946710 -27552 2732 332 -5289 -25327 244566 3560 12529 228477 394590 162524 63947 19538 5720 0 829 82548 51000 31548 885948 0
"197802" 993241 39319 924175 7341 97374 39770 0 0 39770 117245 6681 0 0 6681 288191 192791 154140 20642 0 0 19431 10316 986702 -25361 3318 1428 -8068 -22039 260119 7960 12855 239304 397627 170369 69504 19626 5816 0 840 88162 52000 36162 922964 0
"197803" 1022901 38497 950342 7906 95441 41573 0 0 41573 120330 6657 0 0 6657 293763 203463 161619 19590 0 0 17562 16500 1015698 -17501 3719 1365 -7049 -15536 259553 7941 12186 239426 402105 178999 73674 17738 5857 0 860 94413 53000 41413 948314 0
"197804" 1066148 46115 983597 8393 93085 43433 0 0 43433 124682 6417 0 0 6417 309168 212324 166512 19583 0 0 20108 16328 1059908 -25247 6516 1172 -13333 -19602 291901 14075 13485 264341 399330 194326 76896 20290 5892 0 915 95605 54934 40671 984122 0
"197901" 1073661 43442 994322 7793 94202 44139 0 0 44139 126742 6539 0 0 6539 309891 217901 168703 18412 0 0 20324 15573 1066046 -12246 4337 963 -9593 -7953 258049 4163 11527 242359 406099 195291 90488 20515 5960 0 1022 100868 56200 44668 996234 0
"197902" 1111878 42879 1029825 8682 92255 45895 0 0 45895 128091 6157 0 0 6157 324650 227029 176177 20889 0 0 21878 17296 1102549 -10320 3924 1558 -13845 -1957 282242 16276 13274 252692 412702 186235 98509 22649 5999 0 1195 103338 57400 45938 1030814 0
"197903" 1143332 41805 1062807 8862 91134 48094 0 0 48094 132102 5916 0 0 5916 337292 236655 182530 20222 0 0 24887 13833 1132674 -15353 2654 1156 -20266 1103 292789 19862 14334 258593 422077 197548 99056 26126 6064 0 1348 103019 58700 44319 1067472 0
"197904" 1173366 47714 1088196 10078 92676 50796 0 0 50796 134238 5870 0 0 5870 347428 242631 185725 18754 0 0 26125 11331 1163389 -19899 6767 1454 -21344 -6776 317512 14475 17041 285996 428780 204489 94304 27343 6116 0 1394 103350 60364 42986 1095567 0
"198001" 1183477 46837 1092572 8673 93296 52262 0 0 52262 134996 5782 0 0 5782 352061 246333 183415 15754 0 0 28858 15210 1172566 -18226 3682 2502 -23611 -799 292131 8099 16462 267570 443416 211104 97232 30041 5991 0 1336 109541 62000 47541 1105676 0
"198002" 1191761 48853 1093650 11058 95367 55233 0 0 55233 138629 5971 0 0 5971 345172 248677 177822 15721 0 0 31350 17908 1180868 -45855 4167 215 -31208 -19029 306173 13026 19375 273772 455220 205416 106539 32952 6331 0 1176 112916 64000 48916 1109279 0
"198003" 1215478 44941 1123622 11294 101972 56910 0 0 56910 143726 6063 0 0 6063 355856 253015 179789 14997 0 0 31371 15544 1204576 -52807 3192 982 -28789 -28192 316860 19090 16177 281593 463164 212499 111818 33148 6339 0 990 112565 66000 46565 1139996 0
"198004" 1266122 46544 1171116 10989 107929 60526 0 0 60526 147396 6379 0 0 6379 379091 258683 180215 19908 0 0 31963 16499 1255142 -59699 4467 1809 -35573 -30402 328203 11917 16873 299413 473566 243818 114827 33574 6281 0 848 113724 67223 46501 1183171 0
"198101" 1270233 42545 1169866 10532 111704 62633 0 0 62633 146440 6529 0 0 6529 375751 261353 176465 18459 0 0 35716 22106 1261502 -64365 3261 656 -33337 -34945 311364 10219 15171 285974 481811 246058 121292 37195 6185 0 740 121222 70200 51022 1187123 0
"198102" 1307120 41031 1205792 11649 111578 64182 0 0 64182 147646 6449 0 0 6449 396767 267566 179065 20890 0 0 36701 23596 1302748 -63146 2506 1010 -32495 -34167 321479 17006 17207 287266 486639 261197 122337 38321 6170 0 641 129110 75381 53729 1221603 0
"198103" 1336805 45011 1230846 10550 108589 68006 0 0 68006 150440 6221 0 0 6221 410554 273207 182849 20430 0 0 38374 22574 1336701 -64209 2811 2486 -37567 -31939 322757 19560 16985 286212 494588 278657 125144 40220 6074 0 556 132914 80600 52314 1248790 0
"198104" 1365161 42535 1262514 10689 109718 70137 0 0 70137 153100 6363 0 0 6363 425727 278000 184193 24587 0 0 40209 19903 1381343 -78617 1762 1601 -46425 -35555 342971 10803 13851 318317 513530 287742 129709 42091 6181 0 484 137252 85938 51314 1278136 0
"198201" 1370037 41576 1272115 13509 113141 71654 0 0 71654 152429 6571 0 0 6571 430177 282211 182922 19501 0 0 40589 15757 1391793 -76417 1882 2646 -43819 -37126 322888 12869 11852 298167 536794 290642 134225 43510 6153 0 435 133563 86500 47063 1293203 0
"198202" 1396487 38983 1297141 10991 110838 74029 0 0 74029 151401 6865 0 0 6865 449923 287330 185223 20541 0 0 43666 16697 1418059 -82908 2545 1638 -42297 -44794 323304 11355 12330 299619 548303 303634 135147 45848 6256 0 407 138068 87672 50396 1320266 0
"198203" 1420860 37969 1320691 11823 113417 75842 0 0 75842 151319 7774 0 0 7774 459421 291145 188072 21878 0 0 43734 18466 1446311 -102044 550 1123 -48108 -55609 338195 20841 11465 305889 563089 311541 137501 46200 6445 0 388 144996 94900 50096 1342547 0
"198204" 1471862 44358 1363994 11701 129167 77649 0 0 77649 157465 8126 0 0 8126 469726 294178 190932 25050 0 0 47179 16331 1528197 -76690 2735 717 -47898 -32244 363860 16864 11605 335391 612348 289554 137936 51600 6788 0 363 142438 102092 40346 1386123 0
"198301" 1479027 39878 1376630 12609 146332 80297 0 0 80297 152570 9505 0 0 9505 469210 296894 186947 22266 0 0 43010 19509 1537304 -90664 486 2808 -51523 -42435 349665 14563 12460 322642 684454 249138 142398 46824 7065 325 344 147755 100000 47755 1397374 0
"198302" 1517196 37214 1413838 12527 160701 80299 0 0 80299 153933 10838 0 0 10838 474647 304213 190915 25765 0 0 46526 19618 1569583 -86117 1020 3610 -46455 -44292 369389 22160 12958 334271 701882 241019 136832 49046 6831 855 330 149516 99864 49652 1434599 0
"198303" 1545525 37169 1441291 12768 166903 79932 0 0 79932 155786 11372 0 0 11372 476254 314562 200673 23041 0 0 48376 18689 1609122 -80566 -60 1625 -47198 -34933 366074 22836 12270 330968 718120 243688 146279 50839 6857 1401 308 156122 108700 47422 1466626 0
"198304" 1603150 41445 1497891 12597 172660 78315 0 0 78315 161308 11749 0 0 11749 497051 323531 213663 27017 0 0 51796 12018 1674331 -69096 1563 918 -47039 -24538 379434 11521 12974 354939 742377 250842 149974 54628 6568 1774 294 157536 117550 39986 1522670 0
"198401" 1663073 37930 1531126 12621 181496 76930 30166 0 46764 160717 13742 360 0 13382 502069 337676 219840 26035 0 0 50115 43902 1687766 -58976 787 896 -38976 -21683 373557 13040 12705 347812 755588 253363 159536 51922 6357 1998 3589 140832 114000 26832 1555206 0
"198402" 1705387 36158 1572808 12263 174161 77052 29338 0 47714 160450 13690 422 0 13268 523445 350412 236045 25290 0 0 55097 41324 1729772 -50712 -655 4760 -36091 -18726 376117 12040 12910 351167 774411 270710 151794 57445 8583 2098 3761 135565 111935 23630 1602615 0
"198403" 1739609 39528 1605582 13249 173613 77752 28972 0 48780 165879 14511 435 0 14076 525079 361595 248051 25853 0 0 50308 44191 1771198 -50793 289 6633 -37416 -20299 378488 24718 12968 340802 786829 281874 153651 52082 7863 2164 3746 155294 124100 31194 1630037 0
"198404" 1799368 43130 1664102 11701 175172 77111 26429 0 50682 173921 14957 372 0 14585 546819 373882 258844 31695 0 0 48949 43187 1837180 -64529 855 3577 -43214 -25747 409662 15546 15956 378160 816828 284743 152015 51056 10127 2284 3584 171410 136446 34964 1681356 0
"198501" 1812770 41793 1680044 8256 186253 76628 25584 0 51044 169156 14886 384 0 14502 546055 382703 267381 28726 0 0 45962 44971 1850644 -53425 298 2582 -40725 -15580 380133 13639 14054 352440 841772 284419 157431 47745 11632 2442 3545 174950 137000 37950 1697280 0
"198502" 1857533 42512 1727176 8990 189942 79001 24731 0 54270 171201 17833 365 0 17468 553160 395367 276513 35169 0 0 42054 45791 1895292 -63090 262 1338 -46111 -18579 407789 24004 15046 368739 866221 277015 160428 44099 12257 2618 3019 184936 138945 45991 1734061 0
"198503" 1899197 44374 1768203 8035 189922 74830 23669 0 51161 182051 17937 507 0 17430 563184 409750 286728 35766 0 0 41260 45360 1937707 -64607 69 2520 -47381 -19815 423353 16652 15624 391077 879205 284344 169899 42755 12917 2796 3070 183975 145500 38475 1773697 0
"198504" 1991527 49569 1847524 8518 182628 74246 23982 0 50264 231146 17227 363 0 16864 574594 423453 297227 38485 0 0 37877 56557 2027802 -55334 988 3060 -44151 -15231 461438 25797 15988 419653 897211 295592 178762 40201 14606 2959 3161 189206 152083 37123 1846916 0
"198601" 1994465 47620 1854531 8617 188100 77828 21387 0 56441 213506 19580 965 0 18615 572989 434922 296270 42719 0 0 35502 56812 2028799 -58046 560 818 -48397 -11027 437932 11948 15779 410205 911913 294263 188378 36604 15301 3102 3188 196164 156650 39514 1847314 0
"198602" 2028664 48608 1889814 7893 186851 86234 28164 0 58070 208265 24758 1572 0 23186 582078 449576 304100 40059 0 0 33683 56559 2060275 -68071 283 952 -48335 -20971 478563 25224 16279 437060 931444 283768 181792 34790 16105 3222 3411 195251 160739 34512 1883438 0
"198603" 2075145 53994 1931389 6478 186234 99328 39114 0 60214 216984 29746 2584 0 27162 578480 467665 311443 35031 0 0 32225 57537 2106500 -65469 849 879 -49159 -18038 478388 28211 16258 433919 950024 286929 196573 33988 16421 3352 3527 202767 163585 39182 1928583 0
"198604" 2167421 66986 2011371 7549 188508 110735 49635 0 61100 202760 35603 3697 0 31906 619622 493859 320187 32548 0 0 30625 58439 2204838 -59878 1261 1565 -44901 -17803 554634 27480 18670 508484 968934 289022 189350 31520 16820 3525 3245 207666 168818 38848 2009448 0
"198701" 2139219 57976 1983148 6141 182953 120498 59083 0 61415 191971 41760 3613 0 38147 587020 512351 309795 30659 0 0 30861 67234 2186106 -36404 5241 1587 -36035 -7197 483616 8649 17150 457817 969972 292323 195059 31871 17196 3658 3139 225676 174746 50930 1983350 0
"198702" 2169507 52685 2027404 6802 182929 125419 61238 0 64181 185014 45979 3545 0 42434 595662 535672 316822 33105 0 0 29810 59608 2224615 -48363 1579 972 -48890 -2024 520554 30924 17528 472102 976247 303703 191656 30679 17320 4267 1471 227081 162430 64651 2024109 0
"198703" 2207002 56052 2065238 5680 188533 130094 64050 0 66044 179431 49327 3781 0 45546 595173 556506 325602 34892 0 0 27777 57935 2273335 -23907 248 1941 -36470 10374 517793 32975 15301 469517 981146 309530 198504 28628 17324 4352 1380 238585 169127 69458 2058123 0
"198704" 2256963 59397 2108416 9003 185449 138629 71892 0 66737 173655 56310 3805 0 52505 603378 578528 334090 29374 0 0 29579 59571 2306553 -39383 811 3815 -44307 298 535501 21644 17225 496632 996195 326675 201317 30506 17486 4513 1197 232546 172575 59971 2108621 0
"198801" 2269371 54734 2128065 6364 185951 145149 75509 0 69640 166383 62681 3047 0 59634 602239 592949 333855 32494 0 0 25506 61066 2320841 -56497 298 2311 -58238 -868 516134 23520 15989 476625 1020982 331736 228691 26267 17379 4477 868 230804 173403 57401 2121077 0
"198802" 2308688 54401 2167717 6479 181107 150708 78808 0 71900 160976 65481 3054 0 62427 616144 615498 341529 29795 0 0 25599 60971 2381962 -45682 259 2464 -57343 8938 538530 32559 17162 488809 1037243 331954 227959 26357 17074 4452 231 243844 181300 62544 2163521 0
"198803" 2348735 54110 2206548 8022 181686 158584 68595 0 89989 157977 66888 2824 0 64064 616983 634876 351421 30111 0 0 26230 61847 2422659 -44992 1199 2154 -52486 4141 525661 34154 16162 475345 1049330 353952 234116 26901 17099 4338 421 255833 189004 66829 2202667 0
"198804" 2384818 60430 2237464 8320 176007 167888 86703 0 81185 150931 68649 3102 0 65547 623923 651939 360816 28991 0 0 26511 60413 2470694 -38039 1286 2170 -44199 2704 551321 28979 16640 505702 1069198 361884 217749 27237 17226 4314 1428 258376 193849 64527 2234984 0
"198901" 2405457 53605 2261682 7655 183452 177588 90056 0 87532 147223 59451 2702 0 56749 622457 670143 355578 31084 4743 2308 25149 65021 2487689 -40943 557 2454 -44839 885 499975 13513 17187 469275 1089666 377726 246455 25743 17066 4348 1053 266600 198831 67769 2248696 0
"198902" 2452016 53842 2308944 6995 169773 192001 102233 0 89768 142659 59850 3175 0 56675 639382 693974 363704 33709 4639 2258 24114 65116 2538137 -53523 -203 841 -57910 3749 525092 34390 15681 475021 1105675 380265 257092 24740 17837 4101 1496 275362 203980 71382 2292452 0
"198903" 2492479 49781 2346621 6304 158237 209536 115492 0 94044 139384 59490 3323 0 56167 643005 718478 371715 33632 4571 2269 22839 73238 2565008 -51487 501 598 -57261 4675 510532 30278 16278 463976 1130546 384075 268954 23460 19295 4308 1029 274296 202057 72239 2328988 0
"198904" 2547979 61394 2390567 7764 155746 222123 123217 0 98906 133175 61824 3487 0 58337 649716 736881 383309 33170 4686 2173 21317 74701 2621566 -56750 1131 481 -55395 -2967 547750 25582 16703 505465 1165714 385843 253303 21980 20024 4705 229 278768 202444 76324 2371855 0
"199001" 2560679 53691 2413533 7321 166628 242085 127076 36570 78439 129504 60975 3624 0 57351 643177 752370 372789 32557 4183 1944 20016 73439 2642730 -44084 376 2163 -60030 13407 509271 16719 14860 477692 1193499 383786 271218 20481 19560 5089 609 283301 208689 74612 2394865 0
"199002" 2596144 55170 2450000 7021 164908 255739 136374 41769 77596 123650 62504 2882 0 59622 648588 777514 372319 31556 4241 1960 18038 72936 2689586 -51961 656 586 -76334 23131 533402 32072 14910 486420 1231148 377810 268226 18479 20157 5626 721 285978 209675 76303 2430281 0
"199003" 2624758 53176 2474446 6681 166350 264760 142923 47723 74114 122209 61905 3118 0 58787 645123 791234 379467 30665 4061 1991 18539 78597 2713525 -43317 1877 505 -70205 24506 530537 36595 16418 477524 1260917 373772 250615 18952 19622 6283 542 295602 210250 85352 2456268 0
"199004" 2643943 66354 2481345 8532 157427 274908 144712 54828 75368 116800 65396 3150 0 62246 645185 799291 381982 27780 2142 1902 17224 79020 2723253 -51386 2222 190 -68250 14452 569829 30919 16307 522603 1287557 365367 219233 17567 24229 6657 326 283874 207837 76037 2466745 0
"199101" 2631196 45965 2493526 10029 169510 288640 152701 60021 75918 112705 67306 2938 27822 36546 631322 808317 370499 28765 3947 2486 15371 76334 2723829 -43969 2582 244 -64515 17720 532451 26325 14953 491173 1320772 351437 214175 15661 24311 6766 -541 302766 211534 91232 2473699 0
"199102" 2639701 44873 2504704 8276 180366 296514 151110 67958 77446 108101 68047 4042 28600 35405 616628 820664 368385 31193 3874 2656 13028 77096 2734020 -43455 442 1479 -64490 19114 552366 36038 13506 502822 1338143 330166 210892 13347 24532 7231 -394 301192 213493 87699 2480009 0
"199103" 2659031 52740 2514136 7355 198960 305976 151896 78228 75852 105070 68977 3477 28098 37402 604047 818489 366312 31503 3968 3479 13467 78688 2749663 -40642 232 315 -54536 13347 571091 38534 14497 518060 1361126 315742 196210 13726 24672 7644 -12 300106 220580 79526 2488653 0
"199104" 2677423 59313 2527354 7535 207769 321205 153734 89405 78066 102679 69715 3482 28241 37992 588957 821823 370176 29958 3797 3740 12625 78131 2775234 -41559 731 218 -48378 5870 607413 36414 14103 556896 1367460 292268 190543 12887 25158 9325 -1312 313051 227224 85827 2502484 0
"199201" 2712762 55100 2566613 6283 230198 331206 155997 97625 77584 100195 68827 3374 26604 38849 580978 826863 357166 56900 3540 4457 12251 78798 2783597 -48045 512 52 -44586 -4023 591504 16693 13330 561481 1378829 273332 230229 12480 25191 10037 -1198 311238 222994 88244 2513967 0
"199202" 2709717 49264 2571952 5604 236000 341297 154608 105592 81097 98327 67203 3297 23884 40022 574866 830939 355981 54416 3329 3990 11715 76786 2790796 -52971 -166 1359 -43139 -11025 624022 36104 15174 572744 1371159 251694 220814 11935 27692 11630 -1262 326083 235783 90300 2521932 0
"199203" 2753078 53945 2607647 5934 252733 353394 153165 119487 80742 98449 68316 3250 23481 41585 570033 837994 357300 56305 2836 4353 12590 78896 2835924 -35589 -227 609 -31614 -4357 643109 38203 16228 588678 1369092 238646 230683 12776 30387 12502 -1487 335805 244025 91780 2556743 0
"199204" 2775305 60329 2623467 5895 254345 360133 155549 122709 81875 97027 66553 3794 21624 41135 569591 842941 362901 57294 3431 3356 12550 78959 2855510 -49072 3253 675 -33820 -19180 700188 30552 15839 653797 1369481 216094 227930 12756 33521 12546 -1723 333789 254976 78813 2571936 0
"199301" 2792121 61076 2641232 6539 268172 377003 163300 129455 84248 95433 69535 5271 21562 42702 560156 842401 358900 55909 3442 3742 11216 78597 2873270 -34500 337 753 -29525 -6065 660367 18750 15599 626018 1370703 212270 256075 11355 34236 14333 -5780 354211 263214 90997 2589355 0
"199302" 2827543 55924 2683393 5081 264531 385945 167022 136421 82502 96306 68202 5289 20842 42071 568710 862640 366632 58882 3097 3367 10502 77724 2907982 -40118 221 1534 -30811 -11062 703613 36516 15031 652066 1364717 203234 252373 10723 36718 16840 -5780 365662 270866 94796 2628549 0
"199303" 2873398 56982 2726867 4927 270811 393295 169761 137451 86083 98913 67680 4582 21905 41193 569764 874916 379364 60235 3211 3751 10494 79055 2959038 -26287 947 2918 -24238 -5914 717154 38426 18861 659867 1360113 199654 274979 10622 36764 19744 -5678 371973 279096 92877 2670164 0
"199304" 2932400 63256 2780933 4865 274986 396326 173170 133808 89348 98928 66629 4709 19814 42106 578408 895543 395704 61370 4285 3889 10142 78069 3019558 -20062 909 94 -20556 -509 773946 42633 15563 715750 1358549 196068 263733 10226 37148 21182 -4577 383345 286615 96730 2721531 0
"199401" 2996563 63352 2802833 3908 293981 394948 178136 132125 84687 99340 65372 4924 20799 39649 583208 894677 397802 63161 3448 2988 10574 119804 3100275 -6035 444 463 -26783 19841 749348 39780 16730 692838 1365863 196230 292220 10657 37043 21598 -5894 439245 290594 148651 2743810 0
"199402" 3040162 63718 2833809 3474 280543 398441 183727 127363 87351 98921 64244 4608 20644 38992 596427 914449 413413 58377 3190 2330 10350 132285 3146365 19459 866 701 -21597 39489 745859 42889 16974 685996 1358819 195994 308352 10403 37246 24908 -6524 451849 292967 158882 2780262 0
"199403" 3064417 57536 2871306 3311 266152 398260 182954 123827 91479 98150 64271 3696 21308 39267 606769 940080 434560 54712 3005 2036 10773 124802 3180853 35748 188 504 -16404 51460 719802 30383 17612 671807 1358892 203012 314938 10800 38429 28741 -5853 476344 300410 175934 2822326 0
"199404" 3122845 65147 2921433 3595 248028 398107 182247 119396 96464 96954 66001 3617 21491 40893 624573 963662 458777 56817 2912 2007 9895 126370 3244276 58832 -716 223 -14975 74300 741738 23751 17141 700846 1357920 213969 325877 9958 40571 30503 -6235 471143 304156 166987 2869592 0
"199501" 3168374 58379 2956058 3333 245515 395762 177884 116474 101404 94740 62624 3288 21641 37695 647217 986193 459689 56112 2748 2125 11438 142499 3274508 50824 57 84 -26352 77035 692850 15634 17038 660178 1371977 232668 355586 11456 40660 29860 -5975 494602 317104 177498 2906511 0
"199502" 3216788 55149 3019797 3859 226912 404674 177540 113937 113197 93826 63186 3442 22573 37171 672444 1015564 471591 62271 3023 2447 11690 130152 3299933 43479 292 217 -29502 72472 717347 39731 16845 660771 1403362 237520 353136 11655 42026 33293 -4334 462449 325930 136519 2963746 0
"199503" 3269723 53456 3077819 3919 221465 418959 189870 109349 119740 92641 66882 3867 23611 39404 685319 1036113 485920 59457 4564 2580 12512 125936 3358824 53324 73 421 -19768 72598 679873 30307 18105 631461 1437375 247001 371954 12494 43549 34350 -3342 482246 337367 144879 3023730 0
"199504" 3321816 66709 3116270 3930 207604 421480 195149 101036 125295 92688 68927 4522 24943 39462 701554 1045360 502328 65077 4999 2323 12270 126567 3421331 52186 107 135 -22195 74139 695766 19003 18136 658627 1471327 256534 345499 12283 43261 36677 -1621 509419 344278 165141 3056141 0
"199601" 3322325 56070 3126676 4115 208405 423447 204687 97320 121440 92246 68939 4392 25875 38672 713703 1054322 490807 63046 5183 2463 12807 126772 3408861 20199 28 43 -41881 62009 644512 16832 17679 610001 1529974 266551 356932 12844 45147 32440 -3143 503405 348443 154962 3068791 0
"199602" 3357740 57104 3155085 3442 200135 424671 209485 90938 124248 91947 68217 4240 25445 38532 728152 1067474 503766 59355 5615 2311 13456 132095 3467991 10932 -190 636 -40941 51427 657994 31360 20864 605770 1539496 279165 364083 13448 47586 34790 -2638 523135 361939 161196 3101260 0
"199603" 3389117 56252 3186579 2962 195155 423598 207953 89801 125844 92098 65797 4378 22210 39209 746600 1080736 513906 57398 6103 2226 14457 131829 3494180 -9270 640 1654 -46377 34813 657755 37794 19801 600160 1557065 296450 370569 14449 48273 36069 -946 523766 365275 158491 3135309 0
"199604" 3444516 66332 3231483 4213 172952 436743 216566 89495 130682 93688 64144 4165 21801 38178 759763 1102894 527463 60237 6776 2610 13912 132789 3557274 -3599 4296 85 -45813 37833 661370 28684 21597 611089 1593093 306083 371853 13969 50938 39005 907 523655 372883 150772 3175772 0
"199701" 3495303 56298 3278852 2676 180147 445977 223915 92399 129663 93532 66481 3493 21347 41641 790570 1119090 505158 65874 2262 7085 14491 145662 3615122 -9012 -519 3998 -46066 33575 627153 24028 21579 581546 1636064 314247 381369 14507 52102 38992 904 558796 387062 171734 3218122 0
"199702" 3567733 58707 3353365 2624 172417 455265 228393 93173 133699 93841 68642 3363 20587 44692 817474 1157907 512017 63009 1865 8304 15006 140655 3688734 -191 461 1894 -45947 43401 645264 34243 23520 587501 1656662 329148 389227 15067 53931 46385 3376 549865 399290 150575 3295193 0
"199703" 3625723 57867 3412332 2704 163249 467765 235890 96865 135010 95720 76478 3238 21701 51539 832511 1189029 509663 65419 1872 7922 14745 140779 3755368 -10393 -263 313 -55308 44865 611826 33511 22675 555640 1691685 360922 406244 14770 54742 51288 4462 569822 410009 159813 3351864 0
"199704" 3742251 71204 3512177 2316 166811 497152 247709 106997 142446 96125 83275 2963 22460 57852 867896 1208395 515064 64407 2610 8126 13665 145205 3900080 690 719 2035 -52458 50394 640300 27779 26002 586519 1736964 369292 415343 13684 61634 58082 5663 598428 413622 184806 3450699 0
"199801" 3795496 59619 3577055 790 171974 510267 257527 108135 144605 95187 89216 3124 28671 57421 896543 1235680 493846 71592 4856 7104 11596 147226 3958561 5228 1502 29 -56201 59898 601019 21691 25730 553598 1790688 390148 422191 11568 65572 66087 5792 600268 430270 169998 3505099 0
"199802" 3845847 58552 3618064 744 153964 504835 241903 109989 152943 97847 95989 5996 32370 57623 939466 1247081 493317 72201 5620 7000 10351 158880 4011446 6986 1416 963 -55755 60362 634104 48510 24658 560936 1805501 382674 403239 10348 66671 78628 6293 617002 445856 171146 3543594 0
"199803" 3933571 62337 3688745 698 128760 541364 268534 121373 151457 100995 99774 5703 35051 59020 973746 1260561 499624 72630 3565 7029 10754 171735 4116346 28509 -1230 1055 -54476 83160 592917 30036 22436 540445 1846932 385326 423924 10716 68222 87075 7758 664967 459233 205734 3616276 0
"199804" 4080696 65546 3844601 817 124838 578892 301499 115869 161524 104374 113563 3905 42769 66889 1013514 1304297 512007 76313 6838 9147 9068 161481 4244724 21109 1636 17 -54987 74443 605807 13157 23220 569430 1923372 404118 435058 9131 72144 104938 7933 661114 468964 192150 3761370 0
"199901" 4085417 58731 3863921 687 134584 588069 287745 123662 176662 105894 100451 5147 44273 51031 1039467 1306592 499258 70519 8340 10060 8237 154528 4242467 26597 -882 246 -50643 77876 572526 16418 21272 534836 1937842 405790 466604 8262 72878 104188 6984 640796 476405 164391 3783239 0
"199902" 4152349 59655 3935561 544 130155 596253 283473 121275 191505 106969 122437 4075 44784 73578 1068767 1331057 484471 74652 9246 11010 7377 149756 4311531 55919 272 220 -47939 103366 590920 42043 22196 526681 1953761 409648 453174 7392 73950 119224 5578 641965 473851 168114 3848030 0
