"DATES" "FL614090005.Q" "FL613020003.Q" "FL613030003.Q" "FL614004005.Q" "FL613063003.Q" "FL613069500.Q" "FL613065000.Q" "FL613066005.Q" "FL613090005.Q" "FL614190005.Q" "FL614104005.Q" "FL613169100.Q" "FL613163003.Q" "FL613168000.Q" "FL313069223.Q" "FL613178003.Q" "FL613190005.Q" "FL613192003.Q" "FL613194003.Q" "FL613193005.Q" "FL613066303.Q"
"195603" 20168 997 332 17578 0 3608 1356 12614 1261 16346 11635 2187 4192 5256 0 248 4463 33 0 4430 0
"195604" 20460 998 333 17958 0 3846 1268 12844 1171 16255 11599 1872 4459 5268 0 276 4380 31 0 4349 0
"195701" 20621 1009 336 18316 0 4474 1057 12785 960 17034 12361 2411 4893 5057 0 248 4425 32 0 4393 0
"195702" 20877 1015 338 18654 0 4569 969 13116 870 17098 12282 2206 5107 4969 0 211 4605 32 0 4573 0
"195703" 21178 1022 341 18945 0 4513 971 13461 870 17376 12775 2272 5532 4971 0 256 4345 32 0 4313 0
"195704" 21481 1026 342 19272 0 4810 943 13519 841 17534 12963 2324 5696 4943 0 286 4285 30 0 4255 0
"195801" 21613 1036 345 19276 0 5062 1057 13157 956 17818 13925 2892 5976 5057 0 318 3575 30 0 3545 0
"195802" 21433 1040 347 18975 0 4817 1171 12987 1071 17241 13761 2716 5874 5171 0 221 3259 30 0 3229 0
"195803" 20926 1046 349 18344 0 4290 1285 12769 1187 16760 12911 2484 5542 4885 0 219 3630 30 0 3600 0
"195804" 21671 1047 349 18975 0 4859 1400 12716 1300 17548 13143 2189 5554 5400 0 217 4188 33 0 4155 0
"195901" 22596 1082 361 19743 0 5499 1514 12730 1410 18554 14357 2727 5716 5914 0 209 3988 33 0 3955 0
"195902" 23600 1118 373 20761 0 5975 1457 13329 1348 19467 15417 3043 5917 6457 0 191 3859 34 0 3825 0
"195903" 24364 1160 387 21366 0 5727 1563 14076 1451 20513 16122 2921 6238 6963 0 251 4140 35 0 4105 0
"195904" 25561 1205 402 22425 0 6281 1647 14497 1529 21624 16678 2887 6544 7247 0 283 4663 35 0 4628 0
"196001" 26990 1217 406 23811 0 7320 1680 14811 1556 22965 19060 4068 7812 7180 0 261 3644 36 0 3608 0
"196002" 28130 1230 410 25031 0 8026 1589 15416 1459 23669 19754 4080 8436 7238 0 235 3680 38 0 3642 0
"196003" 28434 1249 416 25227 0 7617 1673 15937 1542 23722 19656 3946 9052 6658 0 265 3801 40 0 3761 0
"196004" 29086 1271 424 25915 0 8189 1611 16115 1476 24273 20201 3728 9780 6693 0 285 3787 36 0 3751 0
"196101" 28677 1309 436 25456 0 8032 1608 15816 1476 24021 19932 4455 10230 5247 0 297 3792 38 0 3754 0
"196102" 29008 1344 448 25665 0 8092 1685 15888 1551 23994 19821 4210 10462 5149 0 237 3936 39 0 3897 0
"196103" 29242 1381 460 25581 0 7721 1953 15907 1820 24175 19689 3858 10382 5449 0 252 4234 40 0 4194 0
"196104" 30968 1418 473 26972 0 8392 2246 16334 2105 25183 20444 3592 10502 6350 0 255 4484 41 0 4443 0
"196201" 31102 1441 480 27152 0 8576 2170 16406 2029 25216 20488 4584 10672 5232 0 304 4424 42 0 4382 0
"196202" 32125 1464 488 27895 0 8616 2424 16855 2278 26535 21273 4773 10513 5987 0 283 4979 43 0 4936 0
"196203" 32618 1488 496 28096 0 8138 2686 17272 2538 27389 21657 5214 10314 6129 0 310 5422 44 0 5378 0
"196204" 33759 1513 504 29198 0 8562 2697 17939 2544 28432 22634 4802 10833 6999 0 287 5511 39 0 5472 0
"196301" 34625 1478 493 30122 0 9146 2689 18287 2532 29138 23371 5887 11245 6239 0 277 5490 40 0 5450 0
"196302" 35963 1442 481 31226 0 9526 2977 18723 2814 30876 24323 6266 11227 6830 0 235 6318 40 0 6278 0
"196303" 36879 1405 468 31829 0 9131 3343 19355 3177 31999 24859 6075 11367 7417 0 258 6882 40 0 6842 0
"196304" 38848 1365 455 33672 0 9977 3530 20165 3356 33825 26401 5822 12151 8428 0 255 7169 41 0 7128 0
"196401" 39881 1361 454 34815 0 10833 3431 20551 3251 34355 27105 6842 13055 7208 0 321 6929 41 0 6888 0
"196402" 41767 1353 451 36414 0 11476 3736 21202 3549 36857 29130 7207 13507 8416 0 236 7491 42 0 7449 0
"196403" 42430 1349 450 36928 0 11233 3893 21802 3703 37196 29219 7447 13948 7824 0 186 7791 43 0 7748 0
"196404" 43425 1345 448 37907 0 11567 3920 22420 3725 38517 30457 7317 14752 8388 0 175 7885 44 0 7841 0
"196501" 44613 1379 460 38995 0 12327 3980 22688 3779 39529 31333 8330 15122 7881 0 189 8007 45 0 7962 0
"196502" 46504 1411 470 40665 0 12970 4167 23528 3958 41248 33092 8775 14591 9726 0 188 7968 44 0 7924 0
"196503" 47396 1448 483 41151 0 12422 4525 24204 4314 41961 33538 8937 14368 10233 0 225 8198 43 0 8155 0
"196504" 48897 1489 496 42669 0 13532 4462 24675 4243 43288 35349 8503 15140 11706 0 262 7677 43 0 7634 0
"196601" 49629 1528 509 43423 0 14351 4391 24681 4169 43842 36597 10214 15488 10895 0 230 7015 42 0 6973 0
"196602" 50363 1559 520 44193 0 14723 4316 25154 4091 44398 38069 10230 15744 12095 0 187 6142 43 0 6099 0
"196603" 49522 1585 528 43374 0 13490 4256 25628 4035 43372 37410 10657 16168 10585 0 211 5751 44 0 5707 0
"196604" 50745 1603 534 44937 0 14606 3898 26433 3671 44420 39733 12023 16636 11074 0 228 4459 41 0 4418 0
"196701" 50570 1619 540 44783 0 15045 3855 25883 3628 44063 39834 13816 16733 9285 0 186 4043 42 0 4001 0
"196702" 50992 1634 545 44791 0 14520 4248 26023 4022 44303 40019 13365 16343 10311 0 136 4148 43 0 4105 0
"196703" 50840 1655 552 44487 0 13889 4371 26227 4146 43968 40239 13490 16516 10233 0 167 3562 44 0 3518 0
"196704" 51758 1677 559 45455 0 14257 4294 26904 4067 44708 42098 14051 17335 10712 0 172 2438 44 0 2394 0
"196801" 52209 1697 566 46055 0 15299 4121 26635 3891 44981 41837 15645 17485 8707 0 215 2929 45 0 2884 0
"196802" 54445 1709 570 47982 0 16223 4423 27336 4184 47045 43697 16111 17308 10278 0 151 3197 46 0 3151 0
"196803" 54789 1718 573 48142 0 15620 4595 27927 4356 47208 43100 16048 17163 9889 0 156 3952 47 0 3905 0
"196804" 57621 1735 578 50622 0 16490 4935 29197 4686 49868 46417 16924 17674 11819 0 171 3280 46 0 3234 0
"196901" 59105 1749 583 51572 0 17060 5455 29057 5201 51176 47305 19344 17158 10803 0 217 3654 47 0 3607 0
"196902" 63911 1767 589 55438 0 18970 6389 30079 6117 55819 50437 20643 16773 13021 0 167 5215 49 0 5166 0
"196903" 64628 1794 598 56522 0 19709 5991 30822 5714 56360 50754 22106 17545 11103 0 190 5416 51 0 5365 0
"196904" 67066 1822 607 59182 0 21459 5742 31981 5455 58627 54562 22950 18795 12817 0 219 3846 44 0 3802 0
"197001" 68336 1853 618 59660 0 22077 6222 31361 6205 59721 53664 24763 17227 11674 0 244 5813 46 0 5767 0
"197002" 70670 1892 631 61806 0 23028 7036 31742 6341 61883 55990 24454 17342 14194 0 204 5689 48 0 5641 0
"197003" 69894 1941 647 60976 0 22411 7138 31427 6330 60922 55360 23262 17920 14178 0 239 5323 50 0 5273 0
"197004" 70759 1997 666 61475 0 21813 7548 32114 6621 61606 58199 23589 19633 14977 0 251 3156 45 0 3111 0
"197101" 73367 2054 685 63251 0 23229 8481 31541 7377 64093 57095 22670 19669 14756 0 285 6713 47 69 6597 0
"197102" 75671 2108 703 65035 0 23883 9109 32043 7825 66277 58408 22313 19789 16306 0 252 7617 49 134 7434 0
"197103" 76139 2159 720 65383 0 23180 9332 32871 7877 66617 57093 22036 20718 14339 0 277 9247 51 273 8923 0
"197104" 78903 2210 737 67597 0 23157 9996 34444 8359 69264 61013 23126 21961 15926 0 277 7974 51 565 7358 0
"197201" 81029 2260 753 69400 0 24720 10441 34239 8616 71280 61117 22583 22632 15902 0 300 9863 53 1035 8775 0
"197202" 83943 2309 770 71896 0 25488 10990 35418 8968 74091 62740 22332 23592 16816 0 249 11102 55 1707 9340 0
"197203" 85079 2358 786 72756 0 24999 11382 36375 9179 75110 63113 21283 24313 17517 0 269 11728 57 2404 9267 0
"197204" 90478 2406 802 77536 0 27362 12158 38016 9734 80431 68710 21876 25953 20881 0 298 11423 58 2950 8415 0
"197301" 92375 2453 818 79365 0 29140 12366 37859 9739 82313 69303 21625 27272 20406 0 332 12678 60 3385 9233 0
"197302" 96954 2500 833 83310 0 30871 13167 39272 10311 86804 72733 22350 27518 22865 0 271 13800 66 3499 10235 0
"197303" 97846 2546 849 84384 0 30583 13120 40681 10067 87673 73193 22155 28526 22512 0 296 14184 72 3559 10553 0
"197304" 104082 2591 864 89430 0 32324 14494 42612 11197 93836 78066 23835 29861 24370 0 298 15472 68 3584 11820 0
"197401" 106247 2635 878 90979 0 33968 15270 41741 11755 95901 78454 26015 29521 22918 0 325 17122 74 3514 13534 0
"197402" 107796 2678 893 92729 0 34660 15223 42846 11496 97245 80615 26362 30526 23727 0 272 16358 73 3292 12993 0
"197403" 107854 2721 907 93763 0 35592 14392 43779 10463 97187 81340 26973 32258 22109 0 293 15554 72 3133 12349 0
"197404" 107469 2763 921 94810 0 37163 13097 44550 8975 96777 85108 27408 35492 22208 0 298 11371 56 3251 8064 0
"197501" 105374 2804 935 93275 0 37798 12656 42821 8360 94688 81439 26866 36649 17924 0 329 12920 55 4090 8775 0
"197502" 103308 2845 948 91340 0 38706 12624 40010 8175 92607 82816 27089 37236 18491 0 276 9515 56 4842 4617 0
"197503" 104434 2885 962 92561 0 39423 12899 40239 8026 93780 79293 26488 38846 13959 0 299 14188 57 8503 5628 0
"197504" 106504 2924 975 95047 0 40880 12868 41299 7558 95908 81727 28032 40435 13260 0 298 13883 61 11913 1909 0
"197601" 108310 2962 987 96784 0 43534 13345 39905 7577 97444 81826 28632 40122 13072 0 331 15287 62 12687 2538 0
"197602" 111345 2999 1000 99892 0 45605 13700 40587 7454 100327 83267 28694 41596 12977 0 270 16790 64 13826 2900 0
"197603" 112275 3036 1012 101260 0 46330 13712 41218 6967 101165 82850 29266 42231 11353 0 295 18020 66 14952 3002 0
"197604" 117571 3072 1024 106597 0 49460 14196 42941 6878 106595 88528 31292 43959 13277 0 298 17769 71 16232 1466 0
"197701" 120755 3107 1036 110055 0 53065 14450 42540 6557 109515 89477 32501 44816 12160 0 316 19722 73 16304 3345 0
"197702" 126997 3142 1047 116145 0 56765 15174 44206 6663 115488 95983 35527 47887 12569 0 344 19161 74 17030 2057 0
"197703" 131764 3176 1059 120006 0 57689 16607 45710 7523 120244 98289 35377 48566 14346 0 375 21580 75 18054 3451 0
"197704" 140350 3209 1070 128569 0 62957 17260 48352 7502 128618 108373 39570 52059 16744 0 404 19841 77 17653 2111 0
"197801" 143296 3241 1080 131784 0 66305 17503 47976 7191 131232 109695 40875 53701 15119 0 434 21103 78 18100 2925 0
"197802" 150021 3272 1091 138050 0 68980 18542 50528 7608 137688 116017 43600 55054 17363 0 471 21200 83 20501 616 0
"197803" 155566 3303 1101 142180 0 68597 20513 53070 8982 142902 116170 43702 55155 17313 0 501 26231 88 21152 4991 0
"197804" 168553 3333 1111 154249 0 74411 22178 57660 9860 155647 124632 47396 57153 20083 0 510 30505 97 22249 8159 0
"197901" 173850 3362 1121 159809 0 78516 22568 58725 9558 160707 129448 52365 57857 19226 0 500 30759 102 21958 8699 0
"197902" 185748 3391 1130 170056 0 82702 24983 62371 11171 172478 136704 56691 57872 22141 0 470 35304 114 22277 12913 0
"197903" 193845 3419 1140 175643 0 81488 28303 65852 13643 180609 137196 56058 56771 24367 0 432 42981 126 24360 18495 0
"197904" 200472 3446 1149 183380 0 84529 28027 70824 12497 185988 144701 60678 59574 24449 0 393 40894 149 25718 15027 0
"198001" 200944 3472 1157 186265 0 85660 27563 73042 10050 187307 144009 58743 61073 24193 0 371 42927 43 25299 17585 0
"198002" 206842 3497 1166 188098 0 84510 27683 75905 14081 190461 133099 45487 63555 24057 0 353 57009 148 26386 30475 1549
"198003" 208416 3522 1174 188717 0 82391 29767 76559 15003 190818 134484 44768 64937 24779 0 335 55999 407 27393 28199 1615
"198004" 213055 3546 1182 195824 0 86946 29946 78932 12503 196289 138474 47617 65471 25386 0 310 57505 433 28950 28122 1720
"198101" 218593 3569 1190 197379 0 87543 31086 78750 16455 201765 138898 49395 64945 24558 0 285 62582 34 23371 39177 1741
"198102" 227799 3592 1197 207682 0 94310 32891 80481 15328 211415 146813 54839 65436 26538 0 258 64344 61 22186 42097 1756
"198103" 232393 3614 1205 211588 0 93060 33523 85005 15986 215631 149662 57120 65610 26932 0 229 65740 218 19600 45922 1732
"198104" 237753 3635 1212 218578 0 97580 33182 87816 14328 220762 153439 57238 68906 27295 0 195 67128 37 21103 45988 1863
"198201" 240897 3654 1218 219011 0 98108 33810 87093 17014 223924 153015 52226 72196 28593 0 159 70750 100 20557 50093 2025
"198202" 248227 3672 1224 224761 0 99445 35215 90101 18570 231282 158771 56609 73560 28602 0 114 72397 159 18404 53834 1894
"198203" 248558 3690 1230 224882 0 99097 35714 90071 18756 231532 155585 52465 74607 28513 0 75 75872 93 25302 50477 1898
"198204" 250492 3711 1237 228850 0 98324 37308 93218 16694 232862 158294 51425 76983 29886 0 53 74515 360 28409 45746 2048
"198301" 257283 3732 1244 231654 0 99629 38468 93557 20653 238694 160939 51931 77913 31095 0 56 77699 236 29588 47875 2190
"198302" 264144 3754 1251 238458 0 101694 39987 96777 20681 245379 165489 56059 77959 31471 0 81 79809 423 30575 48811 2365
"198303" 267250 3776 1259 241887 0 102607 40086 99194 20328 247873 168227 56936 79715 31576 0 111 79535 661 31632 47242 2609
"198304" 276303 3801 1267 254008 0 110351 39996 103661 17227 257962 173769 60479 80976 32314 0 127 84066 19 33584 50463 3071
"198401" 284685 3526 1175 272960 13742 116703 41024 101491 7024 265725 179434 65453 83176 30805 0 132 86159 1257 34445 50457 3752
"198402" 293925 3528 1176 282697 13750 120239 44078 104630 6524 275311 186328 69424 82735 34169 0 130 88853 1355 36386 51112 4528
"198403" 298230 3630 1210 287048 14147 121193 44383 107325 6342 279387 189310 68049 86731 34530 0 126 89951 2241 41079 46631 5084
"198404" 308964 3485 1162 302548 13580 131920 45351 111697 1769 290364 199169 73122 90541 35506 0 124 91071 1916 42978 46177 5868
"198501" 315031 3550 1183 306455 13834 137050 44043 111528 3843 296705 202500 79489 91061 31950 0 127 94078 1816 45213 47049 6738
"198502" 329573 3829 1276 320496 14923 139818 48108 117647 3972 311207 212772 84671 98306 29795 0 131 98304 2116 51522 44666 7512
"198503" 347926 4466 1489 336180 17404 136292 54843 127641 5791 330249 230170 96218 98457 35495 0 136 99943 1792 57395 40756 8027
"198504" 363122 4442 1481 353208 17309 150170 53321 132408 3991 345892 241024 102684 105288 33052 0 141 104727 1369 60554 42804 8553
"198601" 374457 4818 1606 363291 18777 157683 53796 133035 4742 357440 253962 108615 113787 31560 0 143 103335 1269 63318 38748 9146
"198602" 394545 4830 1610 384181 18823 159839 65633 139886 3924 376797 275039 113773 119721 41545 0 139 101619 1200 66907 33512 9462
"198603" 416045 5935 1978 399919 23130 152849 73194 150746 8213 398554 290290 118742 124781 46767 0 141 108123 1769 70444 35910 9974
"198604" 423838 5363 2298 409943 22392 165781 70781 150989 6234 407396 301542 124274 131568 45700 0 164 105690 3614 70903 31173 11380
"198701" 426778 5576 2390 411437 23284 174092 69185 144876 7375 408376 303341 125805 137525 40011 0 211 104824 3052 71250 30522 11745
"198702" 438713 5471 2345 424173 22848 180880 72755 147690 6724 419893 310998 127554 143206 40238 0 281 108614 4651 72472 31491 12290
"198703" 443678 6075 2604 425300 25370 180723 65567 153640 9699 423389 319401 131831 152313 35257 0 358 103630 3471 64264 35895 13234
"198704" 470294 6728 2883 448327 28095 200051 66065 154116 12356 449061 313552 134986 141186 37380 0 424 135085 3451 59393 72241 13703
"198801" 483224 7057 3024 460152 29466 211575 66925 152186 12991 460918 304862 132488 139103 33271 0 482 155574 4211 47139 104224 15093
"198802" 508027 7727 3312 481401 32269 215802 79232 154098 15587 483330 323365 139322 145961 38082 0 533 159432 4279 45081 110072 15761
"198803" 502859 7585 3251 477437 31672 215898 74940 154927 14586 474977 319849 137416 147367 35066 0 587 154541 3860 41556 109125 15649
"198804" 519652 7883 3379 493292 32918 228683 76353 155338 15098 490298 337507 152056 147040 38411 0 654 152137 2668 36763 112706 16642
"198901" 514461 7559 4070 487258 33992 235047 73054 145165 15574 483007 335309 157160 144554 33595 0 734 146964 5854 39545 101565 17766
"198902" 536588 8031 4324 507699 36113 242393 80201 148992 16534 503050 348936 159133 152495 37308 0 825 153289 9448 38628 105213 18566
"198903" 554242 8284 4460 524379 37252 238681 97981 150465 17119 518747 362301 157855 158267 46179 0 922 155524 5404 35298 114822 18856
"198904" 568610 8668 4668 537296 38981 250779 102938 144598 17978 533013 374996 160709 162688 51599 0 1019 156998 9336 35248 112414 19443
"199001" 567839 8632 4648 538592 38818 253769 106060 139945 15967 530011 381116 164271 164666 52179 0 1119 147776 8488 39371 99917 21124
"199002" 586703 9112 4907 556840 40978 265009 111746 139107 15844 549665 388974 162365 170880 55729 0 1223 159468 9370 37147 112951 22383
"199003" 594244 9458 5093 563992 42534 263777 114666 143015 15701 559448 384982 161165 171573 52244 0 1330 173136 6828 45836 120472 23830
"199004" 596115 9879 5320 564828 44427 268148 114134 138119 16088 560909 398118 163822 179451 54845 0 1441 161350 4575 36650 120125 26088
"199101" 596199 10345 5570 562669 46522 265459 119752 130936 17615 562552 397932 153375 183487 61070 0 1555 163065 1774 31078 130213 27700
"199102" 606387 10019 6680 571402 48812 266945 124401 131244 18286 575082 401322 153204 186467 61651 0 1669 172091 10973 32688 128430 30107
"199103" 598602 11107 7404 557316 54108 265605 109497 128106 22775 569175 394798 153222 187118 54458 0 1790 172587 5177 35026 132384 31893
"199104" 620022 12165 8110 572549 59266 263800 123590 125893 27198 591792 411740 155173 194283 62284 0 1924 178128 5622 32382 140124 33530
"199201" 617073 12036 8024 572315 58637 260589 130328 122761 24698 602028 410221 149339 196335 64547 0 2070 189737 6296 32951 150490 34587
"199202" 599150 11482 7654 560600 55935 263023 120811 120831 19414 585708 404536 141936 199431 63169 0 2226 178946 6712 32243 139991 37567
"199203" 608126 12130 8086 567019 59092 256724 129822 121381 20891 596390 413419 146679 199862 66878 0 2392 180579 7434 29163 143982 39032
"199204" 616102 12556 8371 574973 61171 264909 126267 122626 20202 608377 416647 149213 203140 64294 0 2565 189165 4194 34332 150639 39012
"199301" 591891 13335 8890 545685 64966 255029 113292 112398 23981 585943 400916 141893 204860 54163 0 2749 182278 2226 37407 142645 40601
"199302" 605085 13823 9215 556318 67343 250894 127779 110302 25729 599658 398691 135790 205663 57238 0 2945 198022 5042 38406 154574 44015
"199303" 609199 13444 10999 556661 71449 248006 126473 110733 28095 605212 406819 140527 213185 53107 0 3146 195247 6183 37940 151124 47275
"199304" 617787 14072 11513 563098 74787 249047 123130 116134 29104 614650 415299 149067 215641 50591 0 3342 196009 10153 35569 150287 49255
"199401" 610681 14225 11639 559913 75602 253565 110974 119772 24904 614792 420788 155049 222049 43690 0 3537 190467 9921 33396 147150 52679
"199402" 611305 14601 11947 563598 77603 259174 102867 123954 21159 618116 428151 159669 230588 37894 0 3734 186231 10413 36470 139348 58252
"199403" 613855 14918 12205 569413 79283 258560 101560 130010 17319 627567 432744 158716 239951 34077 0 3930 190893 10525 41237 139131 63159
"199404" 636120 15500 12681 595056 82376 274916 103343 134421 12883 654908 452484 171566 247383 33535 0 4122 198302 6014 41777 150511 67461
"199501" 654740 16433 13446 609194 87339 285122 101375 135358 15667 673262 465675 167550 267460 30665 0 4291 203296 4910 42739 155647 71800
"199502" 678954 16811 13755 632876 89347 291433 110807 141289 15512 697520 479552 166858 278093 34601 0 4483 213485 4467 47203 161815 75673
"199503" 685797 16944 13864 639511 90055 288967 114765 145724 15478 703387 484773 162830 286516 35427 0 4685 213929 5456 48273 160200 78957
"199504" 705395 16309 16309 654563 95345 301604 105491 152123 18214 724227 500431 168617 300024 31790 0 4864 218932 7450 51054 160428 80848
"199601" 724053 16574 16574 673204 96890 303542 120257 152515 17701 741577 514075 168174 307509 38392 0 5049 222453 8169 50547 163737 83386
"199602" 727691 16813 16813 677538 98291 305721 119661 153865 16527 748234 525921 169568 319009 37344 0 5259 217054 9240 56298 151516 86729
"199603" 733839 17517 17517 681114 102407 299021 123847 155839 17691 754895 536168 173311 324439 38418 0 5469 213258 7511 55018 150729 90185
"199604" 757915 18953 18953 697114 110801 304692 126724 154897 22895 783328 555093 177984 336794 40315 0 5663 222572 8899 54557 159116 93177
"199701" 773092 18976 18976 705111 110934 308023 128558 157596 30029 789686 555734 185857 330937 38940 0 5847 228105 10845 72740 144520 96563
"199702" 783292 20144 20144 706823 117766 302104 125282 161671 36181 798077 584773 194460 354025 36288 0 6051 207253 10039 65719 131495 99779
"199703" 799572 19050 19050 732657 111370 307503 149090 164694 28815 813825 572009 190475 333280 48254 0 6271 235545 6327 74748 154470 97751
"199704" 799329 18554 22677 720786 120521 304094 128629 167542 37312 812883 584385 202613 341480 40292 0 6473 222025 5522 63126 153377 98800
"199801" 789831 19610 23968 734886 127383 309089 133161 165253 11367 804793 604966 212935 353112 38919 0 6670 193157 4699 60638 127820 97486
"199802" 811198 20116 24586 753799 130668 315670 137098 170363 12697 826232 634989 227355 367312 40322 0 6884 184359 6671 54801 122887 99656
"199803" 804207 18653 22798 760739 121165 313499 149901 176174 2017 817446 630872 228577 357968 44327 0 7100 179474 5540 51214 122720 97835
"199804" 859523 19644 24010 812759 127605 340919 160890 183345 3110 864167 645308 233340 365643 46325 0 7293 211566 8008 53998 149560 96605
"199901" 900735 21241 25962 842684 137978 354283 166579 183844 10848 895713 664939 224929 394718 45292 0 7488 223286 3382 52650 167254 97555
"199902" 932164 21855 26712 871725 141965 363143 175630 190987 11872 930052 694131 233158 413684 47289 0 7702 228219 7610 51813 168796 99590
"199903" 946422 21619 26424 890263 140434 370585 187786 191458 8116 929550 686760 207705 428899 50156 0 7914 234876 10009 70078 154789 102363
"199904" 1016701 21152 31728 946607 154573 395088 195304 201642 17214 1012680 720854 230422 430317 60115 0 8123 283703 9925 112457 161321 102878
"200001" 1086364 21529 32294 985148 157329 422737 200092 204990 47393 1102853 734442 232963 447137 54342 0 8338 360073 6920 132551 220602 106636
"200002" 1128880 21816 32724 1029716 159425 441876 215452 212963 44624 1144364 769958 224256 484002 61700 0 8572 365834 7346 123891 234597 109141
"200003" 1172750 22878 34318 1066591 167189 441898 228449 229055 48963 1191587 792327 219399 508183 64745 0 8815 390445 6626 133033 250786 110562
"200004" 1212912 23722 35584 1101883 173357 456178 237899 234449 51723 1233742 807111 240092 503255 63764 0 9074 417558 9273 138582 269703 109447
"200101" 1231820 24256 36385 1116162 177258 455743 248467 234694 55017 1244228 788746 182768 535716 70262 0 9344 446138 14698 137865 293575 108364
"200102" 1256852 23270 34904 1155778 170048 477377 265087 243266 42900 1266408 805114 184100 544301 76713 0 9628 451666 16092 140646 294928 112811
"200103" 1265579 24147 36221 1154567 176461 445526 275416 257164 50644 1268901 808971 174125 558826 76020 0 9926 450004 8721 142965 298318 111532
"200104" 1304021 23034 42777 1170745 192367 440219 258189 279970 67465 1299703 817992 162368 571319 84305 0 10236 471475 12853 156515 302107 107395
"200201" 1294153 22532 41844 1165210 188175 435101 258857 283077 64567 1284615 804084 141382 579901 82801 0 10561 469970 12416 142518 315036 102054
"200202" 1334640 23073 42851 1202233 192700 440427 275051 294055 66483 1329066 834654 135880 604567 94207 0 10898 483514 12258 150994 320262 101516
"200203" 1393916 24183 44912 1250844 201971 435430 301005 312438 73977 1391903 861320 148753 592315 120252 0 11249 519334 14545 162298 342491 94266
"200204" 1445585 25201 46801 1292508 210467 444043 330480 307518 81075 1435061 884204 147805 635288 101111 0 11614 539243 14497 179569 345177 89763
"200301" 1462539 26226 48705 1298216 219026 441554 327715 309921 89392 1440385 883053 134247 652051 96755 0 11992 545340 32454 178907 333979 88927
"200302" 1547005 28155 52288 1364531 235140 442347 359118 327926 102031 1544784 942260 152843 678261 111156 0 12384 590140 32457 200646 357037 84425
"200303" 1627897 30386 56430 1426617 253769 430996 367209 374643 114464 1624930 956506 141138 703846 111522 0 12789 655635 33257 198422 423956 83764
"200304" 1679471 27069 63162 1468694 263751 441742 370157 393044 120546 1674889 995291 145140 743228 106923 0 13209 666389 30668 202830 432891 79045
"200401" 1711475 26569 61995 1512163 258880 458788 382525 411970 110748 1716255 1012010 148076 753330 110604 0 13642 690603 34633 211789 444181 76267
"200402" 1748136 25546 59607 1565206 248908 453349 426711 436238 97777 1748965 1029952 151519 759260 119173 0 14088 704925 37986 234641 432298 75260
"200403" 1789632 25974 60607 1604754 253082 437235 443319 471118 98297 1791421 1063194 165076 766945 131173 0 14549 713678 40294 244070 429314 73878
"200404" 1857953 26278 61314 1675884 256037 451548 475953 492346 94477 1864258 1129623 175322 817353 136948 0 15024 719611 21786 257694 440131 74122
