"DATES" "FL793130005.Q" "FL793131005.Q" "FL763131005.Q" "FL723131005.Q" "FL753131005.Q" "FL743131005.Q" "FL443131005.Q" "FL473131005.Q" "FL793135005.Q" "FL763135005.Q" "FL723135005.Q" "FL753135005.Q" "FL743135005.Q" "FL443135005.Q" "FL473135003.Q" "FL793130005.Q" "FL153030005.Q" "FL143030005.Q" "FL103030003.Q" "FL113030003.Q" "FL213030005.Q" "FL313030003.Q" "FL263030005.Q" "FL793030005.Q" "FL443030053.Q" "FL473030005.Q" "FL573030005.Q" "FL223030005.Q" "FL633030000.Q" "FL403030005.Q" "FL613030003.Q"
"195502" 109566 102541 43159 43134 25 0 57184 2198 7025 7025 6796 229 0 0 0 109566 101280 1050 1050 0 2452 370 2922 1492 0 588 600 0 0 0 304
"195503" 110976 104096 43513 43488 25 0 58265 2318 6880 6880 6656 224 0 0 0 110976 102747 1025 1025 0 2313 352 2985 1554 0 615 623 0 0 0 316
"195504" 113274 106606 43836 43811 25 0 60324 2446 6668 6668 6446 222 0 0 0 113274 105087 1000 1000 0 2356 357 2799 1675 0 696 647 0 0 0 332
"195601" 115386 108798 44262 44236 26 0 61992 2544 6588 6588 6356 232 0 0 0 115386 107187 1000 1000 0 2508 351 2577 1763 0 759 671 0 0 0 333
"195602" 118567 111792 45102 45074 28 0 64033 2657 6775 6775 6526 249 0 0 0 118567 110157 1000 1000 0 2509 331 2772 1798 0 768 697 0 0 0 333
"195603" 120060 113421 45613 45584 29 0 65066 2742 6639 6639 6374 265 0 0 0 120060 111757 1000 1000 0 2347 330 2811 1815 0 759 724 0 0 0 332
"195604" 122702 116243 46155 46125 30 0 67174 2914 6459 6459 6186 273 0 0 0 122702 114368 1000 1000 0 2400 330 2657 1947 0 862 752 0 0 0 333
"195701" 126232 119536 47921 47892 29 0 68606 3009 6696 6696 6434 262 0 0 0 126232 117545 1000 1000 0 2584 340 2729 2034 0 917 781 0 0 0 336
"195702" 129781 123078 49331 49304 27 0 70628 3119 6703 6703 6458 245 0 0 0 129781 121082 1000 1000 0 2723 326 2598 2052 0 903 811 0 0 0 338
"195703" 131736 124998 50330 50305 25 0 71464 3204 6738 6738 6512 226 0 0 0 131736 123000 1000 1000 0 2742 340 2599 2055 0 872 842 0 0 0 341
"195704" 135000 128323 51346 51322 24 0 73596 3381 6677 6677 6462 215 0 0 0 135000 126168 1000 1000 0 2783 301 2533 2215 0 999 874 0 0 0 342
"195801" 140684 131906 52795 52772 23 0 75631 3480 8778 8778 8573 205 0 0 0 140684 129566 1550 1550 0 3433 270 3473 2392 0 1139 908 0 0 0 345
"195802" 146137 136089 54478 54455 23 0 78019 3592 10048 10048 9845 203 0 0 0 146137 133665 2100 2100 0 4114 274 3524 2460 0 1170 943 0 0 0 347
"195803" 148605 139021 55945 55923 22 0 79397 3679 9584 9584 9382 202 0 0 0 148605 136513 2000 2000 0 3735 300 3534 2523 0 1195 979 0 0 0 349
"195804" 151862 142594 56718 56696 22 0 82007 3869 9268 9268 9069 199 0 0 0 151862 139931 1900 1900 0 3589 327 3414 2701 0 1335 1017 0 0 0 349
"195901" 154402 145217 57725 57702 23 0 83516 3976 9185 9185 8982 203 0 0 0 154402 142404 1800 1800 0 3589 320 3444 2845 0 1428 1056 0 0 0 361
"195902" 157912 149108 59049 59026 23 0 85953 4106 8804 8804 8594 210 0 0 0 157912 146276 1700 1700 0 3647 331 3084 2874 0 1405 1096 0 0 0 373
"195903" 159429 151384 59958 59934 24 0 87216 4210 8045 8045 7829 216 0 0 0 159429 148597 1600 1600 0 3177 320 2873 2862 0 1337 1138 0 0 0 387
"195904" 161648 154121 60261 60236 25 0 89429 4431 7527 7527 7305 222 0 0 0 161648 151077 1500 1500 0 3179 285 2575 3032 0 1448 1182 0 0 0 402
"196001" 163526 156063 60294 60268 26 0 91232 4537 7463 7463 7233 230 0 0 0 163526 153039 1268 1268 0 3348 280 2475 3116 0 1483 1227 0 0 0 406
"196002" 167569 159640 61353 61326 27 0 93626 4661 7929 7929 7691 238 0 0 0 167569 156772 1087 1087 0 3748 290 2603 3069 0 1384 1275 0 0 0 410
"196003" 171505 162772 62754 62726 28 0 95276 4742 8733 8733 8485 248 0 0 0 171505 159969 1346 1346 0 4036 280 2822 3052 0 1312 1324 0 0 0 416
"196004" 176937 165847 62533 62504 29 0 98345 4969 11090 11090 10832 258 0 0 0 176937 163019 3000 3000 0 4557 262 2859 3240 0 1442 1374 0 0 0 424
"196101" 182482 171051 65100 65070 30 0 100857 5094 11431 11431 11163 268 0 0 0 182482 168106 3272 3272 0 4883 300 2463 3458 0 1595 1427 0 0 0 436
"196102" 189071 176434 67337 67306 31 0 103858 5239 12637 12637 12358 279 0 0 0 189071 173523 3863 3863 0 5266 288 2628 3503 0 1573 1482 0 0 0 448
"196103" 192783 179040 68090 68058 32 0 105598 5352 13743 13743 13452 291 0 0 0 192783 176155 4606 4606 0 5242 300 2903 3577 0 1578 1539 0 0 0 460
"196104" 197676 184140 69504 69471 33 0 109010 5626 13536 13536 13239 297 0 0 0 197676 181091 4100 4100 0 5465 284 2911 3825 0 1754 1598 0 0 0 473
"196201" 206020 190451 73053 73020 33 0 111609 5789 15569 15569 15268 301 0 0 0 206020 187262 5395 5395 0 6087 290 2904 4082 0 1942 1660 0 0 0 480
"196202" 213477 197269 76469 76436 33 0 114875 5925 16208 16208 15907 301 0 0 0 213477 194248 5554 5554 0 6341 300 2991 4043 0 1832 1723 0 0 0 488
"196203" 218126 202547 79308 79275 33 0 117205 6034 15579 15579 15279 300 0 0 0 218126 199652 4903 4903 0 6115 270 3129 4057 0 1771 1790 0 0 0 496
"196204" 226318 209944 82241 82207 34 0 121387 6316 16374 16374 16073 301 0 0 0 226318 206909 5000 5000 0 6450 269 3409 4281 0 1919 1858 0 0 0 504
"196301" 234903 216743 84883 84848 35 0 125357 6503 18160 18160 17847 313 0 0 0 234903 213677 5344 5344 0 7309 260 3802 4511 0 2088 1930 0 0 0 493
"196302" 242334 223877 88080 88043 37 0 129122 6675 18457 18457 18129 328 0 0 0 242334 221090 5160 5160 0 7466 254 3939 4425 0 1940 2004 0 0 0 481
"196303" 247248 228467 90207 90169 38 0 131445 6815 18781 18781 18437 344 0 0 0 247248 225871 5117 5117 0 7458 250 4128 4424 0 1875 2081 0 0 0 468
"196304" 255852 235539 92711 92671 40 0 135680 7148 20313 20313 19956 357 0 0 0 255852 232890 5687 5687 0 8093 260 4260 4662 0 2046 2161 0 0 0 455
"196401" 263318 241251 94747 94706 41 0 139164 7340 22067 22067 21703 364 0 0 0 263318 238566 6724 6724 0 8361 260 4530 4877 0 2179 2244 0 0 0 454
"196402" 271028 248397 97688 97647 41 0 143092 7617 22631 22631 22261 370 0 0 0 271028 245884 6452 6452 0 8680 257 4870 4885 0 2104 2330 0 0 0 451
"196403" 277057 253848 99924 99882 42 0 146114 7810 23209 23209 22833 376 0 0 0 277057 251544 6309 6309 0 8887 240 5185 4892 0 2023 2419 0 0 0 450
"196404" 286271 261194 102510 102468 42 0 150478 8206 25077 25077 24696 381 0 0 0 286271 258805 6671 6671 0 9812 272 5515 5196 0 2236 2512 0 0 0 448
"196501" 295943 268846 106950 106906 44 0 153517 8379 27097 27097 26699 398 0 0 0 295943 266482 7704 7704 0 10450 260 5669 5378 0 2309 2609 0 0 0 460
"196502" 303524 275017 109897 109851 46 0 156496 8624 28507 28507 28093 414 0 0 0 303524 272947 8601 8601 0 10573 260 5853 5290 0 2111 2709 0 0 0 470
"196503" 310388 280570 113218 113170 48 0 158576 8776 29818 29818 29389 429 0 0 0 310388 278598 9212 9212 0 11049 250 5959 5320 0 2024 2813 0 0 0 483
"196504" 319441 288458 116712 116662 50 0 162547 9199 30983 30983 30535 448 0 0 0 319441 286262 8993 8993 0 12186 250 6081 5669 0 2252 2921 0 0 0 496
"196601" 326323 293981 119939 119887 52 0 164673 9369 32342 32342 31878 464 0 0 0 326323 291757 9886 9886 0 12244 250 6291 5895 10 2342 3034 0 0 0 509
"196602" 332311 299348 124268 124214 54 0 165476 9604 32963 32963 32481 482 0 0 0 332311 297368 9708 9708 0 12634 240 6497 5864 36 2157 3151 0 0 0 520
"196603" 334584 301175 125974 125920 54 0 165504 9697 33409 33409 32928 481 0 0 0 334584 299556 9774 9774 0 12761 230 6466 5797 58 1940 3271 0 0 0 528
"196604" 339785 306483 127755 127701 54 0 168680 10048 33302 33302 32820 482 0 0 0 339785 304982 8603 8603 0 13462 220 6413 6105 80 2073 3418 0 0 0 534
"196701" 353136 316691 133856 133800 56 0 172610 10225 36445 36445 35939 506 0 0 0 353136 315021 9556 9556 0 15000 250 6852 6457 109 2269 3539 0 0 0 540
"196702" 364444 327431 139442 139383 59 0 177440 10549 37013 37013 36485 528 0 0 0 364444 325950 8777 8777 0 15651 270 7233 6563 130 2189 3682 17 0 0 545
"196703" 372564 335047 143764 143702 62 0 180581 10702 37517 37517 36964 553 0 0 0 372564 333692 9099 9099 0 15389 260 7437 6687 152 2085 3829 69 0 0 552
"196704" 380398 341194 145827 145762 65 0 184290 11077 39204 39204 38622 582 0 0 0 380398 339871 9682 9682 0 15731 267 7679 7168 168 2266 4014 161 0 0 559
"196801" 389189 349095 150560 150491 69 0 187213 11322 40094 40094 39476 618 0 0 0 389189 348388 9375 9375 0 16272 330 7374 7450 183 2457 4136 108 0 0 566
"196802" 393619 355212 153539 153466 73 0 189958 11715 38407 38407 37750 657 0 0 0 393619 354188 8129 8129 0 16447 321 7061 7473 196 2329 4303 75 0 0 570
"196803" 403163 361105 157433 157357 76 0 191847 11825 42058 42058 41371 687 0 0 0 403163 362318 8539 8539 0 17286 350 7230 7440 210 2026 4485 146 0 0 573
"196804" 413743 367814 159756 159676 80 0 195775 12283 45929 45929 45208 721 0 0 0 413743 370200 9056 9056 0 18880 368 7409 7830 237 2105 4680 230 0 0 578
"196901" 416259 374682 163126 162934 86 106 198914 12642 41578 41578 40702 770 106 0 0 416259 374872 7692 7692 0 18224 350 7188 7933 275 2224 4799 52 0 0 583
"196902" 416556 377600 163847 163489 88 270 200737 13016 38957 38957 37898 789 270 0 0 416556 380272 4593 4593 0 16547 352 6933 7859 244 1843 5040 143 0 0 589
"196903" 411224 378752 164757 164239 96 422 200788 13207 32472 32472 31191 859 422 0 0 411224 379309 3525 3525 0 13361 300 7048 7681 137 1515 5220 211 0 0 598
"196904" 413205 382331 166366 165771 103 492 202257 13708 30874 30874 29453 929 492 0 0 413205 379433 3652 3652 0 13050 211 8789 8070 200 1664 5429 170 0 0 607
"197001" 417227 385193 167915 167275 121 519 203197 14081 32035 31878 30274 1085 519 157 0 417227 379806 4548 4348 200 14796 180 9007 8890 463 2025 5646 138 0 0 618
"197002" 429357 393565 172409 171742 130 537 206583 14573 35793 35447 33744 1166 537 346 0 429357 388080 5911 5311 600 16939 202 9113 9112 520 1886 5866 209 0 0 631
"197003" 449677 399943 174777 174088 137 552 210362 14804 49735 49201 47421 1228 552 534 0 449677 406176 6325 5325 1000 19729 360 8033 9054 537 1604 6099 167 0 0 647
"197004" 468066 412949 180632 179924 141 567 216867 15450 55118 54396 52562 1267 567 722 0 468066 420870 6747 5347 1400 23012 463 7125 9849 575 2080 6315 213 0 0 666
"197101" 497652 437427 192117 191411 146 560 229087 16223 60225 59314 57436 1318 560 911 0 497652 442198 9344 7544 1800 25946 480 7190 12494 2225 2784 6567 233 0 0 685
"197102" 515222 455182 199178 198473 150 555 238945 17059 60041 58942 57035 1352 555 1099 0 515222 457534 11024 8824 2200 26041 517 7259 12847 2299 2900 6765 180 0 0 703
"197103" 530321 465851 202731 201959 162 610 245575 17545 64470 63183 61119 1454 610 1287 0 530321 470851 11865 9265 2600 26752 530 7360 12963 2303 2733 7033 174 0 0 720
"197104" 549909 481319 209303 208493 167 643 253701 18315 68591 67116 64972 1501 643 1475 0 549909 485758 12509 9509 3000 30236 520 7454 13432 2293 2984 7270 148 0 0 737
"197201" 574870 505099 218691 217888 177 626 267120 19288 69771 68085 65871 1588 626 1686 0 574870 504417 15140 11740 3400 31781 500 7950 15082 3058 3719 7513 39 0 0 753
"197202" 595775 519938 222899 222105 184 610 276866 20173 75837 73916 71649 1657 610 1921 0 595775 522359 16124 12324 3800 33077 492 8248 15475 3478 3373 7821 33 0 0 770
"197203" 616463 534569 227815 226997 157 661 286106 20648 81894 79740 77669 1410 661 2154 0 616463 542302 15141 10941 4200 33335 610 9412 15663 3403 3254 8155 65 0 0 786
"197204" 638377 550998 233957 232997 247 713 295465 21576 87380 84991 82110 2168 713 2389 0 638377 557247 16490 11890 4600 36970 606 10580 16484 3371 3609 8511 191 0 0 802
"197301" 670281 570053 240956 239950 287 719 306381 22716 100228 97605 94371 2515 719 2623 0 670281 578996 20589 15583 5006 39845 770 11538 18543 4287 4243 8891 304 0 0 818
"197302" 689939 582582 245058 244059 299 700 313622 23902 107357 104501 101253 2548 700 2856 0 689939 594414 23290 17879 5411 40305 730 12522 18678 4000 4184 9232 429 0 0 833
"197303" 704776 577997 240784 239702 335 747 313276 23937 126780 123690 120075 2868 747 3090 0 704776 608724 23084 17271 5813 42077 590 12640 17661 3260 3212 9680 660 0 0 849
"197304" 716793 590352 246767 245620 363 784 319130 24455 126442 122962 119165 3013 784 3480 0 716793 618720 22836 16623 6213 43585 439 13392 17821 2908 3222 10027 800 0 0 864
"197401" 742706 610529 255930 254777 375 778 329089 25510 132178 128279 124418 3083 778 3899 0 742706 638444 25526 18791 6735 45074 590 12930 20142 3540 4326 10444 887 67 0 878
"197402" 765395 615520 257461 256302 388 771 331460 26599 149876 145754 141724 3259 771 4122 0 765395 656346 26384 19179 7205 46528 446 15006 20685 3020 4506 10873 1183 210 0 893
"197403" 776619 613276 256462 255244 435 783 330180 26634 163343 158963 154439 3741 783 4380 0 776619 663911 26591 19045 7546 46098 490 18887 20642 2896 3349 11331 1373 786 0 907
"197404" 795472 628062 264965 263701 470 794 335643 27454 167411 162214 157390 4030 794 5197 0 795472 673659 28248 20464 7784 48544 477 21123 23421 3590 3790 11957 1543 1620 0 921
"197501" 822810 656027 275501 274177 493 831 351289 29237 166783 160762 155745 4186 831 6021 0 822810 696443 27638 19761 7877 46854 650 21217 30008 7169 5272 12495 1811 2326 0 935
"197502" 844694 686292 287538 286136 533 869 367727 31027 158402 152328 146813 4646 869 6074 0 844694 715411 29922 21958 7964 46531 492 22045 30293 6180 5794 13151 1688 2532 0 948
"197503" 861883 705132 296052 294493 648 911 377376 31704 156752 150694 144288 5495 911 6058 0 861883 729971 32325 24292 8033 45876 650 22329 30732 7997 4291 13832 1342 2308 0 962
"197504" 884715 726454 305294 303497 844 953 388223 32937 158262 152063 144070 7040 953 6199 0 884715 751307 32218 24130 8088 46942 572 22579 31097 8110 4248 14454 1171 2139 0 975
"197601" 914589 766015 322696 320985 762 949 408488 34831 148574 142245 134788 6508 949 6329 0 914589 778701 33151 24945 8206 48381 620 21185 32551 8407 5292 15095 1065 1705 0 987
"197602" 936971 789159 330745 328982 819 944 421901 36513 147812 141429 133674 6811 944 6383 0 936971 803434 34764 26347 8417 45411 724 20750 31888 7515 4925 15646 1133 1669 0 1000
"197603" 957201 813587 342022 340190 855 977 434332 37233 143615 136301 128177 7147 977 7314 0 957201 825788 34321 25462 8859 46481 570 20015 30026 6625 3708 16096 1055 1530 0 1012
"197604" 992370 847958 359872 357988 874 1010 449364 38722 144413 136830 128428 7392 1010 7583 0 992370 852494 38273 28783 9490 49064 731 20680 31128 6685 4145 16639 1148 1487 0 1024
"197701" 1030758 887120 377136 375100 903 1133 468992 40992 143638 135851 127079 7639 1133 7787 0 1030758 886638 37906 27955 9951 51802 590 20681 33141 6747 5505 17300 1098 1455 0 1036
"197702" 1055163 908986 383266 381037 946 1283 482764 42956 146177 137532 128323 7926 1283 8645 0 1055163 908363 39781 29290 10491 50471 810 21965 33773 6572 5150 18034 1401 1569 0 1047
"197703" 1084311 929238 387935 385580 949 1406 496952 44351 155074 145480 136017 8057 1406 9594 0 1084311 935405 41126 29897 11229 52759 760 20423 33838 6395 4524 18821 1483 1556 0 1059
"197704" 1116191 943206 388717 386098 1106 1513 508431 46058 172986 163080 152191 9376 1513 9906 0 1116191 955191 47583 35456 12127 55766 878 21006 35767 6811 5033 19644 1416 1793 0 1070
"197801" 1154069 967727 397495 394590 1198 1707 521485 48747 186342 174417 162524 10186 1707 11901 24 1154069 984278 47745 35080 12665 59578 690 21904 39874 7227 6559 20592 1758 2658 0 1080
"197802" 1179059 982203 400859 397627 1268 1964 530648 50696 196857 182960 170369 10627 1964 13837 60 1179059 1008501 48713 35386 13327 58731 1051 21882 40181 7124 5218 21590 2043 3115 0 1091
"197803" 1208987 999872 405741 402105 1476 2160 542809 51322 209116 193557 178999 12398 2160 15467 92 1208987 1035175 48565 34266 14299 61164 946 21739 41398 7012 4245 22509 2436 4095 0 1101
"197804" 1237634 1009558 403423 399330 1797 2296 554294 51841 228076 211728 194326 15106 2296 16220 128 1237634 1054187 53704 38182 15522 62912 942 23471 42418 7200 3635 23660 2354 4458 0 1111
"197901" 1266273 1034764 410297 406099 1845 2353 570782 53685 231509 212940 195291 15296 2353 18405 164 1266273 1073823 53027 36026 17001 65474 935 25198 47816 8146 5008 24727 2747 6067 0 1121
"197902" 1275276 1047656 417088 412702 2038 2348 575044 55524 227620 205404 186235 16821 2348 22016 200 1275276 1084105 52444 33981 18463 62093 973 24245 51416 8144 5878 25677 2844 7743 0 1130
"197903" 1307634 1061951 426915 422077 2288 2550 578521 56515 245684 218986 197548 18888 2550 26462 236 1307634 1108985 57541 37659 19882 62232 997 25665 52214 5327 5440 26714 3055 10538 0 1140
"197904" 1327591 1070184 433888 428780 2276 2832 580565 55731 257408 225581 204489 18260 2832 31555 272 1327591 1124067 61683 40414 21269 60793 1007 25904 54137 5000 4649 27894 3458 11987 0 1149
"198001" 1355106 1087310 448560 443416 2221 2923 584972 53778 267797 232013 211104 17986 2923 35476 308 1355106 1147788 60285 38748 21537 62596 909 25645 57883 5838 4345 28834 3569 14140 0 1157
"198002" 1373736 1108616 460470 455220 2278 2972 592611 55535 265121 226190 205416 17802 2972 38587 344 1373736 1166258 58764 36770 21994 58925 758 26640 62391 5600 5985 29703 3556 16381 0 1166
"198003" 1408272 1130072 468810 463164 2604 3042 602958 58304 278200 236373 212499 20832 3042 41447 380 1408272 1195857 60322 37399 22923 57595 988 25876 67634 6504 6508 30525 3559 19364 0 1174
"198004" 1470882 1153968 479875 473566 3109 3200 616152 57941 316914 272338 243818 25320 3200 44105 471 1470882 1242624 69253 45022 24231 58826 797 26880 72502 7533 7070 31832 3684 21201 0 1182
"198101" 1490763 1167800 488478 481811 3205 3462 620239 59083 322964 276057 246058 26537 3462 46414 493 1490763 1244925 75704 51034 24670 60356 823 26013 82942 7234 7564 32929 4107 29918 0 1190
"198102" 1510761 1169189 493716 486639 3236 3841 615642 59831 341572 292210 261197 27172 3841 48846 516 1510761 1264344 75574 50593 24981 57854 757 27063 85169 7376 7122 33733 3761 31980 0 1197
"198103" 1539484 1173929 502368 494588 3569 4211 612092 59469 365555 312799 278657 29931 4211 52241 515 1539484 1287021 74591 49315 25276 57983 667 26562 92660 5800 5956 34965 4296 40438 0 1205
"198104" 1582576 1203985 521939 513530 3967 4442 621879 60167 378591 324259 287742 32075 4442 53780 552 1582576 1311263 80671 54971 25700 61065 655 29152 99770 6791 7109 36482 3813 44363 0 1212
"198201" 1616409 1235505 544553 536794 3220 4539 628205 62747 380905 322742 290642 27561 4539 57475 688 1616409 1332255 80616 54405 26211 65520 784 30926 106308 9286 10477 39590 3972 41765 0 1218
"198202" 1648648 1250507 556367 548303 3565 4499 629576 64564 398141 338476 303634 30343 4499 58908 757 1648648 1354598 77346 50577 26769 63508 958 35205 117033 11393 11303 43039 4610 45464 0 1224
"198203" 1684997 1274188 571366 563089 3828 4449 636933 65889 410809 348753 311541 32763 4449 61260 796 1684997 1369487 85392 58000 27392 65194 986 36301 127637 11745 12466 46153 5083 50960 0 1230
"198204" 1741172 1345347 620995 612348 4136 4511 655985 68367 395825 329883 289554 35818 4511 65228 714 1741172 1417715 91673 63573 28100 64893 1127 39526 126238 13955 14530 49423 5992 41101 0 1237
"198301" 1800268 1454966 692336 684454 3196 4686 689701 72929 345303 280309 249138 26485 4686 64348 646 1800268 1490884 92246 63337 28909 64565 950 23566 128057 15408 19854 53601 7350 30600 0 1244
"198302" 1838883 1487817 710397 701882 3548 4967 700438 76982 351067 275962 241019 29976 4967 74477 628 1838883 1525323 97666 67829 29837 60535 749 24302 130308 16539 19217 59172 7757 26372 0 1251
"198303" 1887232 1517615 726916 718120 3550 5246 711803 78896 369618 278752 243688 29818 5246 90189 677 1887232 1582229 97393 66597 30796 59605 784 23976 123245 14778 15733 59347 7305 24823 0 1259
"198304" 1944973 1560403 751074 742377 3283 5414 728318 81011 384570 283332 250842 27076 5414 100545 693 1944973 1631561 101674 69974 31700 58633 676 25791 126638 15121 16176 61000 8785 24289 0 1267
"198401" 1996537 1597879 764115 755588 3046 5481 746749 87015 398659 284043 253363 25199 5481 113874 742 1996537 1691884 99993 67460 32533 56089 816 25546 122209 12715 17144 60303 10104 20768 0 1175
"198402" 2064534 1632582 783316 774411 3453 5452 757476 91790 431952 304158 270710 27996 5452 127168 626 2064534 1754131 99091 65810 33281 55083 841 29439 125949 10999 18032 60150 11093 24499 0 1176
"198403" 2111785 1659716 795505 786829 3269 5407 771702 92509 452070 313919 281874 26638 5407 137441 710 2111785 1806074 95221 61132 34089 57024 939 30159 122368 7314 16257 65018 12727 19842 0 1210
"198404" 2182046 1710609 826021 816828 3773 5420 792297 92291 471437 321114 284743 30951 5420 149509 814 2182046 1857519 104224 69124 35100 58862 1208 30495 129738 9622 14984 68039 11960 23971 0 1162
"198501" 2233439 1758885 851225 841772 3975 5478 809189 98471 474554 321939 284419 32042 5478 151721 894 2233439 1890642 109420 73050 36370 62869 1139 31059 138310 11494 16576 73269 14085 21703 0 1183
"198502" 2264906 1798331 875503 866221 3718 5564 817877 104951 466576 311830 277015 29251 5564 153779 967 2264906 1922599 104764 66808 37956 60563 1112 30855 145013 11145 18044 79762 14614 20172 0 1276
"198503" 2303627 1825468 889010 879205 4141 5664 826583 109875 478160 323289 284344 33281 5664 153837 1034 2303627 1956235 108177 68688 39489 62559 1195 32172 143289 11099 18511 78987 14149 19054 0 1489
"198504" 2340839 1852303 907891 897211 4915 5765 832711 111701 488537 332078 295592 30721 5765 155301 1158 2340839 1989517 109901 69301 40600 65888 1248 33712 140573 11889 19956 76602 13327 17318 0 1481
"198601" 2374977 1882784 921560 911913 3763 5884 841747 119477 492193 330677 294263 30530 5884 160293 1223 2374977 2014490 116137 74757 41380 67418 1621 29258 146053 12168 22319 78250 14072 17638 0 1606
"198602" 2396614 1914741 941696 931444 4216 6036 844813 128232 481874 319739 283768 29935 6036 160886 1249 2396614 2029486 122345 80427 41918 65426 1646 29975 147736 10226 25121 79185 14183 17411 0 1610
"198603" 2435951 1946056 960318 950024 4120 6174 852054 133684 489896 327390 286929 34287 6174 161090 1416 2435951 2051351 134442 92218 42224 66614 1456 30488 151600 9343 26994 81907 11595 19783 0 1978
"198604" 2470411 1978288 982330 968934 7143 6253 858114 137844 492124 333559 289022 38284 6253 156745 1820 2470411 2079530 127838 85530 42308 68239 1433 31252 162119 15855 27007 87016 9891 20052 0 2298
"198701" 2478927 1990829 985312 969972 9073 6267 859201 146316 488099 335213 292323 36623 6267 151302 1584 2478927 2097638 123132 81118 42014 73519 1321 31263 152054 9465 29086 83970 7403 19740 0 2390
"198702" 2502766 2001113 989102 976247 6644 6211 860994 151017 501653 350019 303703 40105 6211 149645 1989 2502766 2117051 122975 81792 41183 73491 1573 30578 157098 8993 31303 84140 5753 24564 0 2345
"198703" 2527690 2013544 993858 981146 6560 6152 869333 150353 514147 356842 309530 41160 6152 155558 1747 2527690 2148346 120919 80483 40436 72961 1520 30895 153049 8223 28421 81480 5019 27302 0 2604
"198704" 2589924 2048021 1010120 996195 7772 6153 888704 149197 541903 374953 326675 42125 6153 164868 2082 2589924 2200868 126333 85943 40390 75339 1651 32124 153609 7346 27408 76228 5216 34528 0 2883
"198801" 2671567 2122006 1034629 1020982 7457 6190 932343 155034 549561 380238 331736 42312 6190 167357 1966 2671567 2274765 124630 81972 42658 78302 1572 32010 160288 7218 30457 76644 5761 37184 0 3024
"198802" 2700250 2149198 1051125 1037243 7627 6255 939195 158878 551052 379546 331954 41337 6255 168745 2761 2700250 2308884 119384 74680 44704 73820 1644 33720 162798 7156 28792 82983 5865 34690 0 3312
"198803" 2748727 2167910 1063895 1049330 8224 6341 943787 160228 580818 403835 353952 43542 6341 174791 2192 2748727 2351608 124824 78949 45875 74581 1419 33663 162632 7095 25444 82855 6488 37499 0 3251
"198804" 2782290 2187212 1083939 1069198 8302 6439 942813 160460 595079 416758 361884 48435 6439 175867 2454 2782290 2380019 129230 82273 46957 73365 1404 35524 162748 7392 23951 87138 7116 33772 0 3379
