"DATES" "FL263191103.Q" "FL313091105.Q" "FL713091103.Q" "FL313131003.Q" "FL313131003.Q" "FL403197033.Q" "FL403197033.Q" "FL543077003.Q" "FL543077003.Q" "FL543195005.Q" "FL543195013.Q" "FL543195023.Q" "FL543195033.Q" "FL543195005.Q" "FL513176003.Q" "FL153076005.Q" "FL103076003.Q" "FL113076003.Q" "FL133076005.Q" "FL573095405.Q" "FL573095405.Q" "FL573074005.Q" "FL573074005.Q" "FL663097005.Q" "FL663097005.Q" "FL343150005.Q" "FL343150005.Q" "FL313195105.Q" "FL313195105.Q"
"199204" 1670 1670 0 0 0 30773 30773 15762 15762 97830 45159 32291 20380 97830 414265 184966 163037 39942 26320 247586 247586 54321 54321 153534 153534 410786 410786 0 0
"199301" 2001 2001 0 0 0 28736 28736 15889 15889 99770 46749 32422 20599 99770 418557 186683 165199 39889 26786 255081 255081 56975 56975 159684 159684 402820 402820 0 0
"199302" 2423 2423 0 0 0 24871 24871 16015 16015 101596 48230 32548 20818 101596 422000 187941 166647 40142 27270 257893 257893 59829 59829 163491 163491 412383 412383 0 0
"199303" 2985 2985 0 0 0 22755 22755 16141 16141 104689 50982 32671 21036 104689 425370 189116 167950 40498 27806 261806 261806 62933 62933 177918 177918 427230 427230 0 0
"199304" 1947 1947 0 0 0 23745 23745 16268 16268 105432 51386 32791 21255 105432 429441 190665 169677 40751 28348 267861 267861 66636 66636 197105 197105 447864 447864 0 0
"199401" 1911 1911 0 0 0 21916 21916 16400 16400 107391 52991 32806 21594 107391 433000 192295 171035 41135 28535 272422 272422 69970 69970 206857 206857 439948 439948 0 0
"199402" 2076 2076 0 0 0 18205 18205 16533 16533 108500 53745 32822 21933 108500 436500 193887 172417 41468 28728 278678 278678 73062 73062 222245 222245 449373 449373 0 0
"199403" 2410 2410 0 0 0 15410 15410 16665 16665 111611 56501 32837 22273 111611 440000 195507 173800 41800 28893 283400 283400 75948 75948 233742 233742 463883 463883 0 0
"199404" 2024 2024 0 0 0 15994 15994 16797 16797 113483 58019 32852 22612 113483 443988 197268 175375 42179 29166 297926 297926 78325 78325 221668 221668 485506 485506 0 0
"199501" 2027 2027 0 0 0 14796 14796 16977 16977 116223 60000 33119 23104 116223 453000 201577 178935 43035 29453 303617 303617 79682 79682 233510 233510 476892 476892 0 0
"199502" 2039 2039 0 0 0 17927 17927 17156 17156 118963 62000 33367 23596 118963 461890 205839 182446 43879 29726 309154 309154 81041 81041 214687 214687 486918 486918 0 0
"199503" 2281 2281 0 0 0 16922 16922 17336 17336 120078 62435 33555 24088 120078 459591 204395 181538 43661 29997 315759 315759 82398 82398 211925 211925 501617 501617 0 0
"199504" 2262 2262 0 0 0 19254 19254 17515 17515 121502 63233 33689 24580 121502 464792 206825 183593 44155 30219 322167 322167 83757 83757 216174 216174 506332 506332 0 0
"199601" 2409 2409 0 0 0 17505 17505 17713 17713 121703 63233 33689 24781 121703 467493 208188 184660 44412 30233 326999 326999 85114 85114 242572 242572 510850 510850 0 0
"199602" 2148 2148 0 0 0 14856 14856 17911 17911 122682 64000 33700 24982 122682 468940 208958 185231 44549 30202 332133 332133 86471 86471 249460 249460 522650 522650 0 0
"199603" 2065 2065 0 0 0 15357 15357 18108 18108 124033 65100 33750 25183 124033 474150 211620 187289 45044 30197 340885 340885 87829 87829 265248 265248 535788 535788 0 0
"199604" 2124 2124 0 0 0 18025 18025 18306 18306 129304 69424 34496 25384 129304 471354 209578 186185 44779 30812 340954 340954 89185 89185 276062 276062 561392 561392 0 0
"199701" 2149 2149 0 0 0 15240 15240 18390 18390 131634 70999 34648 25987 131634 473775 210697 187141 45009 30928 335924 335924 91610 91610 291354 291354 551537 551537 0 0
"199702" 2160 2160 0 0 0 13037 13037 18473 18473 134576 72575 35411 26590 134576 475131 211330 187677 45137 30987 347931 347931 93059 93059 337251 337251 561040 561040 0 0
"199703" 2189 2189 0 0 0 15324 15324 18557 18557 137407 74151 36063 27193 137407 480640 214073 189853 45661 31053 355620 355620 94508 94508 334254 334254 576602 576602 0 0
"199704" 2068 2068 0 0 0 18025 18025 18641 18641 139969 75726 36447 27796 139969 476153 211578 188080 45234 31261 351703 351703 97572 97572 333272 333272 601693 601693 0 0
"199801" 2090 2090 0 0 0 22330 22330 18607 18607 141869 76729 36754 28386 141869 480131 212862 189652 45612 32005 361658 361658 101929 101929 354101 354101 590469 590469 0 0
"199802" 2116 2116 0 0 0 21615 21615 18892 18892 143030 77136 36917 28977 143030 481274 212734 190103 45721 32716 352236 352236 106429 106429 382549 382549 601532 601532 0 0
"199803" 1978 1978 0 0 0 22799 22799 18379 18379 145968 79214 37186 29568 145968 484650 213688 191437 46042 33483 332203 332203 110976 110976 417619 417619 616276 616276 0 0
"199804" 1918 1918 0 0 0 24873 24873 17227 17227 150256 82985 37112 30159 150256 480414 210532 189763 45640 34479 344322 344322 110453 110453 403253 403253 642911 642911 0 0
"199901" 2040 2040 0 0 0 21497 21497 18523 18523 151789 84587 37461 29741 151789 480882 210421 189949 45683 34829 345366 345366 107339 107339 359947 359947 632554 632554 0 0
"199902" 2152 2152 0 0 0 17323 17323 18604 18604 152586 85997 37715 28874 152586 483829 211710 191113 45964 35042 346410 346410 103373 103373 375343 375343 642736 642736 0 0
"199903" 2269 2269 0 0 0 15885 15885 18645 18645 158046 90246 38122 29678 158046 487850 213491 192700 46346 35313 342453 342453 98336 98336 397233 397233 657468 657468 0 0
"199904" 2570 2570 0 0 0 17078 17078 19435 19435 161994 93471 38381 30142 161994 482933 210599 190759 45879 35696 345997 345997 92083 92083 419533 419533 684033 684033 0 0
"200001" 2276 2276 0 0 0 15054 15054 18702 18702 162928 94432 38391 30105 162928 483887 210912 191135 45970 35870 348793 348793 90069 90069 443885 443885 672950 672950 0 0
"200002" 2335 2335 0 0 0 12870 12870 18896 18896 164514 96540 38848 29126 164514 487466 212716 192549 46309 35892 335532 335532 83290 83290 467468 467468 683329 683329 0 0
"200003" 2436 2436 0 0 0 13577 13577 18750 18750 167432 97096 39606 30730 167432 489317 213611 193281 46485 35940 327695 327695 77999 77999 470575 470575 697363 697363 0 0
"200004" 2594 2594 0 0 0 17100 17100 19560 19560 168874 97386 39460 32028 168874 482122 209852 190438 45802 36030 308152 308152 72991 72991 508183 508183 704935 704935 0 0
"200101" 2494 2494 0 0 0 29883 29883 18723 18723 166047 96790 39973 29284 166047 484200 210584 191259 45999 36358 278852 278852 70761 70761 487825 487825 713274 713274 0 0
"200102" 2520 2520 0 0 0 26113 26113 18461 18461 171395 99512 40878 31005 171395 490921 214063 193914 46637 36307 291696 291696 64343 64343 542442 542442 724915 724915 0 0
"200103" 2550 2550 0 0 0 29415 29415 19264 19264 175896 101449 41274 33173 175896 507666 222347 200528 48228 36563 249172 249172 57207 57207 559816 559816 738233 738233 0 0
"200104" 2522 2522 0 0 0 25661 25661 19117 19117 175412 100523 40447 34442 175412 508248 222363 200758 48284 36843 275762 275762 48408 48408 578290 578290 765770 765770 0 0
"200201" 2530 2530 0 0 0 28432 28432 19436 19436 176540 102229 41030 33281 176540 515848 225958 203760 49006 37124 298216 298216 53365 53365 583947 583947 753737 753737 0 0
"200202" 2489 2489 0 0 0 26257 26257 19306 19306 182475 106972 42336 33167 182475 529422 232703 209122 50295 37302 272291 272291 50993 50993 597083 597083 762571 762571 0 0
"200203" 2593 2593 0 0 0 28644 28644 20028 20028 184925 108364 42998 33563 184925 544747 240276 215175 51751 37545 234050 234050 55347 55347 600208 600208 773685 773685 0 0
"200204" 2627 2627 0 0 0 27610 27610 20003 20003 185626 110600 40572 34454 185626 552370 243919 218186 52475 37790 249591 249591 49933 49933 575410 575410 790299 790299 15369 15369
"200301" 2591 2591 0 0 0 30492 30492 20695 20695 188462 112277 40694 35491 188462 567672 251366 224230 53929 38147 241467 241467 53470 53470 567683 567683 767803 767803 16094 16094
"200302" 2665 2665 0 0 0 30843 30843 20996 20996 191060 114434 41765 34861 191060 578806 256839 228628 54987 38352 274124 274124 49917 49917 628946 628946 778644 778644 17217 17217
"200303" 2685 2685 0 0 0 28438 28438 21018 21018 198141 118591 42605 36945 198141 597035 265908 235829 56718 38580 284510 284510 48597 48597 672720 672720 788146 788146 18445 18445
"200304" 2792 2792 0 0 0 20505 20505 20920 20920 199533 121520 40546 37467 199533 598991 266784 236601 56904 38702 316974 316974 49764 49764 677967 677967 814966 814966 34980 34980
"200401" 2878 2878 0 0 0 24894 24894 20963 20963 202384 123826 40438 38120 202384 609606 271604 240794 57913 39295 310554 310554 47487 47487 740154 740154 801183 801183 34473 34473
"200402" 2756 2756 0 0 0 19064 19064 21723 21723 202317 123090 41289 37938 202317 622540 277879 245903 59141 39617 313830 313830 50887 50887 735986 735986 809232 809232 35296 35296
"200403" 2796 2796 0 0 0 17869 17869 22032 22032 205384 125314 41930 38140 205384 647341 291180 255700 60497 39964 300341 300341 47904 47904 741355 741355 824347 824347 35864 35864
"200404" 2754 2754 0 0 0 18384 18384 22474 22474 210979 131296 41728 37955 210979 646858 290411 255509 60452 40486 328431 328431 46648 46648 764829 764829 855900 855900 52372 52372
"200501" 727 727 0 0 0 18186 18186 22743 22743 212686 132514 42187 37985 212686 653915 293590 258297 61112 40916 323005 323005 45497 45497 819503 819503 844345 844345 54286 54286
"200502" 616 616 0 0 0 17819 17819 23454 23454 213786 133400 42292 38094 213786 663358 298092 262026 61994 41246 325209 325209 43906 43906 891042 891042 840123 840123 50902 50902
"200503" 554 554 0 0 0 19142 19142 22684 22684 218441 137857 42597 37987 218441 690456 311821 272730 64526 41379 332487 332487 46226 46226 983452 983452 854157 854157 52873 52873
"200504" 563 563 0 0 0 19164 19164 22369 22369 217300 138320 42698 36282 217300 699176 315983 276174 65341 41678 338389 338389 44763 44763 939712 939712 882907 882907 75388 75388
"200601" 555 555 0 0 0 21526 21526 22602 22602 224106 141821 43188 39097 224106 702105 316490 277332 65615 42668 350784 350784 44251 44251 1015435 1015435 868760 868760 74191 74191
"200602" 561 561 0 0 0 18599 18599 22717 22717 228166 145062 43484 39620 228166 709709 319389 280336 66326 43658 344120 344120 43761 43761 1130239 1130239 873308 873308 73193 73193
"200603" 569 569 0 0 0 18210 18210 22681 22681 230748 146945 44022 39781 230748 716806 322059 283139 66989 44619 357001 357001 43276 43276 1220500 1220500 888247 888247 72740 72740
"200604" 554 554 0 0 0 18972 18972 22840 22840 232066 149780 43487 38799 232066 715764 320547 282728 66892 45597 387945 387945 42796 42796 1242303 1242303 918667 918667 93469 93469
"200701" 592 592 0 0 0 22741 22741 23411 23411 236707 152116 43766 40825 236707 722922 323576 285555 67561 46230 394802 394802 42322 42322 1377134 1377134 903380 903380 92276 92276
"200702" 470 470 0 0 0 21125 21125 23411 23411 238388 153240 43956 41192 238388 730151 326650 288411 68237 46853 426386 426386 42478 42478 1436481 1436481 892812 892812 112870 112870
"200703" 445 445 0 0 0 24555 24555 23809 23809 244821 157893 45077 41851 244821 737453 329594 291295 68919 47645 437047 437047 47152 47152 1415113 1415113 909027 909027 117682 117682
"200704" 24456 456 24000 0 0 20893 20893 23852 23852 247611 163257 43729 40625 247611 734472 327255 290118 68641 48458 431304 431304 47236 47236 1240242 1240242 951977 951977 137344 137344
"200801" 21499 499 21000 0 0 26682 26682 25152 25152 258286 171649 44214 42423 258286 741817 329461 293019 69327 50010 398800 398800 47682 47682 1369083 1369083 936888 936888 136915 136915
"200802" 62482 482 62000 0 0 20127 20127 25544 25544 259402 171986 44734 42682 259402 752235 334311 297449 70020 50455 403191 403191 48154 48154 1359654 1359654 943460 943460 138523 138523
"200803" 288699 436 288263 0 0 27091 27091 25332 25332 263304 175356 44758 43190 263304 767280 341205 303398 71420 51257 379229 379229 47924 47924 1136864 1136864 962291 962291 145019 145019
"200804" 554222 494 553728 0 0 15496 15496 27007 27007 265195 182708 40356 42131 265195 759854 337337 299997 70727 51793 317557 317557 47938 47938 887010 887010 1015287 1015287 163846 163846
"200901" 310364 447 309917 0 0 18991 18991 26511 26511 267448 184898 42040 40510 267448 757847 336012 299205 70540 52090 287833 287833 48814 48814 802182 802182 993222 993222 159645 159645
"200902" 115099 514 114585 0 0 18162 18162 24833 24833 268924 187157 41127 40640 268924 757360 335238 299013 70495 52614 338734 338734 53357 53357 843665 843665 997560 997560 160814 160814
"200903" 57281 525 56756 0 0 14653 14653 24461 24461 274613 192862 40528 41223 274613 758168 335042 299332 70570 53224 390025 390025 51617 51617 889216 889216 1013520 1013520 161936 161936
"200904" 10944 672 10272 0 0 15897 15897 22085 22085 273620 192408 39225 41987 273620 754834 332214 298159 70954 53507 412836 412836 50460 50460 856823 856823 1077221 1077221 180413 180413
"201001" 663 663 0 0 0 21140 21140 24610 24610 274788 193466 38317 43005 274788 753932 331683 297803 70869 53577 429869 429869 49911 49911 843309 843309 1060564 1060564 179337 179337
"201002" 1968 723 1245 0 0 17805 17805 25509 25509 280312 198014 38001 44297 280312 760592 334803 300434 71495 53860 407994 407994 49586 49586 758810 758810 1064808 1064808 180481 180481
"201003" 834 773 61 0 0 19687 19687 22560 22560 287580 204833 38339 44408 287580 765001 337248 302175 71909 53669 433774 433774 49384 49384 790552 790552 1081484 1081484 184404 184404
