"DATES" "FL253162005.Q" "FL213162005.Q" "FL213162400.Q" "FL213162205.Q" "FL163162005.Q" "FL103162005.Q" "FL253162005.Q" "FL153062005.Q" "FL103062003.Q" "FL113062003.Q" "FL213062003.Q" "FL263062003.Q" "FL763062005.Q" "FL443062005.Q" "FL513062003.Q" "FL543062003.Q" "FL223062003.Q" "FL633062000.Q" "FL653062003.Q" "FL553062003.Q" "FL563062003.Q" "FL403062005.Q" "FL663062003.Q"
"196003" 69924 69924 3548 66376 0 0 69924 30503 2548 0 2688 0 17226 687 7919 3510 4393 0 0 0 0 0 450
"196004" 70971 70971 3457 67514 0 0 70971 31007 2382 0 2747 0 17685 672 8084 3588 4406 0 0 0 0 0 400
"196101" 72420 72420 3820 68600 0 0 72420 30769 2780 0 2806 0 18590 666 8274 3693 4399 0 0 0 0 0 443
"196102" 73250 73250 3483 69767 0 0 73250 31610 2782 0 2824 0 18240 687 8501 3728 4374 0 0 0 0 0 504
"196103" 75018 75018 3875 71143 0 0 75018 31180 3191 0 2807 0 19776 687 8766 3808 4330 0 0 0 0 0 473
"196104" 76349 76349 3693 72656 0 0 76349 32506 2395 0 2763 0 20467 677 9057 3888 4263 0 0 0 0 0 333
"196201" 78037 78037 3901 74136 0 0 78037 31469 3376 0 2712 0 21873 633 9281 4039 4175 0 0 0 0 0 479
"196202" 79203 79203 3735 75468 0 0 79203 31384 3069 0 2679 0 23371 582 9498 4024 4058 0 0 0 0 0 538
"196203" 80552 80552 3680 76872 0 0 80552 31852 3056 0 2642 0 24305 563 9706 4073 3930 0 0 0 0 0 425
"196204" 81800 81800 3682 78118 0 0 81800 32087 2697 0 2573 0 25658 527 9905 4026 3804 0 0 0 0 0 523
"196301" 82976 82976 3508 79468 0 0 82976 31665 3366 0 2493 0 26532 475 10098 4029 3682 0 0 0 0 0 636
"196302" 84724 84724 3946 80778 0 0 84724 31642 3766 0 2434 0 28000 458 10289 3939 3553 0 0 0 0 0 643
"196303" 85899 85899 4005 81894 0 0 85899 31128 4571 0 2386 0 29102 451 10465 3876 3426 0 0 0 0 0 494
"196304" 87040 87040 4128 82912 0 0 87040 32094 3787 0 2334 0 30103 440 10612 3852 3304 0 0 0 0 0 514
"196401" 88177 88177 4162 84015 0 0 88177 32475 3824 0 2281 0 30888 424 10728 3843 3194 0 0 0 0 0 520
"196402" 89948 89948 4695 85253 0 0 89948 33112 4338 0 2243 0 31548 409 10811 3802 3089 0 0 0 0 0 596
"196403" 91760 91760 5092 86668 0 0 91760 34138 3791 0 2225 0 32827 409 10884 3822 2991 0 0 0 0 0 673
"196404" 93160 93160 4889 88271 0 0 93160 34854 3680 0 2223 0 33675 391 10970 3774 2900 0 0 0 0 0 693
"196501" 94661 94661 4689 89972 0 0 94661 33771 4889 0 2221 0 35034 381 11049 3746 2820 0 0 0 0 0 750
"196502" 96858 96858 5309 91549 0 0 96858 33792 5455 0 2207 0 36686 360 11101 3674 2748 0 0 0 0 0 835
"196503" 98905 98905 5712 93193 0 0 98905 34915 5186 0 2189 0 38051 349 11182 3595 2684 0 0 0 0 0 754
"196504" 100397 100397 5507 94890 0 0 100397 36531 4600 0 2167 0 38822 320 11349 3530 2625 0 0 0 0 0 453
"196601" 101842 101842 5275 96567 0 0 101842 37666 4068 0 2141 0 39773 317 11426 3539 2579 0 0 0 0 0 333
"196602" 104141 104141 6051 98090 0 0 104141 38778 4060 0 2119 0 40783 286 11588 3366 2543 0 0 0 0 0 618
"196603" 105524 105524 6236 99288 0 0 105524 39058 4506 0 2112 0 41636 270 11785 3320 2513 0 0 0 0 0 324
"196604" 106633 106633 6168 100465 0 0 106633 41151 3639 0 2125 0 41221 251 12040 3260 2481 0 0 0 0 0 465
"196701" 107874 107874 6067 101807 0 0 107874 39687 3345 0 2133 0 43634 246 12368 3217 2461 0 0 0 0 0 783
"196702" 110195 110195 7010 103185 0 0 110195 38330 3322 0 2136 0 47136 249 12785 3157 2442 0 0 0 0 0 638
"196703" 112319 112319 7826 104493 0 0 112319 39262 3106 0 2127 0 48354 243 13205 3129 2424 0 0 0 0 0 469
"196704" 113793 113793 8000 105793 0 0 113793 38208 3300 0 2125 0 50342 219 13542 3145 2406 0 0 0 0 0 506
"196801" 115278 115278 8074 107204 0 0 115278 37137 4290 0 2085 0 51666 230 13804 3175 2437 0 0 0 0 0 454
"196802" 117323 117323 8427 108896 0 0 117323 38066 3741 0 2144 0 52954 206 13998 3173 2372 0 0 0 0 0 669
"196803" 119319 119319 8102 111217 0 0 119319 37621 3201 0 2149 0 55748 204 14180 3169 2384 0 0 0 0 0 663
"196804" 122132 122132 8143 113989 0 0 122132 36490 3782 0 2171 0 58893 269 14403 3194 2382 0 0 0 0 0 548
"196901" 125803 125803 9006 116797 0 0 125803 40035 3600 0 2195 0 59090 271 14651 3230 2386 0 0 0 0 0 345
"196902" 129343 129343 10082 119261 0 0 129343 42266 3300 0 2252 0 60412 277 14908 3224 2368 0 0 0 0 0 336
"196903" 132054 132054 10721 121333 0 0 132054 45302 3050 0 2255 0 60055 285 15185 3224 2348 0 0 0 0 0 350
"196904" 133518 133518 10909 122609 0 0 133518 47244 2800 0 2236 0 59536 293 15496 3221 2331 0 0 0 0 0 361
"197001" 135658 135658 11218 124440 0 0 135658 48079 2675 0 2208 0 60481 302 15813 3235 2308 0 0 0 0 0 557
"197002" 138998 138998 12155 126843 0 0 138998 48227 3050 0 2294 0 63231 308 16110 3229 2159 0 0 0 0 0 390
"197003" 141582 141582 12261 129321 0 0 141582 48542 1925 0 2296 0 66004 317 16481 3272 2133 0 0 0 0 0 612
"197004" 145501 145501 13252 132249 0 0 145501 47144 2175 0 2384 0 70204 320 17021 3306 2032 0 0 0 0 0 915
"197101" 149746 149746 14386 135360 0 0 149746 46097 2425 0 2363 0 74525 371 17721 3314 2040 0 0 0 0 0 890
"197102" 153986 153966 15210 138756 0 20 153986 46375 2675 0 2331 0 77703 457 18575 3339 2042 0 0 0 0 0 489
"197103" 157928 157875 15820 142055 0 53 157928 46564 2925 0 2285 0 79794 481 19517 3366 2050 0 0 0 0 0 946
"197104" 161652 161566 15735 145831 0 86 161652 45970 3175 0 2132 0 82811 540 20481 3363 2152 0 0 0 0 0 1028
"197201" 165807 165681 16206 149475 0 126 165807 46559 3425 0 2004 0 85352 665 21508 3351 2229 0 0 0 0 0 714
"197202" 169358 169065 15722 153343 0 293 169358 46909 3675 0 1724 0 87041 786 22639 3351 2466 0 0 0 0 0 767
"197203" 172942 172476 15926 156550 0 466 172942 47181 3925 0 1937 0 89009 985 23776 3362 2123 0 0 0 0 0 644
"197204" 175818 175184 15787 159397 0 634 175818 47684 4175 0 1833 0 89960 1038 24820 3367 2029 0 0 0 0 0 912
"197301" 180262 179246 16164 163082 61 955 180262 50607 4425 0 2058 0 90620 1196 25807 3332 1622 0 0 0 0 0 595
"197302" 183929 182295 15879 166416 144 1490 183929 51521 5050 0 2053 0 91740 1194 26774 3374 1536 0 0 0 0 0 687
"197303" 187988 185754 16180 169574 255 1979 187988 54174 4675 0 1962 0 92612 1127 27674 3396 1650 0 0 0 0 0 718
"197304" 192693 189863 16102 173761 400 2430 192693 55136 4038 0 2062 0 95656 1106 28462 3412 1691 0 0 0 0 0 1130
"197401" 197202 193783 16055 177728 578 2841 197202 56629 4569 0 2044 0 97783 1139 29118 3485 1845 0 0 0 0 0 590
"197402" 201835 197783 16663 181120 787 3265 201835 57899 4558 0 2448 0 100603 1092 29626 3577 1444 0 0 0 0 0 588
"197403" 206004 201380 18296 183084 1028 3596 206004 62394 4593 0 2535 0 99807 1102 30102 3618 1248 0 0 0 0 0 605
"197404" 207999 202621 18811 183810 1300 4078 207999 62164 4654 0 2586 0 101148 1430 30662 3667 983 0 0 0 0 0 705
"197501" 210167 204056 19042 185014 1603 4508 210167 62603 6229 0 2562 0 100530 1970 31256 3696 789 0 0 0 0 0 532
"197502" 214248 206992 19786 187206 1937 5319 214248 63059 7296 0 2468 0 102305 2201 31835 3783 728 0 0 0 0 0 573
"197503" 216917 208694 18071 190623 2303 5920 216917 65177 5419 0 3199 0 102379 2605 32480 4165 906 0 0 0 0 0 587
"197504" 222956 213578 18552 195026 2700 6678 222956 66809 4846 0 4969 0 102927 3053 33273 4508 1940 0 0 0 0 0 631
"197601" 227091 216975 17019 199956 3131 6985 227091 69757 4084 0 6131 0 101172 2973 34636 5014 2193 0 0 0 0 0 1131
"197602" 236798 225736 18777 206959 3575 7487 236798 73874 3474 0 7000 0 104102 3467 35250 5196 3150 0 23 0 0 0 1262
"197603" 241084 228642 17801 210841 4082 8360 241084 74962 3984 0 7348 0 104550 3513 36459 5406 3383 0 111 0 0 0 1368
"197604" 243876 230013 14485 215528 4700 9163 243876 72859 4228 0 7341 0 105976 3642 38679 5594 3360 0 525 0 0 0 1672
"197701" 248344 230963 11159 219804 5453 11928 248344 73367 4104 0 7084 0 107100 3740 41791 5712 2872 0 984 0 0 0 1590
"197702" 260914 240472 13385 227087 6363 14079 260914 77980 4396 0 6941 2 111277 3844 43509 5805 3628 0 1403 0 0 0 2129
"197703" 267803 244799 13033 231766 7291 15713 267803 76843 5068 0 7357 35 114567 4032 46227 6030 3556 0 1875 0 0 0 2213
"197704" 273620 248143 11570 236573 8100 17377 273620 78835 4370 0 7920 68 115155 4028 49390 6051 3544 0 2155 0 0 0 2104
"197801" 283342 255832 9887 245945 8808 18702 283342 84721 3635 0 8559 101 115594 3973 53070 6002 3386 0 2587 0 0 0 1714
"197802" 298639 268370 11430 256940 9431 20838 298639 92107 4429 0 8346 134 118682 4183 56471 5943 3732 0 2640 0 0 0 1972
"197803" 311442 278386 11898 266488 10039 23017 311442 97667 4976 0 8168 167 121812 4411 60132 6073 3668 0 2783 0 0 0 1585
"197804" 324876 289135 12154 276981 10700 25041 324876 104168 4611 0 7238 200 126205 4610 62931 6402 3951 0 2683 0 0 0 1877
"197901" 334127 295363 10970 284393 11398 27366 334127 109320 4885 0 6457 233 128096 4439 65766 6090 4073 0 3013 0 0 0 1755
"197902" 344686 302887 11801 291086 12118 29681 344686 116924 4620 0 6381 266 129353 4405 67217 6089 3867 0 3660 0 0 0 1904
"197903" 355757 310578 13424 297154 12854 32325 355757 121212 4003 0 6437 299 133399 4277 70053 6240 3880 0 4069 0 0 0 1888
"197904" 364182 315554 13131 302423 13600 35028 364182 123569 4458 0 6788 332 135583 4080 72811 6428 3910 0 4039 0 0 0 2184
"198001" 370864 319378 11846 307532 14339 37147 370864 124044 7715 0 7036 365 136339 3931 75353 6462 4101 756 3654 0 0 0 1108
"198002" 380809 325729 13147 312582 15056 40024 380809 126304 7878 0 7354 398 140035 3831 77080 6338 4025 1659 4169 0 0 0 1738
"198003" 390860 332297 14621 317676 15820 42743 390860 128669 7319 0 7409 431 145163 3894 78962 6466 3921 2469 4439 0 0 0 1718
"198004" 399440 336848 14868 321980 16700 45892 399440 130055 9362 0 7008 464 148782 3580 80533 6701 4059 1967 4420 0 0 0 2509
"198101" 408226 341667 15122 326545 17634 48925 408226 143008 5021 0 6874 497 147747 3615 81607 6832 3920 2679 4730 0 0 0 1696
"198102" 418219 346762 15562 331200 18563 52894 418219 151242 3199 0 6712 530 148803 3644 82699 6956 3995 3363 5010 0 0 0 2066
"198103" 431847 356158 17057 339101 19660 56029 431847 160075 3986 0 6925 563 151479 3623 83862 7044 3859 3630 5035 0 0 0 1766
"198104" 443653 363230 16006 347224 21100 59323 443653 160273 10606 0 7139 596 154015 3593 83923 7151 3856 4395 5102 0 0 0 3004
"198201" 456863 371040 15228 355812 22860 62963 456863 172579 8858 0 7598 629 153285 3454 84687 7501 3651 7261 5487 0 0 0 1873
"198202" 474230 383029 19038 363991 24914 66287 474230 189638 6708 0 7601 662 152246 3326 85885 7876 3848 8085 5924 0 0 0 2431
"198203" 491353 393578 22112 371466 27186 70589 491353 199590 8272 0 7605 695 152179 3142 86588 8241 3550 11626 6757 0 0 0 3108
"198204" 508049 403983 22737 381246 29600 74466 508049 201055 12178 0 7383 728 158330 3308 86968 9047 3131 13321 7972 0 0 0 4628
"198301" 520910 411681 19704 391977 32309 76920 520910 212507 14440 0 7551 761 153436 3299 87144 9219 2363 17025 9715 0 0 131 3319
"198302" 543310 428044 21554 406490 35463 79803 543310 230733 16085 0 7254 794 154685 3151 86988 9852 2483 16262 10862 0 0 340 3821
"198303" 559704 439293 21548 417745 38535 81876 559704 245180 14241 0 7506 827 156639 3141 86747 10022 2423 16584 12216 0 0 564 3614
"198304" 575106 450209 21256 428953 41000 83897 575106 246654 18268 0 7955 860 162076 3084 86667 9986 2000 16918 13424 0 0 742 6472
"198401" 590092 460827 18502 442325 43368 85897 590092 254590 23572 0 8454 893 161474 2882 86081 9014 2151 21391 15008 0 0 886 3696
"198402" 610773 477008 18960 458048 45649 88116 610773 274778 23026 0 8743 926 161158 2754 85528 8712 2264 22564 15939 0 0 1011 3370
"198403" 631749 493057 18439 474618 48212 90480 631749 290218 20664 0 8682 959 166653 2694 85108 8444 2068 22613 17578 0 0 1124 4944
"198404" 650603 494993 17600 477393 51171 104439 650603 290436 22483 0 9016 1000 174601 2753 84742 8713 1534 23972 19113 0 0 1232 11008
"198501" 675913 516139 14750 501389 53635 106139 675913 317683 18276 0 8650 1050 169850 2775 84943 8891 1550 34454 21754 200 0 1326 4511
"198502" 705901 539249 14983 524266 56013 110639 705901 330920 26658 0 8151 1100 171905 2741 85523 8914 1278 35428 25987 400 0 1398 5498
"198503" 737592 563703 19920 543783 57850 116039 737592 347651 22113 0 9145 1150 182731 2733 87176 9044 1225 37071 29294 650 0 1476 6133
"198504" 859484 651111 20528 630583 81334 127039 859484 395065 25572 0 9605 1200 231749 3396 88248 9708 1128 36448 34904 950 0 1589 19922
"198601" 855878 653141 19139 634002 78698 124039 855878 399332 20530 0 9822 1250 214109 3209 90732 10023 938 51637 42813 1200 0 1742 8541
"198602" 883232 684072 23362 660710 78393 120767 883232 412498 25314 0 10086 1300 208868 3079 93885 10791 1196 56296 48791 1450 0 1941 7737
"198603" 898843 700113 20400 679713 79199 119531 898843 398687 24145 0 10312 1350 217587 3268 97642 11648 1035 60919 58207 1700 0 2133 10210
"198604" 920383 724873 20402 704471 78372 117138 920383 410850 25055 0 10415 1400 203363 3084 101937 11659 709 64088 66960 2000 0 2268 16595
"198701" 949044 753356 18678 734678 78339 117349 949044 436079 23308 0 10444 1450 192574 2929 107141 10658 553 70544 76597 2241 0 2293 12233
"198702" 965157 770823 12717 758106 78188 116146 965157 462468 19994 0 10446 1500 185615 2914 113625 10944 606 67023 76742 2458 0 2465 8357
"198703" 989645 795600 16238 779362 77948 116097 989645 489320 19285 0 10381 1550 180032 3039 119972 10208 647 65229 76633 2751 0 2627 7971
"198704" 1011975 817678 19574 798104 78073 116224 1011975 516598 19364 0 10205 1600 174258 3052 124765 10681 808 61817 74827 3271 0 2443 8286
"198801" 1020754 826823 18145 808678 78178 115753 1020754 521748 19051 0 10039 1650 166997 2610 128262 10565 667 70503 76319 3914 0 2423 6006
"198802" 1032495 838042 16253 821789 78285 116168 1032495 539156 16091 0 10000 1700 161609 2718 130723 10035 742 66198 78682 4996 0 2470 7375
"198803" 1056583 861662 19952 841710 78989 115932 1056583 563250 16012 0 10086 1750 158628 2903 132529 9511 622 65497 80343 6175 0 2310 6967
"198804" 1079962 883989 21536 862453 79564 116409 1079962 586008 16794 0 10288 1800 151589 2821 134060 9136 533 66084 82946 7497 0 2926 7480
"198901" 1087465 892568 20333 872235 79271 115626 1087465 586659 22931 0 10514 1850 147880 2614 134751 8842 467 68113 86651 8565 0 2737 4891
"198902" 1094584 899977 18847 881130 79517 115090 1094584 590059 24648 0 10673 1900 143306 2461 134774 8830 403 66815 91584 9426 0 2688 7017
"198903" 1112503 917344 24085 893259 80471 114688 1112503 600130 27997 0 10771 1950 140020 2676 134580 8982 336 70412 94850 11252 0 2761 5786
"198904" 1129798 931593 24843 906750 82715 115490 1129798 613331 32351 0 10816 2000 133802 2631 134766 9028 268 70060 98644 12101 0 2903 7097
"199001" 1147494 949669 23433 926236 82882 114943 1147494 629655 24637 0 10871 2050 130131 2816 135208 9322 479 77886 102217 12923 0 3137 6162
"199002" 1159783 960810 21854 938956 83695 115278 1159783 642618 23911 0 11000 2100 124282 2752 135776 10963 486 76486 106365 12768 0 3550 6726
"199003" 1170082 970791 27903 942888 84265 115026 1170082 643630 25802 0 11229 2150 122844 2930 136382 11818 245 79513 109213 13248 0 3689 7389
"199004" 1178619 977772 27788 949984 85694 115153 1178619 647709 24671 0 11583 2200 117428 3015 136936 12308 473 84006 112590 14121 0 3685 7894
"199101" 1191778 991423 28012 963411 85495 114860 1191778 651357 25480 0 11896 2250 113316 2796 135084 14000 364 91343 117529 16225 0 3502 6636
"199102" 1211966 1009504 27857 981647 86925 115537 1211966 673978 25455 0 12000 2300 108682 2736 131523 11329 487 87902 123750 19233 0 3442 9149
"199103" 1242263 1037959 34805 1003154 89027 115277 1242263 689596 36642 0 11907 2350 105622 2476 128130 11909 549 86728 132088 22405 0 3426 8435
"199104" 1272079 1068584 34659 1033925 89511 113984 1272079 701809 44818 0 11627 2400 103212 2414 126778 10228 619 90592 139740 25413 0 2981 9448
"199201" 1275453 1070532 29685 1040847 90587 114334 1275453 707243 33322 0 11284 2450 100720 2273 127215 10138 554 97309 142612 29411 0 3056 7866
"199202" 1287091 1080174 26923 1053251 91820 115097 1287091 702540 40878 0 11000 2500 98852 2290 129179 10281 534 93945 148722 33176 0 3075 10120
"199203" 1301309 1093769 38379 1055390 91436 116104 1301309 702734 39984 0 10751 2550 98964 2322 131829 10743 378 92329 159511 36731 0 3120 9364
"199204" 1295401 1085225 33586 1051639 91891 118285 1295401 672194 45813 0 10502 2600 97511 2055 134324 11375 445 96006 168394 39682 0 3188 11313
"199301" 1314788 1102882 34103 1068779 92579 119327 1314788 671146 44494 0 10253 2650 95865 2102 136948 11501 460 101253 182487 42700 0 3025 9904
"199302" 1343078 1128561 33848 1094713 93812 120705 1343078 674850 47081 0 10000 2700 96646 2049 139982 12545 617 98606 194928 45718 0 3005 14351
"199303" 1360066 1143629 37630 1105999 93740 122697 1360066 663392 56150 0 9746 2750 99176 2025 143137 13898 1222 101289 201700 48736 0 2629 14216
"199304" 1361698 1143882 35378 1108504 92952 124864 1361698 640834 54708 1484 9483 2800 99166 2111 146124 14726 1371 105586 211289 51754 0 3129 17133
"199401" 1361402 1140838 37493 1103345 93617 126947 1361402 633415 52060 1516 9229 2850 99665 2113 147250 14604 716 117466 212128 52159 0 3153 13079
"199402" 1352276 1128085 30781 1097304 94724 129467 1352276 622109 49969 1549 9000 2900 99321 2186 148500 13025 845 113747 220328 52564 0 3730 12503
"199403" 1341280 1115642 34360 1081282 95193 130445 1341280 613049 50035 1581 8796 2950 98650 2185 150500 12598 1104 113222 216711 52969 0 4529 12402
"199404" 1325770 1097943 33200 1064743 96138 131689 1325770 594125 56706 1614 8608 3000 97576 2029 153782 12837 1112 113395 206987 53374 0 5170 15455
"199501" 1311393 1083130 36797 1046333 96515 131748 1311393 589512 47372 1763 8442 3238 95342 2026 155400 11736 1053 119271 206083 54573 0 4744 10838
"199502" 1304195 1074431 32680 1041751 97003 132761 1304195 560368 63360 1913 8300 3476 94386 2022 157100 13159 1131 120833 205439 55772 0 5235 11702
"199503" 1278456 1048582 32618 1015964 96364 133510 1278456 554997 40286 2062 7192 3714 93311 2048 159050 12706 1374 123316 206132 56971 0 5992 9305
"199504" 1268157 1037040 34430 1002610 96359 134758 1268157 533354 36787 2212 5115 3952 93375 1988 161036 11894 1830 127687 210188 58170 0 7846 12723
"199601" 1264843 1032290 35865 996425 97616 134937 1264843 522914 28016 2315 4057 4190 92966 1993 163004 12333 2271 141029 212127 58410 0 10353 8866
"199602" 1269829 1033512 34210 999302 99207 137110 1269829 523112 31437 2419 4793 4428 92655 1983 166999 12111 1297 136701 212630 58650 0 11812 8802
"199603" 1251696 1014241 37548 976693 100371 137084 1251696 500191 33603 2523 4560 4666 92717 2074 168247 12382 496 138598 212958 58890 0 11924 7867
"199604" 1261631 1021340 40682 980658 102440 137851 1261631 492959 31017 2627 4639 4904 94236 2090 175366 13371 561 144481 213310 59130 0 12111 10830
"199701" 1266301 1024126 41691 982435 103523 138652 1266301 473310 30361 2764 4430 5142 94018 1939 187643 13517 2051 155676 214231 59206 0 11958 10056
"199702" 1283206 1036877 39296 997581 106529 139800 1283206 484075 36262 2901 4540 5380 94332 2027 188632 13735 2059 151807 215095 59282 0 11716 11363
"199703" 1294019 1045093 44566 1000527 107244 141682 1294019 484181 33371 3039 4000 5618 96160 2082 189950 14115 2467 158890 217986 59358 0 11753 11049
"199704" 1318530 1066957 48996 1017961 109571 142002 1318530 497641 27380 3176 3900 5856 96651 2129 191625 16651 1503 166964 219760 59434 0 12658 13203
"199801" 1344209 1086783 49897 1036886 113584 143842 1344209 498690 29203 3088 3500 6094 95779 1724 196617 17174 2080 179869 224581 59751 0 13678 12381
"199802" 1373908 1110880 44448 1066432 117536 145492 1373908 517575 26479 3001 3000 6332 98306 1990 199293 17573 2227 177366 231195 60068 0 14209 15294
"199803" 1380576 1114893 40797 1074096 118674 147009 1380576 504963 25803 2913 3040 6570 101464 2254 201438 17956 2151 185288 234068 60385 0 17584 14699
"199804" 1402728 1133636 42728 1090908 121329 147763 1402728 498712 25748 2825 3194 6808 104849 2496 208089 18364 3252 192809 242576 60702 0 19159 13145
"199901" 1425161 1152668 43649 1109019 123350 149143 1425161 505673 24734 2793 3272 7046 106480 2739 204214 19010 4536 204092 247358 62482 0 18342 12390
"199902" 1441525 1165057 41503 1123554 126171 150297 1441525 523433 21096 2762 3333 7284 107576 2912 204839 19485 3241 196100 250014 65360 0 19751 14339
"199903" 1447418 1166567 42974 1123593 128874 151977 1447418 518971 29423 2730 3395 7522 109425 2927 201454 19861 3122 197923 247546 68881 0 21395 12844
"199904" 1457089 1172521 45291 1127230 131742 152826 1457089 528080 25002 2698 3519 7760 110763 3001 198988 20077 3044 210363 239400 69712 0 22735 11947
"200001" 1461603 1175824 46952 1128872 132517 153262 1461603 527180 28229 2635 3587 8000 111927 3085 194732 19960 2900 223596 232001 70614 0 22315 10842
"200002" 1472014 1182717 45705 1137012 135917 153380 1472014 548797 32062 2572 3625 8000 112395 3030 190365 19620 2836 218298 227558 70095 0 22893 9868
"200003" 1466923 1176656 43774 1132882 136330 153937 1466923 542019 26918 2509 3690 8000 113491 3022 188084 19400 2272 224609 228301 69596 0 24177 10836
"200004" 1480713 1189025 46648 1142377 137501 154187 1480713 531224 31938 2446 3723 8000 114126 3170 184118 19111 1707 242506 230431 67728 0 29197 11289
"200101" 1509604 1216279 52839 1163440 138656 154669 1509604 550721 26641 2711 3770 8000 112541 3998 180991 19082 1943 252598 235858 68642 0 29450 12658
"200102" 1548605 1250465 55118 1195347 142324 155816 1548605 582252 23426 2976 3870 8000 116233 4152 180991 19005 1779 251711 239910 70004 0 30619 13677
