"DATES" "FL653164205.Q" "FL653164205.Q" "FL153064205.Q" "FL103064203.Q" "FL213064203.Q" "FL263064203.Q" "FL723064203.Q" "FL473064203.Q" "FL513064203.Q" "FL543064203.Q" "FL573064205.Q" "FL223064203.Q"
"198103" 56895 56895 48742 1498 0 0 0 0 0 1329 5326 0
"198104" 59842 59842 52640 1624 0 0 0 0 0 1507 4071 0
"198201" 57582 57582 49981 1882 0 0 0 0 0 1791 3928 0
"198202" 58968 58968 50031 2265 0 0 0 0 0 2208 4464 0
"198203" 66340 66340 55666 2689 0 0 0 0 0 2607 5378 0
"198204" 76852 76852 65110 3070 0 0 0 0 0 2837 5835 0
"198301" 88829 88829 76160 3409 0 0 0 0 0 2904 6356 0
"198302" 105428 105428 92057 3707 0 0 0 0 0 2816 6848 0
"198303" 108621 108621 95017 4044 0 0 0 0 0 2697 6863 0
"198304" 112121 112121 98040 4501 0 0 0 0 0 2671 6909 0
"198401" 115625 115625 101128 5034 0 0 0 0 0 2683 6780 0
"198402" 116949 116949 102156 5604 0 0 0 0 0 2673 6516 0
"198403" 130023 130023 113704 6295 0 0 0 0 0 2749 7275 0
"198404" 135610 135610 117502 7193 0 0 0 0 0 3019 7896 0
"198501" 155269 155269 134497 8651 0 0 0 0 0 3526 8595 0
"198502" 179853 179853 156371 10112 0 0 0 0 0 3979 9391 0
"198503" 198848 198848 174872 10393 0 0 0 0 0 4171 9412 0
"198504" 245911 245911 213770 10799 0 0 0 0 0 3514 11055 6773
"198601" 308737 308737 269019 12589 0 0 0 0 0 6894 12882 7353
"198602" 348453 348453 305378 13947 0 0 0 0 0 9525 12804 6799
"198603" 382028 382028 338735 14709 0 0 0 0 0 11032 11749 5803
"198604" 426494 426494 378721 15676 0 0 0 0 0 14460 12092 5545
"198701" 500753 500753 447407 16057 0 0 0 0 0 13587 16180 7522
"198702" 534895 534895 477400 15039 0 0 0 0 0 13018 20161 9277
"198703" 548617 548617 487440 14628 0 0 0 0 0 12078 23577 10894
"198704" 480185 480185 424538 12817 0 0 0 1752 0 12099 19881 9098
"198801" 508509 508509 450895 12167 0 0 0 1700 0 13100 21582 9065
"198802" 507531 507531 447700 11478 0 0 0 1642 0 15098 22743 8870
"198803" 500342 500342 441184 10912 55 0 0 1500 0 17191 21668 7832
"198804" 500525 500525 439144 10627 94 0 0 1366 0 18474 23372 7448
"198901" 508503 508503 442485 10876 211 0 2308 1300 0 18916 25036 7371
"198902" 537282 537282 467746 11643 500 0 2258 1210 0 18483 27828 7614
"198903" 567209 567209 493683 12045 945 0 2269 1215 0 18212 30811 8029
"198904" 589561 589561 513038 11709 1531 0 2173 1218 0 19137 32975 7780
"199001" 578579 578579 499992 11097 2226 0 1944 1300 0 21105 33658 7257
"199002" 618068 618068 529398 11261 3000 0 1960 1383 0 23956 38730 8380
"199003" 577048 577048 490507 9296 3867 0 1991 1400 0 27285 35741 6961
"199004" 608355 608355 511525 9723 4844 0 1902 1413 0 30689 40487 7772
"199101" 668086 668086 580480 11775 5899 0 2486 1675 0 6879 49162 9730
"199102" 688938 688938 594163 12357 7000 0 2656 1939 0 7113 53437 10273
"199103" 753266 753266 640745 13606 8156 2900 3479 2250 0 7731 62164 12235
"199104" 769485 769485 645038 14828 9375 5801 3740 2569 0 8629 66403 13102
"199201" 810091 810091 670619 16197 10656 8701 4457 3150 0 8977 73093 14241
"199202" 876790 876790 724897 17119 12000 11601 3990 3721 0 7291 80498 15673
"199203" 915815 915815 749014 18891 13406 14501 4353 3890 0 11998 84147 15615
"199204" 992537 992537 799428 21148 14875 17402 3356 4060 0 18157 96196 17915
"199301" 1080846 1080846 868162 23483 16406 20302 3742 4300 0 19209 105785 19457
"199302" 1172808 1172808 940475 25215 18000 23202 3367 4593 0 19635 117163 21158
"199303" 1278067 1278067 1022616 27899 19649 26103 3751 4400 0 20705 129489 23455
"199304" 1375386 1375386 1098012 29776 21347 29003 3889 4201 0 21284 142243 25631
"199401" 1414213 1414213 1122014 29526 23121 31903 2988 3700 85 21399 153009 26468
"199402" 1445412 1445412 1139040 29114 25000 34803 2330 3368 166 21868 162145 27578
"199403" 1515754 1515754 1179990 30922 27107 37704 2036 3000 255 23624 180587 30529
"199404" 1477349 1477349 1096563 31061 29100 40604 2007 2633 336 24367 205897 44781
"199501" 1553285 1553285 1118684 34725 31354 44930 2125 2700 416 26591 241519 50241
"199502" 1661009 1661009 1171150 38408 33450 50129 2447 2830 503 29156 277175 55761
"199503" 1782014 1782014 1231661 42323 34385 55693 2580 2830 594 31762 320038 60148
"199504" 1852752 1852752 1252996 45668 35000 59876 2323 2840 671 33479 356997 62902
"199601" 1996986 1996986 1350528 50177 35763 66079 2463 2870 755 35366 388232 64753
"199602" 2129932 2129932 1441847 54306 39108 71971 2311 2915 841 37352 412833 66448
"199603" 2211611 2211611 1480344 57743 40493 76455 2226 2746 927 39367 443350 67960
"199604" 2342369 2342369 1561468 63000 41034 82287 2610 2577 1040 42495 472676 73182
"199701" 2410631 2410631 1604138 61539 40546 86402 7085 2562 1140 43893 490243 73083
"199702" 2717543 2717543 1786534 70039 38824 97076 8304 2546 1365 50210 577969 84676
"199703" 2973616 2973616 1943833 74979 35883 106352 7922 2531 1573 55672 652368 92503
"199704" 2989385 2989385 1948753 75000 33636 109024 8126 2426 1674 57240 660144 93362
"199801" 3339314 3339314 2177246 86329 30500 120880 7104 2784 1902 64527 741143 106899
"199802" 3438423 3438423 2263916 89396 32921 125843 7000 3141 1989 67037 740448 106732
"199803" 3137280 3137280 2078342 80035 26420 119805 7029 3100 1873 62687 662193 95796
"199804" 3613143 3613143 2351845 98000 34137 135122 9147 3636 2201 73237 789955 115863
"199901" 3759243 3759243 2415765 103226 33976 141376 10060 3750 2268 77458 849252 122112
"199902" 4044234 4044234 2589450 112798 33606 151447 11010 3870 2423 84735 926535 128360
"199903" 3932396 3932396 2503832 106850 33204 150612 10112 3990 2350 84154 916447 120845
"199904" 4538494 4538494 2894935 127000 33350 169509 12387 2544 2702 98732 1056477 140858
"200001" 4824055 4824055 3082416 134391 32914 179596 13656 3210 2928 104476 1119868 150600
"200002" 4718300 4718300 2979700 130598 32180 170320 13489 2261 2935 102324 1128713 155780
"200003" 4780828 4780828 2980965 131531 31653 167309 13830 2200 3043 103724 1175612 170961
"200004" 4433065 4433065 2704178 121870 30821 149023 15044 2202 2914 97034 1131638 178341
"200101" 3987136 3987136 2454308 109720 30090 127083 17043 1980 2691 87104 986695 170422
"200102" 4257992 4257992 2664366 116082 29736 131828 17251 3575 2909 91748 1019395 181102
"200103" 3753210 3753210 2353752 102499 28624 107697 16012 3100 2633 80688 895722 162483
"200104" 4135365 4135365 2614633 112507 28139 116585 21342 3740 2956 88288 962912 184263
"200201" 4244779 4244779 2635084 112878 27148 115320 22339 3000 3089 89165 1043412 193344
"200202" 3925081 3925081 2450122 103410 26128 98079 18247 3970 2953 82286 961862 178024
"200203" 3450716 3450716 2130912 90975 24974 89752 13595 3789 2723 72929 868415 152652
"200204" 3638375 3638375 2219830 94377 24254 97967 19596 3546 2964 76592 931864 167385
"200301" 3588246 3588246 2227272 93231 24239 100241 13791 4534 3058 74571 880570 166739
"200302" 4072412 4072412 2528367 104705 24987 115865 16645 4536 3556 82524 1006112 185115
"200303" 4244497 4244497 2660939 109185 25222 127588 14611 4222 3850 85370 1022379 191131
"200304" 4654181 4654181 2910960 119255 25912 146072 17106 4085 4307 91742 1126863 207879
"200401" 4912118 4912118 3115256 122352 26318 160237 16351 4189 4545 97593 1151505 213772
"200402" 4966333 4966333 3138968 122538 26483 168607 16357 3891 4679 101222 1167952 215636
"200403" 4983326 4983326 3170303 120839 26927 174797 15537 3494 4745 103399 1146226 217059
"200404" 5436259 5436259 3427739 130121 27530 195787 18129 3147 5220 114448 1278208 235930
"200501" 5471613 5471613 3440898 128768 28075 202600 15879 2832 5226 110460 1302564 234311
"200502" 5595743 5595743 3464477 130670 28586 212427 14907 2568 5362 109286 1387228 240232
"200503" 5874407 5874407 3615053 136556 29200 229181 16533 2223 5552 109190 1491190 239729
"200504" 6048853 6048853 3669139 140037 29628 241978 17384 2151 5737 108974 1585413 248412
"200601" 6463849 6463849 3932929 152711 30275 263907 16951 2257 6135 120716 1676071 261897
"200602" 6419311 6419311 3893197 156329 31017 268391 18478 2025 6148 125032 1657531 261163
"200603" 6627904 6627904 3967691 166409 31722 287732 21371 2036 6435 134841 1739403 270264
"200604" 7068292 7068292 4188104 180729 32454 316764 24547 2080 6916 148802 1880414 287482
"200701" 7328692 7328692 4340104 183715 32906 338271 22512 2191 6908 159028 1953220 289837
"200702" 7805235 7805235 4607958 192500 35029 368815 24910 1904 7116 174397 2085693 306913
"200703" 7989334 7989334 4703865 195811 33987 379281 28876 1920 7117 185159 2145999 307319
"200704" 7828984 7828984 4596353 191079 34270 373471 29565 2054 6819 188364 2110615 296394
"200801" 7336357 7336357 4347170 175884 34303 351960 26449 2426 6328 175033 1951609 265195
"200802" 7412256 7412256 4423298 172710 34304 357313 25498 2392 6283 174931 1954790 260737
"200803" 6614282 6614282 3972716 154051 34099 315918 19967 2026 5561 154612 1719200 236132
"200804" 5435286 5435286 3325922 125816 33282 256155 19590 2032 4407 121034 1365984 181064
"200901" 5107780 5107780 3125033 128096 33350 237439 33525 1769 4183 113741 1268697 161947
"200902" 5856859 5856859 3557222 152155 33911 270621 36014 1785 4550 123795 1488672 188134
"200903" 6625356 6625356 3967740 178025 34689 306130 49727 1547 5020 136424 1727712 218342
"200904" 6961579 6961579 4175127 189708 35157 321666 46115 1323 5286 140770 1817262 229164
"201001" 7295032 7295032 4351404 204404 35896 337073 43188 1560 5419 144820 1929592 241676
"201002" 6764196 6764196 4044706 198718 30584 312545 38692 1562 5005 134266 1785989 212129
"201003" 7376226 7376226 4422597 222867 31514 340825 41181 1560 5353 144103 1930794 235432
