"DATES" "FL792150005.Q" "FL712150003.Q" "FL762150005.Q" "FL722150005.Q" "FL752150000.Q" "FL732150005.Q" "FL442150005.Q" "FL542150005.Q" "FL642150003.Q" "FL662150005.Q" "FL892050005.Q" "FL102050003.Q" "FL212050003.Q" "FL262050003.Q" "FL792050005.Q" "FL712050000.Q" "FL442050005.Q" "FL472050000.Q" "FL512050003.Q" "FL572050005.Q" "FL222050003.Q" "FL632050000.Q" "FL652050003.Q" "FL402050005.Q" "FL502050003.Q" "FL902050005.Q"
"199504" 625985 0 388132 345499 43158 -525 44535 0 10926 182392 515436 2440 115685 67634 329677 13862 11222 6366 0 22443 31477 87816 50234 106257 0 110549
"199601" 635866 0 398055 356932 41506 -383 45064 0 11205 181542 534041 2428 135600 72540 323473 4896 11212 10362 0 23466 26428 96749 46409 103951 0 101825
"199602" 659111 0 417076 364083 53409 -416 50042 0 11595 180398 552140 4322 143807 76399 327612 7086 9274 7137 0 24487 28179 98231 49810 103408 0 106971
"199603" 653382 0 417210 370569 46907 -266 46468 0 12060 177644 559563 4674 144188 76478 334223 8352 9936 2510 0 25509 27573 100721 56144 103478 0 93819
"199604" 665082 0 426821 371853 55141 -173 43666 0 13720 180875 556910 3904 147806 70852 334348 21583 10030 1423 0 27332 28222 103779 47512 94467 0 108172
"199701" 682421 0 440352 381369 58956 27 45614 0 15075 181380 599224 3732 151689 91678 352125 11581 9378 8409 0 27044 27395 118958 53296 96064 0 83197
"199702" 723929 0 454404 389227 65291 -114 45852 0 17423 206250 609858 3249 149431 92320 364858 16573 9836 4241 0 27508 32233 113599 58687 102181 0 114071
"199703" 748732 0 467170 406244 61014 -88 46739 0 20152 214671 627411 4004 152625 98316 372466 13918 8500 3835 0 27468 32148 124611 59404 102582 0 121321
"199704" 766082 0 495865 415343 80694 -172 41784 0 24905 203528 615183 4562 151373 90823 368425 23840 9231 3462 0 28537 28616 126560 57801 90378 0 150899
"199801" 818122 0 512465 422191 89345 929 45359 0 29989 230309 646058 3717 160000 112207 370134 8296 11919 9762 0 28934 36927 136314 51271 86711 0 172064
"199802" 813985 0 511411 403239 103469 4703 48008 0 28103 226463 662452 2491 154000 105186 400775 20546 14320 10132 0 29310 35839 143682 66922 80024 0 151533
"199803" 875271 0 541428 423924 112609 4895 47642 0 24855 261346 671223 3252 152079 91036 424856 14234 15702 6241 0 29583 38309 161403 80276 79108 0 204048
"199804" 810381 0 535792 435058 100381 353 51302 0 15133 208154 637678 4208 155552 71993 405925 30376 14775 6828 0 29690 37532 138805 70912 77007 0 172703
"199901" 877477 0 564762 466604 97871 287 63907 0 16138 232670 640648 4775 155072 86326 394475 18336 15805 7340 0 30857 41037 137645 73026 70429 0 236829
"199902" 837663 0 554679 453174 101381 124 65759 0 16323 200902 629655 3434 153653 83258 389310 14279 12506 7134 0 31023 40909 139601 75607 68251 0 208008
"199903" 859879 0 562690 477007 85828 -145 71857 0 15765 209567 632996 6089 152094 82364 392449 22063 12222 4635 0 31434 39259 138227 74871 69738 0 226883
"199904" 938349 0 605558 522535 82526 497 72686 0 14875 245230 782413 5793 153061 79943 543616 140640 10596 9272 0 31634 40375 140532 80837 89730 0 155936
"200001" 983304 0 624361 540451 83204 706 61105 0 12573 285265 686421 7995 151373 75897 451156 23745 11522 9618 0 30689 45400 156971 82619 90592 0 296883
"200002" 1001860 0 654337 548250 104920 1167 63601 0 12261 271661 703062 5943 148326 87465 461328 26930 12034 2830 0 29423 45179 168576 95505 80851 0 298798
"200003" 1057434 0 656628 534625 120947 1056 70377 0 12828 317601 714490 5763 146236 92415 470076 17320 14712 7835 0 28061 41857 174308 102292 83691 0 342944
"200004" 1012761 0 645127 511414 134843 -1130 53108 0 12361 302165 729922 4204 142753 91333 491632 43375 14887 4001 0 26532 39836 182797 99620 80584 0 282839
"200101" 997024 0 643275 502094 140555 626 51785 1304 13589 287071 636602 3349 139738 -4600 498115 21995 16574 10844 1313 21600 36015 206769 83282 99723 0 360422
"200102" 1012791 0 608925 491605 116578 742 54367 -385 15661 334223 630199 3196 138489 -3434 491948 23250 16633 8347 1658 20325 38694 209007 81385 92649 0 382592
"200103" 1054685 0 595120 486983 107209 928 37858 1247 18187 402273 657860 3496 133722 -381 521023 47880 20157 7921 770 19021 36372 222000 76206 90696 0 396825
"200104" 1022941 0 591349 468706 123856 -1213 56914 -33 21552 353159 675065 3980 131894 13092 526099 50250 20289 2492 88 17674 33951 226245 70744 104366 0 347876
"200201" 1060888 0 570893 473759 96144 990 62706 9168 27694 390427 663697 2673 127707 9351 523966 29500 24025 7270 1459 18624 32430 235632 83393 91633 0 397191
"200202" 1128005 0 594740 472340 121385 1015 54071 8665 32191 438338 645717 5667 123382 7262 509406 32000 17839 2359 1291 18685 28708 251519 78198 78807 0 482288
"200203" 1083623 0 614463 473866 139336 1261 44397 4134 36926 383703 675593 5282 118432 46604 505275 21750 21769 5036 1012 18989 28337 246498 74671 87213 0 408030
"200204" 1128531 21091 676305 511762 163373 1170 41589 9190 36180 344176 708798 6171 115552 28549 558526 39500 19951 1734 1741 18251 27056 273390 81607 95296 0 419733
"200301" 1142507 19418 697480 500225 191089 6166 42764 7657 33230 341958 717661 5717 115478 71303 525163 31750 21618 4378 -69 18643 25808 262605 81535 78895 0 424846
"200302" 1211078 22080 728874 523054 197052 8768 45459 10173 38302 366190 707362 6221 119044 53184 528913 31750 18446 2359 -2664 19121 25137 262098 82570 90096 0 503716
"200303" 1230804 24983 685983 516646 167160 2177 47060 14452 38326 420000 696892 7241 120163 75254 494234 37500 18097 4114 463 19439 24017 233760 84028 72816 0 533912
"200304" 1345376 25652 714289 554508 157700 2081 60909 12501 41634 490391 769741 5986 123450 115438 524867 43750 12288 1589 1112 20289 23446 252610 94475 75308 0 575635
"200401" 1398286 21701 773909 607064 165623 1222 57029 11573 51894 482180 820495 5183 125386 147526 542400 27500 20818 4316 2240 20540 22910 270479 90109 83488 0 577791
"200402" 1330420 19228 803275 614786 187091 1398 53787 13975 58281 381874 833470 4829 126169 172878 529594 33500 15568 2628 970 20930 21359 256413 90635 87591 0 496950
"200403" 1436603 25693 794939 606545 187168 1226 55534 13721 62046 484670 830553 5719 128283 157617 538934 29250 13086 3863 2727 21181 18607 255613 105111 89496 0 606050
"200404" 1428483 30783 727424 569095 157508 821 63263 9855 70300 526858 851391 6422 131156 185705 528108 33000 9127 4146 873 20612 20230 233954 112599 93567 0 577092
"200501" 1542005 24106 762755 615866 146440 449 51827 9590 72024 621703 885513 6190 133757 187983 557583 31000 9397 5486 543 21501 20371 251166 124106 94013 0 656492
"200502" 1658506 26183 808646 645734 160778 2134 55967 11635 75141 680934 889761 8459 136190 149768 595344 34500 9657 2878 1235 20723 22883 293729 119802 89937 0 768745
"200503" 1724190 26920 833304 662157 169635 1512 61870 14989 80612 706495 962286 11692 139112 196071 615411 25750 15009 6872 1359 20726 18429 301833 115183 110250 0 761904
"200504" 1744520 30505 817675 626111 190928 636 60993 18293 83486 733568 1061174 14560 141155 231237 674222 46750 9037 6725 1362 21640 19654 345950 115404 107700 0 683346
"200601" 1862983 26540 855451 675492 179944 15 57862 22089 84559 816482 1210426 10103 144237 377086 679000 26750 13866 9172 835 21993 21625 341404 127091 116264 0 652557
"200602" 1945704 29164 899718 706812 192984 -78 66585 21605 93613 835019 1226909 12154 147768 372851 694136 31250 15768 6760 399 22385 23063 351801 133745 108965 0 718795
"200603" 2096401 31155 924897 707945 217331 -379 60647 18315 98359 963028 1286609 12668 151129 402827 719985 21500 20474 6132 1591 22606 23979 368191 138996 116516 0 809792
"200604" 2147928 29615 888151 647468 239915 768 41766 18687 97890 1071819 1291051 15533 154615 364601 756302 40750 18317 5130 727 22414 24129 394641 132772 117422 0 856877
"200701" 2355094 37283 941050 694430 245974 646 32309 15869 104036 1224547 1416091 13914 156768 449650 795759 33250 31864 10248 2307 22639 29924 387424 125790 152313 0 939003
"200702" 2393733 32349 978051 736852 240472 727 42199 15608 106330 1219196 1414315 8695 166882 421660 817078 25250 28408 6857 2796 23425 29867 425523 128641 146311 0 979418
"200703" 2376392 35689 921955 685182 235923 850 23095 16303 85612 1293738 1435768 7643 161919 341209 924997 44750 42952 5765 3465 23823 22796 528342 128641 124463 0 940624
"200704" 2156517 43985 838483 611367 226279 837 17617 17447 91702 1147283 1535725 8050 163270 338426 1025979 46500 45609 2547 3098 25773 21655 605891 132178 142728 0 620792
"200801" 2159920 44101 808070 592701 214737 632 2959 18251 89859 1196680 1442071 7100 163424 246480 1025067 76000 39140 3233 -329 26540 21771 591648 135960 131104 0 717849
"200802" 1888013 43822 757739 560444 196858 437 3026 20289 91623 971514 1391262 8056 163429 218433 1001344 114500 31958 1236 491 22165 21660 518111 149612 141611 0 496751
"200803" 1653101 77937 715274 535448 179943 -117 654 17788 89575 751873 1345990 5300 162454 152181 1026055 83000 28627 -3411 838 23011 21490 591772 144130 136598 0 307111
"200804" 1261068 88352 482757 352380 129986 391 17583 4945 80496 586935 1233338 7178 158562 114896 952702 80000 34706 -2291 2043 33107 23497 542396 124730 114514 0 27730
"200901" 1060951 70590 468740 362222 134316 -27798 19381 652 83185 418403 1116583 7483 158886 32948 917266 0 29495 -526 3623 36820 23299 561532 103561 159362 100 -55632
"200902" 1273002 72669 622062 483261 172386 -33585 10915 47 85488 481821 1007750 7934 161556 49723 788537 0 10263 94 4611 37801 23363 488464 121613 102228 100 265252
"200903" 1339522 68913 655434 515827 178533 -38926 70277 2690 93177 449031 996382 9048 165264 -15821 837891 0 19228 101 5452 42035 23384 494958 136359 116274 100 343140
"200904" 1446253 77732 746612 624016 170255 -47659 53648 2263 95105 470893 1039266 9684 167494 31077 831011 0 12018 139 3901 36211 23271 479937 153295 122136 103 406987
"201001" 1452201 57766 811165 667307 195258 -51400 53901 1000 94275 434094 991329 10865 171013 -30046 839497 0 9491 88 3800 36282 23136 440114 150059 176423 104 460872
"201002" 1313263 67223 760733 603657 216056 -58980 50199 300 100600 334208 878924 11192 169530 -122200 820402 0 7785 113 3900 31329 23275 462512 127551 163832 105 434339
"201003" 1313443 63810 702908 538519 231673 -67284 49036 1000 101126 395563 923444 10988 173961 -117387 855882 0 6970 0 4200 26795 22343 492940 138778 163750 106 389999
