"DATES" "FL114090005.Q" "FL113020003.Q" "FL113030003.Q" "FL113034003.Q" "FL113061003.Q" "FL113062003.Q" "FL113065005.Q" "FL113066003.Q" "FL113070003.Q" "FL113090003.Q" "FL113076003.Q" "FL113092403.Q" "FL113093005.Q" "FL114190005.Q" "FL114104005.Q" "FL113168003.Q" "FL113169005.Q" "FL113165003.Q" "FL113170003.Q" "FL113178003.Q" "FL113190005.Q"
"200203" 1634552 166453 265558 57595 42835 3403 26326 0 358077 714305 51751 1775 660779 3047244 2080115 424121 136815 1519179 274445 69919 622766
"200204" 1657012 167092 269172 61325 42837 3369 26167 0 362826 724224 52475 1789 669960 3096786 2118606 430404 138407 1549795 280976 70160 627044
"200301" 1676906 168537 280340 61898 43351 3199 26196 0 356544 736841 53929 1864 681048 3118852 2141532 433230 139620 1568682 274546 70033 632741
"200302" 1696801 169983 291507 62471 43866 3029 26226 0 350261 749458 54987 1787 692684 3139462 2162810 436057 139184 1587569 268116 69905 638631
"200303" 1716696 171428 302675 63045 44380 2859 26256 0 343979 762074 56718 1768 703588 3162485 2186803 438883 141464 1606456 261686 69778 644218
"200304" 1736589 172874 313842 63618 44895 2689 26284 0 337696 774691 56904 2073 715714 3184789 2210156 441710 143103 1625343 255256 69650 649727
"200401" 1828842 203259 306840 64236 46220 3104 27422 0 344356 833405 57913 2248 773244 3272825 2273608 456849 145437 1671322 260796 71739 666682
"200402" 1921098 228566 304767 65004 47545 3519 28561 0 351016 892120 59141 2113 830866 3358110 2334087 462362 145294 1726431 266337 73827 683859
"200403" 2013349 253873 302693 65772 48870 3934 29698 0 357675 950834 60497 1979 888358 3442426 2393467 467875 144052 1781540 271877 75915 701167
"200404" 2105604 279180 300620 66541 50195 4349 30836 0 364335 1009548 60452 1952 947144 3529000 2455336 473387 145300 1836649 277417 78004 718243
"200501" 2214662 298255 306494 67152 51689 4374 32172 0 380986 1073540 61112 2095 1010333 3657813 2532929 512508 141048 1879373 290421 80173 754290
"200502" 2323722 317329 312369 67763 53184 4398 33509 0 397638 1137532 61994 1906 1073632 3794074 2618260 551628 144534 1922098 303425 82342 790047
"200503" 2432781 336404 318243 68374 54679 4423 34846 0 414289 1201523 64526 1824 1135173 3926360 2699804 590748 144233 1964823 316429 84511 825616
"200504" 2541840 355479 324117 68985 56174 4447 36182 0 430941 1265515 65341 1805 1198369 4064278 2786933 629869 149517 2007547 329433 86680 861232
"200601" 2670669 373758 329189 69779 56213 4776 35797 0 440929 1360228 65615 1802 1292811 4209081 2888643 658114 152656 2077873 334434 88932 897072
"200602" 2799499 392038 334261 70573 56252 5106 35411 0 450917 1454941 66326 1804 1386811 4356512 2992616 686359 158057 2148200 339435 91184 933278
"200603" 2928325 410317 339333 71367 56291 5435 35024 0 460905 1549653 66989 1848 1480816 4500656 3093328 714603 160199 2218526 344436 93437 969455
"200604" 3057152 428597 344405 72160 56329 5764 34638 0 470893 1644366 66892 1861 1575613 4646806 3195578 742848 163878 2288852 349438 95689 1006101
"200701" 3176130 445016 348134 72703 57082 5642 36499 0 484579 1726475 67561 1974 1656940 4792113 3309463 777703 166836 2364924 356765 96634 1029250
"200702" 3295106 461436 351864 73245 57834 5519 38359 0 498264 1808585 68237 2105 1738243 4939029 3424525 812558 170970 2440997 364092 97580 1052831
"200703" 3414084 477855 355593 73788 58587 5397 40220 0 511950 1890694 68919 2132 1819643 5081359 3535043 847413 170561 2517069 371419 98525 1076371
"200704" 3533059 494275 359322 74330 59339 5274 42081 0 525635 1972803 68641 2160 1902002 5228431 3650344 882267 174935 2593142 378746 99471 1099870
"200801" 3620394 504493 370204 76167 60806 5405 43123 0 538628 2021568 69327 3158 1949083 5350490 3739128 920319 195897 2622912 386372 100546 1124443
"200802" 3677585 509994 378521 77370 61767 5490 43802 0 547137 2053504 70020 3251 1980233 5424522 3790225 940242 202577 2647406 391366 101250 1141681
"200803" 3741425 515925 388014 78713 62839 5586 44562 0 556635 2089151 71420 3910 2013821 5503892 3841748 971494 204522 2665732 396941 102036 1163167
"200804" 3762485 518871 390156 79156 63193 5617 44813 0 559768 2100911 70727 4061 2026123 5536334 3861702 985624 208120 2667958 398780 102295 1173557
"200901" 3708338 511296 384649 78017 62284 5536 44167 0 551712 2070677 70540 4069 1996068 5486609 3818522 948118 206990 2663414 394052 101628 1172408
"200902" 3624504 499568 376123 76253 60876 5410 43168 0 539240 2023866 70495 4264 1949107 5402945 3747234 894937 204690 2647607 386731 100596 1168385
"200903" 3523447 485430 365845 74127 59179 5260 41964 0 524205 1967437 70570 4611 1892256 5298618 3656411 836703 200114 2619594 377906 99352 1164949
"200904" 3429348 472265 356275 72147 57599 5120 40845 0 510205 1914892 70954 4782 1839156 5202033 3571027 793640 199459 2577928 369689 98194 1163123
"201001" 3340794 459876 347269 70284 56112 4988 39791 0 497030 1865444 70869 4761 1789814 5119243 3492306 746519 197276 2548511 361956 97104 1167877
"201002" 3258346 448342 338884 68549 54727 4864 38808 0 484764 1819408 71495 4966 1742947 5035195 3425152 719637 198032 2507483 354757 96089 1159198
"201003" 3200561 440258 333007 67333 53756 4778 38120 0 476167 1787142 71909 5028 1710205 4980874 3383972 704463 201728 2477781 349711 95378 1151813
