"DATES" "FL314090005.Q" "FL313011005.Q" "FL313020005.Q" "FL313030003.Q" "FL314004005.Q" "FL313061703.Q" "FL313063763.Q" "FL313069005.Q" "FL313065005.Q" "FL313066220.Q" "FL313064105.Q" "FL313070000.Q" "FL313078005.Q" "FL313090005.Q" "FL314190005.Q" "FL313111303.Q" "FL713014003.Q" "FL313112003.Q" "FL314104005.Q" "FL313161400.Q" "FL313161105.Q" "FL313161705.Q" "FL313165403.Q" "FL313170005.Q" "FL313140003.Q" "FL313190005.Q" "FL343150005.Q" "FL313190015.Q"
"195403" 36429 1264 6155 344 20325 6 0 17003 3316 0 0 2608 4482 1251 248018 0 0 2503 225285 49703 175045 537 0 2308 6087 11835 9281 2554
"195404" 36011 1302 5567 370 20495 1 0 17069 3425 0 0 2445 4482 1350 253507 0 0 2505 230836 49966 178532 2338 0 2366 5960 11840 9359 2481
"195501" 37734 1221 5564 374 20745 7 0 17281 3457 0 0 2472 5911 1447 249161 0 0 2508 226733 50165 173973 2595 0 2220 5861 11839 9347 2492
"195502" 39370 1235 6987 370 20996 8 0 17437 3551 0 0 2333 5911 1538 247255 0 0 2507 224731 50184 172997 1550 0 2145 5809 12063 9702 2361
"195503" 38561 1198 6179 352 21088 4 0 17512 3572 0 0 2229 5911 1604 248992 0 0 2507 226277 50178 175191 908 0 2166 5810 12232 9975 2257
"195504" 37777 1168 5297 357 21109 20 0 17467 3622 0 0 2274 5911 1661 252884 0 0 2507 230029 50229 178189 1611 0 2283 5795 12270 10048 2222
"195601" 39741 1127 7778 351 21065 15 0 17425 3625 0 0 2266 5388 1766 248576 0 0 2509 225738 50397 173724 1617 0 2289 5853 12187 10061 2126
"195602" 39681 1076 7178 331 21311 14 0 17663 3634 0 0 2516 5388 1881 243196 0 0 2512 219973 50320 168502 1151 0 2302 5943 12466 10377 2089
"195603" 39836 1231 6961 330 21335 6 0 17698 3631 0 0 2493 5388 2098 244515 0 0 2517 220631 50238 169476 917 0 2367 6029 12971 10918 2053
"195604" 38859 1776 5009 330 21770 9 0 18117 3644 0 0 2350 5388 2236 248274 0 0 2526 224128 50135 172637 1356 0 2608 6098 12914 10911 2003
"195701" 41784 1718 8235 340 21809 20 0 18094 3695 0 0 2455 4667 2560 246606 0 0 2533 222467 49552 171537 1378 0 2534 6144 12928 10924 2004
"195702" 40339 1791 6467 326 21613 18 0 17858 3737 0 0 2638 4667 2837 240528 0 0 2544 216123 49090 166107 926 0 2479 6166 13216 11224 1992
"195703" 42397 2045 7967 340 21851 19 0 18019 3813 0 0 2568 4667 2959 244376 0 0 2552 220073 48602 170719 704 48 2427 6178 13146 11270 1876
"195704" 39748 2080 5145 301 22411 13 0 18473 3925 0 0 2261 4667 2883 246465 0 0 2562 221894 48226 171893 1679 96 2769 6185 13055 11346 1709
"195801" 40632 2174 6857 270 22743 55 0 18695 3993 0 0 2123 3476 2989 245533 0 0 2578 220903 48146 170260 2275 222 2667 6192 13193 11511 1682
"195802" 44468 2187 10556 274 22881 26 0 18805 4050 0 0 1946 3476 3148 247967 0 0 2590 223113 48025 173519 1222 347 2606 6203 13455 11859 1596
"195803" 39798 2178 5516 300 23279 7 0 19169 4103 0 0 1816 3476 3233 248948 0 0 2593 223670 47861 174079 1291 439 2674 6219 13792 12170 1622
"195804" 40077 2041 5453 327 23890 3 0 19552 4335 0 0 1723 3476 3167 256584 0 0 2600 231094 47703 181261 1598 532 2832 6241 13817 12280 1537
"195901" 42346 1871 4986 320 24562 2 0 19801 4759 0 0 1692 5649 3266 256237 0 0 2606 230645 47467 181283 1314 581 2802 6268 13916 12413 1503
"195902" 44525 2186 5914 331 25287 6 0 20098 5183 0 0 1687 5649 3471 256745 0 0 2621 230904 47035 182211 1026 632 2679 6299 14242 12798 1444
"195903" 46445 2346 7379 320 25683 15 0 20187 5481 0 0 1702 5649 3366 261012 0 0 2626 234877 46486 186713 939 739 2669 6327 14513 13121 1392
"195904" 45002 2110 6111 285 25714 2 0 20107 5605 0 0 1722 5649 3411 264420 0 0 2639 238016 45907 190313 949 847 2903 6350 14512 13164 1348
"196001" 44370 1993 5762 280 25961 47 0 20385 5529 0 0 1822 5000 3552 260951 0 0 2652 234277 45736 186616 978 947 3108 6371 14543 13251 1292
"196002" 47621 1928 8627 290 26221 16 0 20632 5573 0 0 1771 5000 3784 259214 0 0 2661 231997 45611 184384 953 1049 2997 6389 15170 13936 1234
"196003" 48138 1851 8918 280 26445 4 0 20770 5671 0 0 1761 5000 3883 260786 0 0 2673 233401 45579 186280 392 1150 3078 6406 15228 14038 1190
"196004" 46748 1693 7154 262 26745 37 0 20908 5800 0 0 1790 5000 4104 263704 0 0 2686 235982 45642 188400 688 1252 3359 6426 15251 14090 1161
"196101" 45716 1659 5382 300 27365 36 0 21444 5885 0 0 1792 5037 4181 261843 0 0 2691 234000 45906 185854 934 1306 3444 6447 15261 14141 1120
"196102" 47878 1868 7457 288 27191 13 0 21201 5977 0 0 1749 5037 4288 262510 0 0 2707 234105 46045 186044 656 1360 3211 6469 16018 14927 1091
"196103" 51019 2214 9428 300 27951 37 0 21806 6108 0 0 1798 5037 4291 267910 0 0 2723 239273 46228 191192 436 1417 3365 6493 16056 14996 1060
"196104" 48998 1911 7055 284 28405 35 0 22121 6249 0 0 1776 5037 4530 272090 0 0 2740 243170 46445 194256 995 1474 3618 6519 16043 15006 1037
"196201" 50536 1686 7435 290 29105 38 0 22767 6300 0 0 1780 5661 4579 272536 0 0 2748 243878 46602 194428 1294 1554 3410 6548 15952 15054 898
"196202" 54747 1665 10910 300 29658 8 0 23355 6295 0 0 1821 5661 4732 273300 0 0 2757 243729 46664 194083 1347 1635 3465 6579 16770 15908 862
"196203" 53512 1238 9864 270 29797 5 0 23498 6294 0 0 1886 5661 4796 273972 0 0 2749 244220 46817 194972 748 1683 3634 6612 16757 15923 834
"196204" 52486 1209 8098 269 30353 0 0 24032 6321 0 0 2005 5661 4891 280314 0 0 2760 250045 46968 199805 1538 1734 4051 6644 16814 15999 815
"196301" 55302 1265 8646 260 31046 10 0 24764 6272 0 0 2292 6850 4943 280969 0 0 2769 250722 47319 199905 1739 1759 3964 6677 16837 16048 789
"196302" 59979 1312 12595 254 31205 59 0 25217 5929 0 0 2545 6850 5218 281301 0 0 2779 250323 47582 199466 1489 1786 3758 6711 17730 17000 730
"196303" 57532 1237 10100 250 31359 41 0 25451 5867 0 0 2500 6850 5236 281270 0 0 2788 250038 47853 199459 936 1790 3925 6744 17775 17073 702
"196304" 55752 1229 7671 260 31907 29 0 25956 5922 0 0 2490 6850 5345 285657 0 0 2806 253848 48149 202536 1367 1796 4381 6775 17847 17160 687
"196401" 57835 1173 9058 260 32605 21 0 26650 5934 0 0 2553 6923 5263 285824 0 0 2825 253990 48383 202578 1236 1793 4268 6803 17938 17268 670
"196402" 60973 1053 11686 257 33240 14 0 27349 5877 0 0 2573 6923 5241 284982 0 0 2841 252628 48590 200887 1364 1787 3914 6827 18772 18179 593
"196403" 60986 940 10996 240 34037 20 0 28143 5874 0 0 2675 6923 5175 288065 0 0 2855 255348 48798 203568 1177 1805 4088 6851 18923 18348 575
"196404" 59214 1034 8165 272 34737 12 0 28852 5873 0 0 2734 6923 5349 293050 0 0 2830 259900 49060 206792 2222 1826 4476 6879 18965 18409 556
"196501" 61631 939 10202 260 35435 18 0 29578 5839 0 0 2770 6756 5269 293043 0 0 2864 259774 49267 206349 2308 1850 4483 6910 19012 18480 532
"196502" 66454 1677 13387 260 36118 25 0 30367 5726 0 0 2898 6756 5358 290840 0 0 2901 256280 49365 203073 1966 1876 4531 6944 20184 19550 634
"196503" 62579 1306 9080 250 36624 47 0 30820 5757 0 0 3096 6756 5467 290349 0 0 2949 255285 49498 201658 2268 1861 4790 6979 20346 19728 618
"196504" 61306 1396 6750 250 37616 45 0 31717 5854 0 0 3122 6756 5416 296976 0 0 3064 261528 49695 207318 2670 1845 5048 7013 20323 19724 599
"196601" 60217 1233 6716 250 38827 67 0 32691 6069 0 0 3330 4484 5377 297702 0 0 3242 262057 49774 207343 3110 1830 5035 7042 20326 19747 579
"196602" 67500 1103 13162 240 39513 106 0 33126 6281 0 0 3493 4484 5505 294605 0 0 3543 257720 49940 201336 4629 1815 5130 7070 21142 20835 307
"196603" 65573 1070 8758 230 41430 547 0 34309 6574 0 0 3964 4484 5637 296687 0 0 3740 258995 50025 203248 3922 1800 5401 7096 21455 20935 520
"196604" 64859 905 6370 220 42734 1355 0 34488 6891 0 0 4371 4484 5775 303806 0 0 3963 265124 50249 209067 4025 1783 5831 7120 21768 20977 791
"196701" 67981 620 7334 250 44817 1769 0 35995 7053 0 0 4868 4825 5267 306348 0 0 4176 267649 50456 209934 5489 1770 5723 7144 21656 20925 731
"196702" 70646 645 8451 270 45610 1737 0 36721 7152 0 0 5435 4825 5410 300236 0 0 4394 259568 50681 200032 7100 1755 6141 7168 22965 22043 922
"196703" 72295 926 8428 260 46668 1345 0 37858 7465 0 0 5746 4825 5442 308775 0 0 4560 267934 50937 208340 6919 1738 6152 7188 22941 22074 867
"196704" 72710 1304 7525 267 47324 1267 0 38240 7817 0 0 5839 4825 5626 319735 0 0 4646 278070 51219 216951 8180 1720 6483 7200 23336 22292 1044
"196801" 75325 1959 6850 330 48853 1251 0 39384 8218 0 0 6066 5720 5547 325559 0 0 4870 283750 51345 222166 8537 1702 6200 7202 23537 22334 1203
"196802" 77382 2748 6502 321 50141 1658 0 39914 8569 0 0 6248 5720 5702 323197 0 0 4930 280065 51477 217446 9458 1684 6046 7194 24962 23603 1359
"196803" 82187 3058 9687 350 51508 1641 0 40932 8935 0 0 6309 5720 5555 330862 0 0 4976 287812 51624 224041 10477 1670 6095 7186 24793 23594 1199
"196804" 78628 3340 5119 368 52267 1401 0 41605 9261 0 0 6414 5720 5400 334149 0 0 5062 290591 51866 225731 11340 1654 6467 7186 24843 23628 1215
"196901" 77956 3371 5837 350 53103 1102 0 42494 9507 0 0 6850 3254 5191 333982 0 0 5108 290626 51834 225605 11552 1635 6124 7197 24927 23755 1172
"196902" 80646 3915 7073 352 53504 472 0 43250 9782 0 0 7203 3254 5345 322442 0 0 5166 278108 51807 213648 11043 1610 6090 7217 25861 24871 990
"196903" 82813 4076 7781 300 54482 354 0 44148 9980 0 0 7466 3254 5454 327090 0 0 5198 282625 51689 219959 9379 1598 5929 7239 26099 25176 923
"196904" 83305 4691 6915 211 55406 104 0 45071 10231 0 0 7333 3254 5495 332475 0 0 5334 287436 51770 225057 9036 1573 6389 7252 26064 25147 917
"197001" 83493 4872 8475 180 56316 120 0 45878 10318 0 0 7165 943 5542 335064 867 400 5397 289353 51608 227605 8584 1556 6224 7321 25502 25185 317
"197002" 85253 4340 10152 202 57017 117 0 46452 10448 0 0 6971 943 5628 330138 867 400 5421 283198 51593 221975 8098 1532 5692 7333 27227 26910 317
"197003" 85940 3785 10612 360 57798 113 0 47189 10496 0 0 6809 943 5633 337571 867 400 5492 290546 51704 229337 7999 1506 5572 7344 27350 27046 304
"197004" 85281 3573 9809 463 58191 7 0 47651 10533 0 0 6556 943 5746 346863 867 400 5556 299499 52089 237834 8078 1498 5351 7358 27832 27528 304
"197101" 85373 3672 6641 480 58640 7 0 48189 10444 0 0 6120 4120 5700 349768 1584 400 5654 301366 52533 239978 7371 1484 5349 7375 28040 27726 314
"197102" 89033 3149 10810 517 59507 0 0 49103 10404 0 0 5260 4120 5670 353061 1584 400 5797 303037 53182 241256 7136 1463 4956 7393 29894 29583 311
"197103" 89427 2053 11915 530 60014 0 0 49679 10335 0 0 5024 4120 5771 362235 1584 400 5911 311926 53772 250014 6695 1445 4877 7412 30125 29814 311
"197104" 91057 2192 13228 520 60329 25 0 50151 10153 0 0 4852 4120 5816 374879 1720 400 6046 324374 54416 261504 7028 1426 4228 7429 30682 30371 311
"197201" 89710 2897 9863 500 61138 4 0 50895 10239 0 0 4856 4711 5745 379532 2491 400 6219 328417 55202 264700 7114 1401 3945 7459 30601 30289 312
"197202" 92221 2989 12103 492 61258 3 0 51061 10194 0 0 4866 4711 5802 375385 2491 400 6372 322377 56037 257858 7099 1383 3512 7498 32735 32423 312
"197203" 92456 2785 11695 610 62127 3 0 52041 10083 0 0 4693 4711 5835 380969 2491 400 6483 327296 56797 261576 7561 1362 3754 7540 33005 32693 312
"197204" 93346 2627 13287 606 62162 8 0 52694 9460 0 0 4033 4711 5920 394542 2491 400 6579 339386 57667 272452 7927 1340 4429 7581 33676 33364 312
"197301" 97609 2814 14865 770 63166 13 0 53854 9299 0 0 4143 5824 6027 402703 2767 400 6667 347568 58549 279513 8188 1318 4183 7624 33494 33182 312
"197302" 97561 2810 15029 730 62559 6 0 54284 8269 0 0 4476 5824 6133 398667 2767 400 6860 340910 59483 272356 7771 1300 4250 7671 35809 35497 312
"197303" 94185 2810 9834 590 64645 4 0 55412 9229 0 0 4378 5824 6104 397587 2767 400 6924 339783 59885 270401 8213 1284 4491 7717 35505 35193 312
"197304" 97831 2887 12642 439 64861 6 0 55984 8871 0 0 4307 5824 6871 405284 2767 400 7001 346330 60354 276350 8357 1269 5219 7756 35811 35499 312
"197401" 96220 3101 10797 590 63282 8 0 54477 8797 0 0 4516 6768 7166 407641 2767 400 6988 349666 61121 278582 8714 1249 4918 7789 35113 35113 0
"197402" 98956 3371 12109 446 64714 0 0 55042 9672 0 0 4740 6768 6808 405718 2767 400 7085 343699 61934 271853 8685 1227 5039 7816 38912 38912 0
"197403" 101943 4159 11155 490 67527 0 0 56438 11089 0 0 5097 6768 6747 409784 2723 400 7188 347938 62525 275740 8477 1196 5567 7842 38126 38126 0
"197404" 104254 4312 8254 477 72162 0 0 59528 12634 0 0 5305 6768 6976 422758 2809 400 7333 358219 63338 285491 8227 1163 6165 7871 39961 38238 1723
"197501" 106194 4655 8945 650 74731 0 0 61829 12902 0 0 5402 5002 6809 447345 2862 400 7500 377939 64349 304497 7934 1159 10140 9015 39489 37947 1542
"197502" 113114 4625 11293 492 79293 0 0 64270 15023 0 0 5924 5002 6485 470297 2836 500 7711 394700 65430 320268 7885 1117 10737 9394 44419 43043 1376
"197503" 119093 4662 12848 650 83468 0 0 66437 17031 0 0 6315 5002 6148 493491 2671 500 7910 418177 66407 342794 7876 1100 11616 9433 43184 41962 1222
"197504" 121016 4571 11153 572 87109 0 0 67966 19143 0 0 6495 5002 6114 520349 2685 500 8170 443865 67363 367555 7874 1073 11791 10152 43186 42061 1125
"197601" 128671 4801 10233 620 90567 0 0 70733 19834 0 0 6499 9648 6303 545655 2653 500 8318 468166 68460 390249 8406 1051 13581 10053 42384 41323 1061
"197602" 136463 5759 17935 724 88960 0 0 70263 18697 0 0 6882 9648 6555 562822 2629 500 8657 477403 69621 398305 8448 1029 14615 10387 48631 47681 950
"197603" 144045 6752 19881 570 93336 0 0 73845 19491 0 0 6984 9648 6874 581531 2654 800 8556 495509 70923 414856 8733 997 16469 10440 47103 46312 791
"197604" 139080 7004 14991 731 93696 0 0 74133 19563 0 0 6949 9648 6061 601557 2665 1200 8659 513055 72018 431726 8329 982 17920 10751 47307 46657 650
"197701" 137033 7452 11898 590 95109 0 0 75329 19780 0 0 6768 9039 6177 619345 2659 1200 8648 530748 73203 448421 8175 949 19245 10803 46042 45466 576
"197702" 145444 7500 19148 810 95909 0 0 74927 20982 0 0 6583 9039 6455 620856 2674 1200 8765 529694 74448 446230 8097 919 20144 10970 47409 46928 481
"197703" 153297 7350 21995 760 100534 0 0 78269 22265 0 0 7037 9039 6582 647544 2669 1200 8864 549103 75572 465038 7599 894 21142 11069 53497 53102 395
"197704" 148689 7603 14628 878 103580 0 0 79835 23745 0 0 6187 9039 6774 668099 2787 1250 8909 569374 76762 484187 7556 869 21125 11422 53232 53232 0
"197801" 152231 7429 9099 690 107781 0 0 83527 24254 0 0 7376 12746 7110 688611 2837 1250 9045 589853 77958 503817 7233 845 22185 11475 51966 51966 0
"197802" 166796 7128 20073 1051 110713 0 0 85602 25111 0 0 7836 12746 7249 693589 2843 1250 9142 592353 79116 505283 7136 818 22795 11781 53425 53425 0
"197803" 178648 7188 25109 946 117174 0 0 90081 27093 0 0 8077 12746 7408 715937 2939 1300 9271 607125 79945 519804 6584 792 23801 11848 59653 59653 0
"197804" 174779 5402 18652 942 120609 0 0 92643 27966 0 0 8912 12746 7516 733439 2989 1300 9383 621859 80691 534175 6221 772 25537 12112 60259 60259 0
"197901" 174341 6446 10436 935 124435 0 0 94511 29924 0 0 9151 14944 7994 744000 4077 1300 9659 631894 80562 544993 5593 746 26425 12094 58551 58551 0
"197902" 192927 7036 20826 973 131091 0 0 99457 31634 0 0 9892 14944 8165 743087 4090 1800 9982 627383 80595 540937 5146 705 27429 12357 60046 60046 0
"197903" 203095 5826 27081 997 135749 0 0 102539 33210 0 0 10224 14944 8274 764606 4175 1800 10262 639761 80570 553441 5070 680 28642 12359 67607 67607 0
"197904" 201641 5328 19183 1007 141395 0 0 106828 34567 0 0 11313 14944 8471 782825 4173 1800 10493 657650 79876 572182 4938 654 27820 12630 68259 68259 0
"198001" 202332 8013 11623 909 148342 0 0 111279 37063 0 0 12838 12213 8394 801593 5058 2968 10709 675170 75996 593667 4874 633 28929 12598 66161 66161 0
"198002" 215603 8463 17428 758 154976 0 0 115824 39152 0 0 13316 12213 8449 810252 5353 3018 10849 681560 73392 602882 4685 601 29272 12842 67358 67358 0
"198003" 231309 9620 25115 988 160136 0 0 119730 40406 0 0 14443 12213 8794 848478 5305 3268 10925 709291 73043 631103 4573 572 29905 12860 76924 76924 0
"198004" 230418 10550 16176 797 165499 0 0 123426 42073 0 0 15091 12213 10092 874199 5155 2518 11057 735001 72528 657478 4445 550 30090 13195 77183 77183 0
"198101" 233586 12240 19813 823 173199 0 0 129751 43448 0 0 15733 1720 10058 908460 6019 2818 11167 769106 70355 693840 4391 520 31748 13163 74439 74439 0
"198102" 239841 12042 17720 757 180556 0 0 135570 44986 0 0 16495 1720 10551 908027 5637 3068 11266 766754 69223 692806 4232 493 32152 13497 75653 75653 0
"198103" 252737 13037 23978 667 185352 0 0 139633 45719 0 0 17133 1720 10850 937365 5608 3318 11374 784791 68299 711857 4170 465 31906 13473 86895 86895 0
"198104" 251953 13834 17367 655 189871 0 0 142859 47012 0 0 17633 1720 10873 972643 5703 3318 11502 820479 68190 747744 4104 441 30629 13833 87179 87179 0
"198201" 256491 13881 18910 784 193018 0 0 145433 47585 0 0 18712 0 11186 1003593 5454 3568 11606 852854 67495 781438 3506 415 31930 13868 84313 84313 0
"198202" 262960 14782 17130 958 198111 0 0 149493 48618 0 0 19968 0 12011 1017232 5351 3818 11693 861900 67442 790590 3485 383 33893 14232 86345 86345 0
"198203" 286125 14760 34884 986 203530 0 0 154966 48564 0 0 19852 0 12113 1088707 5254 4218 11764 919238 67589 847853 3443 353 35475 14242 98516 98516 0
"198204" 283334 17076 24513 1127 205821 0 0 156445 49376 0 0 22425 0 12372 1152978 5405 4618 11859 981784 68346 909765 3351 322 35388 14679 99245 99245 0
"198301" 285467 18173 20669 950 207414 0 0 158467 48947 0 0 23698 2062 12501 1206249 5285 4618 11971 1037565 68821 965050 3387 307 35729 14707 96374 96374 0
"198302" 303218 18459 33178 749 211092 0 0 161356 49736 0 0 24780 2062 12898 1257855 5234 4618 12104 1084346 69697 1011030 3344 275 37706 15112 98735 98735 0
"198303" 314486 18255 41761 784 213628 0 0 163530 50098 0 0 25071 2062 12925 1319209 5178 4618 12241 1131049 70565 1056903 3320 261 39459 15164 111500 111500 0
"198304" 292699 18986 16444 676 215267 0 0 164671 50596 0 0 26191 2062 13073 1358881 5130 4618 12327 1166993 71485 1091956 3311 241 40389 15637 113787 113787 0
"198401" 305037 19888 18381 816 217401 0 0 167125 50276 0 0 27510 7936 13105 1408589 5214 4618 12501 1215998 72249 1140271 3274 204 42895 15723 111640 111640 0
"198402" 310478 19764 18636 841 220093 0 0 169574 50519 0 0 29795 7936 13413 1446344 5052 4618 12656 1246628 72937 1170249 3262 180 45666 16177 115547 115547 0
"198403" 331718 19734 34521 939 223509 0 0 173624 49885 0 0 31057 7936 14022 1514976 4895 4618 12739 1299951 73698 1222846 3255 152 47579 16230 128964 128964 0
"198404" 329636 20307 21828 1208 232640 0 0 181177 51463 0 0 31273 7936 14444 1583000 4803 4618 12880 1364195 74515 1286295 3244 141 47521 16721 132262 132262 0
"198501" 337365 20469 17379 1139 238776 0 0 187112 51664 0 0 33352 11336 14914 1637442 4857 4618 13157 1406706 75443 1327917 3230 116 50484 16757 140863 140863 0
"198502" 353379 20897 27693 1112 242094 0 0 189933 52161 0 0 35083 11336 15164 1690630 4891 4618 13175 1452554 76697 1372540 3221 96 53327 17226 144839 144839 0
"198503" 359117 22289 21029 1195 251663 0 0 198922 52741 0 0 36123 11336 15482 1754283 5191 4618 13255 1499362 78248 1417816 3215 83 55834 17282 158741 158741 0
"198504" 373688 25129 33973 1248 251214 0 0 197910 53304 0 0 34952 11336 15836 1861371 5382 4718 13267 1589884 79777 1506818 3217 72 58161 17829 172130 172130 0
"198601" 364970 26196 14951 1621 253356 0 0 200051 53305 0 0 34455 18369 16022 1898776 5577 4718 13478 1627417 81423 1542770 3163 61 60025 17859 169702 169702 0
"198602" 380521 27405 26717 1646 254850 0 0 201767 53083 0 0 35161 18369 16373 1961195 5770 4818 13571 1678707 83821 1591669 3165 52 64805 18355 175169 175169 0
"198603" 388864 27928 33585 1456 257178 0 0 204043 53135 0 0 34213 18369 16135 2036384 5945 5018 13647 1736163 87769 1644795 3559 40 70542 18428 186641 186641 0
"198604" 387610 28038 32840 1433 257993 0 0 203636 54357 0 0 32630 18369 16307 2123959 5993 5018 13756 1805865 93332 1708889 3608 36 72774 18871 201682 201682 0
"198701" 365437 28338 10024 1321 251948 0 0 197881 54067 0 0 37905 19252 16649 2151494 6299 5018 13884 1833933 94672 1734640 4594 27 74779 18998 198583 198583 0
"198702" 393102 24962 42488 1573 248666 0 0 194646 54020 0 0 39389 19252 16772 2191044 6262 5018 13991 1865927 96803 1764972 4127 25 76115 19487 204244 204244 0
"198703" 385612 26958 37426 1520 242804 0 0 194038 48766 0 0 40469 19252 17183 2231402 6270 5018 14105 1888134 98533 1785678 3901 22 78554 20518 218803 217841 962
"198704" 372238 29112 21410 1651 242833 0 0 193765 49068 0 0 40608 19252 17372 2309401 6951 5018 14225 1949764 101103 1843496 5144 21 80251 20076 233116 231950 1166
"198801" 373256 25533 20996 1572 241356 0 0 192186 49170 0 0 41759 24497 17543 2350021 6797 5018 14354 1990959 104023 1881894 5021 21 83074 20097 229722 227959 1763
"198802" 389444 23799 39514 1644 240297 0 0 191815 48482 0 0 41875 24497 17818 2380691 6421 5018 14454 2010450 106167 1897309 6952 22 85995 20617 237736 234929 2807
"198803" 387783 27264 44806 1419 231164 0 0 183598 47566 0 0 40550 24497 18083 2435801 6322 5018 14574 2050252 107781 1930275 12176 20 87205 20654 251776 248193 3583
"198804" 362369 27671 32118 1404 217363 0 0 169346 48017 0 0 40682 24497 18634 2511250 6593 5018 14736 2104885 109556 1972735 22578 16 88217 21249 270552 264730 5822
"198901" 341612 28725 13572 1332 212857 0 0 164854 48003 0 0 42390 23844 18892 2547837 6334 5368 14876 2142592 112167 2008126 22284 15 91114 21271 266282 260176 6106
"198902" 373938 30632 42937 1285 212362 0 0 165203 47159 0 0 43782 23844 19096 2574235 6107 8518 15056 2152595 114020 2014994 23567 14 94818 21798 275343 268190 7153
"198903" 375173 31356 36747 1155 209567 0 0 162403 47164 0 0 43963 23844 28541 2626983 6270 8518 15166 2190324 115706 2049263 25342 13 96253 21790 288662 281179 7483
"198904" 370155 32275 25570 1261 209353 0 0 162068 47285 0 0 43876 23844 33976 2707809 6439 8518 15303 2251235 117725 2109300 24197 13 96849 22406 307059 299287 7772
"199001" 369613 31852 15129 1409 219345 0 0 164700 54645 0 0 46080 22499 33299 2758530 6373 8518 15453 2310016 119881 2158531 31590 14 94290 22402 301478 294038 7440
"199002" 415594 32067 31113 1335 229504 0 0 164116 65388 0 0 47088 22499 51988 2805273 6486 8518 15614 2347353 121866 2192543 32933 11 95584 22950 308768 301075 7693
"199003" 438998 34568 33389 1459 244672 0 0 165644 79028 0 0 46090 22499 56321 2881381 6823 8518 15713 2410431 123909 2253909 32603 10 94726 22985 322185 314748 7437
"199004" 442378 39684 25417 1403 243096 0 0 160237 82859 0 0 42141 22499 68138 2986350 6970 10018 16256 2498129 126213 2339556 32350 10 91054 23594 340329 332641 7688
"199101" 440571 36904 32672 1300 250366 0 0 157846 92520 0 0 41281 16440 61608 3027745 6596 10018 15958 2548796 129706 2392729 26350 11 88670 23655 334052 326631 7421
"199102" 460184 35258 40223 1544 257751 0 0 156561 101190 0 0 40363 16440 68605 3081778 6441 10018 16070 2591928 133178 2433940 24800 10 89418 24227 343676 336001 7675
"199103" 481528 37793 27232 1527 256859 0 0 153153 103706 0 0 39797 16440 101880 3191070 6703 10018 16170 2687242 135368 2534262 17602 10 89480 24118 357339 350634 6705
"199104" 500732 39097 50916 1551 250975 0 0 152687 98288 0 0 37508 16440 104245 3297964 7008 10018 16296 2776364 138122 2619676 18556 10 85530 24790 377958 370999 6959
"199201" 495930 37607 23391 1901 255202 0 0 152715 102487 0 0 38176 27649 112004 3373771 6721 10018 16314 2859746 142020 2701951 15765 10 84944 24674 371354 364685 6669
"199202" 517654 41615 48971 2201 250298 0 0 152543 97755 0 0 35602 18397 120570 3449373 7012 10018 16386 2923317 145359 2762088 15862 8 86055 25287 381298 374374 6924
