"DATES" "FL764035605.Q" "FL763069175.Q" "FL763065005.Q" "FL723066000.Q" "FL763067005.Q" "FL763068005.Q" "FL723068005.Q" "FL753068005.Q" "FL733068003.Q" "FL743068005.Q" "FL713068005.Q" "FL773068005.Q" "FL893168005.Q" "FL293168005.Q" "FL153168005.Q" "FL103168005.Q" "FL113168003.Q" "FL133168000.Q" "FL263168005.Q" "FL263168465.Q" "FL263168475.Q" "FL263168485.Q" "FL693168005.Q" "FL443168005.Q" "FL613168000.Q" "FL643168003.Q" "FL663168005.Q" "FL713068505.Q"
"198804" 1854675 10069 676905 360816 33904 772981 623923 135603 3891 9564 0 772981 772981 721616 29991 517876 122423 29817 21509 4764 7821 8924 51365 9853 38411 3101 0 0
"198901" 1870974 9467 696826 355578 35555 773548 622457 136076 5444 9571 0 773548 773548 726749 28048 523494 125194 28389 21624 4547 7337 9740 46799 9363 33595 3841 0 0
"198902" 1922932 9009 722776 363704 38358 789085 639382 135517 4733 9453 0 789085 789085 738712 26976 531118 128385 30707 21526 4060 7463 10003 50373 9108 37308 3957 0 0
"198903" 1970452 8643 749832 371715 38781 801481 643005 142279 6772 9425 0 801481 801481 742114 19892 536597 131568 31485 22572 3505 8750 10317 59367 9168 46179 4020 0 0
"198904" 2016587 9875 770704 383309 38183 814516 649716 149601 5497 9702 0 814516 814516 749666 20413 542788 134316 30782 21367 3351 8568 9448 64850 9161 51599 4090 0 0
"199001" 2013403 9479 791978 372789 36986 802171 643177 142615 6003 10376 0 802171 802171 736258 12036 540273 135654 29349 18946 3307 6975 8664 65913 9574 52179 4160 0 0
"199002" 2052594 10200 820141 372319 36470 813464 648588 147640 5695 11541 0 813464 813464 743672 11709 544607 136178 31899 19279 3298 6791 9190 69792 9833 55729 4230 0 0
"199003" 2074433 9726 836875 379467 35638 812727 645123 150625 4370 12609 0 812727 812727 746321 18170 538862 136286 33212 19791 3305 7587 8899 66406 9862 52244 4300 0 0
"199004" 2100167 12665 849346 381982 36194 819980 645185 156537 5264 12994 0 819980 819980 751098 17853 545460 136371 32912 18502 2811 5892 9799 68882 9667 54845 4370 0 0
"199101" 2090468 13346 862157 370499 36244 808222 631322 159870 4343 12687 0 808222 808222 733180 5191 539239 136225 31989 20536 2508 7438 10590 75042 9532 61070 4440 0 0
"199102" 2097082 11427 877260 368385 41254 798756 616628 166998 3452 11678 0 798756 798756 723069 8376 524927 135624 34486 19656 2595 7072 9989 75687 9522 61651 4514 0 0
"199103" 2091098 9976 876093 366312 44366 794351 604047 176447 3267 10590 0 794351 794351 725610 18576 516438 135043 35558 19995 2438 7329 10228 68741 9652 54458 4631 0 0
"199104" 2097041 10620 881291 370176 46790 788164 588957 185795 3372 10040 0 788164 788164 711935 13088 507701 134952 34585 21609 2365 6908 12336 76229 8945 62284 5000 0 0
"199201" 2104222 10522 886396 357166 71620 778518 580978 184303 3148 10089 0 778518 778518 699154 7722 501202 135269 32989 21972 2422 7082 12468 79364 9359 64547 5458 0 0
"199202" 2108368 10067 890833 355981 71919 779568 574866 191796 2751 10155 0 779568 779568 702105 13909 491231 135898 35570 25497 2559 8564 14374 77463 8685 63169 5609 0 0
"199203" 2121493 9100 897224 357300 80634 777235 570033 192770 4221 10211 0 777235 777235 695581 10174 485951 136730 36248 26478 2882 8966 14630 81654 8833 66878 5943 0 0
"199204" 2139839 9182 900521 362901 87993 779242 569591 195725 3726 10200 0 779242 779242 702268 17595 488448 137651 34667 23907 3320 7605 12982 76974 8935 64294 3745 0 0
"199301" 2104354 8613 898903 358900 79605 758333 560156 184731 3333 10113 0 758333 758333 691943 16493 483471 134873 32813 24293 2964 8187 13142 66390 8627 54163 3600 0 0
"199302" 2150432 7126 918256 366632 89290 769128 568710 186628 3855 9935 0 769128 769128 700014 17412 483635 137657 35377 25933 3061 8977 13895 69114 8291 57238 3585 0 0
"199303" 2169313 6464 929671 379364 88384 765430 569764 182514 3392 9760 0 765430 765430 700755 25009 476080 136369 37122 26175 3371 9477 13327 64675 8042 53107 3526 0 0
"199304" 2223455 7270 947828 395704 100657 771996 578408 182016 1896 9676 0 771996 771996 709406 27369 480455 140186 36787 24609 2364 8795 13450 62590 8445 50591 3554 0 0
"199401" 2224434 5680 945649 397802 95923 779380 583208 184688 1704 9780 0 779380 779380 721299 29041 487284 143216 35536 26222 2749 9621 13852 58081 10191 43690 4200 0 0
"199402" 2265005 5389 964863 413413 90503 790837 596427 182476 2191 9743 0 790837 790837 740192 31494 497850 146585 39171 25092 2069 8704 14319 50645 7851 37894 4900 0 0
"199403" 2321430 5141 989704 434560 83988 808037 606769 189032 2037 10199 0 808037 808037 760695 34981 508658 150213 40588 26255 2372 9314 14569 47342 7565 34077 5700 0 0
"199404" 2407107 5765 1012711 458777 94941 834913 624573 197163 1831 11346 0 834913 834913 786019 40044 527215 153947 38675 26138 2153 8822 15163 48894 9326 33535 6033 0 0
"199501" 2452845 4523 1033937 459689 87214 867482 647217 206162 2478 11625 0 867482 867482 821098 41571 556409 158020 36937 28161 2538 8889 16734 46384 10019 30665 5700 0 0
"199502" 2538959 5676 1062399 471591 95978 903315 672444 216463 2229 12179 0 903315 903315 852496 45476 576596 160910 39953 29561 2124 9540 17897 50819 11295 34601 4923 0 0
"199503" 2590125 5438 1082184 485920 93941 922642 685319 222778 1923 12622 0 922642 922642 870334 48511 585985 162716 41514 31608 2317 10562 18729 52308 12402 35427 4479 0 0
"199504" 2647252 5675 1090189 502328 99491 949569 701554 232598 2272 13145 0 949569 949569 898183 57421 601756 164682 39735 34589 2558 10940 21091 51386 14572 31790 5024 0 0
"199601" 2658261 6090 1097597 490807 96833 966934 713703 237676 1894 13661 0 966934 966934 907732 52344 610788 170260 37588 36752 2202 12166 22384 59202 15241 38392 5569 0 0
"199602" 2704234 4926 1109930 503766 91945 993667 728152 249359 1979 14177 0 993667 993667 935231 59650 618456 175663 40923 40539 3299 13136 24104 58436 14760 37344 6332 0 0
"199603" 2752197 4361 1123239 513906 85669 1025022 746600 261783 2133 14506 0 1025022 1025022 964884 59915 633363 188379 41521 41706 3181 12676 25849 60138 14478 38418 7242 0 0
"199604" 2821799 6472 1145389 527463 100806 1041669 759763 264847 2478 14581 0 1041669 1041669 977660 57968 642125 193551 40362 43654 2870 14309 26475 64009 15937 40315 7757 0 0
"199701" 2854079 3219 1160137 505158 106967 1078598 790570 271289 2073 14666 0 1078598 1078598 1014272 64793 659820 207927 38246 43486 1987 13753 27746 64326 16958 38940 8428 0 0
"199702" 2942663 3110 1196460 512017 115274 1115802 817474 281244 2031 15053 0 1115802 1115802 1051841 73061 671780 218051 42593 46356 2047 13455 30854 63961 16692 36288 10981 0 0
"199703" 2974593 3132 1227131 509663 111580 1123087 832511 273449 1767 15360 0 1123087 1123087 1045539 51168 677284 225020 43884 48183 2239 13166 32778 77548 17626 48254 11668 0 0
"199704" 3055380 2698 1245314 515064 122456 1169848 867896 284049 2438 15465 0 1169848 1169848 1092528 66470 692715 237336 43893 52114 2056 13801 36257 77320 19407 40292 17621 0 0
"199801" 3089950 1079 1270826 493846 131376 1192823 896543 278246 2617 15417 0 1192823 1192823 1108715 72481 700750 239962 42141 53381 2266 13048 38067 84108 22266 38919 22923 0 0
"199802" 3158143 1119 1281723 493317 139699 1242285 939466 284525 2337 15957 0 1242285 1242285 1152370 74894 727240 248572 46137 55527 2158 14812 38557 89915 23352 40322 26241 0 0
"199803" 3223924 945 1295424 499624 146464 1281467 973746 289173 2347 16201 0 1281467 1281467 1175712 68656 748276 255410 46988 56382 2039 13810 40533 105755 27943 44327 33485 0 0
"199804" 3309276 1100 1336996 512007 142803 1316370 1013514 282385 4143 16328 0 1316370 1316370 1206728 71978 768839 262094 45101 58716 2788 13084 42844 109642 29706 46325 33611 0 0
"199901" 3296496 932 1337118 499258 129655 1329533 1039467 270627 3619 15820 0 1329533 1329533 1221481 66727 777647 275556 42550 59001 2863 12545 43593 108052 34034 45292 28726 0 0
"199902" 3326303 795 1361328 484471 132842 1346867 1068767 257634 4235 16231 0 1346867 1346867 1235731 69044 780338 281247 44637 60465 2768 13696 44001 111136 35445 47289 28402 0 0
"199903" 3391358 1072 1419148 480406 122081 1368651 1093474 257322 1537 16318 0 1368651 1368651 1256589 63861 793375 295305 45456 58592 2940 10934 44718 112062 34641 50156 27265 0 0
"199904" 3515536 1350 1495420 507763 124785 1386218 1106774 260000 2581 16863 0 1386218 1386218 1287862 62867 808841 312776 44202 59176 2952 9873 46351 98356 14040 60115 24201 0 0
"200001" 3622854 1444 1547344 505673 143344 1425049 1146128 259246 1865 17810 0 1425049 1425049 1314501 65554 820520 323066 42368 62993 2784 11425 48784 110548 32668 54342 23538 0 0
"200002" 3757400 1364 1614400 514964 150477 1476195 1192763 261423 4011 17998 0 1476195 1476195 1360567 63742 841894 344384 45922 64625 3132 12032 49461 115628 32671 61700 21257 0 0
"200003" 3820789 1340 1648507 531032 158993 1480917 1199707 261057 1764 18389 0 1480917 1480917 1365919 57416 844923 349841 46202 67537 3573 12562 51402 114998 31570 64745 18683 0 0
"200004" 3900895 1502 1660054 551074 175152 1513113 1218910 274583 1647 17973 0 1513113 1513113 1394917 63558 852688 361234 46901 70536 3510 13241 53785 118196 35011 63764 19421 0 0
"200101" 3933979 588 1687713 542799 191492 1511387 1214135 276428 2724 18100 0 1511387 1511387 1386691 52514 840024 375003 45043 74107 3626 16418 54063 124696 37938 70262 16496 0 0
"200102" 3923950 0 1722375 550374 172664 1478537 1198526 258928 2665 18418 0 1478537 1478537 1348763 47074 801556 385984 47902 66247 3313 9130 53804 129774 36835 76713 16226 0 0
"200103" 3922724 0 1736630 546509 167069 1472516 1193034 258265 2642 18575 0 1472516 1472516 1341428 54706 776651 395465 47298 67308 4176 9407 53725 131088 40108 76020 14960 0 0
"200104" 3973267 0 1789819 568437 175176 1439835 1159329 256059 1945 22502 0 1439835 1439835 1300672 41547 743724 405271 46891 63239 4309 5875 53055 139163 38488 84305 16370 0 0
"200201" 3948199 0 1800341 561548 158548 1427762 1137584 265860 2087 22231 0 1427762 1427762 1290764 39588 728721 411554 44175 66726 4166 6110 56450 136998 38328 82801 15869 0 0
"200202" 4011323 0 1873064 566783 174574 1396902 1117249 255205 2077 22371 0 1396902 1396902 1246153 29286 680048 417838 46760 72221 4765 9660 57796 150749 39728 94207 16814 0 0
"200203" 4108316 0 1961965 589192 175325 1381834 1112444 244858 2115 22417 0 1381834 1381834 1202678 3588 658949 424121 46728 69292 5022 7802 56468 179156 42153 120252 16751 0 0
"200204" 4198852 0 2058307 602570 177942 1360033 1101541 237468 2868 18156 0 1360033 1360033 1197766 17303 635522 430404 45960 68577 5082 5111 58384 162267 43015 101111 18141 0 0
"200301" 4254334 0 2099219 593231 200704 1361180 1104643 235965 2603 17969 0 1361180 1361180 1180035 21794 609620 433230 43366 72025 4538 9937 57550 181145 65402 96755 18988 0 0
"200302" 4342921 0 2192844 603684 200129 1346264 1094544 226891 6654 18175 0 1346264 1346264 1151810 25401 581015 436057 44969 64368 4638 8936 50794 194454 66994 111156 16304 0 0
"200303" 4391294 0 2263752 614124 200589 1312829 1077458 210399 6837 18135 0 1312829 1312829 1124462 18660 555846 438883 45421 65652 4385 8667 52600 188367 59702 111522 17143 0 0
"200304" 4461184 0 2255798 669386 200932 1335068 1082974 225749 7852 18493 0 1335068 1335068 1151375 49757 548300 441710 45533 66075 4527 8893 52655 183693 59019 106923 17751 0 0
"200401" 4543504 0 2329524 658036 227402 1328542 1078576 222889 8094 18983 0 1328542 1328542 1133802 47374 521852 456849 42899 64828 4915 10279 49634 194740 66688 110604 17448 0 0
"200402" 4685475 0 2435840 660571 230628 1358436 1106621 224904 7374 19537 0 1358436 1358436 1139456 47866 516012 462362 46017 67199 5167 12205 49827 218980 79294 119173 20513 0 0
"200403" 4802406 0 2517315 676319 242720 1366052 1120701 218000 7786 19565 0 1366052 1366052 1129297 27374 521622 467875 47623 64803 4979 11223 48601 236755 84315 131173 21267 0 0
"200404" 4905867 0 2595605 704270 195847 1410145 1150544 233968 5349 20284 0 1410145 1410145 1160404 26749 542657 473387 47715 69896 5485 13414 50997 249741 87884 136948 24909 0 0
"200501" 5023392 0 2690522 683112 215812 1433946 1158320 250975 4132 20519 0 1433946 1433946 1183856 17346 535887 512508 44274 73841 5676 14315 53850 250090 89937 133272 26881 0 0
"200502" 5169427 0 2791831 683951 217522 1476123 1188248 262791 2867 22217 0 1476123 1476123 1233852 29074 533365 551628 47213 72572 5206 14135 53231 242271 84096 129889 28286 0 0
"200503" 5341942 0 2896832 708230 231809 1505071 1206760 273386 3068 21857 0 1505071 1505071 1246586 25872 506405 590748 49528 74033 2776 16887 54370 258485 88288 138823 31374 0 0
"200504" 5473696 0 2958042 707039 230676 1577939 1249264 294685 8079 25911 0 1577939 1577939 1309372 36445 508726 629869 49926 84406 2623 18091 63692 268567 93127 142103 33337 0 0
"200601" 5615569 0 3033208 697480 257434 1627447 1280853 312564 7637 26393 0 1627447 1627447 1357093 48275 517311 658114 47679 85714 2175 16963 66576 270354 98438 137421 34495 0 0
"200602" 5757305 0 3140433 694749 258510 1663613 1310976 325484 4125 23028 0 1663613 1663613 1395651 58966 505758 686359 51154 93414 2581 19245 71588 267962 95143 136939 35880 0 0
"200603" 5876090 0 3181295 710502 282152 1702141 1327134 346317 4214 24476 0 1702141 1702141 1436158 66521 511674 714603 52997 90363 2313 16301 71749 265983 97106 131487 37390 0 0
"200604" 6151184 0 3403052 741200 302170 1704762 1312204 361792 5149 25617 0 1704762 1704762 1498533 86371 517863 742848 53197 98254 1916 21897 74441 206229 48633 129240 28356 0 0
"200701" 6144495 0 3386400 723278 319878 1714939 1309682 377076 3489 24692 0 1714939 1714939 1493022 76354 512522 777703 51697 74746 1788 18408 54550 221917 48766 138132 35019 0 0
"200702" 6279646 0 3472132 737869 300161 1769484 1345517 396631 3721 23615 0 1769484 1769484 1537076 77829 507266 812558 54513 84910 1878 26056 56976 232408 45397 153453 33558 0 0
"200703" 6531487 0 3525100 771518 320176 1914693 1447841 438516 4163 24173 0 1914693 1914693 1653579 92933 566876 847413 54870 91487 1784 27963 61740 261114 53401 176736 30977 0 0
"200704" 6809819 0 3644402 804096 334458 2026863 1532883 466764 5819 21397 0 2026863 2026863 1749739 99734 609425 882267 55507 102806 1884 30152 70770 277124 61961 182006 33157 0 0
"200801" 6880048 0 3684522 796317 297194 2102015 1590233 484940 5424 21418 39743 2141758 2141758 1822169 104877 632644 920319 52672 111657 1982 37795 71880 319589 62264 183388 34194 39743 0
"200802" 6891776 0 3660742 812984 281358 2136692 1622110 486927 6603 21052 30283 2166975 2166975 1844491 89198 648640 940242 57002 109409 3136 36802 69471 322484 65091 197585 29525 1455 28828
"200803" 7301871 100037 3853357 844087 284300 2220090 1686951 506345 5911 20883 289805 2509895 2509895 1936192 121418 670213 971494 58279 114788 2332 40834 71622 573703 70589 180873 32436 199734 90071
"200804" 7186954 15685 3841395 878643 220970 2230261 1670777 531910 7856 19718 490411 2720672 2720672 1947473 117692 677528 985624 58682 107947 2610 32967 72370 773199 75004 174924 32860 45484 444927
"200901" 7049143 4452 3853327 850749 216580 2124035 1580676 506314 17322 19723 388763 2512798 2512798 1863216 104040 652946 948118 55007 103105 2576 29250 71279 649582 67450 167193 30868 20409 363662
"200902" 6968798 9841 3897642 837783 194129 2029403 1523322 470885 16577 18619 253934 2283337 2283337 1790817 118317 618746 894937 57202 101615 2916 26714 71985 492520 62043 177464 24191 5070 223752
"200903" 6714260 52 3795413 832687 222035 1864073 1394959 432564 16828 19722 183920 2047993 2047993 1712521 137147 580568 836703 58934 99169 3404 27903 67862 335472 11290 161685 21286 27 141184
"200904" 6672534 0 3818667 855311 219625 1778931 1338393 406523 14607 19408 142832 1921763 1921763 1650211 147710 553539 793640 58547 96775 3173 27852 65750 271552 10977 144501 20774 0 95300
"201001" 6922077 0 3761281 1149191 232378 1779227 1340189 403890 16730 18418 137426 1916653 1916653 1670601 226279 546016 746519 54637 97150 3003 30391 63756 246052 11332 125896 18619 0 90205
"201002" 6837068 0 3706795 1133723 243093 1753457 1332334 387256 18135 15732 127451 1880908 1880908 1650097 237426 535062 719637 57376 100596 3268 33061 64267 230811 8767 120009 17061 0 84974
"201003" 6782090 0 3674354 1115273 243244 1749219 1328602 386556 18198 15863 105998 1855217 1855217 1656734 257914 528800 704463 58055 107502 3520 34096 69886 198483 10908 94995 16281 0 76299
