"DATES" "FL893064105.Q" "FL103164103.Q" "FL263164103.Q" "FL793164105.Q" "FL893064105.Q" "FL153064105.Q" "FL213064103.Q" "FL313064105.Q" "FL263064105.Q" "FL713064103.Q" "FL763064105.Q" "FL443064175.Q" "FL513064105.Q" "FL543064105.Q" "FL573064105.Q" "FL223064105.Q" "FL343064105.Q" "FL653064100.Q" "FL553064103.Q" "FL563064103.Q" "FL663064003.Q" "FL503064105.Q" "FL893064195.Q"
"199804" 15354010 10962270 1474983 2916757 15354010 7511125 98549 0 1107910 0 6838 24483 197908 683240 1869231 1188056 42960 2506188 47606 15564 54351 0 13532276
"199901" 15821088 11278324 1527668 3015096 15821088 7682424 98553 0 1215204 0 8340 25114 198219 727538 1855570 1216866 46203 2618992 50615 16415 61035 0 13933682
"199902" 17167958 12270299 1656976 3240683 17167958 8410058 97972 0 1325682 0 9246 24877 204532 790591 1920873 1312387 50782 2875939 56276 20625 68117 0 15127308
"199903" 16191303 11706737 1701560 2783006 16191303 7971449 97313 0 1242447 0 8081 24200 190371 764452 1732743 1231949 48476 2766488 36736 21063 55535 0 14153757
"199904" 19400965 14476846 2003716 2920403 19400965 9769854 98289 0 1433963 0 11257 23812 205154 909036 1966233 1407716 56909 3376728 41267 33862 66885 0 17015012
"200001" 20461166 15409517 2089143 2962506 20461166 10170665 97579 0 1521314 0 11345 23681 202420 970911 2119928 1449700 60405 3680075 41967 36793 74383 0 17981434
"200002" 19554515 14621966 2054063 2878486 19554515 9493427 96002 0 1522160 0 11323 24210 201002 954116 2074984 1408895 60060 3546550 41167 46091 74528 0 17102131
"200003" 19578677 14382670 1942786 3253221 19578677 9375631 95056 0 1553246 0 12648 24354 196317 970739 2104672 1429789 60715 3584967 39323 49702 81519 0 17232029
"200004" 17574998 12444477 1852842 3277679 17574998 8147325 93214 0 1482981 0 11876 24231 191360 891899 1970582 1298683 56576 3226855 36611 65585 77220 0 15315273
"200101" 15401621 10743969 1654541 3003111 15401621 6979964 91687 0 1351303 0 8433 24561 169545 805315 1777240 1185877 49059 2781817 32545 66006 78268 0 13367721
"200102" 16557453 11604373 1718095 3234985 16557453 7459004 91334 0 1474046 0 9627 25593 176968 860369 1932834 1265772 52733 3009882 33906 75560 89825 0 14427879
"200103" 13860022 9514985 1433884 2911153 13860022 6019246 88674 0 1280641 0 7184 27140 161879 751711 1710026 1125466 43796 2484167 29152 64345 66595 0 12069843
"200104" 15628575 10868561 1612673 3147341 15628575 6829434 87973 0 1440960 0 8854 27878 170953 811274 1908646 1260360 49091 2834005 31075 82992 85080 0 13609070
"200201" 15803639 10914257 1607025 3282357 15803639 6872227 85713 0 1477112 0 8456 28271 173154 826387 1902746 1294055 50618 2879422 31027 88204 86247 0 13781255
"200202" 13930555 9281734 1521874 3126947 13930555 5937506 83367 0 1280216 0 4922 28611 160394 759082 1686352 1192749 44660 2549659 30357 88951 83728 0 12011717
"200203" 11509569 7578561 1235475 2695533 11509569 4811042 80600 0 1084779 0 0 28645 142662 666959 1466959 973655 37343 2038401 30814 78326 69384 0 9924263
"200204" 12438276 8212329 1373980 2851967 12438276 5161157 79254 0 1221566 0 3457 29100 149356 708878 1588582 1056772 45933 2187374 33725 98228 74894 0 10675536
"200301" 11949387 7929525 1293453 2726409 11949387 4799621 79203 0 1196867 0 2029 29923 144349 704654 1618924 1035799 50285 2089030 33864 97161 67679 0 10280930
"200302" 14028007 9259371 1581419 3187217 14028007 5620488 81649 0 1433104 0 6670 30563 159352 805960 1861761 1215260 61019 2506659 40181 117704 87637 0 12004481
"200303" 14707262 9632013 1755385 3319864 14707262 5933509 82416 0 1464740 0 9664 31060 163403 837565 1916967 1273898 67344 2678574 45771 115547 86803 0 12499628
"200304" 16638537 10845206 2079422 3713909 16638537 6787539 84670 0 1674617 0 14984 30437 178362 919271 2096558 1420987 79921 3051320 53019 146315 100537 0 14035461
"200401" 17164708 11052978 2139268 3972462 17164708 6916695 85998 0 1699878 0 16005 28233 183758 951164 2157836 1446593 84701 3257518 67260 155615 113454 0 14461115
"200402" 17281110 11259938 2162126 3859046 17281110 6890852 86535 0 1739673 0 15730 27919 186500 964242 2164612 1444746 86833 3312445 71347 171829 117847 0 14527812
"200403" 17024162 10887835 2212637 3923690 17024162 6715441 87985 0 1701308 0 15727 28855 186564 964392 2158070 1434096 86429 3286131 74980 173933 110251 0 14221215
"200404" 18940078 12088607 2560418 4291053 18940078 7483920 89956 0 1904597 0 20273 28247 196620 1053872 2338460 1600899 99186 3693633 82327 219024 129065 0 15704105
"200501" 18775260 12023510 2649890 4101860 18775260 7464790 91740 0 1876390 0 19468 27069 190733 1041975 2278804 1571899 99342 3669922 88563 219990 134575 0 15444972
"200502" 19217906 12200640 2704374 4312892 19217906 7644124 93409 0 1907932 0 20918 26145 193461 1074782 2315454 1609536 101637 3770557 95950 232878 131123 0 15813057
"200503" 20174872 12699117 3078627 4397128 20174872 8011837 95413 0 1990551 0 23538 26052 198742 1128214 2395857 1681339 108116 4029819 103609 248903 132883 0 16362519
"200504" 20636127 12686553 3317705 4631869 20636127 8092976 96814 0 2039077 0 24150 26223 199531 1161799 2441732 1715778 112642 4175670 105588 285816 158331 0 16518783
"200601" 22194603 13760448 3678391 4755764 22194603 8853615 98927 0 2170314 0 28202 26213 205265 1215962 2567893 1799198 121290 4516960 109868 313730 167166 0 17665768
"200602" 21702311 13236618 3681074 4784619 21702311 8597532 101350 0 2138733 0 26987 25713 202652 1196712 2508761 1749772 118452 4432549 108012 328140 166945 0 17162787
"200603" 22534526 13635570 3838166 5060790 22534526 8896885 103655 0 2280431 0 29436 24961 211683 1243292 2580538 1810749 125528 4599445 112203 342995 172725 0 17802357
"200604" 24339292 14602340 4328960 5407992 24339292 9643686 106046 0 2448109 0 35290 24897 227028 1364828 2724779 1926104 138080 4989564 122477 402036 186369 0 19012236
"200701" 25036145 15108514 4542134 5385497 25036145 10008867 107522 0 2487002 0 35412 25221 229503 1394041 2724177 1941885 140345 5181104 137152 421852 202062 0 19442809
"200702" 26420986 16093030 4982193 5345763 26420986 10349106 114459 0 2729064 0 40903 25025 243546 1473337 2841296 2056293 151428 5566357 147061 460027 223084 0 20299147
"200703" 26679292 16332195 5289192 5057905 26679292 10281666 111555 0 2808217 0 43898 24712 248509 1505083 2822003 2083441 152738 5701308 153638 521900 220624 0 20176819
"200704" 25576011 15725842 5247990 4602179 25576011 9625641 112982 0 2812205 0 41468 25317 236186 1464605 2673321 2013665 149139 5476896 146174 573655 224757 0 19080464
"200801" 23302336 14380058 4800092 4122186 23302336 8873109 112087 0 2595294 0 33675 25679 215654 1332810 2403457 1815127 128414 4923575 132751 530571 180134 0 17383781
"200802" 22787709 14344031 4761018 3682660 22787709 8543834 114591 0 2551667 0 32578 25812 212475 1325186 2332666 1784618 127627 4888776 125446 532802 189631 0 16907947
"200803" 20150482 12734585 3704539 3711358 20150482 7510966 108922 0 2333316 0 23241 25598 209539 1229512 2080495 1616205 111100 4110348 101877 528717 160646 0 15396325
"200804" 15678309 10037058 2748428 2892823 15678309 5776086 86253 188675 1806736 0 6711 22724 193288 1001658 1599744 1237888 85616 3014128 75682 473947 109172 0 12048356
"200901" 13741444 8909727 2464351 2367366 13741444 5004159 61475 223855 1594391 0 4485 21569 164592 872651 1382654 1107194 74656 2668290 69080 412842 79551 0 10524974
"200902" 16318826 10239249 3161958 2917619 16318826 6049676 78307 157565 1902511 0 10480 24139 187625 1005329 1566259 1286219 92530 3282037 78977 507860 89312 0 12258475
"200903" 19205788 11759441 3827242 3619105 19205788 7145020 100850 158846 2285787 0 20545 24565 219919 1152792 1770775 1492489 110393 3930013 87781 597499 108514 0 14319723
"200904" 20002958 12365364 3977413 3660181 20002958 7301040 122379 67350 2436886 25106 30317 22162 219803 1208451 1835749 1566461 119423 4136233 92399 669941 124151 25106 14841665
"201001" 21084652 12987630 4026556 4070466 21084652 7726241 117292 69617 2602816 25416 34691 21838 225581 1291454 1918215 1651988 127816 4351832 94857 687229 112353 25416 15856131
"201002" 18655863 11478262 3507670 3669931 18655863 6883802 108775 47674 2276176 25733 21822 21681 193383 1186008 1673926 1450019 112621 3799518 88088 642495 98409 25733 14056582
"201003" 20986458 12938837 4080863 3966758 20986458 7822956 111814 62501 2581450 26057 29526 19530 220306 1321826 1832594 1609310 115804 4266883 98098 741483 100264 26057 15670332
