"DATES" "FL574090005.Q" "FL573020005.Q" "FL573030005.Q" "FL573034005.Q" "FL572050005.Q" "FL574004005.Q" "FL573069105.Q" "FL573061105.Q" "FL573061705.Q" "FL573063005.Q" "FL573065005.Q" "FL573064105.Q" "FL573064205.Q" "FL573090005.Q" "FL573095405.Q" "FL573074005.Q" "FL573093005.Q" "FL573150005.Q"
"196203" 47743 695 1790 0 355 22316 0 2524 351 17647 1794 19251 140 3196 0 716 2480 48117
"196204" 51215 707 1858 0 369 22901 0 2600 324 18101 1876 21885 172 3323 0 768 2555 51589
"196301" 53500 721 1930 0 380 23362 0 2628 333 18444 1957 23509 184 3414 0 803 2611 53907
"196302" 55588 735 2004 0 385 23872 0 2655 335 18847 2035 24949 177 3466 0 834 2632 55988
"196303" 57602 752 2081 0 393 24403 0 2640 377 19267 2119 26270 169 3534 0 864 2670 58021
"196304" 59698 773 2161 0 409 24829 0 2679 370 19560 2220 27670 176 3680 0 895 2785 60135
"196401" 62697 802 2244 0 435 25413 0 2872 386 19798 2357 29690 201 3912 0 940 2972 63146
"196402" 65194 850 2330 0 471 25933 0 2665 373 20389 2506 31136 241 4233 0 978 3255 65671
"196403" 67627 857 2419 0 507 26358 0 2661 362 20695 2640 32638 283 4565 0 1014 3551 68118
"196404" 69964 892 2512 0 537 27176 0 2715 477 21206 2778 33705 312 4830 0 1049 3781 70477
"196501" 72098 752 2609 0 560 27857 0 2909 403 21626 2919 34953 331 5036 0 1081 3955 72656
"196502" 72489 728 2709 0 577 28372 0 2709 404 22084 3175 34570 341 5192 0 1087 4105 73065
"196503" 77099 760 2813 0 594 28632 0 2457 431 22446 3298 38608 349 5343 0 1157 4186 77694
"196504" 80216 941 2921 0 616 29081 0 2539 454 22703 3385 40754 360 5543 0 1203 4340 80872
"196601" 81739 957 3034 0 642 30192 0 2479 465 23740 3508 40765 372 5777 0 1226 4551 82403
"196602" 81513 791 3151 0 671 30605 0 2377 475 24162 3591 39868 384 6043 0 1223 4820 82181
"196603" 79242 719 3271 0 702 31121 0 2351 442 24618 3710 36711 397 6321 0 1189 5132 79917
"196604" 83288 758 3418 0 734 31892 0 2304 446 25231 3911 39468 414 6604 0 1249 5355 83969
"196701" 90183 824 3539 0 767 32218 0 2148 432 25647 3991 45497 435 6903 0 1353 5550 90880
"196702" 91996 839 3682 0 803 32171 0 1999 390 25806 3976 46820 459 7222 0 1380 5842 92716
"196703" 96706 882 3829 0 838 32612 0 1967 362 26224 4059 50519 485 7541 0 1451 6090 97449
"196704" 97984 894 4014 0 870 32762 0 1987 337 26355 4083 51104 510 7830 0 1470 6360 98754
"196801" 96214 871 4136 0 900 33394 0 2207 358 26738 4091 48280 535 8098 0 1443 6655 97030
"196802" 104430 950 4303 0 928 33367 0 2181 379 26757 4050 55974 561 8347 0 1566 6781 105285
"196803" 108040 983 4485 0 954 33576 0 2120 401 26984 4071 58869 587 8586 0 1621 6965 108948
"196804" 111390 1015 4680 0 980 33823 0 2359 397 27000 4067 61456 614 8822 0 1671 7151 112350
"196901" 111119 1005 4799 0 1006 33808 0 2460 433 26836 4079 60813 639 9049 0 1667 7382 112086
"196902" 111572 1009 5040 0 1030 33640 0 2191 468 26912 4069 60925 664 9264 0 1674 7590 112541
"196903" 111495 1004 5220 0 1053 34294 0 2159 550 27451 4134 59756 689 9479 0 1672 7807 112473
"196904" 114000 1024 5429 0 1079 34620 0 2183 608 27613 4216 61425 715 9708 0 1710 7998 114981
"197001" 114690 1029 5646 0 1105 34887 0 2081 578 27998 4230 61339 737 9947 0 1720 8227 115687
"197002" 103967 918 5866 0 1133 34988 0 1984 660 28131 4213 50119 752 10191 0 1560 8631 104996
"197003" 115310 1028 6099 0 1161 35890 0 2152 916 28629 4193 59913 774 10445 0 1730 8715 116374
"197004" 123868 1106 6315 0 1190 36642 0 2124 904 29443 4171 67087 817 10711 0 1858 8853 124958
"197101" 133566 1199 6567 0 1221 35851 0 2259 759 28753 4080 76860 882 10986 0 2004 8982 134734
"197102" 135260 1205 6765 0 1252 34863 0 2001 593 28355 3914 78937 968 11270 0 2029 9241 136512
"197103" 139784 1242 7033 0 1286 34293 0 2044 590 27891 3768 83299 1062 11569 0 2097 9472 141119
"197104" 146592 1305 7270 0 1321 35003 0 2125 606 28614 3658 88651 1150 11892 0 2199 9693 148018
"197201" 156662 1413 7513 0 1474 35529 308 2540 858 28491 3332 96231 1237 13265 0 2350 10915 158246
"197202" 161735 1471 7821 0 1707 36961 794 2451 1207 29376 3133 97083 1330 15362 0 2426 12936 163417
"197203" 169159 1577 8155 0 1948 39160 1322 2623 1741 30609 2865 99365 1419 17535 0 2537 14998 170943
"197204" 181455 1790 8511 0 2130 40546 1755 3381 2078 30604 2728 107817 1494 19167 0 2722 16445 183316
"197301" 179694 1889 8891 0 2260 42500 2104 3725 2598 31559 2514 102259 1555 20340 0 2695 17645 181659
"197302" 175596 2016 9232 0 2348 43663 2382 4011 2788 32043 2439 95599 1603 21135 0 2634 18501 177701
"197303" 188414 2340 9680 0 2427 45695 2677 4711 2968 32978 2361 104779 1647 21846 0 2826 19020 190676
"197304" 179787 2455 10027 0 2530 46759 3079 5379 3192 32733 2376 93557 1695 22764 0 2697 20067 182208
"197401" 186098 2604 10444 0 2645 48002 3554 6109 3252 32694 2393 96863 1734 23806 0 2791 21015 188647
"197402" 181192 2840 10873 0 2765 49519 4069 6912 3264 32897 2377 88565 1751 24879 0 2718 22161 183906
"197403" 163965 3093 11331 0 2894 52529 4670 8235 3511 33745 2368 66279 1790 26049 0 2459 23590 166895
"197404" 178029 3366 11957 0 3041 55648 5403 8559 4305 35009 2372 74755 1895 27367 0 2670 24697 181175
"197501" 202337 3626 12495 0 3211 60147 6329 9623 4673 37113 2409 91897 2065 28896 0 3035 25861 205777
"197502" 229069 3915 13151 0 3575 63945 7508 10516 4900 38643 2378 110006 2301 32176 0 3436 28740 232741
"197503" 228702 4183 13832 0 4042 67818 8447 11896 4981 40128 2366 99892 2559 36376 0 3431 32945 232562
"197504" 244331 4400 14454 0 4346 71222 9066 12396 5466 41911 2383 107999 2795 39115 0 3665 35450 248404
"197601" 264301 4617 15095 0 4385 74283 9892 13613 5951 42444 2383 123664 2795 39462 0 3965 35497 268445
"197602" 265624 4704 15646 0 4140 77282 10440 15211 6326 42922 2383 123557 3033 37262 0 3984 33278 269840
"197603" 268830 4619 16096 0 4386 77432 10756 16371 6517 41415 2373 123523 3297 39477 0 4032 35445 273122
"197604" 275303 4510 16639 0 4736 77760 10952 18075 6075 40244 2414 125501 3534 42623 0 4130 38493 279670
"197701" 276018 4499 17300 0 5319 78637 11138 17873 7089 40117 2420 118706 3692 47865 0 4140 43725 280506
"197702" 285572 4567 18034 23 5335 82642 11272 19957 7630 41244 2539 123183 3771 48017 0 4284 43733 290187
"197703" 289898 4694 18821 53 5803 84052 11309 20080 8610 41567 2486 120475 3771 52229 0 4348 47881 294643
"197704" 297269 4835 19644 94 5717 88172 11314 21308 8501 44552 2497 123610 3746 51451 0 4459 46992 302148
"197801" 303404 4944 20592 150 6268 89213 11350 21477 8472 45355 2559 122074 3750 56413 0 4551 51862 308471
"197802" 323022 5031 21590 212 6136 94054 11335 22185 8423 49464 2647 137026 3750 55223 0 4845 50378 328275
"197803" 347584 5119 22509 272 6488 96700 11173 21089 9974 51758 2706 154397 3708 58391 0 5214 53177 353046
"197804" 351307 5184 23660 359 6935 98730 11162 23179 8681 52987 2721 150308 3715 62416 0 5270 57146 356982
"197901" 371412 5207 24727 500 7253 102047 11593 23727 9895 54034 2798 162540 3862 65276 0 5571 59705 377580
"197902" 384768 5189 25677 688 7490 108191 12498 24928 10734 57281 2750 165969 4152 67412 0 5772 61640 391449
"197903" 406331 5142 26714 913 7532 115146 13894 25769 12004 60511 2968 178516 4585 67783 0 6095 61688 413559
"197904" 413088 5055 27894 1182 7768 120780 15396 25995 12559 63691 3139 175437 5066 69906 0 6196 63710 420887
"198001" 422711 4920 28834 1500 7979 127916 16622 27203 13343 67557 3191 174254 5500 71808 0 6240 65568 431217
"198002" 457791 4722 29703 1845 8189 136333 17673 29387 15027 70983 3263 197312 5994 73693 0 6761 66932 467000
"198003" 490616 4448 30525 2195 8485 144082 18655 30569 16447 74940 3471 217866 6655 76360 0 7241 69119 500558
"198004" 512985 4163 31832 2633 8378 151389 19539 32215 18345 77726 3564 232046 7149 75395 0 7566 67829 523692
"198101" 522134 3932 32929 3244 8237 157390 20303 33352 20305 79682 3748 235138 7139 74125 0 7697 66428 533711
"198102" 525939 3741 33733 4134 8355 163944 21805 34543 22926 80799 3871 230290 6556 75186 0 7753 67433 538503
"198103" 514921 3572 34965 5413 8525 169786 23241 34755 25713 82199 3878 210616 5326 76718 0 7600 69118 528439
"198104" 539216 3427 36482 6564 8258 178648 24522 46684 20199 83330 3913 227457 4071 74309 0 7953 66356 553903
"198201" 556042 2925 39590 7030 7728 192379 21978 56035 23902 86551 3913 232923 3928 69539 0 8215 61324 572454
"198202" 577221 2819 43039 6030 7840 204557 20610 62040 27580 88941 5386 237922 4464 70550 0 8534 62016 594246
"198203" 636536 2570 46153 5071 8648 214314 17806 67904 29696 92547 6361 276586 5378 77816 0 9410 68406 654310
"198204" 669028 2260 49423 4688 8705 225379 15215 75171 31997 95226 7770 294393 5835 78345 0 9871 68474 687323
"198301" 727655 2115 53601 4877 9291 235481 14240 79729 33229 99227 9056 332226 6356 83708 0 10730 72978 747896
"198302" 796436 2248 59172 5228 10383 243156 15295 83051 34441 100660 9709 375856 6848 93545 0 11738 81807 819193
"198303" 805284 2587 59347 5602 10372 258618 16989 89104 36972 104984 10569 368452 6863 93443 0 11868 81575 828061
"198304" 815053 2731 61000 5929 10596 267536 17237 93332 38890 107953 10124 364841 6909 95511 0 12011 83500 838345
"198401" 789604 3087 60303 6191 10166 273264 19766 95026 39305 109275 9892 338253 6780 91560 0 11629 79931 811369
"198402" 764365 3490 60150 6388 9894 266837 22288 92126 38417 104637 9369 321970 6516 89120 0 11259 77861 785004
"198403" 827578 3478 65018 6770 10593 284388 22370 98766 41405 112806 9041 354676 7275 95380 0 12189 83191 849120
"198404" 876196 3309 68039 6938 10909 305913 19714 108409 44624 123431 9735 374583 7896 98609 0 12913 85696 897829
"198501" 941133 3548 73269 7429 11648 306304 19533 112160 46321 117249 11041 425239 8595 105101 0 13761 91340 963650
"198502" 976827 3793 79762 8015 12448 314095 19594 119446 49977 113274 11804 437283 9391 112040 0 14718 97322 1000252
"198503" 952588 3833 78987 8239 12043 315297 20196 122980 52053 108707 11361 416388 9412 108389 0 14545 93844 974665
"198504" 1226778 3281 76602 9087 19181 328993 22072 128559 67112 97234 14016 515760 11055 262819 131774 18707 112338 1250867
"198601" 1308462 2823 78250 9517 19264 344426 23867 131511 68657 106529 13862 573682 12882 267618 138808 18707 110103 1334293
"198602" 1317242 2433 79185 9427 19513 342323 24560 126866 66253 111652 12992 580998 12804 270559 140989 18707 110863 1344507
"198603" 1260148 2108 81907 10106 19857 350169 25385 125191 65508 121476 12609 509887 11749 274365 141730 18712 113923 1289006
"198604" 1285730 1904 87016 10990 20867 333632 26409 112820 59158 123990 11255 523498 12092 295731 146862 18742 130127 1316569
"198701" 1444060 1812 83970 11194 20680 337054 28982 112993 61509 123474 10096 652060 16180 321110 161214 19042 140854 1475402
"198702" 1496139 1757 84140 12008 21281 337287 31795 107282 68658 120244 9308 687316 20161 332189 171248 19492 141449 1527793
"198703" 1572866 1705 81480 12337 21224 343606 33869 110239 70470 120303 8725 725431 23577 363506 184348 20142 159016 1605094
"198704" 1353958 1677 76228 12832 20444 347234 33605 113027 72284 120113 8205 532640 19881 343022 186265 20250 136507 1385999
"198801" 1375752 1875 76644 13450 20449 342083 30930 103579 80835 117125 9614 556319 21582 343350 184762 19750 138838 1405565
"198802" 1411494 2473 82983 14461 22142 344989 30949 104513 81550 116708 11269 569357 22743 352346 187501 19050 145795 1440035
"198803" 1391921 3556 82855 14814 22003 363519 28608 114263 84019 122646 13983 525060 21668 358446 183436 17800 157210 1418379
"198804" 1407190 4548 87138 14836 22712 369218 27547 112723 86670 125612 16666 515243 23372 370123 186900 19012 164211 1432196
"198901" 1462044 5130 94838 15462 23640 372993 27771 104469 97464 125659 17630 546463 25036 378482 192621 20696 165165 1488883
"198902" 1521369 5089 102037 16554 24017 386261 27189 109652 101043 129105 19272 582468 27828 377115 196637 22555 157923 1549675
"198903" 1603968 4707 109055 16622 25085 401792 27731 115254 104903 132825 21079 642595 30811 373301 202090 24454 146757 1634245
"198904" 1631763 4142 114635 17779 24814 420827 26859 122443 110473 137758 23294 635487 32975 381104 204708 26280 150116 1663257
"199001" 1608190 3677 116258 18655 24854 425084 26970 111156 123001 140647 23310 607978 33658 378026 207757 28004 142265 1639060
"199002" 1658372 3288 113560 17918 24503 443832 26705 116570 127991 148387 24179 643878 38730 372663 210073 29268 133322 1688799
"199003" 1567019 3425 111353 17441 24146 455308 26719 119786 130890 153299 24614 545978 35741 373627 210651 30642 132334 1596903
"199004" 1629142 3312 110397 17775 23504 464335 26414 122386 133087 157547 24901 605903 40487 363429 214824 32331 116274 1658457
"199101" 1754237 3254 107811 17336 23125 475826 25895 114826 146860 164854 23391 707819 49162 369904 221275 35015 113614 1783108
"199102" 1771565 3195 109964 17857 24039 474483 26502 114273 144634 167694 21380 701297 53437 387293 227141 38479 121673 1800090
"199103" 1847207 3107 114576 19147 25471 487145 27917 117013 147589 174633 19993 738870 62164 396727 235003 41713 120011 1875632
"199104" 1931028 3012 115924 18790 27237 489713 29668 117119 145963 178737 18226 806216 66403 403733 244532 44403 114798 1959655
"199201" 1899549 2979 110892 18917 27061 495963 29429 106537 157348 185406 17243 775698 73093 394946 245603 46813 102530 1927328
"199202" 1928285 2989 106360 18973 27189 496862 29464 105737 155289 190298 16074 793365 80498 402049 246814 49189 106046 1955146
"199203" 1967309 2971 103197 19680 27356 510243 29565 108252 157212 199792 15422 815006 84147 404709 248455 51659 104595 1992961
"199204" 2038381 2974 98780 19784 27424 515668 29465 108662 156492 206503 14546 873712 96196 403843 247586 54321 101936 2062805
"199301" 2147919 3007 99839 21949 28361 529904 30309 99047 171246 214648 14654 945169 105785 413905 255081 56975 101849 2172007
"199302" 2177160 3030 99521 23986 28799 530988 30759 97820 169976 218103 14330 958795 117163 414878 257893 59829 97156 2200635
"199303" 2239328 3078 95173 24135 28085 554418 30010 110628 168357 230599 14824 989294 129489 415656 261806 62933 90917 2262381
"199304" 2285422 3170 95369 26265 28339 551863 30183 104312 170642 233742 12984 1014338 142243 423835 267861 66636 89338 2308312
"199401" 2259224 3267 97070 28739 27158 551213 29028 104041 175981 229616 12547 970105 153009 428663 272422 69970 86271 2282755
"199402" 2312763 3420 97483 30335 25772 571748 27685 112453 188958 230089 12563 980057 162145 441803 278678 73062 90063 2337240
"199403" 2421252 3601 96459 30617 23915 589643 25734 118448 203091 229809 12561 1045052 180587 451378 283400 75948 92030 2446378
"199404" 2436213 4044 102103 31580 22157 591542 23986 121147 211502 227112 7795 1013686 205897 465204 297926 78325 88953 2473306
"199501" 2558886 4245 104802 32389 22229 599568 24394 121877 212975 232331 7991 1080416 241519 473718 303617 79682 90419 2596849
"199502" 2680587 4448 105820 34855 22300 603699 24781 121944 212917 235869 8188 1150110 277175 482180 309154 81041 91985 2719421
"199503" 2807388 4657 108260 36032 22373 603421 24810 120595 212346 237286 8384 1220867 320038 491740 315759 82398 93583 2847092
"199504" 2898844 4871 110217 37906 22443 608441 24823 120770 213123 241144 8581 1256776 356997 501193 322167 83757 95269 2939418
"199601" 2991792 5105 112289 40780 23466 616716 26526 121969 213052 246393 8776 1293612 388232 511592 326999 85114 99479 3033236
"199602" 3059591 5339 115389 42545 24487 622551 28180 121886 213258 250256 8971 1314063 412833 522384 332133 86471 103780 3101906
"199603" 3133623 5568 117909 45152 25509 611028 29016 117763 208116 246964 9169 1348212 443350 536895 340885 87829 108181 3176808
"199604" 3224422 5574 119102 49094 27332 602307 30786 115969 201794 244461 9297 1403102 472676 545235 340954 89185 115096 3268476
"199701" 3210525 6134 121347 53862 27044 614216 30949 116828 203490 253389 9560 1354427 490243 543252 335924 91610 115718 3255460
"199702" 3517952 6448 124416 56261 27508 623901 32031 116746 204588 260701 9835 1541637 577969 559812 347931 93059 118822 3563786
"199703" 3737852 7257 124123 63631 27468 634650 31624 117374 206525 268987 10140 1657912 652368 570443 355620 94508 120315 3784602
"199704" 3712865 6955 130095 62527 28537 646762 32314 117950 207936 278468 10094 1603687 660144 574158 351703 97572 124883 3759877
"199801" 4019322 6617 137691 63041 28934 645456 32758 114751 207480 280342 10125 1806215 741143 590225 361658 101929 126638 4067274
"199802" 3985399 6257 146102 63443 29310 638051 33190 112153 202619 279919 10170 1774643 740448 587145 352236 106429 128480 4034310
"199803" 3652263 5907 153289 63808 29583 637289 34084 108103 200155 284635 10312 1526989 662193 573205 332203 110976 130026 3702153
"199804" 4143915 6114 159879 64842 29690 639707 35465 104771 190734 298850 9887 1869231 789955 584497 344322 110453 129722 4198089
"199901" 4206401 5847 150932 68736 30857 658265 36646 106778 199780 304721 10340 1855570 849252 586942 345366 107339 134237 4261751
"199902" 4375747 6252 142165 71515 31023 688042 38301 113326 209966 315655 10794 1920873 926535 589342 346410 103373 139559 4432283
"199903" 4189291 6580 130619 76497 31434 709615 39107 120442 216067 322752 11247 1732743 916447 585356 342453 98336 144567 4247021
"199904" 4593815 7429 120615 76896 31634 746905 41419 121539 230309 341938 11700 1966233 1056477 587626 345997 92083 149546 4651464
"200001" 4796331 7845 117690 77370 30689 735974 38795 118874 232764 333628 11913 2119928 1119868 586967 348793 90069 148105 4852777
"200002" 4697823 8562 109050 77400 29423 703039 37898 117152 217997 317990 12002 2074984 1128713 566652 335532 83290 147830 4751012
"200003" 4722919 9689 101816 80309 28061 669964 36969 115435 208900 296614 12046 2104672 1175612 552796 327695 77999 147102 4770800
"200004" 4467538 10766 97699 81135 26532 621876 35264 111627 197400 265651 11934 1970582 1131638 527310 308152 72991 146167 4508058
"200101" 4061915 9549 85699 77262 21600 640888 31271 118107 214364 266901 10245 1777240 986695 462982 278852 70761 113369 4109532
"200102" 4227057 9900 79385 77160 20325 621286 30887 111675 211476 257166 10082 1932834 1019395 466772 291696 64343 110733 4274123
"200103" 3797503 9997 71039 76541 19021 603927 30379 111437 200183 251979 9949 1710026 895722 411230 249172 57207 104851 3844144
"200104" 4049418 9924 61323 75083 17674 587037 27017 105240 202526 242504 9750 1908646 962912 426819 275762 48408 102649 4095861
"200201" 4165472 9943 59942 76373 18624 598896 27555 110571 199579 250845 10346 1902746 1043412 455536 298216 53365 103955 4212449
"200202" 3861317 10110 58195 81421 18685 613772 27685 108532 200746 266489 10320 1686352 961862 430920 272291 50993 107636 3906917
"200203" 3509295 10173 56779 84442 18989 605835 27817 107369 194055 266208 10386 1466959 868415 397703 234050 55347 108306 3553844
"200204" 3675305 10247 57462 84492 18251 581680 30715 103609 182944 254075 10337 1588582 931864 402727 249591 49933 103203 3717343
"200301" 3668833 10317 53363 83256 18643 601715 31152 111572 190910 257814 10267 1618924 880570 402045 241467 53470 107108 3710077
"200302" 4084675 10827 57108 83727 19121 615003 26829 115443 200450 262184 10097 1861761 1006112 431016 274124 49917 106975 4125100
"200303" 4173716 10871 54785 84081 19439 629468 26740 112144 211675 268777 10132 1916967 1022379 435726 284510 48597 102619 4214360
"200304" 4519836 10383 60739 84251 20289 653474 27495 116880 223502 275348 10249 2096558 1126863 467279 316974 49764 100541 4561326
"200401" 4595910 10395 58566 84240 20540 654346 27353 114022 224282 278507 10182 2157836 1151505 458482 310554 47487 100441 4637550
"200402" 4626158 10875 49885 84382 20930 656574 26798 115426 229076 275137 10137 2164612 1167952 470948 313830 50887 106231 4667523
"200403" 4580226 10908 51770 84613 21181 655677 26320 113595 234194 271364 10204 2158070 1146226 451781 300341 47904 103536 4621582
"200404" 4922372 10486 55905 84863 20612 654617 28513 113004 235267 267803 10030 2338460 1278208 479221 328431 46648 104142 4963011
"200501" 4887510 10529 54672 85186 21501 663228 30716 114403 237423 270743 9943 2278804 1302564 471026 323005 45497 102524 4927627
"200502" 5019460 10714 58339 85467 20723 672290 31387 115424 237736 277821 9922 2315454 1387228 469245 325209 43906 100130 5059222
"200503" 5228421 10793 62424 86017 20726 685032 32986 116715 240704 284733 9894 2395857 1491190 476382 332487 46226 97669 5267866
"200504" 5388579 10787 62237 86713 21640 699882 31516 116539 252024 289990 9813 2441732 1585413 480175 338389 44763 97023 5427756
"200601" 5614938 10897 61355 87566 21993 699951 30456 116779 250826 292132 9758 2567893 1676071 489212 350784 44251 94177 5653893
"200602" 5543501 11123 61824 88344 22385 713666 30747 117655 254384 301209 9671 2508761 1657531 479867 344120 43761 91986 5582173
"200603" 5740214 11233 62345 89214 22606 741597 31298 125787 259729 315193 9590 2580538 1739403 493278 357001 43276 93001 5778639
"200604" 6082800 11198 63066 90093 22414 758304 31725 130808 268614 317647 9510 2724779 1880414 532532 387945 42796 101791 6120492
"200701" 6190828 11322 64287 90903 22639 789352 35738 141367 277896 325026 9325 2724177 1953220 534928 394802 42322 97804 6227563
"200702" 6496911 11441 65009 91770 23425 817949 36516 151258 285825 334892 9458 2841296 2085693 560328 426386 42478 91464 6533181
"200703" 6565103 11529 65461 92609 23823 835507 30168 161216 290503 343900 9720 2822003 2145999 568172 437047 47152 83973 6601454
"200704" 6410576 11775 67676 93469 25773 860835 26943 169513 296775 357438 10166 2673321 2110615 567112 431304 47236 88572 6444810
"200801" 5957999 11853 68828 94122 26540 875663 28559 173927 300413 362337 10427 2403457 1951609 525927 398800 47682 79445 5993348
"200802" 5908987 11761 68770 94779 22165 896255 28980 177854 301979 376732 10710 2332666 1954790 527801 403191 48154 76456 5945119
"200803" 5409210 14353 69741 95288 23011 914439 20853 186604 310255 385806 10921 2080495 1719200 492683 379229 47924 65530 5445721
"200804" 4552730 12258 67940 95741 33107 951442 37185 184935 318122 400112 11088 1599744 1365984 426514 317557 47938 61019 4588025
"200901" 4246680 12281 69604 96098 36820 987948 37593 214258 310573 413928 11596 1382654 1268697 392578 287833 48814 55931 4283071
"200902" 4730218 11936 69346 96228 37801 1005143 38081 236535 294371 424085 12071 1566259 1488672 454833 338734 53357 62742 4766518
"200903" 5270198 14453 71345 96294 42035 1037722 31465 280700 278799 433968 12790 1770775 1727712 509862 390025 51617 68220 5306561
"200904" 5470971 16427 72670 96360 36211 1062997 26664 310721 269075 442892 13645 1835749 1817262 533295 412836 50460 69999 5507389
"201001" 5708570 18915 73663 96400 36282 1090041 21731 341624 259556 452516 14614 1918215 1929592 545462 429869 49911 65682 5745041
"201002" 5315867 21859 74908 96400 31329 1114300 18189 407377 210942 462058 15734 1673926 1785989 517156 407994 49586 59576 5352389
"201003" 5661405 24609 75736 96300 26795 1131033 17114 459305 170155 469238 15221 1832594 1930794 543544 433774 49384 60386 5697932
