"DATES" "FL893169005.Q" "FL313069205.Q" "FL153169203.Q" "FL103169205.Q" "FL113169203.Q" "FL133169203.Q" "FL213169203.Q" "FL263169205.Q" "FL403169283.Q" "FL313069223.Q" "FL503169205.Q" "FL263069500.Q" "FL263069500.Q" "FL763069705.Q" "FL103169705.Q" "FL263169705.Q" "FL443069505.Q" "FL103169525.Q" "FL113169525.Q" "FL473069503.Q" "FL103169545.Q" "FL113169545.Q" "FL153169405.Q" "FL313069403.Q" "FL543069403.Q" "FL403069305.Q" "FL153169305.Q" "FL113169303.Q" "FL133169300.Q" "FL723169305.Q" "FL443169305.Q" "FL473169333.Q" "FL543169333.Q" "FL673069505.Q" "FL673069505.Q" "FL613069500.Q" "FL103169535.Q" "FL113169535.Q" "FL103169803.Q" "FL153069803.Q" "FL543069803.Q" "FL653069803.Q" "FL673069803.Q" "FL663069803.Q" "FL503069805.Q"
"198101" 395111 128604 9896 8499 27122 14895 7813 56984 3395 0 0 7712 7712 44178 19565 24613 3241 1621 1621 0 0 0 44358 1147 43211 79475 0 10100 20200 0 49175 0 0 0 0 87543 78789 8754 0 0 0 0 0 0 0
"198102" 420005 134410 10292 8876 28430 16869 8570 57973 3400 0 0 8077 8077 45655 18198 27457 4074 2037 2037 0 0 0 46099 1160 44939 87380 0 9228 22057 0 56095 0 0 0 0 94310 84879 9431 0 0 0 0 0 0 0
"198103" 439107 138371 10530 9358 29728 17051 8469 58935 4300 0 0 10776 10776 47564 19924 27640 4635 2318 2318 0 0 0 48304 1262 47042 96397 0 9300 22750 0 64347 0 0 0 0 93060 83754 9306 0 0 0 0 0 0 0
"198104" 455435 141599 10998 9571 31166 16420 8824 60020 4600 0 0 15400 15400 51084 21448 29636 3908 1954 1954 0 0 0 49966 1260 48706 95898 0 9482 21222 0 65194 0 0 0 0 97580 87822 9758 0 0 0 0 0 0 0
"198201" 463151 144181 11193 9761 32175 16378 9068 60606 5000 0 0 16653 16653 51835 21033 30802 4616 2308 2308 0 0 0 51265 1252 50013 96493 0 9931 20400 0 66162 0 0 0 0 98108 88297 9811 0 0 0 0 0 0 0
"198202" 477757 148248 11717 9964 33156 17300 9606 61505 5000 0 0 17267 17267 55159 21852 33307 4604 2302 2302 0 0 0 52615 1245 51370 100419 0 9011 22010 0 69398 0 0 0 0 99445 89501 9945 0 0 0 0 0 0 0
"198203" 485245 153728 12374 10783 34299 17667 9653 63952 5000 0 0 20098 20098 55095 19567 35528 5324 2662 2662 0 0 0 53661 1238 52423 98242 0 8200 22400 0 67642 0 0 0 0 99097 89187 9910 0 0 0 0 0 0 0
"198204" 487389 155219 12638 10851 35751 16657 9791 64531 5000 0 0 20144 20144 58819 20666 38153 5634 2817 2817 0 0 0 54187 1226 52961 95062 0 8671 20390 0 66001 0 0 0 0 98324 88492 9832 0 0 0 0 0 0 0
"198301" 483328 157253 12778 10807 36606 16402 10033 65627 5000 0 0 21499 21499 53965 18689 35276 6850 3425 3425 0 0 0 54641 1214 53427 89491 24 9600 19400 325 60142 0 0 0 0 99629 89666 9963 0 0 0 0 0 0 0
"198302" 494105 160156 12900 11150 37300 16980 10350 66476 5000 0 0 23439 23439 57604 22590 35014 7099 3550 3550 0 0 0 54911 1200 53711 89202 64 8888 20270 855 59125 0 0 0 0 101694 91525 10169 0 0 0 0 0 0 0
"198303" 502967 162340 13216 10877 38019 16869 10703 67656 5000 0 0 23985 23985 61469 25740 35729 8453 4227 4227 0 0 0 55050 1190 53860 89063 106 8900 20250 1401 58406 0 0 0 0 102607 92346 10261 0 0 0 0 0 0 0
"198304" 522438 163491 13400 10400 38500 16700 10900 68591 5000 0 0 25890 25890 65672 27641 38031 11678 5839 5839 0 0 0 55243 1180 54063 90113 133 9523 19041 1774 59642 0 0 0 0 110351 99316 11035 0 0 0 0 0 0 0
"198401" 536415 165960 13323 10370 39572 16270 10713 70712 5000 0 0 31823 31823 64738 26875 37863 12111 6056 6056 0 0 0 55349 1165 54184 89731 149 10500 18700 1998 58384 0 0 0 0 116703 105033 11670 0 0 0 0 0 0 0
"198402" 568752 168419 13500 10470 39950 16800 11000 71699 5000 0 0 39326 39326 71741 27509 44232 15787 7894 7894 0 0 0 55480 1155 54325 97760 156 9534 19298 2098 66674 0 0 0 0 120239 108215 12024 0 0 0 0 0 0 0
"198403" 585210 172476 13956 11471 40077 17533 11941 72498 5000 0 0 43130 43130 70101 29856 40245 17613 8807 8807 0 0 0 55587 1148 54439 105110 160 9140 19800 2164 73846 0 0 0 0 121193 109074 12119 0 0 0 0 0 0 0
"198404" 611258 180042 14000 11600 40500 17800 18641 72501 5000 0 0 48668 48668 69432 30432 39000 20664 10332 10332 0 0 0 55640 1135 54505 104892 170 9111 17818 2284 75509 0 0 0 0 131920 118728 13192 0 0 0 0 0 0 0
"198501" 621347 185989 14885 13297 40650 18100 21106 72951 5000 0 0 48317 48317 66000 28453 37547 24274 12137 12137 0 0 0 55603 1123 54480 104114 182 9250 16600 2442 75640 0 0 0 0 137050 123345 13705 0 0 0 0 0 0 0
"198502" 630107 188813 13200 12700 41000 18843 24367 73703 5000 0 0 49099 49099 62721 29062 33659 25643 12822 12822 0 0 0 55548 1120 54428 108465 197 8411 16593 2618 80646 0 0 0 0 139818 125836 13982 0 0 0 0 0 0 0
"198503" 644605 197812 18144 14228 41609 19174 25535 73822 5300 0 0 51608 51608 62360 29931 32429 26674 13337 13337 0 0 0 55461 1110 54351 114398 211 8378 16182 2796 86831 0 0 0 0 136292 122663 13629 0 0 0 0 0 0 0
"198504" 662969 196780 16500 14230 41000 18189 26820 73956 6085 0 0 56021 56021 59972 28323 31649 29339 14670 14670 0 0 0 55499 1130 54369 115188 221 8131 13892 2959 89985 0 0 0 0 150170 135153 15017 0 0 0 0 0 0 0
"198601" 671693 198901 17200 14750 41589 18069 26942 74151 6200 0 0 57016 57016 57646 26358 31288 32379 16190 16190 0 0 0 55518 1150 54368 112550 232 8008 12771 3102 88437 0 0 0 0 157683 141915 15768 0 0 0 0 0 0 0
"198602" 692532 200577 17800 14858 41400 19022 27050 73958 6489 0 0 65121 65121 55718 26458 29260 35478 17739 17739 0 0 0 55559 1190 54369 120240 240 7922 12763 3222 96093 0 0 0 0 159839 143855 15984 0 0 0 0 0 0 0
"198603" 705746 202804 18400 14950 41669 18958 26999 75772 6056 0 0 76486 76486 56902 28959 27943 37754 18877 18877 0 0 0 55584 1239 54345 123367 250 7326 12100 3352 100339 0 0 0 0 152849 137564 15285 0 0 0 0 0 0 0
"198604" 728049 202334 19367 14750 41674 18023 27257 75543 5720 0 0 77617 77617 54402 28129 26273 39792 19896 19896 0 0 0 55357 1302 54055 132766 263 7400 11563 3525 110015 0 0 0 0 165781 149203 16578 0 0 0 0 0 0 0
"198701" 727245 196503 17138 12650 41363 17964 27066 75322 5000 0 0 75597 75597 55152 28190 26962 40706 20353 20353 0 0 0 55089 1378 53711 130106 229 7626 10422 3658 108171 0 0 0 0 174092 156683 17409 0 0 0 0 0 0 0
"198702" 746835 193180 17239 11219 41446 17840 25175 75291 4970 0 0 79717 79717 59324 30565 28759 39853 19927 19927 0 0 0 55001 1466 53535 138880 419 7629 10648 4267 115917 0 0 0 0 180880 162792 18088 0 0 0 0 0 0 0
"198703" 757950 192470 16627 11722 41811 17401 25348 74591 4970 0 0 82427 82427 58217 31922 26295 43773 21887 21887 0 0 0 55245 1568 53677 145095 448 7994 10518 4352 121783 0 0 0 0 180723 162651 18072 0 0 0 0 0 0 0
"198704" 784035 192083 18681 11455 41120 17650 24898 73309 4970 0 0 78072 78072 59828 32575 27253 40882 20441 20441 0 0 0 55308 1682 53626 157811 334 8224 9927 4513 134813 0 0 0 0 200051 180046 20005 0 0 0 0 0 0 0
"198801" 797453 191199 19450 10954 40519 16303 24190 74813 4970 0 0 92107 92107 54782 31612 23170 39320 19660 19660 0 0 0 54129 987 53142 154341 104 9630 8884 4477 131246 0 0 0 0 211575 190418 21158 0 0 0 0 0 0 0
"198802" 811152 190808 19493 10328 41077 16282 23300 75358 4970 0 0 94175 94175 55768 32248 23520 39511 19756 19756 0 0 0 54659 1007 53652 160429 68 9800 9543 4452 136566 0 0 0 0 215802 194222 21580 0 0 0 0 0 0 0
"198803" 819435 182578 19600 10000 43950 15953 15000 73105 4970 0 0 101961 101961 55468 32823 22645 41012 20506 20506 0 0 0 54985 1020 53965 167533 400 9734 9812 4338 143249 0 0 0 0 215898 194308 21590 0 0 0 0 0 0 0
"198804" 835483 168321 20100 9907 41745 13341 9000 69258 4970 0 0 99979 99979 57499 32620 24879 49151 24576 24576 0 0 0 55261 1025 54236 176589 325 9861 7633 4314 154456 0 0 0 0 228683 205815 22868 0 0 0 0 0 0 0
"198901" 858427 163831 15102 9648 41700 14926 9376 68109 4970 0 0 113775 113775 52393 31699 20694 47908 23954 23954 0 0 0 56037 1023 55014 187820 282 10287 7412 4348 165491 0 0 1616 1616 235047 211542 23505 0 0 0 0 0 0 0
"198902" 875016 164186 15416 9641 41660 14904 9403 68192 4970 0 0 121201 121201 53984 34144 19840 48287 24144 24144 0 0 0 56976 1017 55959 186371 153 11453 7100 4101 163564 0 0 1618 1618 242393 218154 24239 0 0 0 0 0 0 0
"198903" 857065 161394 15548 9497 41748 13577 8801 67253 4970 0 0 118606 118606 54668 35181 19487 48285 24143 24143 0 0 0 57618 1009 56609 176086 268 10900 7800 4308 152810 0 0 1727 1727 238681 214813 23868 0 0 0 0 0 0 0
"198904" 882870 161068 15600 9550 41600 13600 8770 66978 4970 0 0 122347 122347 55361 35801 19560 46993 23497 23497 17882 8941 8941 58439 1000 57439 167980 278 9863 9520 4705 143614 0 0 2021 2021 250779 225701 25078 0 0 0 0 0 0 0
"199001" 897512 163707 16294 9600 41927 14600 9020 67296 4970 0 0 144858 144858 49763 32857 16906 44061 22031 22031 17653 8827 8827 62101 993 61108 159401 578 9800 9500 5089 134434 0 0 2199 2199 253769 228392 25377 0 0 0 0 0 0 0
"199002" 905835 163129 17100 9650 41200 13200 9170 67839 4970 0 0 151960 151960 47272 30850 16422 42141 21071 21071 17423 8712 8712 64131 987 63144 153830 764 10000 9600 5626 127840 0 0 940 940 265009 238508 26501 0 0 0 0 0 0 0
"199003" 906938 164661 17922 9750 40367 14400 9570 67682 4970 0 0 168534 168534 45383 29717 15666 38038 19019 19019 17189 8595 8595 61624 983 60641 145959 784 10100 9700 6283 119092 0 0 1773 1773 263777 237399 26378 0 0 0 0 0 0 0
"199004" 908289 159261 18580 8750 40300 13800 9648 63333 4850 0 0 172408 172408 45527 29179 16348 34303 17152 17152 16956 8478 8478 62538 976 61562 144835 545 10100 9800 6657 117733 0 0 4313 4313 268148 241333 26815 0 0 0 0 0 0 0
"199101" 867003 156875 18721 8600 41756 11000 9580 62368 4850 0 0 158332 158332 38354 24342 14012 27235 13618 13618 16692 8346 8346 65783 971 64812 134006 408 9800 9900 6766 107132 0 0 4267 4267 265459 238913 26546 0 0 0 0 0 0 0
"199102" 846172 155592 18669 8300 41604 10517 9403 62249 4850 0 0 151017 151017 36880 25185 11695 24646 12323 12323 16424 8212 8212 66360 969 65391 123584 457 10550 10779 7231 94567 0 0 4724 4724 266945 240251 26695 0 0 0 0 0 0 0
"199103" 820877 152183 19839 8100 41133 10270 9801 58190 4850 0 0 142506 142506 37108 24997 12111 20568 10284 10284 16154 8077 8077 67641 970 66671 113616 621 10618 11389 7644 83344 0 0 5496 5496 265605 239045 26561 0 0 0 0 0 0 0
"199104" 795949 151724 20829 7944 40393 9838 10011 57889 4820 0 0 125065 125065 35320 23322 11998 19303 9652 9652 15884 7942 7942 67327 963 66364 110734 921 11467 11223 9325 77798 0 0 6792 6792 263800 237420 26380 0 0 0 0 0 0 0
"199201" 794356 151756 21100 7900 40250 9800 10050 57836 4820 0 0 131864 131864 31709 20140 11569 20646 10323 10323 15408 7704 7704 67866 959 66907 108185 598 12671 10650 10037 74228 0 1 6333 6333 260589 234530 26059 0 0 0 0 0 0 0
"199202" 792974 151596 21400 7850 40100 9663 10000 57763 4820 0 0 127304 127304 31415 19690 11725 19125 9563 9563 14931 7466 7466 68934 947 67987 108976 599 12069 11398 11630 73276 0 4 7670 7670 263023 236721 26302 0 0 0 0 0 0 0
"199203" 793761 151716 21600 7850 40000 9563 9950 57933 4820 0 0 132148 132148 30704 20259 10445 18091 9046 9046 14450 7225 7225 70378 937 69441 111866 720 12047 11505 12502 75032 11 49 7684 7684 256724 231052 25672 0 0 0 0 0 0 0
"199204" 798699 151740 21566 7881 40112 9483 9870 58038 4790 0 0 129939 129939 31675 20409 11266 12422 6211 6211 13968 6984 6984 72980 922 72058 111327 733 12634 11406 12546 73955 46 7 9739 9739 264909 238418 26491 0 0 0 0 0 0 0
"199301" 793477 150418 21498 7900 40100 9383 9750 56997 4790 0 0 129945 129945 28862 19336 9526 11262 5631 5631 14021 7011 7011 73787 912 72875 116172 745 13392 10415 14333 77203 45 39 13981 13981 255029 229526 25503 0 0 0 0 0 0 0
"199302" 792317 149671 21222 7963 40281 9203 9613 56599 4790 0 0 125172 125172 27510 18273 9237 11045 5523 5523 14075 7038 7038 74758 901 73857 123348 756 13032 11087 16840 81325 124 184 15844 15844 250894 225805 25089 0 0 0 0 0 0 0
"199303" 790972 148557 20860 8023 40424 9038 9438 55984 4790 0 0 121491 121491 26307 18134 8173 11068 5534 5534 14130 7065 7065 76600 893 75707 130098 728 13035 11425 19744 84809 208 149 14715 14715 248006 223205 24801 0 0 0 0 0 0 0
"199304" 787968 141282 17169 6362 38335 8490 9158 56978 4790 0 0 114167 114167 25257 17073 8184 10806 5403 5403 14184 7092 7092 78609 884 77725 135157 796 13855 11594 21182 87250 234 246 19459 19459 249047 224142 24905 0 0 0 0 0 0 0
"199401" 804202 134778 15198 7967 37911 8155 9154 56393 0 0 0 130429 130429 24255 16324 7931 10356 5178 5178 14405 7203 7203 80150 881 79269 133438 807 14914 11370 21598 84236 258 255 22826 22826 253565 228209 25357 0 0 0 0 0 0 0
"199402" 814952 133645 14631 8126 38141 8118 9240 55389 0 0 0 128049 128049 23892 16016 7876 10249 5125 5125 14629 7315 7315 82625 879 81746 140592 820 13701 12264 24908 88339 299 261 22097 22097 259174 233257 25917 0 0 0 0 0 0 0
"199403" 826674 134262 15122 8159 38383 7933 9683 54982 0 0 0 128323 128323 24715 16929 7786 10236 5118 5118 14855 7428 7428 84528 880 83648 148948 896 13738 12297 28741 92591 416 269 22247 22247 258560 232704 25856 0 0 0 0 0 0 0
"199404" 857419 143309 20387 10172 39332 7868 9554 55996 0 0 0 122101 122101 22882 14988 7894 10265 5133 5133 15081 7541 7541 86379 880 85499 158767 938 13887 12392 30503 99998 457 592 23719 23719 274916 247424 27492 0 0 0 0 0 0 0
"199501" 872167 143194 20138 10300 39350 7509 9663 56234 0 0 0 126693 126693 23969 16036 7933 11892 5946 5946 15178 7589 7589 87931 893 87038 153450 917 15098 12021 29860 94590 379 585 24738 24738 285122 256610 28512 0 0 0 0 0 0 0
"199502" 882046 142547 20583 10430 39346 6392 9626 56170 0 0 0 125681 125681 24330 16629 7701 12071 6036 6036 15277 7639 7639 89625 906 88719 154378 940 14611 13084 33293 91482 346 622 26704 26704 291433 262290 29143 0 0 0 0 0 0 0
"199503" 886823 142342 20475 10431 39621 6327 10215 55273 0 0 0 127298 127298 23679 15557 8122 12528 6264 6264 15376 7688 7688 91958 919 91039 156714 891 15175 13683 34350 91637 369 609 27961 27961 288967 260070 28897 0 0 0 0 0 0 0
"199504" 913915 129978 10719 8510 39542 6119 9692 55396 0 0 0 122111 122111 22326 14154 8172 12751 6376 6376 15475 7738 7738 96871 932 95939 165955 824 16356 13800 36677 97412 374 512 29636 29636 301604 271444 30160 17208 133 3064 10170 361 2553 927
"199601" 933276 138070 19224 8530 39531 5939 9825 55021 0 0 0 126553 126553 22594 13732 8862 13888 6944 6944 15622 7811 7811 98725 937 97788 165904 779 17824 13689 32440 99677 352 1143 30218 30218 303542 273188 30354 18160 119 3072 10369 412 2895 1293
"199602" 956942 138397 18447 8683 39501 5909 10384 55473 0 0 0 126630 126630 22068 13079 8989 14354 7177 7177 15770 7885 7885 99928 941 98987 179367 773 16927 14889 34790 110479 296 1213 35595 35595 305721 275149 30572 19112 104 3080 10568 464 3237 1659
"199603" 974388 137288 19121 8933 37774 5805 10637 55018 0 0 0 139897 139897 23068 13537 9531 15961 7981 7981 15918 7959 7959 102883 946 101937 187320 886 16137 15192 36069 117554 370 1112 32968 32968 299021 269119 29902 20064 89 3088 10767 515 3578 2027
"199604" 974019 132708 20042 7864 39559 5635 4849 54759 0 0 0 126000 126000 23355 13413 9942 15715 7858 7858 16067 8034 8034 101411 951 100460 195345 853 16467 15109 39005 121869 442 1600 37710 37710 304692 274223 30469 21016 75 3096 10966 567 3920 2392
"199701" 982983 136949 18132 8456 40306 5432 10240 54383 0 0 0 130675 130675 23805 13518 10287 16722 8361 8361 16475 8238 8238 102888 951 101937 190414 821 16600 15100 38992 116714 399 1788 33232 33232 308023 277221 30802 23800 103 3375 11824 1058 4790 2650
"199702" 1001164 135567 18057 8439 39384 5412 10016 54259 0 0 0 132343 132343 24897 14135 10762 17154 8577 8577 16887 8444 8444 104612 951 103661 206834 737 16467 15979 46385 124996 448 1822 34182 34182 302104 271894 30210 26584 132 3654 12682 1549 5660 2907
"199703" 1025618 140129 17653 8820 44239 5442 10537 53438 0 0 0 135779 135779 23760 13486 10274 18459 9230 9230 16924 8462 8462 105359 952 104407 216474 785 16181 16474 51288 129389 490 1867 31863 31863 307503 276753 30750 29368 161 3933 13541 2040 6530 3163
"199704" 1071806 138757 17647 8257 44284 5279 9989 53301 0 0 0 143261 143261 20576 10832 9744 18838 9419 9419 16688 8344 8344 104623 952 103671 230732 689 16467 15109 58082 138028 574 1783 62085 62085 304094 273685 30409 32152 189 4212 14399 2531 7400 3421
"199801" 1097639 139153 18304 8172 44612 5117 9974 52974 0 0 0 148824 148824 16839 8808 8031 19797 9899 9899 17882 8941 8941 104820 949 103871 240028 674 16398 16316 66087 138072 696 1785 67656 67656 309089 278180 30909 33551 182 4607 14965 2923 7255 3619
"199802" 1120903 139877 17365 8150 46191 5102 10082 52987 0 0 0 146196 146196 14212 7320 6892 20216 10108 10108 16852 8426 8426 105769 945 104824 258775 639 16500 16000 78628 144619 757 1632 67539 67539 315670 284103 31567 35797 171 5241 15874 3553 7023 3935
"199803" 1148207 138406 17479 8677 44296 5084 10346 52524 0 0 0 146484 146484 14144 7800 6344 22079 11040 11040 17713 8857 8857 106270 942 105328 280829 623 16500 17500 87075 156075 1019 2037 71542 71542 313499 282149 31350 37241 163 5648 16459 3958 6874 4139
"199804" 1225600 136475 17255 7968 43825 4869 10117 52441 0 0 0 142266 142266 11312 6575 4737 24158 12079 12079 16903 8452 8452 104725 938 103787 324200 590 17083 17838 104938 180149 1127 2475 85905 85905 340919 306827 34092 38737 155 6071 17064 4378 6719 4350
"199901" 1268095 135841 17255 7968 43825 4869 10117 51807 0 0 0 163247 163247 10232 5555 4677 25354 12677 12677 17534 8767 8767 100558 934 99624 334396 686 17481 17146 104188 190098 1509 3288 86651 86651 354283 318855 35428 39999 214 6110 17453 4806 6732 4684
"199902" 1286227 135972 16930 7893 44369 4950 10199 51631 0 0 0 140621 140621 8947 4830 4117 27037 13519 13519 17284 8642 8642 99856 930 98926 364159 648 16858 18086 119224 203462 1848 4033 85844 85844 363143 326829 36314 43364 371 6215 18489 5950 6766 5573
"199903" 1326520 136743 17320 8505 43833 5051 10163 51871 0 0 0 134925 134925 7912 4819 3093 28226 14113 14113 16799 8400 8400 100181 926 99255 401451 651 16823 18616 140793 217719 2542 4307 83650 83650 370585 333527 37059 46048 495 6299 19315 6862 6792 6285
"199904" 1364495 129636 17104 7619 43742 4886 8488 47797 0 0 0 119542 119542 8235 4384 3851 30635 15318 15318 18410 9205 9205 99960 922 99038 432342 712 17943 17872 145576 243673 3366 3200 82590 82590 395088 355579 39509 48057 589 6362 19934 7545 6812 6815
"200001" 1416021 129680 17595 7381 43491 4813 8525 47875 0 0 0 120797 120797 8705 4921 3784 33368 16684 16684 18926 9463 9463 99642 918 98724 441175 584 19113 17079 154957 243794 2632 3016 87640 87640 422737 380463 42274 53351 967 6671 21182 9527 7419 7585
"200002" 1472794 128785 16864 7482 43081 4798 8584 47976 0 0 0 124757 124757 8997 4868 4129 35392 17696 17696 19890 9945 9945 100545 914 99631 474221 481 18604 18241 174550 256740 2859 2746 79701 79701 441876 397688 44188 58630 1345 6979 22426 11503 8024 8353
"200003" 1458340 127921 16018 7801 42634 5224 8818 47426 0 0 0 112411 112411 8429 4637 3792 37878 18939 18939 20400 10200 10200 101999 911 101088 468047 442 18491 18917 172597 251805 3136 2659 76609 76609 441898 397708 44190 62748 1639 7219 23397 13045 8496 8952
"200004" 1504346 126887 15894 7615 42180 5117 8867 47214 0 0 0 117339 117339 7487 4344 3143 39316 19658 19658 20506 10253 10253 102797 907 101890 477599 426 19490 19407 172414 259988 3393 2481 89836 89836 456178 410560 45618 66401 1900 7432 24258 14412 8915 9484
"200101" 1511717 124663 15546 7562 40894 5004 8941 46716 0 0 0 114750 114750 7448 6626 822 41349 20675 20675 19155 9578 9578 103783 897 102886 484653 419 19606 19353 176073 264077 3241 1884 92852 92852 455743 410169 45574 67321 2113 7630 22064 16748 9317 9449
"200102" 1542114 123196 14982 6374 40837 5057 8971 46975 0 0 0 118873 118873 6558 5765 793 43779 21890 21890 21109 10555 10555 103926 888 103038 486965 388 19247 20892 178997 262080 3453 1908 91900 91900 477377 429639 47738 68431 2369 7868 19416 19567 9803 9408
"200103" 1545624 122951 14771 9221 38521 5037 8892 46509 0 0 0 137226 137226 4849 4272 577 43610 21805 21805 18251 9126 9126 105269 879 104390 496561 380 18977 21397 184439 264763 3832 2773 102353 102353 445526 400973 44553 69028 2507 7996 17992 21082 10064 9387
"200104" 1529392 119098 14667 6333 38199 4865 8967 46067 0 0 0 115707 115707 4595 4055 540 42904 21452 21452 21008 10504 10504 104985 869 104116 505857 366 19492 22267 196597 259084 4932 3119 105556 105556 440219 396197 44022 69463 2607 8090 16953 22188 10254 9371
"200201" 1518272 118815 14348 6239 38778 4733 9237 45480 0 0 0 109469 109469 4497 3935 562 44469 22235 22235 21225 10613 10613 105239 856 104383 498279 349 19916 22093 199004 247671 5530 3716 109930 109930 435101 391591 43510 71248 2639 8321 17058 24118 9979 9133
"200202" 1541342 119469 14389 7189 38695 4763 9322 45111 0 0 0 119922 119922 4831 4369 462 44344 22172 22172 22039 11020 11020 105172 842 104330 503129 260 19797 23407 212173 237437 6030 4025 108606 108606 440427 396384 44043 73403 2678 8600 17185 26448 9646 8846
"200203" 1565390 119319 14216 7395 38788 4755 9495 44670 0 0 0 133701 133701 4758 4276 482 45359 22680 22680 23994 11997 11997 105631 828 104803 514597 254 19807 23328 221724 238151 6815 4518 107725 107725 435430 391887 43543 74876 2705 8790 17272 28041 9419 8649
"200204" 1573571 118630 13762 7283 39237 4619 9598 44131 0 0 0 125834 125834 4554 4390 164 46249 23125 23125 23052 11526 11526 105961 815 105146 514713 448 20115 23668 226750 231684 6906 5142 112384 112384 444043 399639 44404 78151 2764 9214 17465 31582 8913 8213
"200301" 1578351 118656 13586 7406 39804 4474 9650 43736 0 0 0 114959 114959 4801 4678 123 47376 23688 23688 23089 11545 11545 105464 800 104664 519880 415 20428 22702 225614 236872 7599 6250 123240 123240 441554 397399 44155 79332 2840 9342 17215 32985 8943 8007
"200302" 1591901 118076 13606 7781 39637 4482 9623 42947 0 0 0 126080 126080 4548 4408 140 48151 24076 24076 24076 12038 12038 105723 786 104937 529195 378 19199 23592 236282 235128 7997 6619 113222 113222 442347 398112 44235 80483 2914 9466 16972 34352 8973 7806
"200303" 1587552 116952 13482 7756 39371 4547 9709 42087 0 0 0 125151 125151 4267 4154 113 57399 28700 28700 23667 11834 11834 105185 771 104414 533097 372 18460 23990 232320 241722 8828 7405 109239 109239 430996 387896 43100 81599 2986 9587 16737 35678 9001 7610
"200304" 1612988 116697 13124 8088 39443 4371 9676 41995 0 0 0 124987 124987 4365 4193 172 56311 28156 28156 23000 11500 11500 105221 757 104464 545850 346 19830 23992 235307 249272 9073 8030 111404 111404 441742 397568 44174 83411 3103 9783 16355 37831 9048 7291
"200401" 1632447 117897 12949 8372 41751 4240 9745 40840 0 0 0 113556 113556 3864 3715 149 49610 24805 24805 23350 11675 11675 105154 744 104410 561248 348 21327 22945 228552 271732 8405 7939 109691 109691 458788 412909 45879 89289 3540 10075 17840 40744 9849 7241
"200402" 1688468 116123 12712 7996 40903 4257 9804 40451 0 0 0 119412 119412 4408 4156 252 55455 27728 27728 23879 11940 11940 105602 731 104871 601493 208 19389 23830 251318 288509 9624 8615 108192 108192 453349 408014 45335 100555 4379 10633 20688 46328 11385 7142
"200403" 1688145 114879 12502 8255 40989 4196 9859 39078 0 0 0 121717 121717 3985 3703 282 57451 28726 28726 25272 12636 12636 106398 718 105680 597383 68 17978 25072 254239 281532 9855 8639 113437 113437 437235 393512 43724 110388 5111 11120 23173 51201 12726 7057
"200404" 1742161 113744 12208 8427 40762 4023 9994 38330 0 0 0 131240 131240 4010 3759 251 57636 28818 28818 24903 12452 12452 106791 705 106086 619390 0 18114 25460 244092 309287 11374 11063 111424 111424 451548 406393 45155 121475 5937 11669 25975 56696 14237 6961
"200501" 1765488 108051 12058 8760 35848 3909 10073 37403 0 0 0 148178 148178 4022 3771 251 56387 28194 28194 24885 12443 12443 106401 695 105706 623207 0 19777 24863 255292 300855 11758 10662 110805 110805 447872 403085 44787 135680 6518 12569 28223 64751 15882 7737
"200502" 1836516 107475 11933 9044 36209 3932 10187 36170 0 0 0 162022 162022 4098 3872 226 60780 30390 30390 26157 13079 13079 107110 685 106425 657757 0 19295 26584 265411 322692 12544 11231 102735 102735 455614 410053 45561 152768 7217 13651 30928 74440 17860 8672
"200503" 1848137 106768 11785 9111 37080 3927 10428 34437 0 0 0 164119 164119 4322 4035 287 59480 29740 29740 27127 13564 13564 106808 675 106133 662212 0 18750 28986 268336 322186 12619 11335 99771 99771 450999 405899 45100 166531 7781 14523 33106 82244 19453 9424
"200504" 1901227 106746 11484 9249 37858 3817 10620 33718 0 0 0 162541 162541 4020 3779 241 61498 30749 30749 25939 12970 12970 107555 665 106890 671799 0 20023 31609 268505 325530 14656 11476 93857 93857 479170 431253 47917 188102 8664 15890 36520 94475 21950 10603
"200601" 1920321 106038 11640 9505 39075 3749 10694 31375 0 0 0 159146 159146 738 504 234 62417 31209 31209 27055 13528 13528 108250 658 107592 670147 0 20565 32715 271645 318439 14597 12186 96731 96731 482802 434522 48280 206997 8742 17097 38352 105915 25643 11248
"200602" 2008891 106361 11924 9688 40559 3826 10922 29442 0 0 0 174004 174004 701 478 223 65888 32944 32944 26567 13284 13284 109790 650 109140 697582 0 21535 34556 289638 323036 16308 12509 98314 98314 497351 447616 49735 232333 8847 18716 40808 121253 30596 12113
"200603" 2008138 106112 12504 9723 41456 3834 11067 27528 0 0 0 158862 158862 664 496 168 67795 33898 33898 26988 13494 13494 111130 642 110488 701777 0 22309 35788 287831 325946 16796 13107 92885 92885 490420 441378 49042 251505 8927 19941 42666 132860 34344 12767
"200604" 2071614 107344 12912 10430 42671 3747 11215 26369 0 0 0 168780 168780 446 265 181 67485 33743 33743 26833 13417 13417 110882 634 110248 704925 0 24244 39295 348514 259810 18885 14177 97672 97672 498043 448239 49804 289204 9084 22351 46321 155683 41713 14052
"200701" 2114864 107722 12924 10473 43608 3688 11427 25602 0 0 0 173578 173578 320 136 184 68881 34441 34441 26552 13276 13276 111518 626 110892 690156 0 24969 40763 341241 251522 16249 15412 92110 92110 505429 454886 50543 338598 11628 25228 57148 183470 45053 16071
