"DATES" "FL264090005.Q" "FL313111303.Q" "FL764116005.Q" "FL263020005.Q" "FL263030005.Q" "FL263034003.Q" "FL262050003.Q" "FL264004005.Q" "FL263069103.Q" "FL263061105.Q" "FL263061110.Q" "FL263061120.Q" "FL263061705.Q" "FL263061713.Q" "FL263061723.Q" "FL263062003.Q" "FL263063005.Q" "FL263069500.Q" "FL263064105.Q" "FL263064203.Q" "FL263070005.Q" "FL263067003.Q" "FL263090005.Q" "FL263092001.Q" "FL263093005.Q" "FL264190005.Q" "FL263111005.Q" "FL263191003.Q" "FL264102005.Q" "FL263169105.Q" "FL263163003.Q" "FL263168005.Q" "FL263168465.Q" "FL263168475.Q" "FL263168485.Q" "FL263169205.Q" "FL263169705.Q" "FL263170003.Q" "FL263167003.Q" "FL263190005.Q" "FL313092803.Q" "FL263191103.Q" "FL263192005.Q" "FL263193005.Q" "FL263164103.Q"
"197602" 211825 2629 -13964 24218 20750 0 412 93566 5450 69527 65314 4213 3078 3067 11 0 15134 377 39559 0 15849 0 28806 27767 1039 265554 6879 6941 105591 920 30242 24415 2166 11359 10890 38473 11541 12574 0 133569 4658 1897 155902 -28888 9642
"197603" 221682 2654 -11932 25197 20015 0 400 98426 5525 73813 66575 7238 3150 3133 17 0 15445 493 40120 0 17278 0 29524 28766 758 276946 7348 6763 108519 1140 32821 23907 2093 10759 11055 39438 11213 12167 0 142149 4994 1880 159203 -23928 9283
"197604" 257536 2665 -15447 28120 20680 0 375 99394 5600 77583 70555 7028 2017 2017 0 0 13699 495 46996 0 18894 0 55859 47528 8331 373847 7149 7441 115656 1282 34704 28395 2855 13534 12006 38917 12358 12519 0 231082 5207 854 222283 2738 9453
"197701" 261277 2659 -16516 26587 20681 0 350 106574 5700 83869 75860 8009 2130 2115 15 0 14233 642 43884 0 19147 0 57911 48508 9403 375812 7462 8287 115502 1608 35259 25920 2409 11679 11832 39925 12790 12370 0 232191 5391 786 224340 1674 9591
"197702" 273481 2674 -17292 27619 21965 0 337 112561 5800 87623 81013 6610 2847 2725 122 2 15695 594 45623 0 19309 0 60685 49473 11212 385463 7498 9731 118646 1816 36926 26271 2636 12159 11476 40467 13166 12163 0 237425 5571 884 228345 2625 9823
"197703" 288328 2669 -11243 27984 20423 0 325 122493 5900 95798 87937 7861 3583 3352 231 35 16629 548 44147 0 20303 0 61227 50496 10731 391498 7330 8990 124238 1962 38806 28438 2768 13751 11919 41387 13645 11607 0 239333 5741 841 231022 1729 10252
"197704" 298207 2787 -16367 31971 21006 0 300 135436 6000 108654 101092 7562 4695 4294 401 68 15374 645 44830 0 20767 0 57477 55413 2064 411927 7598 8756 128630 1847 39329 31449 2937 16184 12328 41793 14212 13018 0 253925 5956 818 248299 -1148 10110
"197801" 313605 2837 -20862 30636 21904 0 1000 149938 6100 122439 113996 8443 4919 4411 508 101 15586 793 42997 0 21768 0 63387 56768 6619 423893 7474 10041 133605 1934 40667 32596 3077 16821 12698 42528 15880 14369 0 258404 6249 861 253173 -1879 10544
"197802" 320355 2843 -14716 31233 21882 0 1634 146417 6200 117423 108187 9236 5322 4622 700 134 16295 1043 47420 0 21983 0 61659 59081 2578 434752 7158 10192 137344 2188 41844 34072 2996 17410 13666 43588 15652 15983 0 264075 6400 849 257120 -294 10730
"197803" 338636 2939 -5082 30920 21739 0 1663 150331 6300 119448 111280 8168 6207 5085 1122 167 16797 1412 51282 0 23214 0 61630 61701 -71 444135 7182 9613 141694 2580 42326 38845 3705 19410 15730 44860 13083 17473 0 268173 6581 827 259267 1498 11832
"197804" 367837 2989 -9955 33962 23471 0 2426 161291 6465 132901 123991 8910 5165 4520 645 200 15659 901 48026 0 24896 0 80731 68976 11755 499193 6979 17131 155669 2880 42148 49940 5167 25707 19066 45671 15030 18045 0 301369 6581 935 287511 6342 11236
"197901" 377186 4077 5804 31661 25198 0 2196 156172 7000 126633 115159 11474 5159 4515 644 233 15806 1341 51464 0 24807 0 75807 70529 5278 513689 10179 22361 154239 3106 43027 46484 5980 21959 18545 46356 15266 17777 0 309133 7012 982 293661 7478 11735
"197902" 380558 4090 10355 34805 24245 0 3199 145133 7500 113716 102299 11417 5270 4609 661 266 16503 1878 52607 0 26160 0 79964 73882 6082 525194 9945 21989 159374 3241 43564 48483 5161 23431 19891 47103 16983 18267 0 315619 7200 965 301333 6121 12022
"197903" 401651 4175 17956 36127 25665 0 3256 154078 8000 120244 107325 12919 5662 4942 720 299 17414 2459 55857 0 26508 0 78029 77264 765 546009 7329 27282 172121 3976 45287 55195 7653 25387 22155 47796 19867 19238 0 320039 7350 924 308514 3251 14087
"197904" 415045 4173 9469 40087 25904 0 4113 149673 8412 115958 101748 14210 5868 4892 976 332 16215 2888 55264 0 26223 0 100139 88579 11560 580429 7784 26913 168516 4553 41966 52994 7307 21622 24065 50380 18623 20256 0 356960 7529 942 340578 7911 14803
"198001" 428484 5058 15924 39903 25645 0 3749 151759 8650 113901 96391 17510 7017 5693 1324 365 18374 3452 53448 0 26508 0 106490 91900 14590 597978 10319 30071 169671 5217 42071 50252 7874 19485 22893 51987 20144 20836 0 367081 7616 778 347187 11500 14344
"198002" 426072 5353 -7453 44313 26640 0 4246 159408 8900 116990 100751 16239 7063 5943 1120 398 20489 5568 60903 0 33655 0 99007 97656 1351 607149 10771 31804 177467 5531 42980 53517 9228 20936 23353 53063 22376 21722 0 365385 7720 729 350873 6063 17548
"198003" 430187 5305 -12040 40989 25876 0 4528 165991 9150 120506 104545 15961 7690 6492 1198 431 22951 5263 67574 0 33964 0 98000 102369 -4369 614136 11826 29447 184631 5828 43065 58193 10002 23476 24715 54112 23433 23926 0 364306 8074 720 355406 106 19083
"198004" 483047 5155 -17119 42877 26880 0 4395 169693 9334 127449 111336 16113 8473 6853 1620 464 19471 4502 74676 0 35035 0 141455 127105 14350 668648 15596 31392 193448 6955 43524 64774 11851 26300 26623 55481 22714 25690 0 402522 8250 1842 396064 -3634 18930
"198101" 495531 6019 -22906 41101 26013 0 4076 184721 9000 136077 118578 17499 9054 7307 1747 497 22381 7712 76917 0 34369 0 145221 130251 14970 693508 19256 37927 196625 8483 43839 62706 10938 22831 28937 56984 24613 27651 0 412049 8384 1674 399401 2590 18883
"198102" 499401 5637 -23025 43523 27063 0 3529 186310 8700 134740 116500 18240 9709 7843 1866 530 24554 8077 78139 0 34477 0 143748 135545 8203 705258 18429 39125 204781 9564 45178 64609 11226 23677 29706 57973 27457 26102 0 416821 8700 1851 405735 535 18417
"198103" 504856 5608 -20952 43818 26562 0 3401 187702 8400 129677 111885 17792 10340 8387 1953 563 27946 10776 69512 0 33474 0 155731 141050 14681 714115 18564 39943 210696 10088 46159 67874 11796 25527 30551 58935 27640 25736 0 419176 9030 1820 408141 185 15333
"198104" 507846 5703 -55754 40651 29152 0 4404 196956 8041 135509 117004 18505 10344 8126 2218 596 27066 15400 74683 0 33054 0 178997 164623 14374 726120 18924 41811 213961 10829 45675 67801 12621 21837 33343 60020 29636 24603 0 426821 9300 1573 421753 -5805 16467
"198201" 507843 5454 -55536 36708 30926 0 4870 201149 7600 135479 115677 19802 10274 7824 2450 629 30514 16653 68554 0 31965 0 183753 166759 16994 737906 18794 47174 186342 11381 46500 37053 4831 14676 17546 60606 30802 21334 0 464262 9550 1636 428539 24537 14044
"198202" 507233 5351 -72200 39639 35205 0 5596 207868 7200 135478 113583 21895 10802 8083 2719 662 36459 17267 67704 0 32762 0 185308 170034 15274 746122 19522 48286 189863 13100 46857 35094 5540 13619 15935 61505 33307 20866 0 467585 10150 1861 433434 22140 13513
"198203" 507565 5254 -84208 38088 36301 0 5870 219063 6800 141723 118437 23286 10413 7891 2522 695 39334 20098 74449 0 31754 0 180994 172947 8047 751759 19845 41159 196845 12936 50110 34319 5954 13429 14936 63952 35528 20315 0 473595 10200 1913 435887 25595 13693
"198204" 569122 5405 -62451 39458 39526 0 5986 239950 6329 150687 124929 25758 10914 7658 3256 728 51148 20144 88324 0 33649 0 179275 184842 -5567 762418 22810 49522 208127 15054 56604 33785 5435 15055 13295 64531 38153 19419 0 462540 10574 1798 406633 43535 17442
"198301" 563450 5285 -78097 40345 23566 0 6048 249021 7445 156612 127941 28671 10481 7287 3194 761 52223 21499 98625 0 30685 0 187972 186050 1922 768244 23123 51747 213093 16787 57191 38212 6690 15836 15686 65627 35276 19260 0 461021 10626 1875 409434 39086 19401
"198302" 583125 5234 -75573 42378 24302 0 6020 257530 7132 161723 129936 31787 10488 7117 3371 794 53954 23439 110389 0 29937 0 182908 189628 -6720 771683 22745 50818 216881 18557 58243 38591 7541 15890 15160 66476 35014 18120 0 463119 10985 1913 413713 36508 22898
"198303" 601635 5178 -63807 42508 23976 0 6174 259306 6959 162120 129325 32795 10281 6755 3526 827 55134 23985 110130 0 32934 0 185236 193732 -8496 780873 21938 53082 219376 19386 58796 37809 7275 15360 15174 67656 35729 18111 0 468366 11050 1875 419775 35666 24289
"198304" 671466 5130 -50298 45145 25791 0 6659 263331 7116 163562 129716 33846 11183 7271 3912 860 54720 25890 109555 0 32569 0 233584 193708 39876 847232 22626 141573 224139 21540 58569 37408 8475 14151 14782 68591 38031 18323 0 440571 11261 1812 393163 34335 26154
"198401" 692945 5214 -48850 45042 25546 0 6184 274779 8284 165238 129442 35796 11128 7274 3854 893 57413 31823 105846 0 33180 0 246004 198508 47496 853161 23864 146438 227575 24158 58256 36586 8579 13018 14989 70712 37863 18819 0 436465 11041 2064 398033 25327 28801
"198402" 720417 5052 -47680 46736 29439 0 6027 291251 8544 171303 129171 42132 11310 7420 3890 926 59842 39326 101388 0 34263 0 253941 207430 46511 867491 23447 147963 241404 30516 59048 35909 9628 12679 13602 71699 44232 19201 0 435476 11352 2061 403563 18500 25051
"198403" 739784 4895 -41793 46640 30159 0 5760 304487 9720 176035 128600 47435 11776 7504 4272 959 62867 43130 108687 0 33633 0 247316 211923 35393 863065 23209 142799 232548 26707 59458 33640 8765 11250 13625 72498 40245 17880 0 446629 11831 2191 407961 24646 25456
"198404" 786471 4803 -47495 49641 30495 0 6758 340379 8327 200289 138168 62121 11969 6497 5472 1000 70126 48668 107044 0 33371 0 261475 223538 37937 846022 23838 139968 232823 27721 62810 30791 7602 11004 12185 72501 39000 17699 0 431694 12356 2088 389543 27707 25994
"198501" 800656 4857 -39285 48382 31059 0 6455 345963 8763 195702 130991 64711 12289 6175 6114 1050 79842 48317 115093 0 32609 0 255523 228407 27116 844936 24400 141748 231206 28638 63404 28666 6461 9800 12405 72951 37547 16816 0 430766 12756 2158 392719 23133 30324
"198502" 824801 4891 -46294 50957 30855 0 6661 364974 7655 209640 139741 69899 13063 6311 6752 1100 84417 49099 122134 0 31697 0 258926 233081 25845 841228 24997 136231 230114 29838 65475 27439 6353 9966 11120 73703 33659 16875 0 433011 13272 1892 397420 20427 32398
"198503" 864841 5191 -40158 53402 32172 0 7618 383545 8040 216962 139327 77635 14335 6367 7968 1150 91450 51608 115843 0 32112 0 275116 237999 37117 846197 27204 141303 233493 31417 66072 29753 6702 11383 11668 73822 32429 16054 0 428143 13608 1874 400736 11925 37738
"198504" 953418 5382 -30866 54449 33712 0 7517 419942 8166 226392 138438 87954 17478 6625 10853 1200 110685 56021 136791 0 33591 0 292900 247223 45677 884945 32101 148461 242493 33923 75020 27945 6193 9663 12089 73956 31649 17520 0 444370 13898 1938 407815 20719 44383
"198601" 999253 5577 -18280 53548 29258 0 8479 442006 9019 235450 141676 93774 18793 6448 12345 1250 120478 57016 162113 0 32921 0 283631 250575 33056 895817 33829 152917 243418 31895 79038 27046 6077 9088 11881 74151 31288 15348 0 450305 14106 1916 416821 17462 58372
"198602" 1042578 5770 -25358 55385 29975 0 8509 481176 9518 253810 156216 97594 20841 5804 15037 1300 130586 65121 178274 0 33762 0 275085 256412 18673 907872 35551 159332 246202 36231 78309 28444 6502 10605 11337 73958 29260 15161 0 451626 14500 1873 423279 11974 64259
"198603" 1086857 5945 -24282 55583 30488 0 9841 511937 8051 264227 168387 95840 22325 5528 16797 1350 139498 76486 172779 0 34388 0 290178 265282 24896 908994 37003 168938 248927 39908 79120 26184 5935 9596 10653 75772 27943 16352 0 437774 15215 920 427555 -5916 72043
"198604" 1166860 5993 -15181 59554 31252 0 10867 536351 8038 269388 173310 96078 24989 5606 19383 1400 154919 77617 183172 0 35010 0 319842 284701 35141 964280 37453 179874 251862 37407 85724 26915 6178 10699 10038 75543 26273 16761 0 478330 15380 927 437492 24531 72399
"198701" 1222065 6299 -7807 57597 31263 0 11704 551444 7225 278755 185503 93252 25700 5544 20156 1450 162717 75597 228339 0 34481 0 308745 297474 11271 953432 37743 180965 251602 37278 86110 25930 6991 8568 10371 75322 26962 18707 0 464415 15569 1080 444664 3102 91583
"198702" 1259700 6262 -5263 59587 30578 0 10776 572386 9609 287408 196587 90821 26723 5800 20923 1500 167429 79717 242944 0 33867 0 308563 306558 2005 953582 34071 181371 250790 35587 85712 25441 5970 9054 10417 75291 28759 19447 0 467903 15851 921 452122 -991 99680
"198703" 1328777 6270 22784 58588 30895 0 12804 580988 10624 285414 197428 87986 28163 6514 21649 1550 172810 82427 259413 0 34440 0 322595 327556 -4961 960404 33995 182604 252768 40610 87143 24129 5911 8399 9819 74591 26295 20375 0 470662 16258 925 460331 -6852 107277
"198704" 1344073 6951 29296 62015 32124 0 13111 586522 9021 296301 213713 82588 28322 6835 21487 1600 173206 78072 189006 0 35109 0 389939 334552 55387 1050806 34722 213270 259005 41245 93889 23309 5266 7821 10222 73309 27253 19291 0 524518 16591 781 506624 522 94700
"198801" 1377564 6797 13159 61529 32010 0 12003 636513 10363 329942 241443 88499 28464 6673 21791 1650 173987 92107 199699 0 34998 0 380856 342724 38132 1035015 32123 211387 260901 42544 97661 22713 4952 7794 9967 74813 23170 20714 0 509890 16870 673 511409 -19062 110010
"198802" 1435956 6421 24715 64482 33720 0 11934 654859 8116 341268 247296 93972 31114 6875 24239 1700 178486 94175 211350 0 35483 0 392992 356866 36126 1047386 29965 220222 262952 44037 97531 22506 4563 8081 9862 75358 23520 19150 0 515097 17168 650 515165 -17886 105733
"198803" 1458330 6322 16349 63815 33663 0 13653 671833 11037 340942 243527 97415 32575 7447 25128 1750 183568 101961 211592 0 36514 0 404589 370926 33663 1064806 36726 224302 263655 46432 98838 22635 5167 8105 9363 73105 22645 21909 0 518214 17493 590 523797 -23666 108506
"198804" 1567259 6593 35204 65592 35524 0 13038 689055 11838 353839 252962 100877 34193 7972 26221 1800 187406 99979 213406 0 37209 0 471638 401766 69872 1163705 36745 228720 269776 49943 104187 21509 4764 7821 8924 69258 24879 27021 0 601443 17905 729 535920 46889 128662
"198901" 1609789 6334 22102 66575 36966 0 14402 729105 13715 368034 257596 110438 38227 8693 29534 1850 193504 113775 226429 0 38444 0 469432 420019 49413 1189617 39139 242447 270312 54395 105490 21624 4547 7337 9740 68109 20694 29627 0 608092 18166 726 550582 38618 133621
"198902" 1645389 6107 22670 67208 39090 0 17229 733650 14404 360797 247870 112927 40040 8596 31444 1900 195308 121201 247682 0 39245 0 472508 435762 36746 1219425 49785 245142 269476 52733 107185 21526 4060 7463 10003 68192 19840 30182 0 624840 18423 673 559202 46542 137833
"198903" 1712935 6270 21481 67491 39950 196 17075 760450 14444 386117 260646 125471 43023 8786 34237 1950 196310 118606 275549 0 38160 0 486313 447581 38732 1235285 57699 250390 275578 57498 108768 22572 3505 8750 10317 67253 19487 30883 0 620735 18738 705 568983 32309 171711
"198904" 1857880 6439 27653 69510 40222 391 23116 815774 12683 423742 257201 166541 47219 6411 40808 2000 207783 122347 275709 0 39824 0 559242 467886 91356 1309139 63550 266828 287876 63022 116949 21367 3351 8568 9448 66978 19560 29788 0 661097 19079 586 570655 70777 197345
"199001" 1878960 6373 29704 70890 41727 587 22259 832284 11371 415674 251024 164650 49388 5890 43498 2050 208943 144858 260910 0 40319 0 573907 483524 90383 1350324 65243 261211 287947 59292 125507 18946 3307 6975 8664 67296 16906 25269 0 710654 19403 660 581726 108865 162878
"199002" 1913514 6486 29945 74822 40772 783 21401 850765 11894 421266 254759 166507 50857 6236 44621 2100 212688 151960 269743 0 40663 0 578134 498168 79966 1355654 66233 273580 299016 65062 130414 19279 3298 6791 9190 67839 16422 25626 0 691199 19710 646 587541 83302 190890
"199003" 1977295 6823 49888 81463 39835 978 20544 879098 11164 434145 267094 167051 50324 6370 43954 2150 212781 168534 230043 0 44379 0 624244 507324 116920 1429807 68961 287725 305496 71453 130904 19791 3305 7587 8899 67682 15666 26517 0 741108 20171 674 606804 113459 166628
"199004" 1967483 6970 53293 85786 39538 1174 19686 881742 10708 438363 285911 152452 49406 5317 44089 2200 208657 172408 242615 0 46134 0 590545 505346 85199 1437106 72258 297926 318246 75346 144717 18502 2811 5892 9799 63333 16348 28587 0 720089 20383 628 629804 69274 197596
"199101" 1990411 6596 50754 88384 40816 1369 19979 877896 10355 443257 286066 157191 50225 5288 44937 2250 213477 158332 276092 0 45470 0 583055 509193 73862 1435391 66944 296995 332140 87378 147846 20536 2508 7438 10590 62368 14012 29865 0 709447 20666 691 647666 40424 220890
"199102" 1993501 6441 22940 88446 41729 1565 20271 887116 9995 453173 282521 170652 51563 5069 46494 2300 219068 151017 276334 0 44909 0 603750 523168 80582 1421515 63878 284823 318486 74289 150597 19656 2595 7072 9989 62249 11695 30258 0 724070 21091 893 650263 51823 224206
"199103" 2030299 6703 36410 93086 38929 1761 20564 890844 9669 457598 288142 169456 55861 5543 50318 2350 222860 142506 282180 2900 44771 0 612151 522370 89781 1412376 63669 282524 323140 78336 154508 19995 2438 7329 10228 58190 12111 29908 0 713135 21432 1330 660498 29875 258216
"199104" 2120362 7008 36641 97198 39302 1956 20857 909610 11314 476289 305994 170295 58531 5205 53326 2400 236011 125065 291200 5801 44365 0 666424 533404 133020 1457071 66662 273526 350371 82101 176774 21609 2365 6908 12336 57889 11998 31638 0 734874 21887 1646 657717 53624 278976
"199201" 2126802 6721 37632 96597 36558 2152 32178 938376 10400 491891 320910 170981 61710 5669 56041 2450 240061 131864 279172 8701 44923 0 643792 535186 108606 1463446 63600 264833 340488 71338 177773 21972 2422 7082 12468 57836 11569 31195 0 763330 22201 1714 678421 60994 257473
"199202" 2189807 7012 52390 98769 35579 2348 34724 968484 10897 513373 332161 181212 68386 7368 61018 2500 246024 127304 280355 11601 45592 0 652953 541565 111388 1482555 66033 267007 356022 78277 182760 25497 2559 8564 14374 57763 11725 31215 0 762278 22507 1853 689270 48648 272908
"199203" 2239268 7216 76659 105872 35751 2543 33337 985764 12125 517962 331842 186120 69828 8280 61548 2550 251151 132148 285368 14501 45590 0 646667 545112 101555 1491556 67468 271987 363034 81505 186673 26478 2882 8966 14630 57933 10445 32197 0 756870 22888 1624 694990 37368 296190
"199204" 2288089 6737 79856 109791 38201 2739 41715 983090 12902 520339 322600 197739 71352 6717 64635 2600 245958 129939 308847 17402 46036 0 653675 540270 113405 1475634 60267 267711 372435 78407 200817 23907 3320 7605 12982 58038 11266 33015 0 742206 23314 1670 674386 42836 314266
"199301" 2324967 6848 86870 111840 37905 2935 46596 993491 12864 534782 323680 211102 73170 7382 65788 2650 240080 129945 323329 20302 45761 0 649090 548083 101007 1461980 63324 265061 384046 72539 220691 24293 2964 8187 13142 56997 9526 35053 0 714496 23537 2001 679807 9151 365074
"199302" 2393015 6877 94832 117200 39052 3130 50351 1017301 19831 540158 329348 210810 82130 8464 73666 2700 247310 125172 320431 23202 45291 0 675348 559881 115467 1456932 62911 263474 401067 72457 236841 25933 3061 8977 13895 56599 9237 34856 0 694624 23817 2423 704180 -35796 426520
"199303" 2484370 6949 116573 126907 38892 3326 55051 1052983 20072 562514 348446 214068 91893 9809 82084 2750 254263 121491 327673 26103 46531 0 683382 572030 111352 1453507 64778 252269 430552 72013 268207 26175 3371 9477 13327 55984 8173 33957 0 671951 24064 2985 718351 -73449 491186
"199304" 2611576 6730 125430 126151 45050 3521 58627 1095001 18817 594551 373050 221501 103241 8637 94604 2800 261425 114167 340997 29003 47049 0 734017 593313 140704 1680698 62389 271821 468239 68802 309666 24609 2364 8795 13450 56978 8184 37108 0 841141 24457 1947 723526 91211 543862
"199401" 2703682 6921 162327 131866 46167 3717 58128 1139994 22860 605360 373947 231413 109188 8814 100374 2850 269307 130429 330689 31903 47543 0 744427 598785 145642 1694504 65757 271120 444801 44255 310000 26222 2749 9621 13852 56393 7931 37424 0 875402 24679 1911 754599 94213 578653
"199402" 2753083 7096 176153 138125 55185 3913 55607 1153281 22990 604184 379869 224315 115133 11174 103959 2900 280025 128049 328840 34803 47903 0 752177 604811 147366 1698604 64680 290447 440710 43105 309248 25092 2069 8704 14319 55389 7876 39957 0 862810 25041 2076 770722 64971 616744
"199403" 2836288 7189 191549 142467 47755 4108 75114 1187373 19969 626320 396344 229976 119050 13396 105654 2950 290761 128323 351444 37704 47347 0 744238 619434 124804 1724877 65478 299169 445855 41279 315553 26255 2372 9314 14569 54982 7786 39458 0 874917 25437 2410 789980 57090 626046
"199404" 2853610 7153 218153 148553 46570 4304 46616 1162773 24850 632571 396887 235684 106793 10265 96528 3000 273458 122101 352812 40604 48598 0 777474 617982 159492 1828280 63284 373929 443088 42669 310391 26138 2153 8822 15163 55996 7894 40752 0 907227 25888 2024 786565 92750 626762
"199501" 2937621 7646 214015 153446 45232 4492 56608 1226943 28833 670713 407019 263694 111956 11391 100565 3238 285510 126693 377550 44930 46600 0 760159 627421 132738 1872550 75708 382087 458448 51870 314250 28161 2538 8889 16734 56234 7933 40986 0 915321 26200 2027 808249 78845 644382
"199502" 3037726 7686 209605 153882 41546 4680 62488 1298494 33084 724385 432253 292132 115589 12717 102872 3476 296279 125681 412448 50129 46893 0 749875 639619 110256 1946955 79009 410073 471868 49097 329339 29561 2124 9540 17897 56170 7701 44591 0 941414 26477 2039 824282 88616 668010
"199503" 3168194 7380 210093 156367 39703 4868 66199 1382160 37617 780277 452851 327426 123932 13235 110697 3714 309322 127298 448814 55693 47440 0 749477 657479 91998 1944450 76101 403948 497865 56833 346029 31608 2317 10562 18729 55273 8122 43439 0 923097 26880 2281 847305 46631 728149
"199504" 3466079 7283 229278 158455 39960 5056 67634 1464789 43441 816947 489952 326995 123051 17508 105543 3952 355287 122111 484581 59876 49345 0 899822 680066 219756 2143991 74782 418824 567627 56160 413310 34589 2558 10940 21091 55396 8172 46517 0 1036241 27406 2262 885506 121067 790615
"199601" 3560215 7159 210008 154050 41726 5244 72540 1545111 30965 888669 545637 343032 123610 17662 105948 4190 371124 126553 511510 66079 50045 0 896743 708199 188544 2176745 73156 444015 580438 52464 427339 36752 2202 12166 22384 55021 8862 43770 0 1035366 27844 2409 912238 92875 849842
"199602" 3660491 7072 197212 161720 40134 5431 76399 1599265 42316 910263 542259 368004 128726 19106 109620 4428 386902 126630 533563 71971 50876 0 916848 724897 191951 2190667 72339 444762 592296 54502 432793 40539 3299 13136 24104 55473 8989 42568 0 1038702 28221 2148 929066 79267 903587
"199603" 3797561 7052 175921 166489 47107 5619 76478 1710982 47544 971905 567167 404738 139253 20333 118920 4666 407717 139897 542322 76455 53056 0 936080 741493 194587 2239821 64459 474734 626133 65816 454062 41706 3181 12676 25849 55018 9531 42618 0 1031877 28654 2065 953869 47289 939758
"199604" 4015356 7045 177313 175192 50867 5807 70852 1795616 57864 1040330 606427 433903 134400 24661 109739 4904 432118 126000 584303 82287 54890 0 1011184 745619 265565 2449185 64041 521682 657242 67476 481411 43654 2870 14309 26475 54759 9942 44823 0 1161397 29240 2124 989810 140223 1006135
"199701" 4151026 6795 150336 178559 53653 5995 91678 1873618 52073 1091734 628778 462956 144896 25415 119481 5142 449098 130675 599361 86402 55286 0 1049343 774288 275055 2551541 56172 567770 664211 69321 486734 43486 1987 13753 27746 54383 10287 46181 0 1217207 29667 2149 1022479 162912 1019624
"199702" 4271845 6801 141595 184754 56738 6183 92320 1936624 66414 1113289 616405 496884 151675 26377 125298 5380 467523 132343 722384 97076 54198 0 973172 798075 175097 2454943 56763 573814 682223 71337 499509 46356 2047 13455 30854 54259 10762 46233 0 1095910 30078 2160 1049864 13808 1192191
"199703" 4447177 6689 150714 189503 58824 6371 98316 2022226 75321 1157026 624009 533017 160630 29089 131541 5618 487852 135779 802857 106352 54940 0 950385 817169 133216 2530034 56098 599233 708164 64349 531920 48183 2239 13166 32778 53438 10274 48039 0 1118500 30493 2189 1073233 12585 1244738
"199704" 4764211 6611 172980 202687 63946 6559 90823 2035613 77763 1153213 615076 538137 157299 33112 124187 5856 498221 143261 837310 109024 55782 0 1182876 824136 358740 2694321 58907 618473 723639 65084 543396 52114 2056 13801 36257 53301 9744 50038 0 1243264 30829 2068 1068063 142304 1207787
"199801" 4878905 6545 137114 202119 82713 6747 112207 2083143 79680 1158014 626412 531602 169504 35722 133782 6094 521027 148824 1004657 120880 54379 0 1068401 844196 224205 2629073 58304 612437 747037 76706 555945 53381 2266 13048 38067 52974 8031 49835 0 1161460 31214 2090 1113320 14836 1385867
"199802" 5015791 6524 143181 202898 76437 6935 105186 2137444 91025 1159523 606107 553416 176611 35976 140635 6332 557757 146196 1045696 125843 52761 0 1112886 865243 247643 2767299 60114 628576 772499 71372 585721 55527 2158 14812 38557 52987 6892 46863 0 1259247 31658 2116 1160205 65268 1370021
"199803" 5051898 6719 149636 207264 93100 7123 91036 2135087 111741 1121618 573284 548334 171844 37882 133962 6570 576830 146484 931755 119805 53122 0 1257251 890367 366884 2992642 64632 657156 768425 73981 579194 56382 2039 13810 40533 52524 6344 47120 0 1455309 32071 1978 1183163 238097 1167450
"199804" 5334322 6899 145923 213173 115861 7310 71993 2201999 111404 1166244 622921 543323 185563 46847 138716 6808 589714 142266 1107910 135122 49266 0 1278866 920044 358822 2925685 70715 627575 783172 72878 594400 58716 2788 13084 42844 52441 4737 46140 0 1398083 32409 1918 1196021 167735 1474983
"199901" 5466521 6653 132820 212974 111327 7498 86326 2249029 105532 1153717 623721 529996 199492 52840 146652 7046 619995 163247 1215204 141376 45158 0 1258156 947703 310453 2983006 63310 654952 789403 77249 596669 59001 2863 12545 43593 51807 4677 44750 0 1430591 32803 2040 1268257 127491 1527668
"199902" 5705472 6545 154521 216156 108311 7686 83258 2244770 99655 1135597 617013 518584 212741 58632 154109 7284 648872 140621 1325682 151447 44255 0 1362841 1091691 271150 3025196 60643 673591 781604 70105 595286 60465 2768 13696 44001 51631 4117 43602 0 1465756 33259 2152 1320516 109829 1656976
"199903" 5864579 6799 160146 219734 112401 7874 82364 2325421 104419 1152245 629976 522269 230539 60467 170072 7522 695771 134925 1242447 150612 44512 0 1512269 1143635 368634 3112341 62367 684991 799982 81753 604673 58592 2940 10934 44718 51871 3093 49144 0 1515857 33588 2269 1387281 92719 1701560
"199904" 6054010 6725 140255 237512 118815 8062 79943 2196131 105047 1058365 617680 440685 232334 76101 156233 7760 673083 119542 1433963 169509 49746 0 1613349 1101709 511640 3243276 60468 676469 748228 89171 548233 59176 2952 9873 46351 47797 3851 50361 0 1707750 33860 2570 1414355 256965 2003716
"200001" 6266452 6599 83353 229047 113329 8250 75897 2266786 101584 1059370 633884 425486 263721 84208 179513 8000 713314 120797 1521314 179596 48711 0 1733570 1153174 580396 3338039 59741 751326 778259 101623 561984 62993 2784 11425 48784 47875 3784 49799 0 1698914 34203 2276 1452865 209570 2089143
"200002" 6511903 6552 150279 230188 100576 9234 87465 2308155 100012 1032891 630288 402603 291011 94542 196469 8000 751484 124757 1522160 170320 50016 0 1876958 1248127 628831 3478589 56909 762844 770906 101245 552931 64625 3132 12032 49461 47976 4129 52833 0 1835097 34613 2335 1508272 289877 2054063
