"DATES" "FL144090005.Q" "FL103091003.Q" "FL143020005.Q" "FL143030005.Q" "FL123034005.Q" "FL102050003.Q" "FL124004005.Q" "FL103069100.Q" "FL143061105.Q" "FL103061703.Q" "FL143062005.Q" "FL123065005.Q" "FL123066005.Q" "FL103064203.Q" "FL143070005.Q" "FL143090005.Q" "FL144190005.Q" "FL144104005.Q" "FL103169100.Q" "FL103162005.Q" "FL103163003.Q" "FL143168005.Q" "FL143169005.Q" "FL143165005.Q" "FL143170005.Q" "FL143178005.Q" "FL143190005.Q"
"198901" 3780609 18622 226204 122107 15328 3744 257144 14686 47795 7692 22931 111387 52653 10876 1017506 2109078 5809406 3479122 96147 115626 901803 677077 514018 1174452 643363 76986 1609935
"198902" 3823284 17113 228155 128116 15062 3524 258893 17526 50845 7090 24648 104392 54392 11643 1047531 2113247 5886180 3555021 110059 115090 923201 690210 532401 1184060 647588 72612 1610960
"198903" 3852556 13992 229499 120264 15215 2449 257986 14351 56344 6564 27997 96954 55776 12045 1058457 2142649 5959696 3583299 113273 114688 939038 699650 526002 1190648 644651 72619 1659127
"198904" 3871018 14705 241711 128961 16154 2783 272564 14291 63378 9170 32351 89545 63829 11709 1033072 2149359 6035195 3641482 107112 115490 961079 707886 559956 1189960 665015 69706 1658991
"199001" 3877544 15669 235067 119428 18018 2036 245595 11574 56308 7046 24637 87518 58512 11097 1039846 2190788 6082546 3698239 126034 114943 967962 705276 580824 1203200 656840 74037 1653430
"199002" 3889237 15551 232695 121084 22443 1800 245628 12555 58039 5292 23911 86246 59585 11261 1075983 2162792 6096411 3737950 128659 115278 984418 712684 591973 1204938 661402 68993 1628066
"199003" 3931566 14509 230264 123818 24015 2792 235033 12016 49068 2886 25802 85186 60075 9296 1110440 2181399 6184252 3760668 131811 115026 991867 708360 603345 1210260 682059 72853 1668672
"199004" 3980788 14717 250069 125583 26320 2137 242918 13836 50161 3285 24671 83824 67141 9723 1064995 2244326 6218029 3768474 116852 115153 1008167 714743 608057 1205503 693278 70302 1685974
"199101" 4013665 15349 219957 128049 28022 1324 232265 13845 46999 2873 25480 83882 59186 11775 1048621 2328303 6234209 3747487 119851 114860 1027331 707453 577383 1200609 658459 66752 1761511
"199102" 4048393 12599 227112 132669 29283 1430 234863 15866 47099 4955 25455 84103 57385 12357 1078110 2319970 6250918 3755283 119437 115537 1051467 695037 570691 1203114 668306 59628 1767701
"199103" 4106008 13578 238733 136293 30366 1635 250371 14318 54475 3350 36642 84343 57243 13606 1092297 2329129 6295016 3722047 107016 115277 1071876 687039 556836 1184003 682374 63751 1826844
"199104" 4114401 16435 259138 130809 31533 1620 268284 14695 55675 5112 44818 84996 62988 14828 1058104 2333650 6287648 3676707 98477 113984 1086935 677238 535031 1165042 717878 61371 1831693
"199201" 4238160 14978 254056 130553 35641 3211 250042 13853 54367 7872 33322 84596 56032 16197 1075481 2458001 6516475 3687184 110434 114334 1106050 669460 536251 1150655 699339 67184 2062769
"199202" 4249437 14987 252690 131103 40363 3872 274041 14122 70171 7727 40878 84270 56873 17119 1119455 2395807 6521514 3689155 111996 115097 1125491 662699 532823 1141049 717201 64213 2050945
"199203" 4268786 15639 252199 134367 44819 3194 271005 14757 65332 8462 39984 84627 57843 18891 1134080 2394592 6532762 3675265 108216 116104 1140928 658929 530321 1120767 726285 68374 2062838
"199204" 4303884 15791 260302 136186 47346 5057 295953 17044 73565 8585 45813 85205 65741 21148 1092754 2429347 6558109 3670585 107106 118285 1154504 660766 532902 1097023 757549 68465 2061509
"199301" 4400603 13489 254494 144020 47964 3905 276736 15860 56231 15167 44494 81633 63351 23483 1132267 2504245 6651109 3666059 113900 119327 1175932 651157 524764 1080979 744768 74396 2165886
"199302" 4485656 13667 261245 147846 46695 3071 281727 18076 61216 11620 47081 79181 64553 25215 1164429 2541761 6704969 3680207 124025 120705 1194857 656669 516869 1067082 744847 70609 2209307
"199303" 4565813 15278 258801 143401 45118 1963 300077 16698 66531 17224 56150 76866 66608 27899 1190125 2583151 6748170 3679496 123232 122697 1212857 649571 509489 1061650 752789 73232 2242653
"199304" 4679773 14502 284151 155587 44812 2506 308463 19411 62439 19059 56192 74133 77229 29776 1143777 2696199 6821853 3691545 117829 124864 1229707 657428 503372 1058344 795567 72112 2262629
"199401" 4717697 15730 287198 152045 45315 2579 306983 16511 68661 22414 53576 74116 71705 29526 1177250 2701071 6863173 3739261 129885 126947 1238257 666036 528222 1049914 781459 76964 2265488
"199402" 4797749 16080 288768 155832 48704 2514 313150 17880 68659 24901 51518 76936 73256 29114 1228063 2715524 6931641 3778709 135680 129467 1247607 683606 530564 1051785 806617 73256 2273059
"199403" 4870603 12638 296562 157040 49104 2696 314213 17818 76920 14900 51616 78218 74741 30922 1246202 2761226 6982597 3807070 138683 130445 1251457 699459 531660 1055366 822266 74996 2278265
"199404" 5012100 15664 308333 163545 52212 2178 332945 18826 69150 19875 58320 80153 86621 31061 1232003 2874159 7100750 3841964 139238 131689 1253007 719837 544721 1053471 880392 73122 2305272
"199501" 5090671 13850 296906 151005 52406 3707 309504 18211 61608 21042 49135 79761 79747 34725 1262686 2965882 7185382 3927850 149799 131748 1270165 751366 563937 1060835 876570 82352 2298610
"199502" 5226938 14454 289564 161359 65609 9019 336475 17386 69206 24306 65273 79799 80505 38408 1289639 3022411 7284050 4020359 162887 132761 1306093 777459 571658 1069501 888848 73904 2300939
"199503" 5374170 15856 301857 163948 68502 3771 305392 18004 66348 20783 42348 79629 78280 42323 1343457 3129064 7403348 4069191 163268 133510 1329673 790215 572924 1079601 924461 75515 2334181
"199504" 5567867 17403 326480 171147 76998 2440 328015 20142 80724 23421 38999 79668 85061 45668 1325261 3274455 7556820 4142812 157351 134758 1357204 806173 597266 1090060 975331 73667 2365010
"199601" 5721756 20387 306507 167839 79862 2428 306093 17436 82413 20853 30331 78382 76678 50177 1368703 3419760 7699208 4223786 174174 134937 1390652 818636 607228 1098159 971532 83165 2420725
"199602" 5870168 19844 319274 176787 80500 4322 316813 20928 90198 22880 33856 76934 72017 54306 1425282 3473040 7818830 4310921 181726 137110 1422668 835042 616170 1118206 1003764 80014 2424131
"199603" 6001602 20922 337237 186931 81750 4674 309826 23488 79919 25926 36126 75847 68520 57743 1458308 3544211 7941049 4368053 172999 137084 1447454 863263 621207 1126046 996125 84317 2492555
"199604" 6159676 28208 355018 204675 86873 3904 321784 31534 75645 28480 33644 74736 77745 63000 1442904 3653310 8064247 4414963 156405 137851 1485179 876038 619247 1140243 1056856 85547 2506881
"199701" 6251549 28968 363318 211214 94008 3732 314017 26721 84519 19272 33125 80423 69957 61539 1488384 3686369 8178981 4508073 168747 138652 1515565 905993 628339 1150777 1044086 98935 2527887
"199702" 6383774 33462 361007 227641 98020 3249 302200 25733 70901 11823 39163 86607 67973 70039 1553500 3734656 8273357 4614205 179286 139800 1558686 932424 629070 1174939 1066374 95247 2497531
"199703" 6541186 33251 371038 225587 104931 4004 302989 28351 68422 8394 36410 92755 68657 74979 1582265 3842142 8409780 4712095 176649 141682 1613799 946188 644538 1189239 1093808 103342 2500535
"199704" 6636508 23139 370059 250089 110726 4562 317150 36145 59081 7971 30556 98988 84409 75000 1566031 3919752 8511905 4851514 168598 142002 1666280 973944 677346 1223345 1154029 99155 2407207
"199801" 6878993 27115 388883 300429 117331 3717 303770 32204 56020 7283 32291 97675 78297 86329 1607699 4043720 8743817 5001819 193105 143842 1731059 982853 696222 1254738 1172250 110288 2459460
"199802" 7099823 20577 381768 307586 133928 2491 293641 28870 54878 7036 29480 96327 77050 89396 1649614 4220822 8982220 5164386 202491 145492 1805492 1021949 701533 1287429 1174651 100645 2542538
"199803" 7217514 18385 385422 316869 145854 3252 296272 31301 57331 8288 28716 94945 75691 80035 1708388 4263037 9176744 5285552 216872 147009 1844767 1050674 708415 1317815 1208326 111865 2571001
"199804" 7863912 30518 364513 319046 159009 4208 313113 39433 61589 10609 28573 93560 79349 98000 1681574 4893931 9650509 5417052 192958 147763 1881222 1076034 747046 1372029 1241998 108119 2883341
"199901" 8187955 36235 361411 334856 165400 4775 301586 40493 60267 11324 27527 86705 75270 103226 1743019 5137447 9958217 5606553 223886 149143 1944045 1095753 783912 1409814 1251442 113269 2986953
"199902" 8568630 32343 379395 363230 165320 3434 294993 47355 57929 11363 23858 79622 74866 112798 1834198 5382919 10253079 5732078 232365 150297 2012906 1106222 774279 1456009 1302613 120531 3097857
"199903" 8823538 33490 386820 380701 174438 6089 296618 47618 58069 12445 32153 72468 73865 106850 1922816 5515716 10584206 5907749 239280 151977 2071138 1134136 777880 1533338 1381284 123848 3171325
"199904" 9315258 31460 405823 416386 195565 5793 285753 47604 56599 12416 27700 65314 76120 127000 1930149 5917329 10916677 6033254 230326 152826 2106669 1165819 790768 1586846 1455007 124021 3304395
"200001" 9661077 35750 407333 431936 196740 7995 289228 46046 59556 15205 30864 65728 71829 134391 2028974 6128730 11274023 6212813 260797 153262 2154917 1185954 833617 1624266 1513339 141658 3406214
"200002" 10051748 29742 421489 465842 196529 5943 304340 49284 61899 18089 34634 66141 74293 130598 2161146 6336119 11713651 6397773 296844 153380 2190494 1232200 857320 1667535 1609436 141956 3564486
"200003" 10449508 13998 439298 497374 212391 5763 310522 58245 62058 18933 29427 66555 75304 131531 2259595 6579036 12114841 6481153 307039 153937 2229437 1240966 849648 1700126 1707681 140869 3785138
"200004" 11226622 24029 429896 519923 240760 4204 314298 57765 58267 15423 34384 66969 81490 121870 2281381 7290261 12458352 6595036 278402 154187 2270337 1260823 887729 1743558 1809152 142632 3911532
"200101" 11248484 16928 366784 504572 281465 3349 299749 54671 57437 14284 29352 68576 75429 109720 2289139 7376778 12618785 6694131 235619 154669 2378732 1260070 890215 1774826 1773487 147623 4003544
"200102" 11400332 17093 359204 502983 312822 3196 299366 56427 58309 14828 26402 70188 73212 116082 2294315 7495271 12757712 6823454 206256 155816 2491176 1235442 919641 1815124 1745307 142646 4046305
"200103" 11376134 14369 367186 505497 327455 3496 303229 56538 59276 16203 29577 71811 69824 102499 2252695 7499708 12821840 6890415 189571 156406 2537110 1219414 913419 1874495 1715031 170203 4046191
"200104" 11507032 15517 366476 535838 360889 3980 316712 60169 59681 17539 32836 73434 73053 112507 2161835 7633278 12879256 6955300 177726 157687 2613695 1195886 890068 1920239 1700797 149734 4073424
"200201" 11557734 16672 352261 535141 370970 2673 312093 54667 63495 18325 33306 73997 68303 112878 2203953 7651093 12992381 7021039 162983 157500 2680216 1184450 887136 1948755 1709743 154505 4107093
"200202" 11563862 18500 348885 541509 370861 5667 316845 55218 67972 18964 31255 74569 68867 103410 2228851 7629334 13063046 7065583 141454 158317 2728068 1144646 906961 1986137 1715986 158259 4123218
"200203" 11508657 20000 350669 529475 362381 5282 330904 60256 71186 18126 36626 75150 69560 90975 2190574 7628397 13091929 7083917 136423 159165 2722383 1129798 919434 2016715 1723715 170974 4113323
"200204" 11638710 20587 328696 560473 397056 6171 341780 64789 74191 16883 35500 75728 74689 94377 2082469 7807101 13196853 7146848 119813 160622 2747060 1111886 929025 2078442 1745943 163114 4140948
"200301" 11666950 21933 351748 584334 388679 5717 341890 61894 77876 17944 35533 76299 72344 93231 2156532 7722886 13226757 7192556 119825 160774 2789400 1086216 929042 2107300 1703260 167247 4163694
"200302" 11743437 30297 368922 616808 380262 6221 345762 70005 80441 12192 33894 76876 72354 104705 2148244 7742216 13212659 7258398 100995 161893 2861677 1062041 933458 2138334 1671953 166318 4115990
"200303" 11776781 34513 391409 639727 370793 7241 359945 80487 79735 11785 37470 77460 73008 109185 2127494 7736474 13213652 7280720 103978 162518 2883987 1040150 926329 2163758 1660472 168750 4103710
"200304" 11893063 38145 385768 676620 361896 5986 340665 75679 78585 11230 38093 78042 59036 119255 2039518 7925210 13216346 7337124 82481 163914 2899001 1035543 940772 2215413 1665055 150872 4063295
"200401" 12173242 41699 440320 676534 364739 5183 347214 78983 81145 11642 36591 82870 55983 122352 2149588 8025613 13443835 7437351 91623 164688 2927917 1021600 946634 2284890 1709167 162486 4134831
"200402" 12457041 47625 472244 675173 366019 4829 351651 78886 81553 11336 36080 87698 56098 122538 2211993 8204969 13626057 7530248 98673 165865 2928447 1024391 961373 2351499 1719256 166001 4210552
"200403" 12707668 44697 503486 706906 370068 5719 359355 85624 80750 10627 35684 92566 54104 120839 2240773 8355825 13812124 7636566 105121 167140 2940608 1037120 965693 2420884 1751024 176321 4248213
"200404" 13082860 53705 495628 701076 375136 6422 383377 95023 84209 11338 36162 97434 59211 130121 2194978 8742417 14060244 7794711 97782 169230 2974452 1063759 998771 2490718 1786420 166000 4313113
"200501" 13370175 61301 510027 709000 374313 6190 399808 90942 100919 16410 37010 99177 55350 128768 2325041 8855727 14411683 7921753 112002 170396 2981089 1092669 1020735 2544862 1840961 179862 4469107
"200502" 13737535 57496 555392 705568 381625 8459 405424 90215 106113 17643 34511 100926 56016 130670 2428706 9064195 14767455 8103187 110680 172207 2988891 1132206 1059012 2640191 1904105 180403 4579760
"200503" 14113895 51419 607721 729839 395613 11692 415907 99352 103163 16161 36754 102680 57797 136556 2522679 9242469 15080518 8256562 116494 173688 3013262 1146681 1069916 2736521 1979929 181445 4662582
"200504" 14482838 63571 646167 774477 417144 14560 437212 110974 108291 17372 36560 104432 59583 140037 2539189 9450481 15405980 8467267 90072 176819 3031122 1188521 1117442 2863292 2035072 172902 4730738
"200601" 14775816 41996 645991 784520 417601 10103 425267 105397 106223 16670 39256 101968 55753 152711 2606176 9691451 15683841 8681074 96496 177320 3082413 1223104 1141261 2960480 2051587 187071 4764110
"200602" 15123088 53045 600337 779699 430704 12154 423815 118946 101132 14960 35824 99479 53474 156329 2682717 9984288 16042045 8919306 111673 179367 3133190 1243271 1205099 3046706 2104291 186331 4832117
"200603" 15425207 43697 597168 795675 453263 12668 417162 118689 101085 14931 32748 96966 52743 166409 2674224 10264941 16318151 9076604 110581 180112 3167183 1279274 1202061 3137393 2123544 187903 4930100
"200604" 15760508 49336 604540 841397 488462 15533 425551 122669 101792 15154 33895 94455 57586 180729 2560843 10594117 16632277 9355094 112519 182217 3246691 1313908 1268669 3231091 2161721 181110 4934352
"200701" 16109479 45306 603936 828555 490597 13914 399969 109057 96249 13056 34062 91768 55777 183715 2656992 10886495 17045431 9602508 126170 182918 3318258 1341922 1328785 3304455 2182715 169864 5090344
"200702" 16560140 55824 634406 823357 507990 8695 396981 114501 90953 11040 34974 89030 56483 192500 2756462 11183925 17503644 9947309 154348 186032 3413635 1374337 1414392 3404565 2222407 160694 5173234
"200703" 16940545 56965 651533 804639 574440 7643 369641 79935 97555 12989 35861 86242 57059 195811 2807084 11472789 17929941 10266351 131417 187335 3468680 1469159 1504205 3505556 2233229 150407 5279953
"200704" 17330211 50250 662939 800657 618686 8050 356412 69462 97658 12773 34462 83455 58602 191079 2778664 11863474 18315089 10583245 123815 190317 3557872 1547199 1575839 3588204 2272837 135299 5323708
"200801" 17212324 55037 633048 768629 696380 7100 314085 52866 88045 9080 26219 82576 55299 175884 2824680 11737481 18532948 10787484 139958 190538 3603123 1605635 1605790 3642441 2254549 155553 5335361
"200802" 17166154 36837 605866 826460 702774 8056 321235 58271 90564 9599 25953 81335 55513 172710 2851497 11640719 18726279 10997001 139829 191468 3691837 1645884 1643296 3684688 2215896 139191 5374191
"200803" 17012907 31580 617163 818924 699003 5300 319845 56981 88344 8502 29657 80153 56208 154051 2792158 11574883 18809465 11120138 146540 191425 3714943 1699986 1669132 3698113 2159613 156104 5373610
"200804" 16729839 24704 579311 772044 781727 7178 331170 57286 93648 10152 31781 78462 59841 125816 2640836 11467053 18952332 11157838 131479 192869 3762457 1721834 1643710 3705489 2087561 141249 5565684
"200901" 16635596 26218 598434 780805 785437 7483 300352 34956 100795 6170 27552 75885 54994 128096 2611742 11397029 18864294 11148027 106923 193306 3907252 1656071 1587800 3696675 2007051 141849 5567367
"200902" 16673760 27229 650808 782200 768477 7934 311162 41142 105027 11384 26845 72954 53810 152155 2639433 11334362 18802942 11084549 86182 194853 4006379 1570885 1549337 3676914 1986502 135243 5596648
"200903" 16787694 27624 702158 887554 724382 9048 300755 34548 103516 11446 28405 69819 53021 178025 2638094 11320054 18762752 10960818 73033 196914 4073890 1476205 1504982 3635795 1974559 141001 5686374
"200904" 16892221 33276 767471 886062 702913 9684 312378 42056 103551 11984 30807 66769 57211 189708 2554980 11435749 18735044 10875423 59109 198285 4144077 1405726 1488348 3579879 2001186 134466 5723968
"201001" 16973451 40915 846997 844772 633550 10865 312639 43127 108425 14104 29684 63784 53515 204404 2648476 11430833 18710004 10880265 74600 198715 4252187 1347172 1475562 3532030 2028858 148989 5651892
"201002" 17030886 51428 875375 814073 596265 11192 310651 48607 107267 14180 26884 60869 52844 198718 2703959 11469225 18778761 10862103 82182 199459 4309434 1312075 1494634 3464319 2072402 142151 5702105
"201003" 17238429 62241 905299 855536 600289 10988 313287 52584 105550 13931 30518 58250 52454 222867 2741884 11526038 18858091 10927620 98053 201984 4431128 1291318 1487344 3417793 2100789 154684 5674998
