"DATES" "FL404090005.Q" "FL403020005.Q" "FL403030005.Q" "FL402050005.Q" "FL404004005.Q" "FL403069105.Q" "FL403061105.Q" "FL403061705.Q" "FL403062005.Q" "FL403063005.Q" "FL403069305.Q" "FL403069385.Q" "FL403069345.Q" "FL403069330.Q" "FL403065005.Q" "FL403065105.Q" "FL403065405.Q" "FL403065605.Q" "FL403066005.Q" "FL403093005.Q" "FL404190005.Q" "FL404104005.Q" "FL403161705.Q" "FL403169283.Q" "FL403190005.Q"
"199503" 862286 1098 0 107536 714538 28058 53727 163941 5992 24145 156714 5746 28858 122110 247915 207233 18288 22394 34046 39114 837632 774093 774093 0 63539
"199504" 897446 1512 0 106257 762794 25470 57996 190828 7846 29920 165955 3536 30156 132263 250443 209497 18466 22480 34336 26883 872136 807007 807007 0 65129
"199601" 907418 1064 0 103951 772232 24506 54195 208504 10353 29401 165904 3018 31513 131373 245489 204128 18639 22722 33881 30171 880941 814908 814908 0 66033
"199602" 934506 711 0 103408 777733 23583 34513 222433 11812 26976 179367 2605 31816 144946 245397 204200 18234 22963 33652 52654 907251 846568 846568 0 60683
"199603" 955483 605 0 103478 798727 24588 34454 236746 11924 26554 187320 2700 31329 153291 244274 203072 17991 23211 32867 52673 927173 866605 866605 0 60568
"199604" 989190 780 0 94467 833841 35095 18760 256631 12111 38064 195345 2400 31576 161369 244083 202918 17702 23463 33753 60102 963140 897443 897443 0 65697
"199701" 995115 1170 0 96064 845112 40565 19057 271911 11958 38017 190414 2070 31700 156644 240344 199191 17330 23823 32847 52769 968403 895813 895813 0 72590
"199702" 1039945 3250 0 102181 877825 42182 13465 294515 11716 39215 206834 2021 32446 172367 238410 197408 16792 24210 31488 56689 1012064 945532 945532 0 66532
"199703" 1056473 2190 0 102582 894058 29341 21687 311779 11753 34690 216474 2010 32655 181809 237933 196864 16492 24577 30401 57643 1028954 957099 957099 0 71855
"199704" 1100759 2097 6409 90378 934180 27635 25879 324238 12658 44102 230732 1368 31576 197788 239416 198229 16215 24972 29521 67695 1071119 996511 996511 0 74608
"199801" 1151628 1797 3984 86711 993502 60082 11960 356552 13678 43180 240028 1424 32714 205890 240297 199413 15439 25445 27725 65634 1121920 1032256 1032256 0 89664
"199802" 1191334 2238 5255 80024 1035879 47582 15089 385173 14209 48611 258775 1189 32500 225086 240847 199675 15226 25946 25593 67938 1161253 1073954 1073954 0 87299
"199803" 1269412 2501 1975 79108 1120034 52493 19024 424912 17584 57154 280829 1171 34000 245658 241288 199440 15412 26436 26750 65794 1237243 1147570 1147570 0 89673
"199804" 1405763 4952 4718 77007 1251489 56210 25158 482679 19159 68721 324200 1090 34921 288189 246992 203861 16175 26956 28370 67597 1371022 1275425 1275425 0 95597
"199901" 1448396 3289 6055 70429 1298208 29116 29837 538853 18342 74764 334396 1019 34627 298750 242665 198401 17149 27115 30235 70415 1412824 1323758 1323758 0 89066
"199902" 1522442 2727 10652 68251 1371213 21783 27339 587557 19751 76379 364159 696 34944 328519 242425 196222 18693 27510 31820 69599 1486414 1400457 1400457 0 85957
"199903" 1622295 3175 5659 69738 1470254 28271 28188 628103 21395 84426 401451 718 35439 365294 242639 195029 19863 27747 35782 73469 1584917 1502334 1502334 0 82583
"199904" 1723165 12107 9956 89730 1538823 23851 30943 655590 22735 97518 432342 782 35815 395745 242035 193454 20497 28084 33809 72549 1684341 1594210 1594210 0 90131
"200001" 1754908 1055 10082 90592 1577421 27978 25151 684393 22315 101009 441175 684 36192 404299 243696 193464 21749 28483 31704 75758 1715122 1620483 1620483 0 94639
"200002" 1814783 1596 10492 80851 1642657 24296 20659 703786 22893 112890 474221 767 36845 436609 252740 201549 22308 28883 31172 79187 1773794 1682743 1682743 0 91051
"200003" 1884830 1503 15984 83691 1702791 26220 29023 742238 24177 120608 468047 804 37408 429835 257009 204646 23063 29300 35470 80861 1841649 1752603 1752603 0 89046
"200004" 1965000 4412 22184 80584 1794446 31100 13262 810911 29197 131133 477599 841 38897 437861 264253 209580 24951 29722 36992 63374 1923459 1826417 1826417 0 97042
"200101" 2052904 4482 17487 99723 1868289 21292 11891 875635 29450 139852 484653 845 38959 444849 267937 210690 26763 30484 37580 62923 2023064 1892900 1892900 0 130164
"200102" 2126903 5239 19102 92649 1946225 24370 12281 920150 30619 155864 486965 785 40139 446041 277238 217118 28781 31339 38738 63688 2091996 1964609 1964609 0 127387
"200103" 2220566 8357 19789 90696 2030214 22829 12581 978722 30814 165466 496561 792 40374 455395 283950 221119 30632 32199 39291 71510 2193928 2046278 2046278 0 147650
"200104" 2309384 6667 30326 104366 2099115 33829 13613 1017821 35357 155735 505857 801 41759 463297 297476 231241 33178 33057 39427 68910 2278751 2130565 2130565 0 148186
"200201" 2356713 7212 26059 91633 2163115 19619 18049 1078501 36412 168159 498279 762 42009 455508 305120 235721 35011 34388 38976 68694 2321870 2175623 2175623 0 146247
"200202" 2395338 8561 30522 78807 2203307 20183 20635 1085988 37473 178512 503129 480 43204 459445 316662 243980 36530 36152 40725 74141 2363254 2210400 2210400 0 152854
"200203" 2476429 13181 31552 87213 2259192 10113 25025 1108404 38602 188586 514597 493 43135 470969 333009 256993 38572 37444 40856 85291 2456138 2282789 2282789 0 173349
"200204" 2549364 14756 25263 95296 2323182 10353 25729 1149520 39394 189268 514713 448 43783 470482 357278 276813 41684 38781 36927 90867 2538826 2350398 2350398 0 188428
"200301" 2605132 21107 23067 78895 2389839 11088 25256 1177833 39076 198970 519880 415 43130 476335 382396 299877 44829 37690 35341 92224 2589554 2406836 2406836 0 182718
"200302" 2657073 19251 27228 90096 2419418 9132 25477 1168142 39037 200724 529195 378 42791 486026 416408 331377 48496 36535 31303 101080 2639924 2454945 2454945 0 184979
"200303" 2766999 20287 18580 72816 2549745 8385 23967 1259985 40357 205168 533097 372 42450 490275 451559 366451 49760 35348 27228 105571 2742929 2569913 2569913 0 173016
"200304" 2794370 28778 16749 75308 2564173 6687 13462 1088880 44381 222812 545850 346 43822 501682 621521 519127 68197 34197 20581 109362 2752814 2601271 2601271 0 151543
"200401" 2819724 29027 21426 83488 2581496 7983 13049 1051276 47928 258966 561248 348 44272 516628 625062 518086 71827 35149 15984 104287 2774344 2602671 2602671 0 171673
"200402" 2864824 28119 25532 87591 2620858 7759 13724 1021389 50201 297503 601493 208 43219 558066 626560 514961 75523 36076 2230 102724 2799946 2656374 2656374 0 143572
"200403" 2875044 19949 19817 89496 2636388 6602 13024 1000184 53207 338358 597383 68 43050 554265 627631 511066 79560 37005 0 109394 2839525 2685944 2685944 0 153581
"200404" 2882881 39135 23289 93567 2613038 5814 12860 886503 44644 414801 619390 0 43574 575816 629026 508610 82451 37965 0 113852 2819922 2676270 2676270 0 143652
"200501" 2861904 33325 21611 94013 2577757 7895 13033 844217 43176 424456 623207 0 44640 578567 621773 498023 84797 38953 0 135198 2794053 2640891 2640891 0 153162
"200502" 2844087 26442 26709 89937 2576392 10221 12569 796413 42827 444882 657757 0 45879 611878 611723 485593 86183 39947 0 124607 2777483 2624974 2624974 0 152509
"200503" 2786155 20523 27608 110250 2551788 10923 12814 760913 42185 462936 662212 0 47736 614476 599805 470659 88173 40973 0 75986 2709792 2557661 2557661 0 152131
"200504" 2819408 14603 35342 107700 2543933 13813 13069 751078 39695 465676 671799 0 51632 620167 588803 453866 92960 41977 0 117830 2734014 2592229 2592229 0 141785
"200601" 2829123 16483 34456 116264 2552489 17856 13435 746154 38174 473144 670147 0 53280 616867 593579 454842 96216 42521 0 109431 2743765 2589715 2589715 0 154050
"200602" 2886549 30929 41359 108965 2591248 22954 13758 743257 36521 479124 697582 0 56091 641491 598052 456117 98847 43088 0 114048 2801821 2638504 2638504 0 163317
"200603" 2869618 15589 35728 116516 2578957 25666 13971 724757 34617 476660 701777 0 58097 643680 601509 456652 101212 43645 0 122828 2767065 2617630 2617630 0 149435
"200604" 2872861 16374 33872 117422 2590542 32352 14247 714013 36091 481737 704925 0 63539 641386 607177 457587 105364 44226 0 114651 2781231 2627811 2627811 0 153420
"200701" 2887909 15078 38587 152313 2558400 17779 14526 697344 34062 493010 690156 0 65732 624424 611523 455227 111275 45021 0 123531 2796387 2644481 2644481 0 151906
"200702" 2939150 19000 36823 146311 2596681 30088 14837 688355 34490 501240 708568 0 66616 641952 619103 453856 119386 45861 0 140335 2843942 2684834 2684834 0 159108
"200703" 3084222 17998 47402 124463 2758893 14155 15050 693931 33612 480572 891965 0 70211 821754 629608 456689 126227 46692 0 135466 2994595 2823986 2823986 0 170609
"200704" 3174260 13654 46642 142728 2829541 27655 15547 702944 33324 464350 942625 0 75483 867142 643096 447861 147674 47561 0 141695 3081338 2910192 2910192 0 171146
"200801" 3224218 11383 41292 131104 2913958 39788 15716 728377 33137 460816 977112 0 81277 895835 659012 450505 157955 50552 0 126481 3131432 2938117 2938117 0 193315
"200802" 3393428 58542 53159 141611 3014502 9346 16051 854270 32002 437606 993605 0 87127 906478 671622 450673 168235 52714 0 125614 3283257 3102075 3102075 0 181182
"200803" 3413590 94445 28498 136598 3048235 6837 16422 836742 31348 404635 1083212 0 79785 1003427 669039 434097 179721 55221 0 105814 3360244 3152680 3152680 0 207564
"200804" 3399966 88328 68498 114514 3033594 6791 16767 909985 31291 386606 980716 0 80252 900464 701438 455873 187655 57910 0 95032 3394051 3181923 3181923 0 212128
"200901" 3382353 84074 63378 159362 2980060 11237 17567 953966 30933 367447 872968 0 80032 792936 725942 472893 194934 58115 0 95479 3363331 3118309 3118309 0 245022
"200902" 3266625 81008 66601 102228 2909020 12044 19261 949004 30448 384273 800840 0 80293 720547 713150 455604 199127 58419 0 107768 3195311 2948078 2948078 0 247233
"200903" 3126139 87525 30246 116274 2812689 9675 21500 919423 29716 385128 736787 0 78118 658669 710460 448590 203042 58828 0 79405 3063606 2800509 2800509 0 263097
"200904" 3013787 99406 25744 122136 2699652 9741 21853 924546 29100 310800 695928 0 80028 615900 707684 444123 204378 59183 0 66849 2977015 2706589 2706589 0 270426
"201001" 6886979 99015 21248 176423 6577402 8611 60107 416977 28042 324750 634503 0 77717 556786 5104412 4795690 249691 59031 0 12891 6875578 6602726 6602726 0 272852
"201002" 6785838 99106 23692 163832 6494058 10441 72179 387713 27165 313009 599142 0 76517 522625 5084409 4776257 249209 58943 0 5150 6777923 6535594 6535594 0 242329
"201003" 6658101 47321 22066 163750 6385052 8573 69519 375056 26212 308285 561605 0 81885 479720 5035802 4725708 251333 58761 0 39912 6665362 6448835 6448835 0 216527
