,Mkt-RF,SMB,HML,RF
1942Q2,-0.12878813132,0.03186510832800016,0.0030037761349999137,0.00030003000099987354
1942Q3,0.12618598452799978,-0.04582381440000005,0.001042583078999959,0.0008002100180000138
1942Q4,0.11591820312000012,0.022897147411999885,0.10464527618899999,0.0009002700269997721
1943Q1,0.12782909426599987,0.044912166170000045,0.04221956290499995,0.0009002700269997721
1943Q2,0.13473195728800014,0.12521854302799995,0.1895270975279999,0.0009002700269997721
1943Q3,0.02527801730000001,0.010469136547999858,0.0021952957999999967,0.0008002100180000138
1943Q4,0.02538291199999998,0.01255590080000002,0.02639173876799994,0.0009002700269997721
1944Q1,0.018033423066000198,0.04129992712999986,0.010566792409999692,0.0009002700269997721
1944Q2,0.011011211761999817,0.002381302919999939,0.031236531650000066,0.0008002100180000138
1944Q3,0.09217946370799979,0.06473030478399999,0.025071212385999964,0.0009002700269997721
1944Q4,0.017428404991999935,0.02696797798399997,-0.029732782080000075,0.0008002100180000138
1945Q1,0.07946047588400007,0.05101206222499988,0.09126756000799996,0.0008002100180000138
1945Q2,0.10038366746000005,0.004127869183999877,0.05987231963899986,0.0007001600119997953
1945Q3,-0.0007958225620000592,0.03199630391000019,0.01768268658600003,0.0008002100180000138
1945Q4,0.15615746396600017,0.05807321024000012,-0.019049891360000015,0.0009002700269997721
1946Q1,0.13309485824,0.1066621346240002,0.04167679680000003,0.0008002100180000138
1946Q2,0.03913774518400004,0.019789056519999848,-0.01182823384600018,0.0009002700269997721
1946Q3,-0.027904881445999896,-0.02001164846000003,0.006144520849999946,0.0009002700269997721
1946Q4,-0.17192225843199993,-0.05990715442000005,0.0202050721,0.0009002700269997721
1947Q1,0.06260868575000011,0.018218599999999974,-0.006423013597999905,0.0009002700269997721
1947Q2,-0.07419606976000015,-0.048450253600000104,0.01607236259000011,0.0009002700269997721
1947Q3,0.08596260655999988,-0.021719703723000028,0.024290634752000217,0.0009002700269997721
1947Q4,0.0014331208119999772,0.02485513799200012,0.01613556094400015,0.0015007201079999533
1948Q1,-0.030076309693000125,-0.017020370764000092,0.06296948248400014,0.002101460335999672
1948Q2,0.07147961543000014,-0.031960945439999944,0.08880637111999978,0.002401910503999627
1948Q3,0.017560890416000063,-0.01301969153200011,0.016456193252000206,0.0025020805759998765
1948Q4,0.030384963104000073,-0.038303413948000076,-0.009137467714000147,0.0017008801439999388
1949Q1,-0.06169168313200013,-0.017914837165000086,-0.04844313437500003,0.0018009601599997538
1949Q2,-0.008873899645000183,-0.0036156134080000957,-0.007162324192000025,0.0028026108099998837
1949Q3,0.024973029079999653,-0.010922751060000069,-0.03626167203499997,0.0029028008999996135
1949Q4,0.09080895973400005,0.022337421409999836,-0.008495863507000045,0.002702430728999561
1950Q1,0.08862765577999987,0.044978709632000013,0.009656516450000208,0.002602250647999682
1950Q2,0.06807338731199986,0.005615082799999893,-0.022652269053999974,0.0028026108099998837
1950Q3,-0.005534673664000067,-0.039729058017999974,0.1332197069029999,0.0030030009999995055
1950Q4,0.09705414921200006,0.006655591844000108,-0.011283170480000049,0.0032034011999997336
1951Q1,0.14644987226000006,0.023068435960999834,0.14887136502700016,0.003504071573000145
1951Q2,0.040313543359999926,-0.019932143248000078,-0.03897101359600008,0.003403831430000004
1951Q3,0.016795767260000316,-0.04046644144,-0.03450353680000007,0.0037045618720001894
1951Q4,0.02363023240999973,0.025911663589999856,0.006297541028000175,0.004105562496000248
1952Q1,0.054362890529999985,-0.0319595104799999,-0.0017286564799999793,0.0038047719800002877
1952Q2,-0.03370850364800004,-0.016657567005000096,0.01565695147800006,0.0035040815840001738
1952Q3,0.08138062208000019,-0.030129838299999934,0.009362152063999929,0.00430615292500014
1952Q4,-0.034358496728000065,0.011993338894999983,-0.018739559710000075,0.004506743360000343
1953Q1,0.0869380826480004,0.012423148687999985,0.0250745080639998,0.004205762560000048
1953Q2,-0.044878290304000035,0.022705518787999868,0.006466315100000175,0.00480764403200018
1953Q3,0.009770096640000059,-0.029588888279999948,-0.005006218749999958,0.0050083145900001735
1953Q4,0.0003988350400001561,-0.018365742279999986,-0.06052951187199995,0.004607013536000126
1954Q1,0.0813731513839997,-0.01649644750000001,0.0037158145250000274,0.003203351143999944
1954Q2,0.0989132290939998,-0.04125535229999999,-0.020797354855000005,0.002401910503999627
1954Q3,0.09424154000000007,0.018295825610000094,0.06712768286000004,0.0016008501499997774
1954Q4,0.021644766799999937,0.006617054911999931,-0.0011445379840001602,0.0021014303149997637
1955Q1,0.16109108653999993,-0.0028903664799999618,0.12700797959999988,0.0022016003839997467
1955Q2,0.06064586117000004,-0.00875648687499997,0.033209112975000066,0.0029028008999998356
1955Q3,0.09584294673000016,-0.059902932999999936,0.012656417359999894,0.0034038013999997396
1955Q4,-0.02816787266200005,0.012962638519999903,-0.0037728066750000178,0.005008324608000159
1956Q1,0.053432586512,0.0023512219999999306,-0.00981616096600002,0.005710766731999994
1956Q2,0.10980870777599994,-0.031084151982999964,-0.01106229606400011,0.0053093154150001265
1956Q3,0.028153991143999857,-0.0174205514500001,-0.024737961640000083,0.006514070119999937
1956Q4,-0.07688497376799996,0.03396015711999989,0.009365199425000137,0.00601181765000014
1957Q1,-0.0017464184199998956,0.03142269419600008,0.023900521280000087,0.007116692959999726
1957Q2,0.04276586723400011,-0.01985842142499994,-0.026390604206000035,0.007217283799999752
1957Q3,0.03361764730000005,-0.012924010240000006,-0.015691861056000067,0.008021258719999924
1957Q4,-0.146566089216,-0.023429168856000104,-0.013935946299999946,0.008021308849999853
1958Q1,0.02891785814999981,0.03754324843999979,-0.004792392255999922,0.008021298815999778
1958Q2,0.04832189042099988,0.007452032924999852,0.008244721484000017,0.002902760863999987
1958Q3,0.09941435146400024,0.024964557872000137,0.03182737965999993,0.0021013102309999088
1958Q4,0.09346748061999999,0.022938446599999995,0.019737665880000144,0.0041049013680001245
1959Q1,0.09094425743600021,0.030082454179999996,0.01776865501599989,0.0054093550820000225
1959Q2,0.04937775355999996,0.022513900719999924,-0.004439055159999983,0.006112388359999832
1959Q3,0.04713097966400026,-0.017890157550000008,0.03422248152000007,0.007116793200000027
1959Q4,-0.049220043616000186,0.0057705178400000445,-0.011480869720000064,0.008020907669999966
1960Q1,-0.031667753280000044,0.027552497143999988,-0.006652644670000041,0.009328669172000037
1960Q2,-0.02190547673199994,0.0026680273999999393,-0.06705976344999998,0.008322329285000096
1960Q3,0.027701179647999785,0.00481154782399984,-0.01973717509000017,0.006413118423999942
1960Q4,-0.03867422000000009,-0.0450982492480001,0.04369340420799972,0.005509985983999988
1961Q1,0.16439630894,-0.006132400240000058,0.003937347094999932,0.004807593952000255
1961Q2,0.06872206201699993,0.0731032268059999,0.007050373028000045,0.00510858476000009
1961Q3,0.020547440639999914,-0.024980133717999897,0.0020942627360001076,0.005610446480000197
1961Q4,0.029541554210000154,-0.04327239581700004,-0.007298047059999924,0.0050082745220001446
1962Q1,0.002370917654999971,0.021256332611999884,0.056550247808,0.005811016840000072
1962Q2,-0.055459639027999885,-0.013433604850000003,-0.006340381383999949,0.006212808799999969
1962Q3,-0.11183678530000007,-0.02120056451199992,0.016702845758000295,0.007116692959999726
1962Q4,-0.032495854069999885,-0.05111513440000004,0.014976403519999959,0.007016282557999798
1963Q1,0.17543282456600018,0.016152445999999987,0.03438988927999986,0.00681536149999995
1963Q2,0.05143414207999997,-0.03365006463200004,0.05338101500000003,0.007116803224999968
1963Q3,-0.006641267200000023,0.0018223169919999727,0.02380520742500014,0.007418224903999793
1963Q4,0.06057372197599986,-0.017607985374999968,0.016593199999999975,0.008121849574999729
1964Q1,0.03215637468799981,-0.03329830566399994,0.03171083782100026,0.008624653489999634
1964Q2,0.03084836855000006,-0.0029332038999998478,0.05619009775399997,0.008624613374
1964Q3,0.04484850581799993,-0.008800973291999914,0.03312076233200001,0.008624623399999587
1964Q4,0.01818531584000005,-0.001430393024000054,0.028905490032000047,0.008524102735999906
1965Q1,0.035710578584000174,0.029582397584000164,-0.04076341540799999,0.008825815171999984
1965Q2,0.021759306343999807,0.06358064438600008,0.021125494690000135,0.009731293480000236
1965Q3,-0.04896979116800004,-0.032256510004000094,0.008374489264999951,0.009731343635000167
1965Q4,0.08415448028000005,0.06106103465999979,0.004140332660000023,0.009530101713000283
1966Q1,0.017067508184000157,0.11152737736599994,0.05659089488000024,0.010637433890000159
1966Q2,-0.01638218097699995,0.08961817529599991,-0.021117648616000073,0.01073816522000004
1966Q3,-0.08543789862399986,-0.03964225779999997,-0.00218012344000007,0.011443284529999875
1966Q4,-0.05399987269600015,-0.10557427116000007,0.037493177599999816,0.012652923799999938
1967Q1,0.09785005211000009,0.14670913631000015,-0.033066649539999826,0.012350468800000014
1967Q2,0.08867082124699999,0.053315463787999784,-0.04049387756200007,0.010738084928000102
1967Q3,0.024836478848,0.11509679889500002,0.044005760000000116,0.009228138512000106
1967Q4,-0.009748006800000208,0.050042731583999966,-0.043299429391000066,0.010234528688000344
1968Q1,-0.007369957854999942,0.1003193962840001,0.02500556849000013,0.010939527520000158
1968Q2,0.05163031569200016,0.012203992519999929,-0.00514263761,0.012047993726000072
1968Q3,0.002253686759999818,0.04730121972799983,0.06874287377199972,0.013661682880000026
1968Q4,0.05908130102499998,0.04700176460000005,0.04149431753999999,0.012955539463999743
1969Q1,0.00020518487499998628,0.05112218668800028,0.0072433762559998005,0.013863205717999927
1969Q2,-0.01944871789600011,-0.05023710228,0.004863552523999948,0.014570032148000012
1969Q3,-0.13764381970000006,-0.08700081651199998,0.0068743552400001295,0.015277079744000055
1969Q4,0.06720690774199989,0.06050321549599991,-0.09755553399999994,0.017298385999999777
1970Q1,-0.13917325140000003,-0.034047222560000034,-0.010537797999999876,0.017703079680000178
1970Q2,-0.07406888208400009,-0.10499600832600009,0.14546873892799983,0.01699501669999992
1970Q3,-0.06230946160000017,-0.07107844384000006,0.04739711854399986,0.016388619848000108
1970Q4,0.06396794130000005,0.056213612524000034,-0.03874841190100009,0.015377971651999944
1971Q1,0.15968384580399997,0.05926175748799989,0.04227296696000016,0.012652833416000098
1971Q2,0.08914116897999991,0.039962690359999886,-0.04325232771999998,0.009127567719999785
1971Q3,-0.08383378235900008,-0.040255212711999944,-0.032931442401999966,0.010637172920000104
1971Q4,-0.016506593452000118,-0.014759807500000055,-0.008448435440000068,0.012148534342999895
1972Q1,0.10882719369799987,0.06293912832800008,0.00033020535200001255,0.010335189701000003
1972Q2,0.03807966602599966,0.011878138752000167,-0.043657553310999964,0.008121849574999729
1972Q3,-0.01961976224000017,-0.052668979480000155,-0.04543766528000004,0.009027016969999968
1972Q4,0.026236041543999944,-0.09095218458199994,0.06354226596800006,0.010335099439999995
1973Q1,0.018068933959999978,-0.06488556049000005,0.0536364363199997,0.011846310236000024
1973Q2,-0.11421211239999995,-0.10149882652800013,0.09871338777200012,0.01406518046399996
1973Q3,0.003201631015999906,-0.017193410144,-0.03815847863199984,0.016691456464000165
1973Q4,-0.0009720113559997801,0.006595700600000143,0.04987195575600012,0.020437609399999834
1974Q1,-0.12405777356800007,-0.04252782016000001,0.14705717535500007,0.01841166579199993
1974Q2,-0.083745289216,0.01802999999999999,0.03267946186400006,0.01901822360000005
1974Q3,-0.14869554488000003,-0.024076391503999983,0.03827345177600017,0.020639815000000006
1974Q4,-0.07196666250899997,-0.03837393099100006,-0.025390857492999963,0.019320757860000093
1975Q1,0.047876352344000006,0.045579456547999886,0.08118937220000011,0.018309939240000128
1975Q2,0.129410212112,0.03209703200000025,-0.03263786633800003,0.012854667572000045
1975Q3,0.030419061599999964,0.0755876375779998,-0.010431572799999844,0.013358926591999998
1975Q4,-0.02030299651199996,-0.07269270937600003,-0.0023504351049998817,0.015782142463999893
1976Q1,0.13280023399999985,0.02689347901799999,0.1271938721300001,0.013661602495999903
1976Q2,0.011078978392000005,0.0563387623920002,0.05424769049599987,0.011644737119999915
1976Q3,0.01577340682400008,-0.022212760176000046,0.011606751442000185,0.012753584776999727
1976Q4,-0.009775158436000075,-0.01834400296000005,0.0030673916329999606,0.012753815768000054
1977Q1,0.01757317297999994,0.10449344845000019,0.0827802494080001,0.011644857600000114
1977Q2,-0.03118705714999981,0.018975577439000135,0.04977122788999999,0.01114109054000001
1977Q3,0.014368635895999793,0.055058037874999854,-0.004161318680000137,0.011947202160000003
1977Q4,-0.06326339612800003,0.04299821675000004,-0.014517673276000065,0.013661642707999855
1978Q1,-0.01976048000000008,0.07486101094399977,0.03317282455399995,0.014873130049999794
1978Q2,0.09402169299499996,0.075392485856,-0.01640398750999983,0.015377971651999944
1978Q3,0.051623171071999874,0.06657233583799993,-0.009537670000000054,0.016186494224000203
1978Q4,-0.09886414591999981,-0.05794314873400008,0.024828076591999704,0.01871519609599992
1979Q1,0.07975647949399978,0.07988581697000008,-0.02076931187200004,0.022668980419999762
1979Q2,0.018368122964000033,0.05903373536000012,0.01607442892800015,0.023582803040000044
1979Q3,0.023984308159999745,0.026395553744000155,0.04598125517600016,0.02419244143400001
1979Q4,-0.03813767457999995,-0.01723109997600014,-0.042893037915999965,0.024903666016999892
1980Q1,0.12983026380000018,0.08790361058599983,-0.035191520995,0.02765000240000015
1980Q2,-0.1057319753499999,-0.07473951489999997,0.006504666607999976,0.033973646893999954
1980Q3,0.15453376294799992,0.07997535229999975,-0.06686430783999997,0.019624931872999962
1980Q4,0.0505969958000001,0.07404488816000021,-0.09682765795799997,0.023580506000000057
1981Q1,-0.005865791039999957,-0.007338825604000121,0.008297208079999896,0.03346314790400018
1981Q2,0.020494554407999965,0.07482745589999995,0.03902075907600011,0.03397710827599987
1981Q3,-0.037287398489999846,-0.00998745688599989,0.04049301822200002,0.03786717510000015
1981Q4,-0.09459560890399998,-0.025452458619999896,0.05559199147099991,0.03776556051199975
1982Q1,-0.03572004533999995,-0.011738262249999964,0.05991700339099992,0.0276490347199998
1982Q2,-0.04578724475200002,0.019135396663999993,0.06688551292799993,0.030605878808000364
1982Q3,-0.09868509408000004,0.006468963479000278,0.034401254375999946,0.03101492847999987
1982Q4,0.2542075676900002,0.008106825031999998,-0.023453677534000184,0.018713918684000186
1983Q1,0.09045264867200009,0.07247066245399991,-0.025655357760000053,0.020032201248999737
1983Q2,0.12497266081400005,0.05468583990000009,0.03175350462799975,0.019728087325999955
1983Q3,-0.006103266742000013,0.08795474900000011,0.00014411083999976704,0.02114721210199977
1983Q4,-0.030288482200000022,-0.07124600000500003,0.1192445391360002,0.0229737189760002
1984Q1,-0.015653515472,0.01408772675000014,0.08562565430000002,0.022060168360000132
1984Q2,-0.04639834874499993,-0.027233325120000207,0.05195174068700026,0.022668889823000304
1984Q3,-0.06881869926399997,-0.023664243040000033,-0.02116888885000001,0.023684439700000004
1984Q4,0.08468982144000003,-0.012290685044999972,0.04028820035000025,0.02714109380000007
1985Q1,0.08021021223499991,0.020442093567999864,-0.015607806280000136,0.02033607368000001
1985Q2,-0.005837727904000167,-0.0035714306690001196,0.07366444303999997,0.019322618912000156
1985Q3,0.05638277399199998,0.009471415679999984,-0.022139436712000027,0.01841154505999998
1985Q4,-0.016934269599999996,-0.03386412900000002,0.04375867017800017,0.018107964499999962
1986Q1,0.11309487212000002,0.008050714195000142,-0.038874205644000015,0.018310432040000046
1986Q2,0.10961846652799978,0.016225269528000075,-0.037989500417,0.01659072536000017
1986Q3,-0.010694008996000037,-0.05629238826399996,0.05767637712000018,0.015378132496000063
1986Q4,0.014574654367999873,-0.043427860479999914,0.053665843436000005,0.013762655219999864
1987Q1,0.10056904321000015,-0.035417338483000105,-0.028508817103999995,0.01305615026199991
1987Q2,0.038642928653999986,0.02179013299999988,-0.04641805806400012,0.013459898923999791
1987Q3,0.0801883415839999,-0.031047103262999975,0.023051993684000127,0.013257883903999845
1987Q4,-0.22537741769600017,-0.08522193288999991,0.03427249493600004,0.015276476900000002
1988Q1,0.026789133328000148,0.019404729699999956,0.03441265751599998,0.010335149585000147
1988Q2,0.029858905286000104,0.10536948210300023,0.008165263141999723,0.013661733103999874
1988Q3,0.03190880325000012,-0.00799993991600001,0.03260103908000023,0.01517611744900016
1988Q4,0.01049168092399988,-0.04153826610400002,0.034318411850000174,0.018310613137999976
1989Q1,0.05196411722799987,-0.019757921876000117,0.002207389038999974,0.01760210750500013
1989Q2,0.03624756021500031,0.028053848590999797,-0.0003702386439999872,0.01962690382900001
1989Q3,0.09223253796800002,-0.051255968803000096,-0.015460130799999972,0.022161482630000062
1989Q4,-0.030149263180000108,-0.023965334040000008,-0.018102426616000034,0.020842947080000007
1990Q1,-0.057418452159999966,-0.046315345141999975,-0.0015984306849999852,0.018816429913000032
1990Q2,-0.004893126655999835,0.019727239827000087,-0.04780540555000001,0.019120221711999896
1990Q3,0.05210398853000009,-0.04286227551999988,-0.0586871268000001,0.020032211311999948
1990Q4,-0.17231923974399999,-0.12145504480000002,0.02240931363200005,0.019525549279999943
1991Q1,0.14076725248999966,0.050391814204000074,-0.05906869109200008,0.016995217840000132
1991Q2,0.09733138488799997,0.08585815939999986,-0.00450427906000006,0.014569991935999838
1991Q3,0.02717257910399984,-0.011786581906000015,-0.007528229920000129,0.013863446725999706
1991Q4,0.01992053144799999,0.04081850388800001,-0.024316387830999986,0.013459888871999892
1992Q1,0.05567753630000016,0.0548760740480001,-0.015318325243000142,0.011141050388000284
1992Q2,-0.005260449580000159,-0.06258990278800003,0.15033104876399994,0.009429390464000154
1992Q3,0.016660117780000094,-0.031405478050000046,0.03853595583600011,0.009127587775999979
1992Q4,-0.0021074888440000272,0.02568933394999995,-0.03232626005799999,0.007518735547999755
1993Q1,0.06716662080600022,0.07382604607999976,0.07043584447999995,0.007418184811999851
1993Q2,-0.006817209119999723,-0.03710550047800021,0.10571100023999991,0.007116793200000027
1993Q3,0.02847794521999991,0.02730656672000009,0.0193250042719999,0.007116793200000027
1993Q4,0.05066592611199994,0.05257146640099997,-0.028387519903999903,0.007317734299999934
1994Q1,0.02611945461499987,0.0023457312710000178,0.005621985499999926,0.007317764374999758
1994Q2,-0.06586936414000011,0.0070484521440001835,0.01786684625599988,0.007518645308999705
1994Q3,0.002724987776000054,-0.042755636646999995,0.030051417820000204,0.009127587776000201
1994Q4,0.030205966440000065,0.02326551039999991,-0.05902235172999992,0.01124186202200006
1995Q1,-0.014623418440000036,-0.030753357076000132,0.01749436016299999,0.01235036837600001
1995Q2,0.08133976386699993,-0.01314655221999994,0.0048952284709999905,0.01305632096000009
1995Q3,0.09620308447999992,0.02661498799100004,-0.0189288899040001,0.014670944209999925
1995Q4,0.023591599520000006,-0.046449207519999924,0.02064473445199999,0.013762604986999882
1996Q1,0.07415114758399999,-0.03284164806400003,0.012247497408000019,0.013459798493999697
1996Q2,0.04182686745200015,0.08614368043999998,-0.045792239229999976,0.012451159965999992
1996Q3,-0.048283865871999954,-0.051880959999999976,0.06672158657000016,0.012753775600000017
1996Q4,0.08857670359899994,-0.03046669939000013,0.01169836438400007,0.012753815768000054
1997Q1,0.09624159999999993,-0.029558592736000033,0.01219069952000007,0.013258094869999848
1997Q2,-0.016571305216000143,-0.09019844567199997,0.0919017900000001,0.012552102110999996
1997Q3,0.19227773482999977,0.034874517103999914,-0.02602731939199998,0.01295518795899997
1997Q4,-0.02817740280000003,0.09091521569000016,0.037346961896000064,0.012753815768000054
1998Q1,0.045163066505000016,-0.08397892952800012,0.03241533449600009,0.01305621049599992
1998Q2,0.1295435024720002,-0.010021839282000067,0.014716688098000086,0.012148815402999835
1998Q3,-0.02398467021399997,-0.10980094773999993,-0.005432102190999988,0.012148865599999947
1998Q4,-0.046310689509999836,-0.08305336601199997,-0.023937853468999903,0.012148323296000019
1999Q1,0.16511552013999986,0.014695251667999898,-0.11484387419999997,0.010435971230000174
1999Q2,0.03565813894400005,-0.06113393564800007,0.016720435200000106,0.011543965685000046
1999Q3,-0.013738657641999885,0.0930233545279997,-0.00988719679600003,0.011241771679999957
1999Q4,0.017381340940999968,-0.04948180984000006,-0.07516537936,0.011745689318999997
2000Q1,0.06054106835599993,0.197569146752,-0.13852985247999994,0.01214870494400011
2000Q2,0.009098631926000023,-0.058680475000000176,0.04214070974999995,0.013661702965999778
2000Q3,-0.02397548790400006,0.028508866112000097,0.03933149698399996,0.013863295999999803
2000Q4,-0.016060023904000076,-0.05995394949999999,0.116728233096,0.01578220280000009
2001Q1,-0.06709763449999995,0.03978259090399994,0.14618056940000002,0.015580177699999975
2001Q2,-0.09935464022500007,0.0010635154999998342,0.1394688556160002,0.011947222244000022
2001Q3,-0.03376073010400005,0.04573487059999981,0.0713024389400001,0.009026986879999921
2001Q4,-0.12941846272000024,0.030007478686999933,-0.032098838031999755,0.008121679096000145
2002Q1,0.07687871244799993,0.053413362231999884,0.0654122697620001,0.004607033570000141
2002Q2,-0.03463513208000002,0.08958439189599976,0.07593427407199993,0.004105592535000202
2002Q3,-0.15986204063200005,-0.04608936660000007,-0.016809124023999922,0.004205872730000282
2002Q4,-0.02827209279999998,-0.03832536160000011,0.003859479824000145,0.0042058827440003554
2003Q1,-0.02709613292799984,0.04601826526399999,0.0012821236039999295,0.00330362131999995
2003Q2,0.07303209754399997,0.014903608752000252,-0.022632879088000157,0.0029028008999998356
2003Q3,0.10061962703000016,0.1163331664099998,-0.0070188699400001164,0.0026022306299997577
2003Q4,0.07205623366400005,0.059864881660000036,0.04031684741600006,0.002201610391999731
2004Q1,0.07970420172500026,0.01847641716800008,0.05754766522400012,0.002201610391999731
2004Q2,-0.017495935120000028,-0.01599459114699997,-0.02085999575499997,0.0023017404319998214
2004Q3,-0.011114639320000008,-0.018209324199999877,0.042809178683999916,0.002401880479999674
2004Q4,0.031148499039999944,0.01576125522400007,0.007667834039999821,0.003303631331000201
2005Q1,0.05132040535000004,0.019873106252000117,0.03423918613400012,0.004707363840000145
2005Q2,-0.027039540808000084,-0.05824464854099998,0.035609415935,0.005811137056000115
2005Q3,0.08337815863999976,0.08520871299200006,0.01406570672000007,0.0071168132479999535
2005Q4,-0.02750954496000002,-0.02961482242000002,0.02569612943600008,0.008624653489999634
2006Q1,0.06493184480800007,0.06098433747999987,-0.0006209867149998827,0.009832004720000453
2006Q2,0.019040988069999987,0.015451688062000146,0.02564846263399989,0.01073818528800019
