,Mom
1979Q2,0.027776443616999824
1979Q3,-0.008565436854999997
1979Q4,0.07116171635199997
1980Q1,0.21557127692
1980Q2,-0.029141218623999987
1980Q3,0.006724619323999814
1980Q4,0.16403342065399973
1981Q1,-0.009770776169999995
1981Q2,-0.016152264440000064
1981Q3,-0.0469544281119999
1981Q4,0.04875121631000012
1982Q1,0.028562034223999833
1982Q2,0.07414838341999985
1982Q3,0.12253739515999973
1982Q4,0.004009990959999987
1983Q1,0.04172665299199996
1983Q2,0.06307492293599992
1983Q3,-0.02836115358000002
1983Q4,-0.0960909199479999
1984Q1,-0.019183238561999882
1984Q2,0.03717965967000003
1984Q3,0.03799588912600038
1984Q4,0.01043273302399994
1985Q1,-0.03984741323200003
1985Q2,0.06773377690000015
1985Q3,0.035876507035000005
1985Q4,0.08433818183999997
1986Q1,0.021482923175
1986Q2,0.04633424752000015
1986Q3,0.09125987339599995
1986Q4,-0.06549268211199999
1987Q1,0.022124143354999903
1987Q2,-0.003980457040000052
1987Q3,0.015562945357999958
1987Q4,-0.07895385999999993
1988Q1,-0.03089163622000013
1988Q2,0.013324804100000032
1988Q3,-0.017356395512000078
1988Q4,0.019595075719999855
1989Q1,0.0023933160500002604
1989Q2,0.06322293207899987
1989Q3,0.07242806175999994
1989Q4,0.04393338813499992
1990Q1,0.024194831659999805
1990Q2,0.03508615998400022
1990Q3,0.12092960434400002
1990Q4,0.15057700623799986
1991Q1,-0.11261916019999996
1991Q2,-0.04629032123200005
1991Q3,0.046036638971999944
1991Q4,0.0664442327000001
1992Q1,0.06828626449999997
1992Q2,-0.03435362484999993
1992Q3,0.009521559725999884
1992Q4,0.034873127999999864
1993Q1,0.09116529987499988
1993Q2,0.07382851576000005
1993Q3,0.08163822023400003
1993Q4,0.031854759698000334
1994Q1,-0.024439472550999763
1994Q2,-0.01330975189599981
1994Q3,-0.028247747049999883
1994Q4,0.04228060296800029
1995Q1,0.014246641760000012
1995Q2,0.01777486929999994
1995Q3,0.0510697457
1995Q4,0.07202836630999987
1996Q1,0.023220742207999967
1996Q2,-0.022184138769999806
1996Q3,0.025025392140000102
1996Q4,0.06468026135199989
1997Q1,3.278091500003022e-05
1997Q2,0.03447099412799992
1997Q3,0.00864405422999992
1997Q4,-0.01671440133399993
1998Q1,0.043570104289999856
1998Q2,0.016816043628000044
1998Q3,0.13451464441399996
1998Q4,-0.041583167450000014
1999Q1,0.13227077560400002
1999Q2,-0.10207228121199996
1999Q3,0.008511609499999961
1999Q4,0.15520605758000006
2000Q1,0.21571321779599995
2000Q2,0.0048116581999999575
2000Q3,0.059751310592000006
2000Q4,0.02679745314400006
2001Q1,-0.2215722173950001
2001Q2,0.1254047400999998
2001Q3,0.08415856483999984
2001Q4,0.07688563846399998
2002Q1,-0.05255319853000007
2002Q2,0.1311146512100001
2002Q3,0.13498494220800006
2002Q4,0.05015497037200012
2003Q1,-0.06849077236400003
2003Q2,-0.06968678889999991
2003Q3,-0.12112231675000007
2003Q4,0.03386325877099994
2004Q1,-0.017947063407999897
2004Q2,-0.06269772291800002
2004Q3,0.012803297791999846
2004Q4,0.023600756420000035
2005Q1,0.031064297119999917
2005Q2,0.03168400706800001
2005Q3,0.02478393297699988
2005Q4,0.04344962698199972
2006Q1,0.036709428303999925
2006Q2,0.0005431743199999506
2006Q3,-0.041625287079999906
2006Q4,-0.04546304319999994
2007Q1,-0.0008865496719999699
2007Q2,0.010947072512
2007Q3,0.03033631265600012
2007Q4,0.09649924151299993
2008Q1,-0.005866467328000002
2008Q2,0.10275411267500001
2008Q3,0.10681019376200007
2008Q4,0.039235458464000006
2009Q1,-0.005834909727999937
2009Q2,-0.39583468400800004
2009Q3,-0.12872821170999993
2009Q4,-0.11373648066999997
2010Q1,-0.02109610610000001
2010Q2,0.10785311762799998
2010Q3,-0.011661238800000029
2010Q4,0.029012920592000002
2011Q1,-0.006508442999999975
2011Q2,0.05447557429999983
2011Q3,0.01411498159999991
2011Q4,-0.040262307200000125
2012Q1,-0.02692054420400014
2012Q2,0.04805527296799994
2012Q3,0.08427234800000005
2012Q4,-0.034051717225
2013Q1,-0.04191566372199995
2013Q2,0.03400597955200002
2013Q3,0.0012371461180000765
2013Q4,0.030818202415999973
2014Q1,0.020266802557999952
2014Q2,-0.04983442331799992
2014Q3,0.013731571654999719
2014Q4,0.01221966541999997
2015Q1,0.05531700801799988
2015Q2,-0.07718535010000005
2015Q3,0.1971440650959999
2015Q4,-0.0031782543040000943
2016Q1,0.07397789776000008
2016Q2,-0.14602348552
2016Q3,0.022320194059999965
2016Q4,-0.026649762165999902
2017Q1,-0.05910368774700003
2017Q2,-0.019971866944000105
2017Q3,0.030512955499999883
2017Q4,0.06205949761499996
2018Q1,0.01503572456000013
2018Q2,0.02896801279999983
2018Q3,0.0010930263380000138
2018Q4,0.030483153440000077
2019Q1,-0.08313548031999995
2019Q2,-0.00238859920000023
2019Q3,0.0821099369599998
2019Q4,0.00394168973800002
2020Q1,0.010332305576000067
2020Q2,0.019937077424000194
2020Q3,0.06986912611199991
2020Q4,0.004096032364000024
2021Q1,-0.10942797551500005
2021Q2,-0.12463695913000006
2021Q3,0.0040400529439998945
2021Q4,0.07511234692400004
2022Q1,-0.03837782755200003
2022Q2,0.09881244200000006
2022Q3,-0.008617891095999974
2022Q4,0.09705822904999972
2023Q1,-0.1354902990100001
2023Q2,-0.0008483247999998555
2023Q3,-0.07462347083200005
2023Q4,0.058613193158000065
2024Q1,0.021397850143999975
2024Q2,0.04114693423999993
2024Q3,-0.016775430399999958
2024Q4,0.07284983340000029
2025Q1,0.01663691200000006
2025Q2,0.011627422988000236
2025Q3,-0.014436558976000047
2025Q4,0.012389689038000196
