,S1B1,S1B2,S1B3,S1B4,S1B5,S2B1,S2B2,S2B3,S2B4,S2B5,S3B1,S3B2,S3B3,S3B4,S3B5,S4B1,S4B2,S4B3,S4B4,S4B5,S5B1,S5B2,S5B3,S5B4,S5B5,Mom 1,Mom 2,Mom 3,Mom 4,Mom 5,Mom 6,Mom 7,Mom 8,Mom 9,Mom 10,Mkt-RF,SMB,HML,RF,LevFac,Mom
1968Q1,0.1457496635885053,0.1617071036859687,0.0951550852889699,0.1002806945435064,0.1471974590572211,0.0720700830390783,0.0307418956444336,0.1135912465147295,0.0717225355417898,0.1117649055837197,0.0265371217784249,0.0356128097502097,0.0448563308151623,0.0320882318748234,0.0799849703628396,-0.0464637137978019,0.023433762174015,0.0012783437174286,0.0422073533514999,0.0146881157205294,-0.0437047677297108,-0.0341809208007608,0.0171200108612188,0.0153485657941017,-0.0221580220721983,0.0295870191429998,0.0137819411619997,-0.0095737659200001,-0.0261289056680001,-0.039377835872,-0.0111314744300001,-0.0276978285950001,-0.028931501983,-0.0051710883200002,0.01499567888,-0.0073699578549999,0.1003193962840001,0.0250055684900001,0.0109395275200001,-0.4034607383260388,-0.00199833184
1968Q2,0.0611038241885009,0.0824283783592678,0.0857022572902554,0.0480302149047739,0.0735537367176526,0.0821271151108169,0.0386243961755254,0.0583264630240498,0.0572744533894991,0.0506672301088892,0.0885398675650899,0.048420006888624,0.0183404940340736,0.0757100302928119,0.1032462791336776,0.0620872156040073,0.0162809149768612,0.0303755726945458,0.0493061657442459,0.0587090349123422,0.0956469531035191,0.021710339944611,-0.0017333014613409,0.0274232199711843,0.0947470467138742,0.0376285666739997,0.03576724338,0.0230969313299997,0.0305654554919998,0.0590826528300001,0.0335534610599999,0.0627779038739999,0.0809561267339999,0.1008505424289998,0.1009587149939998,0.0516303156920001,0.0122039925199999,-0.00514263761,0.012047993726,-0.3504690210706661,0.048403444994
1968Q3,0.0293765465350595,0.0614843968368152,0.0620875053593124,0.1202546100734993,0.1134790823511013,-0.0038638400646366,0.0490489071546909,0.028418585108856,0.0669940679386702,0.0574156176846016,-0.008648668546022,0.0093350369135596,0.0394298287066703,0.0452785674395384,0.06832033797323,-0.0268263698643248,0.0363236072638888,0.0137707102932951,0.0274290309831188,-0.000864469619751,-0.044870971760838,-0.0065905613042944,0.0503832418845291,0.0175178243859401,0.0228684153276892,-0.0043912670199999,0.0172013766879999,0.0040958974539997,-0.039755000372,0.0623441042699997,0.00726485218,-0.0527257144699999,-0.0077809103679999,-0.0165763698319998,0.0463642671519999,0.0022536867599998,0.0473012197279998,0.0687428737719997,0.01366168288,-0.1668764956273615,0.0067754853750001
1968Q4,0.0902813478141675,0.1359794980360515,0.1254127444111814,0.0977506647744674,0.122257631857473,0.0735360253641024,0.0897257471785597,0.1139990253404534,0.0837256652645259,0.13417835543946,0.0931451159792537,0.1124590596098045,0.0823031173442434,0.1038435016265755,0.1125133462220766,0.0757011158026375,0.0595577236976516,0.0877849706884581,0.0877917906258103,0.10567429133405,0.0008704707791324,0.0671956300041831,0.05471887140017,0.08568292263551,0.1134480915665074,0.085209653436,0.0887216347980002,0.0756632358360001,0.0461944212860001,0.0621014252160003,0.0403175767160002,0.0363634459260004,0.0166760652649999,0.116049055076,0.1210729283460001,0.0590813010249999,0.0470017646,0.0414943175399999,0.0129555394639997,-0.235789859651918,-0.0023037846399999
1969Q1,0.0922002632348741,0.0652666269796753,0.0395560758566124,0.0366885564929091,0.0473037350353138,0.0534789639877997,0.0782154062463007,0.0279671699838848,0.0569332618159514,0.0139666169156997,0.0064743772271247,0.0068706700870528,0.0616285624526486,0.0649481313214925,0.0207951230557856,-0.0112165681226783,0.0198785181704419,0.009061055753937,0.0427797769711457,0.0697786205883199,-0.0287139501069514,-0.031543944750713,0.0180675520394124,-0.0089292744943203,0.0091779219810714,-0.0106754223929999,0.0240288886980002,-0.0442134934379999,0.0009057715739999,0.026538455142,-0.0204766752959998,-0.0060836319179999,0.0178636541100001,0.022601596089,0.034517039397,0.0002051848749999,0.0511221866880002,0.0072433762559998,0.0138632057179999,-0.8912704581941331,0.0191246964800002
1969Q2,-0.1003702548498475,-0.1072372314344918,-0.056246305972084,-0.052832522246052,-0.0757466284162468,-0.0688470494559164,-0.0715011215058646,-0.0384106603813072,-0.084042383070421,0.0039057541828058,-0.0738469135592641,-0.0709110498671408,-0.057865472038822,-0.0463577103269027,-0.0421386284592516,-0.0265249817309463,-0.0848638029040401,-0.0416164732389929,-0.0770720038408192,-0.0523156108567794,0.0319426982195603,-0.0139563233737083,-0.0149576896256349,-0.0120324094320989,-0.0248499391426842,-0.0999487082519999,0.0037889009710001,-0.0126973707479998,-0.016478917083,-0.029728036548,-0.0182133574959998,-0.019177626348,-0.0287908566619999,-0.0153779568479999,-0.036424470612,-0.0194487178960001,-0.05023710228,0.0048635525239999,0.014570032148,-0.7495531442469313,0.0266391022800001
1969Q3,-0.2629969409326506,-0.2378684740025071,-0.2385758041411275,-0.2227564465388619,-0.2098488657931775,-0.2425434398486255,-0.2323194011381893,-0.1908409739180243,-0.1783348250589921,-0.1928913594845673,-0.2103854327045814,-0.201508320347678,-0.1698859776179452,-0.1568888435533342,-0.1952497868077173,-0.1477032380400541,-0.1792694050996558,-0.1337642411370239,-0.154013585596767,-0.184203828935994,-0.0780062725477299,-0.1274008656512175,-0.1519020402046013,-0.1387512961495607,-0.1479976680321255,-0.26389685604,-0.1898660748440001,-0.0843711598000001,-0.121411002074,-0.10496496303,-0.1321272315920001,-0.1336566738960001,-0.120261388664,-0.179107409004,-0.166418772174,-0.1376438197,-0.0870008165119999,0.0068743552400001,0.015277079744,-1.161487725052111,0.0126832803979999
1969Q4,0.1490950010422036,0.112374331163912,0.0610982198483924,0.0725061822024797,0.0379832625792857,0.1849747509965087,0.130130035234226,0.0706131306529127,0.0727728747447311,0.0738102906570006,0.1851928869604315,0.1510317682878543,0.1118030782163719,0.0768099521440295,0.0721479563765021,0.180317451238364,0.0932826879458768,0.0842869626507702,0.0514456565088108,0.0180903558592964,0.112879297432856,0.0581648291519569,0.0319827257285934,-0.0054700062922383,-0.008025587698305,0.1088140526490002,0.0897823244,0.066851665296,0.0220369218570002,0.0194256102960004,0.0588680186880001,0.0737613324000001,0.0352930553040002,0.0847927899000002,0.1276541432100002,0.0672069077419998,0.0605032154959999,-0.0975555339999999,0.0172983859999997,-0.5870416786684619,0.0006048271280001
1970Q1,-0.2185574307566221,-0.1925975871648195,-0.1556731961085214,-0.1871845856955413,-0.1705810461523476,-0.1643986484361481,-0.1851755978208552,-0.1384877592614193,-0.171948778102232,-0.1543369733874005,-0.1759822631865506,-0.149695176693148,-0.1921506234905532,-0.1363797046210624,-0.1508728158201221,-0.1095006782848838,-0.2051845384878232,-0.1330806556942031,-0.1551350718284486,-0.1683547172057199,-0.1075950170078678,-0.1336153474696598,-0.152967208154917,-0.17067970445259,-0.1286031124604429,-0.21902743696,-0.2030958246600002,-0.1980214208800002,-0.2133960184300001,-0.1672129424800003,-0.1759579080700001,-0.1548135409600002,-0.1302230126800001,-0.0906478846660002,-0.079143642865,-0.1391732514,-0.03404722256,-0.0105377979999998,0.0177030796800001,-0.8212026488321879,0.0974455609039999
1970Q2,-0.2874165776695826,-0.2177400075907104,-0.1566615025949191,-0.1121642657297188,-0.1110258805211716,-0.260179589552996,-0.1950526561305875,-0.1387528897350288,-0.054635751521449,-0.0587938252566501,-0.218292956163853,-0.1574971691261905,-0.0968998790498335,-0.0366498903202455,-0.0457579986348535,-0.1752142812717262,-0.1134521678460246,-0.0405575469349376,-0.0272491940840849,-0.0247162692233346,-0.1131384747868002,-0.0399613525612014,0.0023842310027715,-0.0161449806269635,-0.0059097898177442,-0.1947327767819999,-0.1306674086559998,-0.0454577161539998,-0.08059659855,-0.0348177537839998,-0.0446927418599998,-0.01952632747,-0.0347583123149997,-0.0684853606200001,-0.1304805460119998,-0.074068882084,-0.104996008326,0.1454687389279998,0.0169950166999999,-0.9648718983030706,-0.009202169324
