,S1B1,S1B2,S1B3,S1B4,S1B5,S2B1,S2B2,S2B3,S2B4,S2B5,S3B1,S3B2,S3B3,S3B4,S3B5,S4B1,S4B2,S4B3,S4B4,S4B5,S5B1,S5B2,S5B3,S5B4,S5B5,Mom 1,Mom 2,Mom 3,Mom 4,Mom 5,Mom 6,Mom 7,Mom 8,Mom 9,Mom 10,Mkt-RF,SMB,HML,RF,LevFac,Mom
1970Q3,-0.1919297645890825,-0.1502222302683522,-0.1297486745671835,-0.1113820480980464,-0.1437997278139146,-0.1833613110207185,-0.0988584039010892,-0.1505516832557237,-0.0694238516179758,-0.0953370800470274,-0.1365077520028077,-0.1234387292182833,-0.119356279121961,-0.078105583617245,-0.0973438688067922,-0.091773107284089,-0.0842255311184141,-0.0539734378745494,-0.0322358037146779,-0.0904310520701547,-0.1205409401519244,-0.0296926951173925,-0.0069412735476526,0.0613277026087832,-0.0812344909293439,-0.1787389501680002,-0.0764406565680001,0.0094521332929999,0.0484349056319999,-0.0585609737760001,-0.063291762228,-0.0939386053840001,-0.0707830685730001,-0.0958064236500001,-0.0459450664680001,-0.0623094616000001,-0.07107844384,0.0473971185439998,0.0163886198480001,-0.6167760537762109,-0.0037831925119998
1970Q4,0.1205318903512013,0.1414191508411693,0.0846566979520324,0.1030875453350577,0.1180554204951085,0.2137110111423248,0.1528071461284206,0.1084654362654657,0.0991390845258775,0.081726444537546,0.135507241814234,0.1304449261978342,0.0553542466655203,0.0742066047750096,0.0718428766224401,0.0958180244294857,0.0888672753040351,0.0379115057613506,0.0424779746190464,0.0646762450531106,0.0980100523783893,0.029741562806405,-0.0099613659420736,0.0370250842708845,0.0518933958574434,0.168153405748,0.079743147792,0.1015524829079999,0.105883818012,0.1136324247,0.0797765248519999,0.0439396941599998,0.0514504987480002,0.0286657693530001,0.033356316956,0.0639679413,0.056213612524,-0.038748411901,0.0153779716519999,-0.1365453574973043,-0.0668604713599999
1971Q1,0.1691990788563189,0.1771110143851679,0.2431716744742369,0.2736583373869996,0.271031360798724,0.1668772360971997,0.220206219316281,0.2416842575070776,0.2676999084702858,0.2677203647158617,0.1741115690032122,0.2079432979566773,0.2696631160719975,0.2144617782578475,0.2073970335123047,0.1623670673220272,0.2138312432367766,0.1965854510354903,0.2761270272528564,0.2752615599489891,0.1326884397029022,0.1680170457177749,0.1539777921764393,0.133157443666315,0.1628578829678755,0.1765315149719997,0.2921942515759999,0.2186694973030001,0.1965191345579999,0.1576596312239997,0.191013995872,0.1764585585839999,0.1552338915119997,0.136951462274,0.1031339046359998,0.1596838458039999,0.0592617574879998,0.0422729669600001,0.012652833416,-0.4210133803839874,-0.0664537749799999
1971Q2,0.1671187827126177,0.1547336853052314,0.1619271361961387,0.1214678114765801,0.1009438479982811,0.1340187512421049,0.1233310860575183,0.1045946040802097,0.0948339292386877,0.0790835986418541,0.2159408106593363,0.1473565611554432,0.0991576888405438,0.0570126118297338,0.1485424692992982,0.1320309194962476,0.1189965143265845,0.0603992307669329,0.0890604593395345,0.1395398343560543,0.11054865970941,0.0804900103737349,0.0564190518443661,0.0362138304840484,0.0924810448033615,0.1602357120399999,0.0825335400400004,0.1145715513940004,0.0775826525680003,0.0674903887500004,0.067218842518,0.0714387340600002,0.1023786722800002,0.0940768662039999,0.1387814490800001,0.0891411689799999,0.0399626903599998,-0.0432523277199999,0.0091275677199997,-0.6582205701496764,0.0076047587200001
1971Q3,-0.1724404121718094,-0.1741307329762559,-0.1620443439114469,-0.1321230486384011,-0.1497520992299886,-0.0688747177055053,-0.1340892949806692,-0.0951846859579534,-0.1413488913227596,-0.1439760261204142,-0.1389150442802833,-0.0713592150014187,-0.0990172098299574,-0.124610678597434,-0.1091867803113179,-0.0523231467586052,-0.0744935213330735,-0.0698055659545987,-0.0775943944604764,-0.1614715058652287,-0.0621768824700137,-0.1047389559823964,-0.0811487872081174,-0.0852949802771896,-0.1028245461334291,-0.1434815666240001,-0.0928252759960002,-0.0288015218370001,-0.0943997420760002,-0.0941644272,-0.062723604618,-0.07292303868,-0.1175284408640002,-0.0954044847600001,-0.0764255291700002,-0.083833782359,-0.0402552127119999,-0.0329314424019999,0.0106371729200001,-0.7857255493634977,0.0124045260559999
1971Q4,-0.0419739068566621,-0.0245050760519043,-0.053850156091787,-0.0216300810165596,-0.0525726450753845,-0.0116560873577045,-0.0043975026257438,-0.0299993664132064,-0.0240966613291956,-0.0222490133218778,-0.0162995031084136,-0.0338545662439437,-0.0287078494022682,-0.0101458820076529,-0.0060340769249855,0.043579757256926,-0.0186817684736778,-0.0103841442345871,-0.0407706351557427,-0.0198355054517105,0.0070417425468649,-0.040554937895435,-0.0650200904430422,-0.0345254506811455,0.0552077151880285,-0.1162492385579998,-0.0547788654509998,-0.012748388943,-0.0230002921829998,-0.0100334201429999,0.0308312878489998,-0.005080307547,-0.0162371996129997,-0.0281828757909998,0.0371205989069998,-0.0165065934520001,-0.0147598075,-0.00844843544,0.0121485343429998,-0.4670319164204641,0.0614030119999997
1972Q1,0.2487439533852142,0.2104562370155283,0.1832263014458643,0.1724573734413164,0.2141215171821298,0.1862811137232203,0.1787515439572071,0.1581977898683928,0.1449819272023225,0.2062550972729415,0.1654789033247268,0.1245294527462446,0.104047719290472,0.1227739254765709,0.1376410885093884,0.1479724231011185,0.0859602938262003,0.0671036016544439,0.1126743979856286,0.1534033650569646,0.1150491385742222,0.1021903440014722,0.0702835732200992,0.0618752453648998,0.152073112358271,0.1366877325390001,0.067296377299,0.1002159085289999,0.075052222939,0.1134333536189999,0.1190238555029998,0.1104583284209999,0.092123702574,0.1124018897549996,0.176068219899,0.1088271936979998,0.062939128328,0.000330205352,0.010335189701,-0.7804819107561645,0.009512544466
1972Q2,0.0451112270492091,0.0591752619784988,0.0056493049146078,0.0309612076353869,0.0297140597427369,0.0668072838412203,0.0605722812775091,0.0458879011461688,0.0192166433127232,0.031303305407589,0.1048442560266051,0.0363557067546291,0.0250075181946223,0.0167333544659675,-0.0035999614359216,0.0471883708262248,-0.0017010491178881,0.0199260228059465,0.0435382138937969,0.0433677655087609,0.0758895985215397,0.0343858581583671,-0.0262334453008756,-0.0219699899566149,0.0097971217289338,-0.0007491734189997,0.0146079414970001,-0.0238483973249995,-0.0326649230399996,-0.0129672439429997,0.0506270639330004,0.0687966878050001,0.0302504426129999,0.1080703275250001,0.0760123458330004,0.0380796660259996,0.0118781387520001,-0.0436575533109999,0.0081218495749997,-0.8131128407732371,0.0848907025780003
1972Q3,-0.1339528526786542,-0.1178676427360063,-0.1131188346548091,-0.0942914921126454,-0.0984297158915999,-0.1034433952066462,-0.103530316478834,-0.0769179864713469,-0.0753353692085664,-0.0590403124643926,-0.0270220715202242,-0.0639051260094011,-0.0696110256448691,-0.0821918021199021,-0.1089174413495777,-0.0475545370363726,-0.0768973373440076,-0.0633161013755508,-0.0562078486583359,-0.1052069047100567,0.0329725823288735,-0.0641105184938686,-0.0029285254713917,-0.0362892399944185,-0.1157673066613973,-0.1365084419699999,-0.0644331524699999,-0.08587353358,-0.0262671124699997,-0.028342722122,-0.04512240929,-0.0300954147899998,-0.00932929377,0.029249786854,0.05349562467,-0.0196197622400001,-0.0526689794800001,-0.04543766528,0.0090270169699999,-0.7946787610090108,0.0811512963599998
1972Q4,-0.1066422960989394,-0.106581954728492,-0.0680418398179406,-0.0754062346131481,-0.0495301016926617,-0.0893499529295959,-0.0678821572028921,0.0003753109421895,-0.0146795187790794,0.0060482789617248,-0.0505740238328628,-0.02631269004372,0.0228922125634669,0.0307595509654403,-0.0156651667717648,-0.0442675096864483,-0.0142251203482678,0.0435330678168,0.041355048654184,0.0091234262647295,0.0088507064882921,0.0508692211928791,0.0666671836188477,0.1273046306377854,0.022207019801496,-0.0443817138779999,0.0492039687700001,0.05973563031,0.0403149870879999,0.0919428019699999,0.0490693990199999,0.0137492098200002,0.0008507830799999,0.0078167669279998,-0.003690968808,0.0262360415439999,-0.0909521845819999,0.063542265968,0.0103350994399999,-0.37534249718426,-0.02953484616
1973Q1,-0.1059772083269359,-0.0435839161298697,-0.036879085459624,-0.0156164860025962,0.0158778133902968,-0.0862511460843892,-0.0502755948951365,-0.0072835104129389,-0.0255758803463641,-0.0287385933226739,-0.0496972673792581,-0.0527935990883459,-0.0153358353519249,0.0146740389037747,-0.023976419714231,-0.0082229928602242,-0.039213761989274,-0.0116940742138846,0.0063458863327463,0.0002098847536562,0.0251680071127207,0.0134086520676286,0.0367162781831287,0.0754785618495561,0.0483399347971624,-0.0783950178360001,-0.040256367822,-0.0027338952959998,-0.0056335182359998,0.002811210228,0.0194389337879998,0.0736326108719997,0.0243075250919999,0.0178969692799997,0.027478805124,0.0180689339599999,-0.06488556049,0.0536364363199997,0.011846310236,-1.181315748751789,0.0340404452
1973Q2,-0.3103502246224869,-0.2258110519669638,-0.1833016538942663,-0.1595207188773768,-0.1403959149060354,-0.3089114014650117,-0.201632713397853,-0.1617981703244694,-0.1306584915969878,-0.1193077572059464,-0.2584929193106591,-0.1945855407755212,-0.1434946925418513,-0.099909767828683,-0.1163249550127066,-0.22738076065116,-0.2032468727635074,-0.1058016722670088,-0.10021857807207,-0.0720877649015984,-0.100555421734049,-0.0853807236608299,-0.0667965861060151,-0.0630172314311687,-0.0599256228006229,-0.2441958039639999,-0.244910423632,-0.2000613934839998,-0.1717788333199998,-0.1349806753839999,-0.1166158363639999,-0.1060121295309999,-0.0871871948559999,-0.086534558842,-0.0779291380119999,-0.1142121123999999,-0.1014988265280001,0.0987133877720001,0.0140651804639999,-1.5435118815770053,0.12570209435
1973Q3,-0.0149801308240578,-0.0255940813138216,-0.0462976171460145,-0.0006853603364651,-0.0255828050370922,-0.012414558510724,-0.0187322650893667,-0.0195852377402685,-0.0318755874158315,-0.0378721210630652,-0.001688791585142,-0.0445172541019562,-0.0005341615205678,-0.0399632858690851,-0.0403486399092142,0.0086993392650174,-0.0559778350875211,-0.0115858265025261,-0.0151130667508441,-0.0223808087934029,0.0359110340597601,0.02545355987588,-0.0199668473411649,-0.0385267759434613,-0.0534261810669114,-0.0547072210880001,-0.044268749428,0.0027785833629998,0.0070372367559998,-0.0055564169840003,0.017581996606,0.0133696870659998,0.0039164642959999,-0.0012532889020002,0.0127128455389997,0.0032016310159999,-0.017193410144,-0.0381584786319998,0.0166914564640001,-1.8896639831545647,-0.012193888609
1973Q4,0.0130772498642846,0.0200237200590855,-0.0012777990265713,-0.0069449100973246,0.0149385995564967,0.027350132122573,-0.0188008032796433,0.0541992035075304,0.0114436726511291,0.0470208492890502,0.0171323079118688,0.0531451251103243,0.0521506097439308,0.0374200477173867,0.0929823209082505,0.0265889894031234,0.065662791084899,0.0725432888954151,0.0565333260154623,0.1029331437928853,-0.0466491507717367,0.018462443442426,0.027406795116299,0.0064135677141972,0.0985589708177485,-0.0496777690799998,-0.0127980921839998,0.0282991078799998,0.0254813078640003,0.0244168785360001,0.0194946954500001,0.0195999031320002,-0.0481164502319999,-0.0351353369699998,0.043773521352,-0.0009720113559997,0.0065957006000001,0.0498719557560001,0.0204376093999998,-1.723894750163789,0.0289258654040001
1974Q1,-0.2234768908477419,-0.1570775350401591,-0.1173500050560866,-0.1168595341217699,-0.0903005856568225,-0.2193268378471028,-0.1706570816980291,-0.1423668230943369,-0.1000818475793763,-0.0739923658047276,-0.2176177518058477,-0.1589240101632894,-0.106079073769574,-0.0663259759857829,-0.0518277787883078,-0.2367736899653373,-0.1467665189095099,-0.072387311194654,-0.0466959725901235,-0.0541478964221094,-0.1590556535688687,-0.1288038668712067,-0.0904845956016134,-0.0274152203396166,-2.6109641595439825e-06,-0.2057898274559998,-0.2176170189719999,-0.1952516729339998,-0.1740544323839998,-0.0891015830079999,-0.1102064736119998,-0.1334871623219999,-0.116556410358,-0.0812707430639999,-0.1026747601919999,-0.124057773568,-0.04252782016,0.147057175355,0.0184116657919999,-2.3472466790582,0.0929352991039997
1974Q2,-0.0683449209751673,-0.0928405613778863,-0.0769869724369968,-0.0556553675351344,-0.0267043538803763,-0.1127404269534488,-0.053810467796045,-0.083347245642895,-0.0446050774042839,-0.0084178573517479,-0.1218573633356068,-0.0904286588277769,-0.0726548071126241,-0.0898812306425904,-0.0299739489051351,-0.1343137224461483,-0.1142912799108095,-0.1033657425808322,-0.0923791468613446,-0.0227968128660183,-0.0711577902632993,-0.0879137071392471,-0.0998927670309851,-0.0878338857998871,-0.0835822828125808,-0.138185176798,-0.1173747842800001,-0.0876038586000002,-0.0638230574129999,-0.069341530536,-0.08023928726,-0.0979056047580001,-0.0793498931039998,-0.0942679194400001,-0.088340364528,-0.083745289216,0.0180299999999999,0.032679461864,0.0190182236,-2.3987439129560246,0.0141324577999999
1974Q3,-0.2127631269384557,-0.1746923135773399,-0.1688937197224145,-0.1540884028055511,-0.1368052494534093,-0.1883913529215507,-0.1766463165757604,-0.1657071908357137,-0.1341449156402182,-0.1260166678305609,-0.1924601171465713,-0.1534512535431725,-0.1410657639067913,-0.1649605025693964,-0.0994451066030488,-0.1901464316236033,-0.1909585704556385,-0.1176122978748465,-0.1374203492314983,-0.149420704205661,-0.1504937178936576,-0.1229814828238244,-0.127774299009199,-0.1128296785801088,-0.1330116436170958,-0.24343158044,-0.186988089275,-0.173316949775,-0.106913522872,-0.1289164240879999,-0.146244921782,-0.1572183509119999,-0.1436385623839999,-0.1354144419999999,-0.1566903782299999,-0.14869554488,-0.0240763915039999,0.0382734517760001,0.020639815,-2.558025035618647,0.0508397016000001
1974Q4,-0.0976646326631676,-0.121806797652095,-0.0966430482926978,-0.0929000462408514,-0.0946907345534536,-0.0945981203736122,-0.1077070299664634,-0.0950644365250997,-0.0967219109743949,-0.0847390435470326,-0.1003751420086044,-0.1069704545589544,-0.0865936942903827,-0.0624973214575437,-0.0594599607904664,-0.0736892802610479,-0.0580826074688934,-0.0540335562475561,-0.04305461093008,-0.0804574218406393,-0.0836456031463098,-0.07288293711919,0.0087236747003978,-0.0545429301399335,-0.154890696529412,-0.15221885884,-0.0591079411780002,-0.092485336876,-0.0609330678599998,-0.1235737637080002,-0.1587652379100002,-0.0642856757679999,0.025908410465,-0.062944043172,-0.022677898648,-0.0719666625089999,-0.038373930991,-0.0253908574929999,0.01932075786,-2.612254037739139,0.0682926009839999
1975Q1,0.0738709362239029,0.1089201816482905,0.1114629681534522,0.1061177710753926,0.1101303286448569,0.0709878853997385,0.1221421564412557,0.1350275078396301,0.105019668710127,0.1187786250647713,0.051896326777115,0.131669582035707,0.1188882174817185,0.1063563711317094,0.1568283289168168,0.0607870334899649,0.1460412569207367,0.1533344513183552,0.1475882468111826,0.0933511525287,-0.0151370801132597,0.0884302995137267,0.0891464866126969,0.1386235889083025,0.1109118609697099,0.1914536068879997,0.0690584788849999,0.0808709616559999,0.0289101680359997,0.016436259455,0.0528864109249997,-0.0001174528749998,0.0181893821179999,0.1087325480559999,0.0187207470320001,0.047876352344,0.0455794565479998,0.0811893722000001,0.0183099392400001,-2.7769042186233133,-0.0927832727999999
1975Q2,0.2456167448654511,0.2252977371841693,0.1570054323999641,0.138445591309686,0.1748210128551444,0.216292839384844,0.1746661619553355,0.1023854690205718,0.1014718072082798,0.1382665320049965,0.1898460520857348,0.1409334865850418,0.1192916772214729,0.1502059851168395,0.1254785317548377,0.193759844425202,0.1135261537525877,0.0885017108919792,0.12072945073203,0.1378016613153561,0.1772947066770274,0.083334966355935,0.021299260145553,0.1329072939419249,0.0658012632113391,0.194499040428,0.1659537989279997,0.1370084752979996,0.1861677009720002,0.1157976284040001,0.1486429317779998,0.0727572322039997,0.0971530296040001,0.1126743017129996,0.1857368611079999,0.129410212112,0.0320970320000002,-0.032637866338,0.012854667572,-2.756934998094769,-0.0116782770940001
1975Q3,0.146082466444898,0.1862599055498792,0.1356555765950584,0.1548276606659648,0.1375853074902482,0.1706008773715763,0.1068220221012941,0.1062579174557178,0.1150852722139306,0.050360880908489,0.0427356612204659,0.0861575643961645,0.0613093011386716,0.0837589762179031,-0.0159972921682596,0.0378924782568235,0.0525865228498707,0.07407607275809,0.0860921051686904,0.0607262787914271,-0.014857084884071,0.1022727480976173,0.033378167543028,-0.010017817596621,0.0542574810127032,0.0155204857319999,0.0149800367520001,0.0383149561079998,0.018127023386,0.0398911842439999,0.0432015955919999,0.0458710894080001,0.0353866871519998,0.0350064758879999,0.0501274520129999,0.0304190615999999,0.0755876375779998,-0.0104315727999998,0.0133589265919999,-2.927168737162668,-0.0028187521119998
1975Q4,-0.1243861902032218,-0.0902513844540603,-0.0691009776002367,-0.0710740135713832,-0.1203323332233667,-0.0737434082521355,-0.0542322417221063,-0.0899167441456278,-0.0519001443687936,-0.1082035380824173,-0.0883916293728542,-0.0401731927590449,-0.0540379966811848,-0.0505207857543392,-0.1069467151537144,-0.0510797544053862,-0.0235704489358036,-0.0144658568447237,-0.0182275272871051,-0.0013102475363062,-0.0135739804233898,0.0076147218810498,-0.0145448979874063,0.0296750074811622,-0.0762951270814233,-0.0747450456959998,-0.0315781253039998,0.0018673217730003,-0.0194710501559999,0.0002437268670001,-0.0029609174069997,-0.0252136543639999,-0.0375506782239999,-0.0349365259439997,-0.0280942488099997,-0.0203029965119999,-0.072692709376,-0.0023504351049998,0.0157821424639998,-2.601133461799908,0.0001883340799999
1976Q1,0.1323665677391536,0.1651231238553665,0.209507540930024,0.2342064654805866,0.2863856247231071,0.0866459864328998,0.1704587735166534,0.1867472313737106,0.2363450707846457,0.2766796586249445,0.1610229204010052,0.1528774390060823,0.2190044089235565,0.2168983296273146,0.2536226784603457,0.1188793763424922,0.1754849914584666,0.1963280706110437,0.2500434711448709,0.2766681902522638,0.1043411251184769,0.1150790078840793,0.1647681178516049,0.1990799766640876,0.2558236978502799,0.106534560744,0.121212434814,0.1114417133339999,0.1577729031480002,0.1075714492720001,0.136181294532,0.1509522712019999,0.138356817744,0.156100421324,0.1798091922120002,0.1328002339999998,0.0268934790179999,0.1271938721300001,0.0136616024959999,-2.215714271119384,0.0374430185
1976Q2,0.11151409860395,0.0760877725014765,0.0818152375236114,0.1017823758534137,0.1408061600695134,0.0601103696722784,0.04632963427653,0.0573975546646654,0.07717836775413,0.1072357816913043,0.0244939784594946,0.0352695170415093,0.0568977545239119,0.0697979239767128,0.1378277429394974,-0.0117872214026231,0.0288528271920927,0.0383876192658954,0.0295606498549485,0.056938216576863,-0.0271877947126363,0.0435834393261145,0.0259548730346617,0.0178892137260302,0.0841044976428975,-0.00532217425,0.0093516335990002,0.0090443877199999,0.0328326604280002,0.0294685350079999,0.00478705842,0.0013523797120003,0.0029297068959999,0.0234173876800001,0.022509395808,0.011078978392,0.0563387623920002,0.0542476904959998,0.0116447371199999,-2.1251227348657262,0.0113402043080002
1976Q3,0.0005656956783006,-0.0283861795146243,-0.0008559797729879,-0.0204165235661026,-0.0274189205044863,-0.0032902783234691,-0.0043377009818716,0.03839996275633,-0.0009590199552196,0.0163662455488677,2.3540935526700224e-05,0.0194227779055453,0.0414576460315392,0.022474044623618,0.0396448896614933,-0.0122612984206598,0.0299518470551189,0.0513667931263823,0.0417913277680765,0.0537057867235226,0.0025193208005733,0.0351841820181004,0.0357846180425491,0.015833225882728,0.0585920001518831,0.0482560504890003,0.0099318891750004,-0.0229614501519997,0.0268766600630006,0.0620567721030003,0.0052917807030001,0.0318070694130003,-0.0111624820049998,-0.0113831266889996,-0.0064834861529998,0.015773406824,-0.022212760176,0.0116067514420001,0.0127535847769997,-1.8234163956263787,-0.0165303406199999
