,S1B1,S1B2,S1B3,S1B4,S1B5,S2B1,S2B2,S2B3,S2B4,S2B5,S3B1,S3B2,S3B3,S3B4,S3B5,S4B1,S4B2,S4B3,S4B4,S4B5,S5B1,S5B2,S5B3,S5B4,S5B5,Mom 1,Mom 2,Mom 3,Mom 4,Mom 5,Mom 6,Mom 7,Mom 8,Mom 9,Mom 10
1929Q1,0.0031000050326324136,0.29433141676312546,-0.028833961262183516,0.19945864000757463,0.15371741926898985,0.06567932427367085,0.05695816150736177,0.10060320799136457,0.077814186005432,0.07292430045994802,0.14226782795028936,0.1576181586522345,0.13572575696651157,0.1933691643522677,0.18448964394159573,0.19262477199153305,0.20880312289547387,0.1345899381386253,0.10521914007263189,0.10939453615367833,0.18811825358161283,0.224084337614455,0.16760924084818485,0.15266636496748265,0.1757860371156128,0.08514088104299988,0.12375132923299992,0.11329642149600017,0.14921571513599985,0.1815034786480001,0.10458611067799994,0.2624303359960003,0.23250987220800012,0.12684753295200002,0.23797255204800027
1929Q2,-0.18585313056633845,-0.1770234218207687,-0.0686912796701451,0.01376438229726018,-0.07314076359977639,-0.08236743272595837,-0.0444917533135204,0.021444490511783876,-0.0503888334787147,0.06066893609279078,-0.05368730377093911,-0.05152709046379489,0.0035055204450349375,-0.0049889056956546884,-0.06857742172442594,-0.04372895067595728,-0.04610393234234189,0.02172563477397982,-0.005899573074390041,0.04347552408148281,0.0020356353673025573,0.03696514585944888,0.038415564281460535,0.005272499882060133,0.061529007961968585,-0.13786204958000015,0.0006475429959997836,-0.029513621576000237,-0.043212826600000254,0.014288007679999826,0.013291873461999781,0.0060338176379997055,0.025505100495999855,-0.004242384452000314,0.05227494871599969
1929Q3,-0.09612521888792724,-0.08981709640376023,-0.17362024285164535,-0.18863630987719093,-0.06198416508430804,-0.11447525275837211,-0.04299340558761966,-0.01473744980178826,-0.10626446005506363,-0.036944897972074786,-0.00020152804264284008,0.01599357938934509,0.008267548449433004,-0.031033526772396902,0.07838480527354252,0.06522272272566831,0.005477536067387101,0.08287026953549215,0.05140599642035837,0.07871085303933634,0.07303639629140468,0.12670210529442993,0.09553602419891605,0.1252027473965951,0.06976998895814224,-0.11186689550399997,-0.07782208982399985,0.004703137095999788,0.007052976384000154,0.07571879970299977,0.012661280811000042,0.14425831488399998,0.10754054492999998,0.15647331946400023,-0.003224663378999848
1929Q4,-0.37907249756761796,-0.2993025470231807,-0.3383174839229587,-0.26084465832058046,-0.32170471765296327,-0.27957293513895665,-0.22354387562638955,-0.2811229391754314,-0.2267305884642783,-0.22564299124848564,-0.3409837465256733,-0.22055636426989722,-0.10207664764883106,-0.19600874090890785,-0.22701735640058307,-0.2859799036890731,-0.24113967826777039,-0.18218237657318215,-0.13750049138083675,-0.18284995067812615,-0.24949400207119243,-0.15712245393780144,-0.06816429864302354,-0.07125289323174888,-0.09168189116255987,-0.4053833333,-0.35995938839099995,-0.28645778790699983,-0.19542069801799977,-0.11437279193999994,-0.14005161050399995,-0.0284378128749998,-0.13845810616799992,-0.11874867116799981,-0.2452892862149998
1930Q1,-0.05279434383569337,-0.2581415730757759,0.025089936749328023,-0.1436203288029313,-0.06451872224883126,-0.1818408707420931,-0.11318183898274248,-0.0843138548541078,-0.047389558468749815,-0.037607812573446364,-0.07852239302283381,-0.04865088648231164,-0.029972104580484715,-0.04417855830626172,-0.025132675590331388,-0.06372737755053581,-0.1262057559058113,-0.05997584838143222,-0.059477502239284274,0.013118287405591733,-0.04610403928328155,-0.07086508614338782,-0.09953402412836099,-0.054162467430985295,-0.06787274765876838,-0.07798990084600022,-0.15588125436400013,-0.10554247300600017,-0.004886200302000265,-0.0271528995660002,-0.00396383373000031,-0.10278144216600038,-0.06476616266100022,-0.046489975092000146,-0.10409035644600018
1930Q2,0.32783760181412447,0.060340922548032916,0.005736698207929436,0.05266358065642707,0.08044870736275,-0.0582599268551367,0.010528180029513612,0.14220920039193374,0.04965885469269016,0.0467406490040021,0.07372051001766011,0.06491186434297513,0.030330129030562203,0.0804316346288878,0.13632379954992246,0.03422445636616045,0.07104988468327122,-0.0068871015745737285,0.058645623189734764,0.061775856156549125,0.08301279894663094,0.06430121367714015,0.1198155364302167,-0.013767237396566379,-0.01527067249091174,0.12748330150200005,0.09055131575700037,0.02545554054600041,0.01067387919000029,0.05925682071000038,0.07913083041000046,0.022100720496000426,0.058023396060000065,0.05081534365800011,0.10290837579000045
1930Q3,-0.14033505914894795,-0.28586784146611854,-0.0703755537865971,-0.17724967664999636,-0.25832776254946055,-0.23349050847522634,-0.15295233811041997,-0.1859995975551222,-0.1951282683415545,-0.21097304925670424,-0.11187489932116912,-0.15482166766810268,-0.14778803856215383,-0.129161986508877,-0.1624725530716955,-0.21030173620980097,-0.1855368182558188,-0.16213617101630906,-0.13097932010768387,-0.235655175822567,-0.13203717397475945,-0.14254928153960011,-0.13013906266616615,-0.09532209736584651,-0.017935143503704065,-0.23154178948199977,-0.2713238515159998,-0.07588252995999978,-0.19598889060000002,-0.07836933702999971,-0.15665075877599977,-0.13638193772399998,-0.09745789688999984,-0.1378062102869998,-0.12492842975999985
1930Q4,-0.5765097126671883,-0.45491173526791806,-0.3729627796375027,-0.35994557459593934,-0.2991572781898152,-0.2436681866701893,-0.24367406369825972,-0.2446637471922648,-0.2644256525137927,-0.27496905522623727,-0.2727140591703361,-0.2372337115790717,-0.19219467831345027,-0.2654972109563568,-0.3749235477617179,-0.22313819087929143,-0.2336186864432056,-0.2187087081517367,-0.2457202044110356,-0.2904149171217426,-0.209207657062341,-0.18605981363795687,-0.15666178930805919,-0.23819057552824463,-0.5668464904123998,-0.3950553173539997,-0.34014569898199976,-0.3860108508319997,-0.3215507607979998,-0.22534399765699964,-0.19856727124999973,-0.1832212790219998,-0.14402129523799967,-0.1847200185279998,-0.17507831167599974
1931Q1,-0.2860739280931006,-0.23184662641694165,-0.16816119744314895,-0.017485912021100614,-0.05137306982191414,-0.08470811614001927,0.0004803326991336121,-0.05568942344062755,-0.0709012069654581,-0.10197472935700491,0.03471041723305501,-0.020421826771466867,-0.01767855890235459,-0.02107033006421144,-0.07830605602974583,-0.020912504852462432,-0.026336437497871734,-0.096787287508313,-0.08131062933542621,-0.04995535589002187,-0.04105720560930182,-0.05730981275275637,-0.05569864679393299,-0.03677766074437605,-0.1792057352300005,-0.09774218862600015,0.042748672343999594,-0.1176616638660003,-0.05794700962800026,-0.05446027226200023,-0.09673798089000041,-0.09821038732600018,-0.010016199202000364,-0.035310829328000226,0.004352032643999859
1931Q2,-0.052983340111166566,-0.0988600692010182,0.14091031409618404,0.004718026497469996,-0.06081112592486726,-0.10228623351536104,-0.1632396096269283,0.011958284274783626,-0.10405988914158726,-0.07842383462906877,0.006183578297765058,-0.08991628533563167,-0.0610471190496954,-0.14788159490938224,-0.19311890109741103,-0.0920707655838412,-0.07098282117968269,-0.16684573150679316,-0.17981780474794418,0.11530719838987524,-0.004347823507601767,-0.08495049679724986,-0.15564680811073706,-0.15233727030652788,-0.13129101163924328,-0.22322649328799982,-0.04467406285599995,-0.16901135371199993,-0.14394756415199983,-0.07844515773600003,-0.08501886695599992,-0.09261821688300009,-0.06601851407999992,-0.03161650757199985,0.009479023264000075
1931Q3,0.02527725966918104,-0.043441316533398666,-0.15391554576716227,-0.05548862381701214,-0.06084175981214757,-0.04146714878042945,-0.05986088711659565,-0.11326895770919043,-0.06490203637253411,-0.014640710695894232,-0.11512181511313713,-0.10646735877185831,-0.12340733234256729,-0.05828189925358429,-0.03602356634179882,-0.03198247833187473,-0.04265817649699444,-0.08999396483885991,-0.10168781375652347,-0.1993894522795414,-0.05895726947246882,-0.06173664732392137,-0.16200760323482755,-0.12925442511044472,0.08465442459000028,-0.061826682291999835,-0.03666257355799962,-0.12506201702999986,-0.0800968619579997,-0.08517714641999996,-0.11279435843199992,-0.04966014811199981,-0.08963364913199978,-0.06318708654399985,-0.04136391520199967
1931Q4,-0.5075320382023416,-0.3314518126216812,-0.3179136677774632,-0.31462164427098704,-0.3135813782805652,-0.18158295670735458,-0.2658490461173063,-0.27440532125839034,-0.2689026862924242,-0.325650908026362,-0.2755027508797051,-0.2269197792833879,-0.250877081683209,-0.2999829433049501,-0.33063955188037686,-0.25201403347077245,-0.22247893051659995,-0.20469633138087429,-0.23835645982879106,-0.29520660109955854,-0.21456000085413707,-0.18630381740801705,-0.32330445760218385,-0.33212901546522355,-0.29075790905845,-0.3513618087799997,-0.33596579344999966,-0.2778046048899996,-0.31915949008999966,-0.2067958771549997,-0.2294566273399996,-0.2522015730799996,-0.2233567114899997,-0.19714505498599966,-0.14397375969399961
1932Q1,-0.4058449019263952,-0.29340798632748644,-0.21612584806391366,-0.26020924528179423,-0.29241038997671187,-0.21365755317927504,-0.20387081183980893,-0.17333675874255638,-0.1267536152337374,-0.2058622285983286,-0.17806395056191582,-0.24111156829676206,-0.20201391337016827,-0.26114318282430893,-0.21064802859970144,-0.1965957135526437,-0.18455176836399034,-0.2280494471057597,-0.29133517717926827,-0.33545055245702915,-0.19492683234466923,-0.2749734588653546,-0.36418157581974586,-0.3363906808382625,-0.31029407977982104,-0.30143282642000013,-0.345598637292,-0.31372247131200026,-0.3002916450840002,-0.32298819816900004,-0.2722833111720002,-0.24646158115200023,-0.18877193580700014,-0.18742304797200005,-0.0962220522920002
1932Q2,-0.6073244983225845,-0.2200348973361027,-0.25590175588839126,-0.2937042754662721,-0.27154393745330485,-0.2859994973490503,-0.198242697357342,-0.2658754446512064,-0.2507736608913633,-0.27086563042748557,-0.2554518877581182,-0.18001922593949482,-0.23953344021270662,-0.2796408460993576,-0.30153294303147726,-0.2242280703529429,-0.2067889767664255,-0.3066348834254137,-0.2521193765628851,-0.162440822270697,-0.2246217787583107,-0.2567149735360923,-0.2763810814695222,-0.42779485765120273,-0.10256934750212843,-0.37438933316800016,-0.4122606537360003,-0.3191521343570002,-0.3480522557160002,-0.24757994584800014,-0.2934360709920002,-0.3124612702480002,-0.21498146164100018,-0.16135306084800016,-0.1292748700680003
1932Q3,1.9315735748082874,-0.3864394027904442,0.40347471044928707,0.23856278632900185,0.37874676889401626,0.10570356497354783,-0.013694102437645905,0.042681226917359094,0.40547592887807515,0.43999284726341226,0.003679300880667702,0.05117775926337731,0.09697994808997445,0.2267526303406644,0.22618249158158932,0.06887524630048736,0.10181323788202623,0.06276099496553367,0.4957655512705894,0.30254549342466386,-0.02715923400835274,0.13233970179353327,0.08510783149409518,0.05169958911318284,1.1399639291423496,0.16477489854400007,0.11481013179600019,0.05454643272800008,0.11167556856799998,0.019359474180000058,0.09216805295999997,0.11708837685600004,0.05683560973599988,0.03112265104300027,-0.012402452663999974
1932Q4,-0.01191915153575962,0.5020737637580119,0.12502675256958784,0.39659253567578245,0.3260028090054383,0.16748637562193713,0.21925607158096883,0.22164544186756974,0.11376149112417266,0.273342264588454,0.2479497019887129,0.08366648861411519,0.12237307504592376,0.14981226790238256,0.15298141320890823,0.1554456514561442,0.13113339444257188,0.2273328422538028,0.21218717095593376,0.2623519683900619,0.16661664379821173,0.13989116968913828,0.14173549870728608,0.18616880935851055,0.3358338669516847,0.44380613323800056,0.39350583018600016,0.21052625633200028,0.3376968932219999,0.34789632178200036,0.2658282532080001,0.13402417654200005,0.11315363758600028,-0.004663892919999801,0.0790802762220002
1933Q1,0.23572171655128282,-0.24366896746357303,-0.09320510785315184,-0.2798298911796865,-0.19353364233024017,-0.1621000699753059,-0.1801159467156751,-0.07861071432327549,-0.13931901222251764,-0.17109817215674317,-0.045487307659046294,0.0963481945707505,-0.057989184097724356,-0.13384410676344494,-0.0947227428902161,0.09033168631471766,-0.019852880314941257,-0.03764527288328756,-0.09960427704102925,-0.16057674238834618,0.03329205055436213,0.04794270814768886,-0.04682316763594041,-0.12569803964084114,-0.0892882727957558,-0.18205699447199986,-0.04088915669400006,-0.02966112034199997,0.02007422648999979,0.011376568698000078,0.035134429427999825,0.010610828079000045,-0.047094331551999935,0.05500846798199999,-0.22768868915399998
1933Q2,-0.5067949401498313,0.3084492159813843,0.3920236358486453,0.3394381279372787,0.5023322473851501,0.07173015577164632,0.18097203861142597,0.3300865013267882,0.4598781117439643,0.45458081687095286,0.22819167724896494,0.2624718441381353,0.39913028520657057,0.494517391116843,0.33619268488599463,0.293634838906363,0.47771246167867565,0.4879363539790851,0.39093536002299945,0.4500378323262042,0.12630377963963135,0.2133756591078746,0.3242220131092528,0.4467406728653951,0.23467330547024012,0.193617199028,0.30113586272000026,0.29644793419999993,0.4003671022519999,0.28342886564000014,0.2885130578719999,0.10336536984799993,0.17104110789400018,0.18321068397700024,0.20144448674800008
1933Q3,1.9030667596606021,2.1254672311808687,1.2088461438221751,1.5009972726604441,1.2885692239237618,0.9664271792369912,0.7404712196359908,0.9376233362866959,0.9168863324626362,0.8914260552866227,0.833704603228907,0.36394404721929363,0.41223354023719616,0.5341490569680034,0.6957575022437243,0.23821541048049388,0.3168903399439098,0.337877088303455,0.45481949643448627,0.7467926341503963,0.1931065367407454,0.14559746290187903,0.22258350312929842,0.43103629014802647,0.20907218202400024,0.6990009986039998,0.3284605944060002,0.12315138696900019,0.21800556064700016,0.1714997647080001,0.1851843091140002,0.24544517433200008,0.3263761225399999,0.27442574050400004,0.20097160461600017
1933Q4,-0.26726707000600003,-0.19620053846712227,-0.21216098921447846,-0.20792117321767012,-0.2920480036922565,-0.0999620021111659,-0.12322527045439347,-0.21232621073102587,-0.18727208688181096,-0.285190221263522,-0.0977449590172006,-0.013356121411182587,-0.13859294937228495,-0.1915275386151314,-0.2626161339430033,-0.000912765278169525,-0.04621909304845828,-0.1558112872333025,-0.09694103580580549,-0.2367897773087243,-0.08769441051819094,0.03018840192548189,-0.08721720469233285,-0.22486631286062586,-0.27339905732228886,-0.245385140406,-0.1378071235860001,-0.05823175616999987,-0.06805843440600023,-0.052520696362000074,0.018132197443999853,-0.047220026696000006,-0.06584064744600004,-0.02121543013400007,-0.0010792156059999947
1934Q1,0.2718277599800003,0.450033184983899,0.30969706624590176,0.5689764436494114,0.5658569504685622,0.42702763924036313,0.41726018323050673,0.47252579332637423,0.38948040732901035,0.48140750344964567,0.5464801733564333,0.34125181233748947,0.4505736613770357,0.354146114433475,0.5327793669489043,0.18254636697662785,0.3146831437039528,0.42919384365550917,0.2964152234788726,0.5384360034857008,0.23033286643915418,0.22646639297259497,0.33349008161655425,0.4244730654660769,0.623726417731788,0.2097382357080002,0.18536902491200036,0.2297938988720003,0.2541946874040004,0.17151882675500008,0.25406188221600035,0.299797832556,0.44808397066500016,0.2881752602800003,0.22962373641000022
1934Q2,-0.07192878238499978,0.13700734363503453,0.11594009529928395,0.20397200017414852,0.04038572107538929,0.12887660494066444,0.052100621372922484,0.003449890089357588,0.010212754112871147,0.047512572769760286,0.026296712150982504,0.051946536579415836,0.027198841419624253,0.013444766706458333,-0.07216506023545088,-0.02148906030653397,0.0006354929868992443,-0.02764048469577529,-0.05753821081753541,-0.062257868496617075,-0.04511627578016442,-0.03678304681373812,-0.07751533585231485,-0.11793314601585181,-0.10404265427649417,-0.027734567773999963,0.0061049568600004545,-0.058484987503999886,-0.039653731697999794,-0.06374591477799985,-0.04533696473399984,-0.043864730828999776,-0.06778939520399985,-0.09325843238399967,-0.06909910976399991
1934Q3,-0.4490313629931717,-0.3854648927557145,-0.3407956146970791,-0.34491346776110166,-0.3671469013327887,-0.24555657577613688,-0.22663309888243655,-0.33591429660410743,-0.36102976519363406,-0.3660132585986483,-0.19945766682161503,-0.2167096995278872,-0.2505430283850185,-0.25373149650527516,-0.3525633953260564,-0.1430325534887027,-0.13730420948306987,-0.22344271379340508,-0.2171868050768101,-0.45394315590680256,-0.11154817489204716,-0.12148319155688159,-0.17676432526616104,-0.2697011353755334,-0.4113748681588375,-0.30386561762099984,-0.19065825388899993,-0.20996051080099976,-0.15212699181599987,-0.21406219996099984,-0.14825753725199986,-0.1517108562049999,-0.14026565245699985,-0.14699937162099985,-0.14713171374099998
1934Q4,0.16233433569392508,0.06859080075113155,-0.033956620697096485,0.025088320878178028,0.09003842779232718,0.05706245326783255,0.0844725903121688,0.05013001983352483,0.09999045736452494,0.005149290377568727,0.06963150608445723,0.1059693647697586,0.09588190047918443,0.049978797217206994,0.008122714350002891,0.05023863718821908,0.07786963992477625,0.061110346723602715,-0.01801155115260511,0.018567094644543536,0.06299047677824698,0.029857677007827377,-0.019322900810628485,-0.050619835163597804,0.030352263620438302,-0.01902612248899993,-0.03164625566899981,0.07595523136300031,0.006987726595000243,0.008230112835000192,0.02901785638700005,0.04291181109900033,0.032497477468000024,0.08085777915100012,0.13375758205300015
1935Q1,0.0924728792074343,-0.029970613408946467,0.1662361591635535,0.2137992377512974,0.0765680155676145,0.1983285349815307,0.22569054251981324,0.187168737506898,0.13316917669974537,0.010931202095705084,0.12791910144767216,0.10691850087781973,0.1411914173415325,0.20685974479612956,0.01013391999265445,0.11832765875661444,0.14196743847182902,0.1255008398643085,0.07199275595815391,-0.1386204040776945,0.09136104746497309,0.006078274267113493,0.021221521040113878,0.017985425403082234,-0.14728122927431486,0.0627928082210003,-0.0056717176309999395,-0.05953851339299998,0.07048126706700009,0.04438890307900012,0.05020750612900016,0.06899396637099997,0.05142580069900027,0.11703988423900014,0.1782322859990002
1935Q2,0.09723883900800057,-0.26380735826046564,-0.0878642138320751,-0.14024487123664908,-0.0950537197504514,-0.04272576759044033,-0.01969668394114521,-0.015458222651052567,-0.05533350652818381,-0.15067163685878426,0.031194020918710708,-0.01892266998743064,0.016762379011454165,-0.06890117908305327,-0.15290586188642574,0.018691136438097944,0.022193018075993942,-0.004915548314334384,-0.08849647095264335,-0.22078695220908984,0.03505088781252419,0.06520420241131242,0.04888919953488369,-0.059977231687675325,-0.07859471727223666,-0.14969343657000012,-0.024229182558000106,-0.06547049675200001,-0.0444926122660001,0.05971463447799996,-0.008771033352000135,0.044431183772999816,0.0617016084619999,0.07029382903800019,0.08055704382299989
1935Q3,-0.0855443677729868,0.17436247173680508,0.2916306473173811,0.22884261517068172,0.13865425079291627,0.1857792798827551,0.24412056263230486,0.30519355337345,0.24110852164345875,0.1361744377697891,0.1608153978702569,0.17264092194220448,0.21731590508666132,0.09595059645203508,0.23780335818158171,0.1299275897512444,0.21671406695206152,0.1271545469651667,0.1536439783055168,0.23296133613926706,0.17585196544050508,0.18115538047215107,0.15054468073867788,0.24340353958774896,0.3923946103662439,0.1514994419090001,0.3531524025620001,0.338609798095,0.25083946746700025,0.24020095343500025,0.19503233097399986,0.15257059723900035,0.17201633203900002,0.15322760061100027,0.15129745333300004
1935Q4,0.08576973530275755,0.1722390119720787,0.3065532328315532,0.39918985629042636,0.18390663540987862,0.3126721884190855,0.2663508176167746,0.1771257924418539,0.25047841782849933,0.24234092213012248,0.10225788220970045,0.19086550905943156,0.22890636303471634,0.24077452370927377,0.1506896985520496,0.10864425483855467,0.1020539168612129,0.10614398955738769,0.19433318743492434,0.1251320879613993,0.15286610624368446,0.08566389942261554,0.10831989355622107,0.12274172785611914,0.1260263030516977,0.13481745117699995,0.32864248587799993,0.007568023807000168,0.10134296433900025,0.03668711828700011,0.10626177991899999,0.15464446870699988,0.1464376296790002,0.15342507617500023,0.26073941643499987
1936Q1,0.8355235947569442,0.4425658028388135,0.537306521698343,0.49699501072043173,0.9686438742311192,0.34244673287248584,0.3054368593693617,0.36560863891556883,0.35629315969402553,0.6294232817240601,0.2339533436528154,0.26386442118832876,0.2843169804733574,0.3052534720459079,0.4231423162904242,0.1778466672104182,0.13040136931250346,0.2573929429489965,0.35221808600299065,0.30293705105632607,0.08442894691945035,0.167523355505649,0.2117763109589086,0.27998096671942063,0.5419819333259785,0.339721757178,0.23410345581799974,0.18059499535200008,0.19179272817299986,0.17059008958299993,0.13571142649800016,0.13950550002299988,0.1235653828529999,0.19441983550199993,0.2575487990979999
1936Q2,-0.12487700148808034,-0.3060755263550514,0.054493064935792423,-0.01814972480896926,-0.1688146316330661,-0.1836486051484605,-0.0762255068261457,-0.07689001368637338,-0.10282696481203457,-0.1544261241784387,-0.03050149691640036,-0.047126455235336095,-0.047421083769773276,-0.019013091848906316,-0.06839474701564197,-0.07611220976861588,-0.055436674972455746,-0.04665657205383977,-0.04775204257313037,-0.09961637806715173,-0.017327410191927073,-0.060347414771614316,-0.05441197274754461,-0.05833943094574656,-0.09058323000338431,-0.017471533434000097,-0.057572979518,-0.06446751596600031,-0.06625123044500014,0.00022410891499990981,-0.0887508020840001,-0.04675369374900007,-0.08820190112399995,-0.09538762700399994,-0.07082891834400007
1936Q3,0.010407581702974511,-0.025602094352333737,0.15981538087972846,0.15260602747435437,0.13180757876451854,0.13725244492863875,0.2147106635826319,0.11983449748181374,0.09914341752398048,0.10326620962077748,0.09069768755472629,0.15729301791027184,0.16079892513624805,0.16197497286071072,0.251155493836585,0.14672091837583157,0.04061017365062192,0.11534857925283304,0.18870448142192142,0.2041118785208187,0.1627626751984863,0.1344633413147489,0.1357099908294932,0.19927361745234062,0.19769191624474258,0.09200562162400017,0.09117775774199988,0.09533337438899991,0.14155470598200015,0.19343943056899993,0.15857269818600028,0.22187262637799998,0.14907163962600012,0.2889071227719997,0.13997046971400007
1936Q4,0.0819856690052545,0.1250128797613892,0.14573433804787816,0.21591262570436132,0.16369018712087602,0.046551282607342426,0.1287603456496249,0.14664928678257594,0.17667494838827835,0.14741537328730492,0.09497587338434288,0.03855567812770966,0.17223049841160365,0.15865594655367787,0.14568831502378665,0.05735518649590854,0.0992231452853729,0.16267699674208536,0.20449047271073373,0.11573158175198772,0.07381019300111369,0.06800623196288424,0.10890146608168383,0.1526408154361043,0.08583530754465785,0.09811858470000012,0.035043856242000126,0.07105107864600013,0.08234340528599993,0.09207254748399984,0.10048112139600018,0.09711992277600001,0.06177009061999983,0.18359228479599965,0.09171685299599996
